POA_CODE_2021	EduInstitutionType	Sex	students
POA2555		M	4
POA2555	Infants/Primary	F	9
POA2555	Infants/Primary	M	8
POA2556		F	103
POA2556		M	110
POA2556	Infants/Primary	F	83
POA2556	Infants/Primary	M	76
POA2556	Pre-school	F	7
POA2556	Pre-school	M	23
POA2556	Secondary	F	76
POA2556	Secondary	M	86
POA2556	Technical or Further Educational Institution	F	24
POA2556	Technical or Further Educational Institution	M	39
POA2556	University or other tertiary	F	56
POA2556	University or other tertiary	M	26
POA2557		F	486
POA2557		M	416
POA2557	Infants/Primary	F	1023
POA2557	Infants/Primary	M	1045
POA2557	Pre-school	F	301
POA2557	Pre-school	M	373
POA2557	Secondary	F	590
POA2557	Secondary	M	670
POA2557	Technical or Further Educational Institution	F	256
POA2557	Technical or Further Educational Institution	M	234
POA2557	University or other tertiary	F	491
POA2557	University or other tertiary	M	276
POA2558		F	286
POA2558		M	271
POA2558	Infants/Primary	F	499
POA2558	Infants/Primary	M	538
POA2558	Pre-school	F	113
POA2558	Pre-school	M	124
POA2558	Secondary	F	389
POA2558	Secondary	M	384
POA2558	Technical or Further Educational Institution	F	145
POA2558	Technical or Further Educational Institution	M	114
POA2558	University or other tertiary	F	212
POA2558	University or other tertiary	M	154
POA2559		F	225
POA2559		M	217
POA2559	Infants/Primary	F	175
POA2559	Infants/Primary	M	175
POA2559	Pre-school	F	33
POA2559	Pre-school	M	42
POA2559	Secondary	F	132
POA2559	Secondary	M	150
POA2559	Technical or Further Educational Institution	F	48
POA2559	Technical or Further Educational Institution	M	30
POA2559	University or other tertiary	F	43
POA2559	University or other tertiary	M	23
POA2560		F	2904
POA2560		M	2778
POA2560	Infants/Primary	F	3570
POA2560	Infants/Primary	M	3799
POA2560	Pre-school	F	869
POA2560	Pre-school	M	935
POA2560	Secondary	F	2783
POA2560	Secondary	M	2912
POA2560	Technical or Further Educational Institution	F	1137
POA2560	Technical or Further Educational Institution	M	913
POA2560	University or other tertiary	F	1789
POA2560	University or other tertiary	M	1164
POA2563		F	9
POA2563		M	20
POA2563	Infants/Primary	F	8
POA2563	Infants/Primary	M	12
POA2563	Pre-school	F	5
POA2563	Pre-school	M	6
POA2563	Secondary	F	11
POA2563	Secondary	M	9
POA2564		F	612
POA2564		M	552
POA2564	Infants/Primary	F	675
POA2564	Infants/Primary	M	715
POA2564	Pre-school	F	109
POA2564	Pre-school	M	139
POA2564	Secondary	F	546
POA2564	Secondary	M	564
POA2564	Technical or Further Educational Institution	F	220
POA2564	Technical or Further Educational Institution	M	141
POA2564	University or other tertiary	F	318
POA2564	University or other tertiary	M	252
POA2565		F	904
POA2565		M	875
POA2565	Infants/Primary	F	1604
POA2565	Infants/Primary	M	1576
POA2565	Pre-school	F	375
POA2565	Pre-school	M	457
POA2565	Secondary	F	1001
POA2565	Secondary	M	1003
POA2565	Technical or Further Educational Institution	F	422
POA2565	Technical or Further Educational Institution	M	341
POA2565	University or other tertiary	F	822
POA2565	University or other tertiary	M	605
POA2566		F	940
POA2566		M	849
POA2566	Infants/Primary	F	1392
POA2566	Infants/Primary	M	1441
POA2566	Pre-school	F	252
POA2566	Pre-school	M	305
POA2566	Secondary	F	1021
POA2566	Secondary	M	1014
POA2566	Technical or Further Educational Institution	F	315
POA2566	Technical or Further Educational Institution	M	327
POA2566	University or other tertiary	F	662
POA2566	University or other tertiary	M	518
POA2567		F	711
POA2567		M	674
POA2567	Infants/Primary	F	2255
POA2567	Infants/Primary	M	2245
POA2567	Pre-school	F	531
POA2567	Pre-school	M	571
POA2567	Secondary	F	1762
POA2567	Secondary	M	1821
POA2567	Technical or Further Educational Institution	F	569
POA2567	Technical or Further Educational Institution	M	526
POA2567	University or other tertiary	F	994
POA2567	University or other tertiary	M	592
POA2568		F	121
POA2568		M	69
POA2568	Infants/Primary	F	33
POA2568	Infants/Primary	M	32
POA2568	Pre-school	F	19
POA2568	Pre-school	M	18
POA2568	Secondary	F	27
POA2568	Secondary	M	44
POA2568	Technical or Further Educational Institution	F	8
POA2568	Technical or Further Educational Institution	M	12
POA2568	University or other tertiary	F	29
POA2568	University or other tertiary	M	15
POA2569		F	36
POA2569		M	35
POA2569	Infants/Primary	F	45
POA2569	Infants/Primary	M	77
POA2569	Pre-school	F	9
POA2569	Pre-school	M	14
POA2569	Secondary	F	48
POA2569	Secondary	M	56
POA2569	Technical or Further Educational Institution	F	7
POA2569	Technical or Further Educational Institution	M	23
POA2569	University or other tertiary	F	35
POA2569	University or other tertiary	M	23
POA2570		F	1535
POA2570		M	1363
POA2570	Infants/Primary	F	3305
POA2570	Infants/Primary	M	3364
POA2570	Pre-school	F	948
POA2570	Pre-school	M	1092
POA2570	Secondary	F	2214
POA2570	Secondary	M	2262
POA2570	Technical or Further Educational Institution	F	774
POA2570	Technical or Further Educational Institution	M	801
POA2570	University or other tertiary	F	1495
POA2570	University or other tertiary	M	779
POA2571		F	324
POA2571		M	367
POA2571	Infants/Primary	F	611
POA2571	Infants/Primary	M	684
POA2571	Pre-school	F	192
POA2571	Pre-school	M	218
POA2571	Secondary	F	461
POA2571	Secondary	M	468
POA2571	Technical or Further Educational Institution	F	166
POA2571	Technical or Further Educational Institution	M	169
POA2571	University or other tertiary	F	273
POA2571	University or other tertiary	M	131
POA2572		F	221
POA2572		M	207
POA2572	Infants/Primary	F	208
POA2572	Infants/Primary	M	234
POA2572	Pre-school	F	68
POA2572	Pre-school	M	61
POA2572	Secondary	F	174
POA2572	Secondary	M	155
POA2572	Technical or Further Educational Institution	F	58
POA2572	Technical or Further Educational Institution	M	74
POA2572	University or other tertiary	F	86
POA2572	University or other tertiary	M	35
POA2573		F	130
POA2573		M	125
POA2573	Infants/Primary	F	290
POA2573	Infants/Primary	M	297
POA2573	Pre-school	F	99
POA2573	Pre-school	M	92
POA2573	Secondary	F	200
POA2573	Secondary	M	169
POA2573	Technical or Further Educational Institution	F	92
POA2573	Technical or Further Educational Institution	M	86
POA2573	University or other tertiary	F	89
POA2573	University or other tertiary	M	37
POA2574		F	139
POA2574		M	144
POA2574	Infants/Primary	F	296
POA2574	Infants/Primary	M	283
POA2574	Pre-school	F	58
POA2574	Pre-school	M	64
POA2574	Secondary	F	227
POA2574	Secondary	M	228
POA2574	Technical or Further Educational Institution	F	73
POA2574	Technical or Further Educational Institution	M	79
POA2574	University or other tertiary	F	70
POA2574	University or other tertiary	M	44
POA2575		F	446
POA2575		M	412
POA2575	Infants/Primary	F	703
POA2575	Infants/Primary	M	727
POA2575	Pre-school	F	225
POA2575	Pre-school	M	229
POA2575	Secondary	F	664
POA2575	Secondary	M	544
POA2575	Technical or Further Educational Institution	F	285
POA2575	Technical or Further Educational Institution	M	215
POA2575	University or other tertiary	F	294
POA2575	University or other tertiary	M	172
POA2576		F	448
POA2576		M	365
POA2576	Infants/Primary	F	460
POA2576	Infants/Primary	M	518
POA2576	Pre-school	F	92
POA2576	Pre-school	M	92
POA2576	Secondary	F	491
POA2576	Secondary	M	447
POA2576	Technical or Further Educational Institution	F	137
POA2576	Technical or Further Educational Institution	M	102
POA2576	University or other tertiary	F	231
POA2576	University or other tertiary	M	147
POA2577		F	588
POA2577		M	542
POA2577	Infants/Primary	F	629
POA2577	Infants/Primary	M	705
POA2577	Pre-school	F	162
POA2577	Pre-school	M	137
POA2577	Secondary	F	529
POA2577	Secondary	M	519
POA2577	Technical or Further Educational Institution	F	215
POA2577	Technical or Further Educational Institution	M	205
POA2577	University or other tertiary	F	253
POA2577	University or other tertiary	M	136
POA2578		F	85
POA2578		M	59
POA2578	Infants/Primary	F	75
POA2578	Infants/Primary	M	81
POA2578	Pre-school	F	17
POA2578	Pre-school	M	26
POA2578	Secondary	F	72
POA2578	Secondary	M	66
POA2578	Technical or Further Educational Institution	F	27
POA2578	Technical or Further Educational Institution	M	39
POA2578	University or other tertiary	F	45
POA2578	University or other tertiary	M	12
POA2579		F	189
POA2579		M	202
POA2579	Infants/Primary	F	185
POA2579	Infants/Primary	M	181
POA2579	Pre-school	F	57
POA2579	Pre-school	M	38
POA2579	Secondary	F	142
POA2579	Secondary	M	130
POA2579	Technical or Further Educational Institution	F	51
POA2579	Technical or Further Educational Institution	M	46
POA2579	University or other tertiary	F	61
POA2579	University or other tertiary	M	23
POA2580		F	1068
POA2580		M	1583
POA2580	Infants/Primary	F	1186
POA2580	Infants/Primary	M	1260
POA2580	Pre-school	F	299
POA2580	Pre-school	M	324
POA2580	Secondary	F	863
POA2580	Secondary	M	932
POA2580	Technical or Further Educational Institution	F	437
POA2580	Technical or Further Educational Institution	M	389
POA2580	University or other tertiary	F	478
POA2580	University or other tertiary	M	274
POA2581		F	101
POA2581		M	110
POA2581	Infants/Primary	F	134
POA2581	Infants/Primary	M	125
POA2581	Pre-school	F	22
POA2581	Pre-school	M	33
POA2581	Secondary	F	66
POA2581	Secondary	M	73
POA2581	Technical or Further Educational Institution	F	45
POA2581	Technical or Further Educational Institution	M	34
POA2581	University or other tertiary	F	34
POA2581	University or other tertiary	M	25
POA2582		F	367
POA2582		M	390
POA2582	Infants/Primary	F	629
POA2582	Infants/Primary	M	660
POA2582	Pre-school	F	137
POA2582	Pre-school	M	140
POA2582	Secondary	F	527
POA2582	Secondary	M	517
POA2582	Technical or Further Educational Institution	F	188
POA2582	Technical or Further Educational Institution	M	167
POA2582	University or other tertiary	F	279
POA2582	University or other tertiary	M	138
POA2583		F	176
POA2583		M	185
POA2583	Infants/Primary	F	114
POA2583	Infants/Primary	M	151
POA2583	Pre-school	F	48
POA2583	Pre-school	M	40
POA2583	Secondary	F	136
POA2583	Secondary	M	116
POA2583	Technical or Further Educational Institution	F	55
POA2583	Technical or Further Educational Institution	M	42
POA2583	University or other tertiary	F	39
POA2583	University or other tertiary	M	23
POA2584		F	22
POA2584		M	29
POA2584	Infants/Primary	F	18
POA2584	Infants/Primary	M	34
POA2584	Pre-school	F	8
POA2584	Pre-school	M	10
POA2584	Secondary	F	16
POA2584	Secondary	M	14
POA2584	Technical or Further Educational Institution	F	7
POA2584	Technical or Further Educational Institution	M	8
POA2584	University or other tertiary	F	9
POA2584	University or other tertiary	M	3
POA2585		F	22
POA2585		M	24
POA2585	Infants/Primary	F	11
POA2585	Infants/Primary	M	12
POA2585	Secondary	F	3
POA2585	Secondary	M	12
POA2585	Technical or Further Educational Institution	M	3
POA2586		F	165
POA2586		M	186
POA2586	Infants/Primary	F	82
POA2586	Infants/Primary	M	134
POA2586	Pre-school	F	25
POA2586	Pre-school	M	30
POA2586	Secondary	F	62
POA2586	Secondary	M	62
POA2586	Technical or Further Educational Institution	F	46
POA2586	Technical or Further Educational Institution	M	23
POA2586	University or other tertiary	F	32
POA2586	University or other tertiary	M	6
POA2587		F	116
POA2587		M	106
POA2587	Infants/Primary	F	117
POA2587	Infants/Primary	M	125
POA2587	Pre-school	F	29
POA2587	Pre-school	M	40
POA2587	Secondary	F	83
POA2587	Secondary	M	58
POA2587	Technical or Further Educational Institution	F	35
POA2587	Technical or Further Educational Institution	M	19
POA2587	University or other tertiary	F	25
POA2587	University or other tertiary	M	17
POA2588		F	8
POA2588		M	7
POA2588	Infants/Primary	F	11
POA2588	Infants/Primary	M	8
POA2588	Secondary	F	14
POA2588	Secondary	M	7
POA2590		F	253
POA2590		M	253
POA2590	Infants/Primary	F	234
POA2590	Infants/Primary	M	270
POA2590	Pre-school	F	64
POA2590	Pre-school	M	75
POA2590	Secondary	F	190
POA2590	Secondary	M	214
POA2590	Technical or Further Educational Institution	F	73
POA2590	Technical or Further Educational Institution	M	53
POA2590	University or other tertiary	F	65
POA2590	University or other tertiary	M	17
POA2594		F	433
POA2594		M	415
POA2594	Infants/Primary	F	547
POA2594	Infants/Primary	M	534
POA2594	Pre-school	F	124
POA2594	Pre-school	M	132
POA2594	Secondary	F	436
POA2594	Secondary	M	419
POA2594	Technical or Further Educational Institution	F	179
POA2594	Technical or Further Educational Institution	M	115
POA2594	University or other tertiary	F	116
POA2594	University or other tertiary	M	49
POA2600		F	289
POA2600		M	270
POA2600	Infants/Primary	F	298
POA2600	Infants/Primary	M	261
POA2600	Pre-school	F	64
POA2600	Pre-school	M	63
POA2600	Secondary	F	282
POA2600	Secondary	M	238
POA2600	Technical or Further Educational Institution	F	64
POA2600	Technical or Further Educational Institution	M	40
POA2600	University or other tertiary	F	331
POA2600	University or other tertiary	M	264
POA2601		F	601
POA2601		M	507
POA2601	Infants/Primary	F	22
POA2601	Infants/Primary	M	20
POA2601	Pre-school	F	12
POA2601	Pre-school	M	8
POA2601	Secondary	F	18
POA2601	Secondary	M	22
POA2601	Technical or Further Educational Institution	F	47
POA2601	Technical or Further Educational Institution	M	25
POA2601	University or other tertiary	F	2137
POA2601	University or other tertiary	M	1803
POA2602		F	753
POA2602		M	756
POA2602	Infants/Primary	F	1250
POA2602	Infants/Primary	M	1413
POA2602	Pre-school	F	295
POA2602	Pre-school	M	323
POA2602	Secondary	F	1025
POA2602	Secondary	M	1061
POA2602	Technical or Further Educational Institution	F	460
POA2602	Technical or Further Educational Institution	M	387
POA2602	University or other tertiary	F	2173
POA2602	University or other tertiary	M	1586
POA2603		F	230
POA2603		M	228
POA2603	Infants/Primary	F	344
POA2603	Infants/Primary	M	365
POA2603	Pre-school	F	75
POA2603	Pre-school	M	68
POA2603	Secondary	F	390
POA2603	Secondary	M	432
POA2603	Technical or Further Educational Institution	F	94
POA2603	Technical or Further Educational Institution	M	90
POA2603	University or other tertiary	F	407
POA2603	University or other tertiary	M	383
POA2604		F	590
POA2604		M	573
POA2604	Infants/Primary	F	348
POA2604	Infants/Primary	M	381
POA2604	Pre-school	F	76
POA2604	Pre-school	M	104
POA2604	Secondary	F	298
POA2604	Secondary	M	304
POA2604	Technical or Further Educational Institution	F	131
POA2604	Technical or Further Educational Institution	M	113
POA2604	University or other tertiary	F	565
POA2604	University or other tertiary	M	466
POA2605		F	276
POA2605		M	242
POA2605	Infants/Primary	F	628
POA2605	Infants/Primary	M	646
POA2605	Pre-school	F	120
POA2605	Pre-school	M	134
POA2605	Secondary	F	467
POA2605	Secondary	M	446
POA2605	Technical or Further Educational Institution	F	113
POA2605	Technical or Further Educational Institution	M	113
POA2605	University or other tertiary	F	405
POA2605	University or other tertiary	M	366
POA2606		F	325
POA2606		M	334
POA2606	Infants/Primary	F	359
POA2606	Infants/Primary	M	333
POA2606	Pre-school	F	86
POA2606	Pre-school	M	84
POA2606	Secondary	F	266
POA2606	Secondary	M	260
POA2606	Technical or Further Educational Institution	F	181
POA2606	Technical or Further Educational Institution	M	181
POA2606	University or other tertiary	F	522
POA2606	University or other tertiary	M	407
POA2607		F	325
POA2607		M	356
POA2607	Infants/Primary	F	629
POA2607	Infants/Primary	M	656
POA2607	Pre-school	F	102
POA2607	Pre-school	M	144
POA2607	Secondary	F	447
POA2607	Secondary	M	580
POA2607	Technical or Further Educational Institution	F	152
POA2607	Technical or Further Educational Institution	M	181
POA2607	University or other tertiary	F	500
POA2607	University or other tertiary	M	332
POA2609		F	110
POA2609		M	236
POA2609	Infants/Primary	F	26
POA2609	Infants/Primary	M	14
POA2609	Pre-school	F	3
POA2609	Secondary	F	23
POA2609	Secondary	M	9
POA2609	Technical or Further Educational Institution	F	23
POA2609	Technical or Further Educational Institution	M	9
POA2609	University or other tertiary	F	14
POA2609	University or other tertiary	M	13
POA2611		F	908
POA2611		M	811
POA2611	Infants/Primary	F	1743
POA2611	Infants/Primary	M	1788
POA2611	Pre-school	F	430
POA2611	Pre-school	M	427
POA2611	Secondary	F	1127
POA2611	Secondary	M	1260
POA2611	Technical or Further Educational Institution	F	422
POA2611	Technical or Further Educational Institution	M	431
POA2611	University or other tertiary	F	1207
POA2611	University or other tertiary	M	953
POA2612		F	536
POA2612		M	889
POA2612	Infants/Primary	F	317
POA2612	Infants/Primary	M	322
POA2612	Pre-school	F	82
POA2612	Pre-school	M	84
POA2612	Secondary	F	288
POA2612	Secondary	M	257
POA2612	Technical or Further Educational Institution	F	190
POA2612	Technical or Further Educational Institution	M	183
POA2612	University or other tertiary	F	1743
POA2612	University or other tertiary	M	1964
POA2614		F	534
POA2614		M	572
POA2614	Infants/Primary	F	817
POA2614	Infants/Primary	M	855
POA2614	Pre-school	F	183
POA2614	Pre-school	M	205
POA2614	Secondary	F	711
POA2614	Secondary	M	673
POA2614	Technical or Further Educational Institution	F	209
POA2614	Technical or Further Educational Institution	M	242
POA2614	University or other tertiary	F	709
POA2614	University or other tertiary	M	638
POA2615		F	1051
POA2615		M	1030
POA2615	Infants/Primary	F	2281
POA2615	Infants/Primary	M	2390
POA2615	Pre-school	F	482
POA2615	Pre-school	M	558
POA2615	Secondary	F	1560
POA2615	Secondary	M	1704
POA2615	Technical or Further Educational Institution	F	683
POA2615	Technical or Further Educational Institution	M	678
POA2615	University or other tertiary	F	1302
POA2615	University or other tertiary	M	898
POA2617		F	972
POA2617		M	976
POA2617	Infants/Primary	F	1129
POA2617	Infants/Primary	M	1307
POA2617	Pre-school	F	297
POA2617	Pre-school	M	329
POA2617	Secondary	F	810
POA2617	Secondary	M	930
POA2617	Technical or Further Educational Institution	F	597
POA2617	Technical or Further Educational Institution	M	619
POA2617	University or other tertiary	F	2595
POA2617	University or other tertiary	M	2089
POA2618		F	40
POA2618		M	37
POA2618	Infants/Primary	F	58
POA2618	Infants/Primary	M	62
POA2618	Pre-school	F	11
POA2618	Pre-school	M	10
POA2618	Secondary	F	64
POA2618	Secondary	M	70
POA2618	Technical or Further Educational Institution	F	19
POA2618	Technical or Further Educational Institution	M	12
POA2618	University or other tertiary	F	37
POA2618	University or other tertiary	M	27
POA2619		F	149
POA2619		M	131
POA2619	Infants/Primary	F	463
POA2619	Infants/Primary	M	539
POA2619	Pre-school	F	105
POA2619	Pre-school	M	125
POA2619	Secondary	F	447
POA2619	Secondary	M	454
POA2619	Technical or Further Educational Institution	F	125
POA2619	Technical or Further Educational Institution	M	115
POA2619	University or other tertiary	F	313
POA2619	University or other tertiary	M	253
POA2620		F	1442
POA2620		M	1862
POA2620	Infants/Primary	F	1722
POA2620	Infants/Primary	M	1901
POA2620	Pre-school	F	398
POA2620	Pre-school	M	479
POA2620	Secondary	F	1267
POA2620	Secondary	M	1342
POA2620	Technical or Further Educational Institution	F	640
POA2620	Technical or Further Educational Institution	M	646
POA2620	University or other tertiary	F	1104
POA2620	University or other tertiary	M	750
POA2621		F	162
POA2621		M	159
POA2621	Infants/Primary	F	325
POA2621	Infants/Primary	M	349
POA2621	Pre-school	F	88
POA2621	Pre-school	M	76
POA2621	Secondary	F	226
POA2621	Secondary	M	266
POA2621	Technical or Further Educational Institution	F	86
POA2621	Technical or Further Educational Institution	M	99
POA2621	University or other tertiary	F	176
POA2621	University or other tertiary	M	83
POA2622		F	174
POA2622		M	192
POA2622	Infants/Primary	F	138
POA2622	Infants/Primary	M	187
POA2622	Pre-school	F	30
POA2622	Pre-school	M	35
POA2622	Secondary	F	91
POA2622	Secondary	M	91
POA2622	Technical or Further Educational Institution	F	57
POA2622	Technical or Further Educational Institution	M	44
POA2622	University or other tertiary	F	63
POA2622	University or other tertiary	M	17
POA2623		F	20
POA2623		M	20
POA2623	Infants/Primary	F	30
POA2623	Infants/Primary	M	24
POA2623	Pre-school	F	5
POA2623	Pre-school	M	7
POA2623	Secondary	F	15
POA2623	Secondary	M	14
POA2623	Technical or Further Educational Institution	F	5
POA2623	University or other tertiary	F	9
POA2623	University or other tertiary	M	6
POA2624		F	9
POA2624		M	13
POA2624	Infants/Primary	F	5
POA2624	Secondary	M	5
POA2625		F	66
POA2625		M	71
POA2625	Infants/Primary	F	6
POA2625	Infants/Primary	M	6
POA2625	Pre-school	F	3
POA2625	Secondary	F	5
POA2625	Secondary	M	10
POA2625	University or other tertiary	F	4
POA2626		F	22
POA2626		M	31
POA2626	Infants/Primary	F	14
POA2626	Infants/Primary	M	16
POA2626	Pre-school	M	5
POA2626	Secondary	F	5
POA2626	Secondary	M	14
POA2626	Technical or Further Educational Institution	F	5
POA2626	Technical or Further Educational Institution	M	4
POA2627		F	144
POA2627		M	160
POA2627	Infants/Primary	F	180
POA2627	Infants/Primary	M	211
POA2627	Pre-school	F	35
POA2627	Pre-school	M	47
POA2627	Secondary	F	221
POA2627	Secondary	M	242
POA2627	Technical or Further Educational Institution	F	95
POA2627	Technical or Further Educational Institution	M	84
POA2627	University or other tertiary	F	129
POA2627	University or other tertiary	M	62
POA2628		F	79
POA2628		M	84
POA2628	Infants/Primary	F	86
POA2628	Infants/Primary	M	90
POA2628	Pre-school	F	25
POA2628	Pre-school	M	18
POA2628	Secondary	F	67
POA2628	Secondary	M	66
POA2628	Technical or Further Educational Institution	F	37
POA2628	Technical or Further Educational Institution	M	25
POA2628	University or other tertiary	F	36
POA2628	University or other tertiary	M	10
POA2629		F	37
POA2629		M	41
POA2629	Infants/Primary	F	8
POA2629	Infants/Primary	M	14
POA2629	Pre-school	M	4
POA2629	Secondary	F	10
POA2629	Secondary	M	12
POA2629	University or other tertiary	F	4
POA2630		F	308
POA2630		M	514
POA2630	Infants/Primary	F	283
POA2630	Infants/Primary	M	353
POA2630	Pre-school	F	90
POA2630	Pre-school	M	92
POA2630	Secondary	F	225
POA2630	Secondary	M	248
POA2630	Technical or Further Educational Institution	F	146
POA2630	Technical or Further Educational Institution	M	77
POA2630	University or other tertiary	F	107
POA2630	University or other tertiary	M	64
POA2631		F	33
POA2631		M	42
POA2631	Infants/Primary	F	15
POA2631	Infants/Primary	M	22
POA2631	Pre-school	F	3
POA2631	Pre-school	M	7
POA2631	Secondary	F	14
POA2631	Secondary	M	11
POA2631	Technical or Further Educational Institution	F	11
POA2631	Technical or Further Educational Institution	M	3
POA2631	University or other tertiary	F	9
POA2631	University or other tertiary	M	5
POA2632		F	84
POA2632		M	74
POA2632	Infants/Primary	F	76
POA2632	Infants/Primary	M	86
POA2632	Pre-school	F	20
POA2632	Pre-school	M	14
POA2632	Secondary	F	54
POA2632	Secondary	M	44
POA2632	Technical or Further Educational Institution	F	10
POA2632	Technical or Further Educational Institution	M	11
POA2632	University or other tertiary	F	14
POA2632	University or other tertiary	M	4
POA2633		F	12
POA2633		M	7
POA2633	Infants/Primary	F	11
POA2633	Infants/Primary	M	8
POA2633	Pre-school	M	4
POA2633	Secondary	F	11
POA2633	Secondary	M	8
POA2633	Technical or Further Educational Institution	F	6
POA2633	University or other tertiary	F	3
POA2640		F	1181
POA2640		M	1241
POA2640	Infants/Primary	F	1612
POA2640	Infants/Primary	M	1736
POA2640	Pre-school	F	429
POA2640	Pre-school	M	487
POA2640	Secondary	F	1294
POA2640	Secondary	M	1218
POA2640	Technical or Further Educational Institution	F	634
POA2640	Technical or Further Educational Institution	M	565
POA2640	University or other tertiary	F	902
POA2640	University or other tertiary	M	414
POA2641		F	648
POA2641		M	577
POA2641	Infants/Primary	F	642
POA2641	Infants/Primary	M	624
POA2641	Pre-school	F	179
POA2641	Pre-school	M	157
POA2641	Secondary	F	489
POA2641	Secondary	M	483
POA2641	Technical or Further Educational Institution	F	351
POA2641	Technical or Further Educational Institution	M	234
POA2641	University or other tertiary	F	232
POA2641	University or other tertiary	M	127
POA2642		F	266
POA2642		M	269
POA2642	Infants/Primary	F	261
POA2642	Infants/Primary	M	270
POA2642	Pre-school	F	69
POA2642	Pre-school	M	78
POA2642	Secondary	F	213
POA2642	Secondary	M	210
POA2642	Technical or Further Educational Institution	F	65
POA2642	Technical or Further Educational Institution	M	44
POA2642	University or other tertiary	F	67
POA2642	University or other tertiary	M	34
POA2643		F	87
POA2643		M	111
POA2643	Infants/Primary	F	101
POA2643	Infants/Primary	M	119
POA2643	Pre-school	F	27
POA2643	Pre-school	M	28
POA2643	Secondary	F	72
POA2643	Secondary	M	77
POA2643	Technical or Further Educational Institution	F	50
POA2643	Technical or Further Educational Institution	M	29
POA2643	University or other tertiary	F	23
POA2644		F	102
POA2644		M	102
POA2644	Infants/Primary	F	73
POA2644	Infants/Primary	M	97
POA2644	Pre-school	F	18
POA2644	Pre-school	M	20
POA2644	Secondary	F	74
POA2644	Secondary	M	83
POA2644	Technical or Further Educational Institution	F	20
POA2644	Technical or Further Educational Institution	M	7
POA2644	University or other tertiary	F	24
POA2644	University or other tertiary	M	5
POA2645		F	3
POA2645		M	20
POA2645	Infants/Primary	F	4
POA2645	Infants/Primary	M	7
POA2645	Pre-school	M	3
POA2645	Secondary	F	4
POA2645	Secondary	M	6
POA2645	Technical or Further Educational Institution	F	4
POA2645	University or other tertiary	F	4
POA2646		F	248
POA2646		M	269
POA2646	Infants/Primary	F	219
POA2646	Infants/Primary	M	246
POA2646	Pre-school	F	59
POA2646	Pre-school	M	60
POA2646	Secondary	F	209
POA2646	Secondary	M	166
POA2646	Technical or Further Educational Institution	F	86
POA2646	Technical or Further Educational Institution	M	44
POA2646	University or other tertiary	F	71
POA2646	University or other tertiary	M	18
POA2647		F	125
POA2647		M	114
POA2647	Infants/Primary	F	82
POA2647	Infants/Primary	M	87
POA2647	Pre-school	F	15
POA2647	Pre-school	M	31
POA2647	Secondary	F	78
POA2647	Secondary	M	55
POA2647	Technical or Further Educational Institution	F	16
POA2647	Technical or Further Educational Institution	M	12
POA2647	University or other tertiary	F	19
POA2647	University or other tertiary	M	9
POA2648		F	192
POA2648		M	256
POA2648	Infants/Primary	F	66
POA2648	Infants/Primary	M	85
POA2648	Pre-school	F	24
POA2648	Pre-school	M	22
POA2648	Secondary	F	52
POA2648	Secondary	M	53
POA2648	Technical or Further Educational Institution	F	29
POA2648	Technical or Further Educational Institution	M	20
POA2648	University or other tertiary	F	7
POA2649	Infants/Primary	F	3
POA2650		F	1986
POA2650		M	1859
POA2650	Infants/Primary	F	2604
POA2650	Infants/Primary	M	2802
POA2650	Pre-school	F	727
POA2650	Pre-school	M	783
POA2650	Secondary	F	2105
POA2650	Secondary	M	2019
POA2650	Technical or Further Educational Institution	F	988
POA2650	Technical or Further Educational Institution	M	886
POA2650	University or other tertiary	F	1734
POA2650	University or other tertiary	M	828
POA2651		F	120
POA2651		M	232
POA2651	Infants/Primary	F	137
POA2651	Infants/Primary	M	159
POA2651	Pre-school	F	33
POA2651	Pre-school	M	52
POA2651	Secondary	F	108
POA2651	Secondary	M	96
POA2651	Technical or Further Educational Institution	F	62
POA2651	Technical or Further Educational Institution	M	121
POA2651	University or other tertiary	F	39
POA2651	University or other tertiary	M	23
POA2652		F	211
POA2652		M	223
POA2652	Infants/Primary	F	237
POA2652	Infants/Primary	M	212
POA2652	Pre-school	F	58
POA2652	Pre-school	M	42
POA2652	Secondary	F	136
POA2652	Secondary	M	148
POA2652	Technical or Further Educational Institution	F	50
POA2652	Technical or Further Educational Institution	M	50
POA2652	University or other tertiary	F	67
POA2652	University or other tertiary	M	19
POA2653		F	110
POA2653		M	246
POA2653	Infants/Primary	F	106
POA2653	Infants/Primary	M	84
POA2653	Pre-school	F	18
POA2653	Pre-school	M	36
POA2653	Secondary	F	66
POA2653	Secondary	M	72
POA2653	Technical or Further Educational Institution	F	34
POA2653	Technical or Further Educational Institution	M	19
POA2653	University or other tertiary	F	32
POA2653	University or other tertiary	M	3
POA2655		F	48
POA2655		M	40
POA2655	Infants/Primary	F	74
POA2655	Infants/Primary	M	81
POA2655	Pre-school	F	17
POA2655	Pre-school	M	16
POA2655	Secondary	F	47
POA2655	Secondary	M	43
POA2655	Technical or Further Educational Institution	F	13
POA2655	Technical or Further Educational Institution	M	18
POA2655	University or other tertiary	F	22
POA2655	University or other tertiary	M	8
POA2656		F	38
POA2656		M	43
POA2656	Infants/Primary	F	62
POA2656	Infants/Primary	M	46
POA2656	Pre-school	F	17
POA2656	Pre-school	M	14
POA2656	Secondary	F	37
POA2656	Secondary	M	36
POA2656	Technical or Further Educational Institution	F	17
