POA_CODE_2021	EduInstitutionType	Sex	students
POA6384	Infants/Primary	F	3
POA6386		F	26
POA6386		M	20
POA6386	Infants/Primary	F	4
POA6390		F	79
POA6390		M	89
POA6390	Infants/Primary	F	77
POA6390	Infants/Primary	M	84
POA6390	Pre-school	F	16
POA6390	Pre-school	M	17
POA6390	Secondary	F	37
POA6390	Secondary	M	43
POA6390	Technical or Further Educational Institution	F	10
POA6390	Technical or Further Educational Institution	M	14
POA6390	University or other tertiary	F	9
POA6390	University or other tertiary	M	7
POA6391		F	59
POA6391		M	59
POA6391	Infants/Primary	F	39
POA6391	Infants/Primary	M	53
POA6391	Pre-school	F	3
POA6391	Pre-school	M	15
POA6391	Secondary	F	23
POA6391	Secondary	M	16
POA6391	Technical or Further Educational Institution	F	10
POA6391	Technical or Further Educational Institution	M	3
POA6391	University or other tertiary	F	10
POA6392		F	32
POA6392		M	25
POA6392	Infants/Primary	F	6
POA6392	Infants/Primary	M	12
POA6392	Pre-school	F	6
POA6392	Secondary	F	3
POA6392	Secondary	M	3
POA6392	Technical or Further Educational Institution	M	5
POA6392	University or other tertiary	F	5
POA6393		F	8
POA6393		M	9
POA6393	Infants/Primary	F	5
POA6393	Infants/Primary	M	7
POA6393	Pre-school	M	3
POA6393	Secondary	F	4
POA6393	Secondary	M	3
POA6394		F	25
POA6394		M	30
POA6394	Infants/Primary	F	21
POA6394	Infants/Primary	M	24
POA6394	Pre-school	F	4
POA6394	Pre-school	M	5
POA6394	Secondary	F	9
POA6394	Secondary	M	6
POA6395		F	69
POA6395		M	67
POA6395	Infants/Primary	F	76
POA6395	Infants/Primary	M	71
POA6395	Pre-school	F	16
POA6395	Pre-school	M	19
POA6395	Secondary	F	34
POA6395	Secondary	M	29
POA6395	Technical or Further Educational Institution	F	23
POA6395	Technical or Further Educational Institution	M	3
POA6395	University or other tertiary	F	25
POA6396		F	16
POA6396		M	22
POA6396	Infants/Primary	F	18
POA6396	Infants/Primary	M	13
POA6396	Secondary	F	5
POA6396	Technical or Further Educational Institution	F	6
POA6396	University or other tertiary	M	3
POA6397		F	4
POA6397		M	3
POA6397	Infants/Primary	F	3
POA6397	Secondary	M	6
POA6398		F	9
POA6398		M	13
POA6398	Infants/Primary	F	7
POA6398	Infants/Primary	M	17
POA6398	Pre-school	M	5
POA6398	Secondary	F	13
POA6398	Secondary	M	13
POA6398	Technical or Further Educational Institution	F	4
POA6401		F	425
POA6401		M	764
POA6401	Infants/Primary	F	321
POA6401	Infants/Primary	M	314
POA6401	Pre-school	F	56
POA6401	Pre-school	M	61
POA6401	Secondary	F	253
POA6401	Secondary	M	259
POA6401	Technical or Further Educational Institution	F	97
POA6401	Technical or Further Educational Institution	M	52
POA6401	University or other tertiary	F	57
POA6401	University or other tertiary	M	37
POA6403		F	4
POA6403		M	7
POA6403	Infants/Primary	F	3
POA6403	Infants/Primary	M	4
POA6403	Secondary	F	14
POA6405		F	20
POA6405		M	21
POA6405	Infants/Primary	F	18
POA6405	Infants/Primary	M	13
POA6405	Pre-school	F	8
POA6405	Pre-school	M	6
POA6405	Secondary	F	12
POA6405	Secondary	M	9
POA6407		F	33
POA6407		M	42
POA6407	Infants/Primary	F	43
POA6407	Infants/Primary	M	35
POA6407	Pre-school	F	12
POA6407	Secondary	F	44
POA6407	Secondary	M	66
POA6407	Technical or Further Educational Institution	F	20
POA6407	Technical or Further Educational Institution	M	15
POA6407	University or other tertiary	F	4
POA6409		F	27
POA6409		M	29
POA6409	Infants/Primary	F	14
POA6409	Infants/Primary	M	21
POA6409	Pre-school	M	3
POA6409	Secondary	F	4
POA6409	Secondary	M	18
POA6409	Technical or Further Educational Institution	F	4
POA6409	Technical or Further Educational Institution	M	4
POA6410		F	41
POA6410		M	43
POA6410	Infants/Primary	F	18
POA6410	Infants/Primary	M	32
POA6410	Pre-school	F	4
POA6410	Secondary	F	25
POA6410	Secondary	M	17
POA6410	Technical or Further Educational Institution	F	10
POA6410	Technical or Further Educational Institution	M	5
POA6410	University or other tertiary	F	13
POA6410	University or other tertiary	M	4
POA6411		F	7
POA6411		M	12
POA6411	Infants/Primary	F	3
POA6412		F	8
POA6412		M	13
POA6413		F	5
POA6413		M	8
POA6414		F	4
POA6414		M	8
POA6414	Infants/Primary	F	5
POA6414	Infants/Primary	M	4
POA6415		F	144
POA6415		M	164
POA6415	Infants/Primary	F	99
POA6415	Infants/Primary	M	112
POA6415	Pre-school	F	20
POA6415	Pre-school	M	19
POA6415	Secondary	F	91
POA6415	Secondary	M	86
POA6415	Technical or Further Educational Institution	F	23
POA6415	Technical or Further Educational Institution	M	20
POA6415	University or other tertiary	F	33
POA6415	University or other tertiary	M	10
POA6418		F	39
POA6418		M	47
POA6418	Infants/Primary	F	31
POA6418	Infants/Primary	M	36
POA6418	Pre-school	M	13
POA6418	Secondary	F	28
POA6418	Secondary	M	23
POA6418	Technical or Further Educational Institution	F	6
POA6418	Technical or Further Educational Institution	M	7
POA6418	University or other tertiary	M	3
POA6419		F	4
POA6419	Infants/Primary	M	4
POA6420		F	3
POA6420	Pre-school	F	4
POA6421		F	17
POA6421		M	17
POA6421	Infants/Primary	F	4
POA6421	Infants/Primary	M	3
POA6421	Secondary	F	6
POA6421	Secondary	M	5
POA6422		F	4
POA6422		M	4
POA6422	Infants/Primary	F	3
POA6422	Infants/Primary	M	11
POA6422	Secondary	F	3
POA6423		F	12
POA6423		M	7
POA6423	Infants/Primary	M	5
POA6423	Pre-school	F	4
POA6423	Secondary	F	5
POA6424		F	4
POA6424		M	3
POA6425		F	8
POA6425	Infants/Primary	M	3
POA6426		F	39
POA6426		M	114
POA6426	Infants/Primary	F	25
POA6426	Infants/Primary	M	20
POA6426	Pre-school	F	5
POA6426	Pre-school	M	5
POA6426	Secondary	F	3
POA6426	Secondary	M	11
POA6427		F	4
POA6427		M	44
POA6428		F	7
POA6428		M	10
POA6428	Infants/Primary	F	5
POA6429		F	93
POA6429		M	135
POA6429	Infants/Primary	F	32
POA6429	Infants/Primary	M	28
POA6429	Pre-school	F	7
POA6429	Secondary	F	14
POA6429	Secondary	M	15
POA6429	Technical or Further Educational Institution	F	4
POA6429	Technical or Further Educational Institution	M	9
POA6430		F	882
POA6430		M	1020
POA6430	Infants/Primary	F	980
POA6430	Infants/Primary	M	1063
POA6430	Pre-school	F	241
POA6430	Pre-school	M	250
POA6430	Secondary	F	704
POA6430	Secondary	M	688
POA6430	Technical or Further Educational Institution	F	300
POA6430	Technical or Further Educational Institution	M	287
POA6430	University or other tertiary	F	287
POA6430	University or other tertiary	M	205
POA6431		F	28
POA6431		M	121
POA6431	Infants/Primary	F	25
POA6431	Infants/Primary	M	36
POA6431	Pre-school	F	4
POA6431	Secondary	F	14
POA6431	Secondary	M	15
POA6431	Technical or Further Educational Institution	F	4
POA6431	Technical or Further Educational Institution	M	8
POA6431	University or other tertiary	M	4
POA6432		F	550
POA6432		M	857
POA6432	Infants/Primary	F	300
POA6432	Infants/Primary	M	295
POA6432	Pre-school	F	66
POA6432	Pre-school	M	45
POA6432	Secondary	F	168
POA6432	Secondary	M	190
POA6432	Technical or Further Educational Institution	F	91
POA6432	Technical or Further Educational Institution	M	60
POA6432	University or other tertiary	F	54
POA6432	University or other tertiary	M	21
POA6434		F	12
POA6434		M	60
POA6434	Infants/Primary	F	6
POA6434	University or other tertiary	M	4
POA6436		F	10
POA6436		M	36
POA6436	Infants/Primary	M	3
POA6436	Secondary	F	8
POA6437		F	69
POA6437		M	150
POA6437	Infants/Primary	F	22
POA6437	Infants/Primary	M	34
POA6437	Pre-school	F	5
POA6437	Pre-school	M	7
POA6437	Secondary	F	7
POA6437	Secondary	M	12
POA6437	Technical or Further Educational Institution	F	6
POA6437	Technical or Further Educational Institution	M	6
POA6437	University or other tertiary	F	8
POA6437	University or other tertiary	M	3
POA6438		F	75
POA6438		M	216
POA6438	Infants/Primary	F	20
POA6438	Infants/Primary	M	21
POA6438	Pre-school	F	10
POA6438	Pre-school	M	4
POA6438	Secondary	F	9
POA6438	Secondary	M	14
POA6438	University or other tertiary	F	7
POA6438	University or other tertiary	M	7
POA6440		F	112
POA6440		M	365
POA6440	Infants/Primary	F	16
POA6440	Infants/Primary	M	33
POA6440	Pre-school	F	9
POA6440	Secondary	F	17
POA6440	Secondary	M	16
POA6440	Technical or Further Educational Institution	F	4
POA6440	Technical or Further Educational Institution	M	12
POA6440	University or other tertiary	F	6
POA6440	University or other tertiary	M	6
POA6442		F	257
POA6442		M	280
POA6442	Infants/Primary	F	93
POA6442	Infants/Primary	M	94
POA6442	Pre-school	F	23
POA6442	Pre-school	M	15
POA6442	Secondary	F	73
POA6442	Secondary	M	58
POA6442	Technical or Further Educational Institution	F	37
POA6442	Technical or Further Educational Institution	M	20
POA6442	University or other tertiary	F	10
POA6442	University or other tertiary	M	10
POA6443		F	64
POA6443		M	89
POA6443	Infants/Primary	F	5
POA6443	Infants/Primary	M	12
POA6443	Secondary	F	12
POA6443	Secondary	M	10
POA6443	University or other tertiary	F	3
POA6443	University or other tertiary	M	4
POA6445		F	8
POA6445		M	6
POA6445	Infants/Primary	F	14
POA6445	Infants/Primary	M	4
POA6445	Pre-school	M	4
POA6445	Secondary	F	8
POA6445	Secondary	M	10
POA6445	Technical or Further Educational Institution	F	4
POA6446		F	3
POA6446		M	4
POA6446	Pre-school	F	3
POA6446	Pre-school	M	4
POA6446	Secondary	F	6
POA6447		F	3
POA6447		M	5
POA6447	Infants/Primary	F	8
POA6447	Infants/Primary	M	5
POA6447	Pre-school	F	3
POA6447	Secondary	F	4
POA6448		F	32
POA6448		M	30
POA6448	Infants/Primary	F	21
POA6448	Infants/Primary	M	19
POA6448	Pre-school	M	6
POA6448	Secondary	F	8
POA6448	Secondary	M	11
POA6448	Technical or Further Educational Institution	F	5
POA6448	University or other tertiary	F	4
POA6450		F	686
POA6450		M	785
POA6450	Infants/Primary	F	532
POA6450	Infants/Primary	M	519
POA6450	Pre-school	F	111
POA6450	Pre-school	M	94
POA6450	Secondary	F	432
POA6450	Secondary	M	437
POA6450	Technical or Further Educational Institution	F	154
POA6450	Technical or Further Educational Institution	M	94
POA6450	University or other tertiary	F	86
POA6450	University or other tertiary	M	37
POA6460		F	38
POA6460		M	44
POA6460	Infants/Primary	F	32
POA6460	Infants/Primary	M	30
POA6460	Pre-school	F	5
POA6460	Pre-school	M	9
POA6460	Secondary	F	18
POA6460	Secondary	M	13
POA6460	Technical or Further Educational Institution	F	8
POA6461		F	14
POA6461		M	25
POA6461	Infants/Primary	F	18
POA6461	Infants/Primary	M	26
POA6461	Pre-school	F	3
POA6461	Pre-school	M	6
POA6461	Secondary	F	14
POA6461	Secondary	M	14
POA6461	University or other tertiary	F	5
POA6462		F	6
POA6462		M	9
POA6462	Infants/Primary	F	12
POA6462	Infants/Primary	M	13
POA6462	Pre-school	M	8
POA6462	Secondary	F	4
POA6462	Secondary	M	4
POA6462	Technical or Further Educational Institution	F	4
POA6463	Infants/Primary	M	4
POA6465		F	5
POA6465		M	3
POA6466		M	4
POA6466	Infants/Primary	M	3
POA6467	Infants/Primary	F	3
POA6467	Secondary	F	4
POA6468		F	19
POA6468		M	16
POA6468	Infants/Primary	F	7
POA6468	Infants/Primary	M	7
POA6470	Infants/Primary	F	5
POA6470	Infants/Primary	M	3
POA6472		F	6
POA6472		M	10
POA6472	Infants/Primary	F	6
POA6472	Infants/Primary	M	4
POA6473		F	3
POA6473		M	3
POA6473	Infants/Primary	F	4
POA6473	Infants/Primary	M	3
POA6473	Pre-school	F	4
POA6475		M	13
POA6475	Infants/Primary	F	12
POA6475	Infants/Primary	M	22
POA6475	Pre-school	F	3
POA6475	Pre-school	M	5
POA6475	Secondary	M	3
POA6475	Technical or Further Educational Institution	F	6
POA6475	University or other tertiary	M	3
POA6476	Infants/Primary	F	5
POA6476	Pre-school	F	4
POA6477		F	15
POA6477		M	14
POA6477	Infants/Primary	F	9
POA6477	Infants/Primary	M	7
POA6477	Pre-school	F	4
POA6477	Secondary	M	4
POA6477	University or other tertiary	F	6
POA6479		F	25
POA6479		M	42
POA6479	Infants/Primary	F	20
POA6479	Infants/Primary	M	32
POA6479	Pre-school	M	4
POA6479	Secondary	F	13
POA6479	Secondary	M	14
POA6479	Technical or Further Educational Institution	M	3
POA6479	University or other tertiary	F	7
POA6480		M	4
POA6484		F	4
POA6484		M	3
POA6485		F	24
POA6485		M	22
POA6485	Infants/Primary	F	8
POA6485	Infants/Primary	M	8
POA6485	Secondary	F	7
POA6485	Secondary	M	7
POA6488		F	11
POA6488		M	9
POA6488	Infants/Primary	F	3
POA6488	Infants/Primary	M	5
POA6489		F	9
POA6489		M	12
POA6489	Secondary	F	3
POA6490		F	27
POA6490		M	28
POA6490	Infants/Primary	M	14
POA6490	Secondary	M	6
POA6490	University or other tertiary	F	7
POA6501		F	37
POA6501		M	35
POA6501	Infants/Primary	F	30
POA6501	Infants/Primary	M	32
POA6501	Pre-school	F	3
POA6501	Pre-school	M	8
POA6501	Secondary	F	26
POA6501	Secondary	M	25
POA6501	Technical or Further Educational Institution	F	7
POA6501	Technical or Further Educational Institution	M	7
POA6501	University or other tertiary	F	5
POA6501	University or other tertiary	M	7
POA6502		F	60
POA6502		M	61
POA6502	Infants/Primary	F	53
POA6502	Infants/Primary	M	33
POA6502	Pre-school	F	6
POA6502	Secondary	F	51
POA6502	Secondary	M	65
POA6502	Technical or Further Educational Institution	F	6
POA6502	Technical or Further Educational Institution	M	4
POA6502	University or other tertiary	F	8
POA6502	University or other tertiary	M	6
POA6503		F	81
POA6503		M	105
POA6503	Infants/Primary	F	82
POA6503	Infants/Primary	M	104
POA6503	Pre-school	F	18
POA6503	Pre-school	M	17
POA6503	Secondary	F	71
POA6503	Secondary	M	70
POA6503	Technical or Further Educational Institution	F	11
POA6503	Technical or Further Educational Institution	M	11
POA6503	University or other tertiary	F	31
POA6503	University or other tertiary	M	3
POA6504		F	19
POA6504		M	23
POA6504	Infants/Primary	F	4
POA6504	Infants/Primary	M	4
POA6504	Secondary	F	6
POA6505		F	4
POA6505		M	3
POA6505	Infants/Primary	F	12
POA6505	Infants/Primary	M	9
POA6505	Pre-school	M	3
POA6505	Secondary	F	3
POA6506		F	4
POA6506		M	7
POA6507		F	25
POA6507		M	68
POA6507	Infants/Primary	F	13
POA6507	Infants/Primary	M	28
POA6507	Pre-school	M	3
POA6507	Secondary	F	4
POA6507	Secondary	M	10
POA6509		F	12
POA6509		M	14
POA6509	Infants/Primary	M	3
POA6509	Secondary	F	3
POA6509	Secondary	M	4
POA6509	Technical or Further Educational Institution	F	3
POA6510		F	125
POA6510		M	119
POA6510	Infants/Primary	F	76
POA6510	Infants/Primary	M	69
POA6510	Pre-school	F	13
POA6510	Pre-school	M	8
POA6510	Secondary	F	64
POA6510	Secondary	M	72
POA6510	Technical or Further Educational Institution	F	15
POA6510	Technical or Further Educational Institution	M	17
POA6510	University or other tertiary	F	12
POA6510	University or other tertiary	M	4
POA6511		F	22
POA6511		M	20
POA6511	Infants/Primary	F	13
POA6511	Infants/Primary	M	16
POA6511	Pre-school	F	3
POA6511	Secondary	F	6
POA6511	Secondary	M	9
POA6511	University or other tertiary	F	4
POA6511	University or other tertiary	M	4
POA6512		F	5
POA6512		M	5
POA6512	Infants/Primary	F	5
POA6512	Secondary	F	3
POA6512	Secondary	M	3
POA6513		F	3
POA6513		M	3
POA6513	Infants/Primary	F	6
POA6513	Infants/Primary	M	6
POA6513	Secondary	F	7
POA6513	Secondary	M	5
POA6514		F	29
POA6514		M	30
POA6514	Infants/Primary	F	11
POA6514	Infants/Primary	M	9
POA6514	Secondary	F	14
POA6514	Secondary	M	12
POA6514	Technical or Further Educational Institution	F	7
POA6514	Technical or Further Educational Institution	M	3
POA6515		F	22
POA6515		M	29
POA6515	Infants/Primary	F	11
POA6515	Infants/Primary	M	12
POA6515	Pre-school	F	3
POA6516		F	92
POA6516		M	97
POA6516	Infants/Primary	F	50
POA6516	Infants/Primary	M	70
POA6516	Pre-school	F	10
POA6516	Pre-school	M	12
POA6516	Secondary	F	38
POA6516	Secondary	M	39
POA6516	Technical or Further Educational Institution	F	15
POA6516	Technical or Further Educational Institution	M	4
POA6516	University or other tertiary	F	9
POA6516	University or other tertiary	M	7
POA6517		F	38
POA6517		M	35
POA6517	Infants/Primary	F	14
POA6517	Infants/Primary	M	11
POA6517	Pre-school	F	3
POA6517	Pre-school	M	3
POA6517	Secondary	F	3
POA6517	Secondary	M	6
POA6517	University or other tertiary	F	3
POA6518		F	18
POA6518		M	20
POA6518	Infants/Primary	F	4
POA6518	Infants/Primary	M	6
POA6518	Secondary	F	5
POA6519		F	48
POA6519		M	50
POA6519	Infants/Primary	F	23
POA6519	Infants/Primary	M	21
POA6519	Pre-school	F	8
POA6519	Secondary	F	12
POA6519	Secondary	M	6
POA6519	Technical or Further Educational Institution	F	3
POA6519	Technical or Further Educational Institution	M	4
POA6519	University or other tertiary	F	11
POA6521		F	12
POA6521		M	23
POA6521	Infants/Primary	F	6
POA6521	Infants/Primary	M	12
POA6521	Pre-school	M	6
POA6521	Secondary	M	7
POA6521	Technical or Further Educational Institution	M	4
POA6522		F	32
POA6522		M	35
POA6522	Infants/Primary	F	14
POA6522	Infants/Primary	M	16
POA6522	Pre-school	M	5
POA6522	Secondary	M	8
POA6522	Technical or Further Educational Institution	F	4
POA6525		F	186
POA6525		M	236
POA6525	Infants/Primary	F	115
POA6525	Infants/Primary	M	111
POA6525	Pre-school	F	21
POA6525	Pre-school	M	19
POA6525	Secondary	F	110
POA6525	Secondary	M	112
POA6525	Technical or Further Educational Institution	F	28
POA6525	Technical or Further Educational Institution	M	16
POA6525	University or other tertiary	F	25
POA6528		F	14
POA6528		M	12
POA6528	Infants/Primary	F	10
POA6528	Infants/Primary	M	9
POA6528	Pre-school	F	7
POA6528	Pre-school	M	4
POA6528	Secondary	F	3
POA6528	Secondary	M	8
POA6528	Technical or Further Educational Institution	F	3
POA6530		F	1636
POA6530		M	1883
POA6530	Infants/Primary	F	1284
POA6530	Infants/Primary	M	1380
POA6530	Pre-school	F	281
POA6530	Pre-school	M	276
POA6530	Secondary	F	1116
POA6530	Secondary	M	1111
POA6530	Technical or Further Educational Institution	F	534
POA6530	Technical or Further Educational Institution	M	345
POA6530	University or other tertiary	F	396
POA6530	University or other tertiary	M	152
POA6532		F	302
POA6532		M	377
POA6532	Infants/Primary	F	316
POA6532	Infants/Primary	M	324
POA6532	Pre-school	F	57
POA6532	Pre-school	M	68
POA6532	Secondary	F	280
POA6532	Secondary	M	251
POA6532	Technical or Further Educational Institution	F	109
POA6532	Technical or Further Educational Institution	M	67
POA6532	University or other tertiary	F	81
POA6532	University or other tertiary	M	35
POA6535		F	90
POA6535		M	118
POA6535	Infants/Primary	F	51
POA6535	Infants/Primary	M	62
POA6535	Pre-school	F	9
POA6535	Pre-school	M	10
POA6535	Secondary	F	23
POA6535	Secondary	M	40
POA6535	Technical or Further Educational Institution	F	7
POA6535	Technical or Further Educational Institution	M	5
POA6535	University or other tertiary	F	8
POA6536		F	97
POA6536		M	107
POA6536	Infants/Primary	F	35
POA6536	Infants/Primary	M	30
POA6536	Pre-school	F	8
POA6536	Pre-school	M	13
POA6536	Secondary	F	19
POA6536	Secondary	M	33
POA6536	Technical or Further Educational Institution	F	3
POA6536	University or other tertiary	F	6
POA6537		F	89
POA6537		M	74
POA6537	Infants/Primary	F	24
POA6537	Infants/Primary	M	36
POA6537	Pre-school	F	4
POA6537	Pre-school	M	7
POA6537	Secondary	F	15
POA6537	Secondary	M	4
POA6537	Technical or Further Educational Institution	F	9
POA6537	Technical or Further Educational Institution	M	3
POA6537	University or other tertiary	F	11
POA6556		F	48
POA6556		M	77
POA6556	Infants/Primary	F	56
POA6556	Infants/Primary	M	58
POA6556	Pre-school	F	10
POA6556	Pre-school	M	16
POA6556	Secondary	F	70
POA6556	Secondary	M	109
POA6556	Technical or Further Educational Institution	F	28
POA6556	Technical or Further Educational Institution	M	22
POA6556	University or other tertiary	F	39
POA6556	University or other tertiary	M	12
POA6558		F	32
POA6558		M	1881
POA6558	Infants/Primary	F	24
POA6558	Infants/Primary	M	28
POA6558	Pre-school	M	3
POA6558	Secondary	F	33
POA6558	Secondary	M	29
POA6558	Technical or Further Educational Institution	F	13
POA6558	Technical or Further Educational Institution	M	5
POA6558	University or other tertiary	F	17
POA6558	University or other tertiary	M	3
POA6560		F	67
POA6560		M	72
POA6560	Infants/Primary	F	43
POA6560	Infants/Primary	M	62
POA6560	Pre-school	F	9
POA6560	Pre-school	M	8
POA6560	Secondary	F	44
POA6560	Secondary	M	42
POA6560	Technical or Further Educational Institution	F	22
POA6560	Technical or Further Educational Institution	M	8
POA6560	University or other tertiary	F	9
POA6560	University or other tertiary	M	10
POA6562		F	73
POA6562		M	91
POA6562	Infants/Primary	F	52
POA6562	Infants/Primary	M	68
POA6562	Pre-school	F	5
POA6562	Pre-school	M	7
POA6562	Secondary	F	36
POA6562	Secondary	M	47
POA6562	Technical or Further Educational Institution	F	9
POA6562	Technical or Further Educational Institution	M	4
POA6562	University or other tertiary	F	18
POA6562	University or other tertiary	M	8
POA6564		F	15
POA6564		M	14
POA6564	Infants/Primary	F	5
POA6564	Infants/Primary	M	14
POA6564	Secondary	F	6
POA6564	Secondary	M	10
POA6564	Technical or Further Educational Institution	F	4
POA6564	University or other tertiary	F	5
POA6566		F	213
POA6566		M	246
POA6566	Infants/Primary	F	86
POA6566	Infants/Primary	M	103
POA6566	Pre-school	F	17
POA6566	Pre-school	M	15
POA6566	Secondary	F	73
POA6566	Secondary	M	88
POA6566	Technical or Further Educational Institution	F	46
POA6566	Technical or Further Educational Institution	M	20
POA6566	University or other tertiary	F	17
POA6567		F	38
POA6567		M	46
POA6567	Infants/Primary	F	10
POA6567	Infants/Primary	M	9
POA6567	Secondary	F	8
POA6567	Secondary	M	13
POA6567	Technical or Further Educational Institution	F	3
POA6567	University or other tertiary	F	3
POA6568		F	3
POA6568		M	9
POA6568	Infants/Primary	F	3
POA6568	Infants/Primary	M	8
POA6568	Pre-school	F	3
POA6568	Secondary	F	3
POA6568	Technical or Further Educational Institution	M	7
POA6569		F	18
POA6569		M	12
POA6569	Infants/Primary	F	10
POA6569	Infants/Primary	M	16
POA6569	Secondary	F	4
POA6569	Secondary	M	8
POA6571		F	5
POA6571		M	5
POA6571	Secondary	F	3
POA6572		F	4
POA6572	Infants/Primary	F	3
POA6572	Infants/Primary	M	3
POA6572	Secondary	F	4
POA6574	Infants/Primary	F	4
POA6574	University or other tertiary	F	3
POA6575		F	8
POA6575		M	14
POA6575	Infants/Primary	M	6
POA6603		F	45
POA6603		M	64
POA6603	Infants/Primary	F	53
POA6603	Infants/Primary	M	48
POA6603	Pre-school	F	9
POA6603	Pre-school	M	9
POA6603	Secondary	F	13
POA6603	Secondary	M	14
POA6603	Technical or Further Educational Institution	F	9
POA6603	Technical or Further Educational Institution	M	13
POA6603	University or other tertiary	F	6
POA6603	University or other tertiary	M	3
POA6605		F	5
POA6605		M	5
POA6605	Infants/Primary	M	3
POA6606		M	6
POA6606	Infants/Primary	F	7
POA6606	Infants/Primary	M	7
POA6608		F	16
POA6608		M	18
POA6608	Infants/Primary	F	5
POA6608	Infants/Primary	M	7
POA6608	Secondary	M	6
POA6608	University or other tertiary	M	5
POA6609		F	58
POA6609		M	75
POA6609	Infants/Primary	F	24
POA6609	Infants/Primary	M	35
POA6609	Pre-school	F	14
POA6609	Pre-school	M	8
POA6609	Secondary	F	24
POA6609	Secondary	M	13
POA6609	Technical or Further Educational Institution	M	3
POA6609	University or other tertiary	F	10
POA6612		F	13
POA6612		M	8
POA6612	Infants/Primary	F	7
POA6612	Infants/Primary	M	4
POA6612	Pre-school	F	3
POA6612	Secondary	M	3
POA6613	Infants/Primary	F	5
POA6616		F	11
POA6616		M	11
POA6616	Secondary	F	4
POA6620		F	51
POA6620		M	118
POA6620	Infants/Primary	F	17
POA6620	Infants/Primary	M	20
POA6620	Secondary	F	5
POA6620	Secondary	M	3
POA6620	Technical or Further Educational Institution	F	7
POA6620	Technical or Further Educational Institution	M	4
POA6623		F	65
POA6623		M	66
POA6623	Infants/Primary	F	20
POA6623	Infants/Primary	M	24
POA6623	Pre-school	F	8
POA6623	Secondary	F	15
POA6623	Secondary	M	17
POA6623	University or other tertiary	F	3
POA6625		M	4
POA6625	Infants/Primary	F	3
POA6625	Secondary	M	4
POA6627	Infants/Primary	F	4
POA6627	Secondary	M	3
POA6628	Infants/Primary	F	4
POA6630		F	56
POA6630		M	49
POA6630	Infants/Primary	F	22
POA6630	Infants/Primary	M	17
POA6630	Pre-school	F	3
POA6630	Secondary	M	3
POA6632	Infants/Primary	F	5
POA6632	Infants/Primary	M	10
POA6632	Secondary	F	5
POA6635		F	37
POA6635		M	124
POA6635	Infants/Primary	F	3
POA6635	Infants/Primary	M	12
POA6635	Pre-school	F	5
POA6635	Secondary	F	9
POA6635	Secondary	M	4
POA6638		F	131
POA6638		M	186
POA6638	Infants/Primary	F	11
POA6638	Infants/Primary	M	9
POA6638	Pre-school	F	7
POA6638	University or other tertiary	F	9
POA6639		F	9
POA6639		M	26
POA6640		F	11
POA6640		M	18
POA6642		F	117
POA6642		M	182
POA6642	Infants/Primary	F	35
POA6642	Infants/Primary	M	25
POA6642	Pre-school	F	6
POA6642	Pre-school	M	5
POA6642	Secondary	F	23
POA6642	Secondary	M	20
POA6642	Technical or Further Educational Institution	F	3
POA6642	Technical or Further Educational Institution	M	4
POA6642	University or other tertiary	F	5
POA6642	University or other tertiary	M	3
POA6646		F	47
POA6646		M	128
POA6646	Infants/Primary	F	19
POA6646	Infants/Primary	M	13
POA6646	Secondary	F	5
POA6646	Secondary	M	9
POA6646	Technical or Further Educational Institution	M	4
POA6646	University or other tertiary	F	3
POA6701		F	429
POA6701		M	524
POA6701	Infants/Primary	F	174
POA6701	Infants/Primary	M	184
POA6701	Pre-school	F	54
POA6701	Pre-school	M	42
POA6701	Secondary	F	92
POA6701	Secondary	M	120
POA6701	Technical or Further Educational Institution	F	39
POA6701	Technical or Further Educational Institution	M	23
POA6701	University or other tertiary	F	28
POA6701	University or other tertiary	M	16
POA6705		F	3
POA6705		M	13
POA6705	Infants/Primary	F	15
POA6705	Infants/Primary	M	10
POA6705	Secondary	F	4
POA6705	Technical or Further Educational Institution	F	4
POA6705	University or other tertiary	F	4
POA6707		F	147
POA6707		M	194
POA6707	Infants/Primary	F	114
POA6707	Infants/Primary	M	131
POA6707	Pre-school	F	22
POA6707	Pre-school	M	23
POA6707	Secondary	F	59
POA6707	Secondary	M	55
POA6707	Technical or Further Educational Institution	F	32
POA6707	Technical or Further Educational Institution	M	23
POA6707	University or other tertiary	F	49
POA6707	University or other tertiary	M	7
POA6710		F	89
POA6710		M	92
POA6710	Infants/Primary	F	36
POA6710	Infants/Primary	M	44
POA6710	Pre-school	F	15
POA6710	Pre-school	M	11
POA6710	Secondary	F	3
POA6710	Secondary	M	6
POA6710	Technical or Further Educational Institution	F	5
POA6710	Technical or Further Educational Institution	M	3
POA6710	University or other tertiary	F	8
POA6710	University or other tertiary	M	3
POA6712		F	5
POA6712		M	32
POA6713		F	79
POA6713		M	66
POA6713	Infants/Primary	F	72
POA6713	Infants/Primary	M	88
POA6713	Pre-school	F	14
POA6713	Pre-school	M	14
POA6713	Secondary	F	53
POA6713	Secondary	M	46
POA6713	Technical or Further Educational Institution	F	8
POA6713	Technical or Further Educational Institution	M	12
POA6713	University or other tertiary	F	19
POA6714		F	1253
POA6714		M	1739
POA6714	Infants/Primary	F	908
POA6714	Infants/Primary	M	943
POA6714	Pre-school	F	191
POA6714	Pre-school	M	203
POA6714	Secondary	F	539
POA6714	Secondary	M	577
