POA_CODE_2021	DwellingStructure	DwellingSubtype	NumberBedrooms.min	occupied_private_dwellings
POA2450	Flat/apartment	3 storey block	3	32
POA2450	Flat/apartment	3 storey block	4	3
POA2450	Flat/apartment	4-8 storey block		3
POA2450	Flat/apartment	4-8 storey block	1	52
POA2450	Flat/apartment	4-8 storey block	2	133
POA2450	Flat/apartment	4-8 storey block	3	69
POA2450	Flat/apartment	4-8 storey block	4	10
POA2450	Flat/apartment	9 or more storey block	0	5
POA2450	Flat/apartment	9 or more storey block	2	66
POA2450	Flat/apartment	9 or more storey block	3	36
POA2450	Flat/apartment	Attached to a house	1	20
POA2450	Flat/apartment	Attached to a house	2	13
POA2450	Flat/apartment	Attached to a house	5	3
POA2450	Separate house			171
POA2450	Separate house		0	44
POA2450	Separate house		1	241
POA2450	Separate house		2	1017
POA2450	Separate house		3	5182
POA2450	Separate house		4	4680
POA2450	Separate house		5	1088
POA2450	Separate house		6	280
POA2452			3	4
POA2452		1 storey		19
POA2452		1 storey	1	32
POA2452		1 storey	2	490
POA2452		1 storey	3	245
POA2452		1 storey	4	9
POA2452		2 storeys or more		4
POA2452		2 storeys or more	2	61
POA2452		2 storeys or more	3	81
POA2452		2 storeys or more	4	12
POA2452		2 storeys or more	5	4
POA2452		2 storeys or more	6	5
POA2452	(Other)		1	27
POA2452	(Other)		2	29
POA2452	(Other)		3	7
POA2452	Flat/apartment		0	3
POA2452	Flat/apartment	1 or 2 storey block		14
POA2452	Flat/apartment	1 or 2 storey block	0	6
POA2452	Flat/apartment	1 or 2 storey block	1	37
POA2452	Flat/apartment	1 or 2 storey block	2	332
POA2452	Flat/apartment	1 or 2 storey block	3	92
POA2452	Flat/apartment	1 or 2 storey block	4	9
POA2452	Flat/apartment	3 storey block	0	4
POA2452	Flat/apartment	3 storey block	1	29
POA2452	Flat/apartment	3 storey block	2	27
POA2452	Flat/apartment	3 storey block	3	18
POA2452	Flat/apartment	Attached to a house	1	4
POA2452	Flat/apartment	Attached to a house	2	6
POA2452	Flat/apartment	Attached to a house	3	3
POA2452	Flat/apartment	Attached to a house	5	3
POA2452	Separate house			52
POA2452	Separate house		0	10
POA2452	Separate house		1	42
POA2452	Separate house		2	261
POA2452	Separate house		3	2404
POA2452	Separate house		4	1401
POA2452	Separate house		5	246
POA2452	Separate house		6	45
POA2453		1 storey	1	5
POA2453		1 storey	2	3
POA2453		1 storey	3	10
POA2453	(Other)			3
POA2453	(Other)		0	3
POA2453	(Other)		1	9
POA2453	(Other)		2	6
POA2453	Flat/apartment	1 or 2 storey block	2	5
POA2453	Flat/apartment	Attached to a house	4	4
POA2453	Separate house			30
POA2453	Separate house		0	13
POA2453	Separate house		1	61
POA2453	Separate house		2	206
POA2453	Separate house		3	526
POA2453	Separate house		4	248
POA2453	Separate house		5	41
POA2453	Separate house		6	12
POA2454			1	3
POA2454			2	5
POA2454			3	4
POA2454		1 storey		3
POA2454		1 storey	1	13
POA2454		1 storey	2	49
POA2454		1 storey	3	14
POA2454		1 storey	4	4
POA2454		2 storeys or more	2	7
POA2454		2 storeys or more	3	6
POA2454	(Other)		0	5
POA2454	(Other)		1	21
POA2454	(Other)		2	8
POA2454	(Other)		3	3
POA2454	(Other)		4	8
POA2454	Flat/apartment	1 or 2 storey block	1	3
POA2454	Flat/apartment	1 or 2 storey block	2	3
POA2454	Flat/apartment	Attached to a house	1	4
POA2454	Separate house			29
POA2454	Separate house		0	20
POA2454	Separate house		1	143
POA2454	Separate house		2	414
POA2454	Separate house		3	1191
POA2454	Separate house		4	736
POA2454	Separate house		5	151
POA2454	Separate house		6	43
POA2455			2	7
POA2455		1 storey	1	8
POA2455		1 storey	2	19
POA2455		1 storey	3	13
POA2455		1 storey	4	4
POA2455		1 storey	5	3
POA2455		2 storeys or more	2	12
POA2455		2 storeys or more	3	9
POA2455	(Other)			4
POA2455	(Other)		0	4
POA2455	(Other)		1	12
POA2455	(Other)		2	3
POA2455	(Other)		3	3
POA2455	(Other)		4	3
POA2455	Flat/apartment	1 or 2 storey block	1	19
POA2455	Flat/apartment	1 or 2 storey block	2	94
POA2455	Flat/apartment	1 or 2 storey block	3	10
POA2455	Separate house			14
POA2455	Separate house		0	8
POA2455	Separate house		1	25
POA2455	Separate house		2	178
POA2455	Separate house		3	528
POA2455	Separate house		4	266
POA2455	Separate house		5	51
POA2455	Separate house		6	15
POA2456				6
POA2456			0	3
POA2456			1	5
POA2456			2	8
POA2456			3	12
POA2456			4	4
POA2456		1 storey		3
POA2456		1 storey	1	14
POA2456		1 storey	2	108
POA2456		1 storey	3	44
POA2456		1 storey	4	10
POA2456		2 storeys or more		4
POA2456		2 storeys or more	1	10
POA2456		2 storeys or more	2	90
POA2456		2 storeys or more	3	70
POA2456		2 storeys or more	4	17
POA2456		2 storeys or more	6	4
POA2456	(Other)			12
POA2456	(Other)		0	12
POA2456	(Other)		1	32
POA2456	(Other)		2	13
POA2456	(Other)		3	21
POA2456	(Other)		4	11
POA2456	Flat/apartment	1 or 2 storey block		4
POA2456	Flat/apartment	1 or 2 storey block	1	24
POA2456	Flat/apartment	1 or 2 storey block	2	21
POA2456	Flat/apartment	1 or 2 storey block	3	11
POA2456	Flat/apartment	3 storey block	2	28
POA2456	Flat/apartment	Attached to a house	1	8
POA2456	Flat/apartment	Attached to a house	2	6
POA2456	Flat/apartment	Attached to a house	3	3
POA2456	Separate house			100
POA2456	Separate house		0	26
POA2456	Separate house		1	158
POA2456	Separate house		2	829
POA2456	Separate house		3	2223
POA2456	Separate house		4	1871
POA2456	Separate house		5	364
POA2456	Separate house		6	97
POA2460				9
POA2460			1	9
POA2460			2	8
POA2460			3	6
POA2460			4	5
POA2460		1 storey		12
POA2460		1 storey	0	5
POA2460		1 storey	1	111
POA2460		1 storey	2	122
POA2460		1 storey	3	75
POA2460		1 storey	4	10
POA2460		1 storey	5	3
POA2460		2 storeys or more		3
POA2460		2 storeys or more	1	29
POA2460		2 storeys or more	2	101
POA2460		2 storeys or more	3	92
POA2460		2 storeys or more	4	18
POA2460	(Other)			10
POA2460	(Other)		0	17
POA2460	(Other)		1	54
POA2460	(Other)		2	24
POA2460	(Other)		3	56
POA2460	(Other)		4	39
POA2460	(Other)		5	11
POA2460	Flat/apartment	1 or 2 storey block		11
POA2460	Flat/apartment	1 or 2 storey block	0	3
POA2460	Flat/apartment	1 or 2 storey block	1	106
POA2460	Flat/apartment	1 or 2 storey block	2	339
POA2460	Flat/apartment	1 or 2 storey block	3	115
POA2460	Flat/apartment	1 or 2 storey block	4	11
POA2460	Flat/apartment	1 or 2 storey block	6	4
POA2460	Flat/apartment	3 storey block	2	13
POA2460	Flat/apartment	4-8 storey block	1	5
POA2460	Flat/apartment	4-8 storey block	2	4
POA2460	Flat/apartment	Attached to a house	1	4
POA2460	Flat/apartment	Attached to a house	2	5
POA2460	Separate house			193
POA2460	Separate house		0	63
POA2460	Separate house		1	226
POA2460	Separate house		2	1264
POA2460	Separate house		3	4774
POA2460	Separate house		4	2823
POA2460	Separate house		5	607
POA2460	Separate house		6	141
POA2462		1 storey	2	9
POA2462		1 storey	3	6
POA2462		2 storeys or more	2	13
POA2462	(Other)		0	9
POA2462	(Other)		1	24
POA2462	(Other)		2	28
POA2462	(Other)		3	8
POA2462	(Other)		4	4
POA2462	Flat/apartment	1 or 2 storey block	1	6
POA2462	Flat/apartment	1 or 2 storey block	2	8
POA2462	Flat/apartment	1 or 2 storey block	3	6
POA2462	Flat/apartment	1 or 2 storey block	5	3
POA2462	Separate house			19
POA2462	Separate house		0	5
POA2462	Separate house		1	44
POA2462	Separate house		2	180
POA2462	Separate house		3	416
POA2462	Separate house		4	208
POA2462	Separate house		5	35
POA2462	Separate house		6	5
POA2463			1	7
POA2463		1 storey		3
POA2463		1 storey	2	32
POA2463		1 storey	3	23
POA2463		2 storeys or more	2	17
POA2463		2 storeys or more	3	17
POA2463		2 storeys or more	4	4
POA2463	(Other)			7
POA2463	(Other)		0	7
POA2463	(Other)		1	34
POA2463	(Other)		2	23
POA2463	(Other)		3	5
POA2463	(Other)		4	3
POA2463	Flat/apartment	1 or 2 storey block		3
POA2463	Flat/apartment	1 or 2 storey block	0	3
POA2463	Flat/apartment	1 or 2 storey block	1	13
POA2463	Flat/apartment	1 or 2 storey block	2	12
POA2463	Flat/apartment	1 or 2 storey block	3	8
POA2463	Flat/apartment	1 or 2 storey block	4	5
POA2463	Flat/apartment	Attached to a house	1	11
POA2463	Flat/apartment	Attached to a house	2	3
POA2463	Flat/apartment	Attached to a house	3	5
POA2463	Separate house			49
POA2463	Separate house		0	8
POA2463	Separate house		1	58
POA2463	Separate house		2	306
POA2463	Separate house		3	1376
POA2463	Separate house		4	973
POA2463	Separate house		5	148
POA2463	Separate house		6	32
POA2464			1	6
POA2464			2	9
POA2464			3	4
POA2464		1 storey		10
POA2464		1 storey	1	8
POA2464		1 storey	2	182
POA2464		1 storey	3	121
POA2464		1 storey	4	4
POA2464		2 storeys or more		3
POA2464		2 storeys or more	1	5
POA2464		2 storeys or more	2	68
POA2464		2 storeys or more	3	76
POA2464		2 storeys or more	4	3
POA2464	(Other)			4
POA2464	(Other)		0	5
POA2464	(Other)		1	16
POA2464	(Other)		2	9
POA2464	(Other)		3	14
POA2464	(Other)		4	5
POA2464	Flat/apartment	1 or 2 storey block		3
POA2464	Flat/apartment	1 or 2 storey block	1	12
POA2464	Flat/apartment	1 or 2 storey block	2	36
POA2464	Flat/apartment	1 or 2 storey block	3	28
POA2464	Flat/apartment	3 storey block		3
POA2464	Flat/apartment	3 storey block	1	6
POA2464	Flat/apartment	3 storey block	2	38
POA2464	Flat/apartment	3 storey block	3	20
POA2464	Flat/apartment	3 storey block	4	4
POA2464	Flat/apartment	4-8 storey block	2	6
POA2464	Flat/apartment	Attached to a house		5
POA2464	Flat/apartment	Attached to a house	1	3
POA2464	Separate house			37
POA2464	Separate house		0	4
POA2464	Separate house		1	33
POA2464	Separate house		2	340
POA2464	Separate house		3	1213
POA2464	Separate house		4	605
POA2464	Separate house		5	80
POA2464	Separate house		6	16
POA2465	Separate house		0	4
POA2465	Separate house		1	3
POA2465	Separate house		2	23
POA2465	Separate house		3	58
POA2465	Separate house		4	42
POA2465	Separate house		5	3
POA2466			1	3
POA2466		1 storey		3
POA2466		1 storey	1	6
POA2466		1 storey	2	65
POA2466		1 storey	3	11
POA2466		2 storeys or more	1	7
POA2466		2 storeys or more	2	16
POA2466		2 storeys or more	3	16
POA2466		2 storeys or more	4	3
POA2466	(Other)			6
POA2466	(Other)		0	5
POA2466	(Other)		1	34
POA2466	(Other)		2	24
POA2466	(Other)		3	3
POA2466	(Other)		4	6
POA2466	Flat/apartment	1 or 2 storey block	1	3
POA2466	Flat/apartment	1 or 2 storey block	2	26
POA2466	Flat/apartment	1 or 2 storey block	3	4
POA2466	Separate house			14
POA2466	Separate house		1	5
POA2466	Separate house		2	117
POA2466	Separate house		3	344
POA2466	Separate house		4	106
POA2466	Separate house		5	21
POA2469			0	4
POA2469			1	8
POA2469			2	4
POA2469			3	3
POA2469			4	3
POA2469	(Other)			3
POA2469	(Other)		0	14
POA2469	(Other)		1	33
POA2469	(Other)		2	37
POA2469	(Other)		3	4
POA2469	(Other)		4	3
POA2469	Flat/apartment	1 or 2 storey block	2	5
POA2469	Separate house			47
POA2469	Separate house		0	34
POA2469	Separate house		1	137
POA2469	Separate house		2	307
POA2469	Separate house		3	643
POA2469	Separate house		4	328
POA2469	Separate house		5	48
POA2469	Separate house		6	24
POA2470			1	5
POA2470			3	6
POA2470		1 storey		14
POA2470		1 storey	0	5
POA2470		1 storey	1	29
POA2470		1 storey	2	197
POA2470		1 storey	3	56
POA2470		1 storey	4	6
POA2470		2 storeys or more	2	20
POA2470		2 storeys or more	3	17
POA2470	(Other)			5
POA2470	(Other)		0	16
POA2470	(Other)		1	33
POA2470	(Other)		2	8
POA2470	(Other)		3	7
POA2470	(Other)		4	4
POA2470	Flat/apartment	1 or 2 storey block		8
POA2470	Flat/apartment	1 or 2 storey block	1	44
POA2470	Flat/apartment	1 or 2 storey block	2	135
POA2470	Flat/apartment	1 or 2 storey block	3	27
POA2470	Flat/apartment	Attached to a house	2	7
POA2470	Flat/apartment	Attached to a house	3	3
POA2470	Separate house			109
POA2470	Separate house		0	20
POA2470	Separate house		1	83
POA2470	Separate house		2	619
POA2470	Separate house		3	2468
POA2470	Separate house		4	1486
POA2470	Separate house		5	258
POA2470	Separate house		6	68
POA2471			3	3
POA2471		1 storey	2	10
POA2471		1 storey	4	3
POA2471		2 storeys or more	2	6
POA2471	Separate house			20
POA2471	Separate house		0	6
POA2471	Separate house		1	15
POA2471	Separate house		2	112
POA2471	Separate house		3	410
POA2471	Separate house		4	228
POA2471	Separate house		5	59
POA2471	Separate house		6	18
POA2472			0	3
POA2472			1	9
POA2472			2	4
POA2472		1 storey	1	6
POA2472		1 storey	2	8
POA2472		1 storey	3	4
POA2472		2 storeys or more	2	4
POA2472		2 storeys or more	3	6
POA2472	(Other)			4
POA2472	(Other)		0	10
POA2472	(Other)		1	35
POA2472	(Other)		2	14
POA2472	Separate house			15
POA2472	Separate house		0	3
POA2472	Separate house		1	21
POA2472	Separate house		2	125
POA2472	Separate house		3	312
POA2472	Separate house		4	139
POA2472	Separate house		5	23
POA2472	Separate house		6	8
POA2473		1 storey		6
POA2473		1 storey	0	5
POA2473		1 storey	1	23
POA2473		1 storey	2	108
POA2473		1 storey	3	101
POA2473		1 storey	4	6
POA2473		2 storeys or more	1	14
POA2473		2 storeys or more	2	74
POA2473		2 storeys or more	3	71
POA2473		2 storeys or more	4	10
POA2473		2 storeys or more	5	8
POA2473	(Other)			3
POA2473	(Other)		0	3
POA2473	(Other)		1	13
POA2473	(Other)		2	20
POA2473	(Other)		3	13
POA2473	Flat/apartment	1 or 2 storey block		9
POA2473	Flat/apartment	1 or 2 storey block	1	15
POA2473	Flat/apartment	1 or 2 storey block	2	45
POA2473	Flat/apartment	1 or 2 storey block	3	14
POA2473	Flat/apartment	3 storey block	2	3
POA2473	Separate house			16
POA2473	Separate house		0	4
POA2473	Separate house		1	10
POA2473	Separate house		2	145
POA2473	Separate house		3	351
POA2473	Separate house		4	245
POA2473	Separate house		5	51
POA2473	Separate house		6	9
POA2474			2	3
POA2474		1 storey	2	4
POA2474		1 storey	3	8
POA2474	(Other)		0	7
POA2474	(Other)		1	11
POA2474	(Other)		2	10
POA2474	(Other)		3	3
POA2474	Flat/apartment	1 or 2 storey block		6
POA2474	Flat/apartment	1 or 2 storey block	0	4
POA2474	Flat/apartment	1 or 2 storey block	1	15
POA2474	Flat/apartment	1 or 2 storey block	2	53
POA2474	Flat/apartment	1 or 2 storey block	3	10
POA2474	Flat/apartment	3 storey block	2	3
POA2474	Separate house			43
POA2474	Separate house		0	28
POA2474	Separate house		1	139
POA2474	Separate house		2	487
POA2474	Separate house		3	1098
POA2474	Separate house		4	570
POA2474	Separate house		5	85
POA2474	Separate house		6	26
POA2475	(Other)		1	3
POA2475	Separate house			7
POA2475	Separate house		0	3
POA2475	Separate house		1	12
POA2475	Separate house		2	34
POA2475	Separate house		3	58
POA2475	Separate house		4	36
POA2475	Separate house		5	7
POA2475	Separate house		6	3
POA2476	(Other)		0	8
POA2476	(Other)		1	9
POA2476	(Other)		2	3
POA2476	Flat/apartment	1 or 2 storey block	2	3
POA2476	Separate house			16
POA2476	Separate house		0	3
POA2476	Separate house		1	17
POA2476	Separate house		2	64
POA2476	Separate house		3	137
POA2476	Separate house		4	69
POA2476	Separate house		5	17
POA2476	Separate house		6	3
POA2477			3	3
POA2477		1 storey		13
POA2477		1 storey	1	49
POA2477		1 storey	2	327
POA2477		1 storey	3	178
POA2477		1 storey	4	23
POA2477		2 storeys or more	1	4
POA2477		2 storeys or more	2	45
POA2477		2 storeys or more	3	17
POA2477	(Other)			3
POA2477	(Other)		0	5
POA2477	(Other)		1	19
POA2477	(Other)		2	16
POA2477	(Other)		3	7
POA2477	Flat/apartment	1 or 2 storey block	1	5
POA2477	Flat/apartment	1 or 2 storey block	2	82
POA2477	Flat/apartment	1 or 2 storey block	3	43
POA2477	Flat/apartment	Attached to a house	1	5
POA2477	Flat/apartment	Attached to a house	4	4
POA2477	Separate house			64
POA2477	Separate house		0	8
POA2477	Separate house		1	69
POA2477	Separate house		2	312
POA2477	Separate house		3	1812
POA2477	Separate house		4	1464
POA2477	Separate house		5	303
POA2477	Separate house		6	76
POA2478				6
POA2478			0	6
POA2478			1	24
POA2478			2	10
POA2478			3	9
POA2478			4	6
POA2478		1 storey		34
POA2478		1 storey	0	5
POA2478		1 storey	1	63
POA2478		1 storey	2	692
POA2478		1 storey	3	776
POA2478		1 storey	4	72
POA2478		1 storey	5	10
POA2478		1 storey	6	3
POA2478		2 storeys or more		21
POA2478		2 storeys or more	0	3
POA2478		2 storeys or more	1	110
POA2478		2 storeys or more	2	526
POA2478		2 storeys or more	3	694
POA2478		2 storeys or more	4	88
POA2478		2 storeys or more	5	9
POA2478		2 storeys or more	6	3
POA2478	(Other)			38
POA2478	(Other)		0	11
POA2478	(Other)		1	84
POA2478	(Other)		2	165
POA2478	(Other)		3	43
POA2478	(Other)		4	6
POA2478	Flat/apartment		0	3
POA2478	Flat/apartment	1 or 2 storey block		12
POA2478	Flat/apartment	1 or 2 storey block	1	69
POA2478	Flat/apartment	1 or 2 storey block	2	297
POA2478	Flat/apartment	1 or 2 storey block	3	106
POA2478	Flat/apartment	1 or 2 storey block	4	9
POA2478	Flat/apartment	1 or 2 storey block	5	3
POA2478	Flat/apartment	3 storey block		3
POA2478	Flat/apartment	3 storey block	1	4
POA2478	Flat/apartment	3 storey block	2	102
POA2478	Flat/apartment	3 storey block	3	46
POA2478	Flat/apartment	4-8 storey block	1	10
POA2478	Flat/apartment	4-8 storey block	2	25
POA2478	Flat/apartment	4-8 storey block	3	37
POA2478	Flat/apartment	9 or more storey block	2	12
POA2478	Flat/apartment	9 or more storey block	3	3
POA2478	Flat/apartment	Attached to a house	1	16
POA2478	Flat/apartment	Attached to a house	2	9
POA2478	Flat/apartment	Attached to a house	3	5
POA2478	Separate house			112
POA2478	Separate house		0	20
POA2478	Separate house		1	117
POA2478	Separate house		2	1014
POA2478	Separate house		3	3532
POA2478	Separate house		4	3040
POA2478	Separate house		5	599
POA2478	Separate house		6	102
POA2479		1 storey	2	9
POA2479		1 storey	3	4
POA2479		2 storeys or more	3	8
POA2479	(Other)		1	10
POA2479	(Other)		2	5
POA2479	Flat/apartment	1 or 2 storey block	2	9
POA2479	Flat/apartment	Attached to a house	1	9
POA2479	Flat/apartment	Attached to a house	3	3
POA2479	Flat/apartment	Attached to a house	4	4
POA2479	Separate house			28
POA2479	Separate house		0	13
POA2479	Separate house		1	98
POA2479	Separate house		2	231
POA2479	Separate house		3	716
POA2479	Separate house		4	563
POA2479	Separate house		5	135
POA2479	Separate house		6	53
POA2480			0	5
POA2480			1	7
POA2480			2	22
POA2480			3	14
POA2480			4	4
POA2480		1 storey		24
POA2480		1 storey	0	14
POA2480		1 storey	1	147
POA2480		1 storey	2	717
POA2480		1 storey	3	261
POA2480		1 storey	4	29
POA2480		1 storey	5	5
POA2480		2 storeys or more		13
POA2480		2 storeys or more	0	7
POA2480		2 storeys or more	1	60
POA2480		2 storeys or more	2	231
POA2480		2 storeys or more	3	175
POA2480		2 storeys or more	4	14
POA2480		2 storeys or more	5	9
POA2480		2 storeys or more	6	3
POA2480	(Other)			11
POA2480	(Other)		0	52
POA2480	(Other)		1	133
POA2480	(Other)		2	53
POA2480	(Other)		3	15
POA2480	(Other)		4	4
POA2480	(Other)		6	5
POA2480	Flat/apartment		0	4
POA2480	Flat/apartment	1 or 2 storey block		12
POA2480	Flat/apartment	1 or 2 storey block	0	15
POA2480	Flat/apartment	1 or 2 storey block	1	133
POA2480	Flat/apartment	1 or 2 storey block	2	353
POA2480	Flat/apartment	1 or 2 storey block	3	124
POA2480	Flat/apartment	1 or 2 storey block	4	28
POA2480	Flat/apartment	1 or 2 storey block	6	4
POA2480	Flat/apartment	3 storey block	1	6
POA2480	Flat/apartment	3 storey block	2	64
POA2480	Flat/apartment	3 storey block	3	3
POA2480	Flat/apartment	Attached to a house	1	15
POA2480	Flat/apartment	Attached to a house	2	24
POA2480	Flat/apartment	Attached to a house	3	18
POA2480	Flat/apartment	Attached to a house	4	9
POA2480	Separate house			213
POA2480	Separate house		0	103
POA2480	Separate house		1	484
POA2480	Separate house		2	1712
POA2480	Separate house		3	6872
POA2480	Separate house		4	4354
POA2480	Separate house		5	922
POA2480	Separate house		6	211
POA2481				8
POA2481			0	3
POA2481			1	11
POA2481			2	10
POA2481			3	5
POA2481			4	4
POA2481			5	5
POA2481			6	3
POA2481		1 storey		7
POA2481		1 storey	1	26
POA2481		1 storey	2	149
POA2481		1 storey	3	148
POA2481		1 storey	4	12
POA2481		2 storeys or more		17
POA2481		2 storeys or more	0	5
POA2481		2 storeys or more	1	45
POA2481		2 storeys or more	2	173
POA2481		2 storeys or more	3	376
POA2481		2 storeys or more	4	45
POA2481		2 storeys or more	5	7
POA2481	(Other)			8
POA2481	(Other)		0	37
POA2481	(Other)		1	80
POA2481	(Other)		2	48
POA2481	(Other)		3	11
POA2481	(Other)		4	3
POA2481	Flat/apartment		0	3
POA2481	Flat/apartment	1 or 2 storey block		10
POA2481	Flat/apartment	1 or 2 storey block	0	3
POA2481	Flat/apartment	1 or 2 storey block	1	82
POA2481	Flat/apartment	1 or 2 storey block	2	83
POA2481	Flat/apartment	1 or 2 storey block	3	66
POA2481	Flat/apartment	1 or 2 storey block	4	3
POA2481	Flat/apartment	3 storey block	1	3
POA2481	Flat/apartment	3 storey block	2	6
POA2481	Flat/apartment	3 storey block	3	18
POA2481	Flat/apartment	3 storey block	4	4
POA2481	Flat/apartment	Attached to a house	1	15
POA2481	Flat/apartment	Attached to a house	2	6
POA2481	Flat/apartment	Attached to a house	5	5
POA2481	Separate house			49
POA2481	Separate house		0	53
POA2481	Separate house		1	236
POA2481	Separate house		2	346
POA2481	Separate house		3	1233
POA2481	Separate house		4	1040
POA2481	Separate house		5	248
POA2481	Separate house		6	80
POA2482			0	4
POA2482			1	9
POA2482			3	3
POA2482		1 storey	2	26
POA2482		1 storey	3	11
POA2482		1 storey	4	3
POA2482		1 storey	5	4
POA2482		2 storeys or more	1	6
POA2482		2 storeys or more	2	11
POA2482		2 storeys or more	3	3
POA2482	(Other)		0	6
POA2482	(Other)		1	21
POA2482	(Other)		2	4
POA2482	Flat/apartment	1 or 2 storey block	0	3
POA2482	Flat/apartment	1 or 2 storey block	1	21
POA2482	Flat/apartment	1 or 2 storey block	2	22
POA2482	Flat/apartment	1 or 2 storey block	3	7
POA2482	Flat/apartment	3 storey block	2	4
POA2482	Flat/apartment	Attached to a house	1	17
POA2482	Flat/apartment	Attached to a house	2	7
POA2482	Flat/apartment	Attached to a house	3	4
POA2482	Flat/apartment	Attached to a house	4	6
POA2482	Flat/apartment	Attached to a house	5	3
POA2482	Separate house			37
POA2482	Separate house		0	31
POA2482	Separate house		1	173
POA2482	Separate house		2	403
POA2482	Separate house		3	960
POA2482	Separate house		4	489
POA2482	Separate house		5	109
POA2482	Separate house		6	34
POA2483			1	7
POA2483			2	3
POA2483			3	4
POA2483		1 storey	1	9
POA2483		1 storey	2	39
POA2483		1 storey	3	69
POA2483		1 storey	4	9
POA2483		2 storeys or more		3
POA2483		2 storeys or more	1	16
POA2483		2 storeys or more	2	37
POA2483		2 storeys or more	3	90
POA2483		2 storeys or more	4	3
POA2483	(Other)			4
POA2483	(Other)		0	9
POA2483	(Other)		1	40
POA2483	(Other)		2	52
POA2483	(Other)		3	8
POA2483	(Other)		4	4
POA2483	Flat/apartment		0	6
POA2483	Flat/apartment	1 or 2 storey block		3
POA2483	Flat/apartment	1 or 2 storey block	0	11
POA2483	Flat/apartment	1 or 2 storey block	1	71
POA2483	Flat/apartment	1 or 2 storey block	2	98
POA2483	Flat/apartment	1 or 2 storey block	3	46
POA2483	Flat/apartment	1 or 2 storey block	4	14
POA2483	Flat/apartment	3 storey block		4
POA2483	Flat/apartment	3 storey block	1	12
POA2483	Flat/apartment	3 storey block	2	31
POA2483	Flat/apartment	Attached to a house	1	19
POA2483	Flat/apartment	Attached to a house	2	13
POA2483	Flat/apartment	Attached to a house	3	9
POA2483	Flat/apartment	Attached to a house	4	4
POA2483	Separate house			70
POA2483	Separate house		0	32
POA2483	Separate house		1	132
POA2483	Separate house		2	429
POA2483	Separate house		3	1746
POA2483	Separate house		4	962
POA2483	Separate house		5	187
POA2483	Separate house		6	49
POA2484				4
POA2484			0	9
POA2484			1	5
POA2484			2	4
POA2484			3	4
POA2484			4	3
POA2484			6	6
POA2484		1 storey	0	4
POA2484		1 storey	1	13
POA2484		1 storey	2	95
POA2484		1 storey	3	48
POA2484		1 storey	4	10
POA2484		2 storeys or more	1	6
POA2484		2 storeys or more	2	28
POA2484		2 storeys or more	3	36
POA2484		2 storeys or more	4	3
POA2484	(Other)			4
POA2484	(Other)		0	13
POA2484	(Other)		1	32
POA2484	(Other)		2	4
POA2484	(Other)		3	9
POA2484	(Other)		4	9
POA2484	(Other)		6	3
POA2484	Flat/apartment	1 or 2 storey block		15
POA2484	Flat/apartment	1 or 2 storey block	0	11
POA2484	Flat/apartment	1 or 2 storey block	1	75
POA2484	Flat/apartment	1 or 2 storey block	2	281
POA2484	Flat/apartment	1 or 2 storey block	3	49
POA2484	Flat/apartment	1 or 2 storey block	4	6
POA2484	Flat/apartment	1 or 2 storey block	5	4
POA2484	Flat/apartment	1 or 2 storey block	6	3
POA2484	Flat/apartment	3 storey block	1	6
POA2484	Flat/apartment	3 storey block	2	30
POA2484	Flat/apartment	3 storey block	3	3
POA2484	Flat/apartment	4-8 storey block	2	11
POA2484	Flat/apartment	4-8 storey block	3	4
POA2484	Flat/apartment	Attached to a house	1	3
POA2484	Flat/apartment	Attached to a house	2	4
POA2484	Flat/apartment	Attached to a house	3	3
POA2484	Separate house			93
POA2484	Separate house		0	73
POA2484	Separate house		1	236
POA2484	Separate house		2	851
POA2484	Separate house		3	2857
POA2484	Separate house		4	1784
POA2484	Separate house		5	391
POA2484	Separate house		6	104
POA2485				5
POA2485			0	3
POA2485			1	4
POA2485			2	9
POA2485			3	4
POA2485		1 storey		15
POA2485		1 storey	1	29
POA2485		1 storey	2	403
POA2485		1 storey	3	326
POA2485		1 storey	4	10
POA2485		1 storey	5	3
POA2485		2 storeys or more		22
POA2485		2 storeys or more	0	3
POA2485		2 storeys or more	1	100
POA2485		2 storeys or more	2	508
POA2485		2 storeys or more	3	396
POA2485		2 storeys or more	4	22
POA2485		2 storeys or more	5	4
POA2485		2 storeys or more	6	3
POA2485	(Other)		0	8
POA2485	(Other)		1	6
POA2485	(Other)		2	3
POA2485	(Other)		3	3
POA2485	Flat/apartment	1 or 2 storey block		23
POA2485	Flat/apartment	1 or 2 storey block	0	13
POA2485	Flat/apartment	1 or 2 storey block	1	64
POA2485	Flat/apartment	1 or 2 storey block	2	500
POA2485	Flat/apartment	1 or 2 storey block	3	163
POA2485	Flat/apartment	1 or 2 storey block	4	9
POA2485	Flat/apartment	3 storey block		13
POA2485	Flat/apartment	3 storey block	1	17
POA2485	Flat/apartment	3 storey block	2	540
POA2485	Flat/apartment	3 storey block	3	106
POA2485	Flat/apartment	4-8 storey block		16
POA2485	Flat/apartment	4-8 storey block	1	52
POA2485	Flat/apartment	4-8 storey block	2	284
POA2485	Flat/apartment	4-8 storey block	3	109
POA2485	Flat/apartment	4-8 storey block	4	7
POA2485	Flat/apartment	9 or more storey block		9
POA2485	Flat/apartment	9 or more storey block	1	46
POA2485	Flat/apartment	9 or more storey block	2	326
