POA_CODE_2021	DwellingStructure	DwellingSubtype	NumberBedrooms.min	occupied_private_dwellings
POA4105		2 storeys or more		12
POA4105		2 storeys or more	1	78
POA4105		2 storeys or more	2	329
POA4105		2 storeys or more	3	447
POA4105		2 storeys or more	4	7
POA4105		2 storeys or more	5	5
POA4105	Flat/apartment	1 or 2 storey block		9
POA4105	Flat/apartment	1 or 2 storey block	0	8
POA4105	Flat/apartment	1 or 2 storey block	1	230
POA4105	Flat/apartment	1 or 2 storey block	2	437
POA4105	Flat/apartment	1 or 2 storey block	3	77
POA4105	Flat/apartment	1 or 2 storey block	4	4
POA4105	Flat/apartment	3 storey block		7
POA4105	Flat/apartment	3 storey block	0	11
POA4105	Flat/apartment	3 storey block	1	47
POA4105	Flat/apartment	3 storey block	2	352
POA4105	Flat/apartment	3 storey block	3	42
POA4105	Flat/apartment	9 or more storey block	2	43
POA4105	Flat/apartment	9 or more storey block	3	139
POA4105	Flat/apartment	9 or more storey block	4	5
POA4105	Flat/apartment	Attached to a house	1	6
POA4105	Separate house			22
POA4105	Separate house		0	12
POA4105	Separate house		1	35
POA4105	Separate house		2	435
POA4105	Separate house		3	1608
POA4105	Separate house		4	860
POA4105	Separate house		5	273
POA4105	Separate house		6	88
POA4106			0	3
POA4106			1	8
POA4106		1 storey	2	3
POA4106		2 storeys or more	1	8
POA4106		2 storeys or more	3	11
POA4106		2 storeys or more	4	4
POA4106	Flat/apartment	1 or 2 storey block	1	11
POA4106	Flat/apartment	1 or 2 storey block	2	20
POA4106	Flat/apartment	1 or 2 storey block	3	4
POA4106	Flat/apartment	3 storey block	1	4
POA4106	Flat/apartment	3 storey block	2	5
POA4106	Separate house			9
POA4106	Separate house		0	5
POA4106	Separate house		1	53
POA4106	Separate house		2	121
POA4106	Separate house		3	272
POA4106	Separate house		4	70
POA4106	Separate house		5	24
POA4106	Separate house		6	5
POA4107		1 storey	1	8
POA4107		1 storey	2	19
POA4107		1 storey	3	25
POA4107		1 storey	4	3
POA4107		2 storeys or more		4
POA4107		2 storeys or more	2	36
POA4107		2 storeys or more	3	92
POA4107		2 storeys or more	4	16
POA4107	(Other)		2	3
POA4107	Flat/apartment	1 or 2 storey block	1	18
POA4107	Flat/apartment	1 or 2 storey block	2	19
POA4107	Flat/apartment	1 or 2 storey block	3	3
POA4107	Flat/apartment	3 storey block	3	3
POA4107	Flat/apartment	Attached to a house	2	3
POA4107	Flat/apartment	Attached to a house	4	4
POA4107	Flat/apartment	Attached to a house	5	3
POA4107	Separate house			17
POA4107	Separate house		0	11
POA4107	Separate house		1	36
POA4107	Separate house		2	175
POA4107	Separate house		3	1099
POA4107	Separate house		4	615
POA4107	Separate house		5	172
POA4107	Separate house		6	39
POA4108			0	4
POA4108			1	5
POA4108			3	5
POA4108			4	3
POA4108		1 storey	1	17
POA4108		1 storey	2	20
POA4108		1 storey	3	10
POA4108		2 storeys or more		3
POA4108		2 storeys or more	0	5
POA4108		2 storeys or more	1	36
POA4108		2 storeys or more	2	58
POA4108		2 storeys or more	3	52
POA4108		2 storeys or more	4	32
POA4108	Flat/apartment	1 or 2 storey block	1	16
POA4108	Flat/apartment	1 or 2 storey block	2	55
POA4108	Flat/apartment	1 or 2 storey block	3	44
POA4108	Flat/apartment	1 or 2 storey block	4	10
POA4108	Flat/apartment	3 storey block	0	9
POA4108	Flat/apartment	3 storey block	1	24
POA4108	Flat/apartment	3 storey block	2	11
POA4108	Flat/apartment	3 storey block	3	19
POA4108	Flat/apartment	3 storey block	4	11
POA4108	Flat/apartment	4-8 storey block	1	3
POA4108	Flat/apartment	4-8 storey block	2	68
POA4108	Flat/apartment	4-8 storey block	3	8
POA4108	Separate house			32
POA4108	Separate house		0	9
POA4108	Separate house		1	64
POA4108	Separate house		2	167
POA4108	Separate house		3	821
POA4108	Separate house		4	437
POA4108	Separate house		5	162
POA4108	Separate house		6	56
POA4109			1	6
POA4109			2	6
POA4109			3	8
POA4109		1 storey		12
POA4109		1 storey	0	13
POA4109		1 storey	1	66
POA4109		1 storey	2	225
POA4109		1 storey	3	75
POA4109		1 storey	4	28
POA4109		2 storeys or more		19
POA4109		2 storeys or more	0	4
POA4109		2 storeys or more	1	15
POA4109		2 storeys or more	2	163
POA4109		2 storeys or more	3	761
POA4109		2 storeys or more	4	170
POA4109		2 storeys or more	5	30
POA4109		2 storeys or more	6	3
POA4109	(Other)			8
POA4109	(Other)		0	10
POA4109	(Other)		1	52
POA4109	(Other)		2	5
POA4109	(Other)		3	4
POA4109	Flat/apartment	1 or 2 storey block		10
POA4109	Flat/apartment	1 or 2 storey block	1	12
POA4109	Flat/apartment	1 or 2 storey block	2	55
POA4109	Flat/apartment	1 or 2 storey block	3	38
POA4109	Flat/apartment	1 or 2 storey block	4	4
POA4109	Flat/apartment	3 storey block	1	6
POA4109	Flat/apartment	3 storey block	2	82
POA4109	Flat/apartment	3 storey block	3	8
POA4109	Flat/apartment	4-8 storey block	1	8
POA4109	Flat/apartment	4-8 storey block	2	71
POA4109	Flat/apartment	4-8 storey block	3	22
POA4109	Flat/apartment	Attached to a house		5
POA4109	Flat/apartment	Attached to a house	2	5
POA4109	Flat/apartment	Attached to a house	3	8
POA4109	Flat/apartment	Attached to a house	5	4
POA4109	Flat/apartment	Attached to a house	6	5
POA4109	Separate house			181
POA4109	Separate house		0	18
POA4109	Separate house		1	127
POA4109	Separate house		2	235
POA4109	Separate house		3	3239
POA4109	Separate house		4	3872
POA4109	Separate house		5	1742
POA4109	Separate house		6	646
POA4110				4
POA4110			2	3
POA4110			3	3
POA4110			4	5
POA4110		1 storey		8
POA4110		1 storey	1	9
POA4110		1 storey	2	19
POA4110		1 storey	3	44
POA4110		1 storey	4	11
POA4110		2 storeys or more		7
POA4110		2 storeys or more	1	14
POA4110		2 storeys or more	2	52
POA4110		2 storeys or more	3	209
POA4110		2 storeys or more	4	48
POA4110	Flat/apartment	1 or 2 storey block	1	12
POA4110	Flat/apartment	1 or 2 storey block	2	42
POA4110	Flat/apartment	1 or 2 storey block	3	12
POA4110	Flat/apartment	1 or 2 storey block	4	11
POA4110	Flat/apartment	Attached to a house	2	5
POA4110	Separate house			65
POA4110	Separate house		0	3
POA4110	Separate house		1	62
POA4110	Separate house		2	169
POA4110	Separate house		3	1796
POA4110	Separate house		4	2263
POA4110	Separate house		5	384
POA4110	Separate house		6	50
POA4111	Flat/apartment	1 or 2 storey block	1	22
POA4111	Flat/apartment	1 or 2 storey block	2	47
POA4111	Flat/apartment	1 or 2 storey block	3	14
POA4111	Separate house			5
POA4111	Separate house		2	5
POA4111	Separate house		3	154
POA4111	Separate house		4	54
POA4111	Separate house		5	15
POA4112		1 storey		3
POA4112		1 storey	2	5
POA4112		1 storey	3	51
POA4112		1 storey	4	5
POA4112		2 storeys or more		3
POA4112		2 storeys or more	2	25
POA4112		2 storeys or more	3	248
POA4112		2 storeys or more	4	6
POA4112	Flat/apartment	Attached to a house	2	4
POA4112	Separate house			26
POA4112	Separate house		1	6
POA4112	Separate house		2	31
POA4112	Separate house		3	371
POA4112	Separate house		4	1285
POA4112	Separate house		5	425
POA4112	Separate house		6	76
POA4113				4
POA4113			1	7
POA4113			2	3
POA4113			3	4
POA4113		1 storey	0	3
POA4113		1 storey	2	95
POA4113		1 storey	3	245
POA4113		1 storey	4	3
POA4113		2 storeys or more		44
POA4113		2 storeys or more	0	5
POA4113		2 storeys or more	1	6
POA4113		2 storeys or more	2	210
POA4113		2 storeys or more	3	2010
POA4113		2 storeys or more	4	160
POA4113		2 storeys or more	5	3
POA4113	(Other)			13
POA4113	(Other)		0	29
POA4113	(Other)		1	147
POA4113	(Other)		2	94
POA4113	(Other)		3	20
POA4113	Flat/apartment	1 or 2 storey block		3
POA4113	Flat/apartment	1 or 2 storey block	1	13
POA4113	Flat/apartment	1 or 2 storey block	2	6
POA4113	Flat/apartment	1 or 2 storey block	3	9
POA4113	Flat/apartment	4-8 storey block	1	14
POA4113	Flat/apartment	4-8 storey block	2	8
POA4113	Flat/apartment	4-8 storey block	3	13
POA4113	Flat/apartment	9 or more storey block	1	12
POA4113	Flat/apartment	9 or more storey block	2	67
POA4113	Flat/apartment	9 or more storey block	3	18
POA4113	Flat/apartment	Attached to a house		5
POA4113	Flat/apartment	Attached to a house	2	7
POA4113	Flat/apartment	Attached to a house	3	5
POA4113	Separate house			84
POA4113	Separate house		0	7
POA4113	Separate house		1	24
POA4113	Separate house		2	111
POA4113	Separate house		3	2162
POA4113	Separate house		4	3077
POA4113	Separate house		5	960
POA4113	Separate house		6	218
POA4114				11
POA4114			2	3
POA4114			3	3
POA4114			4	4
POA4114		1 storey		46
POA4114		1 storey	0	6
POA4114		1 storey	1	112
POA4114		1 storey	2	350
POA4114		1 storey	3	218
POA4114		1 storey	4	22
POA4114		2 storeys or more		47
POA4114		2 storeys or more	0	9
POA4114		2 storeys or more	1	105
POA4114		2 storeys or more	2	907
POA4114		2 storeys or more	3	460
POA4114		2 storeys or more	4	21
POA4114	Flat/apartment	1 or 2 storey block		18
POA4114	Flat/apartment	1 or 2 storey block	1	32
POA4114	Flat/apartment	1 or 2 storey block	2	307
POA4114	Flat/apartment	1 or 2 storey block	3	95
POA4114	Flat/apartment	3 storey block	1	17
POA4114	Flat/apartment	3 storey block	2	24
POA4114	Flat/apartment	Attached to a house	2	3
POA4114	Flat/apartment	Attached to a house	3	3
POA4114	Separate house			169
POA4114	Separate house		0	13
POA4114	Separate house		1	37
POA4114	Separate house		2	315
POA4114	Separate house		3	4481
POA4114	Separate house		4	1092
POA4114	Separate house		5	370
POA4114	Separate house		6	105
POA4115			1	5
POA4115			4	11
POA4115		1 storey	2	74
POA4115		1 storey	3	68
POA4115		1 storey	4	11
POA4115		2 storeys or more		18
POA4115		2 storeys or more	1	4
POA4115		2 storeys or more	2	57
POA4115		2 storeys or more	3	526
POA4115		2 storeys or more	4	206
POA4115		2 storeys or more	5	4
POA4115	(Other)		0	10
POA4115	(Other)		1	28
POA4115	Flat/apartment	1 or 2 storey block	1	4
POA4115	Flat/apartment	1 or 2 storey block	2	35
POA4115	Flat/apartment	1 or 2 storey block	3	3
POA4115	Separate house			36
POA4115	Separate house		0	4
POA4115	Separate house		1	6
POA4115	Separate house		2	33
POA4115	Separate house		3	1389
POA4115	Separate house		4	3254
POA4115	Separate house		5	637
POA4115	Separate house		6	68
POA4116			3	6
POA4116		1 storey	2	21
POA4116		1 storey	3	116
POA4116		1 storey	4	5
POA4116		2 storeys or more		32
POA4116		2 storeys or more	1	3
POA4116		2 storeys or more	2	91
POA4116		2 storeys or more	3	1808
POA4116		2 storeys or more	4	120
POA4116	Flat/apartment	3 storey block	3	12
POA4116	Separate house			64
POA4116	Separate house		1	9
POA4116	Separate house		2	23
POA4116	Separate house		3	862
POA4116	Separate house		4	3951
POA4116	Separate house		5	1201
POA4116	Separate house		6	224
POA4117		2 storeys or more		3
POA4117		2 storeys or more	3	80
POA4117		2 storeys or more	4	14
POA4117		2 storeys or more	5	5
POA4117	Separate house			7
POA4117	Separate house		1	4
POA4117	Separate house		2	9
POA4117	Separate house		3	116
POA4117	Separate house		4	513
POA4117	Separate house		5	45
POA4117	Separate house		6	8
POA4118			1	7
POA4118			2	6
POA4118			3	4
POA4118			4	4
POA4118		1 storey	2	42
POA4118		1 storey	3	53
POA4118		1 storey	4	7
POA4118		1 storey	5	4
POA4118		2 storeys or more		14
POA4118		2 storeys or more	2	97
POA4118		2 storeys or more	3	514
POA4118		2 storeys or more	4	24
POA4118	Flat/apartment	1 or 2 storey block	2	30
POA4118	Flat/apartment	1 or 2 storey block	3	54
POA4118	Flat/apartment	3 storey block	1	18
POA4118	Flat/apartment	3 storey block	2	28
POA4118	Flat/apartment	3 storey block	3	8
POA4118	Flat/apartment	Attached to a house	1	4
POA4118	Flat/apartment	Attached to a house	2	10
POA4118	Flat/apartment	Attached to a house	3	7
POA4118	Flat/apartment	Attached to a house	6	3
POA4118	Separate house			107
POA4118	Separate house		0	7
POA4118	Separate house		1	16
POA4118	Separate house		2	153
POA4118	Separate house		3	3834
POA4118	Separate house		4	4236
POA4118	Separate house		5	688
POA4118	Separate house		6	200
POA4119		1 storey		3
POA4119		1 storey	1	16
POA4119		1 storey	2	8
POA4119		1 storey	3	4
POA4119		2 storeys or more		4
POA4119		2 storeys or more	2	43
POA4119		2 storeys or more	3	211
POA4119		2 storeys or more	4	8
POA4119	Flat/apartment	1 or 2 storey block	2	14
POA4119	Flat/apartment	4-8 storey block	2	8
POA4119	Separate house			23
POA4119	Separate house		0	4
POA4119	Separate house		1	9
POA4119	Separate house		2	30
POA4119	Separate house		3	584
POA4119	Separate house		4	858
POA4119	Separate house		5	264
POA4119	Separate house		6	41
POA4120			1	9
POA4120			2	13
POA4120			3	3
POA4120		1 storey	1	4
POA4120		1 storey	2	5
POA4120		2 storeys or more		4
POA4120		2 storeys or more	1	18
POA4120		2 storeys or more	2	116
POA4120		2 storeys or more	3	200
POA4120		2 storeys or more	4	24
POA4120		2 storeys or more	5	3
POA4120	(Other)		2	13
POA4120	(Other)		3	5
POA4120	Flat/apartment	1 or 2 storey block		19
POA4120	Flat/apartment	1 or 2 storey block	0	33
POA4120	Flat/apartment	1 or 2 storey block	1	298
POA4120	Flat/apartment	1 or 2 storey block	2	422
POA4120	Flat/apartment	1 or 2 storey block	3	126
POA4120	Flat/apartment	1 or 2 storey block	4	13
POA4120	Flat/apartment	1 or 2 storey block	5	5
POA4120	Flat/apartment	1 or 2 storey block	6	4
POA4120	Flat/apartment	3 storey block		12
POA4120	Flat/apartment	3 storey block	0	7
POA4120	Flat/apartment	3 storey block	1	61
POA4120	Flat/apartment	3 storey block	2	654
POA4120	Flat/apartment	3 storey block	3	111
POA4120	Flat/apartment	3 storey block	5	5
POA4120	Flat/apartment	4-8 storey block	1	83
POA4120	Flat/apartment	4-8 storey block	2	223
POA4120	Flat/apartment	4-8 storey block	3	24
POA4120	Flat/apartment	9 or more storey block	1	51
POA4120	Flat/apartment	9 or more storey block	2	132
POA4120	Flat/apartment	9 or more storey block	3	37
POA4120	Separate house			19
POA4120	Separate house		0	3
POA4120	Separate house		1	70
POA4120	Separate house		2	392
POA4120	Separate house		3	702
POA4120	Separate house		4	439
POA4120	Separate house		5	190
POA4120	Separate house		6	46
POA4121		1 storey	1	12
POA4121		1 storey	2	7
POA4121		2 storeys or more		3
POA4121		2 storeys or more	1	33
POA4121		2 storeys or more	2	105
POA4121		2 storeys or more	3	187
POA4121		2 storeys or more	4	17
POA4121		2 storeys or more	5	4
POA4121	Flat/apartment	1 or 2 storey block		11
POA4121	Flat/apartment	1 or 2 storey block	0	20
POA4121	Flat/apartment	1 or 2 storey block	1	199
POA4121	Flat/apartment	1 or 2 storey block	2	257
POA4121	Flat/apartment	1 or 2 storey block	3	78
POA4121	Flat/apartment	1 or 2 storey block	4	4
POA4121	Flat/apartment	1 or 2 storey block	5	3
POA4121	Flat/apartment	3 storey block		5
POA4121	Flat/apartment	3 storey block	0	4
POA4121	Flat/apartment	3 storey block	1	27
POA4121	Flat/apartment	3 storey block	2	288
POA4121	Flat/apartment	3 storey block	3	51
POA4121	Flat/apartment	3 storey block	4	4
POA4121	Flat/apartment	4-8 storey block		4
POA4121	Flat/apartment	4-8 storey block	1	13
POA4121	Flat/apartment	4-8 storey block	2	79
POA4121	Flat/apartment	4-8 storey block	3	17
POA4121	Flat/apartment	Attached to a house	2	5
POA4121	Flat/apartment	Attached to a house	5	3
POA4121	Separate house			57
POA4121	Separate house		0	7
POA4121	Separate house		1	48
POA4121	Separate house		2	639
POA4121	Separate house		3	3458
POA4121	Separate house		4	2462
POA4121	Separate house		5	1013
POA4121	Separate house		6	166
POA4122			1	6
POA4122			3	5
POA4122		1 storey		6
POA4122		1 storey	0	15
POA4122		1 storey	1	32
POA4122		1 storey	2	162
POA4122		1 storey	3	60
POA4122		1 storey	4	7
POA4122		2 storeys or more		15
POA4122		2 storeys or more	1	50
POA4122		2 storeys or more	2	463
POA4122		2 storeys or more	3	1176
POA4122		2 storeys or more	4	48
POA4122		2 storeys or more	5	4
POA4122		2 storeys or more	6	4
POA4122	(Other)		2	3
POA4122	Flat/apartment	1 or 2 storey block		22
POA4122	Flat/apartment	1 or 2 storey block	0	29
POA4122	Flat/apartment	1 or 2 storey block	1	235
POA4122	Flat/apartment	1 or 2 storey block	2	248
POA4122	Flat/apartment	1 or 2 storey block	3	221
POA4122	Flat/apartment	1 or 2 storey block	4	7
POA4122	Flat/apartment	1 or 2 storey block	5	3
POA4122	Flat/apartment	3 storey block		9
POA4122	Flat/apartment	3 storey block	0	10
POA4122	Flat/apartment	3 storey block	1	97
POA4122	Flat/apartment	3 storey block	2	549
POA4122	Flat/apartment	3 storey block	3	126
POA4122	Flat/apartment	4-8 storey block		12
POA4122	Flat/apartment	4-8 storey block	0	4
POA4122	Flat/apartment	4-8 storey block	1	121
POA4122	Flat/apartment	4-8 storey block	2	650
POA4122	Flat/apartment	4-8 storey block	3	132
POA4122	Flat/apartment	9 or more storey block	1	22
POA4122	Flat/apartment	9 or more storey block	2	120
POA4122	Flat/apartment	9 or more storey block	3	53
POA4122	Flat/apartment	Attached to a house	1	3
POA4122	Flat/apartment	Attached to a house	2	10
POA4122	Separate house			102
POA4122	Separate house		0	15
POA4122	Separate house		1	89
POA4122	Separate house		2	571
POA4122	Separate house		3	5706
POA4122	Separate house		4	4064
POA4122	Separate house		5	1272
POA4122	Separate house		6	273
POA4123			3	4
POA4123		1 storey		4
POA4123		1 storey	2	144
POA4123		1 storey	3	46
POA4123		1 storey	4	3
POA4123		2 storeys or more		10
POA4123		2 storeys or more	2	162
POA4123		2 storeys or more	3	197
POA4123		2 storeys or more	4	95
POA4123		2 storeys or more	5	4
POA4123	(Other)		2	23
POA4123	(Other)		3	5
POA4123	Flat/apartment	1 or 2 storey block		3
POA4123	Flat/apartment	1 or 2 storey block	0	8
POA4123	Flat/apartment	1 or 2 storey block	1	22
POA4123	Flat/apartment	1 or 2 storey block	2	35
POA4123	Flat/apartment	1 or 2 storey block	3	14
POA4123	Flat/apartment	1 or 2 storey block	6	3
POA4123	Separate house			66
POA4123	Separate house		0	8
POA4123	Separate house		1	19
POA4123	Separate house		2	65
POA4123	Separate house		3	2890
POA4123	Separate house		4	2637
POA4123	Separate house		5	976
POA4123	Separate house		6	158
POA4124			3	4
POA4124			4	3
POA4124		1 storey		12
POA4124		1 storey	1	12
POA4124		1 storey	2	141
POA4124		1 storey	3	169
POA4124		2 storeys or more	1	4
POA4124		2 storeys or more	3	31
POA4124	Flat/apartment	Attached to a house	1	4
POA4124	Flat/apartment	Attached to a house	2	15
POA4124	Separate house			91
POA4124	Separate house		0	6
POA4124	Separate house		1	27
POA4124	Separate house		2	162
POA4124	Separate house		3	1850
POA4124	Separate house		4	3506
POA4124	Separate house		5	841
POA4124	Separate house		6	323
POA4125				4
POA4125			1	5
POA4125			3	12
POA4125			4	6
POA4125		1 storey		10
POA4125		1 storey	0	7
POA4125		1 storey	1	20
POA4125		1 storey	2	143
POA4125		1 storey	3	119
POA4125		1 storey	4	29
POA4125		2 storeys or more		5
POA4125		2 storeys or more	2	29
POA4125		2 storeys or more	3	101
POA4125		2 storeys or more	4	25
POA4125		2 storeys or more	5	5
POA4125		2 storeys or more	6	6
POA4125	(Other)			3
POA4125	(Other)		1	17
POA4125	(Other)		2	15
POA4125	Flat/apartment	Attached to a house	2	5
POA4125	Separate house			83
POA4125	Separate house		0	6
POA4125	Separate house		1	35
POA4125	Separate house		2	482
POA4125	Separate house		3	843
POA4125	Separate house		4	1918
POA4125	Separate house		5	308
POA4125	Separate house		6	120
POA4127			3	4
POA4127			4	3
POA4127		1 storey		8
POA4127		1 storey	1	44
POA4127		1 storey	2	188
POA4127		1 storey	3	142
POA4127		2 storeys or more		25
POA4127		2 storeys or more	1	13
