POA_CODE_2021	Age	ProvidedUnpaidDisabilityAssistance	Sex	adults
POA2760	85+	1	M	17
POA2761	15-19		F	70
POA2761	15-19		M	92
POA2761	15-19	0	F	1102
POA2761	15-19	0	M	1118
POA2761	15-19	1	F	65
POA2761	15-19	1	M	54
POA2761	20-24		F	74
POA2761	20-24		M	105
POA2761	20-24	0	F	1045
POA2761	20-24	0	M	1214
POA2761	20-24	1	F	78
POA2761	20-24	1	M	61
POA2761	25-34		F	157
POA2761	25-34		M	153
POA2761	25-34	0	F	2133
POA2761	25-34	0	M	2043
POA2761	25-34	1	F	242
POA2761	25-34	1	M	156
POA2761	35-44		F	146
POA2761	35-44		M	156
POA2761	35-44	0	F	2163
POA2761	35-44	0	M	2151
POA2761	35-44	1	F	338
POA2761	35-44	1	M	221
POA2761	45-54		F	113
POA2761	45-54		M	98
POA2761	45-54	0	F	1898
POA2761	45-54	0	M	1911
POA2761	45-54	1	F	353
POA2761	45-54	1	M	229
POA2761	55-64		F	76
POA2761	55-64		M	85
POA2761	55-64	0	F	1610
POA2761	55-64	0	M	1642
POA2761	55-64	1	F	282
POA2761	55-64	1	M	200
POA2761	65-74		F	49
POA2761	65-74		M	41
POA2761	65-74	0	F	933
POA2761	65-74	0	M	887
POA2761	65-74	1	F	123
POA2761	65-74	1	M	85
POA2761	75-84		F	16
POA2761	75-84		M	17
POA2761	75-84	0	F	337
POA2761	75-84	0	M	289
POA2761	75-84	1	F	33
POA2761	75-84	1	M	33
POA2761	85+		F	11
POA2761	85+		M	7
POA2761	85+	0	F	181
POA2761	85+	0	M	66
POA2761	85+	1	F	9
POA2761	85+	1	M	4
POA2762	15-19		F	29
POA2762	15-19		M	31
POA2762	15-19	0	F	468
POA2762	15-19	0	M	518
POA2762	15-19	1	F	27
POA2762	15-19	1	M	22
POA2762	20-24		F	41
POA2762	20-24		M	62
POA2762	20-24	0	F	524
POA2762	20-24	0	M	560
POA2762	20-24	1	F	36
POA2762	20-24	1	M	24
POA2762	25-34		F	129
POA2762	25-34		M	135
POA2762	25-34	0	F	2039
POA2762	25-34	0	M	1681
POA2762	25-34	1	F	160
POA2762	25-34	1	M	92
POA2762	35-44		F	122
POA2762	35-44		M	147
POA2762	35-44	0	F	2119
POA2762	35-44	0	M	2419
POA2762	35-44	1	F	256
POA2762	35-44	1	M	194
POA2762	45-54		F	60
POA2762	45-54		M	57
POA2762	45-54	0	F	737
POA2762	45-54	0	M	819
POA2762	45-54	1	F	127
POA2762	45-54	1	M	103
POA2762	55-64		F	29
POA2762	55-64		M	32
POA2762	55-64	0	F	463
POA2762	55-64	0	M	419
POA2762	55-64	1	F	90
POA2762	55-64	1	M	54
POA2762	65-74		F	23
POA2762	65-74		M	17
POA2762	65-74	0	F	274
POA2762	65-74	0	M	282
POA2762	65-74	1	F	41
POA2762	65-74	1	M	31
POA2762	75-84		F	7
POA2762	75-84		M	3
POA2762	75-84	0	F	77
POA2762	75-84	0	M	80
POA2762	75-84	1	F	14
POA2762	75-84	1	M	8
POA2762	85+		M	3
POA2762	85+	0	F	26
POA2762	85+	0	M	16
POA2762	85+	1	M	4
POA2763	15-19		F	47
POA2763	15-19		M	58
POA2763	15-19	0	F	817
POA2763	15-19	0	M	906
POA2763	15-19	1	F	51
POA2763	15-19	1	M	23
POA2763	20-24		F	42
POA2763	20-24		M	52
POA2763	20-24	0	F	883
POA2763	20-24	0	M	981
POA2763	20-24	1	F	72
POA2763	20-24	1	M	58
POA2763	25-34		F	137
POA2763	25-34		M	140
POA2763	25-34	0	F	2224
POA2763	25-34	0	M	2062
POA2763	25-34	1	F	214
POA2763	25-34	1	M	136
POA2763	35-44		F	122
POA2763	35-44		M	146
POA2763	35-44	0	F	2505
POA2763	35-44	0	M	2688
POA2763	35-44	1	F	367
POA2763	35-44	1	M	271
POA2763	45-54		F	88
POA2763	45-54		M	85
POA2763	45-54	0	F	1645
POA2763	45-54	0	M	1663
POA2763	45-54	1	F	349
POA2763	45-54	1	M	228
POA2763	55-64		F	55
POA2763	55-64		M	47
POA2763	55-64	0	F	1360
POA2763	55-64	0	M	1299
POA2763	55-64	1	F	298
POA2763	55-64	1	M	168
POA2763	65-74		F	50
POA2763	65-74		M	50
POA2763	65-74	0	F	1017
POA2763	65-74	0	M	915
POA2763	65-74	1	F	122
POA2763	65-74	1	M	127
POA2763	75-84		F	18
POA2763	75-84		M	19
POA2763	75-84	0	F	370
POA2763	75-84	0	M	328
POA2763	75-84	1	F	19
POA2763	75-84	1	M	41
POA2763	85+		F	8
POA2763	85+		M	10
POA2763	85+	0	F	139
POA2763	85+	0	M	69
POA2763	85+	1	F	5
POA2763	85+	1	M	7
POA2765	15-19		F	51
POA2765	15-19		M	93
POA2765	15-19	0	F	947
POA2765	15-19	0	M	1047
POA2765	15-19	1	F	49
POA2765	15-19	1	M	49
POA2765	20-24		F	118
POA2765	20-24		M	138
POA2765	20-24	0	F	1027
POA2765	20-24	0	M	1053
POA2765	20-24	1	F	49
POA2765	20-24	1	M	60
POA2765	25-34		F	349
POA2765	25-34		M	460
POA2765	25-34	0	F	3780
POA2765	25-34	0	M	3231
POA2765	25-34	1	F	335
POA2765	25-34	1	M	184
POA2765	35-44		F	324
POA2765	35-44		M	465
POA2765	35-44	0	F	3662
POA2765	35-44	0	M	4044
POA2765	35-44	1	F	461
POA2765	35-44	1	M	384
POA2765	45-54		F	151
POA2765	45-54		M	242
POA2765	45-54	0	F	1711
POA2765	45-54	0	M	1971
POA2765	45-54	1	F	348
POA2765	45-54	1	M	213
POA2765	55-64		F	102
POA2765	55-64		M	117
POA2765	55-64	0	F	1272
POA2765	55-64	0	M	1250
POA2765	55-64	1	F	288
POA2765	55-64	1	M	153
POA2765	65-74		F	74
POA2765	65-74		M	89
POA2765	65-74	0	F	954
POA2765	65-74	0	M	957
POA2765	65-74	1	F	159
POA2765	65-74	1	M	115
POA2765	75-84		F	47
POA2765	75-84		M	33
POA2765	75-84	0	F	420
POA2765	75-84	0	M	409
POA2765	75-84	1	F	51
POA2765	75-84	1	M	43
POA2765	85+		F	8
POA2765	85+		M	13
POA2765	85+	0	F	120
POA2765	85+	0	M	79
POA2765	85+	1	F	3
POA2765	85+	1	M	17
POA2766	15-19		F	31
POA2766	15-19		M	28
POA2766	15-19	0	F	448
POA2766	15-19	0	M	477
POA2766	15-19	1	F	32
POA2766	15-19	1	M	17
POA2766	20-24		F	43
POA2766	20-24		M	51
POA2766	20-24	0	F	494
POA2766	20-24	0	M	518
POA2766	20-24	1	F	38
POA2766	20-24	1	M	31
POA2766	25-34		F	100
POA2766	25-34		M	105
POA2766	25-34	0	F	1013
POA2766	25-34	0	M	969
POA2766	25-34	1	F	107
POA2766	25-34	1	M	58
POA2766	35-44		F	73
POA2766	35-44		M	88
POA2766	35-44	0	F	970
POA2766	35-44	0	M	1024
POA2766	35-44	1	F	157
POA2766	35-44	1	M	129
POA2766	45-54		F	53
POA2766	45-54		M	64
POA2766	45-54	0	F	777
POA2766	45-54	0	M	843
POA2766	45-54	1	F	149
POA2766	45-54	1	M	123
POA2766	55-64		F	62
POA2766	55-64		M	66
POA2766	55-64	0	F	747
POA2766	55-64	0	M	750
POA2766	55-64	1	F	141
POA2766	55-64	1	M	91
POA2766	65-74		F	55
POA2766	65-74		M	44
POA2766	65-74	0	F	609
POA2766	65-74	0	M	586
POA2766	65-74	1	F	92
POA2766	65-74	1	M	51
POA2766	75-84		F	71
POA2766	75-84		M	39
POA2766	75-84	0	F	319
POA2766	75-84	0	M	244
POA2766	75-84	1	F	22
POA2766	75-84	1	M	30
POA2766	85+		F	147
POA2766	85+		M	38
POA2766	85+	0	F	269
POA2766	85+	0	M	95
POA2766	85+	1	F	6
POA2766	85+	1	M	6
POA2767	15-19		F	64
POA2767	15-19		M	51
POA2767	15-19	0	F	619
POA2767	15-19	0	M	680
POA2767	15-19	1	F	37
POA2767	15-19	1	M	46
POA2767	20-24		F	47
POA2767	20-24		M	44
POA2767	20-24	0	F	654
POA2767	20-24	0	M	765
POA2767	20-24	1	F	56
POA2767	20-24	1	M	45
POA2767	25-34		F	119
POA2767	25-34		M	132
POA2767	25-34	0	F	1338
POA2767	25-34	0	M	1420
POA2767	25-34	1	F	159
POA2767	25-34	1	M	113
POA2767	35-44		F	138
POA2767	35-44		M	102
POA2767	35-44	0	F	1440
POA2767	35-44	0	M	1419
POA2767	35-44	1	F	285
POA2767	35-44	1	M	170
POA2767	45-54		F	83
POA2767	45-54		M	108
POA2767	45-54	0	F	1194
POA2767	45-54	0	M	1258
POA2767	45-54	1	F	241
POA2767	45-54	1	M	157
POA2767	55-64		F	62
POA2767	55-64		M	54
POA2767	55-64	0	F	1126
POA2767	55-64	0	M	1123
POA2767	55-64	1	F	230
POA2767	55-64	1	M	136
POA2767	65-74		F	64
POA2767	65-74		M	42
POA2767	65-74	0	F	888
POA2767	65-74	0	M	801
POA2767	65-74	1	F	123
POA2767	65-74	1	M	100
POA2767	75-84		F	30
POA2767	75-84		M	19
POA2767	75-84	0	F	333
POA2767	75-84	0	M	294
POA2767	75-84	1	F	39
POA2767	75-84	1	M	36
POA2767	85+		F	14
POA2767	85+		M	7
POA2767	85+	0	F	109
POA2767	85+	0	M	79
POA2767	85+	1	F	10
POA2767	85+	1	M	8
POA2768	15-19		F	30
POA2768	15-19		M	53
POA2768	15-19	0	F	945
POA2768	15-19	0	M	1064
POA2768	15-19	1	F	45
POA2768	15-19	1	M	45
POA2768	20-24		F	24
POA2768	20-24		M	182
POA2768	20-24	0	F	808
POA2768	20-24	0	M	880
POA2768	20-24	1	F	51
POA2768	20-24	1	M	46
POA2768	25-34		F	55
POA2768	25-34		M	535
POA2768	25-34	0	F	1251
POA2768	25-34	0	M	1184
POA2768	25-34	1	F	112
POA2768	25-34	1	M	101
POA2768	35-44		F	89
POA2768	35-44		M	455
POA2768	35-44	0	F	2140
POA2768	35-44	0	M	2003
POA2768	35-44	1	F	332
POA2768	35-44	1	M	228
POA2768	45-54		F	40
POA2768	45-54		M	226
POA2768	45-54	0	F	1756
POA2768	45-54	0	M	1816
POA2768	45-54	1	F	349
POA2768	45-54	1	M	236
POA2768	55-64		F	28
POA2768	55-64		M	96
POA2768	55-64	0	F	1235
POA2768	55-64	0	M	1286
POA2768	55-64	1	F	201
POA2768	55-64	1	M	141
POA2768	65-74		F	25
POA2768	65-74		M	37
POA2768	65-74	0	F	843
POA2768	65-74	0	M	784
POA2768	65-74	1	F	123
POA2768	65-74	1	M	80
POA2768	75-84		F	23
POA2768	75-84		M	21
POA2768	75-84	0	F	357
POA2768	75-84	0	M	304
POA2768	75-84	1	F	34
POA2768	75-84	1	M	44
POA2768	85+		F	6
POA2768	85+		M	5
POA2768	85+	0	F	71
POA2768	85+	0	M	52
POA2768	85+	1	F	5
POA2768	85+	1	M	3
POA2769	15-19		F	20
POA2769	15-19		M	22
POA2769	15-19	0	F	446
POA2769	15-19	0	M	485
POA2769	15-19	1	F	18
POA2769	15-19	1	M	18
POA2769	20-24		F	4
POA2769	20-24		M	14
POA2769	20-24	0	F	286
POA2769	20-24	0	M	322
POA2769	20-24	1	F	23
POA2769	20-24	1	M	10
POA2769	25-34		F	38
POA2769	25-34		M	30
POA2769	25-34	0	F	746
POA2769	25-34	0	M	610
POA2769	25-34	1	F	63
POA2769	25-34	1	M	33
POA2769	35-44		F	70
POA2769	35-44		M	78
POA2769	35-44	0	F	1819
POA2769	35-44	0	M	1734
POA2769	35-44	1	F	223
POA2769	35-44	1	M	155
POA2769	45-54		F	17
POA2769	45-54		M	23
POA2769	45-54	0	F	777
POA2769	45-54	0	M	950
POA2769	45-54	1	F	131
POA2769	45-54	1	M	103
POA2769	55-64		F	17
POA2769	55-64		M	9
POA2769	55-64	0	F	378
POA2769	55-64	0	M	374
POA2769	55-64	1	F	71
POA2769	55-64	1	M	58
POA2769	65-74		F	19
POA2769	65-74		M	8
POA2769	65-74	0	F	393
POA2769	65-74	0	M	288
POA2769	65-74	1	F	50
POA2769	65-74	1	M	28
POA2769	75-84		F	10
POA2769	75-84		M	15
POA2769	75-84	0	F	206
POA2769	75-84	0	M	156
POA2769	75-84	1	F	6
POA2769	75-84	1	M	16
POA2769	85+		F	8
POA2769	85+	0	F	74
POA2769	85+	0	M	45
POA2769	85+	1	M	12
POA2770	15-19		F	214
POA2770	15-19		M	277
POA2770	15-19	0	F	1755
POA2770	15-19	0	M	1897
POA2770	15-19	1	F	135
POA2770	15-19	1	M	97
POA2770	20-24		F	217
POA2770	20-24		M	250
POA2770	20-24	0	F	1795
POA2770	20-24	0	M	1847
POA2770	20-24	1	F	147
POA2770	20-24	1	M	140
POA2770	25-34		F	550
POA2770	25-34		M	509
POA2770	25-34	0	F	3441
POA2770	25-34	0	M	3272
POA2770	25-34	1	F	548
POA2770	25-34	1	M	311
POA2770	35-44		F	486
POA2770	35-44		M	472
POA2770	35-44	0	F	2894
POA2770	35-44	0	M	2975
POA2770	35-44	1	F	696
POA2770	35-44	1	M	385
POA2770	45-54		F	343
POA2770	45-54		M	393
POA2770	45-54	0	F	2699
POA2770	45-54	0	M	2814
POA2770	45-54	1	F	661
POA2770	45-54	1	M	410
POA2770	55-64		F	244
POA2770	55-64		M	265
POA2770	55-64	0	F	2498
POA2770	55-64	0	M	2592
POA2770	55-64	1	F	518
POA2770	55-64	1	M	336
POA2770	65-74		F	231
POA2770	65-74		M	182
POA2770	65-74	0	F	1959
POA2770	65-74	0	M	1795
POA2770	65-74	1	F	329
POA2770	65-74	1	M	221
POA2770	75-84		F	127
POA2770	75-84		M	114
POA2770	75-84	0	F	1019
POA2770	75-84	0	M	884
POA2770	75-84	1	F	111
POA2770	75-84	1	M	111
POA2770	85+		F	34
POA2770	85+		M	16
POA2770	85+	0	F	235
POA2770	85+	0	M	176
POA2770	85+	1	F	14
POA2770	85+	1	M	17
POA2773	15-19		F	8
POA2773	15-19	0	F	178
POA2773	15-19	0	M	219
POA2773	15-19	1	F	16
POA2773	15-19	1	M	6
POA2773	20-24		F	4
POA2773	20-24		M	4
POA2773	20-24	0	F	123
POA2773	20-24	0	M	158
POA2773	20-24	1	F	17
POA2773	20-24	1	M	8
POA2773	25-34		F	6
POA2773	25-34		M	3
POA2773	25-34	0	F	196
POA2773	25-34	0	M	191
POA2773	25-34	1	F	24
POA2773	25-34	1	M	22
POA2773	35-44		F	6
POA2773	35-44		M	12
POA2773	35-44	0	F	321
POA2773	35-44	0	M	285
POA2773	35-44	1	F	40
POA2773	35-44	1	M	24
POA2773	45-54		F	10
POA2773	45-54		M	20
POA2773	45-54	0	F	343
POA2773	45-54	0	M	371
POA2773	45-54	1	F	113
POA2773	45-54	1	M	53
POA2773	55-64		F	4
POA2773	55-64		M	4
POA2773	55-64	0	F	332
POA2773	55-64	0	M	334
POA2773	55-64	1	F	118
POA2773	55-64	1	M	72
POA2773	65-74		F	6
POA2773	65-74		M	3
POA2773	65-74	0	F	286
POA2773	65-74	0	M	309
POA2773	65-74	1	F	57
POA2773	65-74	1	M	54
POA2773	75-84		F	8
POA2773	75-84		M	3
POA2773	75-84	0	F	168
POA2773	75-84	0	M	157
POA2773	75-84	1	F	15
POA2773	75-84	1	M	19
POA2773	85+		F	4
POA2773	85+	0	F	66
POA2773	85+	0	M	35
POA2773	85+	1	M	9
POA2774	15-19		F	10
POA2774	15-19		M	14
POA2774	15-19	0	F	361
POA2774	15-19	0	M	431
POA2774	15-19	1	F	20
POA2774	15-19	1	M	34
POA2774	20-24		F	8
POA2774	20-24		M	10
POA2774	20-24	0	F	263
POA2774	20-24	0	M	284
POA2774	20-24	1	F	24
POA2774	20-24	1	M	20
POA2774	25-34		F	22
POA2774	25-34		M	21
POA2774	25-34	0	F	599
POA2774	25-34	0	M	620
POA2774	25-34	1	F	60
POA2774	25-34	1	M	34
POA2774	35-44		F	26
POA2774	35-44		M	36
POA2774	35-44	0	F	775
POA2774	35-44	0	M	741
POA2774	35-44	1	F	167
POA2774	35-44	1	M	83
POA2774	45-54		F	13
POA2774	45-54		M	22
POA2774	45-54	0	F	638
POA2774	45-54	0	M	694
POA2774	45-54	1	F	214
POA2774	45-54	1	M	133
POA2774	55-64		F	17
POA2774	55-64		M	16
POA2774	55-64	0	F	604
POA2774	55-64	0	M	592
POA2774	55-64	1	F	217
POA2774	55-64	1	M	126
POA2774	65-74		F	15
POA2774	65-74		M	12
POA2774	65-74	0	F	635
POA2774	65-74	0	M	594
POA2774	65-74	1	F	143
POA2774	65-74	1	M	101
POA2774	75-84		F	20
POA2774	75-84		M	5
POA2774	75-84	0	F	320
POA2774	75-84	0	M	279
POA2774	75-84	1	F	57
POA2774	75-84	1	M	46
POA2774	85+		F	11
POA2774	85+		M	3
POA2774	85+	0	F	68
POA2774	85+	0	M	62
POA2774	85+	1	F	8
POA2774	85+	1	M	11
POA2775	15-19	0	F	25
POA2775	15-19	0	M	29
POA2775	15-19	1	M	3
POA2775	20-24		F	3
POA2775	20-24	0	F	13
POA2775	20-24	0	M	22
POA2775	20-24	1	F	3
POA2775	25-34		F	11
POA2775	25-34		M	10
POA2775	25-34	0	F	36
POA2775	25-34	0	M	46
POA2775	25-34	1	F	9
POA2775	35-44		F	13
POA2775	35-44		M	15
POA2775	35-44	0	F	52
POA2775	35-44	0	M	59
POA2775	35-44	1	F	8
POA2775	35-44	1	M	7
POA2775	45-54		F	8
POA2775	45-54		M	19
POA2775	45-54	0	F	84
POA2775	45-54	0	M	128
POA2775	45-54	1	F	19
POA2775	45-54	1	M	18
POA2775	55-64		F	13
POA2775	55-64		M	22
POA2775	55-64	0	F	111
POA2775	55-64	0	M	140
POA2775	55-64	1	F	11
POA2775	55-64	1	M	17
POA2775	65-74		F	6
POA2775	65-74		M	13
POA2775	65-74	0	F	69
POA2775	65-74	0	M	104
POA2775	65-74	1	F	17
POA2775	65-74	1	M	11
POA2775	75-84		F	3
POA2775	75-84		M	4
POA2775	75-84	0	F	54
POA2775	75-84	0	M	59
POA2775	75-84	1	F	9
POA2775	75-84	1	M	9
POA2775	85+	0	F	6
POA2775	85+	0	M	15
POA2776	15-19		M	7
POA2776	15-19	0	F	125
POA2776	15-19	0	M	120
POA2776	15-19	1	F	11
POA2776	15-19	1	M	3
POA2776	20-24		F	3
POA2776	20-24	0	F	75
POA2776	20-24	0	M	96
POA2776	20-24	1	F	7
POA2776	20-24	1	M	8
POA2776	25-34		F	6
POA2776	25-34		M	5
POA2776	25-34	0	F	190
POA2776	25-34	0	M	166
POA2776	25-34	1	F	27
POA2776	25-34	1	M	15
POA2776	35-44		F	7
POA2776	35-44		M	11
POA2776	35-44	0	F	235
POA2776	35-44	0	M	248
POA2776	35-44	1	F	50
POA2776	35-44	1	M	33
POA2776	45-54		F	10
POA2776	45-54		M	4
POA2776	45-54	0	F	197
POA2776	45-54	0	M	222
POA2776	45-54	1	F	78
POA2776	45-54	1	M	59
POA2776	55-64		F	5
POA2776	55-64		M	9
POA2776	55-64	0	F	232
POA2776	55-64	0	M	214
POA2776	55-64	1	F	64
POA2776	55-64	1	M	36
POA2776	65-74		F	6
POA2776	65-74		M	7
POA2776	65-74	0	F	186
POA2776	65-74	0	M	175
POA2776	65-74	1	F	46
POA2776	65-74	1	M	24
POA2776	75-84		F	5
POA2776	75-84		M	3
POA2776	75-84	0	F	82
POA2776	75-84	0	M	79
POA2776	75-84	1	F	13
POA2776	75-84	1	M	14
POA2776	85+		F	3
POA2776	85+		M	5
POA2776	85+	0	F	28
POA2776	85+	0	M	18
POA2776	85+	1	F	5
POA2776	85+	1	M	4
POA2777	15-19		F	13
POA2777	15-19		M	11
POA2777	15-19	0	F	494
POA2777	15-19	0	M	549
POA2777	15-19	1	F	24
POA2777	15-19	1	M	34
POA2777	20-24		F	8
POA2777	20-24		M	5
POA2777	20-24	0	F	374
POA2777	20-24	0	M	429
POA2777	20-24	1	F	25
POA2777	20-24	1	M	30
POA2777	25-34		F	25
POA2777	25-34		M	23
POA2777	25-34	0	F	707
POA2777	25-34	0	M	727
POA2777	25-34	1	F	77
POA2777	25-34	1	M	48
POA2777	35-44		F	25
POA2777	35-44		M	33
POA2777	35-44	0	F	903
POA2777	35-44	0	M	907
POA2777	35-44	1	F	195
POA2777	35-44	1	M	115
POA2777	45-54		F	22
POA2777	45-54		M	27
POA2777	45-54	0	F	958
POA2777	45-54	0	M	1013
POA2777	45-54	1	F	296
POA2777	45-54	1	M	185
POA2777	55-64		F	30
POA2777	55-64		M	26
POA2777	55-64	0	F	925
POA2777	55-64	0	M	885
POA2777	55-64	1	F	305
POA2777	55-64	1	M	175
POA2777	65-74		F	19
POA2777	65-74		M	28
POA2777	65-74	0	F	941
POA2777	65-74	0	M	861
POA2777	65-74	1	F	173
POA2777	65-74	1	M	116
POA2777	75-84		F	47
POA2777	75-84		M	34
POA2777	75-84	0	F	559
POA2777	75-84	0	M	406
POA2777	75-84	1	F	65
POA2777	75-84	1	M	56
POA2777	85+		F	80
POA2777	85+		M	7
POA2777	85+	0	F	293
POA2777	85+	0	M	164
POA2777	85+	1	F	19
POA2777	85+	1	M	19
POA2778	15-19		M	4
POA2778	15-19	0	F	58
POA2778	15-19	0	M	84
POA2778	15-19	1	F	10
POA2778	15-19	1	M	4
POA2778	20-24	0	F	45
POA2778	20-24	0	M	75
POA2778	20-24	1	F	8
POA2778	25-34		M	4
POA2778	25-34	0	F	109
POA2778	25-34	0	M	105
POA2778	25-34	1	F	12
POA2778	25-34	1	M	7
POA2778	35-44		F	3
POA2778	35-44		M	4
POA2778	35-44	0	F	116
POA2778	35-44	0	M	115
POA2778	35-44	1	F	21
POA2778	35-44	1	M	17
POA2778	45-54		F	11
POA2778	45-54	0	F	151
POA2778	45-54	0	M	127
POA2778	45-54	1	F	45
POA2778	45-54	1	M	34
POA2778	55-64		F	6
POA2778	55-64		M	8
POA2778	55-64	0	F	165
POA2778	55-64	0	M	152
POA2778	55-64	1	F	43
POA2778	55-64	1	M	39
POA2778	65-74		F	4
POA2778	65-74		M	5
POA2778	65-74	0	F	124
POA2778	65-74	0	M	144
POA2778	65-74	1	F	22
POA2778	65-74	1	M	14
POA2778	75-84		M	6
POA2778	75-84	0	F	46
POA2778	75-84	0	M	44
POA2778	75-84	1	F	6
POA2778	75-84	1	M	8
POA2778	85+		F	5
POA2778	85+	0	F	16
POA2778	85+	0	M	10
POA2778	85+	1	M	4
POA2779	15-19		F	4
POA2779	15-19		M	6
POA2779	15-19	0	F	142
POA2779	15-19	0	M	171
POA2779	15-19	1	F	10
POA2779	15-19	1	M	5
POA2779	20-24	0	F	107
POA2779	20-24	0	M	116
POA2779	20-24	1	F	10
POA2779	20-24	1	M	7
POA2779	25-34		F	9
POA2779	25-34		M	15
POA2779	25-34	0	F	225
POA2779	25-34	0	M	220
POA2779	25-34	1	F	26
POA2779	25-34	1	M	26
POA2779	35-44		F	14
POA2779	35-44		M	8
POA2779	35-44	0	F	282
POA2779	35-44	0	M	284
POA2779	35-44	1	F	70
POA2779	35-44	1	M	40
POA2779	45-54		F	12
POA2779	45-54		M	15
POA2779	45-54	0	F	262
POA2779	45-54	0	M	269
POA2779	45-54	1	F	118
POA2779	45-54	1	M	61
POA2779	55-64		F	9
POA2779	55-64		M	7
POA2779	55-64	0	F	275
POA2779	55-64	0	M	242
POA2779	55-64	1	F	84
POA2779	55-64	1	M	46
POA2779	65-74		F	9
POA2779	65-74		M	11
POA2779	65-74	0	F	242
POA2779	65-74	0	M	221
POA2779	65-74	1	F	55
POA2779	65-74	1	M	29
POA2779	75-84		F	4
POA2779	75-84		M	3
POA2779	75-84	0	F	132
POA2779	75-84	0	M	96
POA2779	75-84	1	F	16
POA2779	75-84	1	M	18
POA2779	85+		F	3
POA2779	85+	0	F	27
POA2779	85+	0	M	14
POA2779	85+	1	M	9
POA2780	15-19		F	19
POA2780	15-19		M	27
POA2780	15-19	0	F	291
POA2780	15-19	0	M	293
POA2780	15-19	1	F	16
POA2780	15-19	1	M	12
POA2780	20-24		F	10
POA2780	20-24		M	28
POA2780	20-24	0	F	203
POA2780	20-24	0	M	262
POA2780	20-24	1	F	22
POA2780	20-24	1	M	15
POA2780	25-34		F	30
POA2780	25-34		M	39
POA2780	25-34	0	F	522
POA2780	25-34	0	M	515
POA2780	25-34	1	F	62
POA2780	25-34	1	M	54
POA2780	35-44		F	31
POA2780	35-44		M	48
POA2780	35-44	0	F	611
POA2780	35-44	0	M	588
POA2780	35-44	1	F	153
POA2780	35-44	1	M	83
POA2780	45-54		F	48
POA2780	45-54		M	36
POA2780	45-54	0	F	774
POA2780	45-54	0	M	759
POA2780	45-54	1	F	196
POA2780	45-54	1	M	126
POA2780	55-64		F	43
POA2780	55-64		M	41
POA2780	55-64	0	F	843
POA2780	55-64	0	M	801
POA2780	55-64	1	F	239
POA2780	55-64	1	M	139
POA2780	65-74		F	45
POA2780	65-74		M	54
POA2780	65-74	0	F	950
POA2780	65-74	0	M	884
POA2780	65-74	1	F	169
POA2780	65-74	1	M	128
POA2780	75-84		F	39
POA2780	75-84		M	31
POA2780	75-84	0	F	488
POA2780	75-84	0	M	405
POA2780	75-84	1	F	57
POA2780	75-84	1	M	50
POA2780	85+		F	38
POA2780	85+		M	14
POA2780	85+	0	F	183
POA2780	85+	0	M	88
POA2780	85+	1	F	8
POA2780	85+	1	M	13
POA2782	15-19		F	14
POA2782	15-19		M	14
POA2782	15-19	0	F	122
POA2782	15-19	0	M	151
POA2782	15-19	1	F	16
POA2782	15-19	1	M	13
POA2782	20-24		F	16
POA2782	20-24		M	10
POA2782	20-24	0	F	82
POA2782	20-24	0	M	97
POA2782	20-24	1	F	5
POA2782	20-24	1	M	3
POA2782	25-34		F	23
POA2782	25-34		M	17
POA2782	25-34	0	F	200
POA2782	25-34	0	M	181
POA2782	25-34	1	F	30
POA2782	25-34	1	M	24
POA2782	35-44		F	15
POA2782	35-44		M	21
POA2782	35-44	0	F	285
POA2782	35-44	0	M	268
POA2782	35-44	1	F	71
POA2782	35-44	1	M	31
POA2782	45-54		F	25
POA2782	45-54		M	26
POA2782	45-54	0	F	326
POA2782	45-54	0	M	309
POA2782	45-54	1	F	92
POA2782	45-54	1	M	43
POA2782	55-64		F	17
POA2782	55-64		M	22
POA2782	55-64	0	F	381
POA2782	55-64	0	M	336
POA2782	55-64	1	F	106
POA2782	55-64	1	M	83
POA2782	65-74		F	28
POA2782	65-74		M	18
POA2782	65-74	0	F	478
POA2782	65-74	0	M	437
POA2782	65-74	1	F	78
POA2782	65-74	1	M	48
POA2782	75-84		F	23
POA2782	75-84		M	18
POA2782	75-84	0	F	271
POA2782	75-84	0	M	210
POA2782	75-84	1	F	30
POA2782	75-84	1	M	24
POA2782	85+		F	13
POA2782	85+		M	6
POA2782	85+	0	F	125
POA2782	85+	0	M	75
POA2782	85+	1	F	6
POA2782	85+	1	M	10
POA2783	15-19		F	7
POA2783	15-19		M	4
POA2783	15-19	0	F	80
POA2783	15-19	0	M	84
POA2783	15-19	1	F	5
POA2783	15-19	1	M	4
POA2783	20-24		M	5
POA2783	20-24	0	F	55
POA2783	20-24	0	M	58
POA2783	20-24	1	F	3
POA2783	25-34	0	F	124
POA2783	25-34	0	M	108
POA2783	25-34	1	F	10
POA2783	25-34	1	M	8
POA2783	35-44		F	4
POA2783	35-44		M	10
POA2783	35-44	0	F	129
POA2783	35-44	0	M	127
POA2783	35-44	1	F	38
POA2783	35-44	1	M	26
POA2783	45-54		F	11
POA2783	45-54		M	4
POA2783	45-54	0	F	139
POA2783	45-54	0	M	144
POA2783	45-54	1	F	48
POA2783	45-54	1	M	28
POA2783	55-64		F	7
POA2783	55-64		M	4
POA2783	55-64	0	F	189
POA2783	55-64	0	M	182
POA2783	55-64	1	F	53
POA2783	55-64	1	M	28
