GCCSA_NAME21	AgeChild	CoupleFamily	ParentsBornAus	children
Greater Hobart	0-4	1	Both	6775
Greater Hobart	0-4	1	Father only	680
Greater Hobart	0-4	1	Mother only	616
Greater Hobart	0-4	1	Neither	1973
Greater Hobart	5-9	0		79
Greater Hobart	5-9	0	Both	2538
Greater Hobart	5-9	0	Father only	115
Greater Hobart	5-9	0	Mother only	215
Greater Hobart	5-9	0	Neither	163
Greater Hobart	5-9	1		33
Greater Hobart	5-9	1	Both	7162
Greater Hobart	5-9	1	Father only	754
Greater Hobart	5-9	1	Mother only	718
Greater Hobart	5-9	1	Neither	1417
Greater Hobart	10-12	0		61
Greater Hobart	10-12	0	Both	1761
Greater Hobart	10-12	0	Father only	85
Greater Hobart	10-12	0	Mother only	166
Greater Hobart	10-12	0	Neither	130
Greater Hobart	10-12	1		25
Greater Hobart	10-12	1	Both	4515
Greater Hobart	10-12	1	Father only	448
Greater Hobart	10-12	1	Mother only	453
Greater Hobart	10-12	1	Neither	686
Greater Hobart	13-14	0		31
Greater Hobart	13-14	0	Both	1276
Greater Hobart	13-14	0	Father only	62
Greater Hobart	13-14	0	Mother only	124
Greater Hobart	13-14	0	Neither	92
Greater Hobart	13-14	1		15
Greater Hobart	13-14	1	Both	2982
Greater Hobart	13-14	1	Father only	252
Greater Hobart	13-14	1	Mother only	311
Greater Hobart	13-14	1	Neither	381
Greater Hobart	15-17	0		24
Greater Hobart	15-17	0	Both	1449
Greater Hobart	15-17	0	Father only	101
Greater Hobart	15-17	0	Mother only	185
Greater Hobart	15-17	0	Neither	126
Greater Hobart	15-17	1		13
Greater Hobart	15-17	1	Both	3533
Greater Hobart	15-17	1	Father only	297
Greater Hobart	15-17	1	Mother only	388
Greater Hobart	15-17	1	Neither	550
Greater Hobart	18-20	0		5
Greater Hobart	18-20	0	Both	439
Greater Hobart	18-20	0	Father only	45
Greater Hobart	18-20	0	Mother only	55
Greater Hobart	18-20	0	Neither	54
Greater Hobart	18-20	1	Both	1186
Greater Hobart	18-20	1	Father only	126
Greater Hobart	18-20	1	Mother only	161
Greater Hobart	18-20	1	Neither	211
Greater Hobart	21-24	0	Both	186
Greater Hobart	21-24	0	Father only	25
Greater Hobart	21-24	0	Mother only	26
Greater Hobart	21-24	0	Neither	44
Greater Hobart	21-24	1	Both	473
Greater Hobart	21-24	1	Father only	52
Greater Hobart	21-24	1	Mother only	73
Greater Hobart	21-24	1	Neither	125
Rest of Tas.	0-4	0		110
Rest of Tas.	0-4	0	Both	2298
Rest of Tas.	0-4	0	Father only	62
Rest of Tas.	0-4	0	Mother only	122
Rest of Tas.	0-4	0	Neither	59
Rest of Tas.	0-4	1		52
Rest of Tas.	0-4	1	Both	9377
Rest of Tas.	0-4	1	Father only	673
Rest of Tas.	0-4	1	Mother only	536
Rest of Tas.	0-4	1	Neither	988
Rest of Tas.	5-9	0		125
Rest of Tas.	5-9	0	Both	3343
Rest of Tas.	5-9	0	Father only	146
Rest of Tas.	5-9	0	Mother only	199
Rest of Tas.	5-9	0	Neither	91
Rest of Tas.	5-9	1		61
Rest of Tas.	5-9	1	Both	9708
Rest of Tas.	5-9	1	Father only	682
Rest of Tas.	5-9	1	Mother only	655
Rest of Tas.	5-9	1	Neither	932
Rest of Tas.	10-12	0		84
Rest of Tas.	10-12	0	Both	2298
Rest of Tas.	10-12	0	Father only	113
Rest of Tas.	10-12	0	Mother only	158
Rest of Tas.	10-12	0	Neither	76
Rest of Tas.	10-12	1		53
Rest of Tas.	10-12	1	Both	6142
Rest of Tas.	10-12	1	Father only	423
Rest of Tas.	10-12	1	Mother only	392
Rest of Tas.	10-12	1	Neither	480
Rest of Tas.	13-14	0		63
Rest of Tas.	13-14	0	Both	1691
Rest of Tas.	13-14	0	Father only	93
Rest of Tas.	13-14	0	Mother only	124
Rest of Tas.	13-14	0	Neither	73
Rest of Tas.	13-14	1		36
Rest of Tas.	13-14	1	Both	4158
Rest of Tas.	13-14	1	Father only	260
Rest of Tas.	13-14	1	Mother only	264
Rest of Tas.	13-14	1	Neither	275
Rest of Tas.	15-17	0		35
Rest of Tas.	15-17	0	Both	1847
Rest of Tas.	15-17	0	Father only	103
Rest of Tas.	15-17	0	Mother only	161
Rest of Tas.	15-17	0	Neither	102
Rest of Tas.	15-17	1		19
Rest of Tas.	15-17	1	Both	4802
Rest of Tas.	15-17	1	Father only	307
Rest of Tas.	15-17	1	Mother only	350
Rest of Tas.	15-17	1	Neither	390
Rest of Tas.	18-20	0		4
Rest of Tas.	18-20	0	Both	362
Rest of Tas.	18-20	0	Father only	31
Rest of Tas.	18-20	0	Mother only	47
Rest of Tas.	18-20	0	Neither	38
Rest of Tas.	18-20	1		10
Rest of Tas.	18-20	1	Both	1195
Rest of Tas.	18-20	1	Father only	78
Rest of Tas.	18-20	1	Mother only	75
Rest of Tas.	18-20	1	Neither	137
Rest of Tas.	21-24	0	Both	105
Rest of Tas.	21-24	0	Father only	26
Rest of Tas.	21-24	0	Mother only	11
Rest of Tas.	21-24	0	Neither	17
Rest of Tas.	21-24	1	Both	310
Rest of Tas.	21-24	1	Father only	13
Rest of Tas.	21-24	1	Mother only	34
Rest of Tas.	21-24	1	Neither	59
Greater Darwin	0-4	0		81
Greater Darwin	0-4	0	Both	728
Greater Darwin	0-4	0	Father only	84
Greater Darwin	0-4	0	Mother only	113
Greater Darwin	0-4	0	Neither	135
Greater Darwin	0-4	1		27
Greater Darwin	0-4	1	Both	3980
Greater Darwin	0-4	1	Father only	850
Greater Darwin	0-4	1	Mother only	457
Greater Darwin	0-4	1	Neither	2235
Greater Darwin	5-9	0		71
Greater Darwin	5-9	0	Both	1203
Greater Darwin	5-9	0	Father only	154
Greater Darwin	5-9	0	Mother only	147
Greater Darwin	5-9	0	Neither	212
Greater Darwin	5-9	1		40
Greater Darwin	5-9	1	Both	3724
Greater Darwin	5-9	1	Father only	728
Greater Darwin	5-9	1	Mother only	484
Greater Darwin	5-9	1	Neither	2007
Greater Darwin	10-12	0		30
Greater Darwin	10-12	0	Both	735
Greater Darwin	10-12	0	Father only	113
Greater Darwin	10-12	0	Mother only	95
Greater Darwin	10-12	0	Neither	142
Greater Darwin	10-12	1		13
Greater Darwin	10-12	1	Both	2102
Greater Darwin	10-12	1	Father only	381
Greater Darwin	10-12	1	Mother only	282
Greater Darwin	10-12	1	Neither	1013
Greater Darwin	13-14	0		23
Greater Darwin	13-14	0	Both	555
Greater Darwin	13-14	0	Father only	74
Greater Darwin	13-14	0	Mother only	53
Greater Darwin	13-14	0	Neither	119
Greater Darwin	13-14	1		11
Greater Darwin	13-14	1	Both	1390
Greater Darwin	13-14	1	Father only	217
Greater Darwin	13-14	1	Mother only	171
Greater Darwin	13-14	1	Neither	621
Greater Darwin	15-17	0		12
Greater Darwin	15-17	0	Both	526
Greater Darwin	15-17	0	Father only	94
Greater Darwin	15-17	0	Mother only	71
Greater Darwin	15-17	0	Neither	146
Greater Darwin	15-17	1		6
Greater Darwin	15-17	1	Both	1382
Greater Darwin	15-17	1	Father only	260
Greater Darwin	15-17	1	Mother only	205
Greater Darwin	15-17	1	Neither	852
Greater Darwin	18-20	0	Both	64
Greater Darwin	18-20	0	Father only	10
Greater Darwin	18-20	0	Mother only	20
Greater Darwin	18-20	0	Neither	54
Greater Darwin	18-20	1		3
Greater Darwin	18-20	1	Both	213
Greater Darwin	18-20	1	Father only	43
Greater Darwin	18-20	1	Mother only	33
Greater Darwin	18-20	1	Neither	318
Greater Darwin	21-24	0	Both	25
Greater Darwin	21-24	0	Father only	10
Greater Darwin	21-24	0	Mother only	5
Greater Darwin	21-24	0	Neither	37
Greater Darwin	21-24	1	Both	99
Greater Darwin	21-24	1	Father only	12
Greater Darwin	21-24	1	Mother only	17
Greater Darwin	21-24	1	Neither	139
Rest of NT	0-4	0		57
Rest of NT	0-4	0	Both	1159
Rest of NT	0-4	0	Father only	20
Rest of NT	0-4	0	Mother only	20
Rest of NT	0-4	0	Neither	34
Rest of NT	0-4	1		49
Rest of NT	0-4	1	Both	3459
Rest of NT	0-4	1	Father only	268
Rest of NT	0-4	1	Mother only	180
Rest of NT	0-4	1	Neither	691
Rest of NT	5-9	0		31
Rest of NT	5-9	0	Both	1579
Rest of NT	5-9	0	Father only	32
Rest of NT	5-9	0	Mother only	41
Rest of NT	5-9	0	Neither	60
Rest of NT	5-9	1		41
Rest of NT	5-9	1	Both	3606
Rest of NT	5-9	1	Father only	208
Rest of NT	5-9	1	Mother only	173
Rest of NT	5-9	1	Neither	593
Rest of NT	10-12	0		26
Rest of NT	10-12	0	Both	1047
Rest of NT	10-12	0	Father only	25
Rest of NT	10-12	0	Mother only	26
Rest of NT	10-12	0	Neither	45
Rest of NT	10-12	1		24
Rest of NT	10-12	1	Both	2190
Rest of NT	10-12	1	Father only	100
Rest of NT	10-12	1	Mother only	89
Rest of NT	10-12	1	Neither	272
Rest of NT	13-14	0		19
Rest of NT	13-14	0	Both	667
Rest of NT	13-14	0	Father only	18
Rest of NT	13-14	0	Mother only	20
Rest of NT	13-14	0	Neither	32
Rest of NT	13-14	1		17
Rest of NT	13-14	1	Both	1204
Rest of NT	13-14	1	Father only	45
Rest of NT	13-14	1	Mother only	45
Rest of NT	13-14	1	Neither	130
Rest of NT	15-17	0		3
Rest of NT	15-17	0	Both	408
Rest of NT	15-17	0	Father only	18
Rest of NT	15-17	0	Mother only	22
Rest of NT	15-17	0	Neither	28
Rest of NT	15-17	1		6
Rest of NT	15-17	1	Both	963
Rest of NT	15-17	1	Father only	46
Rest of NT	15-17	1	Mother only	35
Rest of NT	15-17	1	Neither	174
Rest of NT	18-20	0	Both	43
Rest of NT	18-20	0	Neither	6
Rest of NT	18-20	1	Both	106
Rest of NT	18-20	1	Father only	3
Rest of NT	18-20	1	Mother only	3
Rest of NT	18-20	1	Neither	37
Rest of NT	21-24	0	Both	10
Rest of NT	21-24	0	Neither	3
Rest of NT	21-24	1	Both	14
Rest of NT	21-24	1	Neither	7
Australian Capital Territory	0-4	0		107
Australian Capital Territory	0-4	0	Both	1456
Australian Capital Territory	0-4	0	Father only	140
Australian Capital Territory	0-4	0	Mother only	312
Australian Capital Territory	0-4	0	Neither	434
Australian Capital Territory	0-4	1		57
Australian Capital Territory	0-4	1	Both	11576
Australian Capital Territory	0-4	1	Father only	2217
Australian Capital Territory	0-4	1	Mother only	1810
Australian Capital Territory	0-4	1	Neither	7348
Australian Capital Territory	5-9	0		72
Australian Capital Territory	5-9	0	Both	2478
Australian Capital Territory	5-9	0	Father only	289
Australian Capital Territory	5-9	0	Mother only	481
Australian Capital Territory	5-9	0	Neither	759
Australian Capital Territory	5-9	1		57
Australian Capital Territory	5-9	1	Both	12085
Australian Capital Territory	5-9	1	Father only	2201
Australian Capital Territory	5-9	1	Mother only	1936
Australian Capital Territory	5-9	1	Neither	7462
Australian Capital Territory	10-12	0		35
Australian Capital Territory	10-12	0	Both	1730
Australian Capital Territory	10-12	0	Father only	232
Australian Capital Territory	10-12	0	Mother only	298
Australian Capital Territory	10-12	0	Neither	494
Australian Capital Territory	10-12	1		39
Australian Capital Territory	10-12	1	Both	6960
Australian Capital Territory	10-12	1	Father only	1302
Australian Capital Territory	10-12	1	Mother only	1148
Australian Capital Territory	10-12	1	Neither	3751
Australian Capital Territory	13-14	0		25
Australian Capital Territory	13-14	0	Both	1200
Australian Capital Territory	13-14	0	Father only	168
Australian Capital Territory	13-14	0	Mother only	234
Australian Capital Territory	13-14	0	Neither	325
Australian Capital Territory	13-14	1		13
Australian Capital Territory	13-14	1	Both	4312
Australian Capital Territory	13-14	1	Father only	767
Australian Capital Territory	13-14	1	Mother only	760
Australian Capital Territory	13-14	1	Neither	2120
Australian Capital Territory	15-17	0		21
Australian Capital Territory	15-17	0	Both	1618
Australian Capital Territory	15-17	0	Father only	232
Australian Capital Territory	15-17	0	Mother only	329
Australian Capital Territory	15-17	0	Neither	542
Australian Capital Territory	15-17	1		8
Australian Capital Territory	15-17	1	Both	5520
Australian Capital Territory	15-17	1	Father only	961
Australian Capital Territory	15-17	1	Mother only	981
Australian Capital Territory	15-17	1	Neither	2564
Australian Capital Territory	18-20	0		5
Australian Capital Territory	18-20	0	Both	512
Australian Capital Territory	18-20	0	Father only	96
Australian Capital Territory	18-20	0	Mother only	110
Australian Capital Territory	18-20	0	Neither	283
Australian Capital Territory	18-20	1		11
Australian Capital Territory	18-20	1	Both	2016
Australian Capital Territory	18-20	1	Father only	396
Australian Capital Territory	18-20	1	Mother only	418
Australian Capital Territory	18-20	1	Neither	1422
Australian Capital Territory	21-24	0		3
Australian Capital Territory	21-24	0	Both	247
Australian Capital Territory	21-24	0	Father only	59
Australian Capital Territory	21-24	0	Mother only	48
Australian Capital Territory	21-24	0	Neither	170
Australian Capital Territory	21-24	1		3
Australian Capital Territory	21-24	1	Both	935
Australian Capital Territory	21-24	1	Father only	200
Australian Capital Territory	21-24	1	Mother only	205
Australian Capital Territory	21-24	1	Neither	685
Other Territories	0-4	0	Both	13
Other Territories	0-4	0	Neither	3
Other Territories	0-4	1		4
Other Territories	0-4	1	Both	100
Other Territories	0-4	1	Father only	35
Other Territories	0-4	1	Mother only	29
Other Territories	0-4	1	Neither	20
Other Territories	5-9	0		8
Other Territories	5-9	0	Both	20
Other Territories	5-9	0	Mother only	4
Other Territories	5-9	0	Neither	6
Other Territories	5-9	1	Both	104
Other Territories	5-9	1	Father only	33
Other Territories	5-9	1	Mother only	40
Other Territories	5-9	1	Neither	41
Other Territories	10-12	0		4
Other Territories	10-12	0	Both	17
Other Territories	10-12	0	Neither	3
Other Territories	10-12	1		3
Other Territories	10-12	1	Both	58
Other Territories	10-12	1	Father only	18
Other Territories	10-12	1	Mother only	23
Other Territories	10-12	1	Neither	18
Other Territories	13-14	0		3
Other Territories	13-14	0	Both	10
Other Territories	13-14	0	Mother only	3
Other Territories	13-14	0	Neither	3
Other Territories	13-14	1	Both	34
Other Territories	13-14	1	Father only	20
Other Territories	13-14	1	Mother only	8
Other Territories	13-14	1	Neither	9
Other Territories	15-17	0	Both	8
Other Territories	15-17	0	Father only	3
Other Territories	15-17	0	Neither	4
Other Territories	15-17	1	Both	26
Other Territories	15-17	1	Father only	18
Other Territories	15-17	1	Mother only	11
Other Territories	15-17	1	Neither	6
