GCCSA_NAME21	Age.min	persons
Australian Capital Territory	62	4246
Australian Capital Territory	63	4141
Australian Capital Territory	64	4027
Australian Capital Territory	65	3921
Australian Capital Territory	66	3645
Australian Capital Territory	67	3667
Australian Capital Territory	68	3702
Australian Capital Territory	69	3561
Australian Capital Territory	70	3530
Australian Capital Territory	71	3479
Australian Capital Territory	72	3295
Australian Capital Territory	73	3341
Australian Capital Territory	74	3502
Australian Capital Territory	75	2835
Australian Capital Territory	76	2480
Australian Capital Territory	77	2352
Australian Capital Territory	78	2037
Australian Capital Territory	79	2039
Australian Capital Territory	80	7596
Australian Capital Territory	85	4433
Australian Capital Territory	90	2067
Australian Capital Territory	95	617
Australian Capital Territory	100	59
No usual address (OT)	30	4
No usual address (OT)	64	4
Other Territories	0	43
Other Territories	1	38
Other Territories	2	54
Other Territories	3	50
Other Territories	4	51
Other Territories	5	59
Other Territories	6	59
Other Territories	7	71
Other Territories	8	50
Other Territories	9	65
Other Territories	10	62
Other Territories	11	56
Other Territories	12	66
Other Territories	13	58
Other Territories	14	53
Other Territories	15	49
Other Territories	16	43
Other Territories	17	39
Other Territories	18	33
Other Territories	19	25
Other Territories	20	29
Other Territories	21	31
Other Territories	22	34
Other Territories	23	60
Other Territories	24	58
Other Territories	25	44
Other Territories	26	51
Other Territories	27	62
Other Territories	28	56
Other Territories	29	67
Other Territories	30	52
Other Territories	31	54
Other Territories	32	52
Other Territories	33	77
Other Territories	34	67
Other Territories	35	57
Other Territories	36	57
Other Territories	37	81
Other Territories	38	82
Other Territories	39	69
Other Territories	40	61
Other Territories	41	62
Other Territories	42	63
Other Territories	43	58
Other Territories	44	46
Other Territories	45	51
Other Territories	46	47
Other Territories	47	73
Other Territories	48	68
Other Territories	49	70
Other Territories	50	78
Other Territories	51	74
Other Territories	52	76
Other Territories	53	65
Other Territories	54	61
Other Territories	55	80
Other Territories	56	67
Other Territories	57	77
Other Territories	58	74
Other Territories	59	93
Other Territories	60	71
Other Territories	61	80
Other Territories	62	80
Other Territories	63	80
Other Territories	64	69
Other Territories	65	70
Other Territories	66	76
Other Territories	67	52
Other Territories	68	60
Other Territories	69	59
Other Territories	70	71
Other Territories	71	80
Other Territories	72	56
Other Territories	73	40
Other Territories	74	25
Other Territories	75	34
Other Territories	76	37
Other Territories	77	24
Other Territories	78	33
Other Territories	79	24
Other Territories	80	106
Other Territories	85	45
Other Territories	90	22
