GCCSA_NAME21	CountryOfBirth	YearOfArrival.max	persons_born_overseas
Rest of NSW	EGY	2017	50
Rest of NSW	EGY	2018	50
Rest of NSW	EGY	2019	83
Rest of NSW	EGY	2020	27
Rest of NSW	EGY	2021	26
Rest of NSW	FJI		157
Rest of NSW	FJI	1951	36
Rest of NSW	FJI	1960	76
Rest of NSW	FJI	1970	133
Rest of NSW	FJI	1980	267
Rest of NSW	FJI	1990	473
Rest of NSW	FJI	2000	414
Rest of NSW	FJI	2010	502
Rest of NSW	FJI	2015	318
Rest of NSW	FJI	2016	71
Rest of NSW	FJI	2017	89
Rest of NSW	FJI	2018	120
Rest of NSW	FJI	2019	157
Rest of NSW	FJI	2020	156
Rest of NSW	FJI	2021	178
Rest of NSW	GBR		3792
Rest of NSW	GBR	1951	3273
Rest of NSW	GBR	1960	10809
Rest of NSW	GBR	1970	26556
Rest of NSW	GBR	1980	14628
Rest of NSW	GBR	1990	9589
Rest of NSW	GBR	2000	6106
Rest of NSW	GBR	2010	10305
Rest of NSW	GBR	2015	4845
Rest of NSW	GBR	2016	698
Rest of NSW	GBR	2017	672
Rest of NSW	GBR	2018	691
Rest of NSW	GBR	2019	863
Rest of NSW	GBR	2020	476
Rest of NSW	GBR	2021	209
Rest of NSW	GRC		130
Rest of NSW	GRC	1951	67
Rest of NSW	GRC	1960	647
Rest of NSW	GRC	1970	1032
Rest of NSW	GRC	1980	249
Rest of NSW	GRC	1990	85
Rest of NSW	GRC	2000	48
Rest of NSW	GRC	2010	43
Rest of NSW	GRC	2015	66
Rest of NSW	GRC	2016	3
Rest of NSW	GRC	2017	11
Rest of NSW	GRC	2018	4
Rest of NSW	GRC	2019	3
Rest of NSW	GRC	2020	4
Rest of NSW	GRC	2021	6
Rest of NSW	HKG		78
Rest of NSW	HKG	1951	25
Rest of NSW	HKG	1960	38
Rest of NSW	HKG	1970	134
Rest of NSW	HKG	1980	243
Rest of NSW	HKG	1990	351
Rest of NSW	HKG	2000	244
Rest of NSW	HKG	2010	247
Rest of NSW	HKG	2015	191
Rest of NSW	HKG	2016	72
Rest of NSW	HKG	2017	90
Rest of NSW	HKG	2018	61
Rest of NSW	HKG	2019	58
Rest of NSW	HKG	2020	66
Rest of NSW	HKG	2021	10
Rest of NSW	HRV		87
Rest of NSW	HRV	1951	33
Rest of NSW	HRV	1960	371
Rest of NSW	HRV	1970	1125
Rest of NSW	HRV	1980	345
Rest of NSW	HRV	1990	106
Rest of NSW	HRV	2000	305
Rest of NSW	HRV	2010	154
Rest of NSW	HRV	2015	22
Rest of NSW	HRV	2017	10
Rest of NSW	HRV	2018	4
Rest of NSW	HRV	2019	4
Rest of NSW	HRV	2020	4
Rest of NSW	IDN		75
Rest of NSW	IDN	1951	42
Rest of NSW	IDN	1960	144
Rest of NSW	IDN	1970	89
Rest of NSW	IDN	1980	91
Rest of NSW	IDN	1990	153
Rest of NSW	IDN	2000	287
Rest of NSW	IDN	2010	516
Rest of NSW	IDN	2015	378
Rest of NSW	IDN	2016	92
Rest of NSW	IDN	2017	143
Rest of NSW	IDN	2018	126
Rest of NSW	IDN	2019	202
Rest of NSW	IDN	2020	107
Rest of NSW	IDN	2021	11
Rest of NSW	IND		441
Rest of NSW	IND	1951	138
Rest of NSW	IND	1960	128
Rest of NSW	IND	1970	429
Rest of NSW	IND	1980	479
Rest of NSW	IND	1990	464
Rest of NSW	IND	2000	863
Rest of NSW	IND	2010	5008
Rest of NSW	IND	2015	4946
Rest of NSW	IND	2016	1494
Rest of NSW	IND	2017	1547
Rest of NSW	IND	2018	1918
Rest of NSW	IND	2019	2131
Rest of NSW	IND	2020	910
Rest of NSW	IND	2021	180
Rest of NSW	IRL		148
Rest of NSW	IRL	1951	35
Rest of NSW	IRL	1960	208
Rest of NSW	IRL	1970	633
Rest of NSW	IRL	1980	613
Rest of NSW	IRL	1990	646
Rest of NSW	IRL	2000	428
Rest of NSW	IRL	2010	884
Rest of NSW	IRL	2015	719
Rest of NSW	IRL	2016	39
Rest of NSW	IRL	2017	58
Rest of NSW	IRL	2018	38
Rest of NSW	IRL	2019	77
Rest of NSW	IRL	2020	43
Rest of NSW	IRL	2021	3
Rest of NSW	IRN		75
Rest of NSW	IRN	1951	9
Rest of NSW	IRN	1970	16
Rest of NSW	IRN	1980	33
Rest of NSW	IRN	1990	156
Rest of NSW	IRN	2000	115
Rest of NSW	IRN	2010	252
Rest of NSW	IRN	2015	408
Rest of NSW	IRN	2016	79
Rest of NSW	IRN	2017	106
Rest of NSW	IRN	2018	67
Rest of NSW	IRN	2019	72
Rest of NSW	IRN	2020	48
Rest of NSW	IRN	2021	11
Rest of NSW	IRQ		66
Rest of NSW	IRQ	1960	3
Rest of NSW	IRQ	1970	42
Rest of NSW	IRQ	1980	23
Rest of NSW	IRQ	1990	18
Rest of NSW	IRQ	2000	103
Rest of NSW	IRQ	2010	198
Rest of NSW	IRQ	2015	331
Rest of NSW	IRQ	2016	233
Rest of NSW	IRQ	2017	247
Rest of NSW	IRQ	2018	497
Rest of NSW	IRQ	2019	820
Rest of NSW	IRQ	2020	140
Rest of NSW	IRQ	2021	11
Rest of NSW	ITA		529
Rest of NSW	ITA	1951	429
Rest of NSW	ITA	1960	3094
Rest of NSW	ITA	1970	2442
Rest of NSW	ITA	1980	502
Rest of NSW	ITA	1990	225
Rest of NSW	ITA	2000	164
Rest of NSW	ITA	2010	273
Rest of NSW	ITA	2015	355
Rest of NSW	ITA	2016	68
Rest of NSW	ITA	2017	63
Rest of NSW	ITA	2018	88
Rest of NSW	ITA	2019	120
Rest of NSW	ITA	2020	38
Rest of NSW	ITA	2021	11
Rest of NSW	JPN		66
Rest of NSW	JPN	1951	14
Rest of NSW	JPN	1960	49
Rest of NSW	JPN	1970	32
Rest of NSW	JPN	1980	66
Rest of NSW	JPN	1990	153
Rest of NSW	JPN	2000	288
Rest of NSW	JPN	2010	571
Rest of NSW	JPN	2015	292
Rest of NSW	JPN	2016	51
Rest of NSW	JPN	2017	65
Rest of NSW	JPN	2018	82
Rest of NSW	JPN	2019	115
Rest of NSW	JPN	2020	56
Rest of NSW	JPN	2021	23
Rest of NSW	KOR		73
Rest of NSW	KOR	1970	11
Rest of NSW	KOR	1980	69
Rest of NSW	KOR	1990	262
Rest of NSW	KOR	2000	263
Rest of NSW	KOR	2010	746
Rest of NSW	KOR	2015	427
Rest of NSW	KOR	2016	83
Rest of NSW	KOR	2017	92
Rest of NSW	KOR	2018	103
Rest of NSW	KOR	2019	134
Rest of NSW	KOR	2020	49
Rest of NSW	KOR	2021	10
Rest of NSW	LBN		124
Rest of NSW	LBN	1951	27
Rest of NSW	LBN	1960	64
Rest of NSW	LBN	1970	260
Rest of NSW	LBN	1980	377
Rest of NSW	LBN	1990	254
Rest of NSW	LBN	2000	147
Rest of NSW	LBN	2010	215
Rest of NSW	LBN	2015	100
Rest of NSW	LBN	2016	37
Rest of NSW	LBN	2017	12
Rest of NSW	LBN	2018	11
Rest of NSW	LBN	2019	17
Rest of NSW	LBN	2020	10
Rest of NSW	LKA		62
Rest of NSW	LKA	1951	10
Rest of NSW	LKA	1960	41
Rest of NSW	LKA	1970	86
Rest of NSW	LKA	1980	124
Rest of NSW	LKA	1990	299
Rest of NSW	LKA	2000	259
Rest of NSW	LKA	2010	549
Rest of NSW	LKA	2015	528
Rest of NSW	LKA	2016	140
Rest of NSW	LKA	2017	128
Rest of NSW	LKA	2018	159
Rest of NSW	LKA	2019	163
Rest of NSW	LKA	2020	64
Rest of NSW	LKA	2021	15
Rest of NSW	MKD		195
Rest of NSW	MKD	1951	24
Rest of NSW	MKD	1960	177
Rest of NSW	MKD	1970	1974
Rest of NSW	MKD	1980	1821
Rest of NSW	MKD	1990	609
Rest of NSW	MKD	2000	348
Rest of NSW	MKD	2010	239
Rest of NSW	MKD	2015	88
Rest of NSW	MKD	2016	20
Rest of NSW	MKD	2017	23
Rest of NSW	MKD	2018	14
Rest of NSW	MKD	2019	18
Rest of NSW	MKD	2020	7
Rest of NSW	MKD	2021	3
Rest of NSW	MYS		165
Rest of NSW	MYS	1951	27
Rest of NSW	MYS	1960	97
Rest of NSW	MYS	1970	421
Rest of NSW	MYS	1980	560
Rest of NSW	MYS	1990	538
Rest of NSW	MYS	2000	240
Rest of NSW	MYS	2010	553
Rest of NSW	MYS	2015	434
Rest of NSW	MYS	2016	248
Rest of NSW	MYS	2017	326
Rest of NSW	MYS	2018	382
Rest of NSW	MYS	2019	355
Rest of NSW	MYS	2020	117
Rest of NSW	MYS	2021	25
Rest of NSW	NLD		219
Rest of NSW	NLD	1951	448
Rest of NSW	NLD	1960	3422
Rest of NSW	NLD	1970	899
Rest of NSW	NLD	1980	476
Rest of NSW	NLD	1990	449
Rest of NSW	NLD	2000	286
Rest of NSW	NLD	2010	416
Rest of NSW	NLD	2015	188
Rest of NSW	NLD	2016	44
Rest of NSW	NLD	2017	44
Rest of NSW	NLD	2018	54
Rest of NSW	NLD	2019	62
Rest of NSW	NLD	2020	27
Rest of NSW	NPL		76
Rest of NSW	NPL	1980	5
Rest of NSW	NPL	1990	19
Rest of NSW	NPL	2000	47
Rest of NSW	NPL	2010	970
Rest of NSW	NPL	2015	1242
Rest of NSW	NPL	2016	728
Rest of NSW	NPL	2017	1046
Rest of NSW	NPL	2018	927
Rest of NSW	NPL	2019	663
Rest of NSW	NPL	2020	132
Rest of NSW	NPL	2021	12
Rest of NSW	NZL		1622
Rest of NSW	NZL	1951	248
Rest of NSW	NZL	1960	573
Rest of NSW	NZL	1970	2782
Rest of NSW	NZL	1980	6318
Rest of NSW	NZL	1990	6865
Rest of NSW	NZL	2000	4889
Rest of NSW	NZL	2010	5237
Rest of NSW	NZL	2015	2454
Rest of NSW	NZL	2016	384
Rest of NSW	NZL	2017	298
Rest of NSW	NZL	2018	349
Rest of NSW	NZL	2019	418
Rest of NSW	NZL	2020	215
Rest of NSW	NZL	2021	176
Rest of NSW	PAK		65
Rest of NSW	PAK	1951	7
Rest of NSW	PAK	1960	9
Rest of NSW	PAK	1970	26
Rest of NSW	PAK	1980	44
Rest of NSW	PAK	1990	55
Rest of NSW	PAK	2000	114
Rest of NSW	PAK	2010	470
Rest of NSW	PAK	2015	888
Rest of NSW	PAK	2016	228
Rest of NSW	PAK	2017	227
Rest of NSW	PAK	2018	275
Rest of NSW	PAK	2019	293
Rest of NSW	PAK	2020	140
Rest of NSW	PAK	2021	21
Rest of NSW	PHL		488
Rest of NSW	PHL	1951	8
Rest of NSW	PHL	1960	17
Rest of NSW	PHL	1970	82
Rest of NSW	PHL	1980	446
Rest of NSW	PHL	1990	2324
Rest of NSW	PHL	2000	1659
Rest of NSW	PHL	2010	2778
Rest of NSW	PHL	2015	3486
Rest of NSW	PHL	2016	773
Rest of NSW	PHL	2017	775
Rest of NSW	PHL	2018	971
Rest of NSW	PHL	2019	1160
Rest of NSW	PHL	2020	410
Rest of NSW	PHL	2021	166
Rest of NSW	POL		84
Rest of NSW	POL	1951	223
Rest of NSW	POL	1960	138
Rest of NSW	POL	1970	214
Rest of NSW	POL	1980	220
Rest of NSW	POL	1990	723
Rest of NSW	POL	2000	157
Rest of NSW	POL	2010	195
Rest of NSW	POL	2015	109
Rest of NSW	POL	2016	21
Rest of NSW	POL	2017	20
Rest of NSW	POL	2018	27
Rest of NSW	POL	2019	20
Rest of NSW	POL	2020	8
Rest of NSW	POL	2021	3
Rest of NSW	SGP		38
Rest of NSW	SGP	1951	24
Rest of NSW	SGP	1960	50
Rest of NSW	SGP	1970	131
Rest of NSW	SGP	1980	240
Rest of NSW	SGP	1990	158
Rest of NSW	SGP	2000	132
Rest of NSW	SGP	2010	269
Rest of NSW	SGP	2015	166
Rest of NSW	SGP	2016	46
Rest of NSW	SGP	2017	68
Rest of NSW	SGP	2018	41
Rest of NSW	SGP	2019	34
Rest of NSW	SGP	2020	38
Rest of NSW	SGP	2021	17
Rest of NSW	THA		236
Rest of NSW	THA	1960	9
Rest of NSW	THA	1970	27
Rest of NSW	THA	1980	110
Rest of NSW	THA	1990	288
Rest of NSW	THA	2000	498
Rest of NSW	THA	2010	1593
Rest of NSW	THA	2015	1183
Rest of NSW	THA	2016	313
Rest of NSW	THA	2017	250
Rest of NSW	THA	2018	280
Rest of NSW	THA	2019	291
Rest of NSW	THA	2020	154
Rest of NSW	THA	2021	50
Rest of NSW	TWN		62
Rest of NSW	TWN	1970	3
Rest of NSW	TWN	1980	9
Rest of NSW	TWN	1990	64
Rest of NSW	TWN	2000	127
Rest of NSW	TWN	2010	210
Rest of NSW	TWN	2015	260
Rest of NSW	TWN	2016	71
Rest of NSW	TWN	2017	97
Rest of NSW	TWN	2018	191
Rest of NSW	TWN	2019	294
Rest of NSW	TWN	2020	61
Rest of NSW	USA		232
Rest of NSW	USA	1951	51
Rest of NSW	USA	1960	117
Rest of NSW	USA	1970	561
Rest of NSW	USA	1980	1085
Rest of NSW	USA	1990	1006
Rest of NSW	USA	2000	1117
Rest of NSW	USA	2010	2025
Rest of NSW	USA	2015	1232
Rest of NSW	USA	2016	244
Rest of NSW	USA	2017	237
Rest of NSW	USA	2018	264
Rest of NSW	USA	2019	308
Rest of NSW	USA	2020	296
Rest of NSW	USA	2021	100
Rest of NSW	VNM		300
Rest of NSW	VNM	1951	10
Rest of NSW	VNM	1960	5
Rest of NSW	VNM	1970	15
Rest of NSW	VNM	1980	428
Rest of NSW	VNM	1990	518
Rest of NSW	VNM	2000	293
Rest of NSW	VNM	2010	611
Rest of NSW	VNM	2015	751
Rest of NSW	VNM	2016	219
Rest of NSW	VNM	2017	281
Rest of NSW	VNM	2018	285
Rest of NSW	VNM	2019	307
Rest of NSW	VNM	2020	140
Rest of NSW	VNM	2021	30
Rest of NSW	ZAF		158
Rest of NSW	ZAF	1951	32
Rest of NSW	ZAF	1960	101
Rest of NSW	ZAF	1970	390
Rest of NSW	ZAF	1980	924
Rest of NSW	ZAF	1990	1119
Rest of NSW	ZAF	2000	1503
Rest of NSW	ZAF	2010	3148
Rest of NSW	ZAF	2015	1146
Rest of NSW	ZAF	2016	276
Rest of NSW	ZAF	2017	240
Rest of NSW	ZAF	2018	305
Rest of NSW	ZAF	2019	420
Rest of NSW	ZAF	2020	253
Rest of NSW	ZAF	2021	113
No usual address (Vic.)			16
No usual address (Vic.)		1960	8
No usual address (Vic.)		1970	14
No usual address (Vic.)		1980	24
No usual address (Vic.)		1990	25
No usual address (Vic.)		2000	20
No usual address (Vic.)		2010	65
No usual address (Vic.)		2015	43
No usual address (Vic.)		2017	6
No usual address (Vic.)		2018	20
No usual address (Vic.)		2019	30
No usual address (Vic.)		2020	17
No usual address (Vic.)		2021	30
No usual address (Vic.)	AFG	2015	4
No usual address (Vic.)	CAN	2000	3
No usual address (Vic.)	CAN	2010	5
No usual address (Vic.)	CAN	2015	4
No usual address (Vic.)	CAN	2019	6
No usual address (Vic.)	CHN		5
No usual address (Vic.)	CHN	1990	4
No usual address (Vic.)	CHN	2000	5
No usual address (Vic.)	CHN	2010	13
No usual address (Vic.)	CHN	2015	6
No usual address (Vic.)	CHN	2017	4
No usual address (Vic.)	CHN	2018	7
No usual address (Vic.)	CHN	2019	8
No usual address (Vic.)	CHN	2021	4
No usual address (Vic.)	DEU		6
No usual address (Vic.)	DEU	1951	4
No usual address (Vic.)	DEU	1960	3
No usual address (Vic.)	DEU	1970	10
No usual address (Vic.)	DEU	2000	3
No usual address (Vic.)	DEU	2019	9
No usual address (Vic.)	EGY	2000	3
No usual address (Vic.)	EGY	2010	3
No usual address (Vic.)	GBR		3
No usual address (Vic.)	GBR	1951	3
No usual address (Vic.)	GBR	1960	11
No usual address (Vic.)	GBR	1970	40
No usual address (Vic.)	GBR	1980	24
No usual address (Vic.)	GBR	1990	23
No usual address (Vic.)	GBR	2000	21
No usual address (Vic.)	GBR	2010	25
No usual address (Vic.)	GBR	2015	10
No usual address (Vic.)	GBR	2017	8
No usual address (Vic.)	GBR	2018	7
No usual address (Vic.)	GBR	2019	15
No usual address (Vic.)	GBR	2020	6
No usual address (Vic.)	GBR	2021	17
No usual address (Vic.)	GRC	1970	3
No usual address (Vic.)	HKG	1990	5
No usual address (Vic.)	HKG	2017	3
No usual address (Vic.)	HRV	1970	8
No usual address (Vic.)	IDN	2010	3
No usual address (Vic.)	IDN	2018	4
No usual address (Vic.)	IDN	2019	6
No usual address (Vic.)	IND		3
No usual address (Vic.)	IND	2000	6
No usual address (Vic.)	IND	2010	20
No usual address (Vic.)	IND	2015	12
No usual address (Vic.)	IND	2017	11
No usual address (Vic.)	IND	2018	6
No usual address (Vic.)	IND	2019	4
No usual address (Vic.)	IND	2020	4
No usual address (Vic.)	IND	2021	24
No usual address (Vic.)	IRL	2015	3
No usual address (Vic.)	IRL	2019	6
No usual address (Vic.)	IRL	2020	5
No usual address (Vic.)	IRL	2021	4
No usual address (Vic.)	IRN	2015	12
No usual address (Vic.)	IRN	2018	3
No usual address (Vic.)	IRN	2021	7
No usual address (Vic.)	IRQ	2015	6
No usual address (Vic.)	ITA	1960	4
No usual address (Vic.)	ITA	1970	3
No usual address (Vic.)	LBN	2015	4
No usual address (Vic.)	LKA	1990	3
No usual address (Vic.)	LKA	2000	4
No usual address (Vic.)	LKA	2010	5
No usual address (Vic.)	LKA	2015	3
No usual address (Vic.)	LKA	2017	3
No usual address (Vic.)	LKA	2021	3
No usual address (Vic.)	MYS		5
No usual address (Vic.)	MYS	1990	4
No usual address (Vic.)	MYS	2010	11
No usual address (Vic.)	MYS	2015	13
No usual address (Vic.)	MYS	2016	4
No usual address (Vic.)	MYS	2017	11
No usual address (Vic.)	MYS	2018	10
No usual address (Vic.)	MYS	2019	5
No usual address (Vic.)	MYS	2020	9
No usual address (Vic.)	NLD	1960	5
No usual address (Vic.)	NLD	1970	5
No usual address (Vic.)	NPL	2018	4
No usual address (Vic.)	NPL	2020	5
No usual address (Vic.)	NZL		14
No usual address (Vic.)	NZL	1980	11
No usual address (Vic.)	NZL	1990	12
No usual address (Vic.)	NZL	2000	23
No usual address (Vic.)	NZL	2010	39
No usual address (Vic.)	NZL	2015	16
No usual address (Vic.)	NZL	2016	4
No usual address (Vic.)	NZL	2017	3
No usual address (Vic.)	NZL	2018	7
No usual address (Vic.)	NZL	2021	13
No usual address (Vic.)	PAK	2000	3
No usual address (Vic.)	PAK	2010	3
No usual address (Vic.)	PAK	2015	6
No usual address (Vic.)	PAK	2016	4
No usual address (Vic.)	PAK	2018	3
No usual address (Vic.)	PAK	2021	3
No usual address (Vic.)	PHL	1990	4
No usual address (Vic.)	PHL	2000	4
No usual address (Vic.)	PHL	2010	5
No usual address (Vic.)	PHL	2015	8
No usual address (Vic.)	PHL	2016	5
No usual address (Vic.)	PHL	2017	4
No usual address (Vic.)	PHL	2018	4
No usual address (Vic.)	PHL	2021	3
No usual address (Vic.)	POL	1980	4
No usual address (Vic.)	SGP	2010	4
No usual address (Vic.)	SGP	2021	3
No usual address (Vic.)	THA	1990	5
No usual address (Vic.)	THA	2010	6
No usual address (Vic.)	TWN		3
No usual address (Vic.)	TWN	2019	4
No usual address (Vic.)	TWN	2020	3
No usual address (Vic.)	USA	2010	12
No usual address (Vic.)	USA	2015	3
No usual address (Vic.)	USA	2021	11
No usual address (Vic.)	VNM		5
No usual address (Vic.)	VNM	2000	5
No usual address (Vic.)	VNM	2010	3
No usual address (Vic.)	VNM	2015	4
No usual address (Vic.)	VNM	2017	5
No usual address (Vic.)	VNM	2018	3
No usual address (Vic.)	ZAF	2000	9
No usual address (Vic.)	ZAF	2010	6
No usual address (Vic.)	ZAF	2015	8
No usual address (Vic.)	ZAF	2016	4
No usual address (Vic.)	ZAF	2021	5
Greater Melbourne			6674
Greater Melbourne		1951	3331
Greater Melbourne		1960	11794
Greater Melbourne		1970	22548
Greater Melbourne		1980	31245
Greater Melbourne		1990	38011
Greater Melbourne		2000	43088
Greater Melbourne		2010	58172
Greater Melbourne		2015	36516
Greater Melbourne		2016	10867
Greater Melbourne		2017	10291
Greater Melbourne		2018	10800
Greater Melbourne		2019	12355
Greater Melbourne		2020	4410
Greater Melbourne		2021	1253
Greater Melbourne	AFG		411
Greater Melbourne	AFG	1970	3
Greater Melbourne	AFG	1980	29
Greater Melbourne	AFG	1990	535
Greater Melbourne	AFG	2000	2455
Greater Melbourne	AFG	2010	7035
Greater Melbourne	AFG	2015	7177
Greater Melbourne	AFG	2016	1170
Greater Melbourne	AFG	2017	1345
Greater Melbourne	AFG	2018	975
Greater Melbourne	AFG	2019	1391
Greater Melbourne	AFG	2020	531
Greater Melbourne	AFG	2021	453
Greater Melbourne	BGD		97
Greater Melbourne	BGD	1960	3
Greater Melbourne	BGD	1970	12
Greater Melbourne	BGD	1980	96
Greater Melbourne	BGD	1990	252
Greater Melbourne	BGD	2000	915
Greater Melbourne	BGD	2010	3767
Greater Melbourne	BGD	2015	2273
Greater Melbourne	BGD	2016	483
Greater Melbourne	BGD	2017	532
Greater Melbourne	BGD	2018	506
Greater Melbourne	BGD	2019	466
Greater Melbourne	BGD	2020	247
Greater Melbourne	BGD	2021	59
Greater Melbourne	CAN		119
Greater Melbourne	CAN	1951	16
Greater Melbourne	CAN	1960	94
Greater Melbourne	CAN	1970	379
Greater Melbourne	CAN	1980	836
Greater Melbourne	CAN	1990	901
Greater Melbourne	CAN	2000	1112
Greater Melbourne	CAN	2010	1871
Greater Melbourne	CAN	2015	1435
Greater Melbourne	CAN	2016	311
Greater Melbourne	CAN	2017	312
Greater Melbourne	CAN	2018	379
Greater Melbourne	CAN	2019	413
Greater Melbourne	CAN	2020	193
Greater Melbourne	CAN	2021	73
Greater Melbourne	CHN		2817
Greater Melbourne	CHN	1951	129
Greater Melbourne	CHN	1960	427
Greater Melbourne	CHN	1970	728
Greater Melbourne	CHN	1980	1074
Greater Melbourne	CHN	1990	11508
Greater Melbourne	CHN	2000	17148
Greater Melbourne	CHN	2010	52134
Greater Melbourne	CHN	2015	35444
Greater Melbourne	CHN	2016	9184
Greater Melbourne	CHN	2017	9971
Greater Melbourne	CHN	2018	9499
Greater Melbourne	CHN	2019	11416
Greater Melbourne	CHN	2020	3774
Greater Melbourne	CHN	2021	775
Greater Melbourne	DEU		517
Greater Melbourne	DEU	1951	2672
Greater Melbourne	DEU	1960	4411
Greater Melbourne	DEU	1970	2286
Greater Melbourne	DEU	1980	1220
Greater Melbourne	DEU	1990	1608
Greater Melbourne	DEU	2000	1426
Greater Melbourne	DEU	2010	2350
Greater Melbourne	DEU	2015	1257
Greater Melbourne	DEU	2016	260
Greater Melbourne	DEU	2017	277
Greater Melbourne	DEU	2018	285
Greater Melbourne	DEU	2019	337
Greater Melbourne	DEU	2020	152
Greater Melbourne	DEU	2021	72
Greater Melbourne	EGY		334
Greater Melbourne	EGY	1951	228
Greater Melbourne	EGY	1960	1364
Greater Melbourne	EGY	1970	2243
Greater Melbourne	EGY	1980	1055
Greater Melbourne	EGY	1990	1453
Greater Melbourne	EGY	2000	1386
Greater Melbourne	EGY	2010	2337
Greater Melbourne	EGY	2015	1688
Greater Melbourne	EGY	2016	246
Greater Melbourne	EGY	2017	275
Greater Melbourne	EGY	2018	331
Greater Melbourne	EGY	2019	215
Greater Melbourne	EGY	2020	111
Greater Melbourne	EGY	2021	44
Greater Melbourne	FJI		179
Greater Melbourne	FJI	1951	20
Greater Melbourne	FJI	1960	62
Greater Melbourne	FJI	1970	135
Greater Melbourne	FJI	1980	546
Greater Melbourne	FJI	1990	2670
Greater Melbourne	FJI	2000	2333
Greater Melbourne	FJI	2010	2950
Greater Melbourne	FJI	2015	1266
Greater Melbourne	FJI	2016	248
Greater Melbourne	FJI	2017	271
Greater Melbourne	FJI	2018	277
Greater Melbourne	FJI	2019	325
Greater Melbourne	FJI	2020	131
Greater Melbourne	FJI	2021	38
Greater Melbourne	GBR		3864
Greater Melbourne	GBR	1951	3483
Greater Melbourne	GBR	1960	13264
Greater Melbourne	GBR	1970	33159
Greater Melbourne	GBR	1980	21871
Greater Melbourne	GBR	1990	18610
Greater Melbourne	GBR	2000	12136
Greater Melbourne	GBR	2010	27476
Greater Melbourne	GBR	2015	15548
Greater Melbourne	GBR	2016	2610
Greater Melbourne	GBR	2017	2762
Greater Melbourne	GBR	2018	2645
Greater Melbourne	GBR	2019	2811
Greater Melbourne	GBR	2020	1163
Greater Melbourne	GBR	2021	502
Greater Melbourne	GRC		1608
Greater Melbourne	GRC	1951	406
Greater Melbourne	GRC	1960	7866
Greater Melbourne	GRC	1970	23398
Greater Melbourne	GRC	1980	5787
Greater Melbourne	GRC	1990	1652
Greater Melbourne	GRC	2000	706
Greater Melbourne	GRC	2010	576
Greater Melbourne	GRC	2015	2094
Greater Melbourne	GRC	2016	254
Greater Melbourne	GRC	2017	212
Greater Melbourne	GRC	2018	152
Greater Melbourne	GRC	2019	161
Greater Melbourne	GRC	2020	59
Greater Melbourne	GRC	2021	18
Greater Melbourne	HKG		416
Greater Melbourne	HKG	1951	46
Greater Melbourne	HKG	1960	155
Greater Melbourne	HKG	1970	470
Greater Melbourne	HKG	1980	1561
Greater Melbourne	HKG	1990	5334
Greater Melbourne	HKG	2000	5372
Greater Melbourne	HKG	2010	4189
Greater Melbourne	HKG	2015	2696
Greater Melbourne	HKG	2016	733
Greater Melbourne	HKG	2017	770
Greater Melbourne	HKG	2018	826
Greater Melbourne	HKG	2019	887
Greater Melbourne	HKG	2020	713
Greater Melbourne	HKG	2021	268
Greater Melbourne	HRV		357
Greater Melbourne	HRV	1951	50
Greater Melbourne	HRV	1960	1043
Greater Melbourne	HRV	1970	5754
Greater Melbourne	HRV	1980	1980
Greater Melbourne	HRV	1990	813
Greater Melbourne	HRV	2000	1927
Greater Melbourne	HRV	2010	659
Greater Melbourne	HRV	2015	192
Greater Melbourne	HRV	2016	32
Greater Melbourne	HRV	2017	17
Greater Melbourne	HRV	2018	16
Greater Melbourne	HRV	2019	31
Greater Melbourne	HRV	2020	7
Greater Melbourne	HRV	2021	3
Greater Melbourne	IDN		305
Greater Melbourne	IDN	1951	48
Greater Melbourne	IDN	1960	156
Greater Melbourne	IDN	1970	213
Greater Melbourne	IDN	1980	500
Greater Melbourne	IDN	1990	1323
Greater Melbourne	IDN	2000	3838
Greater Melbourne	IDN	2010	5528
Greater Melbourne	IDN	2015	2630
Greater Melbourne	IDN	2016	787
Greater Melbourne	IDN	2017	938
Greater Melbourne	IDN	2018	974
Greater Melbourne	IDN	2019	1260
Greater Melbourne	IDN	2020	715
Greater Melbourne	IDN	2021	86
Greater Melbourne	IND		3562
Greater Melbourne	IND	1951	251
Greater Melbourne	IND	1960	199
Greater Melbourne	IND	1970	2410
Greater Melbourne	IND	1980	3464
Greater Melbourne	IND	1990	6185
Greater Melbourne	IND	2000	12040
Greater Melbourne	IND	2010	81366
Greater Melbourne	IND	2015	48527
Greater Melbourne	IND	2016	13976
Greater Melbourne	IND	2017	15835
Greater Melbourne	IND	2018	21139
Greater Melbourne	IND	2019	24195
Greater Melbourne	IND	2020	7786
Greater Melbourne	IND	2021	1706
Greater Melbourne	IRL		258
Greater Melbourne	IRL	1951	77
Greater Melbourne	IRL	1960	519
