GCCSA_NAME21	CountryOfBirth	YearOfArrival.max	persons_born_overseas
Greater Melbourne	JPN	2016	328
Greater Melbourne	JPN	2017	330
Greater Melbourne	JPN	2018	418
Greater Melbourne	JPN	2019	496
Greater Melbourne	JPN	2020	262
Greater Melbourne	JPN	2021	105
Greater Melbourne	KOR		224
Greater Melbourne	KOR	1970	15
Greater Melbourne	KOR	1980	186
Greater Melbourne	KOR	1990	795
Greater Melbourne	KOR	2000	1486
Greater Melbourne	KOR	2010	6285
Greater Melbourne	KOR	2015	3031
Greater Melbourne	KOR	2016	596
Greater Melbourne	KOR	2017	610
Greater Melbourne	KOR	2018	602
Greater Melbourne	KOR	2019	588
Greater Melbourne	KOR	2020	252
Greater Melbourne	KOR	2021	55
Greater Melbourne	LBN		608
Greater Melbourne	LBN	1951	29
Greater Melbourne	LBN	1960	226
Greater Melbourne	LBN	1970	1817
Greater Melbourne	LBN	1980	4484
Greater Melbourne	LBN	1990	3219
Greater Melbourne	LBN	2000	2287
Greater Melbourne	LBN	2010	2858
Greater Melbourne	LBN	2015	1387
Greater Melbourne	LBN	2016	294
Greater Melbourne	LBN	2017	309
Greater Melbourne	LBN	2018	289
Greater Melbourne	LBN	2019	289
Greater Melbourne	LBN	2020	140
Greater Melbourne	LBN	2021	90
Greater Melbourne	LKA		860
Greater Melbourne	LKA	1951	62
Greater Melbourne	LKA	1960	333
Greater Melbourne	LKA	1970	1657
Greater Melbourne	LKA	1980	2887
Greater Melbourne	LKA	1990	7738
Greater Melbourne	LKA	2000	8854
Greater Melbourne	LKA	2010	18896
Greater Melbourne	LKA	2015	10823
Greater Melbourne	LKA	2016	2333
Greater Melbourne	LKA	2017	2584
Greater Melbourne	LKA	2018	3075
Greater Melbourne	LKA	2019	3509
Greater Melbourne	LKA	2020	1301
Greater Melbourne	LKA	2021	254
Greater Melbourne	MKD		466
Greater Melbourne	MKD	1951	58
Greater Melbourne	MKD	1960	418
Greater Melbourne	MKD	1970	4292
Greater Melbourne	MKD	1980	5193
Greater Melbourne	MKD	1990	2923
Greater Melbourne	MKD	2000	2029
Greater Melbourne	MKD	2010	1454
Greater Melbourne	MKD	2015	652
Greater Melbourne	MKD	2016	133
Greater Melbourne	MKD	2017	125
Greater Melbourne	MKD	2018	129
Greater Melbourne	MKD	2019	103
Greater Melbourne	MKD	2020	34
Greater Melbourne	MKD	2021	26
Greater Melbourne	MYS		895
Greater Melbourne	MYS	1951	34
Greater Melbourne	MYS	1960	219
Greater Melbourne	MYS	1970	1344
Greater Melbourne	MYS	1980	3777
Greater Melbourne	MYS	1990	9637
Greater Melbourne	MYS	2000	5312
Greater Melbourne	MYS	2010	13669
Greater Melbourne	MYS	2015	9028
Greater Melbourne	MYS	2016	3160
Greater Melbourne	MYS	2017	3321
Greater Melbourne	MYS	2018	3188
Greater Melbourne	MYS	2019	2580
Greater Melbourne	MYS	2020	1012
Greater Melbourne	MYS	2021	180
Greater Melbourne	NLD		304
Greater Melbourne	NLD	1951	436
Greater Melbourne	NLD	1960	5324
Greater Melbourne	NLD	1970	1333
Greater Melbourne	NLD	1980	737
Greater Melbourne	NLD	1990	840
Greater Melbourne	NLD	2000	509
Greater Melbourne	NLD	2010	964
Greater Melbourne	NLD	2015	475
Greater Melbourne	NLD	2016	133
Greater Melbourne	NLD	2017	140
Greater Melbourne	NLD	2018	141
Greater Melbourne	NLD	2019	138
Greater Melbourne	NLD	2020	54
Greater Melbourne	NLD	2021	27
Greater Melbourne	NPL		302
Greater Melbourne	NPL	1970	4
Greater Melbourne	NPL	1980	11
Greater Melbourne	NPL	1990	42
Greater Melbourne	NPL	2000	392
Greater Melbourne	NPL	2010	4410
Greater Melbourne	NPL	2015	3182
Greater Melbourne	NPL	2016	1165
Greater Melbourne	NPL	2017	2063
Greater Melbourne	NPL	2018	3002
Greater Melbourne	NPL	2019	3080
Greater Melbourne	NPL	2020	801
Greater Melbourne	NPL	2021	48
Greater Melbourne	NZL		2145
Greater Melbourne	NZL	1951	221
Greater Melbourne	NZL	1960	498
Greater Melbourne	NZL	1970	2209
Greater Melbourne	NZL	1980	6129
Greater Melbourne	NZL	1990	10324
Greater Melbourne	NZL	2000	12254
Greater Melbourne	NZL	2010	20782
Greater Melbourne	NZL	2015	15437
Greater Melbourne	NZL	2016	2581
Greater Melbourne	NZL	2017	2563
Greater Melbourne	NZL	2018	2740
Greater Melbourne	NZL	2019	2828
Greater Melbourne	NZL	2020	1113
Greater Melbourne	NZL	2021	1116
Greater Melbourne	PAK		439
Greater Melbourne	PAK	1951	8
Greater Melbourne	PAK	1960	18
Greater Melbourne	PAK	1970	62
Greater Melbourne	PAK	1980	192
Greater Melbourne	PAK	1990	681
Greater Melbourne	PAK	2000	1516
Greater Melbourne	PAK	2010	6322
Greater Melbourne	PAK	2015	9392
Greater Melbourne	PAK	2016	1968
Greater Melbourne	PAK	2017	2373
Greater Melbourne	PAK	2018	2380
Greater Melbourne	PAK	2019	2245
Greater Melbourne	PAK	2020	1018
Greater Melbourne	PAK	2021	453
Greater Melbourne	PHL		884
Greater Melbourne	PHL	1951	13
Greater Melbourne	PHL	1960	31
Greater Melbourne	PHL	1970	178
Greater Melbourne	PHL	1980	1991
Greater Melbourne	PHL	1990	9525
Greater Melbourne	PHL	2000	7151
Greater Melbourne	PHL	2010	14742
Greater Melbourne	PHL	2015	10521
Greater Melbourne	PHL	2016	2625
Greater Melbourne	PHL	2017	2584
Greater Melbourne	PHL	2018	2990
Greater Melbourne	PHL	2019	4054
Greater Melbourne	PHL	2020	1334
Greater Melbourne	PHL	2021	320
Greater Melbourne	POL		297
Greater Melbourne	POL	1951	764
Greater Melbourne	POL	1960	942
Greater Melbourne	POL	1970	1145
Greater Melbourne	POL	1980	1198
Greater Melbourne	POL	1990	5050
Greater Melbourne	POL	2000	1633
Greater Melbourne	POL	2010	994
Greater Melbourne	POL	2015	559
Greater Melbourne	POL	2016	124
Greater Melbourne	POL	2017	118
Greater Melbourne	POL	2018	98
Greater Melbourne	POL	2019	92
Greater Melbourne	POL	2020	32
Greater Melbourne	POL	2021	16
Greater Melbourne	SGP		184
Greater Melbourne	SGP	1951	36
Greater Melbourne	SGP	1960	90
Greater Melbourne	SGP	1970	289
Greater Melbourne	SGP	1980	943
Greater Melbourne	SGP	1990	1918
Greater Melbourne	SGP	2000	1923
Greater Melbourne	SGP	2010	5738
Greater Melbourne	SGP	2015	2816
Greater Melbourne	SGP	2016	691
Greater Melbourne	SGP	2017	721
Greater Melbourne	SGP	2018	641
Greater Melbourne	SGP	2019	606
Greater Melbourne	SGP	2020	356
Greater Melbourne	SGP	2021	130
Greater Melbourne	THA		441
Greater Melbourne	THA	1951	6
Greater Melbourne	THA	1960	7
Greater Melbourne	THA	1970	54
Greater Melbourne	THA	1980	327
Greater Melbourne	THA	1990	1573
Greater Melbourne	THA	2000	1699
Greater Melbourne	THA	2010	4877
Greater Melbourne	THA	2015	3468
Greater Melbourne	THA	2016	1158
Greater Melbourne	THA	2017	962
Greater Melbourne	THA	2018	1044
Greater Melbourne	THA	2019	1227
Greater Melbourne	THA	2020	415
Greater Melbourne	THA	2021	90
Greater Melbourne	TWN		160
Greater Melbourne	TWN	1960	4
Greater Melbourne	TWN	1970	13
Greater Melbourne	TWN	1980	103
Greater Melbourne	TWN	1990	1163
Greater Melbourne	TWN	2000	1720
Greater Melbourne	TWN	2010	2024
Greater Melbourne	TWN	2015	1859
Greater Melbourne	TWN	2016	454
Greater Melbourne	TWN	2017	477
Greater Melbourne	TWN	2018	619
Greater Melbourne	TWN	2019	537
Greater Melbourne	TWN	2020	188
Greater Melbourne	TWN	2021	51
Greater Melbourne	USA		457
Greater Melbourne	USA	1951	65
Greater Melbourne	USA	1960	172
Greater Melbourne	USA	1970	620
Greater Melbourne	USA	1980	1497
Greater Melbourne	USA	1990	1726
Greater Melbourne	USA	2000	2478
Greater Melbourne	USA	2010	4666
Greater Melbourne	USA	2015	3563
Greater Melbourne	USA	2016	808
Greater Melbourne	USA	2017	990
Greater Melbourne	USA	2018	1013
Greater Melbourne	USA	2019	1162
Greater Melbourne	USA	2020	706
Greater Melbourne	USA	2021	310
Greater Melbourne	VNM		3090
Greater Melbourne	VNM	1951	5
Greater Melbourne	VNM	1960	16
Greater Melbourne	VNM	1970	141
Greater Melbourne	VNM	1980	9587
Greater Melbourne	VNM	1990	25815
Greater Melbourne	VNM	2000	15879
Greater Melbourne	VNM	2010	14181
Greater Melbourne	VNM	2015	10361
Greater Melbourne	VNM	2016	2421
Greater Melbourne	VNM	2017	2359
Greater Melbourne	VNM	2018	2251
Greater Melbourne	VNM	2019	2762
Greater Melbourne	VNM	2020	1356
Greater Melbourne	VNM	2021	330
Greater Melbourne	ZAF		271
Greater Melbourne	ZAF	1951	26
Greater Melbourne	ZAF	1960	146
Greater Melbourne	ZAF	1970	506
Greater Melbourne	ZAF	1980	2264
Greater Melbourne	ZAF	1990	4367
Greater Melbourne	ZAF	2000	4312
Greater Melbourne	ZAF	2010	8175
Greater Melbourne	ZAF	2015	3111
Greater Melbourne	ZAF	2016	763
Greater Melbourne	ZAF	2017	885
Greater Melbourne	ZAF	2018	770
Greater Melbourne	ZAF	2019	919
Greater Melbourne	ZAF	2020	369
Greater Melbourne	ZAF	2021	171
Rest of Vic.			1224
Rest of Vic.		1951	725
Rest of Vic.		1960	2404
Rest of Vic.		1970	3383
Rest of Vic.		1980	2830
Rest of Vic.		1990	2335
Rest of Vic.		2000	2294
Rest of Vic.		2010	5126
Rest of Vic.		2015	3214
Rest of Vic.		2016	825
Rest of Vic.		2017	770
Rest of Vic.		2018	1049
Rest of Vic.		2019	1373
Rest of Vic.		2020	490
Rest of Vic.		2021	310
Rest of Vic.	AFG		47
Rest of Vic.	AFG	1990	10
Rest of Vic.	AFG	2000	62
Rest of Vic.	AFG	2010	402
Rest of Vic.	AFG	2015	871
Rest of Vic.	AFG	2016	117
Rest of Vic.	AFG	2017	112
Rest of Vic.	AFG	2018	79
Rest of Vic.	AFG	2019	120
Rest of Vic.	AFG	2020	48
Rest of Vic.	AFG	2021	29
Rest of Vic.	BGD		4
Rest of Vic.	BGD	1970	5
Rest of Vic.	BGD	1980	8
Rest of Vic.	BGD	1990	8
Rest of Vic.	BGD	2000	40
Rest of Vic.	BGD	2010	213
Rest of Vic.	BGD	2015	160
Rest of Vic.	BGD	2016	23
Rest of Vic.	BGD	2017	46
Rest of Vic.	BGD	2018	28
Rest of Vic.	BGD	2019	38
Rest of Vic.	BGD	2020	16
Rest of Vic.	CAN		40
Rest of Vic.	CAN	1951	10
Rest of Vic.	CAN	1960	38
Rest of Vic.	CAN	1970	153
Rest of Vic.	CAN	1980	237
Rest of Vic.	CAN	1990	219
Rest of Vic.	CAN	2000	231
Rest of Vic.	CAN	2010	465
Rest of Vic.	CAN	2015	268
Rest of Vic.	CAN	2016	75
Rest of Vic.	CAN	2017	54
Rest of Vic.	CAN	2018	46
Rest of Vic.	CAN	2019	72
Rest of Vic.	CAN	2020	28
Rest of Vic.	CAN	2021	16
Rest of Vic.	CHN		171
Rest of Vic.	CHN	1951	24
Rest of Vic.	CHN	1960	27
Rest of Vic.	CHN	1970	123
Rest of Vic.	CHN	1980	41
Rest of Vic.	CHN	1990	172
Rest of Vic.	CHN	2000	297
Rest of Vic.	CHN	2010	1549
Rest of Vic.	CHN	2015	1028
Rest of Vic.	CHN	2016	326
Rest of Vic.	CHN	2017	376
Rest of Vic.	CHN	2018	499
Rest of Vic.	CHN	2019	609
Rest of Vic.	CHN	2020	115
Rest of Vic.	CHN	2021	16
Rest of Vic.	DEU		234
Rest of Vic.	DEU	1951	1081
Rest of Vic.	DEU	1960	2107
Rest of Vic.	DEU	1970	781
Rest of Vic.	DEU	1980	410
Rest of Vic.	DEU	1990	479
Rest of Vic.	DEU	2000	258
Rest of Vic.	DEU	2010	428
Rest of Vic.	DEU	2015	198
Rest of Vic.	DEU	2016	50
Rest of Vic.	DEU	2017	48
Rest of Vic.	DEU	2018	33
Rest of Vic.	DEU	2019	61
Rest of Vic.	DEU	2020	35
Rest of Vic.	DEU	2021	11
Rest of Vic.	EGY		35
Rest of Vic.	EGY	1951	33
Rest of Vic.	EGY	1960	94
Rest of Vic.	EGY	1970	111
Rest of Vic.	EGY	1980	36
Rest of Vic.	EGY	1990	28
Rest of Vic.	EGY	2000	39
Rest of Vic.	EGY	2010	145
Rest of Vic.	EGY	2015	68
Rest of Vic.	EGY	2016	27
Rest of Vic.	EGY	2017	20
Rest of Vic.	EGY	2018	47
Rest of Vic.	EGY	2019	42
Rest of Vic.	EGY	2020	29
Rest of Vic.	EGY	2021	24
Rest of Vic.	FJI		31
Rest of Vic.	FJI	1951	5
Rest of Vic.	FJI	1960	9
Rest of Vic.	FJI	1970	32
Rest of Vic.	FJI	1980	57
Rest of Vic.	FJI	1990	154
Rest of Vic.	FJI	2000	141
Rest of Vic.	FJI	2010	223
Rest of Vic.	FJI	2015	140
Rest of Vic.	FJI	2016	19
Rest of Vic.	FJI	2017	24
Rest of Vic.	FJI	2018	30
Rest of Vic.	FJI	2019	63
Rest of Vic.	FJI	2020	39
Rest of Vic.	FJI	2021	9
Rest of Vic.	GBR		2186
Rest of Vic.	GBR	1951	1881
Rest of Vic.	GBR	1960	7099
Rest of Vic.	GBR	1970	14536
Rest of Vic.	GBR	1980	7432
Rest of Vic.	GBR	1990	5003
Rest of Vic.	GBR	2000	2574
Rest of Vic.	GBR	2010	5416
Rest of Vic.	GBR	2015	2617
Rest of Vic.	GBR	2016	403
Rest of Vic.	GBR	2017	365
Rest of Vic.	GBR	2018	397
Rest of Vic.	GBR	2019	411
Rest of Vic.	GBR	2020	201
Rest of Vic.	GBR	2021	83
Rest of Vic.	GRC		115
Rest of Vic.	GRC	1951	43
Rest of Vic.	GRC	1960	424
Rest of Vic.	GRC	1970	719
Rest of Vic.	GRC	1980	204
Rest of Vic.	GRC	1990	45
Rest of Vic.	GRC	2000	39
Rest of Vic.	GRC	2010	23
Rest of Vic.	GRC	2015	25
Rest of Vic.	GRC	2016	16
Rest of Vic.	GRC	2017	3
Rest of Vic.	GRC	2018	3
Rest of Vic.	GRC	2019	6
Rest of Vic.	HKG		37
Rest of Vic.	HKG	1951	3
Rest of Vic.	HKG	1960	13
Rest of Vic.	HKG	1970	35
Rest of Vic.	HKG	1980	60
Rest of Vic.	HKG	1990	105
Rest of Vic.	HKG	2000	97
Rest of Vic.	HKG	2010	146
Rest of Vic.	HKG	2015	148
Rest of Vic.	HKG	2016	26
Rest of Vic.	HKG	2017	32
Rest of Vic.	HKG	2018	46
Rest of Vic.	HKG	2019	61
Rest of Vic.	HKG	2020	48
Rest of Vic.	HKG	2021	10
Rest of Vic.	HRV		97
Rest of Vic.	HRV	1951	30
Rest of Vic.	HRV	1960	386
Rest of Vic.	HRV	1970	1060
Rest of Vic.	HRV	1980	334
Rest of Vic.	HRV	1990	106
Rest of Vic.	HRV	2000	239
Rest of Vic.	HRV	2010	63
Rest of Vic.	HRV	2015	16
Rest of Vic.	HRV	2016	3
Rest of Vic.	HRV	2019	6
Rest of Vic.	IDN		40
Rest of Vic.	IDN	1951	20
Rest of Vic.	IDN	1960	62
Rest of Vic.	IDN	1970	29
Rest of Vic.	IDN	1980	35
Rest of Vic.	IDN	1990	76
Rest of Vic.	IDN	2000	149
Rest of Vic.	IDN	2010	276
Rest of Vic.	IDN	2015	226
Rest of Vic.	IDN	2016	47
Rest of Vic.	IDN	2017	77
Rest of Vic.	IDN	2018	90
Rest of Vic.	IDN	2019	120
Rest of Vic.	IDN	2020	78
Rest of Vic.	IDN	2021	9
Rest of Vic.	IND		382
Rest of Vic.	IND	1951	72
Rest of Vic.	IND	1960	55
Rest of Vic.	IND	1970	214
Rest of Vic.	IND	1980	198
Rest of Vic.	IND	1990	198
Rest of Vic.	IND	2000	342
Rest of Vic.	IND	2010	4380
Rest of Vic.	IND	2015	3312
Rest of Vic.	IND	2016	981
Rest of Vic.	IND	2017	1116
Rest of Vic.	IND	2018	1495
Rest of Vic.	IND	2019	1871
Rest of Vic.	IND	2020	750
Rest of Vic.	IND	2021	104
Rest of Vic.	IRL		87
Rest of Vic.	IRL	1951	27
Rest of Vic.	IRL	1960	180
Rest of Vic.	IRL	1970	386
Rest of Vic.	IRL	1980	335
Rest of Vic.	IRL	1990	383
Rest of Vic.	IRL	2000	194
Rest of Vic.	IRL	2010	509
Rest of Vic.	IRL	2015	398
Rest of Vic.	IRL	2016	33
Rest of Vic.	IRL	2017	32
Rest of Vic.	IRL	2018	41
Rest of Vic.	IRL	2019	53
Rest of Vic.	IRL	2020	28
Rest of Vic.	IRL	2021	6
Rest of Vic.	IRN		27
Rest of Vic.	IRN	1951	6
Rest of Vic.	IRN	1970	7
Rest of Vic.	IRN	1980	8
Rest of Vic.	IRN	1990	57
Rest of Vic.	IRN	2000	49
Rest of Vic.	IRN	2010	166
Rest of Vic.	IRN	2015	422
Rest of Vic.	IRN	2016	50
Rest of Vic.	IRN	2017	45
Rest of Vic.	IRN	2018	50
Rest of Vic.	IRN	2019	51
Rest of Vic.	IRN	2020	20
Rest of Vic.	IRN	2021	6
Rest of Vic.	IRQ		41
Rest of Vic.	IRQ	1970	6
Rest of Vic.	IRQ	1980	5
Rest of Vic.	IRQ	1990	3
Rest of Vic.	IRQ	2000	223
Rest of Vic.	IRQ	2010	267
Rest of Vic.	IRQ	2015	190
Rest of Vic.	IRQ	2016	113
Rest of Vic.	IRQ	2017	69
Rest of Vic.	IRQ	2018	39
Rest of Vic.	IRQ	2019	52
Rest of Vic.	IRQ	2020	20
Rest of Vic.	IRQ	2021	3
Rest of Vic.	ITA		446
Rest of Vic.	ITA	1951	405
Rest of Vic.	ITA	1960	2897
Rest of Vic.	ITA	1970	1950
Rest of Vic.	ITA	1980	377
Rest of Vic.	ITA	1990	113
Rest of Vic.	ITA	2000	82
Rest of Vic.	ITA	2010	120
Rest of Vic.	ITA	2015	163
Rest of Vic.	ITA	2016	35
Rest of Vic.	ITA	2017	19
Rest of Vic.	ITA	2018	27
Rest of Vic.	ITA	2019	38
Rest of Vic.	ITA	2020	24
Rest of Vic.	JPN		29
Rest of Vic.	JPN	1951	3
Rest of Vic.	JPN	1960	13
Rest of Vic.	JPN	1970	14
Rest of Vic.	JPN	1980	32
Rest of Vic.	JPN	1990	43
Rest of Vic.	JPN	2000	117
Rest of Vic.	JPN	2010	248
Rest of Vic.	JPN	2015	115
Rest of Vic.	JPN	2016	14
Rest of Vic.	JPN	2017	31
Rest of Vic.	JPN	2018	23
Rest of Vic.	JPN	2019	39
Rest of Vic.	JPN	2020	23
Rest of Vic.	JPN	2021	8
Rest of Vic.	KOR		22
Rest of Vic.	KOR	1951	4
Rest of Vic.	KOR	1990	58
Rest of Vic.	KOR	2000	58
Rest of Vic.	KOR	2010	228
Rest of Vic.	KOR	2015	153
Rest of Vic.	KOR	2016	46
Rest of Vic.	KOR	2017	37
Rest of Vic.	KOR	2018	32
Rest of Vic.	KOR	2019	45
Rest of Vic.	KOR	2020	10
Rest of Vic.	KOR	2021	5
Rest of Vic.	LBN		34
Rest of Vic.	LBN	1951	6
Rest of Vic.	LBN	1960	10
Rest of Vic.	LBN	1970	58
Rest of Vic.	LBN	1980	70
Rest of Vic.	LBN	1990	48
Rest of Vic.	LBN	2000	28
Rest of Vic.	LBN	2010	47
Rest of Vic.	LBN	2015	18
Rest of Vic.	LBN	2016	17
Rest of Vic.	LBN	2017	4
Rest of Vic.	LBN	2019	3
Rest of Vic.	LBN	2020	8
Rest of Vic.	LKA		59
Rest of Vic.	LKA	1951	6
Rest of Vic.	LKA	1960	48
Rest of Vic.	LKA	1970	138
Rest of Vic.	LKA	1980	108
Rest of Vic.	LKA	1990	168
Rest of Vic.	LKA	2000	154
Rest of Vic.	LKA	2010	611
Rest of Vic.	LKA	2015	717
Rest of Vic.	LKA	2016	150
Rest of Vic.	LKA	2017	207
Rest of Vic.	LKA	2018	182
Rest of Vic.	LKA	2019	197
Rest of Vic.	LKA	2020	101
Rest of Vic.	LKA	2021	30
Rest of Vic.	MKD		24
Rest of Vic.	MKD	1951	4
Rest of Vic.	MKD	1960	63
Rest of Vic.	MKD	1970	386
Rest of Vic.	MKD	1980	272
Rest of Vic.	MKD	1990	103
Rest of Vic.	MKD	2000	50
Rest of Vic.	MKD	2010	41
Rest of Vic.	MKD	2015	21
Rest of Vic.	MKD	2016	3
Rest of Vic.	MKD	2017	4
Rest of Vic.	MKD	2018	3
Rest of Vic.	MYS		251
Rest of Vic.	MYS	1951	10
Rest of Vic.	MYS	1960	43
Rest of Vic.	MYS	1970	167
Rest of Vic.	MYS	1980	249
Rest of Vic.	MYS	1990	329
Rest of Vic.	MYS	2000	184
Rest of Vic.	MYS	2010	630
Rest of Vic.	MYS	2015	792
Rest of Vic.	MYS	2016	567
Rest of Vic.	MYS	2017	661
Rest of Vic.	MYS	2018	633
Rest of Vic.	MYS	2019	564
Rest of Vic.	MYS	2020	142
Rest of Vic.	MYS	2021	14
Rest of Vic.	NLD		216
Rest of Vic.	NLD	1951	236
Rest of Vic.	NLD	1960	4298
Rest of Vic.	NLD	1970	709
Rest of Vic.	NLD	1980	352
Rest of Vic.	NLD	1990	385
Rest of Vic.	NLD	2000	186
Rest of Vic.	NLD	2010	255
Rest of Vic.	NLD	2015	131
Rest of Vic.	NLD	2016	26
Rest of Vic.	NLD	2017	23
Rest of Vic.	NLD	2018	28
Rest of Vic.	NLD	2019	49
Rest of Vic.	NLD	2020	8
Rest of Vic.	NLD	2021	6
Rest of Vic.	NPL		18
Rest of Vic.	NPL	2000	13
Rest of Vic.	NPL	2010	273
Rest of Vic.	NPL	2015	372
Rest of Vic.	NPL	2016	207
Rest of Vic.	NPL	2017	280
Rest of Vic.	NPL	2018	238
Rest of Vic.	NPL	2019	170
Rest of Vic.	NPL	2020	63
Rest of Vic.	NZL		769
Rest of Vic.	NZL	1951	76
Rest of Vic.	NZL	1960	191
Rest of Vic.	NZL	1970	973
Rest of Vic.	NZL	1980	2467
Rest of Vic.	NZL	1990	3023
Rest of Vic.	NZL	2000	2669
Rest of Vic.	NZL	2010	3261
Rest of Vic.	NZL	2015	1683
Rest of Vic.	NZL	2016	253
Rest of Vic.	NZL	2017	212
Rest of Vic.	NZL	2018	248
Rest of Vic.	NZL	2019	223
Rest of Vic.	NZL	2020	121
Rest of Vic.	NZL	2021	93
Rest of Vic.	PAK		46
Rest of Vic.	PAK	1960	5
Rest of Vic.	PAK	1970	3
Rest of Vic.	PAK	1980	14
Rest of Vic.	PAK	1990	12
Rest of Vic.	PAK	2000	40
Rest of Vic.	PAK	2010	313
Rest of Vic.	PAK	2015	693
Rest of Vic.	PAK	2016	122
Rest of Vic.	PAK	2017	151
Rest of Vic.	PAK	2018	174
Rest of Vic.	PAK	2019	192
Rest of Vic.	PAK	2020	74
Rest of Vic.	PAK	2021	14
Rest of Vic.	PHL		313
Rest of Vic.	PHL	1960	9
Rest of Vic.	PHL	1970	23
Rest of Vic.	PHL	1980	183
Rest of Vic.	PHL	1990	1025
Rest of Vic.	PHL	2000	814
Rest of Vic.	PHL	2010	1784
Rest of Vic.	PHL	2015	2053
Rest of Vic.	PHL	2016	618
Rest of Vic.	PHL	2017	525
Rest of Vic.	PHL	2018	708
Rest of Vic.	PHL	2019	988
Rest of Vic.	PHL	2020	303
Rest of Vic.	PHL	2021	132
Rest of Vic.	POL		47
Rest of Vic.	POL	1951	114
Rest of Vic.	POL	1960	96
Rest of Vic.	POL	1970	140
Rest of Vic.	POL	1980	108
Rest of Vic.	POL	1990	358
Rest of Vic.	POL	2000	116
Rest of Vic.	POL	2010	79
Rest of Vic.	POL	2015	38
Rest of Vic.	POL	2016	9
Rest of Vic.	POL	2017	13
Rest of Vic.	POL	2018	5
Rest of Vic.	POL	2019	8
Rest of Vic.	SGP		30
Rest of Vic.	SGP	1951	3
Rest of Vic.	SGP	1960	15
Rest of Vic.	SGP	1970	46
Rest of Vic.	SGP	1980	131
Rest of Vic.	SGP	1990	98
Rest of Vic.	SGP	2000	76
Rest of Vic.	SGP	2010	217
Rest of Vic.	SGP	2015	111
Rest of Vic.	SGP	2016	25
Rest of Vic.	SGP	2017	14
Rest of Vic.	SGP	2018	22
Rest of Vic.	SGP	2019	25
Rest of Vic.	SGP	2020	32
Rest of Vic.	SGP	2021	9
Rest of Vic.	THA		148
Rest of Vic.	THA	1970	6
Rest of Vic.	THA	1980	38
Rest of Vic.	THA	1990	111
Rest of Vic.	THA	2000	226
Rest of Vic.	THA	2010	1102
Rest of Vic.	THA	2015	972
Rest of Vic.	THA	2016	263
Rest of Vic.	THA	2017	215
Rest of Vic.	THA	2018	282
Rest of Vic.	THA	2019	226
Rest of Vic.	THA	2020	89
Rest of Vic.	THA	2021	19
Rest of Vic.	TWN		34
Rest of Vic.	TWN	1980	8
Rest of Vic.	TWN	1990	22
Rest of Vic.	TWN	2000	56
Rest of Vic.	TWN	2010	148
Rest of Vic.	TWN	2015	274
Rest of Vic.	TWN	2016	88
Rest of Vic.	TWN	2017	115
Rest of Vic.	TWN	2018	218
Rest of Vic.	TWN	2019	317
Rest of Vic.	TWN	2020	72
Rest of Vic.	TWN	2021	3
Rest of Vic.	USA		92
Rest of Vic.	USA	1951	25
Rest of Vic.	USA	1960	35
Rest of Vic.	USA	1970	212
Rest of Vic.	USA	1980	542
Rest of Vic.	USA	1990	382
Rest of Vic.	USA	2000	426
Rest of Vic.	USA	2010	852
Rest of Vic.	USA	2015	589
Rest of Vic.	USA	2016	93
Rest of Vic.	USA	2017	99
Rest of Vic.	USA	2018	99
Rest of Vic.	USA	2019	133
Rest of Vic.	USA	2020	82
Rest of Vic.	USA	2021	36
Rest of Vic.	VNM		334
Rest of Vic.	VNM	1970	3
Rest of Vic.	VNM	1980	147
Rest of Vic.	VNM	1990	332
Rest of Vic.	VNM	2000	286
Rest of Vic.	VNM	2010	472
Rest of Vic.	VNM	2015	438
Rest of Vic.	VNM	2016	110
Rest of Vic.	VNM	2017	219
Rest of Vic.	VNM	2018	240
Rest of Vic.	VNM	2019	281
Rest of Vic.	VNM	2020	104
Rest of Vic.	VNM	2021	30
Rest of Vic.	ZAF		89
Rest of Vic.	ZAF	1951	5
Rest of Vic.	ZAF	1960	41
Rest of Vic.	ZAF	1970	128
Rest of Vic.	ZAF	1980	402
Rest of Vic.	ZAF	1990	427
Rest of Vic.	ZAF	2000	564
Rest of Vic.	ZAF	2010	1309
Rest of Vic.	ZAF	2015	522
Rest of Vic.	ZAF	2016	117
Rest of Vic.	ZAF	2017	113
Rest of Vic.	ZAF	2018	134
Rest of Vic.	ZAF	2019	189
Rest of Vic.	ZAF	2020	109
Rest of Vic.	ZAF	2021	46
No usual address (Qld)			57
No usual address (Qld)		1960	4
No usual address (Qld)		1970	29
No usual address (Qld)		1980	21
No usual address (Qld)		1990	37
No usual address (Qld)		2000	35
No usual address (Qld)		2010	56
No usual address (Qld)		2015	41
No usual address (Qld)		2016	16
No usual address (Qld)		2017	11
No usual address (Qld)		2018	39
No usual address (Qld)		2019	143
No usual address (Qld)		2020	87
No usual address (Qld)		2021	35
No usual address (Qld)	CAN	1980	11
No usual address (Qld)	CAN	1990	4
No usual address (Qld)	CAN	2000	7
No usual address (Qld)	CAN	2010	6
No usual address (Qld)	CAN	2015	6
No usual address (Qld)	CAN	2018	9
No usual address (Qld)	CAN	2019	6
No usual address (Qld)	CAN	2020	3
No usual address (Qld)	CAN	2021	9
No usual address (Qld)	CHN		6
No usual address (Qld)	CHN	1990	6
No usual address (Qld)	CHN	2010	8
No usual address (Qld)	CHN	2015	4
No usual address (Qld)	CHN	2016	6
No usual address (Qld)	CHN	2017	6
