GCCSA_NAME21	Age	IncomeTotPersonal.max	Sex	adults
Rest of Tas.	55-64	52500	F	2020
Rest of Tas.	55-64	52500	M	2035
Rest of Tas.	55-64	65625	F	2017
Rest of Tas.	55-64	65625	M	2608
Rest of Tas.	55-64	78750	F	1178
Rest of Tas.	55-64	78750	M	1790
Rest of Tas.	55-64	91875	F	1003
Rest of Tas.	55-64	91875	M	1591
Rest of Tas.	55-64	105000	F	718
Rest of Tas.	55-64	105000	M	1235
Rest of Tas.	55-64	157500	F	837
Rest of Tas.	55-64	157500	M	1609
Rest of Tas.	55-64	183750	F	127
Rest of Tas.	55-64	183750	M	308
Rest of Tas.	55-64	Inf	F	234
Rest of Tas.	55-64	Inf	M	587
Rest of Tas.	65-74		F	1356
Rest of Tas.	65-74		M	1475
Rest of Tas.	65-74	0	F	1068
Rest of Tas.	65-74	0	M	850
Rest of Tas.	65-74	7875	F	574
Rest of Tas.	65-74	7875	M	497
Rest of Tas.	65-74	15750	F	1527
Rest of Tas.	65-74	15750	M	1283
Rest of Tas.	65-74	21000	F	4694
Rest of Tas.	65-74	21000	M	4122
Rest of Tas.	65-74	26250	F	4309
Rest of Tas.	65-74	26250	M	3272
Rest of Tas.	65-74	34125	F	2456
Rest of Tas.	65-74	34125	M	2156
Rest of Tas.	65-74	42000	F	1570
Rest of Tas.	65-74	42000	M	1589
Rest of Tas.	65-74	52500	F	965
Rest of Tas.	65-74	52500	M	1292
Rest of Tas.	65-74	65625	F	699
Rest of Tas.	65-74	65625	M	1368
Rest of Tas.	65-74	78750	F	368
Rest of Tas.	65-74	78750	M	677
Rest of Tas.	65-74	91875	F	324
Rest of Tas.	65-74	91875	M	508
Rest of Tas.	65-74	105000	F	183
Rest of Tas.	65-74	105000	M	335
Rest of Tas.	65-74	157500	F	195
Rest of Tas.	65-74	157500	M	427
Rest of Tas.	65-74	183750	F	54
Rest of Tas.	65-74	183750	M	109
Rest of Tas.	65-74	Inf	F	120
Rest of Tas.	65-74	Inf	M	261
Rest of Tas.	75-84		F	1219
Rest of Tas.	75-84		M	942
Rest of Tas.	75-84	0	F	332
Rest of Tas.	75-84	0	M	323
Rest of Tas.	75-84	7875	F	217
Rest of Tas.	75-84	7875	M	181
Rest of Tas.	75-84	15750	F	650
Rest of Tas.	75-84	15750	M	598
Rest of Tas.	75-84	21000	F	2494
Rest of Tas.	75-84	21000	M	2933
Rest of Tas.	75-84	26250	F	3256
Rest of Tas.	75-84	26250	M	2066
Rest of Tas.	75-84	34125	F	1423
Rest of Tas.	75-84	34125	M	1194
Rest of Tas.	75-84	42000	F	782
Rest of Tas.	75-84	42000	M	919
Rest of Tas.	75-84	52500	F	376
Rest of Tas.	75-84	52500	M	534
Rest of Tas.	75-84	65625	F	204
Rest of Tas.	75-84	65625	M	379
Rest of Tas.	75-84	78750	F	111
Rest of Tas.	75-84	78750	M	188
Rest of Tas.	75-84	91875	F	124
Rest of Tas.	75-84	91875	M	157
Rest of Tas.	75-84	105000	F	45
Rest of Tas.	75-84	105000	M	47
Rest of Tas.	75-84	157500	F	62
Rest of Tas.	75-84	157500	M	76
Rest of Tas.	75-84	183750	F	20
Rest of Tas.	75-84	183750	M	31
Rest of Tas.	75-84	Inf	F	61
Rest of Tas.	75-84	Inf	M	96
Rest of Tas.	85+		F	772
Rest of Tas.	85+		M	486
Rest of Tas.	85+	0	F	110
Rest of Tas.	85+	0	M	82
Rest of Tas.	85+	7875	F	60
Rest of Tas.	85+	7875	M	40
Rest of Tas.	85+	15750	F	160
Rest of Tas.	85+	15750	M	121
Rest of Tas.	85+	21000	F	519
Rest of Tas.	85+	21000	M	624
Rest of Tas.	85+	26250	F	1628
Rest of Tas.	85+	26250	M	727
Rest of Tas.	85+	34125	F	631
Rest of Tas.	85+	34125	M	333
Rest of Tas.	85+	42000	F	232
Rest of Tas.	85+	42000	M	210
Rest of Tas.	85+	52500	F	137
Rest of Tas.	85+	52500	M	126
Rest of Tas.	85+	65625	F	67
Rest of Tas.	85+	65625	M	66
Rest of Tas.	85+	78750	F	9
Rest of Tas.	85+	78750	M	30
Rest of Tas.	85+	91875	F	46
Rest of Tas.	85+	91875	M	36
Rest of Tas.	85+	105000	F	6
Rest of Tas.	85+	105000	M	11
Rest of Tas.	85+	157500	F	21
Rest of Tas.	85+	157500	M	15
Rest of Tas.	85+	183750	F	4
Rest of Tas.	85+	183750	M	5
Rest of Tas.	85+	Inf	F	18
Rest of Tas.	85+	Inf	M	24
No usual address (NT)	15-19		F	20
No usual address (NT)	15-19		M	4
No usual address (NT)	15-19	0	F	17
No usual address (NT)	15-19	0	M	14
No usual address (NT)	15-19	7875	F	7
No usual address (NT)	15-19	15750	F	9
No usual address (NT)	15-19	15750	M	3
No usual address (NT)	15-19	21000	F	8
No usual address (NT)	15-19	21000	M	4
No usual address (NT)	20-24		F	24
No usual address (NT)	20-24		M	28
No usual address (NT)	20-24	7875	F	4
No usual address (NT)	20-24	7875	M	7
No usual address (NT)	20-24	15750	F	7
No usual address (NT)	20-24	15750	M	8
No usual address (NT)	20-24	21000	F	15
No usual address (NT)	20-24	21000	M	19
No usual address (NT)	20-24	26250	F	12
No usual address (NT)	20-24	34125	F	10
No usual address (NT)	20-24	42000	F	9
No usual address (NT)	20-24	42000	M	3
No usual address (NT)	20-24	52500	F	8
No usual address (NT)	20-24	52500	M	8
No usual address (NT)	20-24	65625	F	5
No usual address (NT)	20-24	65625	M	3
No usual address (NT)	20-24	78750	F	4
No usual address (NT)	25-34		F	82
No usual address (NT)	25-34		M	65
No usual address (NT)	25-34	0	F	23
No usual address (NT)	25-34	0	M	19
No usual address (NT)	25-34	7875	F	8
No usual address (NT)	25-34	15750	F	13
No usual address (NT)	25-34	15750	M	18
No usual address (NT)	25-34	21000	F	44
No usual address (NT)	25-34	21000	M	57
No usual address (NT)	25-34	26250	F	32
No usual address (NT)	25-34	26250	M	23
No usual address (NT)	25-34	34125	F	30
No usual address (NT)	25-34	34125	M	11
No usual address (NT)	25-34	42000	F	25
No usual address (NT)	25-34	42000	M	14
No usual address (NT)	25-34	52500	F	23
No usual address (NT)	25-34	52500	M	24
No usual address (NT)	25-34	65625	F	27
No usual address (NT)	25-34	65625	M	14
No usual address (NT)	25-34	78750	F	24
No usual address (NT)	25-34	78750	M	4
No usual address (NT)	25-34	91875	F	17
No usual address (NT)	25-34	91875	M	11
No usual address (NT)	25-34	105000	F	5
No usual address (NT)	25-34	105000	M	9
No usual address (NT)	25-34	157500	F	8
No usual address (NT)	25-34	157500	M	13
No usual address (NT)	25-34	183750	M	4
No usual address (NT)	25-34	Inf	M	4
No usual address (NT)	35-44		F	38
No usual address (NT)	35-44		M	54
No usual address (NT)	35-44	0	F	27
No usual address (NT)	35-44	0	M	18
No usual address (NT)	35-44	7875	F	3
No usual address (NT)	35-44	7875	M	4
No usual address (NT)	35-44	15750	F	31
No usual address (NT)	35-44	15750	M	26
No usual address (NT)	35-44	21000	F	56
No usual address (NT)	35-44	21000	M	62
No usual address (NT)	35-44	26250	F	35
No usual address (NT)	35-44	26250	M	33
No usual address (NT)	35-44	34125	F	21
No usual address (NT)	35-44	34125	M	12
No usual address (NT)	35-44	42000	F	14
No usual address (NT)	35-44	42000	M	10
No usual address (NT)	35-44	52500	F	10
No usual address (NT)	35-44	52500	M	14
No usual address (NT)	35-44	65625	F	7
No usual address (NT)	35-44	65625	M	24
No usual address (NT)	35-44	78750	F	3
No usual address (NT)	35-44	78750	M	8
No usual address (NT)	35-44	91875	F	10
No usual address (NT)	35-44	91875	M	5
No usual address (NT)	35-44	105000	F	6
No usual address (NT)	35-44	105000	M	4
No usual address (NT)	35-44	157500	F	15
No usual address (NT)	35-44	157500	M	22
No usual address (NT)	35-44	183750	M	4
No usual address (NT)	35-44	Inf	F	3
No usual address (NT)	35-44	Inf	M	7
No usual address (NT)	45-54		F	51
No usual address (NT)	45-54		M	59
No usual address (NT)	45-54	0	F	15
No usual address (NT)	45-54	0	M	13
No usual address (NT)	45-54	7875	F	3
No usual address (NT)	45-54	7875	M	3
No usual address (NT)	45-54	15750	F	29
No usual address (NT)	45-54	15750	M	24
No usual address (NT)	45-54	21000	F	45
No usual address (NT)	45-54	21000	M	62
No usual address (NT)	45-54	26250	F	50
No usual address (NT)	45-54	26250	M	74
No usual address (NT)	45-54	34125	F	23
No usual address (NT)	45-54	34125	M	21
No usual address (NT)	45-54	42000	F	9
No usual address (NT)	45-54	42000	M	5
No usual address (NT)	45-54	52500	F	18
No usual address (NT)	45-54	52500	M	11
No usual address (NT)	45-54	65625	F	11
No usual address (NT)	45-54	65625	M	12
No usual address (NT)	45-54	78750	F	9
No usual address (NT)	45-54	78750	M	6
No usual address (NT)	45-54	91875	F	7
No usual address (NT)	45-54	91875	M	8
No usual address (NT)	45-54	105000	F	3
No usual address (NT)	45-54	105000	M	5
No usual address (NT)	45-54	157500	F	10
No usual address (NT)	45-54	157500	M	10
No usual address (NT)	45-54	183750	M	3
No usual address (NT)	55-64		F	70
No usual address (NT)	55-64		M	59
No usual address (NT)	55-64	0	F	31
No usual address (NT)	55-64	0	M	26
No usual address (NT)	55-64	7875	F	7
No usual address (NT)	55-64	15750	F	24
No usual address (NT)	55-64	15750	M	18
No usual address (NT)	55-64	21000	F	40
No usual address (NT)	55-64	21000	M	45
No usual address (NT)	55-64	26250	F	43
No usual address (NT)	55-64	26250	M	56
No usual address (NT)	55-64	34125	F	21
No usual address (NT)	55-64	34125	M	26
No usual address (NT)	55-64	42000	F	9
No usual address (NT)	55-64	42000	M	14
No usual address (NT)	55-64	52500	F	7
No usual address (NT)	55-64	52500	M	11
No usual address (NT)	55-64	65625	F	3
No usual address (NT)	55-64	65625	M	15
No usual address (NT)	55-64	78750	F	6
No usual address (NT)	55-64	78750	M	10
No usual address (NT)	55-64	91875	F	4
No usual address (NT)	55-64	91875	M	10
No usual address (NT)	55-64	105000	M	4
No usual address (NT)	55-64	157500	F	5
No usual address (NT)	55-64	157500	M	5
No usual address (NT)	55-64	Inf	M	7
No usual address (NT)	65-74		F	30
No usual address (NT)	65-74		M	42
No usual address (NT)	65-74	0	F	7
No usual address (NT)	65-74	0	M	13
No usual address (NT)	65-74	7875	F	6
No usual address (NT)	65-74	7875	M	4
No usual address (NT)	65-74	15750	F	3
No usual address (NT)	65-74	15750	M	14
No usual address (NT)	65-74	21000	F	26
No usual address (NT)	65-74	21000	M	27
No usual address (NT)	65-74	26250	F	15
No usual address (NT)	65-74	26250	M	44
No usual address (NT)	65-74	34125	F	13
No usual address (NT)	65-74	34125	M	27
No usual address (NT)	65-74	42000	F	3
No usual address (NT)	65-74	42000	M	11
No usual address (NT)	65-74	52500	M	5
No usual address (NT)	65-74	65625	F	4
No usual address (NT)	65-74	65625	M	15
No usual address (NT)	65-74	78750	F	3
No usual address (NT)	65-74	78750	M	6
No usual address (NT)	75-84		F	3
No usual address (NT)	75-84		M	9
No usual address (NT)	75-84	15750	F	3
No usual address (NT)	75-84	21000	F	5
No usual address (NT)	75-84	21000	M	7
No usual address (NT)	75-84	26250	F	5
No usual address (NT)	75-84	26250	M	8
No usual address (NT)	75-84	34125	M	12
No usual address (NT)	75-84	42000	M	3
Migratory - Offshore - Shipping (NT)	15-19		M	6
Migratory - Offshore - Shipping (NT)	20-24	78750	F	3
Migratory - Offshore - Shipping (NT)	25-34		M	4
Migratory - Offshore - Shipping (NT)	25-34	65625	M	5
Migratory - Offshore - Shipping (NT)	25-34	91875	M	3
Migratory - Offshore - Shipping (NT)	35-44		M	4
Migratory - Offshore - Shipping (NT)	35-44	65625	M	4
Migratory - Offshore - Shipping (NT)	35-44	105000	M	5
Migratory - Offshore - Shipping (NT)	35-44	157500	M	7
Migratory - Offshore - Shipping (NT)	45-54		M	7
Migratory - Offshore - Shipping (NT)	45-54	157500	M	3
Migratory - Offshore - Shipping (NT)	55-64		M	3
Migratory - Offshore - Shipping (NT)	55-64	34125	M	3
Migratory - Offshore - Shipping (NT)	55-64	157500	M	3
Greater Darwin	15-19		F	353
Greater Darwin	15-19		M	414
Greater Darwin	15-19	0	F	1338
Greater Darwin	15-19	0	M	1524
Greater Darwin	15-19	7875	F	787
Greater Darwin	15-19	7875	M	640
Greater Darwin	15-19	15750	F	429
Greater Darwin	15-19	15750	M	355
Greater Darwin	15-19	21000	F	181
Greater Darwin	15-19	21000	M	156
Greater Darwin	15-19	26250	F	139
Greater Darwin	15-19	26250	M	131
Greater Darwin	15-19	34125	F	151
Greater Darwin	15-19	34125	M	206
Greater Darwin	15-19	42000	F	124
Greater Darwin	15-19	42000	M	157
Greater Darwin	15-19	52500	F	116
Greater Darwin	15-19	52500	M	140
Greater Darwin	15-19	65625	F	78
Greater Darwin	15-19	65625	M	113
Greater Darwin	15-19	78750	F	33
Greater Darwin	15-19	78750	M	49
Greater Darwin	15-19	91875	F	13
Greater Darwin	15-19	91875	M	15
Greater Darwin	15-19	105000	M	6
Greater Darwin	15-19	157500	F	3
Greater Darwin	15-19	157500	M	3
Greater Darwin	15-19	Inf	F	8
Greater Darwin	15-19	Inf	M	3
Greater Darwin	20-24		F	405
Greater Darwin	20-24		M	691
Greater Darwin	20-24	0	F	249
Greater Darwin	20-24	0	M	296
Greater Darwin	20-24	7875	F	96
Greater Darwin	20-24	7875	M	91
Greater Darwin	20-24	15750	F	200
Greater Darwin	20-24	15750	M	210
Greater Darwin	20-24	21000	F	243
Greater Darwin	20-24	21000	M	188
Greater Darwin	20-24	26250	F	233
Greater Darwin	20-24	26250	M	231
Greater Darwin	20-24	34125	F	357
Greater Darwin	20-24	34125	M	281
Greater Darwin	20-24	42000	F	431
Greater Darwin	20-24	42000	M	382
Greater Darwin	20-24	52500	F	538
Greater Darwin	20-24	52500	M	552
Greater Darwin	20-24	65625	F	592
Greater Darwin	20-24	65625	M	731
Greater Darwin	20-24	78750	F	447
Greater Darwin	20-24	78750	M	671
Greater Darwin	20-24	91875	F	204
Greater Darwin	20-24	91875	M	320
Greater Darwin	20-24	105000	F	79
Greater Darwin	20-24	105000	M	140
Greater Darwin	20-24	157500	F	53
Greater Darwin	20-24	157500	M	98
Greater Darwin	20-24	183750	F	4
Greater Darwin	20-24	183750	M	7
Greater Darwin	20-24	Inf	F	8
Greater Darwin	20-24	Inf	M	13
Greater Darwin	25-34		F	1218
Greater Darwin	25-34		M	1726
Greater Darwin	25-34	0	F	830
Greater Darwin	25-34	0	M	320
Greater Darwin	25-34	7875	F	174
Greater Darwin	25-34	7875	M	85
Greater Darwin	25-34	15750	F	308
Greater Darwin	25-34	15750	M	168
Greater Darwin	25-34	21000	F	386
Greater Darwin	25-34	21000	M	251
Greater Darwin	25-34	26250	F	476
Greater Darwin	25-34	26250	M	274
Greater Darwin	25-34	34125	F	813
Greater Darwin	25-34	34125	M	407
Greater Darwin	25-34	42000	F	938
Greater Darwin	25-34	42000	M	568
Greater Darwin	25-34	52500	F	1295
Greater Darwin	25-34	52500	M	1192
Greater Darwin	25-34	65625	F	1731
Greater Darwin	25-34	65625	M	1847
Greater Darwin	25-34	78750	F	1508
Greater Darwin	25-34	78750	M	1571
Greater Darwin	25-34	91875	F	1340
Greater Darwin	25-34	91875	M	1536
Greater Darwin	25-34	105000	F	937
Greater Darwin	25-34	105000	M	1006
Greater Darwin	25-34	157500	F	1069
Greater Darwin	25-34	157500	M	1392
Greater Darwin	25-34	183750	F	86
Greater Darwin	25-34	183750	M	230
Greater Darwin	25-34	Inf	F	84
Greater Darwin	25-34	Inf	M	189
Greater Darwin	35-44		F	992
Greater Darwin	35-44		M	1353
Greater Darwin	35-44	0	F	658
Greater Darwin	35-44	0	M	207
Greater Darwin	35-44	7875	F	173
Greater Darwin	35-44	7875	M	46
Greater Darwin	35-44	15750	F	304
Greater Darwin	35-44	15750	M	108
Greater Darwin	35-44	21000	F	301
Greater Darwin	35-44	21000	M	182
Greater Darwin	35-44	26250	F	375
Greater Darwin	35-44	26250	M	157
Greater Darwin	35-44	34125	F	561
Greater Darwin	35-44	34125	M	214
Greater Darwin	35-44	42000	F	658
Greater Darwin	35-44	42000	M	308
Greater Darwin	35-44	52500	F	894
Greater Darwin	35-44	52500	M	610
Greater Darwin	35-44	65625	F	1210
Greater Darwin	35-44	65625	M	1112
Greater Darwin	35-44	78750	F	1101
Greater Darwin	35-44	78750	M	1094
Greater Darwin	35-44	91875	F	1104
Greater Darwin	35-44	91875	M	1258
Greater Darwin	35-44	105000	F	812
Greater Darwin	35-44	105000	M	1055
Greater Darwin	35-44	157500	F	1655
Greater Darwin	35-44	157500	M	2042
Greater Darwin	35-44	183750	F	203
Greater Darwin	35-44	183750	M	478
Greater Darwin	35-44	Inf	F	278
Greater Darwin	35-44	Inf	M	584
Greater Darwin	45-54		F	754
Greater Darwin	45-54		M	1136
Greater Darwin	45-54	0	F	454
Greater Darwin	45-54	0	M	214
Greater Darwin	45-54	7875	F	103
Greater Darwin	45-54	7875	M	61
Greater Darwin	45-54	15750	F	186
Greater Darwin	45-54	15750	M	131
Greater Darwin	45-54	21000	F	267
Greater Darwin	45-54	21000	M	222
Greater Darwin	45-54	26250	F	327
Greater Darwin	45-54	26250	M	179
Greater Darwin	45-54	34125	F	395
Greater Darwin	45-54	34125	M	185
Greater Darwin	45-54	42000	F	464
Greater Darwin	45-54	42000	M	227
Greater Darwin	45-54	52500	F	687
Greater Darwin	45-54	52500	M	483
Greater Darwin	45-54	65625	F	956
Greater Darwin	45-54	65625	M	841
Greater Darwin	45-54	78750	F	834
Greater Darwin	45-54	78750	M	801
Greater Darwin	45-54	91875	F	896
Greater Darwin	45-54	91875	M	931
Greater Darwin	45-54	105000	F	734
Greater Darwin	45-54	105000	M	853
Greater Darwin	45-54	157500	F	1486
Greater Darwin	45-54	157500	M	1879
Greater Darwin	45-54	183750	F	205
Greater Darwin	45-54	183750	M	478
Greater Darwin	45-54	Inf	F	302
Greater Darwin	45-54	Inf	M	728
Greater Darwin	55-64		F	573
Greater Darwin	55-64		M	776
Greater Darwin	55-64	0	F	643
Greater Darwin	55-64	0	M	360
Greater Darwin	55-64	7875	F	113
Greater Darwin	55-64	7875	M	85
Greater Darwin	55-64	15750	F	250
Greater Darwin	55-64	15750	M	175
Greater Darwin	55-64	21000	F	366
Greater Darwin	55-64	21000	M	294
Greater Darwin	55-64	26250	F	362
Greater Darwin	55-64	26250	M	271
Greater Darwin	55-64	34125	F	391
Greater Darwin	55-64	34125	M	262
Greater Darwin	55-64	42000	F	369
Greater Darwin	55-64	42000	M	274
Greater Darwin	55-64	52500	F	513
Greater Darwin	55-64	52500	M	457
Greater Darwin	55-64	65625	F	696
Greater Darwin	55-64	65625	M	726
Greater Darwin	55-64	78750	F	537
Greater Darwin	55-64	78750	M	583
Greater Darwin	55-64	91875	F	604
Greater Darwin	55-64	91875	M	680
Greater Darwin	55-64	105000	F	477
Greater Darwin	55-64	105000	M	559
Greater Darwin	55-64	157500	F	936
Greater Darwin	55-64	157500	M	1150
Greater Darwin	55-64	183750	F	149
Greater Darwin	55-64	183750	M	335
Greater Darwin	55-64	Inf	F	174
Greater Darwin	55-64	Inf	M	509
Greater Darwin	65-74		F	403
Greater Darwin	65-74		M	488
Greater Darwin	65-74	0	F	411
Greater Darwin	65-74	0	M	360
Greater Darwin	65-74	7875	F	127
Greater Darwin	65-74	7875	M	109
Greater Darwin	65-74	15750	F	256
Greater Darwin	65-74	15750	M	206
Greater Darwin	65-74	21000	F	581
Greater Darwin	65-74	21000	M	500
Greater Darwin	65-74	26250	F	632
Greater Darwin	65-74	26250	M	541
Greater Darwin	65-74	34125	F	424
Greater Darwin	65-74	34125	M	430
Greater Darwin	65-74	42000	F	306
Greater Darwin	65-74	42000	M	301
Greater Darwin	65-74	52500	F	345
Greater Darwin	65-74	52500	M	363
Greater Darwin	65-74	65625	F	298
Greater Darwin	65-74	65625	M	371
Greater Darwin	65-74	78750	F	185
Greater Darwin	65-74	78750	M	269
Greater Darwin	65-74	91875	F	164
Greater Darwin	65-74	91875	M	218
Greater Darwin	65-74	105000	F	122
Greater Darwin	65-74	105000	M	170
Greater Darwin	65-74	157500	F	162
Greater Darwin	65-74	157500	M	289
Greater Darwin	65-74	183750	F	37
Greater Darwin	65-74	183750	M	92
Greater Darwin	65-74	Inf	F	64
Greater Darwin	65-74	Inf	M	152
Greater Darwin	75-84		F	188
Greater Darwin	75-84		M	194
Greater Darwin	75-84	0	F	130
Greater Darwin	75-84	0	M	113
Greater Darwin	75-84	7875	F	35
Greater Darwin	75-84	7875	M	38
Greater Darwin	75-84	15750	F	120
Greater Darwin	75-84	15750	M	130
Greater Darwin	75-84	21000	F	270
Greater Darwin	75-84	21000	M	310
Greater Darwin	75-84	26250	F	372
Greater Darwin	75-84	26250	M	291
Greater Darwin	75-84	34125	F	207
Greater Darwin	75-84	34125	M	178
Greater Darwin	75-84	42000	F	141
Greater Darwin	75-84	42000	M	123
Greater Darwin	75-84	52500	F	113
Greater Darwin	75-84	52500	M	129
Greater Darwin	75-84	65625	F	71
Greater Darwin	75-84	65625	M	111
Greater Darwin	75-84	78750	F	35
Greater Darwin	75-84	78750	M	57
Greater Darwin	75-84	91875	F	36
Greater Darwin	75-84	91875	M	51
Greater Darwin	75-84	105000	F	20
Greater Darwin	75-84	105000	M	27
Greater Darwin	75-84	157500	F	19
Greater Darwin	75-84	157500	M	45
Greater Darwin	75-84	183750	F	3
Greater Darwin	75-84	183750	M	9
Greater Darwin	75-84	Inf	F	14
Greater Darwin	75-84	Inf	M	22
Greater Darwin	85+		F	84
Greater Darwin	85+		M	60
Greater Darwin	85+	0	F	33
Greater Darwin	85+	0	M	29
Greater Darwin	85+	7875	F	5
Greater Darwin	85+	7875	M	11
Greater Darwin	85+	15750	F	24
Greater Darwin	85+	15750	M	24
Greater Darwin	85+	21000	F	65
Greater Darwin	85+	21000	M	50
Greater Darwin	85+	26250	F	127
Greater Darwin	85+	26250	M	72
Greater Darwin	85+	34125	F	51
Greater Darwin	85+	34125	M	31
Greater Darwin	85+	42000	F	33
Greater Darwin	85+	42000	M	31
Greater Darwin	85+	52500	F	18
Greater Darwin	85+	52500	M	18
Greater Darwin	85+	65625	F	6
Greater Darwin	85+	65625	M	16
Greater Darwin	85+	78750	M	8
Greater Darwin	85+	91875	M	9
Greater Darwin	85+	105000	F	6
Greater Darwin	85+	105000	M	3
Greater Darwin	85+	157500	F	4
Greater Darwin	85+	Inf	F	4
Greater Darwin	85+	Inf	M	3
Rest of NT	15-19		F	477
Rest of NT	15-19		M	562
Rest of NT	15-19	0	F	906
Rest of NT	15-19	0	M	1171
Rest of NT	15-19	7875	F	473
Rest of NT	15-19	7875	M	459
Rest of NT	15-19	15750	F	614
Rest of NT	15-19	15750	M	642
Rest of NT	15-19	21000	F	162
Rest of NT	15-19	21000	M	143
Rest of NT	15-19	26250	F	86
Rest of NT	15-19	26250	M	63
Rest of NT	15-19	34125	F	78
Rest of NT	15-19	34125	M	71
Rest of NT	15-19	42000	F	82
Rest of NT	15-19	42000	M	77
Rest of NT	15-19	52500	F	77
Rest of NT	15-19	52500	M	89
Rest of NT	15-19	65625	F	51
Rest of NT	15-19	65625	M	49
Rest of NT	15-19	78750	F	21
Rest of NT	15-19	78750	M	19
Rest of NT	15-19	91875	F	5
Rest of NT	15-19	91875	M	6
Rest of NT	15-19	105000	F	3
Rest of NT	15-19	105000	M	6
Rest of NT	15-19	157500	F	6
Rest of NT	15-19	Inf	M	5
Rest of NT	20-24		F	359
Rest of NT	20-24		M	513
Rest of NT	20-24	0	F	104
Rest of NT	20-24	0	M	208
Rest of NT	20-24	7875	F	255
Rest of NT	20-24	7875	M	270
Rest of NT	20-24	15750	F	886
Rest of NT	20-24	15750	M	869
Rest of NT	20-24	21000	F	348
Rest of NT	20-24	21000	M	256
Rest of NT	20-24	26250	F	144
Rest of NT	20-24	26250	M	95
Rest of NT	20-24	34125	F	156
Rest of NT	20-24	34125	M	119
Rest of NT	20-24	42000	F	181
Rest of NT	20-24	42000	M	161
Rest of NT	20-24	52500	F	222
Rest of NT	20-24	52500	M	248
Rest of NT	20-24	65625	F	234
Rest of NT	20-24	65625	M	229
Rest of NT	20-24	78750	F	171
Rest of NT	20-24	78750	M	167
Rest of NT	20-24	91875	F	95
Rest of NT	20-24	91875	M	94
Rest of NT	20-24	105000	F	35
Rest of NT	20-24	105000	M	42
Rest of NT	20-24	157500	F	18
Rest of NT	20-24	157500	M	48
Rest of NT	20-24	183750	F	5
Rest of NT	20-24	183750	M	4
Rest of NT	20-24	Inf	M	3
Rest of NT	25-34		F	926
Rest of NT	25-34		M	1247
Rest of NT	25-34	0	F	256
Rest of NT	25-34	0	M	165
Rest of NT	25-34	7875	F	391
Rest of NT	25-34	7875	M	389
Rest of NT	25-34	15750	F	1573
Rest of NT	25-34	15750	M	1445
Rest of NT	25-34	21000	F	705
Rest of NT	25-34	21000	M	520
Rest of NT	25-34	26250	F	364
Rest of NT	25-34	26250	M	215
Rest of NT	25-34	34125	F	432
Rest of NT	25-34	34125	M	257
Rest of NT	25-34	42000	F	376
Rest of NT	25-34	42000	M	264
Rest of NT	25-34	52500	F	525
Rest of NT	25-34	52500	M	500
Rest of NT	25-34	65625	F	745
Rest of NT	25-34	65625	M	716
Rest of NT	25-34	78750	F	680
Rest of NT	25-34	78750	M	565
Rest of NT	25-34	91875	F	571
Rest of NT	25-34	91875	M	534
Rest of NT	25-34	105000	F	397
Rest of NT	25-34	105000	M	356
Rest of NT	25-34	157500	F	364
Rest of NT	25-34	157500	M	519
Rest of NT	25-34	183750	F	51
Rest of NT	25-34	183750	M	97
Rest of NT	25-34	Inf	F	33
Rest of NT	25-34	Inf	M	79
Rest of NT	35-44		F	727
Rest of NT	35-44		M	984
Rest of NT	35-44	0	F	182
Rest of NT	35-44	0	M	103
Rest of NT	35-44	7875	F	347
Rest of NT	35-44	7875	M	300
Rest of NT	35-44	15750	F	1108
Rest of NT	35-44	15750	M	999
Rest of NT	35-44	21000	F	616
Rest of NT	35-44	21000	M	454
Rest of NT	35-44	26250	F	365
Rest of NT	35-44	26250	M	251
Rest of NT	35-44	34125	F	364
Rest of NT	35-44	34125	M	233
Rest of NT	35-44	42000	F	330
Rest of NT	35-44	42000	M	214
Rest of NT	35-44	52500	F	359
Rest of NT	35-44	52500	M	273
Rest of NT	35-44	65625	F	436
Rest of NT	35-44	65625	M	444
Rest of NT	35-44	78750	F	393
Rest of NT	35-44	78750	M	448
Rest of NT	35-44	91875	F	420
Rest of NT	35-44	91875	M	424
Rest of NT	35-44	105000	F	289
Rest of NT	35-44	105000	M	352
Rest of NT	35-44	157500	F	512
Rest of NT	35-44	157500	M	671
Rest of NT	35-44	183750	F	79
Rest of NT	35-44	183750	M	158
Rest of NT	35-44	Inf	F	61
Rest of NT	35-44	Inf	M	202
Rest of NT	45-54		F	603
Rest of NT	45-54		M	783
Rest of NT	45-54	0	F	143
Rest of NT	45-54	0	M	113
Rest of NT	45-54	7875	F	271
Rest of NT	45-54	7875	M	209
Rest of NT	45-54	15750	F	871
Rest of NT	45-54	15750	M	750
Rest of NT	45-54	21000	F	475
Rest of NT	45-54	21000	M	365
Rest of NT	45-54	26250	F	322
Rest of NT	45-54	26250	M	268
Rest of NT	45-54	34125	F	282
Rest of NT	45-54	34125	M	213
Rest of NT	45-54	42000	F	213
Rest of NT	45-54	42000	M	178
Rest of NT	45-54	52500	F	297
Rest of NT	45-54	52500	M	215
Rest of NT	45-54	65625	F	401
Rest of NT	45-54	65625	M	352
Rest of NT	45-54	78750	F	359
Rest of NT	45-54	78750	M	326
Rest of NT	45-54	91875	F	349
Rest of NT	45-54	91875	M	366
Rest of NT	45-54	105000	F	284
Rest of NT	45-54	105000	M	303
Rest of NT	45-54	157500	F	557
