GCCSA_NAME21	Age	IncomeTotPersonal.max	Sex	adults
Rest of Vic.	15-19	52500	F	636
Rest of Vic.	15-19	52500	M	1051
Rest of Vic.	15-19	65625	F	287
Rest of Vic.	15-19	65625	M	562
Rest of Vic.	15-19	78750	F	66
Rest of Vic.	15-19	78750	M	148
Rest of Vic.	15-19	91875	F	27
Rest of Vic.	15-19	91875	M	68
Rest of Vic.	15-19	105000	F	17
Rest of Vic.	15-19	105000	M	27
Rest of Vic.	15-19	157500	F	11
Rest of Vic.	15-19	157500	M	29
Rest of Vic.	15-19	183750	F	10
Rest of Vic.	15-19	183750	M	8
Rest of Vic.	15-19	Inf	F	25
Rest of Vic.	15-19	Inf	M	37
Rest of Vic.	20-24		F	2831
Rest of Vic.	20-24		M	3474
Rest of Vic.	20-24	0	F	1921
Rest of Vic.	20-24	0	M	2501
Rest of Vic.	20-24	7875	F	1239
Rest of Vic.	20-24	7875	M	1083
Rest of Vic.	20-24	15750	F	3407
Rest of Vic.	20-24	15750	M	2966
Rest of Vic.	20-24	21000	F	3539
Rest of Vic.	20-24	21000	M	2719
Rest of Vic.	20-24	26250	F	3463
Rest of Vic.	20-24	26250	M	2691
Rest of Vic.	20-24	34125	F	4981
Rest of Vic.	20-24	34125	M	4090
Rest of Vic.	20-24	42000	F	5360
Rest of Vic.	20-24	42000	M	5587
Rest of Vic.	20-24	52500	F	5556
Rest of Vic.	20-24	52500	M	6704
Rest of Vic.	20-24	65625	F	3866
Rest of Vic.	20-24	65625	M	5079
Rest of Vic.	20-24	78750	F	1928
Rest of Vic.	20-24	78750	M	2454
Rest of Vic.	20-24	91875	F	781
Rest of Vic.	20-24	91875	M	1216
Rest of Vic.	20-24	105000	F	252
Rest of Vic.	20-24	105000	M	533
Rest of Vic.	20-24	157500	F	172
Rest of Vic.	20-24	157500	M	430
Rest of Vic.	20-24	183750	F	27
Rest of Vic.	20-24	183750	M	73
Rest of Vic.	20-24	Inf	F	63
Rest of Vic.	20-24	Inf	M	122
Rest of Vic.	25-34		F	6297
Rest of Vic.	25-34		M	8041
Rest of Vic.	25-34	0	F	4890
Rest of Vic.	25-34	0	M	2559
Rest of Vic.	25-34	7875	F	1758
Rest of Vic.	25-34	7875	M	575
Rest of Vic.	25-34	15750	F	3678
Rest of Vic.	25-34	15750	M	2328
Rest of Vic.	25-34	21000	F	4843
Rest of Vic.	25-34	21000	M	3296
Rest of Vic.	25-34	26250	F	5470
Rest of Vic.	25-34	26250	M	3190
Rest of Vic.	25-34	34125	F	9036
Rest of Vic.	25-34	34125	M	3951
Rest of Vic.	25-34	42000	F	10309
Rest of Vic.	25-34	42000	M	5862
Rest of Vic.	25-34	52500	F	11754
Rest of Vic.	25-34	52500	M	11407
Rest of Vic.	25-34	65625	F	11764
Rest of Vic.	25-34	65625	M	14835
Rest of Vic.	25-34	78750	F	8517
Rest of Vic.	25-34	78750	M	10826
Rest of Vic.	25-34	91875	F	6997
Rest of Vic.	25-34	91875	M	9013
Rest of Vic.	25-34	105000	F	3694
Rest of Vic.	25-34	105000	M	5653
Rest of Vic.	25-34	157500	F	3623
Rest of Vic.	25-34	157500	M	7432
Rest of Vic.	25-34	183750	F	394
Rest of Vic.	25-34	183750	M	1156
Rest of Vic.	25-34	Inf	F	484
Rest of Vic.	25-34	Inf	M	1326
Rest of Vic.	35-44		F	6333
Rest of Vic.	35-44		M	7555
Rest of Vic.	35-44	0	F	4944
Rest of Vic.	35-44	0	M	2138
Rest of Vic.	35-44	7875	F	1988
Rest of Vic.	35-44	7875	M	562
Rest of Vic.	35-44	15750	F	3689
Rest of Vic.	35-44	15750	M	1874
Rest of Vic.	35-44	21000	F	4677
Rest of Vic.	35-44	21000	M	2760
Rest of Vic.	35-44	26250	F	5728
Rest of Vic.	35-44	26250	M	2753
Rest of Vic.	35-44	34125	F	8831
Rest of Vic.	35-44	34125	M	3185
Rest of Vic.	35-44	42000	F	9678
Rest of Vic.	35-44	42000	M	4159
Rest of Vic.	35-44	52500	F	10505
Rest of Vic.	35-44	52500	M	7751
Rest of Vic.	35-44	65625	F	10352
Rest of Vic.	35-44	65625	M	11059
Rest of Vic.	35-44	78750	F	7504
Rest of Vic.	35-44	78750	M	9221
Rest of Vic.	35-44	91875	F	6596
Rest of Vic.	35-44	91875	M	8916
Rest of Vic.	35-44	105000	F	4491
Rest of Vic.	35-44	105000	M	7001
Rest of Vic.	35-44	157500	F	6221
Rest of Vic.	35-44	157500	M	12413
Rest of Vic.	35-44	183750	F	1025
Rest of Vic.	35-44	183750	M	2603
Rest of Vic.	35-44	Inf	F	1543
Rest of Vic.	35-44	Inf	M	3852
Rest of Vic.	45-54		F	6645
Rest of Vic.	45-54		M	7929
Rest of Vic.	45-54	0	F	5102
Rest of Vic.	45-54	0	M	2709
Rest of Vic.	45-54	7875	F	1918
Rest of Vic.	45-54	7875	M	824
Rest of Vic.	45-54	15750	F	3802
Rest of Vic.	45-54	15750	M	2363
Rest of Vic.	45-54	21000	F	5696
Rest of Vic.	45-54	21000	M	3773
Rest of Vic.	45-54	26250	F	6757
Rest of Vic.	45-54	26250	M	4034
Rest of Vic.	45-54	34125	F	9151
Rest of Vic.	45-54	34125	M	3987
Rest of Vic.	45-54	42000	F	9940
Rest of Vic.	45-54	42000	M	4709
Rest of Vic.	45-54	52500	F	11103
Rest of Vic.	45-54	52500	M	8288
Rest of Vic.	45-54	65625	F	11253
Rest of Vic.	45-54	65625	M	11311
Rest of Vic.	45-54	78750	F	7846
Rest of Vic.	45-54	78750	M	9112
Rest of Vic.	45-54	91875	F	6901
Rest of Vic.	45-54	91875	M	8473
Rest of Vic.	45-54	105000	F	4921
Rest of Vic.	45-54	105000	M	6981
Rest of Vic.	45-54	157500	F	7131
Rest of Vic.	45-54	157500	M	12503
Rest of Vic.	45-54	183750	F	1212
Rest of Vic.	45-54	183750	M	2936
Rest of Vic.	45-54	Inf	F	1941
Rest of Vic.	45-54	Inf	M	5138
Rest of Vic.	55-64		F	7195
Rest of Vic.	55-64		M	8023
Rest of Vic.	55-64	0	F	10428
Rest of Vic.	55-64	0	M	5136
Rest of Vic.	55-64	7875	F	3389
Rest of Vic.	55-64	7875	M	1590
Rest of Vic.	55-64	15750	F	6324
Rest of Vic.	55-64	15750	M	4001
Rest of Vic.	55-64	21000	F	9757
Rest of Vic.	55-64	21000	M	6572
Rest of Vic.	55-64	26250	F	10434
Rest of Vic.	55-64	26250	M	6606
Rest of Vic.	55-64	34125	F	11086
Rest of Vic.	55-64	34125	M	6264
Rest of Vic.	55-64	42000	F	10233
Rest of Vic.	55-64	42000	M	6549
Rest of Vic.	55-64	52500	F	10263
Rest of Vic.	55-64	52500	M	9762
Rest of Vic.	55-64	65625	F	10104
Rest of Vic.	55-64	65625	M	12256
Rest of Vic.	55-64	78750	F	6515
Rest of Vic.	55-64	78750	M	8794
Rest of Vic.	55-64	91875	F	5316
Rest of Vic.	55-64	91875	M	7613
Rest of Vic.	55-64	105000	F	3474
Rest of Vic.	55-64	105000	M	5539
Rest of Vic.	55-64	157500	F	4706
Rest of Vic.	55-64	157500	M	9229
Rest of Vic.	55-64	183750	F	834
Rest of Vic.	55-64	183750	M	2114
Rest of Vic.	55-64	Inf	F	1458
Rest of Vic.	55-64	Inf	M	3904
Rest of Vic.	65-74		F	8006
Rest of Vic.	65-74		M	8176
Rest of Vic.	65-74	0	F	6591
Rest of Vic.	65-74	0	M	4933
Rest of Vic.	65-74	7875	F	3165
Rest of Vic.	65-74	7875	M	2374
Rest of Vic.	65-74	15750	F	7176
Rest of Vic.	65-74	15750	M	5486
Rest of Vic.	65-74	21000	F	18954
Rest of Vic.	65-74	21000	M	15661
Rest of Vic.	65-74	26250	F	18662
Rest of Vic.	65-74	26250	M	14090
Rest of Vic.	65-74	34125	F	12975
Rest of Vic.	65-74	34125	M	10884
Rest of Vic.	65-74	42000	F	8508
Rest of Vic.	65-74	42000	M	8499
Rest of Vic.	65-74	52500	F	5835
Rest of Vic.	65-74	52500	M	7446
Rest of Vic.	65-74	65625	F	4363
Rest of Vic.	65-74	65625	M	7103
Rest of Vic.	65-74	78750	F	2292
Rest of Vic.	65-74	78750	M	4169
Rest of Vic.	65-74	91875	F	1732
Rest of Vic.	65-74	91875	M	3033
Rest of Vic.	65-74	105000	F	1015
Rest of Vic.	65-74	105000	M	1836
Rest of Vic.	65-74	157500	F	1175
Rest of Vic.	65-74	157500	M	2533
Rest of Vic.	65-74	183750	F	312
Rest of Vic.	65-74	183750	M	658
Rest of Vic.	65-74	Inf	F	709
Rest of Vic.	65-74	Inf	M	1550
Rest of Vic.	75-84		F	7101
Rest of Vic.	75-84		M	5819
Rest of Vic.	75-84	0	F	2216
Rest of Vic.	75-84	0	M	1872
Rest of Vic.	75-84	7875	F	1220
Rest of Vic.	75-84	7875	M	1001
Rest of Vic.	75-84	15750	F	3378
Rest of Vic.	75-84	15750	M	2978
Rest of Vic.	75-84	21000	F	11325
Rest of Vic.	75-84	21000	M	11868
Rest of Vic.	75-84	26250	F	14616
Rest of Vic.	75-84	26250	M	9255
Rest of Vic.	75-84	34125	F	7250
Rest of Vic.	75-84	34125	M	6185
Rest of Vic.	75-84	42000	F	4034
Rest of Vic.	75-84	42000	M	4667
Rest of Vic.	75-84	52500	F	2319
Rest of Vic.	75-84	52500	M	2900
Rest of Vic.	75-84	65625	F	1296
Rest of Vic.	75-84	65625	M	2166
Rest of Vic.	75-84	78750	F	674
Rest of Vic.	75-84	78750	M	1125
Rest of Vic.	75-84	91875	F	691
Rest of Vic.	75-84	91875	M	863
Rest of Vic.	75-84	105000	F	268
Rest of Vic.	75-84	105000	M	447
Rest of Vic.	75-84	157500	F	324
Rest of Vic.	75-84	157500	M	570
Rest of Vic.	75-84	183750	F	102
Rest of Vic.	75-84	183750	M	192
Rest of Vic.	75-84	Inf	F	393
Rest of Vic.	75-84	Inf	M	527
Rest of Vic.	85+		F	5906
Rest of Vic.	85+		M	3094
Rest of Vic.	85+	0	F	908
Rest of Vic.	85+	0	M	631
Rest of Vic.	85+	7875	F	396
Rest of Vic.	85+	7875	M	309
Rest of Vic.	85+	15750	F	1026
Rest of Vic.	85+	15750	M	841
Rest of Vic.	85+	21000	F	2847
Rest of Vic.	85+	21000	M	3269
Rest of Vic.	85+	26250	F	8106
Rest of Vic.	85+	26250	M	3618
Rest of Vic.	85+	34125	F	3306
Rest of Vic.	85+	34125	M	1668
Rest of Vic.	85+	42000	F	1270
Rest of Vic.	85+	42000	M	1117
Rest of Vic.	85+	52500	F	817
Rest of Vic.	85+	52500	M	700
Rest of Vic.	85+	65625	F	444
Rest of Vic.	85+	65625	M	376
Rest of Vic.	85+	78750	F	196
Rest of Vic.	85+	78750	M	212
Rest of Vic.	85+	91875	F	289
Rest of Vic.	85+	91875	M	243
Rest of Vic.	85+	105000	F	109
Rest of Vic.	85+	105000	M	94
Rest of Vic.	85+	157500	F	113
Rest of Vic.	85+	157500	M	133
Rest of Vic.	85+	183750	F	41
Rest of Vic.	85+	183750	M	46
Rest of Vic.	85+	Inf	F	135
Rest of Vic.	85+	Inf	M	173
No usual address (Qld)	15-19		F	53
No usual address (Qld)	15-19		M	61
No usual address (Qld)	15-19	0	F	78
No usual address (Qld)	15-19	0	M	97
No usual address (Qld)	15-19	7875	F	30
No usual address (Qld)	15-19	7875	M	23
No usual address (Qld)	15-19	15750	F	56
No usual address (Qld)	15-19	15750	M	43
No usual address (Qld)	15-19	21000	F	25
No usual address (Qld)	15-19	21000	M	17
No usual address (Qld)	15-19	26250	F	16
No usual address (Qld)	15-19	26250	M	15
No usual address (Qld)	15-19	34125	F	10
No usual address (Qld)	15-19	34125	M	15
No usual address (Qld)	15-19	42000	F	5
No usual address (Qld)	15-19	42000	M	4
No usual address (Qld)	15-19	52500	F	3
No usual address (Qld)	15-19	52500	M	6
No usual address (Qld)	15-19	65625	M	4
No usual address (Qld)	20-24		F	122
No usual address (Qld)	20-24		M	122
No usual address (Qld)	20-24	0	F	30
No usual address (Qld)	20-24	0	M	31
No usual address (Qld)	20-24	7875	F	13
No usual address (Qld)	20-24	7875	M	8
No usual address (Qld)	20-24	15750	F	61
No usual address (Qld)	20-24	15750	M	41
No usual address (Qld)	20-24	21000	F	52
No usual address (Qld)	20-24	21000	M	47
No usual address (Qld)	20-24	26250	F	30
No usual address (Qld)	20-24	26250	M	30
No usual address (Qld)	20-24	34125	F	46
No usual address (Qld)	20-24	34125	M	25
No usual address (Qld)	20-24	42000	F	46
No usual address (Qld)	20-24	42000	M	36
No usual address (Qld)	20-24	52500	F	50
No usual address (Qld)	20-24	52500	M	50
No usual address (Qld)	20-24	65625	F	26
No usual address (Qld)	20-24	65625	M	21
No usual address (Qld)	20-24	78750	F	12
No usual address (Qld)	20-24	78750	M	5
No usual address (Qld)	20-24	91875	F	7
No usual address (Qld)	20-24	91875	M	12
No usual address (Qld)	20-24	105000	M	6
No usual address (Qld)	20-24	157500	M	8
No usual address (Qld)	20-24	183750	F	3
No usual address (Qld)	25-34		F	325
No usual address (Qld)	25-34		M	337
No usual address (Qld)	25-34	0	F	91
No usual address (Qld)	25-34	0	M	82
No usual address (Qld)	25-34	7875	F	27
No usual address (Qld)	25-34	7875	M	17
No usual address (Qld)	25-34	15750	F	71
No usual address (Qld)	25-34	15750	M	89
No usual address (Qld)	25-34	21000	F	83
No usual address (Qld)	25-34	21000	M	102
No usual address (Qld)	25-34	26250	F	63
No usual address (Qld)	25-34	26250	M	58
No usual address (Qld)	25-34	34125	F	127
No usual address (Qld)	25-34	34125	M	67
No usual address (Qld)	25-34	42000	F	120
No usual address (Qld)	25-34	42000	M	67
No usual address (Qld)	25-34	52500	F	159
No usual address (Qld)	25-34	52500	M	143
No usual address (Qld)	25-34	65625	F	110
No usual address (Qld)	25-34	65625	M	121
No usual address (Qld)	25-34	78750	F	52
No usual address (Qld)	25-34	78750	M	77
No usual address (Qld)	25-34	91875	F	48
No usual address (Qld)	25-34	91875	M	56
No usual address (Qld)	25-34	105000	F	33
No usual address (Qld)	25-34	105000	M	19
No usual address (Qld)	25-34	157500	F	26
No usual address (Qld)	25-34	157500	M	49
No usual address (Qld)	25-34	183750	F	6
No usual address (Qld)	25-34	183750	M	14
No usual address (Qld)	25-34	Inf	F	9
No usual address (Qld)	25-34	Inf	M	8
No usual address (Qld)	35-44		F	207
No usual address (Qld)	35-44		M	337
No usual address (Qld)	35-44	0	F	67
No usual address (Qld)	35-44	0	M	66
No usual address (Qld)	35-44	7875	F	16
No usual address (Qld)	35-44	7875	M	17
No usual address (Qld)	35-44	15750	F	61
No usual address (Qld)	35-44	15750	M	111
No usual address (Qld)	35-44	21000	F	93
No usual address (Qld)	35-44	21000	M	138
No usual address (Qld)	35-44	26250	F	68
No usual address (Qld)	35-44	26250	M	79
No usual address (Qld)	35-44	34125	F	79
No usual address (Qld)	35-44	34125	M	51
No usual address (Qld)	35-44	42000	F	53
No usual address (Qld)	35-44	42000	M	43
No usual address (Qld)	35-44	52500	F	54
No usual address (Qld)	35-44	52500	M	64
No usual address (Qld)	35-44	65625	F	53
No usual address (Qld)	35-44	65625	M	66
No usual address (Qld)	35-44	78750	F	28
No usual address (Qld)	35-44	78750	M	57
No usual address (Qld)	35-44	91875	F	33
No usual address (Qld)	35-44	91875	M	48
No usual address (Qld)	35-44	105000	F	17
No usual address (Qld)	35-44	105000	M	35
No usual address (Qld)	35-44	157500	F	27
No usual address (Qld)	35-44	157500	M	60
No usual address (Qld)	35-44	183750	F	7
No usual address (Qld)	35-44	183750	M	10
No usual address (Qld)	35-44	Inf	F	14
No usual address (Qld)	35-44	Inf	M	27
No usual address (Qld)	45-54		F	187
No usual address (Qld)	45-54		M	286
No usual address (Qld)	45-54	0	F	100
No usual address (Qld)	45-54	0	M	57
No usual address (Qld)	45-54	7875	F	26
No usual address (Qld)	45-54	7875	M	17
No usual address (Qld)	45-54	15750	F	72
No usual address (Qld)	45-54	15750	M	100
No usual address (Qld)	45-54	21000	F	111
No usual address (Qld)	45-54	21000	M	126
No usual address (Qld)	45-54	26250	F	83
No usual address (Qld)	45-54	26250	M	101
No usual address (Qld)	45-54	34125	F	76
No usual address (Qld)	45-54	34125	M	49
No usual address (Qld)	45-54	42000	F	44
No usual address (Qld)	45-54	42000	M	37
No usual address (Qld)	45-54	52500	F	57
No usual address (Qld)	45-54	52500	M	47
No usual address (Qld)	45-54	65625	F	38
No usual address (Qld)	45-54	65625	M	51
No usual address (Qld)	45-54	78750	F	28
No usual address (Qld)	45-54	78750	M	38
No usual address (Qld)	45-54	91875	F	20
No usual address (Qld)	45-54	91875	M	23
No usual address (Qld)	45-54	105000	F	16
No usual address (Qld)	45-54	105000	M	30
No usual address (Qld)	45-54	157500	F	13
No usual address (Qld)	45-54	157500	M	45
No usual address (Qld)	45-54	183750	F	9
No usual address (Qld)	45-54	183750	M	9
No usual address (Qld)	45-54	Inf	F	10
No usual address (Qld)	45-54	Inf	M	20
No usual address (Qld)	55-64		F	175
No usual address (Qld)	55-64		M	234
No usual address (Qld)	55-64	0	F	166
No usual address (Qld)	55-64	0	M	139
No usual address (Qld)	55-64	7875	F	53
No usual address (Qld)	55-64	7875	M	29
No usual address (Qld)	55-64	15750	F	107
No usual address (Qld)	55-64	15750	M	95
No usual address (Qld)	55-64	21000	F	181
No usual address (Qld)	55-64	21000	M	155
No usual address (Qld)	55-64	26250	F	117
No usual address (Qld)	55-64	26250	M	120
No usual address (Qld)	55-64	34125	F	94
No usual address (Qld)	55-64	34125	M	111
No usual address (Qld)	55-64	42000	F	70
No usual address (Qld)	55-64	42000	M	63
No usual address (Qld)	55-64	52500	F	63
No usual address (Qld)	55-64	52500	M	70
No usual address (Qld)	55-64	65625	F	47
No usual address (Qld)	55-64	65625	M	69
No usual address (Qld)	55-64	78750	F	37
No usual address (Qld)	55-64	78750	M	50
No usual address (Qld)	55-64	91875	F	23
No usual address (Qld)	55-64	91875	M	48
No usual address (Qld)	55-64	105000	F	15
No usual address (Qld)	55-64	105000	M	26
No usual address (Qld)	55-64	157500	F	10
No usual address (Qld)	55-64	157500	M	48
No usual address (Qld)	55-64	183750	F	3
No usual address (Qld)	55-64	183750	M	9
No usual address (Qld)	55-64	Inf	F	9
No usual address (Qld)	55-64	Inf	M	20
No usual address (Qld)	65-74		F	113
No usual address (Qld)	65-74		M	185
No usual address (Qld)	65-74	0	F	59
No usual address (Qld)	65-74	0	M	56
No usual address (Qld)	65-74	7875	F	10
No usual address (Qld)	65-74	7875	M	14
No usual address (Qld)	65-74	15750	F	66
No usual address (Qld)	65-74	15750	M	81
No usual address (Qld)	65-74	21000	F	229
No usual address (Qld)	65-74	21000	M	258
No usual address (Qld)	65-74	26250	F	167
No usual address (Qld)	65-74	26250	M	250
No usual address (Qld)	65-74	34125	F	85
No usual address (Qld)	65-74	34125	M	138
No usual address (Qld)	65-74	42000	F	66
No usual address (Qld)	65-74	42000	M	78
No usual address (Qld)	65-74	52500	F	34
No usual address (Qld)	65-74	52500	M	65
No usual address (Qld)	65-74	65625	F	20
No usual address (Qld)	65-74	65625	M	52
No usual address (Qld)	65-74	78750	F	6
No usual address (Qld)	65-74	78750	M	23
No usual address (Qld)	65-74	91875	F	4
No usual address (Qld)	65-74	91875	M	19
No usual address (Qld)	65-74	105000	F	4
No usual address (Qld)	65-74	105000	M	14
No usual address (Qld)	65-74	157500	M	12
No usual address (Qld)	65-74	Inf	M	3
No usual address (Qld)	75-84		F	26
No usual address (Qld)	75-84		M	45
No usual address (Qld)	75-84	0	F	10
No usual address (Qld)	75-84	0	M	7
No usual address (Qld)	75-84	7875	F	4
No usual address (Qld)	75-84	7875	M	5
No usual address (Qld)	75-84	15750	F	7
No usual address (Qld)	75-84	15750	M	17
No usual address (Qld)	75-84	21000	F	42
No usual address (Qld)	75-84	21000	M	76
No usual address (Qld)	75-84	26250	F	38
No usual address (Qld)	75-84	26250	M	62
No usual address (Qld)	75-84	34125	F	14
No usual address (Qld)	75-84	34125	M	21
No usual address (Qld)	75-84	42000	F	11
No usual address (Qld)	75-84	42000	M	18
No usual address (Qld)	75-84	52500	F	6
No usual address (Qld)	75-84	52500	M	14
No usual address (Qld)	75-84	65625	M	5
No usual address (Qld)	75-84	78750	F	5
No usual address (Qld)	75-84	91875	M	6
No usual address (Qld)	75-84	Inf	F	6
No usual address (Qld)	85+		F	3
No usual address (Qld)	85+		M	5
No usual address (Qld)	85+	21000	F	5
No usual address (Qld)	85+	26250	F	8
No usual address (Qld)	85+	26250	M	11
No usual address (Qld)	85+	34125	F	3
No usual address (Qld)	85+	42000	M	4
Migratory - Offshore - Shipping (Qld)	20-24		F	4
Migratory - Offshore - Shipping (Qld)	20-24		M	9
Migratory - Offshore - Shipping (Qld)	25-34		F	13
Migratory - Offshore - Shipping (Qld)	25-34		M	30
Migratory - Offshore - Shipping (Qld)	25-34	42000	M	3
Migratory - Offshore - Shipping (Qld)	25-34	78750	M	4
Migratory - Offshore - Shipping (Qld)	35-44		F	5
Migratory - Offshore - Shipping (Qld)	35-44		M	45
Migratory - Offshore - Shipping (Qld)	35-44	52500	M	5
Migratory - Offshore - Shipping (Qld)	35-44	65625	M	4
Migratory - Offshore - Shipping (Qld)	35-44	157500	M	3
Migratory - Offshore - Shipping (Qld)	45-54		M	32
Migratory - Offshore - Shipping (Qld)	45-54	65625	M	5
Migratory - Offshore - Shipping (Qld)	55-64		M	3
Greater Brisbane	15-19		F	4067
Greater Brisbane	15-19		M	4442
Greater Brisbane	15-19	0	F	28266
Greater Brisbane	15-19	0	M	35100
Greater Brisbane	15-19	7875	F	17984
Greater Brisbane	15-19	7875	M	14965
Greater Brisbane	15-19	15750	F	11093
Greater Brisbane	15-19	15750	M	8785
Greater Brisbane	15-19	21000	F	4899
Greater Brisbane	15-19	21000	M	3807
Greater Brisbane	15-19	26250	F	3317
Greater Brisbane	15-19	26250	M	3084
Greater Brisbane	15-19	34125	F	3161
Greater Brisbane	15-19	34125	M	3950
Greater Brisbane	15-19	42000	F	1991
Greater Brisbane	15-19	42000	M	2786
Greater Brisbane	15-19	52500	F	1140
Greater Brisbane	15-19	52500	M	1955
Greater Brisbane	15-19	65625	F	516
Greater Brisbane	15-19	65625	M	920
Greater Brisbane	15-19	78750	F	166
Greater Brisbane	15-19	78750	M	279
Greater Brisbane	15-19	91875	F	62
Greater Brisbane	15-19	91875	M	122
Greater Brisbane	15-19	105000	F	34
Greater Brisbane	15-19	105000	M	41
Greater Brisbane	15-19	157500	F	24
Greater Brisbane	15-19	157500	M	37
Greater Brisbane	15-19	183750	F	11
Greater Brisbane	15-19	183750	M	15
Greater Brisbane	15-19	Inf	F	39
Greater Brisbane	15-19	Inf	M	43
Greater Brisbane	20-24		F	5244
Greater Brisbane	20-24		M	6326
Greater Brisbane	20-24	0	F	6112
Greater Brisbane	20-24	0	M	7447
Greater Brisbane	20-24	7875	F	2951
Greater Brisbane	20-24	7875	M	2802
Greater Brisbane	20-24	15750	F	7317
Greater Brisbane	20-24	15750	M	6774
Greater Brisbane	20-24	21000	F	7601
Greater Brisbane	20-24	21000	M	6483
Greater Brisbane	20-24	26250	F	7285
Greater Brisbane	20-24	26250	M	5665
Greater Brisbane	20-24	34125	F	10463
Greater Brisbane	20-24	34125	M	8117
Greater Brisbane	20-24	42000	F	10994
Greater Brisbane	20-24	42000	M	10275
Greater Brisbane	20-24	52500	F	11261
Greater Brisbane	20-24	52500	M	12617
Greater Brisbane	20-24	65625	F	8801
Greater Brisbane	20-24	65625	M	10245
Greater Brisbane	20-24	78750	F	4981
Greater Brisbane	20-24	78750	M	5796
Greater Brisbane	20-24	91875	F	2264
Greater Brisbane	20-24	91875	M	2811
Greater Brisbane	20-24	105000	F	738
Greater Brisbane	20-24	105000	M	1130
Greater Brisbane	20-24	157500	F	532
Greater Brisbane	20-24	157500	M	1024
Greater Brisbane	20-24	183750	F	95
Greater Brisbane	20-24	183750	M	154
Greater Brisbane	20-24	Inf	F	118
Greater Brisbane	20-24	Inf	M	220
Greater Brisbane	25-34		F	11411
Greater Brisbane	25-34		M	14536
Greater Brisbane	25-34	0	F	11795
Greater Brisbane	25-34	0	M	6189
Greater Brisbane	25-34	7875	F	2954
Greater Brisbane	25-34	7875	M	1163
Greater Brisbane	25-34	15750	F	6103
Greater Brisbane	25-34	15750	M	4173
Greater Brisbane	25-34	21000	F	8159
Greater Brisbane	25-34	21000	M	6584
Greater Brisbane	25-34	26250	F	9082
Greater Brisbane	25-34	26250	M	5518
Greater Brisbane	25-34	34125	F	15331
Greater Brisbane	25-34	34125	M	8227
Greater Brisbane	25-34	42000	F	18244
Greater Brisbane	25-34	42000	M	11431
Greater Brisbane	25-34	52500	F	22738
Greater Brisbane	25-34	52500	M	21034
Greater Brisbane	25-34	65625	F	24323
Greater Brisbane	25-34	65625	M	26733
Greater Brisbane	25-34	78750	F	19379
Greater Brisbane	25-34	78750	M	21690
Greater Brisbane	25-34	91875	F	16406
Greater Brisbane	25-34	91875	M	18724
Greater Brisbane	25-34	105000	F	9908
Greater Brisbane	25-34	105000	M	12483
Greater Brisbane	25-34	157500	F	11662
Greater Brisbane	25-34	157500	M	18635
Greater Brisbane	25-34	183750	F	1475
Greater Brisbane	25-34	183750	M	3317
Greater Brisbane	25-34	Inf	F	1271
Greater Brisbane	25-34	Inf	M	3412
Greater Brisbane	35-44		F	9172
Greater Brisbane	35-44		M	11708
Greater Brisbane	35-44	0	F	12735
Greater Brisbane	35-44	0	M	4295
Greater Brisbane	35-44	7875	F	3762
Greater Brisbane	35-44	7875	M	934
Greater Brisbane	35-44	15750	F	5682
Greater Brisbane	35-44	15750	M	2824
Greater Brisbane	35-44	21000	F	7058
Greater Brisbane	35-44	21000	M	4497
Greater Brisbane	35-44	26250	F	8108
Greater Brisbane	35-44	26250	M	4034
Greater Brisbane	35-44	34125	F	12728
Greater Brisbane	35-44	34125	M	5138
Greater Brisbane	35-44	42000	F	15347
Greater Brisbane	35-44	42000	M	6880
Greater Brisbane	35-44	52500	F	18138
Greater Brisbane	35-44	52500	M	13351
Greater Brisbane	35-44	65625	F	19748
Greater Brisbane	35-44	65625	M	19917
Greater Brisbane	35-44	78750	F	16182
Greater Brisbane	35-44	78750	M	17497
Greater Brisbane	35-44	91875	F	15332
Greater Brisbane	35-44	91875	M	16997
Greater Brisbane	35-44	105000	F	11929
Greater Brisbane	35-44	105000	M	14910
Greater Brisbane	35-44	157500	F	19538
Greater Brisbane	35-44	157500	M	31523
Greater Brisbane	35-44	183750	F	3549
Greater Brisbane	35-44	183750	M	8078
Greater Brisbane	35-44	Inf	F	5198
Greater Brisbane	35-44	Inf	M	13544
Greater Brisbane	45-54		F	7587
Greater Brisbane	45-54		M	9671
Greater Brisbane	45-54	0	F	11299
Greater Brisbane	45-54	0	M	4663
Greater Brisbane	45-54	7875	F	3351
Greater Brisbane	45-54	7875	M	1239
Greater Brisbane	45-54	15750	F	5318
Greater Brisbane	45-54	15750	M	3018
Greater Brisbane	45-54	21000	F	7480
Greater Brisbane	45-54	21000	M	4984
Greater Brisbane	45-54	26250	F	8634
Greater Brisbane	45-54	26250	M	4741
Greater Brisbane	45-54	34125	F	11658
Greater Brisbane	45-54	34125	M	5148
Greater Brisbane	45-54	42000	F	13214
Greater Brisbane	45-54	42000	M	5772
Greater Brisbane	45-54	52500	F	16323
Greater Brisbane	45-54	52500	M	11420
Greater Brisbane	45-54	65625	F	18041
Greater Brisbane	45-54	65625	M	16782
Greater Brisbane	45-54	78750	F	14214
Greater Brisbane	45-54	78750	M	14486
Greater Brisbane	45-54	91875	F	13307
Greater Brisbane	45-54	91875	M	14234
Greater Brisbane	45-54	105000	F	10818
Greater Brisbane	45-54	105000	M	12617
Greater Brisbane	45-54	157500	F	18023
