GCCSA_NAME21	Age.min	Sex	persons
Rest of Vic.	16	M	9171
Rest of Vic.	17	F	8720
Rest of Vic.	17	M	9188
Rest of Vic.	18	F	8245
Rest of Vic.	18	M	8776
Rest of Vic.	19	F	7753
Rest of Vic.	19	M	8540
Rest of Vic.	20	F	7629
Rest of Vic.	20	M	8393
Rest of Vic.	21	F	7809
Rest of Vic.	21	M	8165
Rest of Vic.	22	F	7880
Rest of Vic.	22	M	8280
Rest of Vic.	23	F	7797
Rest of Vic.	23	M	8348
Rest of Vic.	24	F	8271
Rest of Vic.	24	M	8546
Rest of Vic.	25	F	8547
Rest of Vic.	25	M	8770
Rest of Vic.	26	F	9089
Rest of Vic.	26	M	9329
Rest of Vic.	27	F	9246
Rest of Vic.	27	M	9281
Rest of Vic.	28	F	9316
Rest of Vic.	28	M	9162
Rest of Vic.	29	F	9476
Rest of Vic.	29	M	9256
Rest of Vic.	30	F	9508
Rest of Vic.	30	M	9383
Rest of Vic.	31	F	9810
Rest of Vic.	31	M	9204
Rest of Vic.	32	F	9408
Rest of Vic.	32	M	9143
Rest of Vic.	33	F	9572
Rest of Vic.	33	M	8928
Rest of Vic.	34	F	9546
Rest of Vic.	34	M	9002
Rest of Vic.	35	F	9742
Rest of Vic.	35	M	9174
Rest of Vic.	36	F	9733
Rest of Vic.	36	M	9136
Rest of Vic.	37	F	9675
Rest of Vic.	37	M	8940
Rest of Vic.	38	F	9590
Rest of Vic.	38	M	9093
Rest of Vic.	39	F	9521
Rest of Vic.	39	M	8584
Rest of Vic.	40	F	9509
Rest of Vic.	40	M	8694
Rest of Vic.	41	F	9009
Rest of Vic.	41	M	8379
Rest of Vic.	42	F	8969
Rest of Vic.	42	M	8439
Rest of Vic.	43	F	9108
Rest of Vic.	43	M	8786
Rest of Vic.	44	F	9231
Rest of Vic.	44	M	8567
Rest of Vic.	45	F	9197
Rest of Vic.	45	M	8751
Rest of Vic.	46	F	9533
Rest of Vic.	46	M	8870
Rest of Vic.	47	F	9859
Rest of Vic.	47	M	9260
Rest of Vic.	48	F	9964
Rest of Vic.	48	M	9392
Rest of Vic.	49	F	10619
Rest of Vic.	49	M	9995
Rest of Vic.	50	F	11085
Rest of Vic.	50	M	10350
Rest of Vic.	51	F	10307
Rest of Vic.	51	M	9631
Rest of Vic.	52	F	10643
Rest of Vic.	52	M	9907
Rest of Vic.	53	F	10073
Rest of Vic.	53	M	9524
Rest of Vic.	54	F	10037
Rest of Vic.	54	M	9388
Rest of Vic.	55	F	10221
Rest of Vic.	55	M	9466
Rest of Vic.	56	F	10432
Rest of Vic.	56	M	9798
Rest of Vic.	57	F	10873
Rest of Vic.	57	M	10129
Rest of Vic.	58	F	11426
Rest of Vic.	58	M	10494
Rest of Vic.	59	F	11692
Rest of Vic.	59	M	10840
Rest of Vic.	60	F	11663
Rest of Vic.	60	M	10810
Rest of Vic.	61	F	11370
Rest of Vic.	61	M	10590
Rest of Vic.	62	F	11522
Rest of Vic.	62	M	10841
Rest of Vic.	63	F	11338
Rest of Vic.	63	M	10587
Rest of Vic.	64	F	10992
Rest of Vic.	64	M	10398
Rest of Vic.	65	F	10906
Rest of Vic.	65	M	10500
Rest of Vic.	66	F	10935
Rest of Vic.	66	M	10297
Rest of Vic.	67	F	10727
Rest of Vic.	67	M	10303
Rest of Vic.	68	F	10817
Rest of Vic.	68	M	10195
Rest of Vic.	69	F	10189
Rest of Vic.	69	M	10091
Rest of Vic.	70	F	9863
Rest of Vic.	70	M	9823
Rest of Vic.	71	F	9957
Rest of Vic.	71	M	9695
Rest of Vic.	72	F	9374
Rest of Vic.	72	M	9130
Rest of Vic.	73	F	9164
Rest of Vic.	73	M	9039
Rest of Vic.	74	F	9547
Rest of Vic.	74	M	9381
Rest of Vic.	75	F	7656
Rest of Vic.	75	M	7566
Rest of Vic.	76	F	7212
Rest of Vic.	76	M	6892
Rest of Vic.	77	F	6793
Rest of Vic.	77	M	6326
Rest of Vic.	78	F	6058
Rest of Vic.	78	M	5615
Rest of Vic.	79	F	5996
Rest of Vic.	79	M	5498
Rest of Vic.	80	F	23499
Rest of Vic.	80	M	20535
Rest of Vic.	85	F	14922
Rest of Vic.	90	M	4659
Rest of Vic.	95	F	2473
Rest of Vic.	95	M	1001
Rest of Vic.	100	F	312
Rest of Vic.	100	M	75
No usual address (Qld)	0	F	36
No usual address (Qld)	0	M	40
No usual address (Qld)	1	F	57
No usual address (Qld)	1	M	58
No usual address (Qld)	2	F	35
No usual address (Qld)	2	M	73
No usual address (Qld)	3	F	48
No usual address (Qld)	3	M	64
No usual address (Qld)	4	F	58
No usual address (Qld)	4	M	43
No usual address (Qld)	5	F	49
No usual address (Qld)	5	M	51
No usual address (Qld)	6	F	50
No usual address (Qld)	6	M	63
No usual address (Qld)	7	F	48
No usual address (Qld)	7	M	48
No usual address (Qld)	8	F	48
No usual address (Qld)	8	M	47
No usual address (Qld)	9	F	49
No usual address (Qld)	9	M	47
No usual address (Qld)	10	F	46
No usual address (Qld)	10	M	58
No usual address (Qld)	11	F	54
No usual address (Qld)	11	M	45
No usual address (Qld)	12	F	41
No usual address (Qld)	12	M	58
No usual address (Qld)	13	F	29
No usual address (Qld)	13	M	45
No usual address (Qld)	14	F	36
No usual address (Qld)	14	M	28
No usual address (Qld)	15	F	47
No usual address (Qld)	15	M	50
No usual address (Qld)	16	F	65
No usual address (Qld)	16	M	45
No usual address (Qld)	17	F	61
No usual address (Qld)	17	M	50
No usual address (Qld)	18	F	45
No usual address (Qld)	18	M	52
No usual address (Qld)	19	F	72
No usual address (Qld)	19	M	83
No usual address (Qld)	20	F	83
No usual address (Qld)	20	M	71
No usual address (Qld)	21	F	93
No usual address (Qld)	21	M	84
No usual address (Qld)	22	F	91
No usual address (Qld)	22	M	76
No usual address (Qld)	23	F	103
No usual address (Qld)	23	M	94
No usual address (Qld)	24	F	120
No usual address (Qld)	24	M	123
No usual address (Qld)	25	F	137
No usual address (Qld)	25	M	118
No usual address (Qld)	26	F	178
No usual address (Qld)	26	M	135
No usual address (Qld)	27	F	129
No usual address (Qld)	27	M	117
No usual address (Qld)	28	F	151
No usual address (Qld)	28	M	134
No usual address (Qld)	29	F	162
No usual address (Qld)	29	M	142
No usual address (Qld)	30	F	145
No usual address (Qld)	30	M	156
No usual address (Qld)	31	F	116
No usual address (Qld)	31	M	126
No usual address (Qld)	32	F	111
No usual address (Qld)	32	M	142
No usual address (Qld)	33	F	106
No usual address (Qld)	33	M	103
No usual address (Qld)	34	F	96
No usual address (Qld)	34	M	136
No usual address (Qld)	35	F	101
No usual address (Qld)	35	M	146
No usual address (Qld)	36	F	85
No usual address (Qld)	36	M	110
No usual address (Qld)	37	F	89
No usual address (Qld)	37	M	117
No usual address (Qld)	38	F	82
No usual address (Qld)	38	M	131
No usual address (Qld)	39	F	89
No usual address (Qld)	39	M	113
No usual address (Qld)	40	F	102
No usual address (Qld)	40	M	124
No usual address (Qld)	41	F	93
No usual address (Qld)	41	M	104
No usual address (Qld)	42	F	76
No usual address (Qld)	42	M	139
No usual address (Qld)	43	F	79
No usual address (Qld)	43	M	79
No usual address (Qld)	44	F	71
No usual address (Qld)	44	M	132
No usual address (Qld)	45	F	84
No usual address (Qld)	45	M	112
No usual address (Qld)	46	F	79
No usual address (Qld)	46	M	106
No usual address (Qld)	47	F	76
No usual address (Qld)	47	M	120
No usual address (Qld)	48	F	79
No usual address (Qld)	48	M	106
No usual address (Qld)	49	F	89
No usual address (Qld)	49	M	126
No usual address (Qld)	50	F	111
No usual address (Qld)	50	M	102
No usual address (Qld)	51	F	104
No usual address (Qld)	51	M	93
No usual address (Qld)	52	F	92
No usual address (Qld)	52	M	99
No usual address (Qld)	53	F	88
No usual address (Qld)	53	M	102
No usual address (Qld)	54	F	86
No usual address (Qld)	54	M	82
No usual address (Qld)	55	F	112
No usual address (Qld)	55	M	90
No usual address (Qld)	56	F	74
No usual address (Qld)	56	M	108
No usual address (Qld)	57	F	93
No usual address (Qld)	57	M	103
No usual address (Qld)	58	F	113
No usual address (Qld)	58	M	135
No usual address (Qld)	59	F	132
No usual address (Qld)	59	M	145
No usual address (Qld)	60	F	138
No usual address (Qld)	60	M	143
No usual address (Qld)	61	F	122
No usual address (Qld)	61	M	158
No usual address (Qld)	62	F	133
No usual address (Qld)	62	M	130
No usual address (Qld)	63	F	131
No usual address (Qld)	63	M	145
No usual address (Qld)	64	F	137
No usual address (Qld)	64	M	139
No usual address (Qld)	65	F	151
No usual address (Qld)	65	M	143
No usual address (Qld)	66	F	88
No usual address (Qld)	66	M	147
No usual address (Qld)	67	F	129
No usual address (Qld)	67	M	139
No usual address (Qld)	68	F	99
No usual address (Qld)	68	M	139
No usual address (Qld)	69	F	71
No usual address (Qld)	69	M	149
No usual address (Qld)	70	F	85
No usual address (Qld)	70	M	134
No usual address (Qld)	71	F	88
No usual address (Qld)	71	M	120
No usual address (Qld)	72	F	52
No usual address (Qld)	72	M	101
No usual address (Qld)	73	F	59
No usual address (Qld)	73	M	92
No usual address (Qld)	74	F	53
No usual address (Qld)	74	M	73
No usual address (Qld)	75	F	30
No usual address (Qld)	75	M	63
No usual address (Qld)	76	F	25
No usual address (Qld)	76	M	53
No usual address (Qld)	77	F	23
No usual address (Qld)	77	M	45
No usual address (Qld)	78	F	24
No usual address (Qld)	78	M	33
No usual address (Qld)	79	F	12
No usual address (Qld)	79	M	30
No usual address (Qld)	80	F	37
No usual address (Qld)	80	M	63
No usual address (Qld)	85	F	18
No usual address (Qld)	95	F	4
Migratory - Offshore - Shipping (Qld)	20	F	4
Migratory - Offshore - Shipping (Qld)	24	F	5
Migratory - Offshore - Shipping (Qld)	24	M	9
Migratory - Offshore - Shipping (Qld)	25	F	5
Migratory - Offshore - Shipping (Qld)	25	M	4
Migratory - Offshore - Shipping (Qld)	27	M	11
Migratory - Offshore - Shipping (Qld)	29	F	3
Migratory - Offshore - Shipping (Qld)	29	M	3
Migratory - Offshore - Shipping (Qld)	31	M	6
Migratory - Offshore - Shipping (Qld)	33	M	10
Migratory - Offshore - Shipping (Qld)	34	F	5
Migratory - Offshore - Shipping (Qld)	34	M	3
Migratory - Offshore - Shipping (Qld)	35	M	3
Migratory - Offshore - Shipping (Qld)	36	M	4
Migratory - Offshore - Shipping (Qld)	37	M	7
Migratory - Offshore - Shipping (Qld)	38	F	3
Migratory - Offshore - Shipping (Qld)	39	M	12
Migratory - Offshore - Shipping (Qld)	40	M	10
Migratory - Offshore - Shipping (Qld)	41	M	3
Migratory - Offshore - Shipping (Qld)	42	M	4
Migratory - Offshore - Shipping (Qld)	43	M	3
Migratory - Offshore - Shipping (Qld)	45	M	8
Migratory - Offshore - Shipping (Qld)	47	M	7
Migratory - Offshore - Shipping (Qld)	48	M	8
Migratory - Offshore - Shipping (Qld)	49	M	3
Migratory - Offshore - Shipping (Qld)	50	M	5
Migratory - Offshore - Shipping (Qld)	52	M	4
Migratory - Offshore - Shipping (Qld)	54	M	4
Greater Brisbane	0	F	14135
Greater Brisbane	0	M	14942
Greater Brisbane	1	F	14471
Greater Brisbane	1	M	15165
Greater Brisbane	2	F	14659
Greater Brisbane	2	M	15628
Greater Brisbane	3	F	14694
Greater Brisbane	3	M	15559
Greater Brisbane	4	F	15117
Greater Brisbane	4	M	16133
Greater Brisbane	5	F	16028
Greater Brisbane	5	M	16536
Greater Brisbane	6	F	15854
Greater Brisbane	6	M	16736
Greater Brisbane	7	F	16105
Greater Brisbane	7	M	17187
Greater Brisbane	8	F	16306
Greater Brisbane	8	M	17373
Greater Brisbane	9	F	16346
Greater Brisbane	9	M	17211
Greater Brisbane	10	F	16366
Greater Brisbane	10	M	16964
Greater Brisbane	11	F	16598
Greater Brisbane	11	M	17401
Greater Brisbane	12	F	16362
Greater Brisbane	12	M	17492
Greater Brisbane	13	F	16246
Greater Brisbane	13	M	17224
Greater Brisbane	14	F	16032
Greater Brisbane	14	M	17284
Greater Brisbane	15	F	15489
Greater Brisbane	15	M	16618
Greater Brisbane	16	F	15094
Greater Brisbane	16	M	16302
Greater Brisbane	17	F	14935
Greater Brisbane	17	M	15524
Greater Brisbane	18	F	15055
Greater Brisbane	18	M	15637
Greater Brisbane	19	F	16203
Greater Brisbane	19	M	16257
Greater Brisbane	20	F	16836
Greater Brisbane	20	M	17331
Greater Brisbane	21	F	17184
Greater Brisbane	21	M	17395
Greater Brisbane	22	F	17355
Greater Brisbane	22	M	17425
Greater Brisbane	23	F	17455
Greater Brisbane	23	M	17891
Greater Brisbane	24	F	17922
Greater Brisbane	24	M	17842
Greater Brisbane	25	F	18091
Greater Brisbane	25	M	18425
Greater Brisbane	26	F	18762
Greater Brisbane	26	M	18533
Greater Brisbane	27	F	18528
Greater Brisbane	27	M	18503
Greater Brisbane	28	F	18638
Greater Brisbane	28	M	18194
Greater Brisbane	29	F	19311
Greater Brisbane	29	M	18022
Greater Brisbane	30	F	19622
Greater Brisbane	30	M	18590
Greater Brisbane	31	F	19577
Greater Brisbane	31	M	18864
Greater Brisbane	32	F	19325
Greater Brisbane	32	M	18407
Greater Brisbane	33	F	19260
Greater Brisbane	33	M	18339
Greater Brisbane	34	F	19111
Greater Brisbane	34	M	17962
Greater Brisbane	35	F	19671
Greater Brisbane	35	M	18574
Greater Brisbane	36	F	19677
Greater Brisbane	36	M	18530
Greater Brisbane	37	F	19332
Greater Brisbane	37	M	18378
Greater Brisbane	38	F	19807
Greater Brisbane	38	M	18647
Greater Brisbane	39	F	18657
Greater Brisbane	39	M	18283
Greater Brisbane	40	F	18366
Greater Brisbane	40	M	17926
Greater Brisbane	41	F	17838
Greater Brisbane	41	M	16927
Greater Brisbane	42	F	17128
Greater Brisbane	42	M	16632
Greater Brisbane	43	F	16966
Greater Brisbane	43	M	16329
Greater Brisbane	44	F	16771
Greater Brisbane	44	M	15904
Greater Brisbane	45	F	16745
Greater Brisbane	45	M	16121
Greater Brisbane	46	F	17031
Greater Brisbane	46	M	16105
Greater Brisbane	47	F	17146
Greater Brisbane	47	M	16358
Greater Brisbane	48	F	17653
Greater Brisbane	48	M	16804
Greater Brisbane	49	F	17908
Greater Brisbane	49	M	17131
Greater Brisbane	50	F	18146
Greater Brisbane	50	M	17312
Greater Brisbane	51	F	16936
Greater Brisbane	51	M	15981
Greater Brisbane	52	F	16188
Greater Brisbane	52	M	15479
Greater Brisbane	53	F	15574
Greater Brisbane	53	M	14778
Greater Brisbane	54	F	15167
Greater Brisbane	54	M	14483
Greater Brisbane	55	F	14488
Greater Brisbane	55	M	13855
Greater Brisbane	56	F	14537
Greater Brisbane	56	M	13968
Greater Brisbane	57	F	14938
Greater Brisbane	57	M	14304
Greater Brisbane	58	F	15029
Greater Brisbane	58	M	14112
Greater Brisbane	59	F	14710
Greater Brisbane	59	M	13794
Greater Brisbane	60	F	14465
Greater Brisbane	60	M	13630
Greater Brisbane	61	F	13682
Greater Brisbane	61	M	12996
Greater Brisbane	62	F	13569
Greater Brisbane	62	M	12478
Greater Brisbane	63	F	13057
Greater Brisbane	63	M	11904
Greater Brisbane	64	F	12672
Greater Brisbane	64	M	11608
Greater Brisbane	65	F	12365
Greater Brisbane	65	M	11623
Greater Brisbane	66	F	11994
Greater Brisbane	66	M	10986
Greater Brisbane	67	F	11727
Greater Brisbane	67	M	10466
Greater Brisbane	68	F	11504
Greater Brisbane	68	M	10445
Greater Brisbane	69	F	11479
Greater Brisbane	69	M	10361
Greater Brisbane	70	F	10946
Greater Brisbane	70	M	9887
Greater Brisbane	71	F	10831
Greater Brisbane	71	M	9797
Greater Brisbane	72	F	10522
Greater Brisbane	72	M	9556
Greater Brisbane	73	F	10155
Greater Brisbane	73	M	9249
Greater Brisbane	74	F	10585
Greater Brisbane	74	M	9688
Greater Brisbane	75	F	8656
Greater Brisbane	75	M	7829
Greater Brisbane	76	F	8254
Greater Brisbane	76	M	7496
Greater Brisbane	77	F	7544
Greater Brisbane	77	M	6768
Greater Brisbane	78	F	6566
Greater Brisbane	78	M	5801
Greater Brisbane	79	F	6354
Greater Brisbane	79	M	5694
Greater Brisbane	80	F	24702
Greater Brisbane	80	M	20369
Greater Brisbane	85	F	15250
Greater Brisbane	90	M	4614
Greater Brisbane	95	F	2617
Greater Brisbane	95	M	960
Greater Brisbane	100	F	366
Greater Brisbane	100	M	99
Rest of Qld	0	F	12977
Rest of Qld	0	M	13755
Rest of Qld	1	F	13499
Rest of Qld	1	M	14580
Rest of Qld	2	F	13608
Rest of Qld	2	M	14541
Rest of Qld	3	F	14089
Rest of Qld	3	M	14855
Rest of Qld	4	F	14275
Rest of Qld	4	M	15268
Rest of Qld	5	F	15312
Rest of Qld	5	M	16151
Rest of Qld	6	F	15381
Rest of Qld	6	M	16481
Rest of Qld	7	F	16063
Rest of Qld	7	M	16766
Rest of Qld	8	F	16102
Rest of Qld	8	M	17101
Rest of Qld	9	F	16548
Rest of Qld	9	M	17223
Rest of Qld	10	F	16671
Rest of Qld	10	M	17435
Rest of Qld	11	F	16991
Rest of Qld	11	M	17726
Rest of Qld	12	F	17080
Rest of Qld	12	M	18003
Rest of Qld	13	F	17022
Rest of Qld	13	M	18388
Rest of Qld	14	F	16662
Rest of Qld	14	M	18185
Rest of Qld	15	F	16577
Rest of Qld	15	M	17489
Rest of Qld	16	F	15778
Rest of Qld	16	M	16693
Rest of Qld	17	F	15284
Rest of Qld	17	M	16174
Rest of Qld	18	F	14409
Rest of Qld	18	M	14847
Rest of Qld	19	F	13865
Rest of Qld	19	M	14709
Rest of Qld	20	F	14523
Rest of Qld	20	M	14833
Rest of Qld	21	F	14443
Rest of Qld	21	M	15087
Rest of Qld	22	F	14504
Rest of Qld	22	M	14717
Rest of Qld	23	F	15001
Rest of Qld	23	M	14806
Rest of Qld	24	F	15122
Rest of Qld	24	M	15113
Rest of Qld	25	F	15531
Rest of Qld	25	M	15396
Rest of Qld	26	F	16004
Rest of Qld	26	M	15859
Rest of Qld	27	F	16323
Rest of Qld	27	M	16049
Rest of Qld	28	F	16686
Rest of Qld	28	M	16252
Rest of Qld	29	F	16985
Rest of Qld	29	M	16150
Rest of Qld	30	F	17114
Rest of Qld	30	M	16208
Rest of Qld	31	F	17017
Rest of Qld	31	M	16199
Rest of Qld	32	F	16902
Rest of Qld	32	M	15496
Rest of Qld	33	F	16699
Rest of Qld	33	M	15468
Rest of Qld	34	F	16797
Rest of Qld	34	M	15820
Rest of Qld	35	F	17033
Rest of Qld	35	M	15931
Rest of Qld	36	F	17255
Rest of Qld	36	M	15767
Rest of Qld	37	F	17292
Rest of Qld	37	M	15870
Rest of Qld	38	F	17753
Rest of Qld	38	M	16443
Rest of Qld	39	F	17036
Rest of Qld	39	M	16071
Rest of Qld	40	F	17017
Rest of Qld	40	M	16075
Rest of Qld	41	F	16249
Rest of Qld	41	M	15444
Rest of Qld	42	F	16450
Rest of Qld	42	M	15318
Rest of Qld	43	F	15914
Rest of Qld	43	M	14749
Rest of Qld	44	F	16319
Rest of Qld	44	M	15331
Rest of Qld	45	F	16544
Rest of Qld	45	M	15497
Rest of Qld	46	F	16737
Rest of Qld	46	M	15829
Rest of Qld	47	F	17198
Rest of Qld	47	M	16699
Rest of Qld	48	F	18104
Rest of Qld	48	M	17226
Rest of Qld	49	F	18850
Rest of Qld	49	M	17606
Rest of Qld	50	F	19286
Rest of Qld	50	M	18387
Rest of Qld	51	F	17813
Rest of Qld	51	M	17061
Rest of Qld	52	F	17758
Rest of Qld	52	M	16714
Rest of Qld	53	F	16822
Rest of Qld	53	M	16061
Rest of Qld	54	F	16785
Rest of Qld	54	M	16120
Rest of Qld	55	F	16876
Rest of Qld	55	M	15972
Rest of Qld	56	F	17164
Rest of Qld	56	M	16127
Rest of Qld	57	F	17790
Rest of Qld	57	M	16986
Rest of Qld	58	F	18157
Rest of Qld	58	M	17106
Rest of Qld	59	F	18176
Rest of Qld	59	M	17189
Rest of Qld	60	F	18197
Rest of Qld	60	M	17312
Rest of Qld	61	F	17493
Rest of Qld	61	M	16512
Rest of Qld	62	F	16910
Rest of Qld	62	M	16423
Rest of Qld	63	F	16925
Rest of Qld	63	M	15884
Rest of Qld	64	F	16131
Rest of Qld	64	M	15693
Rest of Qld	65	F	15972
Rest of Qld	65	M	15219
Rest of Qld	66	F	15740
Rest of Qld	66	M	15069
Rest of Qld	67	F	15314
Rest of Qld	67	M	14621
Rest of Qld	68	F	14953
Rest of Qld	68	M	14706
Rest of Qld	69	F	14312
Rest of Qld	69	M	14385
Rest of Qld	70	F	14274
Rest of Qld	70	M	14188
Rest of Qld	71	F	14121
Rest of Qld	71	M	13708
Rest of Qld	72	F	13494
Rest of Qld	72	M	13286
Rest of Qld	73	F	13021
Rest of Qld	73	M	13203
Rest of Qld	74	F	13867
Rest of Qld	74	M	13714
Rest of Qld	75	F	11156
Rest of Qld	75	M	11186
Rest of Qld	76	F	10959
Rest of Qld	76	M	10573
Rest of Qld	77	F	10002
Rest of Qld	77	M	9738
Rest of Qld	78	F	8772
Rest of Qld	78	M	8242
Rest of Qld	79	F	8489
Rest of Qld	79	M	7970
Rest of Qld	80	F	32324
Rest of Qld	80	M	29123
Rest of Qld	85	F	19122
Rest of Qld	90	M	5816
Rest of Qld	95	F	2886
Rest of Qld	95	M	1235
Rest of Qld	100	F	400
Rest of Qld	100	M	89
No usual address (SA)	0	F	12
No usual address (SA)	0	M	18
No usual address (SA)	1	F	15
No usual address (SA)	1	M	5
No usual address (SA)	2	F	9
No usual address (SA)	2	M	18
No usual address (SA)	3	F	9
No usual address (SA)	3	M	14
No usual address (SA)	4	F	15
No usual address (SA)	4	M	22
No usual address (SA)	5	F	18
No usual address (SA)	5	M	17
No usual address (SA)	6	F	14
No usual address (SA)	6	M	11
No usual address (SA)	7	F	4
No usual address (SA)	7	M	27
No usual address (SA)	8	F	17
No usual address (SA)	8	M	11
No usual address (SA)	9	F	21
No usual address (SA)	9	M	11
No usual address (SA)	10	F	14
No usual address (SA)	10	M	15
No usual address (SA)	11	F	13
No usual address (SA)	11	M	15
No usual address (SA)	12	F	12
No usual address (SA)	12	M	8
No usual address (SA)	13	F	21
No usual address (SA)	13	M	9
No usual address (SA)	14	F	13
No usual address (SA)	14	M	6
No usual address (SA)	15	F	13
No usual address (SA)	15	M	12
No usual address (SA)	16	F	29
No usual address (SA)	16	M	12
No usual address (SA)	17	F	20
No usual address (SA)	17	M	14
No usual address (SA)	18	F	26
No usual address (SA)	18	M	11
No usual address (SA)	19	F	28
No usual address (SA)	19	M	23
No usual address (SA)	20	F	14
No usual address (SA)	20	M	29
No usual address (SA)	21	F	39
No usual address (SA)	21	M	26
No usual address (SA)	22	F	16
No usual address (SA)	22	M	15
No usual address (SA)	23	F	18
No usual address (SA)	23	M	23
No usual address (SA)	24	F	17
No usual address (SA)	24	M	18
No usual address (SA)	25	F	43
No usual address (SA)	25	M	29
No usual address (SA)	26	F	35
No usual address (SA)	26	M	35
No usual address (SA)	27	F	17
No usual address (SA)	27	M	26
No usual address (SA)	28	F	28
No usual address (SA)	28	M	35
No usual address (SA)	29	F	31
No usual address (SA)	29	M	28
No usual address (SA)	30	F	38
No usual address (SA)	30	M	35
No usual address (SA)	31	F	29
No usual address (SA)	31	M	30
No usual address (SA)	32	F	34
No usual address (SA)	32	M	31
No usual address (SA)	33	F	29
No usual address (SA)	33	M	37
No usual address (SA)	34	F	28
No usual address (SA)	34	M	32
No usual address (SA)	35	F	25
No usual address (SA)	35	M	21
No usual address (SA)	36	F	40
No usual address (SA)	36	M	29
No usual address (SA)	37	F	27
No usual address (SA)	37	M	42
No usual address (SA)	38	F	17
No usual address (SA)	38	M	34
No usual address (SA)	39	F	27
No usual address (SA)	39	M	35
No usual address (SA)	40	F	23
No usual address (SA)	40	M	41
No usual address (SA)	41	F	12
No usual address (SA)	41	M	23
No usual address (SA)	42	F	14
No usual address (SA)	42	M	28
No usual address (SA)	43	F	18
No usual address (SA)	43	M	21
No usual address (SA)	44	F	25
No usual address (SA)	44	M	23
No usual address (SA)	45	F	21
No usual address (SA)	45	M	30
No usual address (SA)	46	F	20
No usual address (SA)	46	M	36
No usual address (SA)	47	F	18
No usual address (SA)	47	M	24
No usual address (SA)	48	F	16
No usual address (SA)	48	M	33
No usual address (SA)	49	F	14
No usual address (SA)	49	M	23
No usual address (SA)	50	F	20
No usual address (SA)	50	M	48
No usual address (SA)	51	F	30
No usual address (SA)	51	M	28
No usual address (SA)	52	F	17
No usual address (SA)	52	M	22
No usual address (SA)	53	F	19
No usual address (SA)	53	M	25
No usual address (SA)	54	F	24
No usual address (SA)	54	M	22
No usual address (SA)	55	F	13
No usual address (SA)	55	M	46
No usual address (SA)	56	F	18
No usual address (SA)	56	M	29
No usual address (SA)	57	F	17
No usual address (SA)	57	M	35
No usual address (SA)	58	F	19
No usual address (SA)	58	M	18
No usual address (SA)	59	F	24
No usual address (SA)	59	M	19
No usual address (SA)	60	F	23
No usual address (SA)	60	M	42
No usual address (SA)	61	F	26
No usual address (SA)	61	M	36
No usual address (SA)	62	F	20
No usual address (SA)	62	M	35
No usual address (SA)	63	F	14
No usual address (SA)	63	M	29
No usual address (SA)	64	F	15
No usual address (SA)	64	M	26
No usual address (SA)	65	F	17
No usual address (SA)	65	M	32
No usual address (SA)	66	F	27
No usual address (SA)	66	M	19
No usual address (SA)	67	F	15
No usual address (SA)	67	M	27
No usual address (SA)	68	F	15
No usual address (SA)	68	M	16
No usual address (SA)	69	F	7
No usual address (SA)	69	M	26
No usual address (SA)	70	F	12
No usual address (SA)	70	M	14
No usual address (SA)	71	F	9
No usual address (SA)	71	M	28
No usual address (SA)	72	F	9
No usual address (SA)	72	M	25
No usual address (SA)	73	F	5
No usual address (SA)	73	M	14
No usual address (SA)	74	F	20
No usual address (SA)	74	M	10
No usual address (SA)	75	F	3
No usual address (SA)	75	M	5
No usual address (SA)	76	F	5
No usual address (SA)	76	M	7
No usual address (SA)	77	F	3
No usual address (SA)	77	M	9
No usual address (SA)	78	F	4
No usual address (SA)	78	M	4
No usual address (SA)	79	M	11
No usual address (SA)	80	F	17
No usual address (SA)	80	M	7
No usual address (SA)	85	F	5
Migratory - Offshore - Shipping (SA)	39	M	3
Migratory - Offshore - Shipping (SA)	45	M	5
Migratory - Offshore - Shipping (SA)	48	M	3
Migratory - Offshore - Shipping (SA)	53	M	7
Greater Adelaide	0	F	7156
Greater Adelaide	0	M	7524
Greater Adelaide	1	F	7216
Greater Adelaide	1	M	7629
Greater Adelaide	2	F	7201
Greater Adelaide	2	M	7554
Greater Adelaide	3	F	7269
Greater Adelaide	3	M	7825
Greater Adelaide	4	F	7468
Greater Adelaide	4	M	7902
Greater Adelaide	5	F	7810
Greater Adelaide	5	M	8291
Greater Adelaide	6	F	7787
Greater Adelaide	6	M	8241
Greater Adelaide	7	F	7879
Greater Adelaide	7	M	8402
Greater Adelaide	8	F	8001
Greater Adelaide	8	M	8424
Greater Adelaide	9	F	8055
Greater Adelaide	9	M	8550
Greater Adelaide	10	F	7903
Greater Adelaide	10	M	8197
Greater Adelaide	11	F	7811
Greater Adelaide	11	M	8548
Greater Adelaide	12	F	7952
Greater Adelaide	12	M	8304
Greater Adelaide	13	F	8066
Greater Adelaide	13	M	8318
Greater Adelaide	14	F	7974
Greater Adelaide	14	M	8278
Greater Adelaide	15	F	7635
Greater Adelaide	15	M	8176
Greater Adelaide	16	F	7481
Greater Adelaide	16	M	7810
Greater Adelaide	17	F	7515
Greater Adelaide	17	M	8083
Greater Adelaide	18	F	7668
Greater Adelaide	18	M	7912
Greater Adelaide	19	F	7815
Greater Adelaide	19	M	8185
Greater Adelaide	20	F	8486
Greater Adelaide	20	M	8751
Greater Adelaide	21	F	8843
Greater Adelaide	21	M	9306
Greater Adelaide	22	F	8864
