GCCSA_NAME21	Age5yr	ChildrenEverBorn	females
Greater Brisbane	20-24	5	24
Greater Brisbane	20-24	6	27
Greater Brisbane	25-29		6732
Greater Brisbane	25-29	0	62785
Greater Brisbane	25-29	1	12014
Greater Brisbane	25-29	2	7907
Greater Brisbane	25-29	3	2794
Greater Brisbane	25-29	4	773
Greater Brisbane	25-29	5	226
Greater Brisbane	25-29	6	108
Greater Brisbane	30-34		5515
Greater Brisbane	30-34	0	40718
Greater Brisbane	30-34	1	20232
Greater Brisbane	30-34	2	19706
Greater Brisbane	30-34	3	7101
Greater Brisbane	30-34	4	2395
Greater Brisbane	30-34	5	781
Greater Brisbane	30-34	6	443
Greater Brisbane	35-39		4954
Greater Brisbane	35-39	0	22959
Greater Brisbane	35-39	1	18468
Greater Brisbane	35-39	2	32053
Greater Brisbane	35-39	3	12391
Greater Brisbane	35-39	4	3984
Greater Brisbane	35-39	5	1350
Greater Brisbane	35-39	6	978
Greater Brisbane	40-44		3861
Greater Brisbane	40-44	0	15126
Greater Brisbane	40-44	1	13915
Greater Brisbane	40-44	2	31925
Greater Brisbane	40-44	3	14319
Greater Brisbane	40-44	4	4886
Greater Brisbane	40-44	5	1663
Greater Brisbane	40-44	6	1362
Greater Brisbane	45-49		3693
Greater Brisbane	45-49	0	13845
Greater Brisbane	45-49	1	12816
Greater Brisbane	45-49	2	31772
Greater Brisbane	45-49	3	15640
Greater Brisbane	45-49	4	5339
Greater Brisbane	45-49	5	1855
Greater Brisbane	45-49	6	1516
Greater Brisbane	50-54		3331
Greater Brisbane	50-54	0	12446
Greater Brisbane	50-54	1	11640
Greater Brisbane	50-54	2	30229
Greater Brisbane	50-54	3	15533
Greater Brisbane	50-54	4	5610
Greater Brisbane	50-54	5	1810
Greater Brisbane	50-54	6	1426
Greater Brisbane	55-59		3066
Greater Brisbane	55-59	0	10468
Greater Brisbane	55-59	1	9665
Greater Brisbane	55-59	2	26723
Greater Brisbane	55-59	3	15115
Greater Brisbane	55-59	4	5533
Greater Brisbane	55-59	5	1819
Greater Brisbane	55-59	6	1310
Greater Brisbane	60-64		2843
Greater Brisbane	60-64	0	8386
Greater Brisbane	60-64	1	8101
Greater Brisbane	60-64	2	23938
Greater Brisbane	60-64	3	15383
Greater Brisbane	60-64	4	5869
Greater Brisbane	60-64	5	1812
Greater Brisbane	60-64	6	1110
Greater Brisbane	65-69		2686
Greater Brisbane	65-69	0	6514
Greater Brisbane	65-69	1	6620
Greater Brisbane	65-69	2	20892
Greater Brisbane	65-69	3	13927
Greater Brisbane	65-69	4	5726
Greater Brisbane	65-69	5	1692
Greater Brisbane	65-69	6	1012
Greater Brisbane	70-74		2795
Greater Brisbane	70-74	0	4886
Greater Brisbane	70-74	1	4959
Greater Brisbane	70-74	2	19072
Greater Brisbane	70-74	3	13095
Greater Brisbane	70-74	4	5493
Greater Brisbane	70-74	5	1682
Greater Brisbane	70-74	6	1062
Greater Brisbane	75-79		2509
Greater Brisbane	75-79	0	3241
Greater Brisbane	75-79	1	3078
Greater Brisbane	75-79	2	12065
Greater Brisbane	75-79	3	9395
Greater Brisbane	75-79	4	4416
Greater Brisbane	75-79	5	1554
Greater Brisbane	75-79	6	1113
Greater Brisbane	80-84		2347
Greater Brisbane	80-84	0	1978
Greater Brisbane	80-84	1	1590
Greater Brisbane	80-84	2	6242
Greater Brisbane	80-84	3	6079
Greater Brisbane	80-84	4	3617
Greater Brisbane	80-84	5	1582
Greater Brisbane	80-84	6	1273
Greater Brisbane	85+		4036
Greater Brisbane	85+	0	1928
Greater Brisbane	85+	1	1882
Greater Brisbane	85+	2	5653
Greater Brisbane	85+	3	5538
Greater Brisbane	85+	4	3735
Greater Brisbane	85+	5	1977
Greater Brisbane	85+	6	2011
Rest of Qld	15-19		7719
Rest of Qld	15-19	0	67388
Rest of Qld	15-19	1	708
Rest of Qld	15-19	2	72
Rest of Qld	15-19	3	9
Rest of Qld	15-19	4	4
Rest of Qld	15-19	5	4
Rest of Qld	15-19	6	9
Rest of Qld	20-24		7637
Rest of Qld	20-24	0	57303
Rest of Qld	20-24	1	5724
Rest of Qld	20-24	2	2298
Rest of Qld	20-24	3	503
Rest of Qld	20-24	4	88
Rest of Qld	20-24	5	19
Rest of Qld	20-24	6	29
Rest of Qld	25-29		7890
Rest of Qld	25-29	0	47044
Rest of Qld	25-29	1	12471
Rest of Qld	25-29	2	9401
Rest of Qld	25-29	3	3308
Rest of Qld	25-29	4	1043
Rest of Qld	25-29	5	261
Rest of Qld	25-29	6	116
Rest of Qld	30-34		6980
Rest of Qld	30-34	0	28935
Rest of Qld	30-34	1	16192
Rest of Qld	30-34	2	19850
Rest of Qld	30-34	3	8371
Rest of Qld	30-34	4	2863
Rest of Qld	30-34	5	850
Rest of Qld	30-34	6	486
Rest of Qld	35-39		6400
Rest of Qld	35-39	0	16845
Rest of Qld	35-39	1	14000
Rest of Qld	35-39	2	28041
Rest of Qld	35-39	3	13629
Rest of Qld	35-39	4	4731
Rest of Qld	35-39	5	1576
Rest of Qld	35-39	6	1153
Rest of Qld	40-44		5708
Rest of Qld	40-44	0	12207
Rest of Qld	40-44	1	11346
Rest of Qld	40-44	2	28507
Rest of Qld	40-44	3	15009
Rest of Qld	40-44	4	5763
Rest of Qld	40-44	5	1907
Rest of Qld	40-44	6	1505
Rest of Qld	45-49		5988
Rest of Qld	45-49	0	12125
Rest of Qld	45-49	1	11896
Rest of Qld	45-49	2	30480
Rest of Qld	45-49	3	16638
Rest of Qld	45-49	4	6452
Rest of Qld	45-49	5	2130
Rest of Qld	45-49	6	1712
Rest of Qld	50-54		5910
Rest of Qld	50-54	0	12478
Rest of Qld	50-54	1	11306
Rest of Qld	50-54	2	30931
Rest of Qld	50-54	3	17342
Rest of Qld	50-54	4	6569
Rest of Qld	50-54	5	2269
Rest of Qld	50-54	6	1666
Rest of Qld	55-59		5916
Rest of Qld	55-59	0	11926
Rest of Qld	55-59	1	10607
Rest of Qld	55-59	2	30227
Rest of Qld	55-59	3	18272
Rest of Qld	55-59	4	7381
Rest of Qld	55-59	5	2350
Rest of Qld	55-59	6	1492
Rest of Qld	60-64		5396
Rest of Qld	60-64	0	10611
Rest of Qld	60-64	1	9228
Rest of Qld	60-64	2	29151
Rest of Qld	60-64	3	19426
Rest of Qld	60-64	4	8062
Rest of Qld	60-64	5	2318
Rest of Qld	60-64	6	1469
Rest of Qld	65-69		4978
Rest of Qld	65-69	0	8325
Rest of Qld	65-69	1	7627
Rest of Qld	65-69	2	26517
Rest of Qld	65-69	3	17804
Rest of Qld	65-69	4	7450
Rest of Qld	65-69	5	2277
Rest of Qld	65-69	6	1317
Rest of Qld	70-74		5047
Rest of Qld	70-74	0	6503
Rest of Qld	70-74	1	6200
Rest of Qld	70-74	2	23936
Rest of Qld	70-74	3	16561
Rest of Qld	70-74	4	7083
Rest of Qld	70-74	5	2178
Rest of Qld	70-74	6	1265
Rest of Qld	75-79		4614
Rest of Qld	75-79	0	4154
Rest of Qld	75-79	1	3817
Rest of Qld	75-79	2	15236
Rest of Qld	75-79	3	12094
Rest of Qld	75-79	4	5883
Rest of Qld	75-79	5	2130
Rest of Qld	75-79	6	1439
Rest of Qld	80-84		3856
Rest of Qld	80-84	0	2410
Rest of Qld	80-84	1	2056
Rest of Qld	80-84	2	7945
Rest of Qld	80-84	3	7733
Rest of Qld	80-84	4	4715
Rest of Qld	80-84	5	2023
Rest of Qld	80-84	6	1595
Rest of Qld	85+		5617
Rest of Qld	85+	0	2175
Rest of Qld	85+	1	2196
Rest of Qld	85+	2	6295
Rest of Qld	85+	3	6571
Rest of Qld	85+	4	4717
Rest of Qld	85+	5	2389
Rest of Qld	85+	6	2364
No usual address (SA)	15-19		22
No usual address (SA)	15-19	0	83
No usual address (SA)	15-19	1	8
No usual address (SA)	20-24		21
No usual address (SA)	20-24	0	64
No usual address (SA)	20-24	1	4
No usual address (SA)	20-24	2	5
No usual address (SA)	25-29		36
No usual address (SA)	25-29	0	79
No usual address (SA)	25-29	1	23
No usual address (SA)	25-29	2	16
No usual address (SA)	30-34		40
No usual address (SA)	30-34	0	52
No usual address (SA)	30-34	1	21
No usual address (SA)	30-34	2	17
No usual address (SA)	30-34	3	18
No usual address (SA)	30-34	4	3
No usual address (SA)	30-34	5	3
No usual address (SA)	30-34	6	5
No usual address (SA)	35-39		51
No usual address (SA)	35-39	0	23
No usual address (SA)	35-39	1	13
No usual address (SA)	35-39	2	22
No usual address (SA)	35-39	3	13
No usual address (SA)	35-39	4	12
No usual address (SA)	40-44		42
No usual address (SA)	40-44	0	17
No usual address (SA)	40-44	1	10
No usual address (SA)	40-44	2	10
No usual address (SA)	40-44	3	12
No usual address (SA)	40-44	4	8
No usual address (SA)	40-44	5	5
No usual address (SA)	45-49		24
No usual address (SA)	45-49	0	15
No usual address (SA)	45-49	1	10
No usual address (SA)	45-49	2	7
No usual address (SA)	45-49	3	17
No usual address (SA)	45-49	4	6
No usual address (SA)	45-49	5	3
No usual address (SA)	45-49	6	4
No usual address (SA)	50-54		25
No usual address (SA)	50-54	0	20
No usual address (SA)	50-54	1	10
No usual address (SA)	50-54	2	17
No usual address (SA)	50-54	3	15
No usual address (SA)	50-54	4	4
No usual address (SA)	50-54	6	3
No usual address (SA)	55-59		16
No usual address (SA)	55-59	0	15
No usual address (SA)	55-59	1	11
No usual address (SA)	55-59	2	33
No usual address (SA)	55-59	3	16
No usual address (SA)	55-59	5	7
No usual address (SA)	60-64		16
No usual address (SA)	60-64	0	12
No usual address (SA)	60-64	1	9
No usual address (SA)	60-64	2	34
No usual address (SA)	60-64	3	29
No usual address (SA)	60-64	4	7
No usual address (SA)	65-69		9
No usual address (SA)	65-69	0	6
No usual address (SA)	65-69	1	10
No usual address (SA)	65-69	2	27
No usual address (SA)	65-69	3	18
No usual address (SA)	65-69	4	8
No usual address (SA)	70-74		9
No usual address (SA)	70-74	0	3
No usual address (SA)	70-74	2	20
No usual address (SA)	70-74	3	10
No usual address (SA)	70-74	4	8
No usual address (SA)	75-79	2	7
No usual address (SA)	80-84	3	8
No usual address (SA)	85+		5
Greater Adelaide	15-19		2568
Greater Adelaide	15-19	0	35353
Greater Adelaide	15-19	1	168
Greater Adelaide	15-19	2	18
Greater Adelaide	15-19	3	3
Greater Adelaide	15-19	6	8
Greater Adelaide	20-24		2809
Greater Adelaide	20-24	0	39106
Greater Adelaide	20-24	1	1743
Greater Adelaide	20-24	2	662
Greater Adelaide	20-24	3	120
Greater Adelaide	20-24	4	20
Greater Adelaide	20-24	5	5
Greater Adelaide	20-24	6	6
Greater Adelaide	25-29		2644
Greater Adelaide	25-29	0	33997
Greater Adelaide	25-29	1	6234
Greater Adelaide	25-29	2	3525
Greater Adelaide	25-29	3	1037
Greater Adelaide	25-29	4	268
Greater Adelaide	25-29	5	64
Greater Adelaide	25-29	6	28
Greater Adelaide	30-34		2233
Greater Adelaide	30-34	0	21162
Greater Adelaide	30-34	1	11015
Greater Adelaide	30-34	2	10387
Greater Adelaide	30-34	3	3269
Greater Adelaide	30-34	4	822
Greater Adelaide	30-34	5	259
Greater Adelaide	30-34	6	155
Greater Adelaide	35-39		1916
Greater Adelaide	35-39	0	11503
Greater Adelaide	35-39	1	9853
Greater Adelaide	35-39	2	17560
Greater Adelaide	35-39	3	6152
Greater Adelaide	35-39	4	1715
Greater Adelaide	35-39	5	540
Greater Adelaide	35-39	6	382
Greater Adelaide	40-44		1604
Greater Adelaide	40-44	0	7481
Greater Adelaide	40-44	1	7345
Greater Adelaide	40-44	2	17336
Greater Adelaide	40-44	3	7103
Greater Adelaide	40-44	4	2031
Greater Adelaide	40-44	5	666
Greater Adelaide	40-44	6	534
Greater Adelaide	45-49		1597
Greater Adelaide	45-49	0	6927
Greater Adelaide	45-49	1	6858
Greater Adelaide	45-49	2	17404
Greater Adelaide	45-49	3	7462
Greater Adelaide	45-49	4	2259
Greater Adelaide	45-49	5	739
Greater Adelaide	45-49	6	592
Greater Adelaide	50-54		1596
Greater Adelaide	50-54	0	7141
Greater Adelaide	50-54	1	6745
Greater Adelaide	50-54	2	17762
Greater Adelaide	50-54	3	8117
Greater Adelaide	50-54	4	2385
Greater Adelaide	50-54	5	684
Greater Adelaide	50-54	6	566
Greater Adelaide	55-59		1529
Greater Adelaide	55-59	0	6974
Greater Adelaide	55-59	1	6136
Greater Adelaide	55-59	2	17329
Greater Adelaide	55-59	3	8131
Greater Adelaide	55-59	4	2702
Greater Adelaide	55-59	5	793
Greater Adelaide	55-59	6	539
Greater Adelaide	60-64		1545
Greater Adelaide	60-64	0	6266
Greater Adelaide	60-64	1	5608
Greater Adelaide	60-64	2	16930
Greater Adelaide	60-64	3	8564
Greater Adelaide	60-64	4	2839
Greater Adelaide	60-64	5	791
Greater Adelaide	60-64	6	477
Greater Adelaide	65-69		1533
Greater Adelaide	65-69	0	4946
Greater Adelaide	65-69	1	4844
Greater Adelaide	65-69	2	15630
Greater Adelaide	65-69	3	8059
Greater Adelaide	65-69	4	2669
Greater Adelaide	65-69	5	694
Greater Adelaide	65-69	6	429
Greater Adelaide	70-74		1683
Greater Adelaide	70-74	0	3694
Greater Adelaide	70-74	1	3814
Greater Adelaide	70-74	2	14852
Greater Adelaide	70-74	3	8092
Greater Adelaide	70-74	4	2618
Greater Adelaide	70-74	5	685
Greater Adelaide	70-74	6	416
Greater Adelaide	75-79		1613
Greater Adelaide	75-79	0	2150
Greater Adelaide	75-79	1	2128
Greater Adelaide	75-79	2	9936
Greater Adelaide	75-79	3	6590
Greater Adelaide	75-79	4	2349
Greater Adelaide	75-79	5	693
Greater Adelaide	75-79	6	433
Greater Adelaide	80-84		1545
Greater Adelaide	80-84	0	1272
Greater Adelaide	80-84	1	1299
Greater Adelaide	80-84	2	5759
Greater Adelaide	80-84	3	5073
Greater Adelaide	80-84	4	2542
Greater Adelaide	80-84	5	844
Greater Adelaide	80-84	6	608
Greater Adelaide	85+		2265
Greater Adelaide	85+	0	1382
Greater Adelaide	85+	1	1769
Greater Adelaide	85+	2	5761
Greater Adelaide	85+	3	5487
Greater Adelaide	85+	4	3181
Greater Adelaide	85+	5	1484
Greater Adelaide	85+	6	1212
Rest of SA	15-19		1107
Rest of SA	15-19	0	8605
Rest of SA	15-19	1	93
Rest of SA	15-19	2	11
Rest of SA	15-19	3	5
Rest of SA	20-24		719
Rest of SA	20-24	0	6496
Rest of SA	20-24	1	811
Rest of SA	20-24	2	348
Rest of SA	20-24	3	58
Rest of SA	20-24	4	10
Rest of SA	20-24	5	3
Rest of SA	20-24	6	3
Rest of SA	25-29		780
Rest of SA	25-29	0	5078
Rest of SA	25-29	1	1754
Rest of SA	25-29	2	1528
Rest of SA	25-29	3	551
Rest of SA	25-29	4	139
Rest of SA	25-29	5	38
Rest of SA	25-29	6	13
Rest of SA	30-34		725
Rest of SA	30-34	0	2805
Rest of SA	30-34	1	1899
Rest of SA	30-34	2	2797
Rest of SA	30-34	3	1441
Rest of SA	30-34	4	467
Rest of SA	30-34	5	129
Rest of SA	30-34	6	66
Rest of SA	35-39		702
Rest of SA	35-39	0	1638
Rest of SA	35-39	1	1484
Rest of SA	35-39	2	3538
Rest of SA	35-39	3	2169
Rest of SA	35-39	4	764
Rest of SA	35-39	5	241
Rest of SA	35-39	6	138
Rest of SA	40-44		671
Rest of SA	40-44	0	1259
Rest of SA	40-44	1	1179
Rest of SA	40-44	2	3434
Rest of SA	40-44	3	2297
Rest of SA	40-44	4	833
Rest of SA	40-44	5	271
Rest of SA	40-44	6	181
Rest of SA	45-49		860
Rest of SA	45-49	0	1443
Rest of SA	45-49	1	1288
Rest of SA	45-49	2	4045
Rest of SA	45-49	3	2501
Rest of SA	45-49	4	924
Rest of SA	45-49	5	299
Rest of SA	45-49	6	186
Rest of SA	50-54		845
Rest of SA	50-54	0	1678
Rest of SA	50-54	1	1431
Rest of SA	50-54	2	4496
Rest of SA	50-54	3	2971
Rest of SA	50-54	4	1087
Rest of SA	50-54	5	321
Rest of SA	50-54	6	240
Rest of SA	55-59		919
Rest of SA	55-59	0	1810
Rest of SA	55-59	1	1438
Rest of SA	55-59	2	4929
Rest of SA	55-59	3	3203
Rest of SA	55-59	4	1153
Rest of SA	55-59	5	352
Rest of SA	55-59	6	226
Rest of SA	60-64		1005
Rest of SA	60-64	0	1688
Rest of SA	60-64	1	1448
Rest of SA	60-64	2	5431
Rest of SA	60-64	3	3465
Rest of SA	60-64	4	1333
Rest of SA	60-64	5	400
Rest of SA	60-64	6	231
Rest of SA	65-69		963
Rest of SA	65-69	0	1458
Rest of SA	65-69	1	1209
Rest of SA	65-69	2	5319
Rest of SA	65-69	3	3394
Rest of SA	65-69	4	1323
Rest of SA	65-69	5	326
Rest of SA	65-69	6	166
Rest of SA	70-74		1042
Rest of SA	70-74	0	1059
Rest of SA	70-74	1	1012
Rest of SA	70-74	2	4966
Rest of SA	70-74	3	3317
Rest of SA	70-74	4	1214
Rest of SA	70-74	5	344
Rest of SA	70-74	6	171
Rest of SA	75-79		871
Rest of SA	75-79	0	691
Rest of SA	75-79	1	546
Rest of SA	75-79	2	3040
Rest of SA	75-79	3	2627
Rest of SA	75-79	4	1154
Rest of SA	75-79	5	380
Rest of SA	75-79	6	225
Rest of SA	80-84		732
Rest of SA	80-84	0	374
Rest of SA	80-84	1	297
Rest of SA	80-84	2	1460
Rest of SA	80-84	3	1725
Rest of SA	80-84	4	1042
Rest of SA	80-84	5	404
Rest of SA	80-84	6	285
Rest of SA	85+		883
Rest of SA	85+	0	358
Rest of SA	85+	1	319
Rest of SA	85+	2	1234
Rest of SA	85+	3	1524
Rest of SA	85+	4	1150
Rest of SA	85+	5	581
Rest of SA	85+	6	515
No usual address (WA)	15-19		62
No usual address (WA)	15-19	0	79
No usual address (WA)	15-19	1	7
No usual address (WA)	20-24		108
No usual address (WA)	20-24	0	127
No usual address (WA)	20-24	1	14
No usual address (WA)	20-24	2	11
No usual address (WA)	25-29		131
No usual address (WA)	25-29	0	180
No usual address (WA)	25-29	1	7
No usual address (WA)	25-29	2	19
No usual address (WA)	25-29	3	13
No usual address (WA)	25-29	6	3
No usual address (WA)	30-34		136
No usual address (WA)	30-34	0	120
No usual address (WA)	30-34	1	22
No usual address (WA)	30-34	2	37
No usual address (WA)	30-34	3	13
No usual address (WA)	30-34	4	6
No usual address (WA)	30-34	6	3
No usual address (WA)	35-39		137
No usual address (WA)	35-39	0	51
No usual address (WA)	35-39	1	28
No usual address (WA)	35-39	2	50
No usual address (WA)	35-39	3	31
No usual address (WA)	35-39	4	10
No usual address (WA)	35-39	5	7
No usual address (WA)	35-39	6	3
No usual address (WA)	40-44		138
No usual address (WA)	40-44	0	44
No usual address (WA)	40-44	1	21
No usual address (WA)	40-44	2	31
No usual address (WA)	40-44	3	24
No usual address (WA)	40-44	4	17
No usual address (WA)	40-44	5	5
No usual address (WA)	40-44	6	9
No usual address (WA)	45-49		127
No usual address (WA)	45-49	0	24
No usual address (WA)	45-49	1	15
No usual address (WA)	45-49	2	38
No usual address (WA)	45-49	3	19
No usual address (WA)	45-49	4	12
No usual address (WA)	45-49	5	5
No usual address (WA)	45-49	6	9
No usual address (WA)	50-54		96
No usual address (WA)	50-54	0	22
No usual address (WA)	50-54	1	22
No usual address (WA)	50-54	2	42
No usual address (WA)	50-54	3	25
No usual address (WA)	50-54	4	11
No usual address (WA)	50-54	5	3
No usual address (WA)	50-54	6	4
No usual address (WA)	55-59		75
No usual address (WA)	55-59	0	29
No usual address (WA)	55-59	1	22
No usual address (WA)	55-59	2	56
No usual address (WA)	55-59	3	30
No usual address (WA)	55-59	4	7
No usual address (WA)	55-59	6	3
No usual address (WA)	60-64		81
No usual address (WA)	60-64	0	26
No usual address (WA)	60-64	1	18
No usual address (WA)	60-64	2	58
No usual address (WA)	60-64	3	50
No usual address (WA)	60-64	4	17
No usual address (WA)	60-64	5	4
No usual address (WA)	65-69		55
No usual address (WA)	65-69	0	18
No usual address (WA)	65-69	1	16
No usual address (WA)	65-69	2	46
No usual address (WA)	65-69	3	37
No usual address (WA)	65-69	4	12
No usual address (WA)	65-69	5	10
No usual address (WA)	65-69	6	3
No usual address (WA)	70-74		33
No usual address (WA)	70-74	0	6
No usual address (WA)	70-74	1	5
No usual address (WA)	70-74	2	24
No usual address (WA)	70-74	3	22
No usual address (WA)	70-74	4	11
No usual address (WA)	75-79		13
No usual address (WA)	75-79	2	7
No usual address (WA)	75-79	3	5
No usual address (WA)	80-84		10
No usual address (WA)	80-84	3	4
No usual address (WA)	85+		12
Migratory - Offshore - Shipping (WA)	20-24		5
Migratory - Offshore - Shipping (WA)	20-24	0	9
Migratory - Offshore - Shipping (WA)	25-29		3
Migratory - Offshore - Shipping (WA)	25-29	0	3
Migratory - Offshore - Shipping (WA)	30-34	0	5
Migratory - Offshore - Shipping (WA)	35-39		3
Migratory - Offshore - Shipping (WA)	35-39	0	3
Migratory - Offshore - Shipping (WA)	50-54	0	6
Migratory - Offshore - Shipping (WA)	60-64	2	3
Greater Perth	15-19		4301
Greater Perth	15-19	0	55550
Greater Perth	15-19	1	292
Greater Perth	15-19	2	20
Greater Perth	15-19	3	4
Greater Perth	15-19	6	14
Greater Perth	20-24		4814
Greater Perth	20-24	0	56138
Greater Perth	20-24	1	3022
Greater Perth	20-24	2	1076
Greater Perth	20-24	3	247
Greater Perth	20-24	4	31
Greater Perth	20-24	5	3
Greater Perth	20-24	6	10
Greater Perth	25-29		5108
Greater Perth	25-29	0	48737
Greater Perth	25-29	1	9791
Greater Perth	25-29	2	6111
Greater Perth	25-29	3	1903
Greater Perth	25-29	4	476
Greater Perth	25-29	5	114
Greater Perth	25-29	6	49
Greater Perth	30-34		4502
Greater Perth	30-34	0	33584
Greater Perth	30-34	1	18114
Greater Perth	30-34	2	17906
Greater Perth	30-34	3	5859
Greater Perth	30-34	4	1700
Greater Perth	30-34	5	447
Greater Perth	30-34	6	241
Greater Perth	35-39		3915
Greater Perth	35-39	0	18749
Greater Perth	35-39	1	15929
Greater Perth	35-39	2	28943
Greater Perth	35-39	3	10750
Greater Perth	35-39	4	3039
Greater Perth	35-39	5	893
Greater Perth	35-39	6	526
Greater Perth	40-44		2925
Greater Perth	40-44	0	12045
Greater Perth	40-44	1	11318
Greater Perth	40-44	2	28342
Greater Perth	40-44	3	12269
Greater Perth	40-44	4	3610
Greater Perth	40-44	5	1072
Greater Perth	40-44	6	743
Greater Perth	45-49		2906
Greater Perth	45-49	0	10435
Greater Perth	45-49	1	10223
Greater Perth	45-49	2	27582
Greater Perth	45-49	3	12958
Greater Perth	45-49	4	3920
Greater Perth	45-49	5	1210
Greater Perth	45-49	6	824
Greater Perth	50-54		2743
Greater Perth	50-54	0	9898
Greater Perth	50-54	1	9652
Greater Perth	50-54	2	27136
Greater Perth	50-54	3	13000
Greater Perth	50-54	4	4129
Greater Perth	50-54	5	1268
Greater Perth	50-54	6	868
Greater Perth	55-59		2561
Greater Perth	55-59	0	8606
Greater Perth	55-59	1	8117
Greater Perth	55-59	2	24777
Greater Perth	55-59	3	13342
Greater Perth	55-59	4	4515
Greater Perth	55-59	5	1231
Greater Perth	55-59	6	837
Greater Perth	60-64		2303
Greater Perth	60-64	0	6915
Greater Perth	60-64	1	6838
Greater Perth	60-64	2	22722
Greater Perth	60-64	3	13603
Greater Perth	60-64	4	4761
Greater Perth	60-64	5	1310
Greater Perth	60-64	6	710
Greater Perth	65-69		2285
Greater Perth	65-69	0	5428
Greater Perth	65-69	1	5754
Greater Perth	65-69	2	20526
Greater Perth	65-69	3	12683
Greater Perth	65-69	4	4546
Greater Perth	65-69	5	1195
Greater Perth	65-69	6	720
Greater Perth	70-74		2446
Greater Perth	70-74	0	3793
Greater Perth	70-74	1	4337
Greater Perth	70-74	2	18212
Greater Perth	70-74	3	11342
Greater Perth	70-74	4	4254
Greater Perth	70-74	5	1129
Greater Perth	70-74	6	656
Greater Perth	75-79		2289
Greater Perth	75-79	0	2285
Greater Perth	75-79	1	2437
Greater Perth	75-79	2	11156
Greater Perth	75-79	3	8417
Greater Perth	75-79	4	3464
Greater Perth	75-79	5	1025
Greater Perth	75-79	6	657
Greater Perth	80-84		2272
Greater Perth	80-84	0	1433
Greater Perth	80-84	1	1462
Greater Perth	80-84	2	6340
Greater Perth	80-84	3	6304
Greater Perth	80-84	4	3458
Greater Perth	80-84	5	1191
Greater Perth	80-84	6	803
Greater Perth	85+		3713
Greater Perth	85+	0	1415
Greater Perth	85+	1	1494
Greater Perth	85+	2	5542
Greater Perth	85+	3	5822
Greater Perth	85+	4	3838
Greater Perth	85+	5	1713
Greater Perth	85+	6	1506
Rest of WA	15-19		1974
Rest of WA	15-19	0	12074
Rest of WA	15-19	1	174
Rest of WA	15-19	2	16
Rest of WA	15-19	4	5
Rest of WA	15-19	6	4
Rest of WA	20-24		1611
Rest of WA	20-24	0	8503
Rest of WA	20-24	1	1313
Rest of WA	20-24	2	522
Rest of WA	20-24	3	109
Rest of WA	20-24	4	10
Rest of WA	20-24	5	4
Rest of WA	20-24	6	10
Rest of WA	25-29		1858
Rest of WA	25-29	0	7812
Rest of WA	25-29	1	2508
Rest of WA	25-29	2	2077
Rest of WA	25-29	3	770
Rest of WA	25-29	4	225
Rest of WA	25-29	5	62
Rest of WA	25-29	6	21
Rest of WA	30-34		1979
Rest of WA	30-34	0	5169
Rest of WA	30-34	1	3117
Rest of WA	30-34	2	4345
Rest of WA	30-34	3	2115
Rest of WA	30-34	4	666
Rest of WA	30-34	5	215
Rest of WA	30-34	6	94
Rest of WA	35-39		1875
Rest of WA	35-39	0	3009
Rest of WA	35-39	1	2508
Rest of WA	35-39	2	5918
Rest of WA	35-39	3	3292
Rest of WA	35-39	4	1141
Rest of WA	35-39	5	335
Rest of WA	35-39	6	231
Rest of WA	40-44		1631
Rest of WA	40-44	0	2217
Rest of WA	40-44	1	1984
Rest of WA	40-44	2	5572
Rest of WA	40-44	3	3315
Rest of WA	40-44	4	1334
Rest of WA	40-44	5	402
Rest of WA	40-44	6	316
Rest of WA	45-49		1645
Rest of WA	45-49	0	2220
Rest of WA	45-49	1	1930
Rest of WA	45-49	2	5885
Rest of WA	45-49	3	3456
Rest of WA	45-49	4	1336
Rest of WA	45-49	5	447
Rest of WA	45-49	6	345
Rest of WA	50-54		1715
Rest of WA	50-54	0	2267
Rest of WA	50-54	1	2038
Rest of WA	50-54	2	5988
Rest of WA	50-54	3	3671
Rest of WA	50-54	4	1471
Rest of WA	50-54	5	501
Rest of WA	50-54	6	368
Rest of WA	55-59		1669
Rest of WA	55-59	0	2154
Rest of WA	55-59	1	1678
Rest of WA	55-59	2	5720
Rest of WA	55-59	3	4043
Rest of WA	55-59	4	1644
Rest of WA	55-59	5	521
Rest of WA	55-59	6	337
Rest of WA	60-64		1472
Rest of WA	60-64	0	1779
Rest of WA	60-64	1	1461
Rest of WA	60-64	2	5684
Rest of WA	60-64	3	4302
Rest of WA	60-64	4	1853
Rest of WA	60-64	5	557
Rest of WA	60-64	6	333
Rest of WA	65-69		1339
Rest of WA	65-69	0	1337
Rest of WA	65-69	1	1104
Rest of WA	65-69	2	4992
Rest of WA	65-69	3	3827
Rest of WA	65-69	4	1616
Rest of WA	65-69	5	473
Rest of WA	65-69	6	295
Rest of WA	70-74		1177
Rest of WA	70-74	0	879
Rest of WA	70-74	1	831
Rest of WA	70-74	2	4183
Rest of WA	70-74	3	3277
Rest of WA	70-74	4	1469
Rest of WA	70-74	5	437
Rest of WA	70-74	6	246
Rest of WA	75-79		942
Rest of WA	75-79	0	526
Rest of WA	75-79	1	477
Rest of WA	75-79	2	2419
Rest of WA	75-79	3	2256
Rest of WA	75-79	4	1174
Rest of WA	75-79	5	408
Rest of WA	75-79	6	236
Rest of WA	80-84		726
