SA2_NAME16	Sex	persons
Ferntree Gully - North	M	6894
Ferntree Gully (South) - Upper Ferntree Gully	F	7755
Ferntree Gully (South) - Upper Ferntree Gully	M	7573
The Basin	F	2198
The Basin	M	2150
Donvale - Park Orchards	F	8364
Donvale - Park Orchards	M	7903
Warrandyte - Wonga Park	F	5088
Warrandyte - Wonga Park	M	5020
Bayswater North	F	6070
Bayswater North	M	5800
Croydon Hills - Warranwood	F	9206
Croydon Hills - Warranwood	M	8850
Ringwood	F	9597
Ringwood	M	9122
Ringwood East	F	10820
Ringwood East	M	10315
Ringwood North	F	4893
Ringwood North	M	4761
Croydon - East	F	8516
Croydon - East	M	7592
Croydon - West	F	7491
Croydon - West	M	6655
Croydon South	F	2531
Croydon South	M	2367
Forest Hill	F	5636
Forest Hill	M	5139
Mitcham (Vic.)	F	8667
Mitcham (Vic.)	M	8126
Nunawading	F	6371
Nunawading	M	6041
Vermont	F	5614
Vermont	M	5382
Vermont South	F	6210
Vermont South	M	5744
Belgrave - Selby	F	4979
Belgrave - Selby	M	5027
Chirnside Park	F	5995
Chirnside Park	M	5780
Healesville - Yarra Glen	F	7210
Healesville - Yarra Glen	M	6854
Kilsyth	F	5173
Kilsyth	M	4742
Lilydale - Coldstream	F	10023
Lilydale - Coldstream	M	9575
Monbulk - Silvan	F	2879
Monbulk - Silvan	M	2937
Montrose	F	3526
Montrose	M	3418
Mooroolbark	F	11671
Mooroolbark	M	11474
Mount Dandenong - Olinda	F	4836
Mount Dandenong - Olinda	M	4868
Mount Evelyn	F	4937
Mount Evelyn	M	4863
Upwey - Tecoma	F	4898
Upwey - Tecoma	M	4878
Wandin - Seville	F	4009
Wandin - Seville	M	3900
Yarra Valley	F	8355
Yarra Valley	M	8447
Emerald - Cockatoo	F	9202
Emerald - Cockatoo	M	9430
Beaconsfield - Officer	F	11994
Beaconsfield - Officer	M	11644
Bunyip - Garfield	F	4946
Bunyip - Garfield	M	4929
Koo Wee Rup	F	5091
Koo Wee Rup	M	4979
Pakenham - North East	F	7909
Pakenham - North East	M	7533
Pakenham - North West	F	3891
Pakenham - North West	M	3590
Pakenham - South East	F	3298
Pakenham - South East	M	3141
Pakenham - South West	F	13658
Pakenham - South West	M	13125
Berwick - North	F	12102
Berwick - North	M	10858
Doveton	F	5645
Doveton	M	6245
Hallam	F	5731
Hallam	M	5740
Narre Warren North	F	4135
Narre Warren North	M	4107
Endeavour Hills - North	F	6036
Endeavour Hills - North	M	6050
Endeavour Hills - South	F	6610
Endeavour Hills - South	M	6748
Narre Warren - North East	F	6750
Narre Warren - North East	M	6759
Narre Warren - South West	F	7431
Narre Warren - South West	M	7332
Berwick - South East	F	8927
Berwick - South East	M	8831
Berwick - South West	F	5624
Berwick - South West	M	5627
Cranbourne	F	10544
Cranbourne	M	10735
Cranbourne South	F	8860
Cranbourne South	M	8549
Cranbourne West	F	10890
Cranbourne West	M	10646
Lynbrook - Lyndhurst	F	9018
Lynbrook - Lyndhurst	M	9014
Pearcedale - Tooradin	F	3893
Pearcedale - Tooradin	M	4137
Narre Warren South - East	F	6550
Narre Warren South - East	M	6600
Narre Warren South - West	F	8419
Narre Warren South - West	M	8298
Clyde North - North	F	5416
Clyde North - North	M	5121
Clyde North - South	F	7408
Clyde North - South	M	7394
Cranbourne East - North	F	11806
Cranbourne East - North	M	11605
Cranbourne East - South	F	6254
Cranbourne East - South	M	6039
Cranbourne North - East	F	6415
Cranbourne North - East	M	6354
Cranbourne North - West	F	5954
Cranbourne North - West	M	5952
Hampton Park - East	F	6243
Hampton Park - East	M	6477
Hampton Park - West	F	6528
Hampton Park - West	M	6842
Clarinda - Oakleigh South	F	5860
Clarinda - Oakleigh South	M	5696
Clayton South	F	6476
Clayton South	M	6911
Dandenong North	F	11128
Dandenong North	M	11400
Dingley Village	F	5322
Dingley Village	M	5169
Noble Park North	F	3699
Noble Park North	M	3759
Springvale	F	10800
Springvale	M	11440
Springvale South	F	6325
Springvale South	M	6299
Noble Park - East	F	6236
Noble Park - East	M	6500
Noble Park - West	F	9842
Noble Park - West	M	9745
Dandenong - North	F	10228
Dandenong - North	M	11256
Dandenong - South	F	4478
Dandenong - South	M	4874
Keysborough - North	F	7573
Keysborough - North	M	7524
Keysborough - South	F	7603
Keysborough - South	M	7500
Ashwood - Chadstone	F	9829
Ashwood - Chadstone	M	9678
Glen Waverley - East	F	10955
Glen Waverley - East	M	10648
Glen Waverley - West	F	10611
Glen Waverley - West	M	10429
Mount Waverley - North	F	8198
Mount Waverley - North	M	7875
Mount Waverley - South	F	9769
Mount Waverley - South	M	9496
Mulgrave	F	9903
Mulgrave	M	9982
Oakleigh - Huntingdale	F	11547
Oakleigh - Huntingdale	M	11380
Wheelers Hill	F	10635
Wheelers Hill	M	10022
Clayton (North) - Notting Hill	F	4615
Clayton (North) - Notting Hill	M	5212
Clayton - Central	F	5581
Clayton - Central	M	6466
Ardeer - Albion	F	3569
Ardeer - Albion	M	3933
Cairnlea	F	5103
Cairnlea	M	4940
Delahey	F	4110
Delahey	M	3975
Keilor Downs	F	6628
Keilor Downs	M	6455
Kings Park (Vic.)	F	6997
Kings Park (Vic.)	M	6983
St Albans - North	F	10201
St Albans - North	M	10378
St Albans - South	F	8701
St Albans - South	M	8759
Sunshine	F	4567
Sunshine	M	4871
Sunshine North	F	6051
Sunshine North	M	5990
Sunshine West	F	9173
Sunshine West	M	9385
Sydenham	F	5934
Sydenham	M	5797
Taylors Lakes	F	8524
Taylors Lakes	M	8384
Deer Park	F	8930
Deer Park	M	9081
Derrimut	F	4306
Derrimut	M	4347
Altona	F	7084
Altona	M	6470
Altona Meadows	F	9535
Altona Meadows	M	8939
Altona North	F	7638
Altona North	M	7293
Newport	F	9550
Newport	M	9206
Seabrook	F	2514
Seabrook	M	2440
Williamstown	F	8082
Williamstown	M	7831
Braybrook	F	9489
Braybrook	M	9581
Footscray	F	8347
Footscray	M	8787
Maribyrnong	F	6299
Maribyrnong	M	6270
Seddon - Kingsville	F	4639
Seddon - Kingsville	M	4601
West Footscray - Tottenham	F	5771
West Footscray - Tottenham	M	5964
Yarraville	F	7956
Yarraville	M	7509
Bacchus Marsh	F	12651
Bacchus Marsh	M	12067
Melton West	F	10836
Melton West	M	10373
Rockbank - Mount Cottrell	F	7949
Rockbank - Mount Cottrell	M	9604
Taylors Hill	F	9845
Taylors Hill	M	9693
Burnside	F	2963
Burnside	M	2832
Burnside Heights	F	3233
Burnside Heights	M	3140
Caroline Springs	F	10312
Caroline Springs	M	10056
Brookfield	F	4999
Brookfield	M	4831
Cobblebank - Strathtulloh	F	3787
Cobblebank - Strathtulloh	M	3811
Eynesbury - Exford	F	1524
Eynesbury - Exford	M	1473
Fraser Rise - Plumpton	F	5131
Fraser Rise - Plumpton	M	4970
Hillside	F	8122
Hillside	M	8060
Kurunjang - Toolern Vale	F	5922
Kurunjang - Toolern Vale	M	5715
Melton	F	3963
Melton	M	3924
Melton South - Weir Views	F	8469
Melton South - Weir Views	M	8196
Hoppers Crossing - North	F	9223
Hoppers Crossing - North	M	9225
Hoppers Crossing - South	F	9305
Hoppers Crossing - South	M	9466
Laverton	F	5436
Laverton	M	6024
Werribee - South	F	8522
Werribee - South	M	8294
Point Cook - East	F	9565
Point Cook - East	M	9705
Point Cook - South	F	9523
Point Cook - South	M	9569
Werribee - East	F	9729
Werribee - East	M	9277
Werribee - West	F	11250
Werribee - West	M	11092
Manor Lakes - Quandong	F	5311
Manor Lakes - Quandong	M	5311
Point Cook - North East	F	7077
Point Cook - North East	M	7093
Point Cook - North West	F	4800
Point Cook - North West	M	4767
Tarneit (West) - Mount Cottrell	F	4938
Tarneit (West) - Mount Cottrell	M	5186
Tarneit - Central	F	13783
Tarneit - Central	M	14327
Tarneit - North	F	3413
Tarneit - North	M	3786
Tarneit - South	F	5656
Tarneit - South	M	5519
Truganina - North	F	3984
Truganina - North	M	5356
Truganina - South East	F	4579
Truganina - South East	M	5020
Truganina - South West	F	9311
Truganina - South West	M	9756
Wyndham Vale - North	F	4587
Wyndham Vale - North	M	4450
Wyndham Vale - South	F	6803
Wyndham Vale - South	M	6746
Carrum Downs	F	11259
Carrum Downs	M	10727
Frankston	F	12152
Frankston	M	11437
Frankston North	F	9815
Frankston North	M	9640
Frankston South	F	9752
Frankston South	M	9048
Langwarrin	F	12770
Langwarrin	M	12166
Seaford (Vic.)	F	8780
Seaford (Vic.)	M	8436
Skye - Sandhurst	F	6711
Skye - Sandhurst	M	6592
Dromana	F	6879
Dromana	M	6487
Flinders	F	3003
Flinders	M	2991
Hastings - Somers	F	12086
Hastings - Somers	M	11879
Mount Eliza	F	9628
Mount Eliza	M	9106
Mount Martha	F	10340
Mount Martha	M	9504
Point Nepean	F	9941
Point Nepean	M	9873
Rosebud - McCrae	F	12086
Rosebud - McCrae	M	10861
Somerville	F	9510
Somerville	M	9011
Mornington - East	F	7984
Mornington - East	M	7190
Mornington - West	F	5814
Mornington - West	M	4770
Ararat	F	3976
Ararat	M	4522
Ararat Surrounds	F	1548
Ararat Surrounds	M	1657
Horsham	F	8764
Horsham	M	8217
Horsham Surrounds	F	1663
Horsham Surrounds	M	1804
Nhill Region	F	3482
Nhill Region	M	3471
St Arnaud	F	1734
St Arnaud	M	1720
Stawell	F	4227
Stawell	M	4274
West Wimmera	F	1364
West Wimmera	M	1401
Yarriambiack	F	3206
Yarriambiack	M	3292
Irymple	F	3831
Irymple	M	3874
Merbein	F	2477
Merbein	M	2496
Mildura Surrounds	F	1733
Mildura Surrounds	M	1995
Red Cliffs	F	3018
Red Cliffs	M	3119
Mildura - North	F	9292
Mildura - North	M	8739
Mildura - South	F	8585
Mildura - South	M	7825
Buloke	F	2995
Buloke	M	3187
Gannawarra	F	3312
Gannawarra	M	3408
Kerang	F	2055
Kerang	M	1908
Robinvale	F	1796
Robinvale	M	1950
Swan Hill	F	5858
Swan Hill	M	5324
Swan Hill Surrounds	F	3004
Swan Hill Surrounds	M	3472
Echuca	F	8140
Echuca	M	7501
Kyabram	F	5587
Kyabram	M	5535
Lockington - Gunbower	F	1890
Lockington - Gunbower	M	2036
Rochester	F	2057
Rochester	M	1962
Rushworth	F	2033
Rushworth	M	2161
Cobram	F	3211
Cobram	M	3256
Moira	F	1373
Moira	M	1469
Numurkah	F	6250
Numurkah	M	6310
Yarrawonga	F	4453
Yarrawonga	M	4201
Mooroopna	F	4234
Mooroopna	M	4076
Shepparton - North	F	10201
Shepparton - North	M	9726
Shepparton Surrounds - East	F	1899
Shepparton Surrounds - East	M	2117
Shepparton Surrounds - West	F	4973
Shepparton Surrounds - West	M	5377
Kialla	F	4599
Kialla	M	4486
Shepparton - South East	F	8386
Shepparton - South East	M	8135
Glenelg (Vic.)	F	4397
Glenelg (Vic.)	M	4526
Hamilton (Vic.)	F	5382
Hamilton (Vic.)	M	4961
Portland	F	5700
Portland	M	5529
Southern Grampians	F	3108
Southern Grampians	M	3191
Camperdown	F	1798
Camperdown	M	1693
Colac	F	6503
Colac	M	6256
Colac Surrounds	F	2721
Colac Surrounds	M	2951
Corangamite - North	F	2678
Corangamite - North	M	2717
Corangamite - South	F	3499
Corangamite - South	M	3682
Otway	F	1986
Otway	M	2025
Moyne - East	F	3496
Moyne - East	M	3517
Moyne - West	F	5113
Moyne - West	M	4903
Warrnambool - North	F	11624
Warrnambool - North	M	10782
Warrnambool - South	F	6926
Warrnambool - South	M	6412
Migratory - Offshore - Shipping (Vic.)	F	6
Migratory - Offshore - Shipping (Vic.)	M	36
No usual address (Vic.)	F	3915
No usual address (Vic.)	M	5170
Alexandra Hills	F	8390
Alexandra Hills	M	8191
Belmont - Gumdale	F	3751
Belmont - Gumdale	M	3797
Birkdale	F	7738
Birkdale	M	7493
Capalaba	F	9344
Capalaba	M	8913
Thorneside	F	1977
Thorneside	M	1900
Wellington Point	F	6087
Wellington Point	M	5807
Cleveland	F	8434
Cleveland	M	7418
Ormiston	F	3320
Ormiston	M	3059
Redland Bay	F	8967
Redland Bay	M	8800
Sheldon - Mount Cotton	F	4152
Sheldon - Mount Cotton	M	4199
Thornlands	F	9821
Thornlands	M	9439
Victoria Point	F	8039
Victoria Point	M	7094
North Stradbroke Island	F	1032
North Stradbroke Island	M	1121
Southern Moreton Bay Islands	F	4188
Southern Moreton Bay Islands	M	4291
Brisbane Port - Lytton	M	8
Manly - Lota	F	4020
Manly - Lota	M	3874
Manly West	F	6145
Manly West	M	5715
Murarrie	F	2411
Murarrie	M	2362
Tingalpa	F	4554
Tingalpa	M	4322
Wakerley	F	4850
Wakerley	M	4598
Wynnum	F	7384
Wynnum	M	7115
Wynnum West - Hemmant	F	8083
Wynnum West - Hemmant	M	7597
Bald Hills	F	3906
Bald Hills	M	3921
Bridgeman Downs	F	5403
Bridgeman Downs	M	5091
Carseldine	F	5210
Carseldine	M	4636
Everton Park	F	5216
Everton Park	M	4826
McDowall	F	4088
McDowall	M	3830
Aspley	F	6705
Aspley	M	6207
Chermside	F	6144
Chermside	M	5277
Chermside West	F	3398
Chermside West	M	3216
Geebung	F	2302
Geebung	M	2236
Kedron - Gordon Park	F	7372
Kedron - Gordon Park	M	7062
Stafford	F	3513
Stafford	M	3399
Stafford Heights	F	3673
Stafford Heights	M	3488
Wavell Heights	F	5284
Wavell Heights	M	5054
Boondall	F	4757
Boondall	M	4841
Brisbane Airport	F	13
Brisbane Airport	M	115
Eagle Farm - Pinkenba	F	1089
Eagle Farm - Pinkenba	M	983
Northgate - Virginia	F	3539
Northgate - Virginia	M	3528
Nudgee - Banyo	F	5420
Nudgee - Banyo	M	5373
Nundah	F	6738
Nundah	M	6565
Bracken Ridge	F	8853
Bracken Ridge	M	8637
Brighton (Qld)	F	4917
Brighton (Qld)	M	4738
Deagon	F	1901
Deagon	M	1870
Sandgate - Shorncliffe	F	3541
Sandgate - Shorncliffe	M	3292
Taigum - Fitzgibbon	F	7542
Taigum - Fitzgibbon	M	6552
Zillmere	F	4759
Zillmere	M	4567
Camp Hill	F	6194
Camp Hill	M	5947
Cannon Hill	F	3506
Cannon Hill	M	3419
Carina	F	6322
Carina	M	5498
Carina Heights	F	3648
Carina Heights	M	3235
Carindale	F	8467
Carindale	M	8034
Annerley	F	6024
Annerley	M	5918
Coorparoo	F	9205
Coorparoo	M	8604
Fairfield - Dutton Park	F	2435
Fairfield - Dutton Park	M	2576
Greenslopes	F	5310
Greenslopes	M	5216
Holland Park	F	4633
Holland Park	M	4261
Holland Park West	F	3285
Holland Park West	M	3131
Woolloongabba	F	4267
Woolloongabba	M	4330
Yeronga	F	5202
Yeronga	M	4997
Eight Mile Plains	F	7647
Eight Mile Plains	M	7544
Macgregor (Qld)	F	2945
Macgregor (Qld)	M	3039
Mansfield (Qld)	F	4554
Mansfield (Qld)	M	4326
Mount Gravatt	F	8201
Mount Gravatt	M	7675
Rochedale - Burbank	F	5592
Rochedale - Burbank	M	5427
Upper Mount Gravatt	F	5594
Upper Mount Gravatt	M	5390
Wishart	F	5962
Wishart	M	5481
Coopers Plains	F	2815
Coopers Plains	M	2892
Moorooka	F	5499
Moorooka	M	5325
Robertson	F	2364
Robertson	M	2505
Salisbury - Nathan	F	3735
Salisbury - Nathan	M	3831
Tarragindi	F	5543
Tarragindi	M	5402
Algester	F	4594
Algester	M	4422
Calamvale - Stretton	F	11711
Calamvale - Stretton	M	11135
Pallara - Willawong	F	5162
Pallara - Willawong	M	5056
Parkinson - Drewvale	F	8260
Parkinson - Drewvale	M	7839
Rocklea - Acacia Ridge	F	4833
Rocklea - Acacia Ridge	M	4876
Kuraby	F	4579
Kuraby	M	4446
Runcorn	F	7022
Runcorn	M	7024
Sunnybank	F	4381
Sunnybank	M	4651
Sunnybank Hills	F	9113
Sunnybank Hills	M	8974
Jindalee - Mount Ommaney	F	3876
Jindalee - Mount Ommaney	M	3764
Middle Park - Jamboree Heights	F	3580
Middle Park - Jamboree Heights	M	3508
Riverhills	F	2070
Riverhills	M	2054
Seventeen Mile Rocks - Sinnamon Park	F	5038
Seventeen Mile Rocks - Sinnamon Park	M	4683
Westlake	F	2264
Westlake	M	2182
Bellbowrie - Moggill	F	5371
Bellbowrie - Moggill	M	5152
Brookfield - Kenmore Hills	F	3601
Brookfield - Kenmore Hills	M	3422
Chapel Hill	F	5425
Chapel Hill	M	5299
Fig Tree Pocket	F	2165
Fig Tree Pocket	M	2180
Kenmore	F	4838
Kenmore	M	4603
Pinjarra Hills - Pullenvale	F	2857
Pinjarra Hills - Pullenvale	M	2809
Chelmer - Graceville	F	3965
Chelmer - Graceville	M	3883
Corinda	F	2762
Corinda	M	2564
Indooroopilly	F	6859
Indooroopilly	M	6573
Sherwood	F	3487
Sherwood	M	2964
St Lucia	F	6201
St Lucia	M	6022
Taringa	F	4635
Taringa	M	4381
Enoggera	F	4411
Enoggera	M	4629
Enoggera Reservoir	F	21
Enoggera Reservoir	M	18
Keperra	F	3935
Keperra	M	3479
Mitchelton	F	4606
Mitchelton	M	4302
The Gap	F	8732
The Gap	M	8363
Upper Kedron - Ferny Grove	F	5887
Upper Kedron - Ferny Grove	M	5795
Brisbane City	F	6478
Brisbane City	M	6833
Fortitude Valley	F	4415
Fortitude Valley	M	5095
Highgate Hill	F	3229
Highgate Hill	M	3143
Kangaroo Point	F	4810
Kangaroo Point	M	4949
New Farm	F	6339
New Farm	M	6113
South Brisbane	F	7244
South Brisbane	M	6998
Spring Hill	F	3122
Spring Hill	M	3733
West End	F	7700
West End	M	7255
Balmoral	F	2340
Balmoral	M	2210
Bulimba	F	3780
Bulimba	M	3621
East Brisbane	F	2985
East Brisbane	M	3128
Hawthorne	F	2677
Hawthorne	M	2458
Morningside - Seven Hills	F	7406
Morningside - Seven Hills	M	6908
Norman Park	F	3468
Norman Park	M	3388
Albion	F	2275
Albion	M	2027
Alderley	F	3336
Alderley	M	3254
Ascot	F	2958
Ascot	M	2817
Clayfield	F	5634
Clayfield	M	5122
Grange	F	2364
Grange	M	2263
Hamilton (Qld)	F	3412
Hamilton (Qld)	M	3350
Hendra	F	2513
Hendra	M	2438
Kelvin Grove - Herston	F	5173
Kelvin Grove - Herston	M	4986
Newmarket	F	2533
Newmarket	M	2551
Newstead - Bowen Hills	F	9143
Newstead - Bowen Hills	M	8878
Wilston	F	2010
Wilston	M	2024
Windsor	F	4041
Windsor	M	3934
Wooloowin - Lutwyche	F	5609
Wooloowin - Lutwyche	M	5423
Ashgrove	F	6915
Ashgrove	M	6804
Auchenflower	F	2820
Auchenflower	M	2855
Bardon	F	5341
Bardon	M	5001
Paddington - Milton	F	6176
Paddington - Milton	M	6020
Red Hill (Qld)	F	3056
Red Hill (Qld)	M	2917
Toowong	F	6288
Toowong	M	6142
Brinsmead	F	2839
Brinsmead	M	2693
Clifton Beach - Kewarra Beach	F	5987
Clifton Beach - Kewarra Beach	M	5803
Freshwater - Stratford	F	1966
Freshwater - Stratford	M	1776
Redlynch	F	7046
Redlynch	M	6738
Trinity Beach - Smithfield	F	8523
Trinity Beach - Smithfield	M	8273
Yorkeys Knob - Machans Beach	F	3191
Yorkeys Knob - Machans Beach	M	2942
Bentley Park	F	4288
Bentley Park	M	4076
Cairns City	F	5883
Cairns City	M	6686
Earlville - Bayview Heights	F	4297
Earlville - Bayview Heights	M	4080
Edmonton	F	5740
Edmonton	M	5674
Gordonvale - Trinity	F	4921
Gordonvale - Trinity	M	4916
Kanimbla - Mooroobool	F	5189
Kanimbla - Mooroobool	M	4778
Lamb Range	F	3
Lamb Range	M	3
Manoora	F	3213
Manoora	M	2964
Manunda	F	2580
Manunda	M	2620
Mount Sheridan	F	4519
Mount Sheridan	M	4163
Westcourt - Bungalow	F	3162
Westcourt - Bungalow	M	3358
White Rock	F	2602
White Rock	M	2317
Whitfield - Edge Hill	F	4378
Whitfield - Edge Hill	M	3976
Woree	F	2526
Woree	M	2598
Babinda	F	2194
Babinda	M	2369
Innisfail	F	4598
Innisfail	M	4658
Johnstone	F	3859
Johnstone	M	4146
Tully	F	5282
Tully	M	5718
Yarrabah	F	1286
Yarrabah	M	1220
Daintree	F	3259
Daintree	M	3409
Port Douglas	F	2767
Port Douglas	M	2811
Atherton	F	5955
Atherton	M	5677
Herberton	F	2714
Herberton	M	2806
Kuranda	F	2387
Kuranda	M	2444
Malanda - Yungaburra	F	4623
Malanda - Yungaburra	M	4469
Mareeba	F	5969
Mareeba	M	5863
Balonne	F	2149
Balonne	M	2168
Chinchilla	F	4324
Chinchilla	M	4453
Goondiwindi	F	3226
Goondiwindi	M	3003
Inglewood - Waggamba	F	1911
Inglewood - Waggamba	M	2150
Miles - Wandoan	F	2048
Miles - Wandoan	M	2131
Roma	F	3520
Roma	M	3320
Roma Surrounds	F	2913
Roma Surrounds	M	3071
Tara	F	1828
Tara	M	2022
Crows Nest - Rosalie	F	4576
Crows Nest - Rosalie	M	4596
Jondaryan	F	3763
Jondaryan	M	3895
Millmerran	F	1569
Millmerran	M	1657
Pittsworth	F	2945
Pittsworth	M	2843
Wambo	F	8471
Wambo	M	8542
Clifton - Greenmount	F	2535
Clifton - Greenmount	M	2575
Southern Downs - East	F	2142
Southern Downs - East	M	2216
Southern Downs - West	F	2465
Southern Downs - West	M	2525
Stanthorpe	F	2757
Stanthorpe	M	2533
Stanthorpe Surrounds	F	3055
Stanthorpe Surrounds	M	3188
Warwick	F	8067
Warwick	M	7455
Central Highlands - East	F	3348
Central Highlands - East	M	3803
Central Highlands - West	F	3600
Central Highlands - West	M	4013
Emerald	F	6906
Emerald	M	7183
Berserker	F	3471
Berserker	M	3553
Bouldercombe	F	977
Bouldercombe	M	975
Emu Park	F	2930
Emu Park	M	2864
Frenchville - Mount Archer	F	4615
Frenchville - Mount Archer	M	4448
Glenlee - Rockyview	F	2147
Glenlee - Rockyview	M	3078
Gracemere	F	6321
Gracemere	M	6054
Lakes Creek	F	2392
Lakes Creek	M	2494
Mount Morgan	F	1435
Mount Morgan	M	1515
Norman Gardens	F	5506
Norman Gardens	M	5199
Park Avenue	F	2620
Park Avenue	M	2671
Parkhurst - Kawana	F	3896
Parkhurst - Kawana	M	3580
Rockhampton - West	F	3044
Rockhampton - West	M	2854
Rockhampton City	F	1596
Rockhampton City	M	1764
Rockhampton Surrounds - East	F	1616
Rockhampton Surrounds - East	M	1893
Rockhampton Surrounds - North	F	2227
Rockhampton Surrounds - North	M	2373
Rockhampton Surrounds - West	F	1449
Rockhampton Surrounds - West	M	1557
Shoalwater Bay	F	7
Shoalwater Bay	M	15
The Range - Allenstown	F	4159
The Range - Allenstown	M	3831
Yeppoon	F	10206
Yeppoon	M	10037
Banana	F	4207
Banana	M	4611
Biloela	F	2841
Biloela	M	2853
Agnes Water - Miriam Vale	F	3203
Agnes Water - Miriam Vale	M	3602
Boyne Island - Tannum Sands	F	5050
Boyne Island - Tannum Sands	M	5013
Callemondah	F	15
Callemondah	M	22
Clinton - New Auckland	F	7157
Clinton - New Auckland	M	7006
Gladstone	F	2954
Gladstone	M	3213
Gladstone Hinterland	F	5566
Gladstone Hinterland	M	5963
Kin Kora - Sun Valley	F	1761
Kin Kora - Sun Valley	M	1774
Telina - Toolooa	F	3203
Telina - Toolooa	M	3186
West Gladstone	F	2393
West Gladstone	M	2442
Broadbeach Waters	F	4093
Broadbeach Waters	M	4073
Burleigh Heads	F	4829
Burleigh Heads	M	4343
Burleigh Waters	F	7629
Burleigh Waters	M	6778
Mermaid Beach - Broadbeach	F	7285
Mermaid Beach - Broadbeach	M	6712
Mermaid Waters	F	6820
Mermaid Waters	M	6384
Miami	F	3892
Miami	M	3553
Coolangatta	F	3351
Coolangatta	M	3139
Currumbin - Tugun	F	6323
Currumbin - Tugun	M	6012
Currumbin Waters	F	5096
Currumbin Waters	M	4699
Elanora	F	6501
Elanora	M	6043
Palm Beach	F	8570
Palm Beach	M	7783
Arundel	F	5725
Arundel	M	5450
Biggera Waters	F	5355
Biggera Waters	M	4614
Coombabah	F	5533
Coombabah	M	4762
Labrador	F	9881
Labrador	M	8758
Paradise Point - Hollywell	F	5156
Paradise Point - Hollywell	M	4841
Runaway Bay	F	4862
Runaway Bay	M	4444
Guanaba - Springbrook	F	2206
Guanaba - Springbrook	M	2216
Tamborine - Canungra	F	7967
Tamborine - Canungra	M	7727
Currumbin Valley - Tallebudgera	F	3901
Currumbin Valley - Tallebudgera	M	3764
Mudgeeraba - Bonogin	F	9980
Mudgeeraba - Bonogin	M	9571
Reedy Creek - Andrews	F	4603
Reedy Creek - Andrews	M	4207
Carrara	F	6772
Carrara	M	6375
Highland Park	F	4275
Highland Park	M	4156
Nerang - Mount Nathan	F	10789
Nerang - Mount Nathan	M	10465
Pacific Pines - Gaven	F	9292
Pacific Pines - Gaven	M	9019
Worongary - Tallai	F	4244
Worongary - Tallai	M	4298
Coomera	F	10368
Coomera	M	9851
Helensvale	F	9747
Helensvale	M	9193
Hope Island	F	7566
Hope Island	M	7103
Jacobs Well - Alberton	F	2222
Jacobs Well - Alberton	M	2383
Oxenford - Maudsland	F	9086
Oxenford - Maudsland	M	8834
Ormeau (East) - Stapylton	F	5445
Ormeau (East) - Stapylton	M	5236
Ormeau (West) - Yatala	F	5997
Ormeau (West) - Yatala	M	5880
Pimpama - North	F	4998
Pimpama - North	M	4915
Pimpama - South	F	5376
Pimpama - South	M	5114
Upper Coomera (South) - Wongawallan	F	5784
Upper Coomera (South) - Wongawallan	M	5632
Upper Coomera - North	F	10314
Upper Coomera - North	M	9971
Willow Vale - Pimpama (West)	F	3622
Willow Vale - Pimpama (West)	M	3410
Clear Island Waters	F	2318
Clear Island Waters	M	2081
Merrimac	F	3819
Merrimac	M	3395
Varsity Lakes	F	8819
Varsity Lakes	M	7818
Robina - East	F	8766
Robina - East	M	8087
Robina - West	F	4809
Robina - West	M	3989
Ashmore	F	6495
Ashmore	M	5913
Molendinar	F	3199
Molendinar	M	3252
Parkwood	F	4344
Parkwood	M	4489
Southport - North	F	9399
Southport - North	M	8492
Southport - South	F	9609
Southport - South	M	9287
Benowa	F	5143
Benowa	M	4748
Bundall	F	2495
Bundall	M	2403
Main Beach	F	2032
Main Beach	M	1972
Surfers Paradise - North	F	6006
Surfers Paradise - North	M	6196
Surfers Paradise - South	F	6892
Surfers Paradise - South	M	7319
Darra - Sumner	F	2266
Darra - Sumner	M	2432
Durack	F	4288
Durack	M	3966
Inala - Richlands	F	10103
Inala - Richlands	M	9789
Oxley (Qld)	F	4422
Oxley (Qld)	M	4153
Wacol	F	1650
Wacol	M	4569
Doolandella	F	4392
Doolandella	M	4201
Forest Lake - Ellen Grove	F	11630
Forest Lake - Ellen Grove	M	10850
Boonah	F	6362
Boonah	M	6256
Esk	F	2560
Esk	M	2495
Lockyer Valley - East	F	10743
Lockyer Valley - East	M	10467
Lowood	F	7036
Lowood	M	7164
Rosewood	F	6688
Rosewood	M	7531
Brassall	F	6336
Brassall	M	5775
Bundamba	F	4673
Bundamba	M	4660
Churchill - Yamanto	F	3513
Churchill - Yamanto	M	3304
Ipswich - Central	F	3321
Ipswich - Central	M	3397
Ipswich - East	F	9152
Ipswich - East	M	8826
Ipswich - North	F	2249
Ipswich - North	M	2308
Karalee - Barellan Point	F	3335
Karalee - Barellan Point	M	3362
Karana Downs	F	3024
Karana Downs	M	3009
Leichhardt - One Mile	F	4302
Leichhardt - One Mile	M	3967
North Ipswich - Tivoli	F	3188
North Ipswich - Tivoli	M	3224
Raceview	F	7859
Raceview	M	7297
Ripley	F	6595
Ripley	M	6181
Riverview	F	1576
Riverview	M	1488
Camira - Gailes	F	4569
Camira - Gailes	M	4678
Carole Park	M	8
Collingwood Park - Redbank	F	5930
Collingwood Park - Redbank	M	5759
Goodna	F	5442
Goodna	M	5443
New Chum	M	3
Redbank Plains	F	12339
Redbank Plains	M	12007
Springfield	F	3743
