SA2_NAME16	medianRent
Carrum Downs	19240
Frankston	17420
Frankston North	17732
Frankston South	21840
Langwarrin	18980
Seaford (Vic.)	18252
Skye - Sandhurst	23400
Dromana	21060
Flinders	22048
Hastings - Somers	17160
Mount Eliza	26624
Mount Martha	25792
Point Nepean	19552
Rosebud - McCrae	18200
Somerville	19760
Mornington - East	20800
Mornington - West	21320
Ararat	13000
Ararat Surrounds	7852
Horsham	12740
Horsham Surrounds	9620
Nhill Region	8840
St Arnaud	9464
Stawell	11128
West Wimmera	7800
Yarriambiack	8632
Irymple	13000
Merbein	11440
Mildura Surrounds	7800
Red Cliffs	12480
Mildura - North	13520
Mildura - South	15600
Buloke	8216
Gannawarra	9360
Kerang	10400
Robinvale	11440
Swan Hill	12220
Swan Hill Surrounds	9360
Echuca	14820
Kyabram	10920
Lockington - Gunbower	10400
Rochester	11076
Rushworth	10400
Cobram	13000
Moira	10920
Numurkah	10920
Yarrawonga	15080
Mooroopna	13000
Shepparton - North	14040
Shepparton Surrounds - East	12272
Shepparton Surrounds - West	12480
Kialla	19760
Shepparton - South East	14040
Glenelg (Vic.)	9360
Hamilton (Vic.)	12220
Portland	13000
Southern Grampians	8840
Camperdown	12480
Colac	13520
Colac Surrounds	13000
Corangamite - North	10400
Corangamite - South	12012
Otway	14820
Moyne - East	10400
Moyne - West	14560
Warrnambool - North	15600
Warrnambool - South	14924
Migratory - Offshore - Shipping (Vic.)	
No usual address (Vic.)	
Alexandra Hills	20800
Belmont - Gumdale	23400
Birkdale	22880
Capalaba	19916
Thorneside	19240
Wellington Point	23400
Cleveland	20800
Ormiston	23400
Redland Bay	24440
Sheldon - Mount Cotton	24700
Thornlands	24440
Victoria Point	23400
North Stradbroke Island	15600
Southern Moreton Bay Islands	13520
Brisbane Port - Lytton	14560
Manly - Lota	21320
Manly West	22620
Murarrie	23400
Tingalpa	21840
Wakerley	26520
Wynnum	20800
Wynnum West - Hemmant	21476
Bald Hills	20280
Bridgeman Downs	27300
Carseldine	22880
Everton Park	21840
McDowall	23920
Aspley	21580
Chermside	19240
Chermside West	23660
Geebung	21840
Kedron - Gordon Park	19500
Stafford	18720
Stafford Heights	21320
Wavell Heights	22360
Boondall	21580
Brisbane Airport	18200
Eagle Farm - Pinkenba	23400
Northgate - Virginia	19760
Nudgee - Banyo	23400
Nundah	19240
Bracken Ridge	21320
Brighton (Qld)	20800
Deagon	18200
Sandgate - Shorncliffe	14976
Taigum - Fitzgibbon	20280
Zillmere	18200
Camp Hill	23920
Cannon Hill	23400
Carina	22880
Carina Heights	20800
Carindale	27716
Annerley	18720
Coorparoo	19760
Fairfield - Dutton Park	20800
Greenslopes	19552
Holland Park	20540
Holland Park West	20280
Woolloongabba	22880
Yeronga	20280
Eight Mile Plains	21840
Macgregor (Qld)	22360
Mansfield (Qld)	22360
Mount Gravatt	20540
Rochedale - Burbank	31200
Upper Mount Gravatt	21580
Wishart	22880
Coopers Plains	19552
Moorooka	18720
Robertson	20800
Salisbury - Nathan	20020
Tarragindi	23400
Algester	20540
Calamvale - Stretton	21840
Pallara - Willawong	23400
Parkinson - Drewvale	23400
Rocklea - Acacia Ridge	17420
Kuraby	20800
Runcorn	20800
Sunnybank	20800
Sunnybank Hills	21320
Jindalee - Mount Ommaney	24960
Middle Park - Jamboree Heights	22360
Riverhills	21320
Seventeen Mile Rocks - Sinnamon Park	23920
Westlake	28600
Bellbowrie - Moggill	23400
Brookfield - Kenmore Hills	27040
Chapel Hill	28860
Fig Tree Pocket	30680
Kenmore	26520
Pinjarra Hills - Pullenvale	27196
Chelmer - Graceville	25480
Corinda	20020
Indooroopilly	22880
Sherwood	20540
St Lucia	21320
Taringa	20020
Enoggera	18720
Enoggera Reservoir	23400
Keperra	20800
Mitchelton	20800
Mount Coot-tha	
The Gap	25480
Upper Kedron - Ferny Grove	20800
Brisbane City	23920
Fortitude Valley	20800
Highgate Hill	19760
Kangaroo Point	23400
New Farm	21060
South Brisbane	24440
Spring Hill	20800
West End	23400
Balmoral	23400
Bulimba	26000
East Brisbane	20800
Hawthorne	22360
Morningside - Seven Hills	22360
Norman Park	23400
Albion	21320
Alderley	20540
Ascot	20280
Clayfield	18200
Grange	23920
Hamilton (Qld)	21840
Hendra	28600
Kelvin Grove - Herston	20800
Newmarket	19916
Newstead - Bowen Hills	23400
Wilston	20800
Windsor	20800
Wooloowin - Lutwyche	19760
Ashgrove	22880
Auchenflower	20280
Bardon	25740
Paddington - Milton	23400
Red Hill (Qld)	22360
Toowong	21840
Brinsmead	23400
Clifton Beach - Kewarra Beach	20800
Freshwater - Stratford	18200
Redlynch	21840
Trinity Beach - Smithfield	21840
Yorkeys Knob - Machans Beach	16120
Bentley Park	20020
Cairns City	17160
Earlville - Bayview Heights	17680
Edmonton	18200
Gordonvale - Trinity	17160
Kanimbla - Mooroobool	17940
Lamb Range	
Manoora	14040
Manunda	13468
Mount Sheridan	20280
Westcourt - Bungalow	14560
White Rock	17680
Whitfield - Edge Hill	16900
Woree	14560
Babinda	12480
Innisfail	13000
Johnstone	13000
Tully	13780
Wooroonooran	
Yarrabah	7800
Daintree	13520
Port Douglas	18200
Atherton	14560
Herberton	11960
Kuranda	14040
Malanda - Yungaburra	13520
Mareeba	14820
Balonne	10400
Chinchilla	13000
Goondiwindi	15340
Inglewood - Waggamba	10400
Miles - Wandoan	10400
Roma	13000
Roma Surrounds	8060
Tara	9360
Crows Nest - Rosalie	13000
Jondaryan	13520
Millmerran	11440
Pittsworth	14040
Wambo	13000
Clifton - Greenmount	13000
Southern Downs - East	12480
Southern Downs - West	13000
Stanthorpe	13000
Stanthorpe Surrounds	12480
Warwick	13780
Central Highlands - East	7800
Central Highlands - West	6240
Emerald	15600
Berserker	13520
Bouldercombe	13000
Emu Park	18200
Frenchville - Mount Archer	15600
Glenlee - Rockyview	18200
Gracemere	17680
Lakes Creek	13520
Mount Morgan	10400
Norman Gardens	15600
Park Avenue	13520
Parkhurst - Kawana	14560
Rockhampton - West	13780
Rockhampton City	13000
Rockhampton Surrounds - East	14560
Rockhampton Surrounds - North	15600
Rockhampton Surrounds - West	15600
Shoalwater Bay	
The Range - Allenstown	14560
Yeppoon	18200
Banana	10400
Biloela	13520
Agnes Water - Miriam Vale	14300
Boyne Island - Tannum Sands	15600
Callemondah	10400
Clinton - New Auckland	15340
Gladstone	11960
Gladstone Hinterland	15080
Kin Kora - Sun Valley	14196
South Trees	
Telina - Toolooa	15600
West Gladstone	11960
Broadbeach Waters	31200
Burleigh Heads	24960
Burleigh Waters	26000
Mermaid Beach - Broadbeach	22880
Mermaid Waters	23400
Miami	24440
Coolangatta	21060
Currumbin - Tugun	23660
Currumbin Waters	24336
Elanora	27300
Palm Beach	23140
Arundel	24440
Biggera Waters	22360
Coombabah	21580
Labrador	19760
Paradise Point - Hollywell	24180
Runaway Bay	22620
Guanaba - Springbrook	19500
Tamborine - Canungra	21840
Currumbin Valley - Tallebudgera	26000
Mudgeeraba - Bonogin	26000
Reedy Creek - Andrews	23660
Carrara	23400
Highland Park	21840
Nerang - Mount Nathan	20800
Pacific Pines - Gaven	24440
Worongary - Tallai	27040
Coomera	23400
Helensvale	25740
Hope Island	28600
Jacobs Well - Alberton	20800
Oxenford - Maudsland	23140
Ormeau (East) - Stapylton	22880
Ormeau (West) - Yatala	23400
Pimpama - North	22880
Pimpama - South	22620
Upper Coomera (South) - Wongawallan	26000
Upper Coomera - North	23400
Willow Vale - Pimpama (West)	22880
Clear Island Waters	28080
Merrimac	24180
Varsity Lakes	25480
Robina - East	28080
Robina - West	28080
Ashmore	23400
Molendinar	23400
Parkwood	27976
Southport - North	20800
Southport - South	22620
Benowa	30160
Bundall	24960
Main Beach	26000
Surfers Paradise - North	21580
Surfers Paradise - South	20800
Darra - Sumner	18720
Durack	18200
Inala - Richlands	15600
Oxley (Qld)	21060
Wacol	15080
Doolandella	18980
Forest Lake - Ellen Grove	19760
Boonah	15340
Esk	13520
Lake Manchester - England Creek	
Lockyer Valley - East	16380
Lowood	16120
Rosewood	15600
Brassall	16120
Bundamba	15600
Churchill - Yamanto	15600
Ipswich - Central	14560
Ipswich - East	15080
Ipswich - North	17680
Karalee - Barellan Point	20800
Karana Downs	20800
Leichhardt - One Mile	15080
North Ipswich - Tivoli	14820
Raceview	16380
Ripley	19760
Riverview	14040
Camira - Gailes	16900
Carole Park	7800
Collingwood Park - Redbank	17680
Goodna	16120
New Chum	
Redbank Plains	18200
Springfield	20020
Springfield Lakes	21840
Augustine Heights - Brookwater	21580
Bellbird Park	17680
Beaudesert	16120
Beenleigh	15600
Eagleby	16640
Edens Landing - Holmview	19760
Mount Warren Park	17680
Wolffdene - Bahrs Scrub	21580
Boronia Heights - Park Ridge	18720
Browns Plains	18200
Chambers Flat - Logan Reserve	19760
Crestmead	18200
Greenbank Military Camp	
Hillcrest	18200
Marsden	18200
Munruben - Park Ridge South	23816
Regents Park - Heritage Park	20280
Logan Village	24440
Flagstone (East) - Riverbend	21320
Flagstone (West) - New Beith	20540
Greenbank - North Maclean	22360
Jimboomba - Glenlogan	21320
Yarrabilba	19500
Bethania - Waterford	18460
Cornubia - Carbrook	22100
Loganholme - Tanah Merah	20280
Loganlea	18200
Shailer Park	21320
Waterford West	16640
Daisy Hill	20800
Kingston (Qld)	16380
Logan Central	14560
Rochedale South - Priestdale	20540
Slacks Creek	16120
Springwood	19760
Underwood	20800
Woodridge	14560
Bowen	14040
Broadsound - Nebo	4160
Clermont	11440
Collinsville	11180
Moranbah	5772
Andergrove - Beaconsfield	18200
East Mackay	16640
Eimeo - Rural View	20800
Eungella Hinterland	22360
Mackay	14040
Mackay Harbour	26520
Mount Pleasant - Glenella	20800
North Mackay	15600
Ooralea - Bakers Creek	21320
Pioneer Valley	18200
Sarina	15600
Seaforth - Calen	13000
Shoal Point - Bucasia	19760
Slade Point	15600
South Mackay	15080
Walkerston - Eton	17160
West Mackay	16640
Airlie - Whitsundays	19240
Cape Conway	
Proserpine	14352
Beachmere - Sandstone Point	18720
Bribie Island	17420
Burpengary - East	22360
Caboolture - South	17680
Elimbah	19240
Morayfield - East	18460
Wamuran	18200
Caboolture - East	16380
Caboolture - West	15600
Kilcoy	17160
Woodford - D'Aguilar	18200
Burpengary	18200
Deception Bay	17160
Morayfield	17940
Narangba	21580
Upper Caboolture	21840
Clontarf	17940
Margate - Woody Point	16900
Redcliffe	17368
Rothwell - Kippa-Ring	18720
Moreton Island	11076
Scarborough - Newport	21060
Albany Creek	22880
Cashmere	21840
Dayboro	20800
Eatons Hill	23920
The Hills District	23660
Samford Valley	25740
Murrumba Downs - Griffin	19760
Dakabin	18720
Kallangur	18200
Mango Hill	20800
North Lakes	21840
Bray Park	20280
Lawnton	17680
Petrie	18720
Strathpine - Brendale	18720
Aurukun	6500
Cape York	6760
Croydon - Etheridge	8060
Kowanyama - Pormpuraaw	6136
Northern Peninsula	6240
Tablelands	11960
Torres	10400
Torres Strait Islands	6760
Weipa	26000
Carpentaria	6500
Mount Isa	14300
Mount Isa Surrounds	10712
Northern Highlands	7800
Barcaldine - Blackall	8164
Charleville	8840
Far Central West	7280
Far South West	6760
Longreach	10400
Buderim - North	23920
Buderim - South	23400
Mountain Creek	26000
Sippy Downs	23920
Aroona - Currimundi	23400
Buddina - Minyama	23400
Caloundra - Kings Beach	19240
Golden Beach - Pelican Waters	22880
Moffat Beach - Battery Hill	20800
Parrearra - Warana	24180
Wurtulla - Birtinya	24960
Caloundra West - Baringa	24960
Meridan Plains - Little Mountain (North)	23920
Coolum Beach	23400
Marcoola - Mudjimba	22620
Maroochydore - Kuluin	21320
Mooloolaba - Alexandra Headland	20800
Noosa Heads	28600
Noosaville	24960
Sunshine Beach	26000
Tewantin	23400
Peregian Beach - Marcus Beach	23660
Peregian Springs	27560
Beerwah	20280
Caloundra Hinterland	19240
Glass House Mountains	20696
Landsborough	23920
Maroochy Hinterland	18200
Palmwoods	21320
Bli Bli	23920
Diddillibah - Rosemount	20800
Eumundi - Yandina	20800
Nambour	18720
Noosa Hinterland	21580
Cambooya - Wyreema	16120
Darling Heights	16380
Drayton - Harristown	15340
Gatton	15340
Gowrie (Qld)	18200
Highfields	21216
Lockyer Valley - West	16120
Middle Ridge	21840
Newtown (Qld)	15028
North Toowoomba - Harlaxton	14560
Rangeville	17680
Toowoomba - Central	15340
Toowoomba - East	16380
Toowoomba - West	17680
Wilsonton	15340
Ayr	11960
Burdekin	10920
Charters Towers	11440
Dalrymple	10400
Ingham	10920
Ingham Surrounds	10400
Palm Island	6500
Aitkenvale	14040
Annandale (Qld)	19500
Belgian Gardens - Pallarenda	14560
Bohle Plains	18200
Condon - Rasmussen	15080
Cranbrook	15236
Douglas	18720
Garbutt - West End	13000
Gulliver - Currajong - Vincent	14300
Heatley	14560
Hermit Park - Rosslea	13520
Hyde Park - Pimlico	13000
Kelso	15600
Kirwan - East	14196
Kirwan - West	18200
Magnetic Island	15080
Mount Louisa	18200
Mundingburra	14040
Northern Beaches	15600
Oonoonba	18720
South Townsville - Railway Estate	15600
Townsville - South	14040
Townsville City - North Ward	16640
Wulguru - Roseneath	14716
Burdell - Mount Low	19240
Deeragun - Jensen	16120
Ashfield - Kepnock	15080
Bargara - Burnett Heads	16640
Branyan - Kensington	17160
Bundaberg	13000
Bundaberg East - Kalkie	15080
Bundaberg North - Gooburrum	14560
Bundaberg Surrounds - North	15600
Bundaberg Surrounds - South	14300
Millbank - Avoca	15340
Svensson Heights - Norville	14300
Walkervale - Avenell Heights	14300
Gayndah - Mundubbera	11180
Gin Gin	13000
Kingaroy	13624
Kingaroy Surrounds - North	9360
Kingaroy Surrounds - South	13000
Monto - Eidsvold	8320
Nanango	11960
North Burnett	3900
Cooloola	14560
Gympie - North	15340
Gympie - South	15600
Gympie Surrounds	15600
Kilkivan	10400
Booral - River Heads	17160
Craignish - Dundowran Beach	19500
Pialba - Eli Waters	18200
Point Vernon	17680
Torquay - Scarness - Kawungan	15860
Urangan - Wondunna	17940
Burrum - Fraser	15600
Granville	12480
Maryborough (Qld)	13260
Maryborough Surrounds - South	13000
Tinana	15600
Migratory - Offshore - Shipping (Qld)	
No usual address (Qld)	
Adelaide	20800
North Adelaide	20280
Adelaide Hills	15600
Aldgate - Stirling	21320
Hahndorf - Echunga	17940
Lobethal - Woodside	16640
Mount Barker	18200
Mount Barker Surrounds	15860
Nairne	18200
Uraidla - Summertown	20800
Burnside - Wattle Park	18720
Beaumont - Glen Osmond	21840
Toorak Gardens	17628
Athelstone	18720
Paradise - Newton	17420
Rostrevor - Magill	18200
Norwood (SA)	18720
Payneham - Felixstow	17160
St Peters - Marden	16640
Nailsworth - Broadview	16640
Prospect	18200
Walkerville	19760
Goodwood - Millswood	17680
Unley - Parkside	19240
Gawler - North	16120
Gawler - South	14820
Lewiston - Two Wells	15600
Craigmore - Blakeview	16120
Davoren Park	14040
Elizabeth	11700
Elizabeth East	13052
Munno Para West - Angle Vale	16120
One Tree Hill	15600
Smithfield - Elizabeth North	12740
Virginia - Waterloo Corner	15600
Enfield - Blair Athol	15600
Windsor Gardens	16120
Northgate - Northfield	18720
Valley View - Gilles Plains	16640
Dry Creek - North	
Ingle Farm	16120
Para Hills	16120
Parafield	
Parafield Gardens	15600
Paralowie	15600
Salisbury	14040
Salisbury East	15340
Salisbury North	14560
Mawson Lakes - Globe Derby Park	18720
Pooraka - Cavan	15600
Golden Grove	16640
Greenwith	16640
Highbury - Dernancourt	19500
Hope Valley - Modbury	16380
Modbury Heights	17160
Redwood Park	18200
St Agnes - Ridgehaven	17160
Brighton (SA)	18200
Glenelg (SA)	17160
Edwardstown	16120
Hallett Cove	19760
Marino - Seaview Downs	19500
Mitchell Park	16120
Morphettville	16640
Sheidow Park - Trott Park	18980
Warradale	17940
Belair	19188
Bellevue Heights	17160
Blackwood	19240
Colonel Light Gardens	16640
Mitcham (SA)	17992
Panorama	16120
Aberfoyle Park	17680
Aldinga	16640
Christie Downs	13000
Christies Beach	16640
Clarendon	15080
Coromandel Valley	21840
Flagstaff Hill	19500
Hackham - Onkaparinga Hills	15600
Hackham West - Huntfield Heights	13624
Happy Valley	18460
Happy Valley Reservoir	
Lonsdale	9880
McLaren Vale	18200
Morphett Vale - East	15600
Morphett Vale - West	15340
Reynella	16900
Willunga	16640
Woodcroft	18200
Seaford - Seaford Meadows	18200
Seaford Rise - Moana	16640
Beverley	17160
Flinders Park	17680
Henley Beach	18200
Hindmarsh - Brompton	17680
Royal Park - Hendon - Albert Park	16328
Seaton - Grange	16640
West Lakes	16640
Woodville - Cheltenham	16120
Dry Creek - South	
Largs Bay - Semaphore	16640
North Haven	15600
Port Adelaide	14300
The Parks	14040
Torrens Island	
Adelaide Airport	
Fulham	16380
Lockleys	15600
Plympton	15600
Richmond (SA)	16900
West Beach	16640
Barossa - Angaston	13260
Light	13520
Lyndoch	15600
Mallala	13780
Nuriootpa	15340
Tanunda	15600
Clare	13000
Gilbert Valley	11700
Goyder	9880
Wakefield - Barunga West	11440
Jamestown	9984
Peterborough - Mount Remarkable	8580
Port Pirie	9620
Port Pirie Surrounds	10400
Kadina	13000
Moonta	13000
Wallaroo	13000
Yorke Peninsula - North	10400
Yorke Peninsula - South	10400
Ceduna	11440
Eyre Peninsula	11440
Kimba - Cleve - Franklin Harbour	8320
Le Hunte - Elliston	7800
Port Lincoln	12480
West Coast (SA)	5408
Western	2600
Whyalla	9360
Whyalla - North	
APY Lands	4420
Coober Pedy	8476
Quorn - Lake Gilles	9100
Outback	4940
Port Augusta	10400
Roxby Downs	13520
Goolwa - Port Elliot	14560
Kangaroo Island	10816
Strathalbyn	15600
Strathalbyn Surrounds	13936
Victor Harbor	15080
Yankalilla	14040
Grant	10400
Kingston - Robe	11440
Millicent	9100
Naracoorte	11960
Naracoorte Surrounds	7800
Penola	9412
Tatiara	10400
Wattle Range	9204
Mount Gambier - East	11440
Mount Gambier - West	11440
Barmera	10400
Berri	11180
Karoonda - Lameroo	8320
Loxton	11492
Loxton Surrounds	9776
Mannum	11180
Murray Bridge	12480
Murray Bridge Surrounds	10400
Renmark	10400
Renmark Surrounds	10400
The Coorong	9880
Waikerie	10400
Migratory - Offshore - Shipping (SA)	
No usual address (SA)	
Augusta	15600
Busselton Surrounds	21840
Margaret River	19760
Busselton - East	18720
Busselton - West	18200
Australind - Leschenault	18200
Capel	17160
College Grove - Carey Park	14560
Collie	13000
Dardanup	13520
Davenport	34788
Eaton - Pelican Point	18200
Harvey	14560
East Bunbury - Glen Iris	15600
Waroona	13520
Dalyellup	18200
Gelorup - Stratham	20800
South Bunbury - Bunbury	16120
Withers - Usher	13000
Bridgetown - Boyup Brook	13520
Donnybrook - Balingup	15080
Manjimup	12480
Pemberton	12480
Dawesville - Bouvard	18200
Falcon - Wannanup	16640
Greenfields	15340
Halls Head - Erskine	18200
Mandurah	14040
Mandurah - East	16640
Mandurah - North	18200
Mandurah - South	14560
Pinjarra	15600
City Beach	39000
Claremont (WA)	23920
Cottesloe	28600
Floreat	31200
Mosman Park - Peppermint Grove	16120
Nedlands - Dalkeith - Crawley	23400
Swanbourne - Mount Claremont	23400
Kings Park (WA)	52000
Mount Hawthorn - Leederville	22100
Mount Lawley - Inglewood	17680
North Perth	20800
Subiaco - Shenton Park	21060
Wembley - West Leederville - Glendalough	15600
East Perth	21320
Perth (North) - Highgate	19760
Perth (West) - Northbridge	21320
Bassendean - Eden Hill - Ashfield	17160
Bayswater - Embleton - Bedford	18200
Maylands	15600
Morley	18720
Noranda	18200
Chidlow	19084
Glen Forrest - Darlington	20800
Helena Valley - Koongamia	16380
Malmalling - Reservoir	
Mundaring	19760
Swan View - Greenmount - Midvale	15600
Avon Valley National Park	15340
Ballajura	18200
Beechboro	18200
Bullsbrook	18200
Gidgegannup	18200
Hazelmere - Guildford	20280
Lockridge - Kiara	16900
Malaga	40300
Melaleuca - Lexia	
Middle Swan - Herne Hill	16640
Midland - Guildford	15600
Stratton - Jane Brook	17160
The Vines	19240
Walyunga National Park	
Aveley	19760
Brabham - Henley Brook	19240
Ellenbrook	18200
Craigie - Beldon	19240
Currambine - Kinross	20800
Duncraig	23920
Greenwood - Warwick	20800
Heathridge - Connolly	19760
Hillarys	25480
Iluka - Burns Beach	33800
Joondalup - Edgewater	18720
Kingsley	21736
Mullaloo - Kallaroo	23400
Ocean Reef	27300
Padbury	20280
Sorrento - Marmion	24960
Woodvale	24960
Balcatta - Hamersley	18200
Balga - Mirrabooka	15860
Herdsman	
Innaloo - Doubleview	20800
Karrinyup - Gwelup - Carine	23920
Nollamara - Westminster	17680
Osborne Park Industrial	20800
Scarborough	21060
Stirling - Osborne Park	16120
Trigg - North Beach - Watermans Bay	20800
Tuart Hill - Joondanna	16640
Wembley Downs - Churchlands - Woodlands	21840
Yokine - Coolbinia - Menora	16900
Dianella - North	16640
Dianella - South	17680
Alexander Heights - Koondoola	15600
Butler - Merriwa - Ridgewood	17680
Carramar	19760
Clarkson	18200
Girrawheen	15236
Marangaroo	18200
Mindarie - Quinns Rocks - Jindalee	20800
Neerabup National Park	25012
Tapping - Ashby - Sinagra	21320
Alkimos - Eglinton	18200
Carabooda - Pinjar	15600
Two Rocks	17160
Yanchep	17680
Hocking - Pearsall	20800
Landsdale	23400
Madeley - Darch	23400
Wanneroo - Sinagra	18200
Armadale - Wungong - Brookdale	14560
Ashendon - Lesley	48204
Camillo - Champion Lakes	15340
Kelmscott	15080
Mount Nasura - Mount Richon - Bedfordale	17160
Roleystone	18200
Seville Grove	17160
Harrisdale	21840
Piara Waters - Forrestdale	21840
Belmont - Ascot - Redcliffe	18200
East Victoria Park - Carlisle	18200
Kewdale Commercial	
Perth Airport	
Victoria Park - Lathlain - Burswood	18200
Cloverdale	17680
Kewdale	18200
Rivervale	18200
Bentley - Wilson - St James	17160
Canning Vale - West	23400
Canning Vale Commercial	10816
Cannington - Queens Park	18200
Parkwood - Ferndale - Lynwood	17680
Riverton - Shelley - Rossmoyne	20800
Welshpool	13780
Willetton	20800
Beckenham - Kenwick - Langford	16640
Canning Vale - East	21840
Gosnells	15080
Huntingdale - Southern River	19760
Maddington - Orange Grove - Martin	15600
Thornlie	17160
Forrestfield - Wattle Grove	18720
High Wycombe	19760
Kalamunda - Maida Vale - Gooseberry Hill	19500
Lesmurdie - Bickley - Carmel	18200
Byford	19760
Mundijong	19500
Serpentine - Jarrahdale	16900
Como	18304
Manning - Waterford	17732
South Perth - Kensington	19500
Banjup	21840
Bibra Industrial	48880
Bibra Lake	
Coogee	20800
Coolbellup	16120
Hamilton Hill	16640
Henderson	
North Coogee	23920
South Lake - Cockburn Central	18720
Spearwood	18200
Success - Hammond Park	20800
Yangebup	18200
Beeliar - Wattleup	20020
Jandakot	23036
East Fremantle	21840
Fremantle	20020
Fremantle - South	18200
O'Connor (WA)	19812
Wellard (West) - Bertram	18200
Calista	14300
Hope Valley - Postans	18200
Kwinana Industrial	15600
Parmelia - Orelia	14040
Casuarina - Wandi	20800
Applecross - Ardross	24700
Bateman	21840
Bicton - Palmyra	18200
Booragoon	21840
Bull Creek	21840
Leeming	22880
Melville	21840
Murdoch - Kardinya	20800
Willagee	14716
Winthrop	28340
Cooloongup	15600
Port Kennedy	18200
Rockingham	15600
Rockingham Lakes	
Safety Bay - Shoalwater	15600
Singleton - Golden Bay - Secret Harbour	18980
Waikiki	16640
Warnbro	16640
Baldivis - North	18200
Baldivis - South	19240
Karnup	19240
Albany	15600
Albany Surrounds	13000
Bayonet Head - Lower King	17680
Denmark	15600
Gnowangerup	9360
Katanning	10400
Kojonup	9308
Little Grove - Elleker	14300
McKail - Willyung	15340
Plantagenet	11700
Stirling Range National Park	
Chittering	16640
Cunderdin	8788
Dowerin	8476
Gingin - Dandaragan	15340
Merredin	10400
Moora	11128
Mukinbudin	6916
Northam	13000
Toodyay	14820
York - Beverley	13000
Brookton	10400
Kulin	8320
Murray	14560
Narrogin	12480
Wagin	9880
Broome	17160
Derby - West Kimberley	5200
Halls Creek	4680
Kununurra	11960
Roebuck	5200
East Pilbara	3640
Newman	5720
Port Hedland	10920
South Hedland	12480
Ashburton (WA)	2496
Karratha	16640
Roebourne	7800
Esperance	14040
Esperance Surrounds	12116
Carnarvon	11180
Exmouth	13676
Boulder	15600
Kalgoorlie	15600
Kalgoorlie - North	17160
Kalgoorlie Airport	
Kambalda - Coolgardie - Norseman	10400
Leinster - Leonora	3640
Trafalgar (WA)	
Geraldton	11960
Geraldton - East	11700
Geraldton - North	16120
Geraldton - South	15600
Irwin	13000
Meekatharra	6240
Morawa	9100
Northampton - Mullewa - Greenough	11700
Migratory - Offshore - Shipping (WA)	
No usual address (WA)	
Bridgewater - Gagebrook	13000
Brighton - Pontville	18200
Old Beach - Otago	20800
Bellerive - Rosny	18720
Cambridge	20800
Geilston Bay - Risdon	19760
Howrah - Tranmere	21840
Lindisfarne - Rose Bay	20800
Mornington - Warrane	16120
Risdon Vale	16640
Rokeby	16900
South Arm	19240
Austins Ferry - Granton	18200
Berriedale - Chigwell	16120
Claremont (Tas.)	16640
Derwent Park - Lutana	16900
Glenorchy	16640
Montrose - Rosetta	18200
Moonah	17160
New Norfolk	15080
West Moonah	17680
Kingston - Huntingfield	19760
Kingston Beach - Blackmans Bay	20800
Margate - Snug	19240
Mount Wellington	
Taroona - Bonnet Hill	22100
Hobart	21580
Lenah Valley - Mount Stuart	19240
Mount Nelson - Dynnyrne	18720
New Town	17680
Sandy Bay	21788
South Hobart - Fern Tree	19760
West Hobart	20800
Dodges Ferry - Lewisham	17160
Sorell - Richmond	18460
Invermay	14820
Kings Meadows - Punchbowl	15912
Launceston	16640
Legana	18200
Mowbray	15080
Newnham - Mayfield	13000
Newstead	16120
Norwood (Tas.)	16640
Prospect Vale - Blackstone	15600
Ravenswood	11700
Riverside	15600
South Launceston	15600
Summerhill - Prospect	15080
Trevallyn	15600
Waverley - St Leonards	13000
West Launceston	15600
Youngtown - Relbia	15340
Beauty Point - Beaconsfield	13000
Deloraine	12740
Grindelwald - Lanena	15236
Hadspen - Carrick	13780
Westbury	13000
Dilston - Lilydale	13520
George Town	11440
Longford	13520
Northern Midlands	10400
Perth - Evandale	14560
St Helens - Scamander	12480
Flinders and Cape Barren Islands	7228
Scottsdale - Bridport	11440
Central Highlands	10400
Derwent Valley	13416
Southern Midlands	13000
Wilderness - East	
Bruny Island - Kettering	15600
Cygnet	15080
Geeveston - Dover	14560
Huonville - Franklin	15340
Forestier - Tasman	13000
Triabunna - Bicheno	13000
Acton - Upper Burnie	12376
Burnie - Ulverstone Surrounds	11700
Burnie - Wivenhoe	12480
Parklands - Camdale	12272
Penguin - Sulphur Creek	13520
Romaine - Havenview	13520
Somerset	12480
Ulverstone	13000
West Ulverstone	12480
Wynyard	11648
Devonport	13000
East Devonport	12272
Latrobe	13000
Miandetta - Don	15080
Port Sorell	14560
Quoiba - Spreyton	14300
Sheffield - Railton	11960
Turners Beach - Forth	14040
King Island	9880
North West	10400
Smithton	11544
Waratah	13000
West Coast (Tas.)	8320
Wilderness - West	
Migratory - Offshore - Shipping (Tas.)	
No usual address (Tas.)	
Darwin Airport	
Darwin City	23400
East Point	
Fannie Bay - The Gardens	20280
Larrakeyah	20540
Ludmilla - The Narrows	13520
Parap	21580
Stuart Park	20800
Woolner - Bayview - Winnellie	25480
Alawa	17680
Anula	20800
Berrimah	19240
Brinkin - Nakara	20436
Buffalo Creek	
Charles Darwin	
Coconut Grove	15600
East Arm	33020
Jingili	20800
Karama	15236
Leanyer	20800
Lyons (NT)	14560
Malak - Marrara	18200
Millner	17680
Moil	16120
Nightcliff	18200
Rapid Creek	18200
Tiwi	19500
Wagaman	17680
Wanguri	21320
Wulagi	22100
Howard Springs	18200
Humpty Doo	20800
Koolpinyah	6760
