SA2_NAME16	MotorVehicles.min	occupied_private_dwellings
Collaroy - Collaroy Plateau	3	616
Collaroy - Collaroy Plateau	4	392
Dee Why (South) - North Curl Curl		32
Dee Why (South) - North Curl Curl	0	196
Dee Why (South) - North Curl Curl	1	1235
Dee Why (South) - North Curl Curl	2	1214
Dee Why (South) - North Curl Curl	3	328
Dee Why (South) - North Curl Curl	4	215
Dee Why - North		130
Dee Why - North	0	927
Dee Why - North	1	4098
Dee Why - North	2	1995
Dee Why - North	3	375
Dee Why - North	4	169
Frenchs Forest - Oxford Falls		26
Frenchs Forest - Oxford Falls	0	108
Frenchs Forest - Oxford Falls	1	1286
Frenchs Forest - Oxford Falls	2	2466
Frenchs Forest - Oxford Falls	3	905
Frenchs Forest - Oxford Falls	4	524
Narrabeen - Wheeler Heights		45
Narrabeen - Wheeler Heights	0	371
Narrabeen - Wheeler Heights	1	1924
Narrabeen - Wheeler Heights	2	1574
Narrabeen - Wheeler Heights	3	401
Narrabeen - Wheeler Heights	4	227
Camden - Ellis Lane		39
Camden - Ellis Lane	0	195
Camden - Ellis Lane	1	1201
Camden - Ellis Lane	2	1734
Camden - Ellis Lane	3	730
Camden - Ellis Lane	4	612
Currans Hill		18
Currans Hill	0	61
Currans Hill	1	584
Currans Hill	2	919
Currans Hill	3	327
Currans Hill	4	177
Elderslie - Narellan		51
Elderslie - Narellan	0	181
Elderslie - Narellan	1	1262
Elderslie - Narellan	2	1949
Elderslie - Narellan	3	754
Elderslie - Narellan	4	468
Harrington Park		28
Harrington Park	0	46
Harrington Park	1	549
Harrington Park	2	1396
Harrington Park	3	663
Harrington Park	4	547
Mount Annan		54
Mount Annan	0	94
Mount Annan	1	1379
Mount Annan	2	2562
Mount Annan	3	1082
Mount Annan	4	734
Spring Farm		20
Spring Farm	0	34
Spring Farm	1	765
Spring Farm	2	1660
Spring Farm	3	438
Spring Farm	4	176
Bradbury - Wedderburn		99
Bradbury - Wedderburn	0	526
Bradbury - Wedderburn	1	2327
Bradbury - Wedderburn	2	2347
Bradbury - Wedderburn	3	812
Bradbury - Wedderburn	4	400
Campbelltown - Woodbine		158
Campbelltown - Woodbine	0	877
Campbelltown - Woodbine	1	3439
Campbelltown - Woodbine	2	2397
Campbelltown - Woodbine	3	721
Campbelltown - Woodbine	4	369
Claymore - Eagle Vale - Raby		82
Claymore - Eagle Vale - Raby	0	330
Claymore - Eagle Vale - Raby	1	1975
Claymore - Eagle Vale - Raby	2	2458
Claymore - Eagle Vale - Raby	3	948
Claymore - Eagle Vale - Raby	4	547
Leumeah - Minto Heights		90
Leumeah - Minto Heights	0	430
Leumeah - Minto Heights	1	2103
Leumeah - Minto Heights	2	2041
Leumeah - Minto Heights	3	702
Leumeah - Minto Heights	4	389
Minto - St Andrews		107
Minto - St Andrews	0	440
Minto - St Andrews	1	2285
Minto - St Andrews	2	2408
Minto - St Andrews	3	806
Minto - St Andrews	4	490
Rosemeadow - Glen Alpine		99
Rosemeadow - Glen Alpine	0	435
Rosemeadow - Glen Alpine	1	2427
Rosemeadow - Glen Alpine	2	2459
Rosemeadow - Glen Alpine	3	896
Rosemeadow - Glen Alpine	4	529
Denham Court - Bardia		53
Denham Court - Bardia	0	105
Denham Court - Bardia	1	1368
Denham Court - Bardia	2	1926
Denham Court - Bardia	3	497
Denham Court - Bardia	4	316
Glenfield		43
Glenfield	0	232
Glenfield	1	1247
Glenfield	2	1222
Glenfield	3	350
Glenfield	4	138
Ingleburn		75
Ingleburn	0	487
Ingleburn	1	2229
Ingleburn	2	1860
Ingleburn	3	590
Ingleburn	4	303
Macquarie Fields		86
Macquarie Fields	0	531
Macquarie Fields	1	1973
Macquarie Fields	2	1459
Macquarie Fields	3	400
Macquarie Fields	4	176
Bargo		33
Bargo	0	49
Bargo	1	476
Bargo	2	700
Bargo	3	358
Bargo	4	371
Douglas Park - Appin		29
Douglas Park - Appin	0	59
Douglas Park - Appin	1	601
Douglas Park - Appin	2	1324
Douglas Park - Appin	3	650
Douglas Park - Appin	4	662
Picton - Tahmoor - Buxton		74
Picton - Tahmoor - Buxton	0	249
Picton - Tahmoor - Buxton	1	1738
Picton - Tahmoor - Buxton	2	2459
Picton - Tahmoor - Buxton	3	1108
Picton - Tahmoor - Buxton	4	911
The Oaks - Oakdale		40
The Oaks - Oakdale	0	37
The Oaks - Oakdale	1	451
The Oaks - Oakdale	2	1088
The Oaks - Oakdale	3	584
The Oaks - Oakdale	4	759
Blackheath - Megalong Valley		30
Blackheath - Megalong Valley	0	196
Blackheath - Megalong Valley	1	1226
Blackheath - Megalong Valley	2	850
Blackheath - Megalong Valley	3	208
Blackheath - Megalong Valley	4	93
Blaxland - Warrimoo - Lapstone		55
Blaxland - Warrimoo - Lapstone	0	216
Blaxland - Warrimoo - Lapstone	1	2028
Blaxland - Warrimoo - Lapstone	2	2898
Blaxland - Warrimoo - Lapstone	3	966
Blaxland - Warrimoo - Lapstone	4	595
Blue Mountains - North	2	3
Katoomba - Leura		93
Katoomba - Leura	0	711
Katoomba - Leura	1	2901
Katoomba - Leura	2	1693
Katoomba - Leura	3	432
Katoomba - Leura	4	204
Lawson - Hazelbrook - Linden		33
Lawson - Hazelbrook - Linden	0	198
Lawson - Hazelbrook - Linden	1	1611
Lawson - Hazelbrook - Linden	2	1653
Lawson - Hazelbrook - Linden	3	609
Lawson - Hazelbrook - Linden	4	326
Springwood - Winmalee		62
Springwood - Winmalee	0	360
Springwood - Winmalee	1	2467
Springwood - Winmalee	2	3289
Springwood - Winmalee	3	1174
Springwood - Winmalee	4	706
Wentworth Falls		24
Wentworth Falls	0	115
Wentworth Falls	1	1065
Wentworth Falls	2	993
Wentworth Falls	3	267
Wentworth Falls	4	118
Blue Mountains - South	1	4
Cambridge Park		76
Cambridge Park	0	271
Cambridge Park	1	1861
Cambridge Park	2	2152
Cambridge Park	3	753
Cambridge Park	4	412
Emu Plains - Leonay		36
Emu Plains - Leonay	0	218
Emu Plains - Leonay	1	1492
Emu Plains - Leonay	2	1984
Emu Plains - Leonay	3	765
Emu Plains - Leonay	4	457
Glenmore Park - Regentville		49
Glenmore Park - Regentville	0	131
Glenmore Park - Regentville	1	1601
Glenmore Park - Regentville	2	2923
Glenmore Park - Regentville	3	1178
Glenmore Park - Regentville	4	801
Jamisontown - South Penrith		68
Jamisontown - South Penrith	0	394
Jamisontown - South Penrith	1	2386
Jamisontown - South Penrith	2	2345
Jamisontown - South Penrith	3	795
Jamisontown - South Penrith	4	423
Kingswood - Werrington		131
Kingswood - Werrington	0	857
Kingswood - Werrington	1	3445
Kingswood - Werrington	2	2829
Kingswood - Werrington	3	821
Kingswood - Werrington	4	403
Mulgoa - Luddenham - Orchard Hills		33
Mulgoa - Luddenham - Orchard Hills	0	56
Mulgoa - Luddenham - Orchard Hills	1	663
Mulgoa - Luddenham - Orchard Hills	2	1393
Mulgoa - Luddenham - Orchard Hills	3	684
Mulgoa - Luddenham - Orchard Hills	4	728
Penrith		137
Penrith	0	1293
Penrith	1	3958
Penrith	2	1848
Penrith	3	395
Penrith	4	201
Warragamba - Silverdale		22
Warragamba - Silverdale	0	39
Warragamba - Silverdale	1	334
Warragamba - Silverdale	2	730
Warragamba - Silverdale	3	364
Warragamba - Silverdale	4	402
Cranebrook - Castlereagh		75
Cranebrook - Castlereagh	0	203
Cranebrook - Castlereagh	1	1465
Cranebrook - Castlereagh	2	2171
Cranebrook - Castlereagh	3	907
Cranebrook - Castlereagh	4	638
Jordan Springs - Llandilo		42
Jordan Springs - Llandilo	0	93
Jordan Springs - Llandilo	1	1029
Jordan Springs - Llandilo	2	2012
Jordan Springs - Llandilo	3	545
Jordan Springs - Llandilo	4	302
Richmond - Clarendon		65
Richmond - Clarendon	0	392
Richmond - Clarendon	1	2215
Richmond - Clarendon	2	2006
Richmond - Clarendon	3	701
Richmond - Clarendon	4	403
Windsor - Bligh Park		66
Windsor - Bligh Park	0	331
Windsor - Bligh Park	1	1809
Windsor - Bligh Park	2	2035
Windsor - Bligh Park	3	731
Windsor - Bligh Park	4	535
Yarramundi - Londonderry		25
Yarramundi - Londonderry	0	34
Yarramundi - Londonderry	1	311
Yarramundi - Londonderry	2	518
Yarramundi - Londonderry	3	394
Yarramundi - Londonderry	4	542
Erskine Park		23
Erskine Park	0	22
Erskine Park	1	447
Erskine Park	2	783
Erskine Park	3	398
Erskine Park	4	301
St Clair		75
St Clair	0	190
St Clair	1	1655
St Clair	2	2621
St Clair	3	1096
St Clair	4	688
Colyton - Oxley Park		72
Colyton - Oxley Park	0	274
Colyton - Oxley Park	1	1644
Colyton - Oxley Park	2	1517
Colyton - Oxley Park	3	496
Colyton - Oxley Park	4	262
St Marys - North St Marys		141
St Marys - North St Marys	0	749
St Marys - North St Marys	1	2718
St Marys - North St Marys	2	1767
St Marys - North St Marys	3	467
St Marys - North St Marys	4	252
Auburn - Central		224
Auburn - Central	0	889
Auburn - Central	1	2180
Auburn - Central	2	1264
Auburn - Central	3	427
Auburn - Central	4	267
Auburn - North		165
Auburn - North	0	819
Auburn - North	1	1568
Auburn - North	2	570
Auburn - North	3	149
Auburn - North	4	77
Auburn - South		51
Auburn - South	0	205
Auburn - South	1	715
Auburn - South	2	770
Auburn - South	3	336
Auburn - South	4	200
Berala		61
Berala	0	352
Berala	1	1059
Berala	2	816
Berala	3	268
Berala	4	129
Lidcombe		148
Lidcombe	0	920
Lidcombe	1	2860
Lidcombe	2	1931
Lidcombe	3	581
Lidcombe	4	249
Regents Park		30
Regents Park	0	203
Regents Park	1	628
Regents Park	2	462
Regents Park	3	166
Regents Park	4	117
Silverwater - Newington		30
Silverwater - Newington	0	97
Silverwater - Newington	1	1106
Silverwater - Newington	2	1130
Silverwater - Newington	3	258
Silverwater - Newington	4	90
Wentworth Point - Sydney Olympic Park		92
Wentworth Point - Sydney Olympic Park	0	1087
Wentworth Point - Sydney Olympic Park	1	5984
Wentworth Point - Sydney Olympic Park	2	1941
Wentworth Point - Sydney Olympic Park	3	181
Wentworth Point - Sydney Olympic Park	4	35
Ermington - Rydalmere		114
Ermington - Rydalmere	0	706
Ermington - Rydalmere	1	3069
Ermington - Rydalmere	2	3125
Ermington - Rydalmere	3	904
Ermington - Rydalmere	4	448
Oatlands - Dundas Valley		117
Oatlands - Dundas Valley	0	612
Oatlands - Dundas Valley	1	2261
Oatlands - Dundas Valley	2	2327
Oatlands - Dundas Valley	3	684
Oatlands - Dundas Valley	4	352
Carlingford - East		43
Carlingford - East	0	197
Carlingford - East	1	1422
Carlingford - East	2	1495
Carlingford - East	3	460
Carlingford - East	4	201
Carlingford - West		63
Carlingford - West	0	276
Carlingford - West	1	2250
Carlingford - West	2	2626
Carlingford - West	3	723
Carlingford - West	4	291
Chester Hill - Sefton		134
Chester Hill - Sefton	0	599
Chester Hill - Sefton	1	1996
Chester Hill - Sefton	2	1916
Chester Hill - Sefton	3	756
Chester Hill - Sefton	4	390
Fairfield - East		128
Fairfield - East	0	680
Fairfield - East	1	1640
Fairfield - East	2	1278
Fairfield - East	3	519
Fairfield - East	4	342
Granville - Clyde		211
Granville - Clyde	0	1105
Granville - Clyde	1	2880
Granville - Clyde	2	1850
Granville - Clyde	3	602
Granville - Clyde	4	352
Guildford - South Granville		181
Guildford - South Granville	0	888
Guildford - South Granville	1	2169
Guildford - South Granville	2	1728
Guildford - South Granville	3	703
Guildford - South Granville	4	462
Guildford West - Merrylands West		172
Guildford West - Merrylands West	0	778
Guildford West - Merrylands West	1	2553
Guildford West - Merrylands West	2	2220
Guildford West - Merrylands West	3	757
Guildford West - Merrylands West	4	467
Smithfield Industrial	1	4
Smithfield Industrial	2	3
Greystanes - South		70
Greystanes - South	0	228
Greystanes - South	1	1601
Greystanes - South	2	2140
Greystanes - South	3	787
Greystanes - South	4	467
Merrylands - Holroyd		213
Merrylands - Holroyd	0	1026
Merrylands - Holroyd	1	3132
Merrylands - Holroyd	2	2135
Merrylands - Holroyd	3	619
Merrylands - Holroyd	4	412
Pemulwuy - Greystanes (North)		36
Pemulwuy - Greystanes (North)	0	114
Pemulwuy - Greystanes (North)	1	1050
Pemulwuy - Greystanes (North)	2	1494
Pemulwuy - Greystanes (North)	3	441
Pemulwuy - Greystanes (North)	4	232
South Wentworthville		62
South Wentworthville	0	149
South Wentworthville	1	845
South Wentworthville	2	789
South Wentworthville	3	276
South Wentworthville	4	153
North Parramatta		128
North Parramatta	0	1476
North Parramatta	1	4917
North Parramatta	2	1912
North Parramatta	3	348
North Parramatta	4	178
North Rocks		11
North Rocks	0	60
North Rocks	1	766
North Rocks	2	1302
North Rocks	3	413
North Rocks	4	183
Northmead		127
Northmead	0	907
Northmead	1	3848
Northmead	2	2191
Northmead	3	451
Northmead	4	191
Toongabbie - Constitution Hill		108
Toongabbie - Constitution Hill	0	614
Toongabbie - Constitution Hill	1	3000
Toongabbie - Constitution Hill	2	2677
Toongabbie - Constitution Hill	3	830
Toongabbie - Constitution Hill	4	427
Winston Hills		25
Winston Hills	0	117
Winston Hills	1	1098
Winston Hills	2	1674
Winston Hills	3	498
Winston Hills	4	263
Pendle Hill - Girraween		79
Pendle Hill - Girraween	0	454
Pendle Hill - Girraween	1	2002
Pendle Hill - Girraween	2	1371
Pendle Hill - Girraween	3	338
Pendle Hill - Girraween	4	159
Wentworthville - Westmead		127
Wentworthville - Westmead	0	930
Wentworthville - Westmead	1	3998
Wentworthville - Westmead	2	1608
Wentworthville - Westmead	3	338
Wentworthville - Westmead	4	161
Parramatta - North		121
Parramatta - North	0	1633
Parramatta - North	1	2720
Parramatta - North	2	399
Parramatta - North	3	30
Parramatta - North	4	20
Parramatta - South		88
Parramatta - South	0	834
Parramatta - South	1	1835
Parramatta - South	2	585
Parramatta - South	3	123
Parramatta - South	4	51
Rosehill - Harris Park		89
Rosehill - Harris Park	0	681
Rosehill - Harris Park	1	1796
Rosehill - Harris Park	2	624
Rosehill - Harris Park	3	123
Rosehill - Harris Park	4	66
Pennant Hills - Cheltenham		54
Pennant Hills - Cheltenham	0	338
Pennant Hills - Cheltenham	1	2578
Pennant Hills - Cheltenham	2	3021
Pennant Hills - Cheltenham	3	863
Pennant Hills - Cheltenham	4	395
Epping (East) - North Epping		54
Epping (East) - North Epping	0	571
Epping (East) - North Epping	1	2377
Epping (East) - North Epping	2	1470
Epping (East) - North Epping	3	409
Epping (East) - North Epping	4	183
Epping (NSW) - West		67
Epping (NSW) - West	0	542
Epping (NSW) - West	1	2954
Epping (NSW) - West	2	2173
Epping (NSW) - West	3	488
Epping (NSW) - West	4	196
Gladesville - Huntleys Point		68
Gladesville - Huntleys Point	0	567
Gladesville - Huntleys Point	1	2656
Gladesville - Huntleys Point	2	2064
Gladesville - Huntleys Point	3	524
Gladesville - Huntleys Point	4	287
Hunters Hill - Woolwich		25
Hunters Hill - Woolwich	0	216
Hunters Hill - Woolwich	1	994
Hunters Hill - Woolwich	2	1284
Hunters Hill - Woolwich	3	432
Hunters Hill - Woolwich	4	260
Macquarie Park - Marsfield		135
Macquarie Park - Marsfield	0	1763
Macquarie Park - Marsfield	1	5102
Macquarie Park - Marsfield	2	2114
Macquarie Park - Marsfield	3	359
Macquarie Park - Marsfield	4	143
North Ryde - East Ryde		62
North Ryde - East Ryde	0	602
North Ryde - East Ryde	1	2280
North Ryde - East Ryde	2	1803
North Ryde - East Ryde	3	524
North Ryde - East Ryde	4	238
West Ryde - Meadowbank		88
West Ryde - Meadowbank	0	1133
West Ryde - Meadowbank	1	4134
West Ryde - Meadowbank	2	2053
West Ryde - Meadowbank	3	433
West Ryde - Meadowbank	4	212
Putney		12
Putney	0	48
Putney	1	327
Putney	2	557
Putney	3	240
Putney	4	166
Denistone		9
Denistone	0	113
Denistone	1	800
Denistone	2	933
Denistone	3	276
Denistone	4	131
Eastwood		89
Eastwood	0	862
Eastwood	1	2799
Eastwood	2	2064
Eastwood	3	544
Eastwood	4	231
Ryde - North		90
Ryde - North	0	934
Ryde - North	1	3388
Ryde - North	2	2241
Ryde - North	3	695
Ryde - North	4	315
Ryde - South		57
Ryde - South	0	414
Ryde - South	1	2871
Ryde - South	2	1276
Ryde - South	3	192
Ryde - South	4	81
Ashcroft - Busby - Miller		171
Ashcroft - Busby - Miller	0	880
Ashcroft - Busby - Miller	1	1895
Ashcroft - Busby - Miller	2	1465
Ashcroft - Busby - Miller	3	549
Ashcroft - Busby - Miller	4	371
Austral - Greendale		77
Austral - Greendale	0	105
Austral - Greendale	1	922
Austral - Greendale	2	1323
Austral - Greendale	3	556
Austral - Greendale	4	593
Cecil Hills		17
Cecil Hills	0	44
Cecil Hills	1	372
Cecil Hills	2	645
Cecil Hills	3	442
Cecil Hills	4	340
Green Valley		49
Green Valley	0	154
Green Valley	1	941
Green Valley	2	1266
Green Valley	3	715
Green Valley	4	420
Hinchinbrook		49
Hinchinbrook	0	113
Hinchinbrook	1	766
Hinchinbrook	2	1408
Hinchinbrook	3	681
Hinchinbrook	4	476
Hoxton Park - Carnes Hill - Horningsea Park		41
Hoxton Park - Carnes Hill - Horningsea Park	0	83
Hoxton Park - Carnes Hill - Horningsea Park	1	769
Hoxton Park - Carnes Hill - Horningsea Park	2	1560
Hoxton Park - Carnes Hill - Horningsea Park	3	700
Hoxton Park - Carnes Hill - Horningsea Park	4	409
West Hoxton - Middleton Grange		55
West Hoxton - Middleton Grange	0	76
West Hoxton - Middleton Grange	1	848
West Hoxton - Middleton Grange	2	2024
West Hoxton - Middleton Grange	3	914
West Hoxton - Middleton Grange	4	612
Cobbitty - Bringelly		12
Cobbitty - Bringelly	0	16
Cobbitty - Bringelly	1	404
Cobbitty - Bringelly	2	652
Cobbitty - Bringelly	3	249
Cobbitty - Bringelly	4	219
Gledswood Hills - Gregory Hills		34
Gledswood Hills - Gregory Hills	0	85
Gledswood Hills - Gregory Hills	1	1062
Gledswood Hills - Gregory Hills	2	2285
Gledswood Hills - Gregory Hills	3	601
Gledswood Hills - Gregory Hills	4	283
Leppington - Catherine Field		51
Leppington - Catherine Field	0	74
Leppington - Catherine Field	1	995
Leppington - Catherine Field	2	1666
Leppington - Catherine Field	3	539
Leppington - Catherine Field	4	464
Oran Park		56
Oran Park	0	91
Oran Park	1	1402
Oran Park	2	2582
Oran Park	3	705
Oran Park	4	328
Bonnyrigg Heights - Bonnyrigg		95
Bonnyrigg Heights - Bonnyrigg	0	301
Bonnyrigg Heights - Bonnyrigg	1	1464
Bonnyrigg Heights - Bonnyrigg	2	1675
Bonnyrigg Heights - Bonnyrigg	3	792
Bonnyrigg Heights - Bonnyrigg	4	539
Bossley Park - Abbotsbury		80
Bossley Park - Abbotsbury	0	289
Bossley Park - Abbotsbury	1	1482
Bossley Park - Abbotsbury	2	2081
Bossley Park - Abbotsbury	3	1036
Bossley Park - Abbotsbury	4	712
Cabramatta - Lansvale		173
Cabramatta - Lansvale	0	1207
Cabramatta - Lansvale	1	3057
Cabramatta - Lansvale	2	1838
Cabramatta - Lansvale	3	675
Cabramatta - Lansvale	4	427
Cabramatta West - Mount Pritchard		131
Cabramatta West - Mount Pritchard	0	481
Cabramatta West - Mount Pritchard	1	1602
Cabramatta West - Mount Pritchard	2	1641
Cabramatta West - Mount Pritchard	3	788
Cabramatta West - Mount Pritchard	4	510
Canley Vale - Canley Heights		134
Canley Vale - Canley Heights	0	712
Canley Vale - Canley Heights	1	2237
Canley Vale - Canley Heights	2	1948
Canley Vale - Canley Heights	3	828
Canley Vale - Canley Heights	4	458
Edensor Park		28
Edensor Park	0	129
Edensor Park	1	763
Edensor Park	2	1024
Edensor Park	3	562
Edensor Park	4	385
Fairfield		142
Fairfield	0	1119
Fairfield	1	2456
Fairfield	2	1466
Fairfield	3	452
Fairfield	4	243
Fairfield - West		110
Fairfield - West	0	517
Fairfield - West	1	1979
Fairfield - West	2	1976
Fairfield - West	3	804
Fairfield - West	4	468
Greenfield Park - Prairiewood		39
Greenfield Park - Prairiewood	0	146
Greenfield Park - Prairiewood	1	829
Greenfield Park - Prairiewood	2	857
Greenfield Park - Prairiewood	3	403
Greenfield Park - Prairiewood	4	269
Horsley Park - Kemps Creek		18
Horsley Park - Kemps Creek	0	29
Horsley Park - Kemps Creek	1	199
Horsley Park - Kemps Creek	2	319
Horsley Park - Kemps Creek	3	229
Horsley Park - Kemps Creek	4	390
Smithfield - Wetherill Park		87
Smithfield - Wetherill Park	0	558
Smithfield - Wetherill Park	1	2012
Smithfield - Wetherill Park	2	2012
Smithfield - Wetherill Park	3	818
Smithfield - Wetherill Park	4	488
St Johns Park - Wakeley		35
St Johns Park - Wakeley	0	182
St Johns Park - Wakeley	1	991
St Johns Park - Wakeley	2	1208
St Johns Park - Wakeley	3	548
St Johns Park - Wakeley	4	292
Wetherill Park Industrial	0	4
Wetherill Park Industrial	2	3
Casula		86
Casula	0	342
Casula	1	1519
Casula	2	1843
Casula	3	767
Casula	4	419
Chipping Norton - Moorebank		80
Chipping Norton - Moorebank	0	233
Chipping Norton - Moorebank	1	1753
Chipping Norton - Moorebank	2	2820
Chipping Norton - Moorebank	3	992
Chipping Norton - Moorebank	4	596
Holsworthy - Wattle Grove		54
Holsworthy - Wattle Grove	0	206
Holsworthy - Wattle Grove	1	1780
Holsworthy - Wattle Grove	2	2788
Holsworthy - Wattle Grove	3	980
Holsworthy - Wattle Grove	4	564
Lurnea - Cartwright		104
Lurnea - Cartwright	0	518
Lurnea - Cartwright	1	1388
Lurnea - Cartwright	2	1148
Lurnea - Cartwright	3	405
Lurnea - Cartwright	4	245
Warwick Farm		71
Warwick Farm	0	516
Warwick Farm	1	1220
Warwick Farm	2	455
Warwick Farm	3	77
Warwick Farm	4	33
Edmondson Park		47
Edmondson Park	0	104
Edmondson Park	1	1058
Edmondson Park	2	1495
Edmondson Park	3	454
Edmondson Park	4	194
Liverpool - East		176
Liverpool - East	0	1222
Liverpool - East	1	3653
Liverpool - East	2	1355
Liverpool - East	3	193
Liverpool - East	4	68
Liverpool - West		103
Liverpool - West	0	637
Liverpool - West	1	1725
Liverpool - West	2	1254
Liverpool - West	3	386
Liverpool - West	4	196
Prestons		58
Prestons	0	106
Prestons	1	872
Prestons	2	1758
Prestons	3	862
Prestons	4	480
Gymea - Grays Point		33
Gymea - Grays Point	0	313
Gymea - Grays Point	1	2072
Gymea - Grays Point	2	2568
Gymea - Grays Point	3	826
Gymea - Grays Point	4	571
Miranda - Yowie Bay		119
Miranda - Yowie Bay	0	694
Miranda - Yowie Bay	1	3204
Miranda - Yowie Bay	2	2811
Miranda - Yowie Bay	3	713
Miranda - Yowie Bay	4	369
Sylvania - Taren Point		72
Sylvania - Taren Point	0	317
Sylvania - Taren Point	1	1843
Sylvania - Taren Point	2	2340
Sylvania - Taren Point	3	805
Sylvania - Taren Point	4	472
Caringbah		48
Caringbah	0	516
Caringbah	1	2369
Caringbah	2	1808
Caringbah	3	409
Caringbah	4	172
Caringbah South		31
Caringbah South	0	149
Caringbah South	1	1109
Caringbah South	2	1981
Caringbah South	3	646
Caringbah South	4	458
Cronulla - Kurnell - Bundeena		95
Cronulla - Kurnell - Bundeena	0	702
Cronulla - Kurnell - Bundeena	1	4154
Cronulla - Kurnell - Bundeena	2	3673
Cronulla - Kurnell - Bundeena	3	977
Cronulla - Kurnell - Bundeena	4	538
Lilli Pilli - Port Hacking - Dolans Bay		3
Lilli Pilli - Port Hacking - Dolans Bay	0	12
Lilli Pilli - Port Hacking - Dolans Bay	1	179
Lilli Pilli - Port Hacking - Dolans Bay	2	434
Lilli Pilli - Port Hacking - Dolans Bay	3	203
Lilli Pilli - Port Hacking - Dolans Bay	4	181
Woolooware - Burraneer		26
Woolooware - Burraneer	0	134
Woolooware - Burraneer	1	1069
Woolooware - Burraneer	2	1302
Woolooware - Burraneer	3	468
Woolooware - Burraneer	4	293
Heathcote - Waterfall		21
Heathcote - Waterfall	0	135
Heathcote - Waterfall	1	710
Heathcote - Waterfall	2	916
Heathcote - Waterfall	3	316
Heathcote - Waterfall	4	232
Illawong - Alfords Point		11
Illawong - Alfords Point	0	43
Illawong - Alfords Point	1	539
Illawong - Alfords Point	2	1467
Illawong - Alfords Point	3	673
Illawong - Alfords Point	4	555
Menai - Lucas Heights - Woronora		46
Menai - Lucas Heights - Woronora	0	152
Menai - Lucas Heights - Woronora	1	1486
Menai - Lucas Heights - Woronora	2	3100
Menai - Lucas Heights - Woronora	3	1169
Menai - Lucas Heights - Woronora	4	820
Oyster Bay - Como - Jannali		51
Oyster Bay - Como - Jannali	0	345
Oyster Bay - Como - Jannali	1	2245
Oyster Bay - Como - Jannali	2	3219
Oyster Bay - Como - Jannali	3	972
Oyster Bay - Como - Jannali	4	557
Royal National Park	1	6
Royal National Park	2	6
Sutherland - Kirrawee		105
Sutherland - Kirrawee	0	900
Sutherland - Kirrawee	1	4485
Sutherland - Kirrawee	2	3068
Sutherland - Kirrawee	3	689
Sutherland - Kirrawee	4	335
Engadine		47
Engadine	0	225
Engadine	1	1734
Engadine	2	2612
Engadine	3	801
Engadine	4	481
Loftus - Yarrawarrah		19
Loftus - Yarrawarrah	0	65
Loftus - Yarrawarrah	1	660
Loftus - Yarrawarrah	2	1104
Loftus - Yarrawarrah	3	367
Loftus - Yarrawarrah	4	231
Woronora Heights		7
Woronora Heights	0	5
Woronora Heights	1	167
Woronora Heights	2	500
Woronora Heights	3	237
Woronora Heights	4	190
Alfredton		44
Alfredton	0	156
Alfredton	1	1774
Alfredton	2	2550
Alfredton	3	802
Alfredton	4	430
Ballarat		53
Ballarat	0	358
Ballarat	1	2161
Ballarat	2	1796
Ballarat	3	476
Ballarat	4	193
Buninyong		16
Buninyong	0	45
Buninyong	1	612
Buninyong	2	1101
Buninyong	3	461
Buninyong	4	277
Delacombe		57
Delacombe	0	113
Delacombe	1	1174
Delacombe	2	1650
Delacombe	3	547
Delacombe	4	333
Smythes Creek		13
Smythes Creek	0	11
Smythes Creek	1	180
Smythes Creek	2	519
Smythes Creek	3	340
Smythes Creek	4	333
Wendouree - Miners Rest		116
Wendouree - Miners Rest	0	497
Wendouree - Miners Rest	1	2448
Wendouree - Miners Rest	2	2107
Wendouree - Miners Rest	3	674
Wendouree - Miners Rest	4	359
Ballarat East - Warrenheip		65
Ballarat East - Warrenheip	0	291
Ballarat East - Warrenheip	1	1828
Ballarat East - Warrenheip	2	1295
Ballarat East - Warrenheip	3	401
Ballarat East - Warrenheip	4	235
Ballarat North - Invermay		45
Ballarat North - Invermay	0	348
Ballarat North - Invermay	1	2005
Ballarat North - Invermay	2	2379
Ballarat North - Invermay	3	680
Ballarat North - Invermay	4	401
Canadian - Mount Clear		61
Canadian - Mount Clear	0	306
Canadian - Mount Clear	1	1996
Canadian - Mount Clear	2	1711
Canadian - Mount Clear	3	506
Canadian - Mount Clear	4	284
Sebastopol - Redan		102
Sebastopol - Redan	0	546
Sebastopol - Redan	1	2572
Sebastopol - Redan	2	1771
Sebastopol - Redan	3	554
Sebastopol - Redan	4	230
Bacchus Marsh Surrounds		39
Bacchus Marsh Surrounds	0	54
Bacchus Marsh Surrounds	1	640
Bacchus Marsh Surrounds	2	887
Bacchus Marsh Surrounds	3	437
Bacchus Marsh Surrounds	4	336
Creswick - Clunes		42
Creswick - Clunes	0	103
Creswick - Clunes	1	981
Creswick - Clunes	2	1170
Creswick - Clunes	3	569
Creswick - Clunes	4	360
Daylesford		56
Daylesford	0	132
Daylesford	1	1426
Daylesford	2	1619
Daylesford	3	600
Daylesford	4	330
Gordon (Vic.)		32
Gordon (Vic.)	0	25
Gordon (Vic.)	1	391
Gordon (Vic.)	2	879
Gordon (Vic.)	3	492
Gordon (Vic.)	4	387
Avoca		34
Avoca	0	32
Avoca	1	410
Avoca	2	525
Avoca	3	259
Avoca	4	193
Beaufort		33
Beaufort	0	55
Beaufort	1	438
