SA2_NAME16	MotorVehicles.min	occupied_private_dwellings
Taigum - Fitzgibbon	0	408
Taigum - Fitzgibbon	1	2682
Taigum - Fitzgibbon	2	1843
Taigum - Fitzgibbon	3	399
Taigum - Fitzgibbon	4	164
Zillmere		73
Zillmere	0	422
Zillmere	1	1821
Zillmere	2	1144
Zillmere	3	284
Zillmere	4	127
Camp Hill		30
Camp Hill	0	163
Camp Hill	1	1355
Camp Hill	2	1921
Camp Hill	3	538
Camp Hill	4	269
Cannon Hill		28
Cannon Hill	0	165
Cannon Hill	1	1070
Cannon Hill	2	1058
Cannon Hill	3	243
Cannon Hill	4	107
Carina		90
Carina	0	275
Carina	1	1896
Carina	2	1832
Carina	3	440
Carina	4	184
Carina Heights		36
Carina Heights	0	190
Carina Heights	1	1200
Carina Heights	2	998
Carina Heights	3	259
Carina Heights	4	113
Carindale		65
Carindale	0	251
Carindale	1	1632
Carindale	2	2446
Carindale	3	845
Carindale	4	481
Annerley		58
Annerley	0	584
Annerley	1	2432
Annerley	2	1469
Annerley	3	373
Annerley	4	185
Coorparoo		78
Coorparoo	0	665
Coorparoo	1	3378
Coorparoo	2	2475
Coorparoo	3	636
Coorparoo	4	297
Fairfield - Dutton Park		21
Fairfield - Dutton Park	0	268
Fairfield - Dutton Park	1	861
Fairfield - Dutton Park	2	575
Fairfield - Dutton Park	3	185
Fairfield - Dutton Park	4	88
Greenslopes		57
Greenslopes	0	503
Greenslopes	1	2195
Greenslopes	2	1448
Greenslopes	3	341
Greenslopes	4	131
Holland Park		28
Holland Park	0	242
Holland Park	1	1131
Holland Park	2	1288
Holland Park	3	340
Holland Park	4	137
Holland Park West		25
Holland Park West	0	175
Holland Park West	1	889
Holland Park West	2	992
Holland Park West	3	260
Holland Park West	4	138
Woolloongabba		96
Woolloongabba	0	537
Woolloongabba	1	1705
Woolloongabba	2	774
Woolloongabba	3	187
Woolloongabba	4	105
Yeronga		53
Yeronga	0	360
Yeronga	1	1742
Yeronga	2	1460
Yeronga	3	376
Yeronga	4	215
Eight Mile Plains		77
Eight Mile Plains	0	235
Eight Mile Plains	1	1723
Eight Mile Plains	2	2094
Eight Mile Plains	3	652
Eight Mile Plains	4	326
Macgregor (Qld)		40
Macgregor (Qld)	0	128
Macgregor (Qld)	1	639
Macgregor (Qld)	2	678
Macgregor (Qld)	3	261
Macgregor (Qld)	4	161
Mansfield (Qld)		25
Mansfield (Qld)	0	146
Mansfield (Qld)	1	901
Mansfield (Qld)	2	1271
Mansfield (Qld)	3	387
Mansfield (Qld)	4	206
Mount Gravatt		63
Mount Gravatt	0	464
Mount Gravatt	1	2281
Mount Gravatt	2	2294
Mount Gravatt	3	643
Mount Gravatt	4	278
Rochedale - Burbank		32
Rochedale - Burbank	0	45
Rochedale - Burbank	1	720
Rochedale - Burbank	2	1693
Rochedale - Burbank	3	541
Rochedale - Burbank	4	331
Upper Mount Gravatt		70
Upper Mount Gravatt	0	468
Upper Mount Gravatt	1	1699
Upper Mount Gravatt	2	1370
Upper Mount Gravatt	3	348
Upper Mount Gravatt	4	171
Wishart		32
Wishart	0	152
Wishart	1	1270
Wishart	2	1577
Wishart	3	506
Wishart	4	249
Coopers Plains		34
Coopers Plains	0	201
Coopers Plains	1	828
Coopers Plains	2	719
Coopers Plains	3	198
Coopers Plains	4	111
Moorooka		50
Moorooka	0	391
Moorooka	1	1904
Moorooka	2	1577
Moorooka	3	370
Moorooka	4	174
Robertson		43
Robertson	0	140
Robertson	1	572
Robertson	2	538
Robertson	3	223
Robertson	4	119
Salisbury - Nathan		22
Salisbury - Nathan	0	134
Salisbury - Nathan	1	956
Salisbury - Nathan	2	1076
Salisbury - Nathan	3	309
Salisbury - Nathan	4	144
Tarragindi		23
Tarragindi	0	130
Tarragindi	1	1189
Tarragindi	2	1653
Tarragindi	3	491
Tarragindi	4	233
Algester		32
Algester	0	108
Algester	1	1058
Algester	2	1300
Algester	3	401
Algester	4	158
Calamvale - Stretton		82
Calamvale - Stretton	0	170
Calamvale - Stretton	1	2256
Calamvale - Stretton	2	3220
Calamvale - Stretton	3	1024
Calamvale - Stretton	4	487
Pallara - Willawong		37
Pallara - Willawong	0	35
Pallara - Willawong	1	763
Pallara - Willawong	2	1626
Pallara - Willawong	3	447
Pallara - Willawong	4	196
Parkinson - Drewvale		44
Parkinson - Drewvale	0	100
Parkinson - Drewvale	1	1148
Parkinson - Drewvale	2	2312
Parkinson - Drewvale	3	816
Parkinson - Drewvale	4	406
Rocklea - Acacia Ridge		78
Rocklea - Acacia Ridge	0	302
Rocklea - Acacia Ridge	1	1403
Rocklea - Acacia Ridge	2	1137
Rocklea - Acacia Ridge	3	368
Rocklea - Acacia Ridge	4	200
Kuraby		39
Kuraby	0	68
Kuraby	1	730
Kuraby	2	1206
Kuraby	3	412
Kuraby	4	221
Runcorn		62
Runcorn	0	192
Runcorn	1	1779
Runcorn	2	1838
Runcorn	3	567
Runcorn	4	286
Sunnybank		61
Sunnybank	0	265
Sunnybank	1	1016
Sunnybank	2	973
Sunnybank	3	381
Sunnybank	4	216
Sunnybank Hills		87
Sunnybank Hills	0	289
Sunnybank Hills	1	1897
Sunnybank Hills	2	2224
Sunnybank Hills	3	829
Sunnybank Hills	4	395
Jindalee - Mount Ommaney		18
Jindalee - Mount Ommaney	0	74
Jindalee - Mount Ommaney	1	803
Jindalee - Mount Ommaney	2	1172
Jindalee - Mount Ommaney	3	381
Jindalee - Mount Ommaney	4	208
Middle Park - Jamboree Heights		20
Middle Park - Jamboree Heights	0	59
Middle Park - Jamboree Heights	1	828
Middle Park - Jamboree Heights	2	1118
Middle Park - Jamboree Heights	3	338
Middle Park - Jamboree Heights	4	148
Riverhills		16
Riverhills	0	38
Riverhills	1	521
Riverhills	2	670
Riverhills	3	192
Riverhills	4	85
Seventeen Mile Rocks - Sinnamon Park		21
Seventeen Mile Rocks - Sinnamon Park	0	91
Seventeen Mile Rocks - Sinnamon Park	1	932
Seventeen Mile Rocks - Sinnamon Park	2	1586
Seventeen Mile Rocks - Sinnamon Park	3	478
Seventeen Mile Rocks - Sinnamon Park	4	183
Westlake		3
Westlake	0	24
Westlake	1	318
Westlake	2	741
Westlake	3	259
Westlake	4	124
Bellbowrie - Moggill		19
Bellbowrie - Moggill	0	59
Bellbowrie - Moggill	1	1018
Bellbowrie - Moggill	2	1637
Bellbowrie - Moggill	3	528
Bellbowrie - Moggill	4	261
Brookfield - Kenmore Hills		11
Brookfield - Kenmore Hills	0	64
Brookfield - Kenmore Hills	1	426
Brookfield - Kenmore Hills	2	1009
Brookfield - Kenmore Hills	3	407
Brookfield - Kenmore Hills	4	304
Chapel Hill		22
Chapel Hill	0	75
Chapel Hill	1	1012
Chapel Hill	2	1779
Chapel Hill	3	504
Chapel Hill	4	220
Fig Tree Pocket		3
Fig Tree Pocket	0	26
Fig Tree Pocket	1	272
Fig Tree Pocket	2	652
Fig Tree Pocket	3	263
Fig Tree Pocket	4	128
Kenmore		20
Kenmore	0	103
Kenmore	1	1080
Kenmore	2	1517
Kenmore	3	380
Kenmore	4	192
Pinjarra Hills - Pullenvale		16
Pinjarra Hills - Pullenvale	0	34
Pinjarra Hills - Pullenvale	1	258
Pinjarra Hills - Pullenvale	2	754
Pinjarra Hills - Pullenvale	3	388
Pinjarra Hills - Pullenvale	4	275
Chelmer - Graceville		9
Chelmer - Graceville	0	89
Chelmer - Graceville	1	817
Chelmer - Graceville	2	1150
Chelmer - Graceville	3	338
Chelmer - Graceville	4	157
Corinda		19
Corinda	0	146
Corinda	1	803
Corinda	2	716
Corinda	3	211
Corinda	4	92
Indooroopilly		37
Indooroopilly	0	468
Indooroopilly	1	2301
Indooroopilly	2	1653
Indooroopilly	3	445
Indooroopilly	4	186
Sherwood		22
Sherwood	0	228
Sherwood	1	1138
Sherwood	2	948
Sherwood	3	194
Sherwood	4	97
St Lucia		45
St Lucia	0	501
St Lucia	1	1924
St Lucia	2	1105
St Lucia	3	261
St Lucia	4	107
Taringa		32
Taringa	0	395
Taringa	1	1924
Taringa	2	1196
Taringa	3	266
Taringa	4	94
Enoggera		30
Enoggera	0	358
Enoggera	1	1530
Enoggera	2	1182
Enoggera	3	279
Enoggera	4	137
Enoggera Reservoir	1	5
Enoggera Reservoir	2	9
Keperra		32
Keperra	0	285
Keperra	1	1126
Keperra	2	1056
Keperra	3	263
Keperra	4	120
Mitchelton		28
Mitchelton	0	244
Mitchelton	1	1287
Mitchelton	2	1289
Mitchelton	3	326
Mitchelton	4	136
The Gap		39
The Gap	0	135
The Gap	1	1822
The Gap	2	2644
The Gap	3	833
The Gap	4	371
Upper Kedron - Ferny Grove		29
Upper Kedron - Ferny Grove	0	75
Upper Kedron - Ferny Grove	1	1024
Upper Kedron - Ferny Grove	2	1900
Upper Kedron - Ferny Grove	3	525
Upper Kedron - Ferny Grove	4	260
Brisbane City		100
Brisbane City	0	2206
Brisbane City	1	2723
Brisbane City	2	669
Brisbane City	3	101
Brisbane City	4	33
Fortitude Valley		90
Fortitude Valley	0	1465
Fortitude Valley	1	2827
Fortitude Valley	2	618
Fortitude Valley	3	68
Fortitude Valley	4	35
Highgate Hill		41
Highgate Hill	0	329
Highgate Hill	1	1168
Highgate Hill	2	730
Highgate Hill	3	181
Highgate Hill	4	89
Kangaroo Point		75
Kangaroo Point	0	564
Kangaroo Point	1	2489
Kangaroo Point	2	1237
Kangaroo Point	3	247
Kangaroo Point	4	92
New Farm		117
New Farm	0	867
New Farm	1	2950
New Farm	2	1446
New Farm	3	300
New Farm	4	133
South Brisbane		80
South Brisbane	0	1254
South Brisbane	1	3523
South Brisbane	2	783
South Brisbane	3	116
South Brisbane	4	49
Spring Hill		52
Spring Hill	0	764
Spring Hill	1	1482
Spring Hill	2	439
Spring Hill	3	84
Spring Hill	4	47
West End		70
West End	0	924
West End	1	3607
West End	2	1510
West End	3	279
West End	4	129
Balmoral		25
Balmoral	0	80
Balmoral	1	649
Balmoral	2	689
Balmoral	3	179
Balmoral	4	95
Bulimba		17
Bulimba	0	129
Bulimba	1	1240
Bulimba	2	1096
Bulimba	3	270
Bulimba	4	126
East Brisbane		35
East Brisbane	0	314
East Brisbane	1	1130
East Brisbane	2	768
East Brisbane	3	208
East Brisbane	4	109
Hawthorne		12
Hawthorne	0	82
Hawthorne	1	679
Hawthorne	2	788
Hawthorne	3	233
Hawthorne	4	116
Morningside - Seven Hills		54
Morningside - Seven Hills	0	342
Morningside - Seven Hills	1	2416
Morningside - Seven Hills	2	2096
Morningside - Seven Hills	3	524
Morningside - Seven Hills	4	232
Norman Park		15
Norman Park	0	94
Norman Park	1	906
Norman Park	2	1064
Norman Park	3	285
Norman Park	4	164
Albion		30
Albion	0	182
Albion	1	987
Albion	2	585
Albion	3	124
Albion	4	52
Alderley		19
Alderley	0	188
Alderley	1	1047
Alderley	2	976
Alderley	3	260
Alderley	4	114
Ascot		36
Ascot	0	190
Ascot	1	1036
Ascot	2	810
Ascot	3	230
Ascot	4	124
Clayfield		49
Clayfield	0	417
Clayfield	1	2317
Clayfield	2	1417
Clayfield	3	325
Clayfield	4	172
Grange		13
Grange	0	55
Grange	1	527
Grange	2	713
Grange	3	195
Grange	4	88
Hamilton (Qld)		33
Hamilton (Qld)	0	295
Hamilton (Qld)	1	1464
Hamilton (Qld)	2	950
Hamilton (Qld)	3	202
Hamilton (Qld)	4	112
Hendra		14
Hendra	0	41
Hendra	1	605
Hendra	2	790
Hendra	3	217
Hendra	4	109
Kelvin Grove - Herston		64
Kelvin Grove - Herston	0	634
Kelvin Grove - Herston	1	1950
Kelvin Grove - Herston	2	985
Kelvin Grove - Herston	3	213
Kelvin Grove - Herston	4	107
Newmarket		22
Newmarket	0	191
Newmarket	1	764
Newmarket	2	647
Newmarket	3	208
Newmarket	4	81
Newstead - Bowen Hills		104
Newstead - Bowen Hills	0	1510
Newstead - Bowen Hills	1	5598
Newstead - Bowen Hills	2	1914
Newstead - Bowen Hills	3	244
Newstead - Bowen Hills	4	67
Wilston		10
Wilston	0	81
Wilston	1	528
Wilston	2	554
Wilston	3	186
Wilston	4	92
Windsor		48
Windsor	0	344
Windsor	1	1425
Windsor	2	1132
Windsor	3	268
Windsor	4	115
Wooloowin - Lutwyche		54
Wooloowin - Lutwyche	0	443
Wooloowin - Lutwyche	1	2182
Wooloowin - Lutwyche	2	1428
Wooloowin - Lutwyche	3	336
Wooloowin - Lutwyche	4	153
Ashgrove		35
Ashgrove	0	236
Ashgrove	1	1674
Ashgrove	2	1868
Ashgrove	3	624
Ashgrove	4	290
Auchenflower		19
Auchenflower	0	217
Auchenflower	1	1099
Auchenflower	2	749
Auchenflower	3	191
Auchenflower	4	101
Bardon		30
Bardon	0	118
Bardon	1	1174
Bardon	2	1547
Bardon	3	435
Bardon	4	204
Paddington - Milton		61
Paddington - Milton	0	478
Paddington - Milton	1	2215
Paddington - Milton	2	1581
Paddington - Milton	3	433
Paddington - Milton	4	240
Red Hill (Qld)		26
Red Hill (Qld)	0	186
Red Hill (Qld)	1	1010
Red Hill (Qld)	2	784
Red Hill (Qld)	3	225
Red Hill (Qld)	4	117
Toowong		32
Toowong	0	660
Toowong	1	2686
Toowong	2	1469
Toowong	3	335
Toowong	4	142
Brinsmead		23
Brinsmead	0	34
Brinsmead	1	487
Brinsmead	2	936
Brinsmead	3	288
Brinsmead	4	128
Clifton Beach - Kewarra Beach		51
Clifton Beach - Kewarra Beach	0	119
Clifton Beach - Kewarra Beach	1	1762
Clifton Beach - Kewarra Beach	2	1857
Clifton Beach - Kewarra Beach	3	527
Clifton Beach - Kewarra Beach	4	242
Freshwater - Stratford		16
Freshwater - Stratford	0	36
Freshwater - Stratford	1	599
Freshwater - Stratford	2	578
Freshwater - Stratford	3	176
Freshwater - Stratford	4	76
Redlynch		30
Redlynch	0	88
Redlynch	1	1178
Redlynch	2	2095
Redlynch	3	735
Redlynch	4	365
Trinity Beach - Smithfield		72
Trinity Beach - Smithfield	0	189
Trinity Beach - Smithfield	1	2085
Trinity Beach - Smithfield	2	2628
Trinity Beach - Smithfield	3	771
Trinity Beach - Smithfield	4	338
Yorkeys Knob - Machans Beach		51
Yorkeys Knob - Machans Beach	0	138
Yorkeys Knob - Machans Beach	1	1197
Yorkeys Knob - Machans Beach	2	886
Yorkeys Knob - Machans Beach	3	252
Yorkeys Knob - Machans Beach	4	120
Bentley Park		36
Bentley Park	0	74
Bentley Park	1	756
Bentley Park	2	1180
Bentley Park	3	384
Bentley Park	4	189
Cairns City		126
Cairns City	0	660
Cairns City	1	2264
Cairns City	2	906
Cairns City	3	215
Cairns City	4	117
Earlville - Bayview Heights		60
Earlville - Bayview Heights	0	283
Earlville - Bayview Heights	1	1095
Earlville - Bayview Heights	2	1217
Earlville - Bayview Heights	3	418
Earlville - Bayview Heights	4	205
Edmonton		70
Edmonton	0	161
Edmonton	1	1098
Edmonton	2	1495
Edmonton	3	555
Edmonton	4	283
Gordonvale - Trinity		50
Gordonvale - Trinity	0	104
Gordonvale - Trinity	1	873
Gordonvale - Trinity	2	1396
Gordonvale - Trinity	3	535
Gordonvale - Trinity	4	326
Kanimbla - Mooroobool		50
Kanimbla - Mooroobool	0	152
Kanimbla - Mooroobool	1	1211
Kanimbla - Mooroobool	2	1446
Kanimbla - Mooroobool	3	458
Kanimbla - Mooroobool	4	200
Manoora		74
Manoora	0	387
Manoora	1	1222
Manoora	2	567
Manoora	3	126
Manoora	4	47
Manunda		66
Manunda	0	340
Manunda	1	1052
Manunda	2	507
Manunda	3	142
Manunda	4	74
Mount Sheridan		46
Mount Sheridan	0	70
Mount Sheridan	1	984
Mount Sheridan	2	1356
Mount Sheridan	3	404
Mount Sheridan	4	183
Westcourt - Bungalow		91
Westcourt - Bungalow	0	458
Westcourt - Bungalow	1	1217
Westcourt - Bungalow	2	616
Westcourt - Bungalow	3	147
Westcourt - Bungalow	4	122
White Rock		35
White Rock	0	120
White Rock	1	624
White Rock	2	619
White Rock	3	188
White Rock	4	96
Whitfield - Edge Hill		44
Whitfield - Edge Hill	0	141
Whitfield - Edge Hill	1	1354
Whitfield - Edge Hill	2	1270
Whitfield - Edge Hill	3	383
Whitfield - Edge Hill	4	137
Woree		47
Woree	0	192
Woree	1	827
Woree	2	566
Woree	3	162
Woree	4	61
Babinda		47
Babinda	0	48
Babinda	1	493
Babinda	2	674
Babinda	3	254
Babinda	4	147
Innisfail		84
Innisfail	0	361
Innisfail	1	1450
Innisfail	2	1096
Innisfail	3	341
Innisfail	4	149
Johnstone		82
Johnstone	0	81
Johnstone	1	910
Johnstone	2	1149
Johnstone	3	468
Johnstone	4	254
Tully		143
Tully	0	176
Tully	1	1550
Tully	2	1642
Tully	3	495
Tully	4	227
Yarrabah		15
Yarrabah	0	135
Yarrabah	1	165
Yarrabah	2	119
Yarrabah	3	27
Yarrabah	4	25
Daintree		69
Daintree	0	103
Daintree	1	913
Daintree	2	957
Daintree	3	333
Daintree	4	141
Port Douglas		45
Port Douglas	0	123
Port Douglas	1	884
Port Douglas	2	683
Port Douglas	3	181
Port Douglas	4	95
Atherton		102
Atherton	0	264
Atherton	1	1679
Atherton	2	1599
Atherton	3	546
Atherton	4	320
Herberton		81
Herberton	0	70
Herberton	1	738
Herberton	2	742
Herberton	3	288
Herberton	4	164
Kuranda		35
Kuranda	0	72
Kuranda	1	542
Kuranda	2	674
Kuranda	3	265
Kuranda	4	150
Malanda - Yungaburra		70
Malanda - Yungaburra	0	75
Malanda - Yungaburra	1	1018
Malanda - Yungaburra	2	1400
Malanda - Yungaburra	3	561
Malanda - Yungaburra	4	275
Mareeba		145
Mareeba	0	289
Mareeba	1	1440
Mareeba	2	1499
Mareeba	3	572
Mareeba	4	334
Balonne		40
Balonne	0	72
Balonne	1	502
Balonne	2	553
Balonne	3	231
Balonne	4	186
Chinchilla		63
Chinchilla	0	109
Chinchilla	1	937
Chinchilla	2	1091
Chinchilla	3	466
Chinchilla	4	279
Goondiwindi		40
Goondiwindi	0	92
Goondiwindi	1	715
Goondiwindi	2	851
Goondiwindi	3	324
Goondiwindi	4	186
Inglewood - Waggamba		32
Inglewood - Waggamba	0	70
Inglewood - Waggamba	1	470
Inglewood - Waggamba	2	552
Inglewood - Waggamba	3	251
Inglewood - Waggamba	4	170
Miles - Wandoan		35
Miles - Wandoan	0	64
Miles - Wandoan	1	465
Miles - Wandoan	2	502
Miles - Wandoan	3	236
Miles - Wandoan	4	157
Roma		50
Roma	0	154
Roma	1	934
Roma	2	890
Roma	3	314
Roma	4	173
Roma Surrounds		47
Roma Surrounds	0	65
Roma Surrounds	1	488
Roma Surrounds	2	754
Roma Surrounds	3	399
Roma Surrounds	4	303
Tara		41
Tara	0	49
Tara	1	461
Tara	2	483
Tara	3	242
Tara	4	137
Crows Nest - Rosalie		76
Crows Nest - Rosalie	0	105
Crows Nest - Rosalie	1	1021
Crows Nest - Rosalie	2	1307
Crows Nest - Rosalie	3	572
Crows Nest - Rosalie	4	358
Jondaryan		54
Jondaryan	0	91
Jondaryan	1	784
Jondaryan	2	956
Jondaryan	3	457
Jondaryan	4	317
Millmerran		27
Millmerran	0	35
Millmerran	1	333
Millmerran	2	454
Millmerran	3	191
Millmerran	4	143
Pittsworth		45
Pittsworth	0	57
Pittsworth	1	519
Pittsworth	2	726
Pittsworth	3	371
Pittsworth	4	275
Wambo		91
Wambo	0	288
Wambo	1	1951
Wambo	2	2189
Wambo	3	955
Wambo	4	581
Clifton - Greenmount		50
Clifton - Greenmount	0	36
Clifton - Greenmount	1	511
Clifton - Greenmount	2	737
Clifton - Greenmount	3	320
Clifton - Greenmount	4	243
Southern Downs - East		33
Southern Downs - East	0	33
Southern Downs - East	1	425
Southern Downs - East	2	616
Southern Downs - East	3	307
Southern Downs - East	4	208
Southern Downs - West		41
Southern Downs - West	0	39
Southern Downs - West	1	507
Southern Downs - West	2	714
Southern Downs - West	3	361
Southern Downs - West	4	220
Stanthorpe		47
Stanthorpe	0	181
Stanthorpe	1	920
Stanthorpe	2	710
Stanthorpe	3	228
Stanthorpe	4	131
Stanthorpe Surrounds		45
Stanthorpe Surrounds	0	37
Stanthorpe Surrounds	1	585
Stanthorpe Surrounds	2	888
Stanthorpe Surrounds	3	424
Stanthorpe Surrounds	4	269
Warwick		122
Warwick	0	400
Warwick	1	2351
Warwick	2	2098
Warwick	3	687
Warwick	4	450
Central Highlands - East		56
Central Highlands - East	0	203
Central Highlands - East	1	719
Central Highlands - East	2	752
Central Highlands - East	3	343
Central Highlands - East	4	200
Central Highlands - West		70
Central Highlands - West	0	72
Central Highlands - West	1	718
Central Highlands - West	2	861
Central Highlands - West	3	485
Central Highlands - West	4	354
Emerald		86
Emerald	0	163
Emerald	1	1509
Emerald	2	1881
Emerald	3	717
Emerald	4	384
Berserker		55
Berserker	0	306
Berserker	1	1110
Berserker	2	862
Berserker	3	276
Berserker	4	121
Bouldercombe		18
Bouldercombe	0	8
Bouldercombe	1	155
Bouldercombe	2	259
Bouldercombe	3	133
Bouldercombe	4	85
Emu Park		34
Emu Park	0	56
Emu Park	1	847
Emu Park	2	873
Emu Park	3	286
Emu Park	4	127
Frenchville - Mount Archer		45
Frenchville - Mount Archer	0	194
Frenchville - Mount Archer	1	1132
Frenchville - Mount Archer	2	1353
Frenchville - Mount Archer	3	471
Frenchville - Mount Archer	4	222
Glenlee - Rockyview		14
Glenlee - Rockyview	0	7
Glenlee - Rockyview	1	190
Glenlee - Rockyview	2	546
Glenlee - Rockyview	3	347
Glenlee - Rockyview	4	295
Gracemere		67
Gracemere	0	121
Gracemere	1	1314
Gracemere	2	1641
Gracemere	3	621
Gracemere	4	368
Lakes Creek		30
Lakes Creek	0	107
Lakes Creek	1	655
Lakes Creek	2	638
Lakes Creek	3	252
Lakes Creek	4	133
Mount Morgan		45
Mount Morgan	0	110
Mount Morgan	1	494
Mount Morgan	2	325
Mount Morgan	3	129
Mount Morgan	4	66
Norman Gardens		45
Norman Gardens	0	171
Norman Gardens	1	1354
Norman Gardens	2	1534
Norman Gardens	3	472
Norman Gardens	4	240
Park Avenue		32
Park Avenue	0	186
Park Avenue	1	799
Park Avenue	2	653
Park Avenue	3	241
Park Avenue	4	121
Parkhurst - Kawana		33
Parkhurst - Kawana	0	165
Parkhurst - Kawana	1	875
Parkhurst - Kawana	2	990
Parkhurst - Kawana	3	317
Parkhurst - Kawana	4	190
Rockhampton - West		42
Rockhampton - West	0	173
Rockhampton - West	1	969
Rockhampton - West	2	827
Rockhampton - West	3	251
Rockhampton - West	4	135
Rockhampton City		35
Rockhampton City	0	161
Rockhampton City	1	578
Rockhampton City	2	382
Rockhampton City	3	117
Rockhampton City	4	52
Rockhampton Surrounds - East		25
Rockhampton Surrounds - East	0	23
Rockhampton Surrounds - East	1	255
Rockhampton Surrounds - East	2	511
Rockhampton Surrounds - East	3	230
Rockhampton Surrounds - East	4	179
Rockhampton Surrounds - North		32
Rockhampton Surrounds - North	0	20
Rockhampton Surrounds - North	1	272
Rockhampton Surrounds - North	2	573
Rockhampton Surrounds - North	3	307
Rockhampton Surrounds - North	4	250
Rockhampton Surrounds - West		23
Rockhampton Surrounds - West	0	15
Rockhampton Surrounds - West	1	186
Rockhampton Surrounds - West	2	381
Rockhampton Surrounds - West	3	208
Rockhampton Surrounds - West	4	170
Shoalwater Bay	1	3
Shoalwater Bay	2	4
The Range - Allenstown		30
The Range - Allenstown	0	250
The Range - Allenstown	1	1120
The Range - Allenstown	2	989
The Range - Allenstown	3	350
The Range - Allenstown	4	127
Yeppoon		156
Yeppoon	0	355
Yeppoon	1	2475
Yeppoon	2	2936
Yeppoon	3	1039
Yeppoon	4	508
Banana		96
Banana	0	83
Banana	1	721
Banana	2	1066
Banana	3	567
Banana	4	484
Biloela		36
Biloela	0	134
Biloela	1	614
Biloela	2	782
Biloela	3	271
Biloela	4	139
Agnes Water - Miriam Vale		69
Agnes Water - Miriam Vale	0	63
Agnes Water - Miriam Vale	1	838
Agnes Water - Miriam Vale	2	1035
Agnes Water - Miriam Vale	3	368
Agnes Water - Miriam Vale	4	208
Boyne Island - Tannum Sands		36
Boyne Island - Tannum Sands	0	93
Boyne Island - Tannum Sands	1	1135
Boyne Island - Tannum Sands	2	1556
Boyne Island - Tannum Sands	3	586
Boyne Island - Tannum Sands	4	266
Callemondah	0	3
Callemondah	1	12
Clinton - New Auckland		52
Clinton - New Auckland	0	168
Clinton - New Auckland	1	1629
Clinton - New Auckland	2	2103
