SA2_NAME21	persons
Mount Eliza	18734
Mount Martha	19846
Point Nepean	19811
Rosebud - McCrae	22944
Somerville	18522
Mornington - East	15175
Mornington - West	10581
Ararat	8500
Ararat Surrounds	3204
Horsham	16985
Horsham Surrounds	3471
Nhill Region	6956
St Arnaud	3453
Stawell	8504
West Wimmera	2766
Yarriambiack	6501
Irymple	7700
Merbein	4976
Mildura Surrounds	3726
Red Cliffs	6138
Mildura - North	18027
Mildura - South	16408
Buloke	6184
Gannawarra	6719
Kerang	3960
Robinvale	3740
Swan Hill	11186
Swan Hill Surrounds	6477
Echuca	15636
Kyabram	11121
Lockington - Gunbower	3927
Rochester	4016
Rushworth	4193
Cobram	6465
Moira	2843
Numurkah	12555
Yarrawonga	8661
Mooroopna	8312
Shepparton - North	19928
Shepparton Surrounds - East	4017
Shepparton Surrounds - West	10346
Kialla	9082
Shepparton - South East	16520
Glenelg (Vic.)	8920
Hamilton (Vic.)	10346
Portland	11230
Southern Grampians	6301
Camperdown	3491
Colac	12756
Colac Surrounds	5669
Corangamite - North	5395
Corangamite - South	7180
Otway	4008
Moyne - East	7018
Moyne - West	10014
Warrnambool - North	22405
Warrnambool - South	13337
Migratory - Offshore - Shipping (Vic.)	38
No usual address (Vic.)	9089
Alexandra Hills	16574
Belmont - Gumdale	7550
Birkdale	15230
Capalaba	18254
Thorneside	3877
Wellington Point	11893
Cleveland	15851
Ormiston	6379
Redland Bay	17765
Sheldon - Mount Cotton	8357
Thornlands	19263
Victoria Point	15140
North Stradbroke Island	2156
Southern Moreton Bay Islands	8481
Brisbane Port - Lytton	8
Manly - Lota	7890
Manly West	11860
Murarrie	4775
Tingalpa	8881
Wakerley	9446
Wynnum	14502
Wynnum West - Hemmant	15681
Bald Hills	7826
Bridgeman Downs	10501
Carseldine	9844
Everton Park	10044
McDowall	7918
Aspley	12912
Chermside	11426
Chermside West	6611
Geebung	4541
Kedron - Gordon Park	14432
Stafford	6917
Stafford Heights	7153
Wavell Heights	10344
Boondall	9596
Brisbane Airport	125
Eagle Farm - Pinkenba	2076
Northgate - Virginia	7068
Nudgee - Banyo	10789
Nundah	13305
Bracken Ridge	17488
Brighton (Qld)	9664
Deagon	3773
Sandgate - Shorncliffe	6826
Taigum - Fitzgibbon	14097
Zillmere	9323
Camp Hill	12145
Cannon Hill	6930
Carina	11826
Carina Heights	6884
Carindale	16504
Annerley	11935
Coorparoo	17810
Fairfield - Dutton Park	5008
Greenslopes	10524
Holland Park	8895
Holland Park West	6419
Woolloongabba	8597
Yeronga	10200
Eight Mile Plains	15186
Macgregor (Qld)	5979
Mansfield (Qld)	8880
Mount Gravatt	15873
Rochedale - Burbank	11020
Upper Mount Gravatt	10988
Wishart	11444
Coopers Plains	5704
Moorooka	10825
Robertson	4870
Salisbury - Nathan	7562
Tarragindi	10944
Algester	9020
Calamvale - Stretton	22845
Pallara - Willawong	10220
Parkinson - Drewvale	16095
Rocklea - Acacia Ridge	9711
Kuraby	9025
Runcorn	14046
Sunnybank	9033
Sunnybank Hills	18085
Jindalee - Mount Ommaney	7645
Middle Park - Jamboree Heights	7086
Riverhills	4121
Seventeen Mile Rocks - Sinnamon Park	9716
Westlake	4444
Bellbowrie - Moggill	10528
Brookfield - Kenmore Hills	7020
Chapel Hill	10731
Fig Tree Pocket	4345
Kenmore	9438
Pinjarra Hills - Pullenvale	5673
Chelmer - Graceville	7849
Corinda	5321
Indooroopilly	13430
Sherwood	6452
St Lucia	12220
Taringa	9020
Enoggera	9042
Enoggera Reservoir	33
Keperra	7416
Mitchelton	8909
The Gap	17099
Upper Kedron - Ferny Grove	11681
Brisbane City	13310
Fortitude Valley	9512
Highgate Hill	6372
Kangaroo Point	9761
New Farm	12454
South Brisbane	14243
Spring Hill	6860
West End	14953
Balmoral	4554
Bulimba	7407
East Brisbane	6118
Hawthorne	5133
Morningside - Seven Hills	14308
Norman Park	6857
Albion	4305
Alderley	6593
Ascot	5769
Clayfield	10754
Grange	4627
Hamilton (Qld)	6768
Hendra	4949
Kelvin Grove - Herston	10165
Newmarket	5083
Newstead - Bowen Hills	18016
Wilston	4031
Windsor	7978
Wooloowin - Lutwyche	11025
Ashgrove	13716
Auchenflower	5670
Bardon	10343
Paddington - Milton	12197
Red Hill (Qld)	5975
Toowong	12428
Brinsmead	5537
Clifton Beach - Kewarra Beach	11789
Freshwater - Stratford	3742
Redlynch	13784
Trinity Beach - Smithfield	16791
Yorkeys Knob - Machans Beach	6133
Bentley Park	8360
Cairns City	12567
Earlville - Bayview Heights	8376
Edmonton	11409
Gordonvale - Trinity	9838
Kanimbla - Mooroobool	9963
Lamb Range	7
Manoora	6175
Manunda	5191
Mount Sheridan	8678
Westcourt - Bungalow	6519
White Rock	4918
Whitfield - Edge Hill	8353
Woree	5127
Babinda	4568
Innisfail	9257
Johnstone	8002
Tully	10999
Wooroonooran	4
Yarrabah	2505
Daintree	6674
Port Douglas	5582
Atherton	11625
Herberton	5522
Kuranda	4826
Malanda - Yungaburra	9095
Mareeba	11825
Balonne	4320
Chinchilla	8775
Goondiwindi	6230
Inglewood - Waggamba	4065
Miles - Wandoan	4180
Roma	6838
Roma Surrounds	5989
Tara	3851
Crows Nest - Rosalie	9175
Jondaryan	7662
Millmerran	3223
Pittsworth	5791
Wambo	17015
Clifton - Greenmount	5109
Southern Downs - East	4360
Southern Downs - West	4991
Stanthorpe	5286
Stanthorpe Surrounds	6247
Warwick	15525
Central Highlands - East	7156
Central Highlands - West	7616
Emerald	14089
Berserker	7024
Bouldercombe	1948
Emu Park	5798
Frenchville - Mount Archer	9059
Glenlee - Rockyview	5224
Gracemere	12379
Lakes Creek	4880
Mount Morgan	2945
Norman Gardens	10709
Park Avenue	5292
Parkhurst - Kawana	7477
Rockhampton - West	5903
Rockhampton City	3364
Rockhampton Surrounds - East	3507
Rockhampton Surrounds - North	4598
Rockhampton Surrounds - West	3002
Shoalwater Bay	22
The Range - Allenstown	7989
Yeppoon	20244
Banana	8817
Biloela	5694
Agnes Water - Miriam Vale	6807
Boyne Island - Tannum Sands	10063
Callemondah	30
Clinton - New Auckland	14161
Gladstone	6174
Gladstone Hinterland	11529
Kin Kora - Sun Valley	3533
Telina - Toolooa	6387
West Gladstone	4832
Broadbeach Waters	8164
Burleigh Heads	9176
Burleigh Waters	14413
Mermaid Beach - Broadbeach	13997
Mermaid Waters	13205
Miami	7445
Coolangatta	6491
Currumbin - Tugun	12339
Currumbin Waters	9797
Elanora	12539
Palm Beach	16349
Arundel	11171
Biggera Waters	9973
Coombabah	10298
Labrador	18643
Paradise Point - Hollywell	9991
Runaway Bay	9308
Guanaba - Springbrook	4420
Tamborine - Canungra	15692
Currumbin Valley - Tallebudgera	7674
Mudgeeraba - Bonogin	19552
Reedy Creek - Andrews	8810
Carrara	13147
Highland Park	8433
Nerang - Mount Nathan	21260
Pacific Pines - Gaven	18308
Worongary - Tallai	8542
Coomera	20225
Helensvale	18949
Hope Island	14665
Jacobs Well - Alberton	4607
Oxenford - Maudsland	17920
Ormeau (East) - Stapylton	10681
Ormeau (West) - Yatala	11879
Pimpama - North	9910
Pimpama - South	10491
Upper Coomera (South) - Wongawallan	11420
Upper Coomera - North	20287
Willow Vale - Pimpama (West)	7027
Clear Island Waters	4395
Merrimac	7210
Varsity Lakes	16639
Robina - East	16861
Robina - West	8804
Ashmore	12415
Molendinar	6450
Parkwood	8837
Southport - North	17891
Southport - South	18893
Benowa	9889
Bundall	4895
Main Beach	3998
Surfers Paradise - North	12204
Surfers Paradise - South	14210
Darra - Sumner	4699
Durack	8254
Inala - Richlands	19891
Oxley (Qld)	8578
Wacol	6220
Doolandella	8598
Forest Lake - Ellen Grove	22478
Boonah	12617
Esk	5052
Lockyer Valley - East	21208
Lowood	14197
Rosewood	14217
Brassall	12115
Bundamba	9334
Churchill - Yamanto	6817
Ipswich - Central	6715
Ipswich - East	17975
Ipswich - North	4561
Karalee - Barellan Point	6694
Karana Downs	6032
Leichhardt - One Mile	8268
North Ipswich - Tivoli	6416
Raceview	15154
Ripley	12774
Riverview	3067
Camira - Gailes	9249
Carole Park	8
Collingwood Park - Redbank	11686
Goodna	10885
New Chum	3
Redbank Plains	24349
Springfield	7322
Springfield Lakes	23526
Augustine Heights - Brookwater	8987
Bellbird Park	9191
Beaudesert	14674
Beenleigh	8425
Eagleby	13594
Edens Landing - Holmview	9549
Mount Warren Park	5736
Wolffdene - Bahrs Scrub	9016
Boronia Heights - Park Ridge	19166
Browns Plains	8161
Chambers Flat - Logan Reserve	8869
Crestmead	12158
Hillcrest	8832
Marsden	15988
Munruben - Park Ridge South	4428
Regents Park - Heritage Park	16032
Logan Village	8608
Flagstone (East) - Riverbend	6632
Flagstone (West) - New Beith	10051
Greenbank - North Maclean	7637
Jimboomba - Glenlogan	18013
Yarrabilba	10706
Bethania - Waterford	12125
Cornubia - Carbrook	9076
Loganholme - Tanah Merah	11588
Loganlea	11776
Shailer Park	12073
Waterford West	7815
Daisy Hill	6897
Kingston (Qld)	10371
Logan Central	6356
Rochedale South - Priestdale	15394
Slacks Creek	10408
Springwood	9842
Underwood	6809
Woodridge	12982
Bowen	9874
Broadsound - Nebo	8730
Clermont	3893
Collinsville	3898
Moranbah	9425
Andergrove - Beaconsfield	15824
East Mackay	3756
Eimeo - Rural View	13495
Eungella Hinterland	9
Mackay	4026
Mackay Harbour	615
Mount Pleasant - Glenella	11558
North Mackay	6283
Ooralea - Bakers Creek	5941
Pioneer Valley	8897
Sarina	11822
Seaforth - Calen	8181
Shoal Point - Bucasia	6084
Slade Point	3455
South Mackay	6918
Walkerston - Eton	8457
West Mackay	6364
Airlie - Whitsundays	14523
Proserpine	8858
Beachmere - Sandstone Point	16469
Bribie Island	20612
Burpengary - East	6658
Caboolture - South	23625
Elimbah	4290
Morayfield - East	11078
Wamuran	4228
Caboolture - East	17736
Caboolture - West	12165
Kilcoy	5799
Woodford - D'Aguilar	9100
Burpengary	16488
Deception Bay	22686
Morayfield	5867
Narangba	20914
Upper Caboolture	3260
Clontarf	8415
Margate - Woody Point	11974
Redcliffe	10434
Rothwell - Kippa-Ring	17385
Moreton Island	309
Scarborough - Newport	15257
Albany Creek	16410
Cashmere	19643
Dayboro	9213
Eatons Hill	7822
The Hills District	24313
Samford Valley	12385
Murrumba Downs - Griffin	23089
Dakabin	5275
Kallangur	21749
Mango Hill	14921
North Lakes	23030
Bray Park	10271
Lawnton	7095
Petrie	8735
Strathpine - Brendale	13747
Aurukun	1101
Cape York	7803
Croydon - Etheridge	981
Kowanyama - Pormpuraaw	1691
Northern Peninsula	2781
Tablelands	6204
Torres	3421
Torres Strait Islands	4124
Weipa	4097
Carpentaria	4921
Mount Isa	18317
Mount Isa Surrounds	4044
Northern Highlands	3095
Barcaldine - Blackall	4749
Charleville	3971
Far Central West	2156
Far South West	2713
Longreach	3647
Buderim - North	17960
Buderim - South	17501
Mountain Creek	11950
Sippy Downs	11544
Aroona - Currimundi	10043
Buddina - Minyama	6956
Caloundra - Kings Beach	6973
Golden Beach - Pelican Waters	13035
Moffat Beach - Battery Hill	8130
Parrearra - Warana	10392
Wurtulla - Birtinya	10671
Caloundra West - Baringa	15707
Meridan Plains - Little Mountain (North)	14397
Coolum Beach	15948
Marcoola - Mudjimba	11961
Maroochydore - Kuluin	23327
Mooloolaba - Alexandra Headland	12443
Noosa Heads	5120
Noosaville	9344
Sunshine Beach	6851
Tewantin	10538
Peregian Beach - Marcus Beach	4107
Peregian Springs	10694
Beerwah	9255
Caloundra Hinterland	9110
Glass House Mountains	6552
Landsborough	15652
Maroochy Hinterland	6830
Palmwoods	11643
Bli Bli	10750
Diddillibah - Rosemount	4403
Eumundi - Yandina	12348
Nambour	22492
Noosa Hinterland	24207
Cambooya - Wyreema	7899
Darling Heights	14576
Drayton - Harristown	10823
Gatton	7951
Gowrie (Qld)	7059
Highfields	14582
Lockyer Valley - West	11943
Middle Ridge	7595
Newtown (Qld)	10039
North Toowoomba - Harlaxton	6426
Rangeville	8668
Toowoomba - Central	13987
Toowoomba - East	10533
Toowoomba - West	15848
Wilsonton	14112
Ayr	8987
Burdekin	7658
Charters Towers	8040
Dalrymple	3754
Ingham	4455
Ingham Surrounds	6462
Palm Island	2098
Aitkenvale	4797
Annandale (Qld)	10116
Belgian Gardens - Pallarenda	3192
Bohle Plains	8515
Condon - Rasmussen	10799
Cranbrook	5844
Douglas	7868
Garbutt - West End	6273
Gulliver - Currajong - Vincent	7586
Heatley	3907
Hermit Park - Rosslea	5415
Hyde Park - Pimlico	4728
Kelso	10683
Kirwan - East	7693
Kirwan - West	14944
Magnetic Island	2475
Mount Louisa	10110
Mundingburra	3594
Northern Beaches	6566
Oonoonba	7033
South Townsville - Railway Estate	5296
Townsville - South	4767
Townsville City - North Ward	9116
Wulguru - Roseneath	6091
Burdell - Mount Low	19337
Deeragun - Jensen	6074
Ashfield - Kepnock	5659
Bargara - Burnett Heads	19008
Branyan - Kensington	5384
Bundaberg	6247
Bundaberg East - Kalkie	5804
Bundaberg North - Gooburrum	7448
Bundaberg Surrounds - North	9276
Bundaberg Surrounds - South	10778
Millbank - Avoca	7406
Svensson Heights - Norville	5809
Walkervale - Avenell Heights	10982
Gayndah - Mundubbera	6395
Gin Gin	5402
Kingaroy	10545
Kingaroy Surrounds - North	9490
Kingaroy Surrounds - South	4157
Monto - Eidsvold	3673
Nanango	10003
North Burnett	17
Cooloola	6568
Gympie - North	14866
Gympie - South	7561
Gympie Surrounds	20359
Kilkivan	3788
Booral - River Heads	5775
Craignish - Dundowran Beach	5574
Pialba - Eli Waters	15856
Point Vernon	5718
Torquay - Scarness - Kawungan	15786
Urangan - Wondunna	14781
Burrum - Fraser	10594
Granville	3051
Maryborough (Qld)	18558
Maryborough Surrounds - South	9548
Tinana	5872
Migratory - Offshore - Shipping (Qld)	183
No usual address (Qld)	14670
Adelaide	18202
North Adelaide	6823
Adelaide Hills	7051
Aldgate - Stirling	18208
Hahndorf - Echunga	4726
Lobethal - Woodside	9448
Mount Barker	22113
Mount Barker Surrounds	6825
Nairne	5327
Uraidla - Summertown	6042
Burnside - Wattle Park	19066
Beaumont - Glen Osmond	10328
Toorak Gardens	16635
Athelstone	9601
Paradise - Newton	21601
Rostrevor - Magill	23968
Norwood (SA)	10849
Payneham - Felixstow	13122
St Peters - Marden	13515
Nailsworth - Broadview	6484
Prospect	15785
Walkerville	8023
Goodwood - Millswood	17650
Unley - Parkside	20998
Gawler - North	9545
Gawler - South	21662
Lewiston - Two Wells	6505
Craigmore - Blakeview	19920
Davoren Park	18313
Elizabeth	10829
Elizabeth East	14047
Munno Para West - Angle Vale	16215
One Tree Hill	2473
Smithfield - Elizabeth North	12446
Virginia - Waterloo Corner	5693
Enfield - Blair Athol	25578
Windsor Gardens	22587
Northgate - Northfield	18188
Valley View - Gilles Plains	10504
Ingle Farm	15681
Para Hills	15094
Parafield	21
Parafield Gardens	18467
Paralowie	17816
Salisbury	18594
Salisbury East	18454
Salisbury North	18487
Mawson Lakes - Globe Derby Park	13855
Pooraka - Cavan	8080
Golden Grove	10406
Greenwith	9017
Highbury - Dernancourt	11048
Hope Valley - Modbury	17496
Modbury Heights	19248
Redwood Park	16276
St Agnes - Ridgehaven	13161
Brighton (SA)	15191
Glenelg (SA)	20522
Edwardstown	14563
Hallett Cove	12609
Marino - Seaview Downs	9703
Mitchell Park	16516
Morphettville	16531
Sheidow Park - Trott Park	10211
Warradale	16190
Belair	4896
Bellevue Heights	7608
Blackwood	12963
Colonel Light Gardens	15842
Mitcham (SA)	16506
Panorama	8475
Aberfoyle Park	11911
Aldinga	15923
Christie Downs	9475
Christies Beach	11050
Clarendon	2729
Coromandel Valley	4469
Flagstaff Hill	10784
Hackham - Onkaparinga Hills	6875
Hackham West - Huntfield Heights	7818
Happy Valley	13864
Lonsdale	23
McLaren Vale	7344
Morphett Vale - East	13863
Morphett Vale - West	10138
Reynella	10286
Willunga	3604
Woodcroft	11552
Seaford - Seaford Meadows	14177
Seaford Rise - Moana	10629
Beverley	8897
Flinders Park	16361
Henley Beach	15634
Hindmarsh - Brompton	19076
Royal Park - Hendon - Albert Park	6499
Seaton - Grange	17501
West Lakes	15205
Woodville - Cheltenham	19269
Largs Bay - Semaphore	14807
North Haven	14800
Port Adelaide	11589
The Parks	19645
Torrens Island	4
Adelaide Airport	4
Fulham	2920
Lockleys	13452
Plympton	26480
Richmond (SA)	17022
West Beach	5175
Barossa - Angaston	6486
Light	9797
Lyndoch	6544
Mallala	3335
Nuriootpa	7157
Tanunda	4666
Clare	4096
Gilbert Valley	5016
Goyder	4079
Wakefield - Barunga West	9500
Jamestown	4596
Peterborough - Mount Remarkable	5341
Port Pirie	13896
Port Pirie Surrounds	3335
Kadina	5414
Moonta	5217
Wallaroo	4426
Yorke Peninsula - North	7458
Yorke Peninsula - South	4142
Ceduna	2697
Eyre Peninsula	6824
Kimba - Cleve - Franklin Harbour	4201
Le Hunte - Elliston	2122
Port Lincoln	16307
West Coast (SA)	3646
Western	136
Whyalla	21154
APY Lands	2333
Coober Pedy	1566
Quorn - Lake Gilles	2142
Outback	2030
Port Augusta	13515
Roxby Downs	3976
Goolwa - Port Elliot	12516
Kangaroo Island	4894
Strathalbyn	7871
Strathalbyn Surrounds	7969
Victor Harbor	15847
Yankalilla	6498
Grant	6138
Kingston - Robe	3872
Millicent	5245
Naracoorte	6293
Naracoorte Surrounds	2395
Penola	3107
Tatiara	6891
Wattle Range	3470
Mount Gambier - East	14947
Mount Gambier - West	14499
Barmera	6401
Berri	4143
Karoonda - Lameroo	2921
Loxton	5575
Loxton Surrounds	1742
Mannum	6594
Murray Bridge	18243
Murray Bridge Surrounds	3732
Renmark	4705
Renmark Surrounds	5080
The Coorong	5473
Waikerie	6646
Migratory - Offshore - Shipping (SA)	12
No usual address (SA)	3377
Augusta	6595
Busselton Surrounds	11900
Margaret River	10193
Busselton - East	9359
Busselton - West	19292
Australind - Leschenault	19256
Capel	5457
College Grove - Carey Park	6976
Collie	8812
Dardanup	3286
Davenport	8
Eaton - Pelican Point	12327
Harvey	9309
East Bunbury - Glen Iris	7195
Waroona	4234
Dalyellup	9770
Gelorup - Stratham	3042
South Bunbury - Bunbury	12760
Withers - Usher	5119
Bridgetown - Boyup Brook	7068
Donnybrook - Balingup	6155
Manjimup	5447
Pemberton	5198
Dawesville - Bouvard	8498
Falcon - Wannanup	9664
Greenfields	9869
Halls Head - Erskine	19905
Mandurah	10256
Mandurah - East	6599
Mandurah - North	21261
Mandurah - South	11323
Pinjarra	10263
City Beach	6805
Claremont (WA)	9248
Cottesloe	7750
Floreat	8621
Mosman Park - Peppermint Grove	10764
Nedlands - Dalkeith - Crawley	18936
Swanbourne - Mount Claremont	9612
Kings Park (WA)	48
Mount Hawthorn - Leederville	11872
Mount Lawley - Inglewood	16934
North Perth	9707
Subiaco - Shenton Park	17527
Wembley - West Leederville - Glendalough	19102
East Perth	11798
Perth (North) - Highgate	11414
Perth (West) - Northbridge	12119
Bassendean - Eden Hill - Ashfield	15932
Bayswater - Embleton - Bedford	24523
Maylands	13294
Morley	22714
Noranda	8002
Chidlow	4633
Glen Forrest - Darlington	7223
Helena Valley - Koongamia	5780
Malmalling - Reservoir	10
Mundaring	13305
Swan View - Greenmount - Midvale	12838
Avon Valley National Park	5
Ballajura	18505
Beechboro	21348
Bullsbrook	5605
Gidgegannup	2818
Hazelmere - Guildford	5408
Lockridge - Kiara	12518
Malaga	25
Middle Swan - Herne Hill	5678
Midland - Guildford	11087
Stratton - Jane Brook	7019
The Vines	12457
Aveley	15680
Brabham - Henley Brook	11164
Ellenbrook	19011
Craigie - Beldon	10556
Currambine - Kinross	13819
Duncraig	15982
Greenwood - Warwick	13723
Heathridge - Connolly	10572
Hillarys	11200
Iluka - Burns Beach	9737
Joondalup - Edgewater	13845
Kingsley	13204
Mullaloo - Kallaroo	11493
Ocean Reef	8125
Padbury	8626
Sorrento - Marmion	10193
Woodvale	9579
Balcatta - Hamersley	16025
Balga - Mirrabooka	21032
Innaloo - Doubleview	18468
Karrinyup - Gwelup - Carine	22602
Nollamara - Westminster	19818
Osborne Park Industrial	219
Scarborough	17552
Stirling - Osborne Park	14620
Trigg - North Beach - Watermans Bay	7965
Tuart Hill - Joondanna	12820
Wembley Downs - Churchlands - Woodlands	15044
Yokine - Coolbinia - Menora	17066
Dianella - North	11927
Dianella - South	12985
Alexander Heights - Koondoola	11687
Butler - Merriwa - Ridgewood	23679
Carramar	18641
Clarkson	13904
Girrawheen	8897
Marangaroo	10483
Mindarie - Quinns Rocks - Jindalee	20764
Neerabup National Park	6
Tapping - Ashby - Sinagra	13569
Alkimos - Eglinton	13904
Carabooda - Pinjar	723
Two Rocks	3822
Yanchep	11009
Hocking - Pearsall	13139
Landsdale	15401
Madeley - Darch	14199
Wanneroo - Sinagra	14678
Armadale - Wungong - Brookdale	23166
Ashendon - Lesley	3
Camillo - Champion Lakes	5793
Kelmscott	10604
Mount Nasura - Mount Richon - Bedfordale	8241
Roleystone	7243
Seville Grove	11409
Harrisdale	11667
Piara Waters - Forrestdale	16049
Belmont - Ascot - Redcliffe	15082
East Victoria Park - Carlisle	17245
Perth Airport	20
Victoria Park - Lathlain - Burswood	15816
Cloverdale	8864
Kewdale	7394
Rivervale	10897
Bentley - Wilson - St James	20612
Canning Vale - West	10078
Canning Vale Commercial	3
Cannington - Queens Park	20655
Parkwood - Ferndale - Lynwood	13992
Riverton - Shelley - Rossmoyne	14518
Welshpool	16
Willetton	19262
Beckenham - Kenwick - Langford	20280
Canning Vale - East	24415
Gosnells	21146
Huntingdale - Southern River	21869
Maddington - Orange Grove - Martin	15005
Thornlie	23665
Forrestfield - Wattle Grove	19729
High Wycombe	12198
Kalamunda - Maida Vale - Gooseberry Hill	15136
Lesmurdie - Bickley - Carmel	11698
Byford	20471
Mundijong	7165
Serpentine - Jarrahdale	4607
Como	14575
Manning - Waterford	11653
South Perth - Kensington	17226
Banjup	21746
Bibra Industrial	21
Coogee	9816
Coolbellup	8503
Hamilton Hill	11327
Henderson	10
North Coogee	3741
South Lake - Cockburn Central	11723
Spearwood	11268
Success - Hammond Park	17454
Yangebup	7631
Beeliar - Wattleup	10128
Jandakot	2446
East Fremantle	7819
Fremantle	16720
Fremantle - South	15372
O'Connor (WA)	5
Wellard (West) - Bertram	17953
Calista	7434
Hope Valley - Postans	75
Kwinana Industrial	24
Parmelia - Orelia	11286
Casuarina - Wandi	9084
Applecross - Ardross	11725
Bateman	3832
Bicton - Palmyra	14778
Booragoon	15476
Bull Creek	8030
Leeming	10883
Melville	17452
Murdoch - Kardinya	12489
Willagee	5447
Winthrop	6020
Cooloongup	8503
Port Kennedy	13477
Rockingham	16411
Rockingham Lakes	3
Safety Bay - Shoalwater	12039
Singleton - Golden Bay - Secret Harbour	22178
Waikiki	12539
Warnbro	10741
Baldivis - North	11651
Baldivis - South	26046
Karnup	2096
Albany	14828
Albany Surrounds	3707
Bayonet Head - Lower King	5211
Denmark	6310
Gnowangerup	2862
Katanning	4512
Kojonup	4053
Little Grove - Elleker	3679
McKail - Willyung	11333
Plantagenet	5388
Chittering	5930
Cunderdin	3789
Dowerin	3801
Gingin - Dandaragan	8929
Merredin	4893
Moora	4471
Mukinbudin	3005
Northam	11358
Toodyay	4601
York - Beverley	5158
Brookton	3504
Kulin	4249
Murray	2376
Narrogin	4370
Wagin	4859
Broome	14660
Derby - West Kimberley	7045
Halls Creek	3603
Kununurra	7477
Roebuck	2310
East Pilbara	5910
Newman	4239
Port Hedland	4253
South Hedland	11046
Ashburton (WA)	7391
Karratha	17013
Roebourne	5187
Esperance	12003
Esperance Surrounds	3966
Carnarvon	4879
Exmouth	4659
Boulder	7150
Kalgoorlie	13213
Kalgoorlie - North	8711
Kambalda - Coolgardie - Norseman	4389
Leinster - Leonora	4804
Geraldton	11888
Geraldton - East	7824
Geraldton - North	8546
Geraldton - South	10333
Irwin	3680
Meekatharra	3153
Morawa	3876
Northampton - Mullewa - Greenough	5679
Migratory - Offshore - Shipping (WA)	514
No usual address (WA)	8055
Bridgewater - Gagebrook	8150
Brighton - Pontville	6449
Old Beach - Otago	4989
Bellerive - Rosny	6522
Cambridge	8573
Geilston Bay - Risdon	3452
Howrah - Tranmere	11627
Lindisfarne - Rose Bay	7830
Mornington - Warrane	5168
Risdon Vale	3501
Rokeby	7874
South Arm	4616
Austins Ferry - Granton	4297
Berriedale - Chigwell	5748
Claremont (Tas.)	8397
Derwent Park - Lutana	4709
Glenorchy	12287
Montrose - Rosetta	5142
Moonah	5737
New Norfolk	7293
West Moonah	4398
Kingston - Huntingfield	13473
Kingston Beach - Blackmans Bay	11051
Margate - Snug	8482
Taroona - Bonnet Hill	3637
Hobart	9025
Lenah Valley - Mount Stuart	9033
Mount Nelson - Dynnyrne	5053
New Town	6606
Sandy Bay	12326
South Hobart - Fern Tree	6727
West Hobart	6397
Dodges Ferry - Lewisham	8521
Sorell - Richmond	9993
Invermay	3498
Kings Meadows - Punchbowl	4941
Launceston	5421
Legana	4769
Mowbray	4048
Newnham - Mayfield	9628
Newstead	5449
Norwood (Tas.)	4031
Prospect Vale - Blackstone	6777
Ravenswood	3804
Riverside	7275
South Launceston	4846
Summerhill - Prospect	4958
Trevallyn	4826
Waverley - St Leonards	3932
West Launceston	4215
Youngtown - Relbia	4921
Beauty Point - Beaconsfield	4045
Deloraine	6114
Grindelwald - Lanena	6136
Hadspen - Carrick	3605
Westbury	4351
Dilston - Lilydale	4354
George Town	7118
Longford	4428
Northern Midlands	3700
Perth - Evandale	5482
St Helens - Scamander	6756
Flinders and Cape Barren Islands	922
Scottsdale - Bridport	6835
Central Highlands	2427
Derwent Valley	3324
Southern Midlands	6675
Wilderness - East	8
Bruny Island - Kettering	3447
Cygnet	4802
Geeveston - Dover	4051
Huonville - Franklin	9405
Forestier - Tasman	2593
Triabunna - Bicheno	4988
Acton - Upper Burnie	3270
Burnie - Ulverstone Surrounds	5175
Burnie - Wivenhoe	3779
Parklands - Camdale	6777
Penguin - Sulphur Creek	5417
Romaine - Havenview	3535
Somerset	4067
Ulverstone	7088
West Ulverstone	4515
Wynyard	6388
Devonport	14481
East Devonport	5075
Latrobe	5385
Miandetta - Don	3661
Port Sorell	6472
Quoiba - Spreyton	3116
Sheffield - Railton	6619
Turners Beach - Forth	3478
King Island	1617
North West	4188
Smithton	3934
Waratah	3843
West Coast (Tas.)	4267
Migratory - Offshore - Shipping (Tas.)	19
No usual address (Tas.)	1377
Darwin Airport	23
Darwin City	7149
Fannie Bay - The Gardens	3602
Larrakeyah	3943
Ludmilla - The Narrows	2563
Parap	2819
Stuart Park	4101
Woolner - Bayview - Winnellie	2858
Alawa	2078
Anula	2385
Berrimah	1712
Brinkin - Nakara	3430
Charles Darwin	3
Coconut Grove	2892
East Arm	21
Jingili	1841
Karama	4803
Leanyer	4597
Lyons (NT)	6006
Malak - Marrara	4341
Millner	2576
Moil	2000
Nightcliff	3884
Rapid Creek	3261
Tiwi	2511
Wagaman	2023
Wanguri	1836
Wulagi	2510
Howard Springs	5100
Humpty Doo	8387
Koolpinyah	15
Virginia	3197
Weddell	4289
Bakewell	3091
Driver	2747
Durack - Marlow Lagoon	4501
Gray	3142
Moulden	3053
Palmerston - North	4456
Palmerston - South	6451
Rosebery - Bellamack	6555
Woodroffe	3175
Charles	4215
East Side	5418
Flynn (NT)	4585
Larapinta	4964
Mount Johns	4025
Petermann - Simpson	1961
Ross	2706
Sandover - Plenty	3912
Tanami	2839
Yuendumu - Anmatjere	1851
Barkly	2203
Tennant Creek	3080
Alligator	4242
Daly	1890
Thamarrurr	2118
Tiwi Islands	2348
West Arnhem	5204
Anindilyakwa	2541
East Arnhem	6983
Nhulunbuy	3267
