SA2_NAME21	MaxSchoolingCompleted	adults
Ermington - Rydalmere	Year 11	918
Ermington - Rydalmere	Year 12	13586
Oatlands - Dundas Valley	Did not go to school	182
Oatlands - Dundas Valley	Year 8	466
Oatlands - Dundas Valley	Year 9	592
Oatlands - Dundas Valley	Year 10	1870
Oatlands - Dundas Valley	Year 11	654
Oatlands - Dundas Valley	Year 12	10345
Carlingford - East	Did not go to school	77
Carlingford - East	Year 8	195
Carlingford - East	Year 9	379
Carlingford - East	Year 10	1027
Carlingford - East	Year 11	442
Carlingford - East	Year 12	7001
Carlingford - West	Did not go to school	189
Carlingford - West	Year 8	295
Carlingford - West	Year 9	505
Carlingford - West	Year 10	1521
Carlingford - West	Year 11	594
Carlingford - West	Year 12	11530
Chester Hill - Sefton	Did not go to school	655
Chester Hill - Sefton	Year 8	1074
Chester Hill - Sefton	Year 9	861
Chester Hill - Sefton	Year 10	2505
Chester Hill - Sefton	Year 11	855
Chester Hill - Sefton	Year 12	8385
Fairfield - East	Did not go to school	777
Fairfield - East	Year 8	1060
Fairfield - East	Year 9	669
Fairfield - East	Year 10	1870
Fairfield - East	Year 11	661
Fairfield - East	Year 12	6187
Granville - Clyde	Did not go to school	809
Granville - Clyde	Year 8	990
Granville - Clyde	Year 9	691
Granville - Clyde	Year 10	2181
Granville - Clyde	Year 11	778
Granville - Clyde	Year 12	11824
Guildford - South Granville	Did not go to school	895
Guildford - South Granville	Year 8	1213
Guildford - South Granville	Year 9	861
Guildford - South Granville	Year 10	2608
Guildford - South Granville	Year 11	917
Guildford - South Granville	Year 12	8484
Guildford West - Merrylands West	Did not go to school	743
Guildford West - Merrylands West	Year 8	1096
Guildford West - Merrylands West	Year 9	937
Guildford West - Merrylands West	Year 10	3054
Guildford West - Merrylands West	Year 11	953
Guildford West - Merrylands West	Year 12	9572
Smithfield Industrial	Year 9	3
Smithfield Industrial	Year 12	8
Yennora Industrial	Year 11	3
Yennora Industrial	Year 12	4
Greystanes - South	Did not go to school	211
Greystanes - South	Year 8	730
Greystanes - South	Year 9	785
Greystanes - South	Year 10	3006
Greystanes - South	Year 11	721
Greystanes - South	Year 12	6964
Merrylands - Holroyd	Did not go to school	877
Merrylands - Holroyd	Year 8	1089
Merrylands - Holroyd	Year 9	698
Merrylands - Holroyd	Year 10	2499
Merrylands - Holroyd	Year 11	795
Merrylands - Holroyd	Year 12	10999
Pemulwuy - Greystanes (North)	Did not go to school	107
Pemulwuy - Greystanes (North)	Year 8	375
Pemulwuy - Greystanes (North)	Year 9	430
Pemulwuy - Greystanes (North)	Year 10	1506
Pemulwuy - Greystanes (North)	Year 11	409
Pemulwuy - Greystanes (North)	Year 12	5177
South Wentworthville	Did not go to school	159
South Wentworthville	Year 8	284
South Wentworthville	Year 9	269
South Wentworthville	Year 10	981
South Wentworthville	Year 11	282
South Wentworthville	Year 12	3341
North Parramatta	Did not go to school	208
North Parramatta	Year 8	492
North Parramatta	Year 9	473
North Parramatta	Year 10	1800
North Parramatta	Year 11	743
North Parramatta	Year 12	13792
North Rocks	Did not go to school	48
North Rocks	Year 8	149
North Rocks	Year 9	265
North Rocks	Year 10	957
North Rocks	Year 11	313
North Rocks	Year 12	4840
Northmead	Did not go to school	114
Northmead	Year 8	294
Northmead	Year 9	484
Northmead	Year 10	1765
Northmead	Year 11	576
Northmead	Year 12	12033
Toongabbie - Constitution Hill	Did not go to school	226
Toongabbie - Constitution Hill	Year 8	695
Toongabbie - Constitution Hill	Year 9	838
Toongabbie - Constitution Hill	Year 10	3220
Toongabbie - Constitution Hill	Year 11	875
Toongabbie - Constitution Hill	Year 12	11637
Winston Hills	Did not go to school	66
Winston Hills	Year 8	243
Winston Hills	Year 9	402
Winston Hills	Year 10	1694
Winston Hills	Year 11	417
Winston Hills	Year 12	5794
Pendle Hill - Girraween	Did not go to school	177
Pendle Hill - Girraween	Year 8	397
Pendle Hill - Girraween	Year 9	415
Pendle Hill - Girraween	Year 10	1321
Pendle Hill - Girraween	Year 11	412
Pendle Hill - Girraween	Year 12	7197
Wentworthville - Westmead	Did not go to school	248
Wentworthville - Westmead	Year 8	456
Wentworthville - Westmead	Year 9	412
Wentworthville - Westmead	Year 10	1385
Wentworthville - Westmead	Year 11	473
Wentworthville - Westmead	Year 12	12605
Parramatta - North	Did not go to school	69
Parramatta - North	Year 8	108
Parramatta - North	Year 9	112
Parramatta - North	Year 10	404
Parramatta - North	Year 11	191
Parramatta - North	Year 12	8520
Parramatta - South	Did not go to school	149
Parramatta - South	Year 8	247
Parramatta - South	Year 9	174
Parramatta - South	Year 10	566
Parramatta - South	Year 11	233
Parramatta - South	Year 12	6328
Rosehill - Harris Park	Did not go to school	130
Rosehill - Harris Park	Year 8	173
Rosehill - Harris Park	Year 9	133
Rosehill - Harris Park	Year 10	552
Rosehill - Harris Park	Year 11	193
Rosehill - Harris Park	Year 12	5803
Pennant Hills - Cheltenham	Did not go to school	111
Pennant Hills - Cheltenham	Year 8	250
Pennant Hills - Cheltenham	Year 9	541
Pennant Hills - Cheltenham	Year 10	1772
Pennant Hills - Cheltenham	Year 11	779
Pennant Hills - Cheltenham	Year 12	13491
Epping (East) - North Epping	Did not go to school	71
Epping (East) - North Epping	Year 8	174
Epping (East) - North Epping	Year 9	328
Epping (East) - North Epping	Year 10	807
Epping (East) - North Epping	Year 11	358
Epping (East) - North Epping	Year 12	9543
Epping (NSW) - West	Did not go to school	164
Epping (NSW) - West	Year 8	214
Epping (NSW) - West	Year 9	365
Epping (NSW) - West	Year 10	1025
Epping (NSW) - West	Year 11	494
Epping (NSW) - West	Year 12	12354
Gladesville - Huntleys Point	Did not go to school	79
Gladesville - Huntleys Point	Year 8	381
Gladesville - Huntleys Point	Year 9	410
Gladesville - Huntleys Point	Year 10	1484
Gladesville - Huntleys Point	Year 11	569
Gladesville - Huntleys Point	Year 12	9359
Hunters Hill - Woolwich	Did not go to school	20
Hunters Hill - Woolwich	Year 8	164
Hunters Hill - Woolwich	Year 9	269
Hunters Hill - Woolwich	Year 10	881
Hunters Hill - Woolwich	Year 11	339
Hunters Hill - Woolwich	Year 12	5717
Macquarie Park - Marsfield	Did not go to school	207
Macquarie Park - Marsfield	Year 8	368
Macquarie Park - Marsfield	Year 9	425
Macquarie Park - Marsfield	Year 10	1451
Macquarie Park - Marsfield	Year 11	582
Macquarie Park - Marsfield	Year 12	16489
North Ryde - East Ryde	Did not go to school	108
North Ryde - East Ryde	Year 8	305
North Ryde - East Ryde	Year 9	404
North Ryde - East Ryde	Year 10	1466
North Ryde - East Ryde	Year 11	468
North Ryde - East Ryde	Year 12	9416
West Ryde - Meadowbank	Did not go to school	199
West Ryde - Meadowbank	Year 8	392
West Ryde - Meadowbank	Year 9	432
West Ryde - Meadowbank	Year 10	1553
West Ryde - Meadowbank	Year 11	562
West Ryde - Meadowbank	Year 12	13126
Putney	Did not go to school	33
Putney	Year 8	90
Putney	Year 9	119
Putney	Year 10	499
Putney	Year 11	165
Putney	Year 12	2446
Denistone	Did not go to school	62
Denistone	Year 8	140
Denistone	Year 9	215
Denistone	Year 10	590
Denistone	Year 11	196
Denistone	Year 12	4305
Eastwood	Did not go to school	224
Eastwood	Year 8	428
Eastwood	Year 9	410
Eastwood	Year 10	1249
Eastwood	Year 11	525
Eastwood	Year 12	12398
Ryde - North	Did not go to school	188
Ryde - North	Year 8	628
Ryde - North	Year 9	567
Ryde - North	Year 10	2194
Ryde - North	Year 11	682
Ryde - North	Year 12	11781
Ryde - South	Did not go to school	111
Ryde - South	Year 8	170
Ryde - South	Year 9	188
Ryde - South	Year 10	787
Ryde - South	Year 11	287
Ryde - South	Year 12	7817
Ashcroft - Busby - Miller	Did not go to school	629
Ashcroft - Busby - Miller	Year 8	1117
Ashcroft - Busby - Miller	Year 9	1160
Ashcroft - Busby - Miller	Year 10	2641
Ashcroft - Busby - Miller	Year 11	946
Ashcroft - Busby - Miller	Year 12	5596
Austral - Greendale	Did not go to school	251
Austral - Greendale	Year 8	631
Austral - Greendale	Year 9	554
Austral - Greendale	Year 10	2127
Austral - Greendale	Year 11	530
Austral - Greendale	Year 12	4827
Badgerys Creek	Year 10	7
Badgerys Creek	Year 12	10
Cecil Hills	Did not go to school	215
Cecil Hills	Year 8	288
Cecil Hills	Year 9	226
Cecil Hills	Year 10	927
Cecil Hills	Year 11	357
Cecil Hills	Year 12	3475
Green Valley	Did not go to school	638
Green Valley	Year 8	714
Green Valley	Year 9	480
Green Valley	Year 10	1648
Green Valley	Year 11	614
Green Valley	Year 12	5771
Hinchinbrook	Did not go to school	398
Hinchinbrook	Year 8	589
Hinchinbrook	Year 9	464
Hinchinbrook	Year 10	1672
Hinchinbrook	Year 11	585
Hinchinbrook	Year 12	6059
Hoxton Park - Carnes Hill - Horningsea Park	Did not go to school	315
Hoxton Park - Carnes Hill - Horningsea Park	Year 8	464
Hoxton Park - Carnes Hill - Horningsea Park	Year 9	454
Hoxton Park - Carnes Hill - Horningsea Park	Year 10	1575
Hoxton Park - Carnes Hill - Horningsea Park	Year 11	605
Hoxton Park - Carnes Hill - Horningsea Park	Year 12	6183
West Hoxton - Middleton Grange	Did not go to school	339
West Hoxton - Middleton Grange	Year 8	545
West Hoxton - Middleton Grange	Year 9	549
West Hoxton - Middleton Grange	Year 10	2041
West Hoxton - Middleton Grange	Year 11	767
West Hoxton - Middleton Grange	Year 12	8069
Cobbitty - Bringelly	Did not go to school	24
Cobbitty - Bringelly	Year 8	127
Cobbitty - Bringelly	Year 9	241
Cobbitty - Bringelly	Year 10	1067
Cobbitty - Bringelly	Year 11	271
Cobbitty - Bringelly	Year 12	1805
Gledswood Hills - Gregory Hills	Did not go to school	98
Gledswood Hills - Gregory Hills	Year 8	204
Gledswood Hills - Gregory Hills	Year 9	380
Gledswood Hills - Gregory Hills	Year 10	1886
Gledswood Hills - Gregory Hills	Year 11	586
Gledswood Hills - Gregory Hills	Year 12	6714
Leppington - Catherine Field	Did not go to school	189
Leppington - Catherine Field	Year 8	412
Leppington - Catherine Field	Year 9	544
Leppington - Catherine Field	Year 10	1881
Leppington - Catherine Field	Year 11	513
Leppington - Catherine Field	Year 12	5550
Oran Park	Did not go to school	124
Oran Park	Year 8	294
Oran Park	Year 9	503
Oran Park	Year 10	2314
Oran Park	Year 11	769
Oran Park	Year 12	7789
Bonnyrigg Heights - Bonnyrigg	Did not go to school	1084
Bonnyrigg Heights - Bonnyrigg	Year 8	1161
Bonnyrigg Heights - Bonnyrigg	Year 9	714
Bonnyrigg Heights - Bonnyrigg	Year 10	2031
Bonnyrigg Heights - Bonnyrigg	Year 11	798
Bonnyrigg Heights - Bonnyrigg	Year 12	7451
Bossley Park - Abbotsbury	Did not go to school	911
Bossley Park - Abbotsbury	Year 8	1531
Bossley Park - Abbotsbury	Year 9	974
Bossley Park - Abbotsbury	Year 10	2836
Bossley Park - Abbotsbury	Year 11	835
Bossley Park - Abbotsbury	Year 12	8376
Cabramatta - Lansvale	Did not go to school	1940
Cabramatta - Lansvale	Year 8	1908
Cabramatta - Lansvale	Year 9	1103
Cabramatta - Lansvale	Year 10	2462
Cabramatta - Lansvale	Year 11	1044
Cabramatta - Lansvale	Year 12	10205
Cabramatta West - Mount Pritchard	Did not go to school	1058
Cabramatta West - Mount Pritchard	Year 8	1211
Cabramatta West - Mount Pritchard	Year 9	836
Cabramatta West - Mount Pritchard	Year 10	2402
Cabramatta West - Mount Pritchard	Year 11	840
Cabramatta West - Mount Pritchard	Year 12	7268
Canley Vale - Canley Heights	Did not go to school	1585
Canley Vale - Canley Heights	Year 8	1692
Canley Vale - Canley Heights	Year 9	1033
Canley Vale - Canley Heights	Year 10	2239
Canley Vale - Canley Heights	Year 11	999
Canley Vale - Canley Heights	Year 12	9442
Edensor Park	Did not go to school	553
Edensor Park	Year 8	765
Edensor Park	Year 9	476
Edensor Park	Year 10	1367
Edensor Park	Year 11	458
Edensor Park	Year 12	4438
Fairfield	Did not go to school	1598
Fairfield	Year 8	1731
Fairfield	Year 9	1023
Fairfield	Year 10	1633
Fairfield	Year 11	842
Fairfield	Year 12	6996
Fairfield - West	Did not go to school	1607
Fairfield - West	Year 8	1834
Fairfield - West	Year 9	1188
Fairfield - West	Year 10	2310
Fairfield - West	Year 11	953
Fairfield - West	Year 12	7954
Greenfield Park - Prairiewood	Did not go to school	560
Greenfield Park - Prairiewood	Year 8	744
Greenfield Park - Prairiewood	Year 9	434
Greenfield Park - Prairiewood	Year 10	1131
Greenfield Park - Prairiewood	Year 11	381
Greenfield Park - Prairiewood	Year 12	3686
Horsley Park - Kemps Creek	Did not go to school	85
Horsley Park - Kemps Creek	Year 8	328
Horsley Park - Kemps Creek	Year 9	270
Horsley Park - Kemps Creek	Year 10	980
Horsley Park - Kemps Creek	Year 11	169
Horsley Park - Kemps Creek	Year 12	1570
Smithfield - Wetherill Park	Did not go to school	1122
Smithfield - Wetherill Park	Year 8	1644
Smithfield - Wetherill Park	Year 9	1094
Smithfield - Wetherill Park	Year 10	2678
Smithfield - Wetherill Park	Year 11	831
Smithfield - Wetherill Park	Year 12	7389
St Johns Park - Wakeley	Did not go to school	718
St Johns Park - Wakeley	Year 8	943
St Johns Park - Wakeley	Year 9	501
St Johns Park - Wakeley	Year 10	1338
St Johns Park - Wakeley	Year 11	437
St Johns Park - Wakeley	Year 12	4962
Wetherill Park Industrial	Year 10	4
Wetherill Park Industrial	Year 12	19
Casula	Did not go to school	365
Casula	Year 8	711
Casula	Year 9	603
Casula	Year 10	2149
Casula	Year 11	728
Casula	Year 12	7699
Chipping Norton - Moorebank	Did not go to school	218
Chipping Norton - Moorebank	Year 8	763
Chipping Norton - Moorebank	Year 9	824
Chipping Norton - Moorebank	Year 10	3204
Chipping Norton - Moorebank	Year 11	901
Chipping Norton - Moorebank	Year 12	9448
Holsworthy - Wattle Grove	Did not go to school	107
Holsworthy - Wattle Grove	Year 8	360
Holsworthy - Wattle Grove	Year 9	658
Holsworthy - Wattle Grove	Year 10	2986
Holsworthy - Wattle Grove	Year 11	973
Holsworthy - Wattle Grove	Year 12	10487
Lurnea - Cartwright	Did not go to school	468
Lurnea - Cartwright	Year 8	753
Lurnea - Cartwright	Year 9	688
Lurnea - Cartwright	Year 10	1790
Lurnea - Cartwright	Year 11	623
Lurnea - Cartwright	Year 12	4300
Warwick Farm	Did not go to school	163
Warwick Farm	Year 8	304
Warwick Farm	Year 9	235
Warwick Farm	Year 10	602
Warwick Farm	Year 11	241
Warwick Farm	Year 12	2747
Edmondson Park	Did not go to school	145
Edmondson Park	Year 8	188
Edmondson Park	Year 9	217
Edmondson Park	Year 10	840
Edmondson Park	Year 11	399
Edmondson Park	Year 12	6513
Liverpool - East	Did not go to school	474
Liverpool - East	Year 8	730
Liverpool - East	Year 9	462
Liverpool - East	Year 10	1396
Liverpool - East	Year 11	649
Liverpool - East	Year 12	8712
Liverpool - West	Did not go to school	642
Liverpool - West	Year 8	911
Liverpool - West	Year 9	679
Liverpool - West	Year 10	1590
Liverpool - West	Year 11	551
Liverpool - West	Year 12	5580
Prestons	Did not go to school	238
Prestons	Year 8	511
Prestons	Year 9	523
Prestons	Year 10	1974
Prestons	Year 11	734
Prestons	Year 12	7631
Gymea - Grays Point	Did not go to school	48
Gymea - Grays Point	Year 8	270
Gymea - Grays Point	Year 9	702
Gymea - Grays Point	Year 10	3191
Gymea - Grays Point	Year 11	877
Gymea - Grays Point	Year 12	9069
Miranda - Yowie Bay	Did not go to school	93
Miranda - Yowie Bay	Year 8	483
Miranda - Yowie Bay	Year 9	921
Miranda - Yowie Bay	Year 10	3549
Miranda - Yowie Bay	Year 11	964
Miranda - Yowie Bay	Year 12	10133
Sylvania - Taren Point	Did not go to school	104
Sylvania - Taren Point	Year 8	459
Sylvania - Taren Point	Year 9	782
Sylvania - Taren Point	Year 10	2972
Sylvania - Taren Point	Year 11	732
Sylvania - Taren Point	Year 12	7931
Caringbah	Did not go to school	51
Caringbah	Year 8	251
Caringbah	Year 9	492
Caringbah	Year 10	2377
Caringbah	Year 11	577
Caringbah	Year 12	6192
Caringbah South	Did not go to school	33
Caringbah South	Year 8	220
Caringbah South	Year 9	520
Caringbah South	Year 10	2396
Caringbah South	Year 11	558
Caringbah South	Year 12	6307
Cronulla - Kurnell - Bundeena	Did not go to school	35
Cronulla - Kurnell - Bundeena	Year 8	335
Cronulla - Kurnell - Bundeena	Year 9	922
Cronulla - Kurnell - Bundeena	Year 10	4631
Cronulla - Kurnell - Bundeena	Year 11	1183
Cronulla - Kurnell - Bundeena	Year 12	12663
Lilli Pilli - Port Hacking - Dolans Bay	Did not go to school	3
Lilli Pilli - Port Hacking - Dolans Bay	Year 8	37
Lilli Pilli - Port Hacking - Dolans Bay	Year 9	143
Lilli Pilli - Port Hacking - Dolans Bay	Year 10	542
Lilli Pilli - Port Hacking - Dolans Bay	Year 11	164
Lilli Pilli - Port Hacking - Dolans Bay	Year 12	1757
Woolooware - Burraneer	Did not go to school	26
Woolooware - Burraneer	Year 8	146
Woolooware - Burraneer	Year 9	320
Woolooware - Burraneer	Year 10	1519
Woolooware - Burraneer	Year 11	407
Woolooware - Burraneer	Year 12	4781
Heathcote - Waterfall	Did not go to school	8
Heathcote - Waterfall	Year 8	124
Heathcote - Waterfall	Year 9	349
Heathcote - Waterfall	Year 10	1495
Heathcote - Waterfall	Year 11	322
Heathcote - Waterfall	Year 12	2795
Illawong - Alfords Point	Did not go to school	87
Illawong - Alfords Point	Year 8	245
Illawong - Alfords Point	Year 9	363
Illawong - Alfords Point	Year 10	1874
Illawong - Alfords Point	Year 11	476
Illawong - Alfords Point	Year 12	5485
Menai - Lucas Heights - Woronora	Did not go to school	61
Menai - Lucas Heights - Woronora	Year 8	363
Menai - Lucas Heights - Woronora	Year 9	759
Menai - Lucas Heights - Woronora	Year 10	3893
Menai - Lucas Heights - Woronora	Year 11	1041
Menai - Lucas Heights - Woronora	Year 12	10371
Oyster Bay - Como - Jannali	Did not go to school	41
Oyster Bay - Como - Jannali	Year 8	387
Oyster Bay - Como - Jannali	Year 9	775
Oyster Bay - Como - Jannali	Year 10	3351
Oyster Bay - Como - Jannali	Year 11	902
Oyster Bay - Como - Jannali	Year 12	11337
Royal National Park	Year 12	18
Sutherland - Kirrawee	Did not go to school	84
Sutherland - Kirrawee	Year 8	465
Sutherland - Kirrawee	Year 9	932
Sutherland - Kirrawee	Year 10	3935
Sutherland - Kirrawee	Year 11	1041
Sutherland - Kirrawee	Year 12	11954
Engadine	Did not go to school	19
Engadine	Year 8	255
Engadine	Year 9	857
Engadine	Year 10	3716
Engadine	Year 11	865
Engadine	Year 12	7382
Loftus - Yarrawarrah	Did not go to school	10
Loftus - Yarrawarrah	Year 8	108
Loftus - Yarrawarrah	Year 9	322
Loftus - Yarrawarrah	Year 10	1505
Loftus - Yarrawarrah	Year 11	367
Loftus - Yarrawarrah	Year 12	3364
Woronora Heights	Did not go to school	5
Woronora Heights	Year 8	41
Woronora Heights	Year 9	123
Woronora Heights	Year 10	756
Woronora Heights	Year 11	173
Woronora Heights	Year 12	1758
No usual address (NSW)	Did not go to school	75
No usual address (NSW)	Year 8	332
No usual address (NSW)	Year 9	576
No usual address (NSW)	Year 10	1883
No usual address (NSW)	Year 11	526
No usual address (NSW)	Year 12	3320
Alfredton	Did not go to school	45
Alfredton	Year 8	430
Alfredton	Year 9	754
Alfredton	Year 10	1845
Alfredton	Year 11	1843
Alfredton	Year 12	7419
Ballarat	Did not go to school	22
Ballarat	Year 8	355
Ballarat	Year 9	520
Ballarat	Year 10	1245
Ballarat	Year 11	1400
Ballarat	Year 12	6180
Buninyong	Did not go to school	14
Buninyong	Year 8	169
Buninyong	Year 9	335
Buninyong	Year 10	836
Buninyong	Year 11	844
Buninyong	Year 12	3282
Delacombe	Did not go to school	39
Delacombe	Year 8	408
Delacombe	Year 9	659
Delacombe	Year 10	1591
Delacombe	Year 11	1237
Delacombe	Year 12	4009
Smythes Creek	Did not go to school	8
Smythes Creek	Year 8	126
Smythes Creek	Year 9	277
Smythes Creek	Year 10	742
Smythes Creek	Year 11	618
Smythes Creek	Year 12	1466
Wendouree - Miners Rest	Did not go to school	64
Wendouree - Miners Rest	Year 8	876
Wendouree - Miners Rest	Year 9	1225
Wendouree - Miners Rest	Year 10	2525
Wendouree - Miners Rest	Year 11	1919
Wendouree - Miners Rest	Year 12	4898
