SA2_NAME21	MaxSchoolingCompleted	adults
Monterey - Brighton-le-Sands - Kyeemagh	Year 12	7355
Rockdale - Banksia	Did not go to school	314
Rockdale - Banksia	Year 8	751
Rockdale - Banksia	Year 9	439
Rockdale - Banksia	Year 10	1788
Rockdale - Banksia	Year 11	708
Rockdale - Banksia	Year 12	11858
Sans Souci - Ramsgate	Did not go to school	172
Sans Souci - Ramsgate	Year 8	702
Sans Souci - Ramsgate	Year 9	631
Sans Souci - Ramsgate	Year 10	2612
Sans Souci - Ramsgate	Year 11	663
Sans Souci - Ramsgate	Year 12	8307
Arncliffe - Bardwell Valley	Did not go to school	352
Arncliffe - Bardwell Valley	Year 8	558
Arncliffe - Bardwell Valley	Year 9	430
Arncliffe - Bardwell Valley	Year 10	1744
Arncliffe - Bardwell Valley	Year 11	728
Arncliffe - Bardwell Valley	Year 12	8880
Bexley - North	Did not go to school	173
Bexley - North	Year 8	488
Bexley - North	Year 9	316
Bexley - North	Year 10	1288
Bexley - North	Year 11	368
Bexley - North	Year 12	4971
Bexley - South	Did not go to school	280
Bexley - South	Year 8	705
Bexley - South	Year 9	380
Bexley - South	Year 10	1567
Bexley - South	Year 11	549
Bexley - South	Year 12	8987
Wolli Creek	Did not go to school	102
Wolli Creek	Year 8	77
Wolli Creek	Year 9	98
Wolli Creek	Year 10	446
Wolli Creek	Year 11	475
Wolli Creek	Year 12	8026
Concord - Mortlake - Cabarita	Did not go to school	215
Concord - Mortlake - Cabarita	Year 8	732
Concord - Mortlake - Cabarita	Year 9	711
Concord - Mortlake - Cabarita	Year 10	2830
Concord - Mortlake - Cabarita	Year 11	890
Concord - Mortlake - Cabarita	Year 12	13288
Drummoyne - Rodd Point	Did not go to school	117
Drummoyne - Rodd Point	Year 8	508
Drummoyne - Rodd Point	Year 9	481
Drummoyne - Rodd Point	Year 10	1928
Drummoyne - Rodd Point	Year 11	608
Drummoyne - Rodd Point	Year 12	10903
Five Dock - Abbotsford	Did not go to school	197
Five Dock - Abbotsford	Year 8	758
Five Dock - Abbotsford	Year 9	638
Five Dock - Abbotsford	Year 10	2496
Five Dock - Abbotsford	Year 11	678
Five Dock - Abbotsford	Year 12	11712
Concord West - North Strathfield	Did not go to school	114
Concord West - North Strathfield	Year 8	357
Concord West - North Strathfield	Year 9	302
Concord West - North Strathfield	Year 10	1183
Concord West - North Strathfield	Year 11	388
Concord West - North Strathfield	Year 12	7635
Rhodes	Did not go to school	95
Rhodes	Year 8	64
Rhodes	Year 9	112
Rhodes	Year 10	344
Rhodes	Year 11	264
Rhodes	Year 12	8664
Balmain	Did not go to school	33
Balmain	Year 8	195
Balmain	Year 9	298
Balmain	Year 10	1115
Balmain	Year 11	490
Balmain	Year 12	10235
Lilyfield - Rozelle	Did not go to school	49
Lilyfield - Rozelle	Year 8	241
Lilyfield - Rozelle	Year 9	306
Lilyfield - Rozelle	Year 10	1111
Lilyfield - Rozelle	Year 11	456
Lilyfield - Rozelle	Year 12	8615
Annandale (NSW)	Did not go to school	27
Annandale (NSW)	Year 8	102
Annandale (NSW)	Year 9	163
Annandale (NSW)	Year 10	620
Annandale (NSW)	Year 11	271
Annandale (NSW)	Year 12	6249
Leichhardt	Did not go to school	96
Leichhardt	Year 8	364
Leichhardt	Year 9	380
Leichhardt	Year 10	1373
Leichhardt	Year 11	541
Leichhardt	Year 12	10730
Canterbury (North) - Ashbury	Did not go to school	202
Canterbury (North) - Ashbury	Year 8	530
Canterbury (North) - Ashbury	Year 9	286
Canterbury (North) - Ashbury	Year 10	1171
Canterbury (North) - Ashbury	Year 11	409
Canterbury (North) - Ashbury	Year 12	7155
Croydon Park - Enfield	Did not go to school	293
Croydon Park - Enfield	Year 8	805
Croydon Park - Enfield	Year 9	520
Croydon Park - Enfield	Year 10	1980
Croydon Park - Enfield	Year 11	663
Croydon Park - Enfield	Year 12	9425
Dulwich Hill - Lewisham	Did not go to school	218
Dulwich Hill - Lewisham	Year 8	594
Dulwich Hill - Lewisham	Year 9	354
Dulwich Hill - Lewisham	Year 10	1401
Dulwich Hill - Lewisham	Year 11	655
Dulwich Hill - Lewisham	Year 12	11261
Haberfield - Summer Hill	Did not go to school	152
Haberfield - Summer Hill	Year 8	544
Haberfield - Summer Hill	Year 9	331
Haberfield - Summer Hill	Year 10	1202
Haberfield - Summer Hill	Year 11	425
Haberfield - Summer Hill	Year 12	8347
Homebush	Did not go to school	227
Homebush	Year 8	293
Homebush	Year 9	308
Homebush	Year 10	896
Homebush	Year 11	508
Homebush	Year 12	14205
Strathfield South	Did not go to school	32
Strathfield South	Year 8	110
Strathfield South	Year 9	82
Strathfield South	Year 10	340
Strathfield South	Year 11	120
Strathfield South	Year 12	2156
Ashfield - North	Did not go to school	138
Ashfield - North	Year 8	336
Ashfield - North	Year 9	214
Ashfield - North	Year 10	811
Ashfield - North	Year 11	330
Ashfield - North	Year 12	7724
Ashfield - South	Did not go to school	191
Ashfield - South	Year 8	469
Ashfield - South	Year 9	282
Ashfield - South	Year 10	987
Ashfield - South	Year 11	353
Ashfield - South	Year 12	7842
Burwood (NSW)	Did not go to school	361
Burwood (NSW)	Year 8	467
Burwood (NSW)	Year 9	347
Burwood (NSW)	Year 10	718
Burwood (NSW)	Year 11	418
Burwood (NSW)	Year 12	11056
Croydon	Did not go to school	224
Croydon	Year 8	489
Croydon	Year 9	319
Croydon	Year 10	957
Croydon	Year 11	322
Croydon	Year 12	6616
Strathfield - East	Did not go to school	213
Strathfield - East	Year 8	314
Strathfield - East	Year 9	246
Strathfield - East	Year 10	800
Strathfield - East	Year 11	374
Strathfield - East	Year 12	12036
Strathfield - West	Did not go to school	102
Strathfield - West	Year 8	213
Strathfield - West	Year 9	203
Strathfield - West	Year 10	704
Strathfield - West	Year 11	292
Strathfield - West	Year 12	5952
Chatswood (West) - Lane Cove North	Did not go to school	121
Chatswood (West) - Lane Cove North	Year 8	216
Chatswood (West) - Lane Cove North	Year 9	346
Chatswood (West) - Lane Cove North	Year 10	1263
Chatswood (West) - Lane Cove North	Year 11	596
Chatswood (West) - Lane Cove North	Year 12	14174
St Leonards - Naremburn	Did not go to school	50
St Leonards - Naremburn	Year 8	117
St Leonards - Naremburn	Year 9	158
St Leonards - Naremburn	Year 10	561
St Leonards - Naremburn	Year 11	290
St Leonards - Naremburn	Year 12	8434
Artarmon	Did not go to school	56
Artarmon	Year 8	111
Artarmon	Year 9	182
Artarmon	Year 10	436
Artarmon	Year 11	262
Artarmon	Year 12	6176
Castle Cove - Northbridge	Did not go to school	24
Castle Cove - Northbridge	Year 8	179
Castle Cove - Northbridge	Year 9	341
Castle Cove - Northbridge	Year 10	832
Castle Cove - Northbridge	Year 11	481
Castle Cove - Northbridge	Year 12	8572
Chatswood - East	Did not go to school	207
Chatswood - East	Year 8	343
Chatswood - East	Year 9	403
Chatswood - East	Year 10	996
Chatswood - East	Year 11	503
Chatswood - East	Year 12	13053
Greenwich - Riverview	Did not go to school	27
Greenwich - Riverview	Year 8	113
Greenwich - Riverview	Year 9	234
Greenwich - Riverview	Year 10	741
Greenwich - Riverview	Year 11	422
Greenwich - Riverview	Year 12	8738
Lane Cove	Did not go to school	48
Lane Cove	Year 8	157
Lane Cove	Year 9	276
Lane Cove	Year 10	993
Lane Cove	Year 11	486
Lane Cove	Year 12	10329
Willoughby	Did not go to school	74
Willoughby	Year 8	287
Willoughby	Year 9	331
Willoughby	Year 10	970
Willoughby	Year 11	421
Willoughby	Year 12	7713
Asquith - Mount Colah	Did not go to school	103
Asquith - Mount Colah	Year 8	272
Asquith - Mount Colah	Year 9	640
Asquith - Mount Colah	Year 10	2602
Asquith - Mount Colah	Year 11	879
Asquith - Mount Colah	Year 12	12606
Berowra - Brooklyn - Cowan	Did not go to school	18
Berowra - Brooklyn - Cowan	Year 8	173
Berowra - Brooklyn - Cowan	Year 9	432
Berowra - Brooklyn - Cowan	Year 10	1891
Berowra - Brooklyn - Cowan	Year 11	551
Berowra - Brooklyn - Cowan	Year 12	6128
Normanhurst - Thornleigh - Westleigh	Did not go to school	102
Normanhurst - Thornleigh - Westleigh	Year 8	246
Normanhurst - Thornleigh - Westleigh	Year 9	514
Normanhurst - Thornleigh - Westleigh	Year 10	1842
Normanhurst - Thornleigh - Westleigh	Year 11	666
Normanhurst - Thornleigh - Westleigh	Year 12	11439
Hornsby - East	Did not go to school	107
Hornsby - East	Year 8	217
Hornsby - East	Year 9	243
Hornsby - East	Year 10	789
Hornsby - East	Year 11	361
Hornsby - East	Year 12	7847
Hornsby - West	Did not go to school	77
Hornsby - West	Year 8	177
Hornsby - West	Year 9	308
Hornsby - West	Year 10	1038
Hornsby - West	Year 11	397
Hornsby - West	Year 12	6209
Wahroonga (West) - Waitara	Did not go to school	82
Wahroonga (West) - Waitara	Year 8	130
Wahroonga (West) - Waitara	Year 9	256
Wahroonga (West) - Waitara	Year 10	792
Wahroonga (West) - Waitara	Year 11	324
Wahroonga (West) - Waitara	Year 12	7439
Gordon - Killara	Did not go to school	121
Gordon - Killara	Year 8	235
Gordon - Killara	Year 9	444
Gordon - Killara	Year 10	1119
Gordon - Killara	Year 11	700
Gordon - Killara	Year 12	15190
Lindfield - Roseville	Did not go to school	90
Lindfield - Roseville	Year 8	265
Lindfield - Roseville	Year 9	538
Lindfield - Roseville	Year 10	1301
Lindfield - Roseville	Year 11	780
Lindfield - Roseville	Year 12	16041
Pymble	Did not go to school	56
Pymble	Year 8	173
Pymble	Year 9	395
Pymble	Year 10	995
Pymble	Year 11	558
Pymble	Year 12	11149
St Ives	Did not go to school	55
St Ives	Year 8	250
St Ives	Year 9	504
St Ives	Year 10	1532
St Ives	Year 11	756
St Ives	Year 12	13595
Turramurra	Did not go to school	58
Turramurra	Year 8	228
Turramurra	Year 9	507
Turramurra	Year 10	1597
Turramurra	Year 11	712
Turramurra	Year 12	12831
Wahroonga (East) - Warrawee	Did not go to school	33
Wahroonga (East) - Warrawee	Year 8	173
Wahroonga (East) - Warrawee	Year 9	452
Wahroonga (East) - Warrawee	Year 10	1307
Wahroonga (East) - Warrawee	Year 11	688
Wahroonga (East) - Warrawee	Year 12	11663
Cremorne - Cammeray	Did not go to school	31
Cremorne - Cammeray	Year 8	123
Cremorne - Cammeray	Year 9	292
Cremorne - Cammeray	Year 10	1140
Cremorne - Cammeray	Year 11	578
Cremorne - Cammeray	Year 12	13114
Crows Nest - Waverton	Did not go to school	35
Crows Nest - Waverton	Year 8	120
Crows Nest - Waverton	Year 9	204
Crows Nest - Waverton	Year 10	944
Crows Nest - Waverton	Year 11	453
Crows Nest - Waverton	Year 12	13245
Neutral Bay - Kirribilli	Did not go to school	42
Neutral Bay - Kirribilli	Year 8	109
Neutral Bay - Kirribilli	Year 9	229
Neutral Bay - Kirribilli	Year 10	1063
Neutral Bay - Kirribilli	Year 11	462
Neutral Bay - Kirribilli	Year 12	12529
North Sydney - Lavender Bay	Did not go to school	32
North Sydney - Lavender Bay	Year 8	71
North Sydney - Lavender Bay	Year 9	159
North Sydney - Lavender Bay	Year 10	607
North Sydney - Lavender Bay	Year 11	364
North Sydney - Lavender Bay	Year 12	9257
Mosman - North	Did not go to school	28
Mosman - North	Year 8	94
Mosman - North	Year 9	281
Mosman - North	Year 10	921
Mosman - North	Year 11	491
Mosman - North	Year 12	9304
Mosman - South	Did not go to school	24
Mosman - South	Year 8	114
Mosman - South	Year 9	240
Mosman - South	Year 10	890
Mosman - South	Year 11	506
Mosman - South	Year 12	9820
Balgowlah - Clontarf - Seaforth	Did not go to school	21
Balgowlah - Clontarf - Seaforth	Year 8	233
Balgowlah - Clontarf - Seaforth	Year 9	512
Balgowlah - Clontarf - Seaforth	Year 10	1715
Balgowlah - Clontarf - Seaforth	Year 11	792
Balgowlah - Clontarf - Seaforth	Year 12	12492
Manly - Fairlight	Did not go to school	26
Manly - Fairlight	Year 8	169
Manly - Fairlight	Year 9	408
Manly - Fairlight	Year 10	1546
Manly - Fairlight	Year 11	735
Manly - Fairlight	Year 12	15414
Avalon - Palm Beach	Did not go to school	8
Avalon - Palm Beach	Year 8	115
Avalon - Palm Beach	Year 9	332
Avalon - Palm Beach	Year 10	1624
Avalon - Palm Beach	Year 11	624
Avalon - Palm Beach	Year 12	7626
Bayview - Elanora Heights	Did not go to school	26
Bayview - Elanora Heights	Year 8	169
Bayview - Elanora Heights	Year 9	393
Bayview - Elanora Heights	Year 10	1680
Bayview - Elanora Heights	Year 11	548
Bayview - Elanora Heights	Year 12	6064
Newport - Bilgola	Did not go to school	17
Newport - Bilgola	Year 8	111
Newport - Bilgola	Year 9	341
Newport - Bilgola	Year 10	1823
Newport - Bilgola	Year 11	654
Newport - Bilgola	Year 12	7992
Mona Vale - Warriewood (North)	Did not go to school	45
Mona Vale - Warriewood (North)	Year 8	231
Mona Vale - Warriewood (North)	Year 9	486
Mona Vale - Warriewood (North)	Year 10	2200
Mona Vale - Warriewood (North)	Year 11	728
Mona Vale - Warriewood (North)	Year 12	7486
North Narrabeen - Warriewood (South)	Did not go to school	22
North Narrabeen - Warriewood (South)	Year 8	128
North Narrabeen - Warriewood (South)	Year 9	352
North Narrabeen - Warriewood (South)	Year 10	1578
North Narrabeen - Warriewood (South)	Year 11	533
North Narrabeen - Warriewood (South)	Year 12	5533
Beacon Hill - Narraweena	Did not go to school	149
Beacon Hill - Narraweena	Year 8	403
Beacon Hill - Narraweena	Year 9	551
Beacon Hill - Narraweena	Year 10	2108
Beacon Hill - Narraweena	Year 11	657
Beacon Hill - Narraweena	Year 12	7288
Cromer	Did not go to school	36
Cromer	Year 8	146
Cromer	Year 9	350
Cromer	Year 10	1290
Cromer	Year 11	404
Cromer	Year 12	3902
Forestville - Killarney Heights	Did not go to school	51
Forestville - Killarney Heights	Year 8	223
Forestville - Killarney Heights	Year 9	441
Forestville - Killarney Heights	Year 10	1382
Forestville - Killarney Heights	Year 11	532
Forestville - Killarney Heights	Year 12	7347
Freshwater - Brookvale	Did not go to school	66
Freshwater - Brookvale	Year 8	307
Freshwater - Brookvale	Year 9	534
Freshwater - Brookvale	Year 10	2141
Freshwater - Brookvale	Year 11	846
Freshwater - Brookvale	Year 12	13298
Manly Vale - Allambie Heights	Did not go to school	52
Manly Vale - Allambie Heights	Year 8	267
Manly Vale - Allambie Heights	Year 9	448
Manly Vale - Allambie Heights	Year 10	1924
Manly Vale - Allambie Heights	Year 11	687
Manly Vale - Allambie Heights	Year 12	9798
Terrey Hills - Duffys Forest	Did not go to school	21
Terrey Hills - Duffys Forest	Year 8	67
Terrey Hills - Duffys Forest	Year 9	135
Terrey Hills - Duffys Forest	Year 10	620
Terrey Hills - Duffys Forest	Year 11	191
Terrey Hills - Duffys Forest	Year 12	1983
Belrose	Did not go to school	23
Belrose	Year 8	210
Belrose	Year 9	326
Belrose	Year 10	1295
Belrose	Year 11	388
Belrose	Year 12	4576
Collaroy - Collaroy Plateau	Did not go to school	60
Collaroy - Collaroy Plateau	Year 8	256
Collaroy - Collaroy Plateau	Year 9	446
Collaroy - Collaroy Plateau	Year 10	1979
Collaroy - Collaroy Plateau	Year 11	656
Collaroy - Collaroy Plateau	Year 12	7629
Dee Why (South) - North Curl Curl	Did not go to school	36
Dee Why (South) - North Curl Curl	Year 8	130
Dee Why (South) - North Curl Curl	Year 9	239
Dee Why (South) - North Curl Curl	Year 10	1056
Dee Why (South) - North Curl Curl	Year 11	362
Dee Why (South) - North Curl Curl	Year 12	5280
Dee Why - North	Did not go to school	210
Dee Why - North	Year 8	332
Dee Why - North	Year 9	433
Dee Why - North	Year 10	1949
Dee Why - North	Year 11	665
Dee Why - North	Year 12	10931
Frenchs Forest - Oxford Falls	Did not go to school	56
Frenchs Forest - Oxford Falls	Year 8	240
Frenchs Forest - Oxford Falls	Year 9	521
Frenchs Forest - Oxford Falls	Year 10	2066
Frenchs Forest - Oxford Falls	Year 11	729
Frenchs Forest - Oxford Falls	Year 12	9513
Narrabeen - Wheeler Heights	Did not go to school	12
Narrabeen - Wheeler Heights	Year 8	194
Narrabeen - Wheeler Heights	Year 9	489
Narrabeen - Wheeler Heights	Year 10	1924
Narrabeen - Wheeler Heights	Year 11	536
Narrabeen - Wheeler Heights	Year 12	5841
Camden - Ellis Lane	Did not go to school	49
Camden - Ellis Lane	Year 8	391
Camden - Ellis Lane	Year 9	863
Camden - Ellis Lane	Year 10	3170
Camden - Ellis Lane	Year 11	657
Camden - Ellis Lane	Year 12	4943
Currans Hill	Did not go to school	38
Currans Hill	Year 8	142
Currans Hill	Year 9	311
Currans Hill	Year 10	1265
Currans Hill	Year 11	388
Currans Hill	Year 12	2472
Elderslie - Narellan	Did not go to school	19
Elderslie - Narellan	Year 8	338
Elderslie - Narellan	Year 9	714
Elderslie - Narellan	Year 10	3040
Elderslie - Narellan	Year 11	808
Elderslie - Narellan	Year 12	5377
Harrington Park	Did not go to school	49
Harrington Park	Year 8	228
Harrington Park	Year 9	525
Harrington Park	Year 10	2225
Harrington Park	Year 11	636
Harrington Park	Year 12	4714
Mount Annan	Did not go to school	69
Mount Annan	Year 8	410
Mount Annan	Year 9	901
Mount Annan	Year 10	4082
Mount Annan	Year 11	1154
Mount Annan	Year 12	7574
Spring Farm	Did not go to school	29
Spring Farm	Year 8	138
Spring Farm	Year 9	348
Spring Farm	Year 10	1740
Spring Farm	Year 11	457
Spring Farm	Year 12	3863
Bradbury - Wedderburn	Did not go to school	131
Bradbury - Wedderburn	Year 8	671
Bradbury - Wedderburn	Year 9	1246
Bradbury - Wedderburn	Year 10	3956
Bradbury - Wedderburn	Year 11	1217
Bradbury - Wedderburn	Year 12	7010
Campbelltown - Woodbine	Did not go to school	194
Campbelltown - Woodbine	Year 8	661
Campbelltown - Woodbine	Year 9	1074
Campbelltown - Woodbine	Year 10	3666
Campbelltown - Woodbine	Year 11	1153
Campbelltown - Woodbine	Year 12	9726
Claymore - Eagle Vale - Raby	Did not go to school	194
Claymore - Eagle Vale - Raby	Year 8	639
Claymore - Eagle Vale - Raby	Year 9	1077
Claymore - Eagle Vale - Raby	Year 10	4103
Claymore - Eagle Vale - Raby	Year 11	1068
Claymore - Eagle Vale - Raby	Year 12	7674
Leumeah - Minto Heights	Did not go to school	118
Leumeah - Minto Heights	Year 8	539
Leumeah - Minto Heights	Year 9	1033
Leumeah - Minto Heights	Year 10	3565
Leumeah - Minto Heights	Year 11	906
Leumeah - Minto Heights	Year 12	6399
Minto - St Andrews	Did not go to school	246
Minto - St Andrews	Year 8	642
Minto - St Andrews	Year 9	933
Minto - St Andrews	Year 10	3356
Minto - St Andrews	Year 11	993
Minto - St Andrews	Year 12	9119
Rosemeadow - Glen Alpine	Did not go to school	169
Rosemeadow - Glen Alpine	Year 8	667
Rosemeadow - Glen Alpine	Year 9	1315
Rosemeadow - Glen Alpine	Year 10	4299
Rosemeadow - Glen Alpine	Year 11	1268
Rosemeadow - Glen Alpine	Year 12	7899
Denham Court - Bardia	Did not go to school	126
Denham Court - Bardia	Year 8	261
Denham Court - Bardia	Year 9	339
Denham Court - Bardia	Year 10	1431
Denham Court - Bardia	Year 11	532
Denham Court - Bardia	Year 12	7684
Glenfield	Did not go to school	59
Glenfield	Year 8	242
Glenfield	Year 9	383
Glenfield	Year 10	1232
Glenfield	Year 11	385
Glenfield	Year 12	5367
Ingleburn	Did not go to school	151
Ingleburn	Year 8	471
Ingleburn	Year 9	720
Ingleburn	Year 10	2685
Ingleburn	Year 11	752
Ingleburn	Year 12	7766
Macquarie Fields	Did not go to school	154
Macquarie Fields	Year 8	525
Macquarie Fields	Year 9	756
Macquarie Fields	Year 10	2207
Macquarie Fields	Year 11	690
Macquarie Fields	Year 12	5721
Bargo	Did not go to school	17
Bargo	Year 8	220
Bargo	Year 9	446
Bargo	Year 10	1777
Bargo	Year 11	351
Bargo	Year 12	1671
Douglas Park - Appin	Did not go to school	19
Douglas Park - Appin	Year 8	219
Douglas Park - Appin	Year 9	563
Douglas Park - Appin	Year 10	2680
Douglas Park - Appin	Year 11	586
Douglas Park - Appin	Year 12	3822
Picton - Tahmoor - Buxton	Did not go to school	50
Picton - Tahmoor - Buxton	Year 8	538
Picton - Tahmoor - Buxton	Year 9	1194
Picton - Tahmoor - Buxton	Year 10	4954
Picton - Tahmoor - Buxton	Year 11	1215
Picton - Tahmoor - Buxton	Year 12	6141
The Oaks - Oakdale	Did not go to school	22
The Oaks - Oakdale	Year 8	262
The Oaks - Oakdale	Year 9	636
The Oaks - Oakdale	Year 10	2604
The Oaks - Oakdale	Year 11	533
The Oaks - Oakdale	Year 12	3259
Blackheath - Megalong Valley	Did not go to school	10
Blackheath - Megalong Valley	Year 8	92
Blackheath - Megalong Valley	Year 9	237
Blackheath - Megalong Valley	Year 10	1007
Blackheath - Megalong Valley	Year 11	295
Blackheath - Megalong Valley	Year 12	3020
Blaxland - Warrimoo - Lapstone	Did not go to school	22
Blaxland - Warrimoo - Lapstone	Year 8	239
Blaxland - Warrimoo - Lapstone	Year 9	760
Blaxland - Warrimoo - Lapstone	Year 10	3483
Blaxland - Warrimoo - Lapstone	Year 11	899
Blaxland - Warrimoo - Lapstone	Year 12	9411
Blue Mountains - North	Year 10	5
Blue Mountains - North	Year 12	6
Katoomba - Leura	Did not go to school	56
Katoomba - Leura	Year 8	308
Katoomba - Leura	Year 9	559
Katoomba - Leura	Year 10	2340
Katoomba - Leura	Year 11	749
Katoomba - Leura	Year 12	7034
Lawson - Hazelbrook - Linden	Did not go to school	17
Lawson - Hazelbrook - Linden	Year 8	180
Lawson - Hazelbrook - Linden	Year 9	487
Lawson - Hazelbrook - Linden	Year 10	2256
Lawson - Hazelbrook - Linden	Year 11	610
Lawson - Hazelbrook - Linden	Year 12	5541
Springwood - Winmalee	Did not go to school	35
Springwood - Winmalee	Year 8	421
Springwood - Winmalee	Year 9	961
Springwood - Winmalee	Year 10	4286
Springwood - Winmalee	Year 11	1149
Springwood - Winmalee	Year 12	10338
Wentworth Falls	Did not go to school	19
Wentworth Falls	Year 8	133
Wentworth Falls	Year 9	270
Wentworth Falls	Year 10	1073
Wentworth Falls	Year 11	305
Wentworth Falls	Year 12	3211
Blue Mountains - South	Year 9	4
Cambridge Park	Did not go to school	71
Cambridge Park	Year 8	529
Cambridge Park	Year 9	1053
Cambridge Park	Year 10	4015
Cambridge Park	Year 11	962
Cambridge Park	Year 12	5192
Emu Plains - Leonay	Did not go to school	52
Emu Plains - Leonay	Year 8	387
Emu Plains - Leonay	Year 9	757
Emu Plains - Leonay	Year 10	3170
Emu Plains - Leonay	Year 11	779
Emu Plains - Leonay	Year 12	5574
Glenmore Park - Regentville	Did not go to school	58
Glenmore Park - Regentville	Year 8	421
Glenmore Park - Regentville	Year 9	923
Glenmore Park - Regentville	Year 10	4402
Glenmore Park - Regentville	Year 11	1179
Glenmore Park - Regentville	Year 12	8888
Jamisontown - South Penrith	Did not go to school	63
Jamisontown - South Penrith	Year 8	541
Jamisontown - South Penrith	Year 9	1109
Jamisontown - South Penrith	Year 10	4213
Jamisontown - South Penrith	Year 11	1022
Jamisontown - South Penrith	Year 12	6215
Kingswood - Werrington	Did not go to school	198
Kingswood - Werrington	Year 8	629
Kingswood - Werrington	Year 9	1122
Kingswood - Werrington	Year 10	4221
Kingswood - Werrington	Year 11	1159
Kingswood - Werrington	Year 12	10169
Mulgoa - Luddenham - Orchard Hills	Did not go to school	64
Mulgoa - Luddenham - Orchard Hills	Year 8	370
Mulgoa - Luddenham - Orchard Hills	Year 9	598
Mulgoa - Luddenham - Orchard Hills	Year 10	2505
Mulgoa - Luddenham - Orchard Hills	Year 11	600
Mulgoa - Luddenham - Orchard Hills	Year 12	4766
Penrith	Did not go to school	115
Penrith	Year 8	566
Penrith	Year 9	972
Penrith	Year 10	3439
Penrith	Year 11	1041
Penrith	Year 12	7473
Warragamba - Silverdale	Did not go to school	11
Warragamba - Silverdale	Year 8	167
Warragamba - Silverdale	Year 9	364
Warragamba - Silverdale	Year 10	1685
Warragamba - Silverdale	Year 11	400
Warragamba - Silverdale	Year 12	1870
Cranebrook - Castlereagh	Did not go to school	57
Cranebrook - Castlereagh	Year 8	453
Cranebrook - Castlereagh	Year 9	953
Cranebrook - Castlereagh	Year 10	3997
Cranebrook - Castlereagh	Year 11	996
Cranebrook - Castlereagh	Year 12	6032
Jordan Springs - Llandilo	Did not go to school	67
Jordan Springs - Llandilo	Year 8	271
Jordan Springs - Llandilo	Year 9	444
Jordan Springs - Llandilo	Year 10	2101
Jordan Springs - Llandilo	Year 11	595
Jordan Springs - Llandilo	Year 12	5761
Richmond - Clarendon	Did not go to school	62
Richmond - Clarendon	Year 8	580
Richmond - Clarendon	Year 9	993
Richmond - Clarendon	Year 10	3675
Richmond - Clarendon	Year 11	878
Richmond - Clarendon	Year 12	5425
Windsor - Bligh Park	Did not go to school	54
Windsor - Bligh Park	Year 8	480
Windsor - Bligh Park	Year 9	1022
Windsor - Bligh Park	Year 10	3840
Windsor - Bligh Park	Year 11	961
Windsor - Bligh Park	Year 12	5088
Yarramundi - Londonderry	Did not go to school	39
Yarramundi - Londonderry	Year 8	323
Yarramundi - Londonderry	Year 9	502
Yarramundi - Londonderry	Year 10	1926
Yarramundi - Londonderry	Year 11	322
Yarramundi - Londonderry	Year 12	1759
Erskine Park	Did not go to school	36
Erskine Park	Year 8	168
Erskine Park	Year 9	296
Erskine Park	Year 10	1566
Erskine Park	Year 11	383
Erskine Park	Year 12	2604
St Clair	Did not go to school	154
St Clair	Year 8	600
St Clair	Year 9	1046
St Clair	Year 10	4359
St Clair	Year 11	1122
St Clair	Year 12	7725
Colyton - Oxley Park	Did not go to school	141
Colyton - Oxley Park	Year 8	530
Colyton - Oxley Park	Year 9	724
Colyton - Oxley Park	Year 10	2531
Colyton - Oxley Park	Year 11	722
Colyton - Oxley Park	Year 12	4559
St Marys - North St Marys	Did not go to school	159
St Marys - North St Marys	Year 8	708
St Marys - North St Marys	Year 9	967
St Marys - North St Marys	Year 10	3230
St Marys - North St Marys	Year 11	926
St Marys - North St Marys	Year 12	5965
Rookwood Cemetery	Year 10	4
Auburn - Central	Did not go to school	1020
Auburn - Central	Year 8	1159
Auburn - Central	Year 9	607
Auburn - Central	Year 10	1385
Auburn - Central	Year 11	543
Auburn - Central	Year 12	9739
Auburn - North	Did not go to school	482
Auburn - North	Year 8	536
Auburn - North	Year 9	323
Auburn - North	Year 10	604
Auburn - North	Year 11	257
Auburn - North	Year 12	6074
Auburn - South	Did not go to school	405
Auburn - South	Year 8	549
Auburn - South	Year 9	317
Auburn - South	Year 10	832
Auburn - South	Year 11	323
Auburn - South	Year 12	3892
Berala	Did not go to school	342
Berala	Year 8	535
Berala	Year 9	371
Berala	Year 10	886
Berala	Year 11	348
Berala	Year 12	4293
Lidcombe	Did not go to school	584
Lidcombe	Year 8	825
Lidcombe	Year 9	551
Lidcombe	Year 10	1485
Lidcombe	Year 11	593
Lidcombe	Year 12	13067
Regents Park	Did not go to school	198
Regents Park	Year 8	276
Regents Park	Year 9	221
Regents Park	Year 10	566
Regents Park	Year 11	211
Regents Park	Year 12	2496
Silverwater - Newington	Did not go to school	86
Silverwater - Newington	Year 8	123
Silverwater - Newington	Year 9	149
Silverwater - Newington	Year 10	565
Silverwater - Newington	Year 11	237
Silverwater - Newington	Year 12	4832
Wentworth Point - Sydney Olympic Park	Did not go to school	188
Wentworth Point - Sydney Olympic Park	Year 8	134
Wentworth Point - Sydney Olympic Park	Year 9	205
Wentworth Point - Sydney Olympic Park	Year 10	864
Wentworth Point - Sydney Olympic Park	Year 11	504
Wentworth Point - Sydney Olympic Park	Year 12	14722
Ermington - Rydalmere	Did not go to school	270
Ermington - Rydalmere	Year 8	610
Ermington - Rydalmere	Year 9	785
Ermington - Rydalmere	Year 10	2627
