SA2_NAME16	HomeCensusNight	persons
Mosman - North	1	13132
Mosman - South	0	735
Mosman - South	1	13836
Balgowlah - Clontarf - Seaforth	0	701
Balgowlah - Clontarf - Seaforth	1	20035
Manly - Fairlight	0	1083
Manly - Fairlight	1	21356
Avalon - Palm Beach	0	631
Avalon - Palm Beach	1	12418
Bayview - Elanora Heights	0	371
Bayview - Elanora Heights	1	10870
Newport - Bilgola	0	505
Newport - Bilgola	1	13172
Mona Vale - Warriewood (North)	0	431
Mona Vale - Warriewood (North)	1	14204
North Narrabeen - Warriewood (South)	0	320
North Narrabeen - Warriewood (South)	1	10552
Beacon Hill - Narraweena	0	399
Beacon Hill - Narraweena	1	14152
Cromer	0	192
Cromer	1	7852
Forestville - Killarney Heights	0	267
Forestville - Killarney Heights	1	12894
Freshwater - Brookvale	0	784
Freshwater - Brookvale	1	21044
Manly Vale - Allambie Heights	0	431
Manly Vale - Allambie Heights	1	17118
Terrey Hills - Duffys Forest	0	115
Terrey Hills - Duffys Forest	1	3669
Belrose	0	179
Belrose	1	8479
Collaroy - Collaroy Plateau	0	406
Collaroy - Collaroy Plateau	1	13574
Dee Why (South) - North Curl Curl	0	276
Dee Why (South) - North Curl Curl	1	8839
Dee Why - North	0	448
Dee Why - North	1	17363
Frenchs Forest - Oxford Falls	0	408
Frenchs Forest - Oxford Falls	1	16764
Narrabeen - Wheeler Heights	0	344
Narrabeen - Wheeler Heights	1	10901
Camden - Ellis Lane	0	346
Camden - Ellis Lane	1	12951
Currans Hill	0	125
Currans Hill	1	6323
Elderslie - Narellan	0	266
Elderslie - Narellan	1	13748
Harrington Park	0	145
Harrington Park	1	11093
Mount Annan	0	399
Mount Annan	1	18639
Spring Farm	0	119
Spring Farm	1	9422
Bradbury - Wedderburn	0	489
Bradbury - Wedderburn	1	19526
Campbelltown - Woodbine	0	572
Campbelltown - Woodbine	1	21513
Claymore - Eagle Vale - Raby	0	448
Claymore - Eagle Vale - Raby	1	19783
Holsworthy Military Area	1	5
Leumeah - Minto Heights	0	402
Leumeah - Minto Heights	1	16332
Minto - St Andrews	0	373
Minto - St Andrews	1	20961
Rosemeadow - Glen Alpine	0	570
Rosemeadow - Glen Alpine	1	20582
Denham Court - Bardia	0	157
Denham Court - Bardia	1	14716
Glenfield	0	230
Glenfield	1	10308
Ingleburn	0	350
Ingleburn	1	16365
Macquarie Fields	0	290
Macquarie Fields	1	13908
Bargo	0	168
Bargo	1	5767
Douglas Park - Appin	0	251
Douglas Park - Appin	1	10860
Picton - Tahmoor - Buxton	0	488
Picton - Tahmoor - Buxton	1	18493
The Oaks - Oakdale	0	218
The Oaks - Oakdale	1	9589
Blackheath - Megalong Valley	0	253
Blackheath - Megalong Valley	1	5515
Blaxland - Warrimoo - Lapstone	0	491
Blaxland - Warrimoo - Lapstone	1	18502
Blue Mountains - North	1	7
Katoomba - Leura	0	472
Katoomba - Leura	1	12871
Lawson - Hazelbrook - Linden	0	372
Lawson - Hazelbrook - Linden	1	11081
Springwood - Winmalee	0	529
Springwood - Winmalee	1	21433
Wentworth Falls	0	200
Wentworth Falls	1	6232
Blue Mountains - South	1	8
Cambridge Park	0	364
Cambridge Park	1	15640
Emu Plains - Leonay	0	345
Emu Plains - Leonay	1	13575
Glenmore Park - Regentville	0	362
Glenmore Park - Regentville	1	20638
Jamisontown - South Penrith	0	408
Jamisontown - South Penrith	1	16921
Kingswood - Werrington	0	488
Kingswood - Werrington	1	24135
Mulgoa - Luddenham - Orchard Hills	0	269
Mulgoa - Luddenham - Orchard Hills	1	11768
Penrith	0	499
Penrith	1	17465
Warragamba - Silverdale	0	148
Warragamba - Silverdale	1	5875
Cranebrook - Castlereagh	0	392
Cranebrook - Castlereagh	1	16634
Jordan Springs - Llandilo	0	223
Jordan Springs - Llandilo	1	13163
Richmond - Clarendon	0	434
Richmond - Clarendon	1	14809
Windsor - Bligh Park	0	385
Windsor - Bligh Park	1	14883
Yarramundi - Londonderry	0	174
Yarramundi - Londonderry	1	7330
Erskine Park	0	150
Erskine Park	1	6333
St Clair	0	397
St Clair	1	19547
Colyton - Oxley Park	0	286
Colyton - Oxley Park	1	12747
St Marys - North St Marys	0	443
St Marys - North St Marys	1	16881
Rookwood Cemetery	1	3
Auburn - Central	0	298
Auburn - Central	1	19190
Auburn - North	0	203
Auburn - North	1	10384
Auburn - South	0	152
Auburn - South	1	8706
Berala	0	151
Berala	1	8461
Lidcombe	0	446
Lidcombe	1	20752
Regents Park	0	121
Regents Park	1	5014
Silverwater - Newington	0	130
Silverwater - Newington	1	9115
Wentworth Point - Sydney Olympic Park	0	389
Wentworth Point - Sydney Olympic Park	1	20018
Ermington - Rydalmere	0	565
Ermington - Rydalmere	1	24077
Oatlands - Dundas Valley	0	398
Oatlands - Dundas Valley	1	18109
Carlingford - East	0	190
Carlingford - East	1	11432
Carlingford - West	0	350
Carlingford - West	1	18904
Chester Hill - Sefton	0	395
Chester Hill - Sefton	1	20447
Fairfield - East	0	347
Fairfield - East	1	15395
Granville - Clyde	0	453
Granville - Clyde	1	22800
Guildford - South Granville	0	358
Guildford - South Granville	1	22024
Guildford West - Merrylands West	0	410
Guildford West - Merrylands West	1	22521
Smithfield Industrial	0	3
Smithfield Industrial	1	10
Yennora Industrial	1	11
Greystanes - South	0	274
Greystanes - South	1	16368
Merrylands - Holroyd	0	361
Merrylands - Holroyd	1	23443
Pemulwuy - Greystanes (North)	0	156
Pemulwuy - Greystanes (North)	1	10735
South Wentworthville	0	106
South Wentworthville	1	7200
North Parramatta	0	561
North Parramatta	1	22313
North Rocks	0	159
North Rocks	1	8294
Northmead	0	316
Northmead	1	19959
Toongabbie - Constitution Hill	0	409
Toongabbie - Constitution Hill	1	22444
Winston Hills	0	195
Winston Hills	1	11007
Pendle Hill - Girraween	0	312
Pendle Hill - Girraween	1	13624
Wentworthville - Westmead	0	294
Wentworthville - Westmead	1	21277
Parramatta - North	0	263
Parramatta - North	1	11801
Parramatta - South	0	205
Parramatta - South	1	9657
Rosehill - Harris Park	0	179
Rosehill - Harris Park	1	8852
Pennant Hills - Cheltenham	0	597
Pennant Hills - Cheltenham	1	21140
Epping (East) - North Epping	0	236
Epping (East) - North Epping	1	14169
Epping (NSW) - West	0	338
Epping (NSW) - West	1	18346
Gladesville - Huntleys Point	0	437
Gladesville - Huntleys Point	1	15019
Hunters Hill - Woolwich	0	736
Hunters Hill - Woolwich	1	9104
Macquarie Park - Marsfield	0	667
Macquarie Park - Marsfield	1	23149
North Ryde - East Ryde	0	486
North Ryde - East Ryde	1	15128
West Ryde - Meadowbank	0	465
West Ryde - Meadowbank	1	19636
Putney	0	116
Putney	1	4047
Denistone	0	142
Denistone	1	6828
Eastwood	0	439
Eastwood	1	18537
Ryde - North	0	539
Ryde - North	1	19749
Ryde - South	0	191
Ryde - South	1	11774
Ashcroft - Busby - Miller	0	440
Ashcroft - Busby - Miller	1	17529
Austral - Greendale	0	276
Austral - Greendale	1	12256
Badgerys Creek	1	25
Cecil Hills	0	112
Cecil Hills	1	6794
Green Valley	0	202
Green Valley	1	12718
Hinchinbrook	0	171
Hinchinbrook	1	12870
Hoxton Park - Carnes Hill - Horningsea Park	0	146
Hoxton Park - Carnes Hill - Horningsea Park	1	13117
West Hoxton - Middleton Grange	0	202
West Hoxton - Middleton Grange	1	16993
Cobbitty - Bringelly	0	123
Cobbitty - Bringelly	1	4639
Gledswood Hills - Gregory Hills	0	197
Gledswood Hills - Gregory Hills	1	14097
Leppington - Catherine Field	0	236
Leppington - Catherine Field	1	12328
Oran Park	0	238
Oran Park	1	17386
Bonnyrigg Heights - Bonnyrigg	0	311
Bonnyrigg Heights - Bonnyrigg	1	16845
Bossley Park - Abbotsbury	0	401
Bossley Park - Abbotsbury	1	19291
Cabramatta - Lansvale	0	840
Cabramatta - Lansvale	1	23256
Cabramatta West - Mount Pritchard	0	440
Cabramatta West - Mount Pritchard	1	17812
Canley Vale - Canley Heights	0	519
Canley Vale - Canley Heights	1	21739
Edensor Park	0	156
Edensor Park	1	10129
Fairfield	0	381
Fairfield	1	17868
Fairfield - West	0	322
Fairfield - West	1	20930
Greenfield Park - Prairiewood	0	154
Greenfield Park - Prairiewood	1	8697
Horsley Park - Kemps Creek	0	112
Horsley Park - Kemps Creek	1	4233
Smithfield - Wetherill Park	0	310
Smithfield - Wetherill Park	1	19197
St Johns Park - Wakeley	0	228
St Johns Park - Wakeley	1	10971
Wetherill Park Industrial	0	6
Wetherill Park Industrial	1	37
Casula	0	419
Casula	1	16167
Chipping Norton - Moorebank	0	383
Chipping Norton - Moorebank	1	20422
Holsworthy - Wattle Grove	0	576
Holsworthy - Wattle Grove	1	20552
Lurnea - Cartwright	0	249
Lurnea - Cartwright	1	12419
Warwick Farm	0	154
Warwick Farm	1	5779
Edmondson Park	0	163
Edmondson Park	1	11912
Liverpool - East	0	405
Liverpool - East	1	17135
Liverpool - West	0	295
Liverpool - West	1	13444
Prestons	0	261
Prestons	1	15435
Gymea - Grays Point	0	557
Gymea - Grays Point	1	17599
Miranda - Yowie Bay	0	467
Miranda - Yowie Bay	1	20239
Sylvania - Taren Point	0	367
Sylvania - Taren Point	1	16067
Caringbah	0	329
Caringbah	1	12533
Caringbah South	0	317
Caringbah South	1	12698
Cronulla - Kurnell - Bundeena	0	897
Cronulla - Kurnell - Bundeena	1	23482
Lilli Pilli - Port Hacking - Dolans Bay	0	93
Lilli Pilli - Port Hacking - Dolans Bay	1	3274
Woolooware - Burraneer	0	290
Woolooware - Burraneer	1	8661
Heathcote - Waterfall	0	164
Heathcote - Waterfall	1	6503
Illawong - Alfords Point	0	206
Illawong - Alfords Point	1	10351
Menai - Lucas Heights - Woronora	0	431
Menai - Lucas Heights - Woronora	1	20492
Oyster Bay - Como - Jannali	0	530
Oyster Bay - Como - Jannali	1	21534
Royal National Park	1	49
Sutherland - Kirrawee	0	569
Sutherland - Kirrawee	1	22671
Engadine	0	387
Engadine	1	16967
Loftus - Yarrawarrah	0	153
Loftus - Yarrawarrah	1	7194
Woronora Heights	0	90
Woronora Heights	1	3449
No usual address (NSW)	0	11371
Alfredton	0	578
Alfredton	1	16255
Ballarat	0	570
Ballarat	1	11561
Buninyong	0	311
Buninyong	1	6951
Delacombe	0	326
Delacombe	1	10339
Smythes Creek	0	131
Smythes Creek	1	4098
Wendouree - Miners Rest	0	525
Wendouree - Miners Rest	1	14812
Ballarat East - Warrenheip	0	352
Ballarat East - Warrenheip	1	9334
Ballarat North - Invermay	0	555
Ballarat North - Invermay	1	14195
Canadian - Mount Clear	0	501
Canadian - Mount Clear	1	11720
Sebastopol - Redan	0	469
Sebastopol - Redan	1	12621
Bacchus Marsh Surrounds	0	274
Bacchus Marsh Surrounds	1	6282
Creswick - Clunes	0	351
Creswick - Clunes	1	7734
Daylesford	0	584
Daylesford	1	9370
Gordon (Vic.)	0	252
Gordon (Vic.)	1	6119
Avoca	0	150
Avoca	1	3377
Beaufort	0	206
Beaufort	1	4432
Golden Plains - North	0	161
Golden Plains - North	1	4729
Maryborough (Vic.)	0	277
Maryborough (Vic.)	1	7885
Maryborough Surrounds	0	252
Maryborough Surrounds	1	5272
Bendigo	0	629
Bendigo	1	14305
California Gully - Eaglehawk	0	414
California Gully - Eaglehawk	1	12539
East Bendigo - Kennington	0	581
East Bendigo - Kennington	1	13408
Flora Hill - Spring Gully	0	418
Flora Hill - Spring Gully	1	9024
Kangaroo Flat - Golden Square	0	758
Kangaroo Flat - Golden Square	1	20281
Maiden Gully	0	193
Maiden Gully	1	5324
Strathfieldsaye	0	337
Strathfieldsaye	1	10389
White Hills - Ascot	0	440
White Hills - Ascot	1	14006
Bendigo Surrounds - South	0	302
Bendigo Surrounds - South	1	8041
Castlemaine	0	424
Castlemaine	1	10927
Castlemaine Surrounds	0	330
Castlemaine Surrounds	1	8895
Heathcote	0	236
Heathcote	1	4827
Kyneton	0	390
Kyneton	1	10175
Woodend	0	306
Woodend	1	7643
Bendigo Surrounds - North	0	185
Bendigo Surrounds - North	1	4755
Loddon	0	321
Loddon	1	6970
Bannockburn	0	220
Bannockburn	1	7540
Golden Plains - South	0	274
Golden Plains - South	1	7837
Winchelsea	0	255
Winchelsea	1	6361
Belmont	0	484
Belmont	1	14534
Geelong	0	651
Geelong	1	12850
Geelong West - Hamlyn Heights	0	642
Geelong West - Hamlyn Heights	1	20554
Highton	0	995
Highton	1	23036
Lara	0	607
Lara	1	20210
Leopold	0	473
Leopold	1	12802
Newcomb - Moolap	0	546
Newcomb - Moolap	1	14912
Newtown (Vic.)	0	459
Newtown (Vic.)	1	9985
North Geelong - Bell Park	0	487
North Geelong - Bell Park	1	15308
Charlemont	0	309
Charlemont	1	9993
Corio - Lovely Banks	0	561
Corio - Lovely Banks	1	17765
Grovedale - Mount Duneed	0	692
Grovedale - Mount Duneed	1	24075
Norlane	0	319
Norlane	1	8731
Clifton Springs	0	643
Clifton Springs	1	16154
Lorne - Anglesea	0	688
Lorne - Anglesea	1	5543
Portarlington	0	605
Portarlington	1	8925
Point Lonsdale - Queenscliff	0	408
Point Lonsdale - Queenscliff	1	5111
Torquay	0	1430
Torquay	1	23175
Barwon Heads - Armstrong Creek	0	546
Barwon Heads - Armstrong Creek	1	10789
Ocean Grove	0	1053
Ocean Grove	1	18337
Alexandra	0	356
Alexandra	1	6472
Euroa	0	296
Euroa	1	6621
Kilmore - Broadford	0	468
Kilmore - Broadford	1	15093
Mansfield (Vic.)	0	790
Mansfield (Vic.)	1	9732
Nagambie	0	228
Nagambie	1	4318
Seymour	0	257
Seymour	1	6307
Seymour Surrounds	0	220
Seymour Surrounds	1	4428
Upper Yarra Valley	0	9
Upper Yarra Valley	1	231
Yea	0	224
Yea	1	3953
Benalla	0	494
Benalla	1	10325
Benalla Surrounds	0	154
Benalla Surrounds	1	3628
Rutherglen	0	201
Rutherglen	1	3845
Wangaratta	0	839
Wangaratta	1	19043
Wangaratta Surrounds	0	428
Wangaratta Surrounds	1	9499
Beechworth	0	249
Beechworth	1	4738
Bright - Mount Beauty	0	683
Bright - Mount Beauty	1	8216
Chiltern - Indigo Valley	0	141
Chiltern - Indigo Valley	1	3040
Myrtleford	0	206
Myrtleford	1	4536
Towong	0	406
Towong	1	5789
West Wodonga	0	572
West Wodonga	1	14821
Yackandandah	0	249
Yackandandah	1	4964
Baranduda - Leneva	0	517
Baranduda - Leneva	1	12264
Wodonga	0	630
Wodonga	1	14452
Drouin	0	708
Drouin	1	19067
Mount Baw Baw Region	0	335
Mount Baw Baw Region	1	6247
Trafalgar (Vic.)	0	337
Trafalgar (Vic.)	1	8034
Warragul	0	973
Warragul	1	22076
Bairnsdale	0	681
Bairnsdale	1	14998
Bruthen - Omeo	0	426
Bruthen - Omeo	1	7866
Lakes Entrance	0	668
Lakes Entrance	1	10495
Orbost	0	515
Orbost	1	6209
Paynesville	0	475
Paynesville	1	6498
Foster	0	649
Foster	1	8800
French Island	0	12
French Island	1	129
Korumburra	0	446
Korumburra	1	9398
Leongatha	0	458
Leongatha	1	11051
Phillip Island	0	1112
Phillip Island	1	12691
Wilsons Promontory	1	12
Wonthaggi - Inverloch	0	1452
Wonthaggi - Inverloch	1	25344
Churchill	0	506
Churchill	1	11409
Moe - Newborough	0	668
Moe - Newborough	1	16623
Morwell	0	540
Morwell	1	13893
Yallourn North - Glengarry	0	187
Yallourn North - Glengarry	1	4519
Traralgon - East	0	530
Traralgon - East	1	11475
Traralgon - West	0	632
Traralgon - West	1	16194
Alps - West	0	7
Alps - West	1	15
Longford - Loch Sport	0	337
Longford - Loch Sport	1	4578
Maffra	0	716
Maffra	1	14040
Rosedale	0	153
Rosedale	1	4770
Sale	0	733
Sale	1	14571
Yarram	0	303
Yarram	1	5303
Brunswick East	0	492
Brunswick East	1	12243
Brunswick West	0	468
Brunswick West	1	13843
Pascoe Vale South	0	303
Pascoe Vale South	1	10085
Brunswick - North	0	537
Brunswick - North	1	12352
Brunswick - South	0	573
Brunswick - South	1	12408
Coburg - East	0	386
Coburg - East	1	12152
Coburg - West	0	366
Coburg - West	1	13665
Alphington - Fairfield	0	346
Alphington - Fairfield	1	8643
Thornbury	0	682
Thornbury	1	18229
Northcote - East	0	612
Northcote - East	1	14453
Northcote - West	0	455
Northcote - West	1	9845
Ascot Vale	0	528
Ascot Vale	1	14662
Flemington	0	359
Flemington	1	8705
Moonee Ponds	0	569
Moonee Ponds	1	15654
Essendon (West) - Aberfeldie	0	450
Essendon (West) - Aberfeldie	1	15598
Essendon - East	0	378
Essendon - East	1	11809
Carlton	0	741
Carlton	1	15911
Docklands	0	477
Docklands	1	15016
East Melbourne	0	292
East Melbourne	1	4607
Flemington Racecourse	1	72
Kensington (Vic.)	0	405
Kensington (Vic.)	1	10340
Parkville	0	395
Parkville	1	6901
South Yarra - West	0	396
South Yarra - West	1	6025
Melbourne CBD - East	0	375
Melbourne CBD - East	1	9475
Melbourne CBD - North	0	507
Melbourne CBD - North	1	16359
Melbourne CBD - West	0	488
Melbourne CBD - West	1	15162
North Melbourne	0	627
North Melbourne	1	15012
Southbank (West) - South Wharf	0	217
Southbank (West) - South Wharf	1	6245
Southbank - East	0	562
Southbank - East	1	15537
West Melbourne - Residential	0	274
West Melbourne - Residential	1	7168
Albert Park	0	790
Albert Park	1	15025
Elwood	0	714
Elwood	1	14103
Port Melbourne	0	773
Port Melbourne	1	15418
St Kilda East	0	555
St Kilda East	1	15260
Port Melbourne Industrial	0	70
Port Melbourne Industrial	1	1840
South Melbourne	0	552
South Melbourne	1	11143
St Kilda - Central	0	443
St Kilda - Central	1	11407
St Kilda - West	0	679
St Kilda - West	1	13173
Armadale	0	497
Armadale	1	8835
Prahran - Windsor	0	837
Prahran - Windsor	1	18279
Toorak	0	853
Toorak	1	12102
South Yarra - North	0	512
South Yarra - North	1	10678
South Yarra - South	0	566
South Yarra - South	1	9378
Abbotsford	0	393
Abbotsford	1	8704
Carlton North - Princes Hill	0	430
Carlton North - Princes Hill	1	7762
Collingwood	0	394
Collingwood	1	8781
Fitzroy	0	563
Fitzroy	1	9870
Fitzroy North	0	617
Fitzroy North	1	12166
Clifton Hill - Alphington	0	423
Clifton Hill - Alphington	1	9429
Richmond (South) - Cremorne	0	947
Richmond (South) - Cremorne	1	16723
Richmond - North	0	582
Richmond - North	1	13283
Ashburton (Vic.)	0	219
Ashburton (Vic.)	1	7729
Balwyn	0	495
Balwyn	1	15669
Balwyn North	0	481
Balwyn North	1	20640
Camberwell	0	681
Camberwell	1	20549
Glen Iris - East	0	529
Glen Iris - East	1	16301
Hawthorn East	0	600
Hawthorn East	1	15087
Kew East	0	203
Kew East	1	6282
Surrey Hills (West) - Canterbury	0	504
Surrey Hills (West) - Canterbury	1	15440
Hawthorn - North	0	504
Hawthorn - North	1	9384
Hawthorn - South	0	550
Hawthorn - South	1	11404
Kew - South	0	491
Kew - South	1	11112
Kew - West	0	520
Kew - West	1	12522
Bulleen	0	263
Bulleen	1	11022
Doncaster	0	557
Doncaster	1	24257
Templestowe	0	384
Templestowe	1	16584
Templestowe Lower	0	297
Templestowe Lower	1	13899
Doncaster East - North	0	322
Doncaster East - North	1	15350
Doncaster East - South	0	282
Doncaster East - South	1	15172
Blackburn	0	575
Blackburn	1	21532
Blackburn South	0	254
Blackburn South	1	10686
Box Hill	0	545
Box Hill	1	22301
Box Hill North	0	385
Box Hill North	1	17742
Burwood (Vic.)	0	393
Burwood (Vic.)	1	11943
Burwood East	0	224
Burwood East	1	10457
Surrey Hills (East) - Mont Albert	0	367
Surrey Hills (East) - Mont Albert	1	9800
Beaumaris	0	522
Beaumaris	1	13492
Brighton (Vic.)	0	1135
Brighton (Vic.)	1	21621
Brighton East	0	427
Brighton East	1	16113
Highett (West) - Cheltenham	0	333
Highett (West) - Cheltenham	1	12107
Hampton	0	671
Hampton	1	17534
Sandringham - Black Rock	0	648
Sandringham - Black Rock	1	16709
Bentleigh - McKinnon	0	578
Bentleigh - McKinnon	1	24314
Carnegie	0	490
Carnegie	1	18049
Caulfield - North	0	720
Caulfield - North	1	21640
Caulfield - South	0	472
Caulfield - South	1	17600
Elsternwick	0	410
Elsternwick	1	11494
Hughesdale	0	189
Hughesdale	1	7377
Murrumbeena	0	236
Murrumbeena	1	9139
Ormond - Glen Huntly	0	338
Ormond - Glen Huntly	1	12793
Bentleigh East - North	0	332
Bentleigh East - North	1	16253
Bentleigh East - South	0	308
Bentleigh East - South	1	13754
Aspendale Gardens - Waterways	0	197
Aspendale Gardens - Waterways	1	8652
Braeside	1	25
Carrum - Patterson Lakes	0	393
Carrum - Patterson Lakes	1	11637
Chelsea - Bonbeach	0	508
Chelsea - Bonbeach	1	14700
Chelsea Heights	0	138
Chelsea Heights	1	5252
Highett (East) - Cheltenham	0	615
Highett (East) - Cheltenham	1	23470
Edithvale - Aspendale	0	372
Edithvale - Aspendale	1	13189
Mentone	0	348
Mentone	1	12850
Moorabbin - Heatherton	0	193
Moorabbin - Heatherton	1	8923
Moorabbin Airport	1	23
Mordialloc - Parkdale	0	572
Mordialloc - Parkdale	1	20623
Malvern - Glen Iris	0	880
Malvern - Glen Iris	1	19359
Malvern East	0	743
Malvern East	1	21179
Bundoora - East	0	204
Bundoora - East	1	9629
Greensborough	0	634
Greensborough	1	20176
Heidelberg - Rosanna	0	494
Heidelberg - Rosanna	1	15550
Heidelberg West	0	412
Heidelberg West	1	14441
Ivanhoe	0	364
Ivanhoe	1	12086
Ivanhoe East - Eaglemont	0	251
Ivanhoe East - Eaglemont	1	7489
Montmorency - Briar Hill	0	494
Montmorency - Briar Hill	1	16042
Viewbank - Yallambie	0	464
Viewbank - Yallambie	1	18270
Watsonia	0	232
Watsonia	1	9002
Kingsbury	0	262
Kingsbury	1	10150
Preston - East	0	583
Preston - East	1	20129
Preston - West	0	332
Preston - West	1	12363
Reservoir - North East	0	329
Reservoir - North East	1	14470
Reservoir - North West	0	229
Reservoir - North West	1	9568
Reservoir - South East	0	348
Reservoir - South East	1	12447
Reservoir - South West	0	365
Reservoir - South West	1	13721
Eltham	0	634
Eltham	1	22810
Hurstbridge	0	136
Hurstbridge	1	3419
Kinglake	0	148
Kinglake	1	4055
Panton Hill - St Andrews	0	209
Panton Hill - St Andrews	1	4883
Plenty - Yarrambat	0	244
Plenty - Yarrambat	1	9217
Research - North Warrandyte	0	272
Research - North Warrandyte	1	6663
Wattle Glen - Diamond Creek	0	385
Wattle Glen - Diamond Creek	1	14022
Bundoora - North	0	176
Bundoora - North	1	7173
Bundoora - West	0	162
Bundoora - West	1	6027
Mill Park - North	0	364
Mill Park - North	1	17115
Mill Park - South	0	198
Mill Park - South	1	11043
Thomastown	0	400
Thomastown	1	19601
Wallan	0	555
Wallan	1	22072
Whittlesea	0	338
Whittlesea	1	10326
Epping - East	0	248
Epping - East	1	12891
Epping - South	0	199
Epping - South	1	8006
Epping (Vic.) - West	0	160
Epping (Vic.) - West	1	11983
South Morang - North	0	151
South Morang - North	1	12441
South Morang - South	0	213
South Morang - South	1	12180
Wollert	0	253
Wollert	1	24152
Doreen - North	0	354
Doreen - North	1	15948
Doreen - South	0	184
Doreen - South	1	10288
Lalor - East	0	167
Lalor - East	1	9779
Lalor - West	0	224
Lalor - West	1	13286
Mernda - North	0	184
Mernda - North	1	11240
Mernda - South	0	198
Mernda - South	1	11744
Airport West	0	165
Airport West	1	8004
Essendon Airport	1	13
Keilor	0	189
Keilor	1	8360
Niddrie - Essendon West	0	183
Niddrie - Essendon West	1	7283
Strathmore	0	272
Strathmore	1	9757
Avondale Heights	0	287
Avondale Heights	1	12100
Keilor East	0	323
Keilor East	1	14751
Gisborne	0	481
Gisborne	1	13742
Macedon	0	133
Macedon	1	3388
Riddells Creek	0	166
Riddells Creek	1	4291
Romsey	0	365
Romsey	1	10404
Coburg North	0	219
Coburg North	1	8213
Fawkner	0	276
Fawkner	1	13731
Gowanbrae	0	75
Gowanbrae	1	3036
Hadfield	0	124
Hadfield	1	6113
Glenroy - East	0	294
Glenroy - East	1	14491
Glenroy - West	0	179
Glenroy - West	1	8676
Oak Park	0	167
Oak Park	1	7729
Pascoe Vale	0	370
Pascoe Vale	1	16843
Sunbury	0	293
Sunbury	1	13382
Diggers Rest	0	90
Diggers Rest	1	5144
Sunbury - South	0	418
Sunbury - South	1	14572
Sunbury - West	0	290
Sunbury - West	1	10879
Broadmeadows	0	254
Broadmeadows	1	13610
Campbellfield - Coolaroo	0	282
Campbellfield - Coolaroo	1	15777
Gladstone Park - Westmeadows	0	328
Gladstone Park - Westmeadows	1	17705
Greenvale - Bulla	0	412
Greenvale - Bulla	1	21677
Meadow Heights	0	239
Meadow Heights	1	14655
Melbourne Airport	0	5
Melbourne Airport	1	121
Tullamarine	0	180
Tullamarine	1	6392
Craigieburn - Central	0	144
Craigieburn - Central	1	7955
Craigieburn - North	0	138
Craigieburn - North	1	12173
Craigieburn - South	0	301
Craigieburn - South	1	21375
Mickleham - Yuroke	0	296
Mickleham - Yuroke	1	23084
Craigieburn - North West	0	85
Craigieburn - North West	1	9751
Craigieburn - West	0	166
Craigieburn - West	1	12829
Roxburgh Park (South) - Somerton	0	138
Roxburgh Park (South) - Somerton	1	9340
Roxburgh Park - North	0	175
Roxburgh Park - North	1	14485
Bayswater	0	279
Bayswater	1	12308
Knoxfield - Scoresby	0	296
Knoxfield - Scoresby	1	16309
Lysterfield	0	148
Lysterfield	1	6442
Rowville - Central	0	290
Rowville - Central	1	15129
Rowville - North	0	139
Rowville - North	1	7769
Rowville - South	0	247
Rowville - South	1	10133
Wantirna	0	286
Wantirna	1	14056
Wantirna South	0	397
Wantirna South	1	17546
Boronia	0	604
Boronia	1	22956
Ferntree Gully - North	0	350
Ferntree Gully - North	1	13791
Ferntree Gully (South) - Upper Ferntree Gully	0	320
Ferntree Gully (South) - Upper Ferntree Gully	1	15013
The Basin	0	169
The Basin	1	4180
Donvale - Park Orchards	0	458
Donvale - Park Orchards	1	15812
Warrandyte - Wonga Park	0	361
Warrandyte - Wonga Park	1	9753
Bayswater North	0	291
Bayswater North	1	11576
Croydon Hills - Warranwood	0	539
Croydon Hills - Warranwood	1	17521
Ringwood	0	507
Ringwood	1	18211
Ringwood East	0	584
Ringwood East	1	20548
Ringwood North	0	255
Ringwood North	1	9394
Croydon - East	0	472
Croydon - East	1	15641
Croydon - West	0	412
Croydon - West	1	13734
Croydon South	0	142
Croydon South	1	4753
Forest Hill	0	244
Forest Hill	1	10536
Mitcham (Vic.)	0	416
Mitcham (Vic.)	1	16377
Nunawading	0	308
Nunawading	1	12108
Vermont	0	250
Vermont	1	10741
Vermont South	0	240
Vermont South	1	11719
Belgrave - Selby	0	318
Belgrave - Selby	1	9691
Chirnside Park	0	360
Chirnside Park	1	11417
Healesville - Yarra Glen	0	514
Healesville - Yarra Glen	1	13552
Kilsyth	0	247
Kilsyth	1	9659
Lilydale - Coldstream	0	663
Lilydale - Coldstream	1	18934
Monbulk - Silvan	0	215
Monbulk - Silvan	1	5600
Montrose	0	207
Montrose	1	6734
Mooroolbark	0	650
Mooroolbark	1	22491
Mount Dandenong - Olinda	0	432
Mount Dandenong - Olinda	1	9275
Mount Evelyn	0	294
Mount Evelyn	1	9502
Upwey - Tecoma	0	359
Upwey - Tecoma	1	9421
Wandin - Seville	0	231
Wandin - Seville	1	7670
Yarra Valley	0	653
Yarra Valley	1	16145
Emerald - Cockatoo	0	650
Emerald - Cockatoo	1	17983
Beaconsfield - Officer	0	508
Beaconsfield - Officer	1	23127
Bunyip - Garfield	0	322
Bunyip - Garfield	1	9549
Koo Wee Rup	0	322
Koo Wee Rup	1	9746
Pakenham - North East	0	356
Pakenham - North East	1	15085
Pakenham - North West	0	153
Pakenham - North West	1	7330
Pakenham - South East	0	176
Pakenham - South East	1	6258
