SA2_NAME16	HomeCensusNight	persons
Walkerston - Eton	0	529
Walkerston - Eton	1	7924
West Mackay	0	332
West Mackay	1	6033
Airlie - Whitsundays	0	1629
Airlie - Whitsundays	1	12895
Proserpine	0	662
Proserpine	1	8201
Beachmere - Sandstone Point	0	771
Beachmere - Sandstone Point	1	15701
Bribie Island	0	1032
Bribie Island	1	19584
Burpengary - East	0	244
Burpengary - East	1	6415
Caboolture - South	0	799
Caboolture - South	1	22824
Elimbah	0	180
Elimbah	1	4114
Morayfield - East	0	309
Morayfield - East	1	10774
Wamuran	0	157
Wamuran	1	4070
Caboolture - East	0	599
Caboolture - East	1	17141
Caboolture - West	0	434
Caboolture - West	1	11732
Kilcoy	0	266
Kilcoy	1	5536
Woodford - D'Aguilar	0	329
Woodford - D'Aguilar	1	8765
Burpengary	0	588
Burpengary	1	15901
Deception Bay	0	844
Deception Bay	1	21844
Morayfield	0	193
Morayfield	1	5675
Narangba	0	644
Narangba	1	20269
Upper Caboolture	0	121
Upper Caboolture	1	3135
Clontarf	0	336
Clontarf	1	8074
Margate - Woody Point	0	529
Margate - Woody Point	1	11445
Redcliffe	0	410
Redcliffe	1	10026
Rothwell - Kippa-Ring	0	451
Rothwell - Kippa-Ring	1	16936
Moreton Island	0	37
Moreton Island	1	279
Scarborough - Newport	0	679
Scarborough - Newport	1	14578
Albany Creek	0	475
Albany Creek	1	15930
Cashmere	0	575
Cashmere	1	19069
Dayboro	0	300
Dayboro	1	8914
Eatons Hill	0	206
Eatons Hill	1	7613
The Hills District	0	788
The Hills District	1	23529
Samford Valley	0	432
Samford Valley	1	11955
Murrumba Downs - Griffin	0	625
Murrumba Downs - Griffin	1	22458
Dakabin	0	172
Dakabin	1	5105
Kallangur	0	689
Kallangur	1	21059
Mango Hill	0	370
Mango Hill	1	14551
North Lakes	0	585
North Lakes	1	22442
Bray Park	0	281
Bray Park	1	9985
Lawnton	0	227
Lawnton	1	6868
Petrie	0	302
Petrie	1	8436
Strathpine - Brendale	0	461
Strathpine - Brendale	1	13293
Aurukun	0	125
Aurukun	1	976
Cape York	0	562
Cape York	1	7238
Croydon - Etheridge	0	155
Croydon - Etheridge	1	830
Kowanyama - Pormpuraaw	0	111
Kowanyama - Pormpuraaw	1	1579
Northern Peninsula	0	210
Northern Peninsula	1	2576
Tablelands	0	368
Tablelands	1	5834
Torres	0	271
Torres	1	3155
Torres Strait Islands	0	452
Torres Strait Islands	1	3673
Weipa	0	264
Weipa	1	3842
Carpentaria	0	372
Carpentaria	1	4553
Mount Isa	0	1006
Mount Isa	1	17311
Mount Isa Surrounds	0	254
Mount Isa Surrounds	1	3788
Northern Highlands	0	309
Northern Highlands	1	2787
Barcaldine - Blackall	0	444
Barcaldine - Blackall	1	4307
Charleville	0	294
Charleville	1	3678
Far Central West	0	229
Far Central West	1	1925
Far South West	0	203
Far South West	1	2511
Longreach	0	312
Longreach	1	3340
Buderim - North	0	734
Buderim - North	1	17231
Buderim - South	0	712
Buderim - South	1	16788
Mountain Creek	0	483
Mountain Creek	1	11472
Sippy Downs	0	447
Sippy Downs	1	11095
Aroona - Currimundi	0	398
Aroona - Currimundi	1	9640
Buddina - Minyama	0	359
Buddina - Minyama	1	6598
Caloundra - Kings Beach	0	395
Caloundra - Kings Beach	1	6578
Golden Beach - Pelican Waters	0	636
Golden Beach - Pelican Waters	1	12400
Moffat Beach - Battery Hill	0	446
Moffat Beach - Battery Hill	1	7685
Parrearra - Warana	0	434
Parrearra - Warana	1	9960
Wurtulla - Birtinya	0	469
Wurtulla - Birtinya	1	10202
Caloundra West - Baringa	0	570
Caloundra West - Baringa	1	15138
Meridan Plains - Little Mountain (North)	0	539
Meridan Plains - Little Mountain (North)	1	13858
Coolum Beach	0	833
Coolum Beach	1	15115
Marcoola - Mudjimba	0	660
Marcoola - Mudjimba	1	11295
Maroochydore - Kuluin	0	1119
Maroochydore - Kuluin	1	22210
Mooloolaba - Alexandra Headland	0	696
Mooloolaba - Alexandra Headland	1	11749
Noosa Heads	0	337
Noosa Heads	1	4790
Noosaville	0	550
Noosaville	1	8794
Sunshine Beach	0	349
Sunshine Beach	1	6505
Tewantin	0	474
Tewantin	1	10066
Peregian Beach - Marcus Beach	0	236
Peregian Beach - Marcus Beach	1	3873
Peregian Springs	0	328
Peregian Springs	1	10369
Beerwah	0	395
Beerwah	1	8854
Caloundra Hinterland	0	429
Caloundra Hinterland	1	8680
Glass House Mountains	0	303
Glass House Mountains	1	6252
Landsborough	0	659
Landsborough	1	14993
Maroochy Hinterland	0	333
Maroochy Hinterland	1	6494
Palmwoods	0	536
Palmwoods	1	11110
Bli Bli	0	488
Bli Bli	1	10262
Diddillibah - Rosemount	0	178
Diddillibah - Rosemount	1	4230
Eumundi - Yandina	0	560
Eumundi - Yandina	1	11790
Nambour	0	839
Nambour	1	21652
Noosa Hinterland	0	1232
Noosa Hinterland	1	22979
Cambooya - Wyreema	0	314
Cambooya - Wyreema	1	7585
Darling Heights	0	550
Darling Heights	1	14030
Drayton - Harristown	0	557
Drayton - Harristown	1	10263
Gatton	0	358
Gatton	1	7591
Gowrie (Qld)	0	279
Gowrie (Qld)	1	6784
Highfields	0	706
Highfields	1	13875
Lockyer Valley - West	0	519
Lockyer Valley - West	1	11425
Middle Ridge	0	297
Middle Ridge	1	7297
Newtown (Qld)	0	491
Newtown (Qld)	1	9549
North Toowoomba - Harlaxton	0	263
North Toowoomba - Harlaxton	1	6164
Rangeville	0	433
Rangeville	1	8232
Toowoomba - Central	0	625
Toowoomba - Central	1	13359
Toowoomba - East	0	471
Toowoomba - East	1	10065
Toowoomba - West	0	666
Toowoomba - West	1	15182
Wilsonton	0	582
Wilsonton	1	13532
Ayr	0	450
Ayr	1	8534
Burdekin	0	399
Burdekin	1	7257
Charters Towers	0	504
Charters Towers	1	7539
Dalrymple	0	312
Dalrymple	1	3442
Ingham	0	229
Ingham	1	4230
Ingham Surrounds	0	395
Ingham Surrounds	1	6072
Palm Island	0	123
Palm Island	1	1975
Aitkenvale	0	195
Aitkenvale	1	4606
Annandale (Qld)	0	500
Annandale (Qld)	1	9615
Belgian Gardens - Pallarenda	0	178
Belgian Gardens - Pallarenda	1	3014
Bohle Plains	0	458
Bohle Plains	1	8055
Condon - Rasmussen	0	437
Condon - Rasmussen	1	10359
Cranbrook	0	266
Cranbrook	1	5577
Douglas	0	444
Douglas	1	7426
Garbutt - West End	0	406
Garbutt - West End	1	5864
Gulliver - Currajong - Vincent	0	349
Gulliver - Currajong - Vincent	1	7236
Heatley	0	171
Heatley	1	3735
Hermit Park - Rosslea	0	297
Hermit Park - Rosslea	1	5117
Hyde Park - Pimlico	0	265
Hyde Park - Pimlico	1	4460
Kelso	0	560
Kelso	1	10125
Kirwan - East	0	397
Kirwan - East	1	7296
Kirwan - West	0	674
Kirwan - West	1	14272
Magnetic Island	0	231
Magnetic Island	1	2252
Mount Louisa	0	451
Mount Louisa	1	9658
Mundingburra	0	153
Mundingburra	1	3439
Northern Beaches	0	411
Northern Beaches	1	6157
Oonoonba	0	414
Oonoonba	1	6614
South Townsville - Railway Estate	0	340
South Townsville - Railway Estate	1	4957
Townsville - South	0	287
Townsville - South	1	4482
Townsville City - North Ward	0	673
Townsville City - North Ward	1	8447
Wulguru - Roseneath	0	238
Wulguru - Roseneath	1	5859
Burdell - Mount Low	0	954
Burdell - Mount Low	1	18384
Deeragun - Jensen	0	315
Deeragun - Jensen	1	5761
Ashfield - Kepnock	0	201
Ashfield - Kepnock	1	5450
Bargara - Burnett Heads	0	1208
Bargara - Burnett Heads	1	17807
Branyan - Kensington	0	277
Branyan - Kensington	1	5105
Bundaberg	0	314
Bundaberg	1	5936
Bundaberg East - Kalkie	0	257
Bundaberg East - Kalkie	1	5551
Bundaberg North - Gooburrum	0	378
Bundaberg North - Gooburrum	1	7062
Bundaberg Surrounds - North	0	525
Bundaberg Surrounds - North	1	8750
Bundaberg Surrounds - South	0	743
Bundaberg Surrounds - South	1	10039
Millbank - Avoca	0	362
Millbank - Avoca	1	7041
Svensson Heights - Norville	0	300
Svensson Heights - Norville	1	5513
Walkervale - Avenell Heights	0	463
Walkervale - Avenell Heights	1	10521
Gayndah - Mundubbera	0	340
Gayndah - Mundubbera	1	6050
Gin Gin	0	311
Gin Gin	1	5092
Kingaroy	0	547
Kingaroy	1	10002
Kingaroy Surrounds - North	0	532
Kingaroy Surrounds - North	1	8956
Kingaroy Surrounds - South	0	219
Kingaroy Surrounds - South	1	3939
Monto - Eidsvold	0	253
Monto - Eidsvold	1	3426
Nanango	0	583
Nanango	1	9425
North Burnett	1	17
Cooloola	0	534
Cooloola	1	6037
Gympie - North	0	694
Gympie - North	1	14170
Gympie - South	0	368
Gympie - South	1	7192
Gympie Surrounds	0	1094
Gympie Surrounds	1	19269
Kilkivan	0	185
Kilkivan	1	3603
Booral - River Heads	0	438
Booral - River Heads	1	5341
Craignish - Dundowran Beach	0	303
Craignish - Dundowran Beach	1	5277
Pialba - Eli Waters	0	761
Pialba - Eli Waters	1	15096
Point Vernon	0	269
Point Vernon	1	5448
Torquay - Scarness - Kawungan	0	736
Torquay - Scarness - Kawungan	1	15052
Urangan - Wondunna	0	820
Urangan - Wondunna	1	13963
Burrum - Fraser	0	655
Burrum - Fraser	1	9936
Granville	0	138
Granville	1	2911
Maryborough (Qld)	0	849
Maryborough (Qld)	1	17710
Maryborough Surrounds - South	0	638
Maryborough Surrounds - South	1	8915
Tinana	0	346
Tinana	1	5533
Migratory - Offshore - Shipping (Qld)	0	70
Migratory - Offshore - Shipping (Qld)	1	112
No usual address (Qld)	0	14670
Adelaide	0	839
Adelaide	1	17363
North Adelaide	0	261
North Adelaide	1	6562
Adelaide Hills	0	333
Adelaide Hills	1	6721
Aldgate - Stirling	0	824
Aldgate - Stirling	1	17386
Hahndorf - Echunga	0	205
Hahndorf - Echunga	1	4521
Lobethal - Woodside	0	482
Lobethal - Woodside	1	8964
Mount Barker	0	899
Mount Barker	1	21209
Mount Barker Surrounds	0	358
Mount Barker Surrounds	1	6467
Nairne	0	206
Nairne	1	5123
Uraidla - Summertown	0	279
Uraidla - Summertown	1	5758
Burnside - Wattle Park	0	612
Burnside - Wattle Park	1	18456
Beaumont - Glen Osmond	0	329
Beaumont - Glen Osmond	1	9997
Toorak Gardens	0	539
Toorak Gardens	1	16100
Athelstone	0	210
Athelstone	1	9390
Paradise - Newton	0	535
Paradise - Newton	1	21066
Rostrevor - Magill	0	633
Rostrevor - Magill	1	23334
Norwood (SA)	0	468
Norwood (SA)	1	10383
Payneham - Felixstow	0	388
Payneham - Felixstow	1	12735
St Peters - Marden	0	509
St Peters - Marden	1	13008
Nailsworth - Broadview	0	199
Nailsworth - Broadview	1	6284
Prospect	0	464
Prospect	1	15320
Walkerville	0	286
Walkerville	1	7731
Goodwood - Millswood	0	714
Goodwood - Millswood	1	16931
Unley - Parkside	0	725
Unley - Parkside	1	20274
Gawler - North	0	378
Gawler - North	1	9165
Gawler - South	0	850
Gawler - South	1	20807
Lewiston - Two Wells	0	213
Lewiston - Two Wells	1	6292
Craigmore - Blakeview	0	626
Craigmore - Blakeview	1	19290
Davoren Park	0	638
Davoren Park	1	17677
Elizabeth	0	387
Elizabeth	1	10445
Elizabeth East	0	452
Elizabeth East	1	13599
Munno Para West - Angle Vale	0	521
Munno Para West - Angle Vale	1	15695
One Tree Hill	0	105
One Tree Hill	1	2366
Smithfield - Elizabeth North	0	465
Smithfield - Elizabeth North	1	11980
Virginia - Waterloo Corner	0	207
Virginia - Waterloo Corner	1	5484
Enfield - Blair Athol	0	666
Enfield - Blair Athol	1	24904
Windsor Gardens	0	614
Windsor Gardens	1	21978
Northgate - Northfield	0	489
Northgate - Northfield	1	17693
Valley View - Gilles Plains	0	244
Valley View - Gilles Plains	1	10257
Ingle Farm	0	465
Ingle Farm	1	15215
Para Hills	0	434
Para Hills	1	14657
Parafield	1	15
Parafield Gardens	0	451
Parafield Gardens	1	18016
Paralowie	0	543
Paralowie	1	17276
Salisbury	0	550
Salisbury	1	18045
Salisbury East	0	543
Salisbury East	1	17911
Salisbury North	0	668
Salisbury North	1	17822
Mawson Lakes - Globe Derby Park	0	461
Mawson Lakes - Globe Derby Park	1	13400
Pooraka - Cavan	0	215
Pooraka - Cavan	1	7861
Golden Grove	0	348
Golden Grove	1	10063
Greenwith	0	256
Greenwith	1	8763
Highbury - Dernancourt	0	326
Highbury - Dernancourt	1	10726
Hope Valley - Modbury	0	571
Hope Valley - Modbury	1	16931
Modbury Heights	0	600
Modbury Heights	1	18653
Redwood Park	0	517
Redwood Park	1	15764
St Agnes - Ridgehaven	0	431
St Agnes - Ridgehaven	1	12722
Brighton (SA)	0	669
Brighton (SA)	1	14516
Glenelg (SA)	0	1085
Glenelg (SA)	1	19437
Edwardstown	0	503
Edwardstown	1	14060
Hallett Cove	0	478
Hallett Cove	1	12132
Marino - Seaview Downs	0	426
Marino - Seaview Downs	1	9278
Mitchell Park	0	541
Mitchell Park	1	15974
Morphettville	0	554
Morphettville	1	15983
Sheidow Park - Trott Park	0	337
Sheidow Park - Trott Park	1	9876
Warradale	0	532
Warradale	1	15660
Belair	0	195
Belair	1	4701
Bellevue Heights	0	313
Bellevue Heights	1	7294
Blackwood	0	526
Blackwood	1	12444
Colonel Light Gardens	0	471
Colonel Light Gardens	1	15365
Mitcham (SA)	0	604
Mitcham (SA)	1	15897
Panorama	0	313
Panorama	1	8163
Aberfoyle Park	0	374
Aberfoyle Park	1	11537
Aldinga	0	791
Aldinga	1	15129
Christie Downs	0	342
Christie Downs	1	9135
Christies Beach	0	503
Christies Beach	1	10545
Clarendon	0	97
Clarendon	1	2631
Coromandel Valley	0	213
Coromandel Valley	1	4257
Flagstaff Hill	0	362
Flagstaff Hill	1	10423
Hackham - Onkaparinga Hills	0	289
Hackham - Onkaparinga Hills	1	6591
Hackham West - Huntfield Heights	0	312
Hackham West - Huntfield Heights	1	7504
Happy Valley	0	531
Happy Valley	1	13334
Lonsdale	0	5
Lonsdale	1	19
McLaren Vale	0	293
McLaren Vale	1	7048
Morphett Vale - East	0	466
Morphett Vale - East	1	13397
Morphett Vale - West	0	374
Morphett Vale - West	1	9763
Reynella	0	313
Reynella	1	9974
Willunga	0	188
Willunga	1	3416
Woodcroft	0	375
Woodcroft	1	11175
Seaford - Seaford Meadows	0	591
Seaford - Seaford Meadows	1	13587
Seaford Rise - Moana	0	422
Seaford Rise - Moana	1	10210
Beverley	0	266
Beverley	1	8628
Flinders Park	0	484
Flinders Park	1	15875
Henley Beach	0	600
Henley Beach	1	15034
Hindmarsh - Brompton	0	700
Hindmarsh - Brompton	1	18375
Royal Park - Hendon - Albert Park	0	209
Royal Park - Hendon - Albert Park	1	6293
Seaton - Grange	0	653
Seaton - Grange	1	16848
West Lakes	0	628
West Lakes	1	14580
Woodville - Cheltenham	0	549
Woodville - Cheltenham	1	18717
Largs Bay - Semaphore	0	675
Largs Bay - Semaphore	1	14130
North Haven	0	566
North Haven	1	14239
Port Adelaide	0	431
Port Adelaide	1	11152
The Parks	0	519
The Parks	1	19131
Torrens Island	1	4
Fulham	0	120
Fulham	1	2802
Lockleys	0	357
Lockleys	1	13097
Plympton	0	939
Plympton	1	25538
Richmond (SA)	0	621
Richmond (SA)	1	16401
West Beach	0	223
West Beach	1	4951
Barossa - Angaston	0	310
Barossa - Angaston	1	6176
Light	0	437
Light	1	9360
Lyndoch	0	283
Lyndoch	1	6259
Mallala	0	216
Mallala	1	3124
Nuriootpa	0	324
Nuriootpa	1	6829
Tanunda	0	199
Tanunda	1	4461
Clare	0	245
Clare	1	3850
Gilbert Valley	0	292
Gilbert Valley	1	4716
Goyder	0	247
Goyder	1	3835
Wakefield - Barunga West	0	453
Wakefield - Barunga West	1	9051
Jamestown	0	253
Jamestown	1	4338
Peterborough - Mount Remarkable	0	381
Peterborough - Mount Remarkable	1	4960
Port Pirie	0	752
Port Pirie	1	13141
Port Pirie Surrounds	0	193
Port Pirie Surrounds	1	3140
Kadina	0	296
Kadina	1	5121
Moonta	0	406
Moonta	1	4809
Wallaroo	0	379
Wallaroo	1	4048
Yorke Peninsula - North	0	483
Yorke Peninsula - North	1	6975
Yorke Peninsula - South	0	441
Yorke Peninsula - South	1	3698
Ceduna	0	164
Ceduna	1	2539
Eyre Peninsula	0	567
Eyre Peninsula	1	6257
Kimba - Cleve - Franklin Harbour	0	379
Kimba - Cleve - Franklin Harbour	1	3822
Le Hunte - Elliston	0	188
Le Hunte - Elliston	1	1939
Port Lincoln	0	1218
Port Lincoln	1	15085
West Coast (SA)	0	360
West Coast (SA)	1	3288
Western	0	13
Western	1	123
Whyalla	0	1040
Whyalla	1	20112
APY Lands	0	153
APY Lands	1	2182
Coober Pedy	0	119
Coober Pedy	1	1447
Quorn - Lake Gilles	0	204
Quorn - Lake Gilles	1	1936
Outback	0	209
Outback	1	1820
Port Augusta	0	873
Port Augusta	1	12638
Roxby Downs	0	269
Roxby Downs	1	3705
Goolwa - Port Elliot	0	968
Goolwa - Port Elliot	1	11551
Kangaroo Island	0	497
Kangaroo Island	1	4393
Strathalbyn	0	354
Strathalbyn	1	7514
Strathalbyn Surrounds	0	451
Strathalbyn Surrounds	1	7517
Victor Harbor	0	923
Victor Harbor	1	14920
Yankalilla	0	385
Yankalilla	1	6114
Grant	0	354
Grant	1	5781
Kingston - Robe	0	373
Kingston - Robe	1	3493
Millicent	0	254
Millicent	1	4991
Naracoorte	0	346
Naracoorte	1	5946
Naracoorte Surrounds	0	149
Naracoorte Surrounds	1	2242
Penola	0	219
Penola	1	2892
Tatiara	0	388
Tatiara	1	6505
Wattle Range	0	261
Wattle Range	1	3206
Mount Gambier - East	0	751
Mount Gambier - East	1	14199
Mount Gambier - West	0	719
Mount Gambier - West	1	13774
Barmera	0	285
Barmera	1	6113
Berri	0	214
Berri	1	3927
Karoonda - Lameroo	0	176
Karoonda - Lameroo	1	2748
Loxton	0	243
Loxton	1	5332
Loxton Surrounds	0	113
Loxton Surrounds	1	1632
Mannum	0	445
Mannum	1	6150
Murray Bridge	0	813
Murray Bridge	1	17436
Murray Bridge Surrounds	0	211
Murray Bridge Surrounds	1	3524
Renmark	0	244
Renmark	1	4464
Renmark Surrounds	0	204
Renmark Surrounds	1	4874
The Coorong	0	315
The Coorong	1	5167
Waikerie	0	385
Waikerie	1	6260
Migratory - Offshore - Shipping (SA)	1	12
No usual address (SA)	0	3377
Augusta	0	728
Augusta	1	5867
Busselton Surrounds	0	1364
Busselton Surrounds	1	10538
Margaret River	0	1098
Margaret River	1	9097
Busselton - East	0	838
Busselton - East	1	8520
Busselton - West	0	1541
Busselton - West	1	17744
Australind - Leschenault	0	1452
Australind - Leschenault	1	17810
Capel	0	429
Capel	1	5031
College Grove - Carey Park	0	353
College Grove - Carey Park	1	6623
Collie	0	687
Collie	1	8126
Dardanup	0	253
Dardanup	1	3037
Davenport	1	4
Eaton - Pelican Point	0	896
Eaton - Pelican Point	1	11439
Harvey	0	578
Harvey	1	8740
East Bunbury - Glen Iris	0	469
East Bunbury - Glen Iris	1	6721
Waroona	0	350
Waroona	1	3885
Dalyellup	0	537
Dalyellup	1	9227
Gelorup - Stratham	0	233
Gelorup - Stratham	1	2812
South Bunbury - Bunbury	0	1035
South Bunbury - Bunbury	1	11728
Withers - Usher	0	267
Withers - Usher	1	4852
Bridgetown - Boyup Brook	0	557
Bridgetown - Boyup Brook	1	6512
Donnybrook - Balingup	0	509
Donnybrook - Balingup	1	5650
Manjimup	0	393
Manjimup	1	5052
Pemberton	0	548
Pemberton	1	4648
Dawesville - Bouvard	0	779
Dawesville - Bouvard	1	7717
Falcon - Wannanup	0	908
Falcon - Wannanup	1	8761
Greenfields	0	589
Greenfields	1	9281
Halls Head - Erskine	0	1792
Halls Head - Erskine	1	18110
Mandurah	0	865
Mandurah	1	9391
Mandurah - East	0	657
Mandurah - East	1	5944
Mandurah - North	0	1360
Mandurah - North	1	19895
Mandurah - South	0	831
Mandurah - South	1	10486
Pinjarra	0	772
Pinjarra	1	9484
City Beach	0	338
City Beach	1	6461
Claremont (WA)	0	545
Claremont (WA)	1	8699
Cottesloe	0	595
Cottesloe	1	7154
Floreat	0	333
Floreat	1	8291
Mosman Park - Peppermint Grove	0	639
Mosman Park - Peppermint Grove	1	10125
Nedlands - Dalkeith - Crawley	0	812
Nedlands - Dalkeith - Crawley	1	18125
Swanbourne - Mount Claremont	0	461
Swanbourne - Mount Claremont	1	9153
Kings Park (WA)	0	3
Kings Park (WA)	1	45
Mount Hawthorn - Leederville	0	547
Mount Hawthorn - Leederville	1	11330
Mount Lawley - Inglewood	0	857
Mount Lawley - Inglewood	1	16074
North Perth	0	477
North Perth	1	9230
Subiaco - Shenton Park	0	844
Subiaco - Shenton Park	1	16682
Wembley - West Leederville - Glendalough	0	863
Wembley - West Leederville - Glendalough	1	18236
East Perth	0	756
East Perth	1	11043
Perth (North) - Highgate	0	805
Perth (North) - Highgate	1	10612
Perth (West) - Northbridge	0	844
Perth (West) - Northbridge	1	11280
Bassendean - Eden Hill - Ashfield	0	752
Bassendean - Eden Hill - Ashfield	1	15180
Bayswater - Embleton - Bedford	0	1055
Bayswater - Embleton - Bedford	1	23467
Maylands	0	793
Maylands	1	12501
Morley	0	911
Morley	1	21806
Noranda	0	274
Noranda	1	7731
Chidlow	0	221
Chidlow	1	4419
Glen Forrest - Darlington	0	487
Glen Forrest - Darlington	1	6733
Helena Valley - Koongamia	0	353
Helena Valley - Koongamia	1	5431
Malmalling - Reservoir	1	10
Mundaring	0	855
Mundaring	1	12447
Swan View - Greenmount - Midvale	0	662
Swan View - Greenmount - Midvale	1	12177
Avon Valley National Park	1	5
Ballajura	0	688
Ballajura	1	17819
Beechboro	0	836
Beechboro	1	20506
Bullsbrook	0	392
Bullsbrook	1	5217
Gidgegannup	0	202
Gidgegannup	1	2616
Hazelmere - Guildford	0	330
Hazelmere - Guildford	1	5080
Lockridge - Kiara	0	443
Lockridge - Kiara	1	12067
Malaga	0	11
Malaga	1	9
Middle Swan - Herne Hill	0	275
Middle Swan - Herne Hill	1	5397
Midland - Guildford	0	655
Midland - Guildford	1	10431
Stratton - Jane Brook	0	333
Stratton - Jane Brook	1	6686
The Vines	0	712
The Vines	1	11742
Aveley	0	670
Aveley	1	15010
Brabham - Henley Brook	0	436
Brabham - Henley Brook	1	10722
Ellenbrook	0	878
Ellenbrook	1	18132
Craigie - Beldon	0	496
Craigie - Beldon	1	10054
Currambine - Kinross	0	599
Currambine - Kinross	1	13216
Duncraig	0	662
Duncraig	1	15321
Greenwood - Warwick	0	622
Greenwood - Warwick	1	13095
Heathridge - Connolly	0	557
Heathridge - Connolly	1	10016
Hillarys	0	550
Hillarys	1	10650
Iluka - Burns Beach	0	418
Iluka - Burns Beach	1	9319
Joondalup - Edgewater	0	665
Joondalup - Edgewater	1	13181
Kingsley	0	584
Kingsley	1	12617
Mullaloo - Kallaroo	0	565
Mullaloo - Kallaroo	1	10929
Ocean Reef	0	440
Ocean Reef	1	7690
Padbury	0	449
Padbury	1	8178
Sorrento - Marmion	0	601
Sorrento - Marmion	1	9588
Woodvale	0	395
Woodvale	1	9187
Balcatta - Hamersley	0	611
Balcatta - Hamersley	1	15419
Balga - Mirrabooka	0	749
Balga - Mirrabooka	1	20283
Innaloo - Doubleview	0	936
Innaloo - Doubleview	1	17531
Karrinyup - Gwelup - Carine	0	1058
Karrinyup - Gwelup - Carine	1	21549
Nollamara - Westminster	0	794
Nollamara - Westminster	1	19027
Osborne Park Industrial	0	21
Osborne Park Industrial	1	199
Scarborough	0	1300
Scarborough	1	16254
Stirling - Osborne Park	0	517
Stirling - Osborne Park	1	14102
Trigg - North Beach - Watermans Bay	0	441
Trigg - North Beach - Watermans Bay	1	7526
Tuart Hill - Joondanna	0	575
Tuart Hill - Joondanna	1	12249
Wembley Downs - Churchlands - Woodlands	0	633
Wembley Downs - Churchlands - Woodlands	1	14412
Yokine - Coolbinia - Menora	0	654
Yokine - Coolbinia - Menora	1	16410
Dianella - North	0	335
Dianella - North	1	11592
Dianella - South	0	514
Dianella - South	1	12473
Alexander Heights - Koondoola	0	361
Alexander Heights - Koondoola	1	11325
Butler - Merriwa - Ridgewood	0	1183
Butler - Merriwa - Ridgewood	1	22501
Carramar	0	737
Carramar	1	17904
Clarkson	0	647
Clarkson	1	13252
Girrawheen	0	307
Girrawheen	1	8593
Marangaroo	0	358
Marangaroo	1	10129
Mindarie - Quinns Rocks - Jindalee	0	1045
Mindarie - Quinns Rocks - Jindalee	1	19719
Neerabup National Park	1	6
Tapping - Ashby - Sinagra	0	561
Tapping - Ashby - Sinagra	1	13005
Alkimos - Eglinton	0	737
Alkimos - Eglinton	1	13172
Carabooda - Pinjar	0	32
Carabooda - Pinjar	1	687
Two Rocks	0	277
Two Rocks	1	3542
Yanchep	0	711
Yanchep	1	10294
Hocking - Pearsall	0	566
Hocking - Pearsall	1	12571
Landsdale	0	460
Landsdale	1	14938
Madeley - Darch	0	489
Madeley - Darch	1	13707
Wanneroo - Sinagra	0	710
Wanneroo - Sinagra	1	13967
Armadale - Wungong - Brookdale	0	1023
Armadale - Wungong - Brookdale	1	22147
Ashendon - Lesley	1	3
Camillo - Champion Lakes	0	204
Camillo - Champion Lakes	1	5588
Kelmscott	0	549
Kelmscott	1	10055
Mount Nasura - Mount Richon - Bedfordale	0	427
Mount Nasura - Mount Richon - Bedfordale	1	7819
Roleystone	0	349
Roleystone	1	6896
Seville Grove	0	431
Seville Grove	1	10978
Harrisdale	0	368
Harrisdale	1	11305
Piara Waters - Forrestdale	0	493
Piara Waters - Forrestdale	1	15558
Belmont - Ascot - Redcliffe	0	787
Belmont - Ascot - Redcliffe	1	14294
East Victoria Park - Carlisle	0	759
East Victoria Park - Carlisle	1	16482
Perth Airport	1	20
Victoria Park - Lathlain - Burswood	0	877
Victoria Park - Lathlain - Burswood	1	14940
Cloverdale	0	441
Cloverdale	1	8416
Kewdale	0	338
Kewdale	1	7054
Rivervale	0	616
Rivervale	1	10280
Bentley - Wilson - St James	0	817
Bentley - Wilson - St James	1	19797
Canning Vale - West	0	349
Canning Vale - West	1	9731
Canning Vale Commercial	1	3
Cannington - Queens Park	0	744
Cannington - Queens Park	1	19913
Parkwood - Ferndale - Lynwood	0	555
Parkwood - Ferndale - Lynwood	1	13438
Riverton - Shelley - Rossmoyne	0	510
Riverton - Shelley - Rossmoyne	1	14001
Welshpool	1	12
Willetton	0	599
Willetton	1	18659
Beckenham - Kenwick - Langford	0	727
Beckenham - Kenwick - Langford	1	19553
Canning Vale - East	0	703
Canning Vale - East	1	23713
Gosnells	0	869
Gosnells	1	20282
Huntingdale - Southern River	0	718
Huntingdale - Southern River	1	21148
Maddington - Orange Grove - Martin	0	584
Maddington - Orange Grove - Martin	1	14420
Thornlie	0	845
Thornlie	1	22818
Forrestfield - Wattle Grove	0	893
Forrestfield - Wattle Grove	1	18838
High Wycombe	0	616
High Wycombe	1	11589
Kalamunda - Maida Vale - Gooseberry Hill	0	812
Kalamunda - Maida Vale - Gooseberry Hill	1	14324
Lesmurdie - Bickley - Carmel	0	607
Lesmurdie - Bickley - Carmel	1	11091
Byford	0	1068
Byford	1	19404
Mundijong	0	377
Mundijong	1	6795
Serpentine - Jarrahdale	0	255
Serpentine - Jarrahdale	1	4349
Como	0	686
Como	1	13889
Manning - Waterford	0	561
Manning - Waterford	1	11094
South Perth - Kensington	0	1055
South Perth - Kensington	1	16165
Banjup	0	855
Banjup	1	20891
Bibra Industrial	0	4
Bibra Industrial	1	15
Coogee	0	431
Coogee	1	9385
Coolbellup	0	391
Coolbellup	1	8109
Hamilton Hill	0	631
Hamilton Hill	1	10695
Henderson	0	4
Henderson	1	3
