SA2_NAME16	medianMortgageRepayment
Carrum Downs	20796
Frankston	20796
Frankston North	19164
Frankston South	26004
Langwarrin	22800
Seaford (Vic.)	22200
Skye - Sandhurst	24000
Dromana	23400
Flinders	26928
Hastings - Somers	20796
Mount Eliza	31200
Mount Martha	26004
Point Nepean	22656
Rosebud - McCrae	20796
Somerville	21600
Mornington - East	24000
Mornington - West	25200
Ararat	12996
Ararat Surrounds	12996
Horsham	14436
Horsham Surrounds	13608
Nhill Region	8844
St Arnaud	10404
Stawell	12120
West Wimmera	9096
Yarriambiack	8064
Irymple	17676
Merbein	13680
Mildura Surrounds	10800
Red Cliffs	12996
Mildura - North	13776
Mildura - South	16008
Buloke	8808
Gannawarra	11964
Kerang	12000
Robinvale	12480
Swan Hill	15600
Swan Hill Surrounds	11592
Echuca	17796
Kyabram	14820
Lockington - Gunbower	15840
Rochester	13464
Rushworth	12276
Cobram	15336
Moira	14556
Numurkah	14064
Yarrawonga	17160
Mooroopna	13776
Shepparton - North	16428
Shepparton Surrounds - East	15600
Shepparton Surrounds - West	15600
Kialla	19500
Shepparton - South East	13992
Glenelg (Vic.)	12876
Hamilton (Vic.)	12996
Portland	13260
Southern Grampians	11172
Camperdown	13608
Colac	15600
Colac Surrounds	16800
Corangamite - North	12000
Corangamite - South	14400
Otway	16644
Moyne - East	15600
Moyne - West	18204
Warrnambool - North	17412
Warrnambool - South	16644
Migratory - Offshore - Shipping (Vic.)	
No usual address (Vic.)	
Alexandra Hills	21948
Belmont - Gumdale	27216
Birkdale	24000
Capalaba	21420
Thorneside	21444
Wellington Point	24156
Cleveland	24000
Ormiston	24000
Redland Bay	24912
Sheldon - Mount Cotton	26004
Thornlands	26004
Victoria Point	23400
North Stradbroke Island	20796
Southern Moreton Bay Islands	10848
Brisbane Port - Lytton	38400
Manly - Lota	26004
Manly West	24600
Murarrie	26004
Tingalpa	22800
Wakerley	28596
Wynnum	26004
Wynnum West - Hemmant	23400
Bald Hills	21000
Bridgeman Downs	30000
Carseldine	24000
Everton Park	23400
McDowall	26004
Aspley	24000
Chermside	20280
Chermside West	24696
Geebung	24000
Kedron - Gordon Park	26400
Stafford	24000
Stafford Heights	26004
Wavell Heights	29400
Boondall	21600
Brisbane Airport	
Eagle Farm - Pinkenba	23460
Northgate - Virginia	26004
Nudgee - Banyo	25092
Nundah	20796
Bracken Ridge	21600
Brighton (Qld)	23916
Deagon	22152
Sandgate - Shorncliffe	26004
Taigum - Fitzgibbon	20148
Zillmere	20124
Camp Hill	31200
Cannon Hill	28344
Carina	24000
Carina Heights	23400
Carindale	28800
Annerley	24000
Coorparoo	24696
Fairfield - Dutton Park	26004
Greenslopes	22392
Holland Park	27600
Holland Park West	26004
Woolloongabba	24000
Yeronga	26004
Eight Mile Plains	21972
Macgregor (Qld)	23400
Mansfield (Qld)	25728
Mount Gravatt	24372
Rochedale - Burbank	31200
Upper Mount Gravatt	23604
Wishart	23508
Coopers Plains	20796
Moorooka	24000
Robertson	23400
Salisbury - Nathan	24000
Tarragindi	29436
Algester	21000
Calamvale - Stretton	21648
Pallara - Willawong	25200
Parkinson - Drewvale	23400
Rocklea - Acacia Ridge	18204
Kuraby	25200
Runcorn	19200
Sunnybank	23532
Sunnybank Hills	22236
Jindalee - Mount Ommaney	26004
Middle Park - Jamboree Heights	22632
Riverhills	21840
Seventeen Mile Rocks - Sinnamon Park	26004
Westlake	27300
Bellbowrie - Moggill	24912
Brookfield - Kenmore Hills	32400
Chapel Hill	28884
Fig Tree Pocket	36396
Kenmore	26400
Pinjarra Hills - Pullenvale	32400
Chelmer - Graceville	33600
Corinda	26400
Indooroopilly	24468
Sherwood	26520
St Lucia	24000
Taringa	22800
Enoggera	24000
Enoggera Reservoir	15240
Keperra	23400
Mitchelton	26004
Mount Coot-tha	
The Gap	27192
Upper Kedron - Ferny Grove	26004
Brisbane City	24000
Fortitude Valley	20796
Highgate Hill	28596
Kangaroo Point	23400
New Farm	27312
South Brisbane	23400
Spring Hill	20796
West End	25200
Balmoral	32496
Bulimba	33600
East Brisbane	26004
Hawthorne	33600
Morningside - Seven Hills	26004
Norman Park	31200
Albion	24000
Alderley	26400
Ascot	28800
Clayfield	24000
Grange	31200
Hamilton (Qld)	26004
Hendra	34800
Kelvin Grove - Herston	24960
Newmarket	26004
Newstead - Bowen Hills	24000
Wilston	32496
Windsor	27336
Wooloowin - Lutwyche	26400
Ashgrove	31200
Auchenflower	26004
Bardon	34836
Paddington - Milton	30000
Red Hill (Qld)	32400
Toowong	24624
Brinsmead	20796
Clifton Beach - Kewarra Beach	20796
Freshwater - Stratford	19764
Redlynch	21600
Trinity Beach - Smithfield	20796
Yorkeys Knob - Machans Beach	16896
Bentley Park	18204
Cairns City	15600
Earlville - Bayview Heights	18264
Edmonton	18204
Gordonvale - Trinity	19500
Kanimbla - Mooroobool	19500
Lamb Range	
Manoora	13200
Manunda	15600
Mount Sheridan	18504
Westcourt - Bungalow	15600
White Rock	16116
Whitfield - Edge Hill	20796
Woree	15600
Babinda	16404
Innisfail	14304
Johnstone	15600
Tully	15600
Wooroonooran	62400
Yarrabah	16704
Daintree	16896
Port Douglas	19980
Atherton	17520
Herberton	12996
Kuranda	19764
Malanda - Yungaburra	17160
Mareeba	17940
Balonne	14028
Chinchilla	15768
Goondiwindi	18204
Inglewood - Waggamba	10404
Miles - Wandoan	12216
Roma	15600
Roma Surrounds	13368
Tara	9480
Crows Nest - Rosalie	15600
Jondaryan	15600
Millmerran	12000
Pittsworth	16968
Wambo	15600
Clifton - Greenmount	16224
Southern Downs - East	16632
Southern Downs - West	15600
Stanthorpe	14400
Stanthorpe Surrounds	14976
Warwick	14664
Central Highlands - East	12996
Central Highlands - West	15600
Emerald	19200
Berserker	13392
Bouldercombe	18600
Emu Park	18204
Frenchville - Mount Archer	17700
Glenlee - Rockyview	23400
Gracemere	18204
Lakes Creek	15600
Mount Morgan	10080
Norman Gardens	19500
Park Avenue	15600
Parkhurst - Kawana	18204
Rockhampton - West	15600
Rockhampton City	12876
Rockhampton Surrounds - East	20796
Rockhampton Surrounds - North	21060
Rockhampton Surrounds - West	20796
Shoalwater Bay	31200
The Range - Allenstown	17676
Yeppoon	20796
Banana	15600
Biloela	15600
Agnes Water - Miriam Vale	16032
Boyne Island - Tannum Sands	20796
Callemondah	
Clinton - New Auckland	19284
Gladstone	16728
Gladstone Hinterland	22620
Kin Kora - Sun Valley	18204
South Trees	
Telina - Toolooa	18204
West Gladstone	15600
Broadbeach Waters	31200
Burleigh Heads	24000
Burleigh Waters	24252
Mermaid Beach - Broadbeach	20796
Mermaid Waters	26004
Miami	24000
Coolangatta	21660
Currumbin - Tugun	23400
Currumbin Waters	25200
Elanora	25200
Palm Beach	25116
Arundel	24000
Biggera Waters	20388
Coombabah	19764
Labrador	18204
Paradise Point - Hollywell	26004
Runaway Bay	24000
Guanaba - Springbrook	21948
Tamborine - Canungra	23400
Currumbin Valley - Tallebudgera	30000
Mudgeeraba - Bonogin	25200
Reedy Creek - Andrews	26004
Carrara	22800
Highland Park	21840
Nerang - Mount Nathan	22104
Pacific Pines - Gaven	24000
Worongary - Tallai	26400
Coomera	24000
Helensvale	25176
Hope Island	26400
Jacobs Well - Alberton	25116
Oxenford - Maudsland	23400
Ormeau (East) - Stapylton	23400
Ormeau (West) - Yatala	24000
Pimpama - North	24624
Pimpama - South	23400
Upper Coomera (South) - Wongawallan	26004
Upper Coomera - North	21840
Willow Vale - Pimpama (West)	23400
Clear Island Waters	26004
Merrimac	20796
Varsity Lakes	22104
Robina - East	24072
Robina - West	21840
Ashmore	23400
Molendinar	22200
Parkwood	22728
Southport - North	17508
Southport - South	20796
Benowa	26004
Bundall	31200
Main Beach	25092
Surfers Paradise - North	19500
Surfers Paradise - South	19200
Darra - Sumner	18924
Durack	18204
Inala - Richlands	16512
Oxley (Qld)	24000
Wacol	15600
Doolandella	20796
Forest Lake - Ellen Grove	20400
Boonah	18204
Esk	15600
Lake Manchester - England Creek	
Lockyer Valley - East	17676
Lowood	18204
Rosewood	19200
Brassall	18000
Bundamba	15600
Churchill - Yamanto	17424
Ipswich - Central	18000
Ipswich - East	15876
Ipswich - North	22800
Karalee - Barellan Point	24684
Karana Downs	23016
Leichhardt - One Mile	14556
North Ipswich - Tivoli	15600
Raceview	16896
Ripley	21420
Riverview	13104
Camira - Gailes	18720
Carole Park	
Collingwood Park - Redbank	18852
Goodna	15600
New Chum	
Redbank Plains	17676
Springfield	20796
Springfield Lakes	22704
Augustine Heights - Brookwater	27276
Bellbird Park	20400
Beaudesert	18204
Beenleigh	16644
Eagleby	15600
Edens Landing - Holmview	18792
Mount Warren Park	19200
Wolffdene - Bahrs Scrub	22356
Boronia Heights - Park Ridge	19392
Browns Plains	18204
Chambers Flat - Logan Reserve	21000
Crestmead	17160
Greenbank Military Camp	
Hillcrest	19764
Marsden	17640
Munruben - Park Ridge South	23400
Regents Park - Heritage Park	20268
Logan Village	26004
Flagstone (East) - Riverbend	23400
Flagstone (West) - New Beith	26004
Greenbank - North Maclean	23400
Jimboomba - Glenlogan	24000
Yarrabilba	20436
Bethania - Waterford	19164
Cornubia - Carbrook	25200
Loganholme - Tanah Merah	20796
Loganlea	18204
Shailer Park	23916
Waterford West	17424
Daisy Hill	22356
Kingston (Qld)	15864
Logan Central	15600
Rochedale South - Priestdale	21600
Slacks Creek	17160
Springwood	20796
Underwood	23400
Woodridge	14400
Bowen	18204
Broadsound - Nebo	10920
Clermont	15600
Collinsville	15600
Moranbah	15600
Andergrove - Beaconsfield	20616
East Mackay	19500
Eimeo - Rural View	22224
Eungella Hinterland	57600
Mackay	16644
Mackay Harbour	26004
Mount Pleasant - Glenella	22680
North Mackay	17424
Ooralea - Bakers Creek	21840
Pioneer Valley	21840
Sarina	20796
Seaforth - Calen	21060
Shoal Point - Bucasia	20796
Slade Point	18204
South Mackay	18000
Walkerston - Eton	20796
West Mackay	19044
Airlie - Whitsundays	20796
Cape Conway	
Proserpine	18720
Beachmere - Sandstone Point	19764
Bribie Island	19764
Burpengary - East	25200
Caboolture - South	17676
Elimbah	24000
Morayfield - East	18204
Wamuran	24000
Caboolture - East	18984
Caboolture - West	18720
Kilcoy	18204
Woodford - D'Aguilar	20904
Burpengary	20796
Deception Bay	18204
Morayfield	24000
Narangba	22800
Upper Caboolture	24696
Clontarf	20796
Margate - Woody Point	20796
Redcliffe	19200
Rothwell - Kippa-Ring	19500
Moreton Island	18204
Scarborough - Newport	25200
Albany Creek	24444
Cashmere	24000
Dayboro	26004
Eatons Hill	25812
The Hills District	24000
Samford Valley	29904
Murrumba Downs - Griffin	22812
Dakabin	21600
Kallangur	18540
Mango Hill	24000
North Lakes	23400
Bray Park	20016
Lawnton	19224
Petrie	20700
Strathpine - Brendale	18564
Aurukun	
Cape York	15432
Croydon - Etheridge	8064
Kowanyama - Pormpuraaw	
Northern Peninsula	15600
Tablelands	15948
Torres	21492
Torres Strait Islands	
Weipa	24756
Carpentaria	12504
Mount Isa	18552
Mount Isa Surrounds	14400
Northern Highlands	8580
Barcaldine - Blackall	11460
Charleville	10404
Far Central West	10608
Far South West	9096
Longreach	12996
Buderim - North	24336
Buderim - South	24000
Mountain Creek	23400
Sippy Downs	22668
Aroona - Currimundi	23400
Buddina - Minyama	26004
Caloundra - Kings Beach	18204
Golden Beach - Pelican Waters	25476
Moffat Beach - Battery Hill	24000
Parrearra - Warana	24576
Wurtulla - Birtinya	24000
Caloundra West - Baringa	22692
Meridan Plains - Little Mountain (North)	23400
Coolum Beach	24000
Marcoola - Mudjimba	21732
Maroochydore - Kuluin	20796
Mooloolaba - Alexandra Headland	21600
Noosa Heads	26004
Noosaville	24000
Sunshine Beach	26004
Tewantin	21600
Peregian Beach - Marcus Beach	25200
Peregian Springs	25764
Beerwah	20796
Caloundra Hinterland	20400
Glass House Mountains	21768
Landsborough	23400
Maroochy Hinterland	20796
Palmwoods	23400
Bli Bli	22800
Diddillibah - Rosemount	26004
Eumundi - Yandina	23400
Nambour	20040
Noosa Hinterland	21600
Cambooya - Wyreema	19764
Darling Heights	17400
Drayton - Harristown	15600
Gatton	15600
Gowrie (Qld)	19524
Highfields	22800
Lockyer Valley - West	19200
Middle Ridge	23400
Newtown (Qld)	15048
North Toowoomba - Harlaxton	15612
Rangeville	19032
Toowoomba - Central	16800
Toowoomba - East	21576
Toowoomba - West	20796
Wilsonton	15600
Ayr	14964
Burdekin	14400
Charters Towers	13524
Dalrymple	18204
Ingham	12996
Ingham Surrounds	15600
Palm Island	26004
Aitkenvale	16644
Annandale (Qld)	19500
Belgian Gardens - Pallarenda	20796
Bohle Plains	21600
Condon - Rasmussen	16104
Cranbrook	15600
Douglas	19596
Garbutt - West End	16248
Gulliver - Currajong - Vincent	15600
Heatley	15600
Hermit Park - Rosslea	17400
Hyde Park - Pimlico	17676
Kelso	18000
Kirwan - East	15600
Kirwan - West	18204
Magnetic Island	16236
Mount Louisa	19764
Mundingburra	16956
Northern Beaches	19200
Oonoonba	20400
South Townsville - Railway Estate	17676
Townsville - South	20796
Townsville City - North Ward	23400
Wulguru - Roseneath	15600
Burdell - Mount Low	20796
Deeragun - Jensen	18204
Ashfield - Kepnock	15600
Bargara - Burnett Heads	18000
Branyan - Kensington	19200
Bundaberg	13416
Bundaberg East - Kalkie	15888
Bundaberg North - Gooburrum	13656
Bundaberg Surrounds - North	15600
Bundaberg Surrounds - South	14508
Millbank - Avoca	15600
Svensson Heights - Norville	14304
Walkervale - Avenell Heights	14232
Gayndah - Mundubbera	12996
Gin Gin	12000
Kingaroy	14556
Kingaroy Surrounds - North	11904
Kingaroy Surrounds - South	14724
Monto - Eidsvold	10404
Nanango	12000
North Burnett	
Cooloola	15600
Gympie - North	15132
Gympie - South	16896
Gympie Surrounds	17664
Kilkivan	15600
Booral - River Heads	18720
Craignish - Dundowran Beach	20796
Pialba - Eli Waters	16800
Point Vernon	15600
Torquay - Scarness - Kawungan	15600
Urangan - Wondunna	17676
Burrum - Fraser	15600
Granville	12996
Maryborough (Qld)	12996
Maryborough Surrounds - South	14040
Tinana	15720
Migratory - Offshore - Shipping (Qld)	
No usual address (Qld)	
Adelaide	20796
North Adelaide	22968
Adelaide Hills	20796
Aldgate - Stirling	24000
Hahndorf - Echunga	22800
Lobethal - Woodside	19200
Mount Barker	19764
Mount Barker Surrounds	18264
Nairne	18000
Uraidla - Summertown	25224
Burnside - Wattle Park	26940
Beaumont - Glen Osmond	31200
Toorak Gardens	26004
Athelstone	20796
Paradise - Newton	20280
Rostrevor - Magill	22428
Norwood (SA)	24000
Payneham - Felixstow	22440
St Peters - Marden	24960
Nailsworth - Broadview	21840
Prospect	23400
Walkerville	26004
Goodwood - Millswood	24372
Unley - Parkside	26004
Gawler - North	18204
Gawler - South	16800
Lewiston - Two Wells	20400
Craigmore - Blakeview	16044
Davoren Park	13896
Elizabeth	12996
Elizabeth East	14796
Munno Para West - Angle Vale	17808
One Tree Hill	23940
Smithfield - Elizabeth North	11700
Virginia - Waterloo Corner	19200
Enfield - Blair Athol	19200
Windsor Gardens	20016
Northgate - Northfield	19800
Valley View - Gilles Plains	18204
Dry Creek - North	
Ingle Farm	16896
Para Hills	15864
Parafield	
Parafield Gardens	16584
Paralowie	15600
Salisbury	14952
Salisbury East	15600
Salisbury North	15300
Mawson Lakes - Globe Derby Park	19500
Pooraka - Cavan	16020
Golden Grove	20256
Greenwith	19008
Highbury - Dernancourt	20796
Hope Valley - Modbury	18000
Modbury Heights	18000
Redwood Park	18204
St Agnes - Ridgehaven	18204
Brighton (SA)	23424
Glenelg (SA)	23400
Edwardstown	19716
Hallett Cove	20400
Marino - Seaview Downs	21840
Mitchell Park	19236
Morphettville	20796
Sheidow Park - Trott Park	18204
Warradale	20760
Belair	25200
Bellevue Heights	20796
Blackwood	23400
Colonel Light Gardens	24000
Mitcham (SA)	26004
Panorama	20988
Aberfoyle Park	18312
Aldinga	16800
Christie Downs	15000
Christies Beach	16728
Clarendon	24000
Coromandel Valley	21816
Flagstaff Hill	20796
Hackham - Onkaparinga Hills	16800
Hackham West - Huntfield Heights	14304
Happy Valley	18204
Happy Valley Reservoir	
Lonsdale	26004
McLaren Vale	20796
Morphett Vale - East	15600
Morphett Vale - West	15288
Reynella	16380
Willunga	20796
Woodcroft	18204
Seaford - Seaford Meadows	18204
Seaford Rise - Moana	18204
Beverley	20796
Flinders Park	20952
Henley Beach	24000
Hindmarsh - Brompton	20796
Royal Park - Hendon - Albert Park	19200
Seaton - Grange	20796
West Lakes	22404
Woodville - Cheltenham	19200
Dry Creek - South	
Largs Bay - Semaphore	19500
North Haven	18768
Port Adelaide	17940
The Parks	18204
Torrens Island	
Adelaide Airport	
Fulham	24000
Lockleys	21600
Plympton	20796
Richmond (SA)	20796
West Beach	24000
Barossa - Angaston	18000
Light	15936
Lyndoch	18204
Mallala	13800
Nuriootpa	16176
Tanunda	17424
Clare	15600
Gilbert Valley	13200
Goyder	10404
Wakefield - Barunga West	11580
Jamestown	9624
Peterborough - Mount Remarkable	9096
Port Pirie	11412
Port Pirie Surrounds	11964
Kadina	13524
Moonta	14400
Wallaroo	14556
Yorke Peninsula - North	12000
Yorke Peninsula - South	11832
Ceduna	15012
Eyre Peninsula	14304
Kimba - Cleve - Franklin Harbour	11232
Le Hunte - Elliston	10404
Port Lincoln	15600
West Coast (SA)	12996
Western	
Whyalla	12996
Whyalla - North	
APY Lands	
Coober Pedy	7560
Quorn - Lake Gilles	11568
Outback	7908
Port Augusta	13656
Roxby Downs	18204
Goolwa - Port Elliot	14352
Kangaroo Island	12276
Strathalbyn	18000
Strathalbyn Surrounds	18204
Victor Harbor	15600
Yankalilla	15600
Grant	15600
Kingston - Robe	14160
Millicent	10920
Naracoorte	12996
Naracoorte Surrounds	10800
Penola	10752
Tatiara	10404
Wattle Range	12072
Mount Gambier - East	14400
Mount Gambier - West	13308
Barmera	12996
Berri	12480
Karoonda - Lameroo	7932
Loxton	12996
Loxton Surrounds	12996
Mannum	12996
Murray Bridge	13200
Murray Bridge Surrounds	15000
Renmark	11700
Renmark Surrounds	14136
The Coorong	10548
Waikerie	11436
Migratory - Offshore - Shipping (SA)	
No usual address (SA)	
Augusta	21792
Busselton Surrounds	23916
Margaret River	20400
Busselton - East	20796
Busselton - West	20796
Australind - Leschenault	20796
Capel	19500
College Grove - Carey Park	15600
Collie	15600
Dardanup	21000
Davenport	
Eaton - Pelican Point	19812
Harvey	20280
East Bunbury - Glen Iris	18072
Waroona	19500
Dalyellup	20796
Gelorup - Stratham	24960
South Bunbury - Bunbury	19500
Withers - Usher	15600
Bridgetown - Boyup Brook	15924
Donnybrook - Balingup	18744
Manjimup	15600
Pemberton	15600
Dawesville - Bouvard	22104
Falcon - Wannanup	20796
Greenfields	16644
Halls Head - Erskine	20796
Mandurah	15600
Mandurah - East	21588
Mandurah - North	22044
Mandurah - South	18000
Pinjarra	20796
City Beach	48000
Claremont (WA)	33600
Cottesloe	47100
Floreat	39000
Mosman Park - Peppermint Grove	36396
Nedlands - Dalkeith - Crawley	42252
Swanbourne - Mount Claremont	39000
Kings Park (WA)	119988
Mount Hawthorn - Leederville	28596
Mount Lawley - Inglewood	26400
North Perth	29904
Subiaco - Shenton Park	31020
Wembley - West Leederville - Glendalough	26004
East Perth	23400
Perth (North) - Highgate	22800
Perth (West) - Northbridge	22080
Bassendean - Eden Hill - Ashfield	21612
Bayswater - Embleton - Bedford	24000
Maylands	20796
Morley	20796
Noranda	22884
Chidlow	23040
Glen Forrest - Darlington	24180
Helena Valley - Koongamia	23676
Malmalling - Reservoir	18204
Mundaring	24000
Swan View - Greenmount - Midvale	20796
Avon Valley National Park	
Ballajura	20436
Beechboro	21180
Bullsbrook	23400
Gidgegannup	27600
Hazelmere - Guildford	24000
Lockridge - Kiara	21840
Malaga	
Melaleuca - Lexia	
Middle Swan - Herne Hill	19500
Midland - Guildford	19200
Stratton - Jane Brook	20676
The Vines	26004
Walyunga National Park	
Aveley	23400
Brabham - Henley Brook	23400
Ellenbrook	21600
Craigie - Beldon	21600
Currambine - Kinross	23400
Duncraig	26496
Greenwood - Warwick	23400
Heathridge - Connolly	22824
Hillarys	28800
Iluka - Burns Beach	33156
Joondalup - Edgewater	21840
Kingsley	24000
Mullaloo - Kallaroo	27600
Ocean Reef	27036
Padbury	24000
Sorrento - Marmion	31200
Woodvale	26004
Balcatta - Hamersley	22356
Balga - Mirrabooka	17784
Herdsman	
Innaloo - Doubleview	24444
Karrinyup - Gwelup - Carine	30000
Nollamara - Westminster	18624
Osborne Park Industrial	19896
Scarborough	25848
Stirling - Osborne Park	24000
Trigg - North Beach - Watermans Bay	33804
Tuart Hill - Joondanna	20796
Wembley Downs - Churchlands - Woodlands	32028
Yokine - Coolbinia - Menora	24000
Dianella - North	25200
Dianella - South	22800
Alexander Heights - Koondoola	19200
Butler - Merriwa - Ridgewood	20796
Carramar	22884
Clarkson	20796
Girrawheen	16800
Marangaroo	19764
Mindarie - Quinns Rocks - Jindalee	26004
Neerabup National Park	
Tapping - Ashby - Sinagra	24000
Alkimos - Eglinton	23400
Carabooda - Pinjar	29640
Two Rocks	21600
Yanchep	22104
Hocking - Pearsall	23916
Landsdale	26004
Madeley - Darch	24000
Wanneroo - Sinagra	21600
Armadale - Wungong - Brookdale	18204
Ashendon - Lesley	
Camillo - Champion Lakes	16896
Kelmscott	18000
Mount Nasura - Mount Richon - Bedfordale	24000
Roleystone	24672
Seville Grove	19200
Harrisdale	24000
Piara Waters - Forrestdale	24336
Belmont - Ascot - Redcliffe	21048
East Victoria Park - Carlisle	24000
Kewdale Commercial	
Perth Airport	
Victoria Park - Lathlain - Burswood	24000
Cloverdale	20400
Kewdale	20796
Rivervale	21120
Bentley - Wilson - St James	20796
Canning Vale - West	24000
Canning Vale Commercial	
Cannington - Queens Park	19764
Parkwood - Ferndale - Lynwood	19500
Riverton - Shelley - Rossmoyne	26004
Welshpool	12000
Willetton	25200
Beckenham - Kenwick - Langford	19092
Canning Vale - East	23484
Gosnells	18000
Huntingdale - Southern River	23400
Maddington - Orange Grove - Martin	18720
Thornlie	19500
Forrestfield - Wattle Grove	21600
High Wycombe	20796
Kalamunda - Maida Vale - Gooseberry Hill	24408
Lesmurdie - Bickley - Carmel	25200
Byford	22968
Mundijong	26004
Serpentine - Jarrahdale	26004
Como	24576
Manning - Waterford	30000
South Perth - Kensington	28656
Banjup	24000
Bibra Industrial	33804
Bibra Lake	
Coogee	26004
Coolbellup	20796
Hamilton Hill	20796
Henderson	30000
North Coogee	33804
South Lake - Cockburn Central	20160
Spearwood	20796
Success - Hammond Park	23916
Yangebup	20796
Beeliar - Wattleup	24000
Jandakot	26004
East Fremantle	31200
Fremantle	26004
Fremantle - South	24852
O'Connor (WA)	
Wellard (West) - Bertram	21600
Calista	15600
Hope Valley - Postans	9996
Kwinana Industrial	16008
Parmelia - Orelia	15996
Casuarina - Wandi	24000
Applecross - Ardross	32400
Bateman	26400
Bicton - Palmyra	25380
Booragoon	31200
Bull Creek	26004
Leeming	26004
Melville	29040
Murdoch - Kardinya	24180
Willagee	23604
Winthrop	27804
Cooloongup	15600
Port Kennedy	20400
Rockingham	18204
Rockingham Lakes	
Safety Bay - Shoalwater	20088
Singleton - Golden Bay - Secret Harbour	23400
Waikiki	19200
Warnbro	18204
Baldivis - North	22104
Baldivis - South	22980
Karnup	22284
Albany	17268
Albany Surrounds	21600
Bayonet Head - Lower King	18600
Denmark	18204
Gnowangerup	10404
Katanning	12912
Kojonup	12000
Little Grove - Elleker	20400
McKail - Willyung	18720
Plantagenet	15336
Stirling Range National Park	
Chittering	25200
Cunderdin	12000
Dowerin	10404
Gingin - Dandaragan	19728
Merredin	11124
Moora	12000
Mukinbudin	8628
Northam	16716
Toodyay	18768
York - Beverley	15600
Brookton	12996
Kulin	8916
Murray	20796
Narrogin	14040
Wagin	12996
Broome	26004
Derby - West Kimberley	19548
Halls Creek	19200
Kununurra	24000
Roebuck	26004
East Pilbara	29220
Newman	12384
Port Hedland	21996
South Hedland	16644
Ashburton (WA)	19356
Karratha	23664
Roebourne	26004
Esperance	19200
Esperance Surrounds	12480
Carnarvon	15600
Exmouth	23400
Boulder	15708
Kalgoorlie	20400
Kalgoorlie - North	20760
Kalgoorlie Airport	
Kambalda - Coolgardie - Norseman	11328
Leinster - Leonora	7608
Trafalgar (WA)	
Geraldton	15600
Geraldton - East	18204
Geraldton - North	20796
Geraldton - South	19932
Irwin	18444
Meekatharra	7800
Morawa	9600
Northampton - Mullewa - Greenough	16800
Migratory - Offshore - Shipping (WA)	20796
No usual address (WA)	
Bridgewater - Gagebrook	12996
Brighton - Pontville	18096
Old Beach - Otago	18204
Bellerive - Rosny	19200
Cambridge	21600
Geilston Bay - Risdon	19500
Howrah - Tranmere	20796
Lindisfarne - Rose Bay	19440
Mornington - Warrane	15600
Risdon Vale	12996
Rokeby	16644
South Arm	19200
Austins Ferry - Granton	18276
Berriedale - Chigwell	15600
Claremont (Tas.)	15600
Derwent Park - Lutana	15600
Glenorchy	15600
Montrose - Rosetta	17376
Moonah	16644
New Norfolk	14400
West Moonah	17160
Kingston - Huntingfield	19512
Kingston Beach - Blackmans Bay	20220
Margate - Snug	19500
Mount Wellington	
Taroona - Bonnet Hill	21420
Hobart	21600
Lenah Valley - Mount Stuart	19968
Mount Nelson - Dynnyrne	21840
New Town	21264
Sandy Bay	26004
South Hobart - Fern Tree	19500
West Hobart	23400
Dodges Ferry - Lewisham	15600
Sorell - Richmond	18072
Invermay	13104
Kings Meadows - Punchbowl	15600
Launceston	18852
Legana	18204
Mowbray	12600
Newnham - Mayfield	14040
Newstead	16896
Norwood (Tas.)	16464
Prospect Vale - Blackstone	18000
Ravenswood	10404
Riverside	17160
South Launceston	15480
Summerhill - Prospect	15600
Trevallyn	16644
Waverley - St Leonards	13932
West Launceston	15648
Youngtown - Relbia	15756
Beauty Point - Beaconsfield	12996
Deloraine	14304
Grindelwald - Lanena	15720
Hadspen - Carrick	16896
Westbury	14916
Dilston - Lilydale	16380
George Town	12996
Longford	15600
Northern Midlands	12276
Perth - Evandale	15888
St Helens - Scamander	12996
Flinders and Cape Barren Islands	10404
Scottsdale - Bridport	12996
Central Highlands	10728
Derwent Valley	14868
Southern Midlands	15600
Wilderness - East	
Bruny Island - Kettering	17400
Cygnet	15600
Geeveston - Dover	12996
Huonville - Franklin	17160
Forestier - Tasman	12996
Triabunna - Bicheno	13260
Acton - Upper Burnie	11868
Burnie - Ulverstone Surrounds	15600
Burnie - Wivenhoe	11532
Parklands - Camdale	15600
Penguin - Sulphur Creek	15600
Romaine - Havenview	14532
Somerset	14304
Ulverstone	13476
West Ulverstone	14556
Wynyard	14820
Devonport	14304
East Devonport	12996
Latrobe	15600
Miandetta - Don	15660
Port Sorell	17160
Quoiba - Spreyton	15600
Sheffield - Railton	15036
Turners Beach - Forth	16800
King Island	12996
North West	13764
Smithton	12996
Waratah	14040
West Coast (Tas.)	7800
Wilderness - West	
Migratory - Offshore - Shipping (Tas.)	
No usual address (Tas.)	
Darwin Airport	
Darwin City	21372
East Point	
Fannie Bay - The Gardens	24000
Larrakeyah	21600
Ludmilla - The Narrows	26004
Parap	26784
Stuart Park	23760
Woolner - Bayview - Winnellie	26976
Alawa	21324
Anula	24000
Berrimah	31200
Brinkin - Nakara	22800
Buffalo Creek	
Charles Darwin	
Coconut Grove	19200
East Arm	
Jingili	24180
Karama	23400
Leanyer	24000
Lyons (NT)	31200
Malak - Marrara	24000
Millner	20796
Moil	23400
Nightcliff	23664
Rapid Creek	23472
Tiwi	24000
Wagaman	21840
Wanguri	26004
Wulagi	24000
Howard Springs	28596
Humpty Doo	28164
Koolpinyah	
Virginia	28596
Weddell	26004
