SA2_NAME16	PrivateDwelling	persons
Wahroonga (East) - Warrawee	1	17267
Cremorne - Cammeray	0	611
Cremorne - Cammeray	1	17905
Crows Nest - Waverton	0	736
Crows Nest - Waverton	1	17009
Neutral Bay - Kirribilli	0	1106
Neutral Bay - Kirribilli	1	15540
North Sydney - Lavender Bay	0	836
North Sydney - Lavender Bay	1	11314
Mosman - North	0	577
Mosman - North	1	12862
Mosman - South	0	557
Mosman - South	1	13607
Balgowlah - Clontarf - Seaforth	0	507
Balgowlah - Clontarf - Seaforth	1	19850
Manly - Fairlight	0	1196
Manly - Fairlight	1	20761
Avalon - Palm Beach	0	728
Avalon - Palm Beach	1	12314
Bayview - Elanora Heights	0	470
Bayview - Elanora Heights	1	10635
Newport - Bilgola	0	358
Newport - Bilgola	1	13158
Mona Vale - Warriewood (North)	0	903
Mona Vale - Warriewood (North)	1	13609
North Narrabeen - Warriewood (South)	0	360
North Narrabeen - Warriewood (South)	1	10389
Beacon Hill - Narraweena	0	368
Beacon Hill - Narraweena	1	13992
Cromer	0	246
Cromer	1	7709
Forestville - Killarney Heights	0	307
Forestville - Killarney Heights	1	12752
Freshwater - Brookvale	0	742
Freshwater - Brookvale	1	20698
Manly Vale - Allambie Heights	0	624
Manly Vale - Allambie Heights	1	16702
Terrey Hills - Duffys Forest	0	205
Terrey Hills - Duffys Forest	1	3567
Belrose	0	419
Belrose	1	8173
Collaroy - Collaroy Plateau	0	562
Collaroy - Collaroy Plateau	1	13238
Dee Why (South) - North Curl Curl	0	316
Dee Why (South) - North Curl Curl	1	8729
Dee Why - North	0	468
Dee Why - North	1	17141
Frenchs Forest - Oxford Falls	0	544
Frenchs Forest - Oxford Falls	1	16760
Narrabeen - Wheeler Heights	0	848
Narrabeen - Wheeler Heights	1	10272
Camden - Ellis Lane	0	962
Camden - Ellis Lane	1	12292
Currans Hill	0	107
Currans Hill	1	6305
Elderslie - Narellan	0	385
Elderslie - Narellan	1	13586
Harrington Park	0	178
Harrington Park	1	11060
Mount Annan	0	352
Mount Annan	1	18562
Spring Farm	0	163
Spring Farm	1	9360
Bradbury - Wedderburn	0	1037
Bradbury - Wedderburn	1	18935
Campbelltown - Woodbine	0	1948
Campbelltown - Woodbine	1	20501
Claymore - Eagle Vale - Raby	0	1023
Claymore - Eagle Vale - Raby	1	19112
Holsworthy Military Area	1	5
Leumeah - Minto Heights	0	723
Leumeah - Minto Heights	1	15891
Minto - St Andrews	0	1029
Minto - St Andrews	1	20211
Rosemeadow - Glen Alpine	0	1072
Rosemeadow - Glen Alpine	1	19826
Denham Court - Bardia	0	779
Denham Court - Bardia	1	14149
Glenfield	0	776
Glenfield	1	9659
Ingleburn	0	768
Ingleburn	1	15863
Macquarie Fields	0	857
Macquarie Fields	1	13290
Bargo	0	205
Bargo	1	5678
Douglas Park - Appin	0	605
Douglas Park - Appin	1	10443
Picton - Tahmoor - Buxton	0	837
Picton - Tahmoor - Buxton	1	18025
The Oaks - Oakdale	0	478
The Oaks - Oakdale	1	9292
Blackheath - Megalong Valley	0	452
Blackheath - Megalong Valley	1	5356
Blaxland - Warrimoo - Lapstone	0	298
Blaxland - Warrimoo - Lapstone	1	18484
Blue Mountains - North	0	4
Blue Mountains - North	1	7
Katoomba - Leura	0	1081
Katoomba - Leura	1	12429
Lawson - Hazelbrook - Linden	0	276
Lawson - Hazelbrook - Linden	1	11001
Springwood - Winmalee	0	757
Springwood - Winmalee	1	21097
Wentworth Falls	0	496
Wentworth Falls	1	5972
Blue Mountains - South	1	7
Cambridge Park	0	729
Cambridge Park	1	15184
Emu Plains - Leonay	0	452
Emu Plains - Leonay	1	13369
Glenmore Park - Regentville	0	414
Glenmore Park - Regentville	1	20506
Jamisontown - South Penrith	0	676
Jamisontown - South Penrith	1	16567
Kingswood - Werrington	0	2436
Kingswood - Werrington	1	22716
Mulgoa - Luddenham - Orchard Hills	0	291
Mulgoa - Luddenham - Orchard Hills	1	11664
Penrith	0	1914
Penrith	1	16111
Warragamba - Silverdale	0	160
Warragamba - Silverdale	1	5800
Cranebrook - Castlereagh	0	677
Cranebrook - Castlereagh	1	16252
Jordan Springs - Llandilo	0	324
Jordan Springs - Llandilo	1	13007
Richmond - Clarendon	0	1340
Richmond - Clarendon	1	13880
Windsor - Bligh Park	0	867
Windsor - Bligh Park	1	14457
Yarramundi - Londonderry	0	1491
Yarramundi - Londonderry	1	6009
Erskine Park	0	207
Erskine Park	1	6215
St Clair	0	713
St Clair	1	19157
Colyton - Oxley Park	0	850
Colyton - Oxley Park	1	12145
St Marys - North St Marys	0	1827
St Marys - North St Marys	1	15485
Rookwood Cemetery	1	3
Auburn - Central	0	1537
Auburn - Central	1	17993
Auburn - North	0	511
Auburn - North	1	10031
Auburn - South	0	734
Auburn - South	1	8092
Berala	0	366
Berala	1	8205
Lidcombe	0	964
Lidcombe	1	20118
Regents Park	0	192
Regents Park	1	4893
Silverwater - Newington	0	1581
Silverwater - Newington	1	7678
Wentworth Point - Sydney Olympic Park	0	1124
Wentworth Point - Sydney Olympic Park	1	19328
Ermington - Rydalmere	0	1281
Ermington - Rydalmere	1	23134
Oatlands - Dundas Valley	0	858
Oatlands - Dundas Valley	1	17547
Carlingford - East	0	245
Carlingford - East	1	11302
Carlingford - West	0	469
Carlingford - West	1	18692
Chester Hill - Sefton	0	1959
Chester Hill - Sefton	1	18797
Fairfield - East	0	1451
Fairfield - East	1	14176
Granville - Clyde	0	1627
Granville - Clyde	1	21489
Guildford - South Granville	0	2209
Guildford - South Granville	1	20122
Guildford West - Merrylands West	0	1682
Guildford West - Merrylands West	1	21143
Smithfield Industrial	0	11
Smithfield Industrial	1	10
Yennora Industrial	1	11
Greystanes - South	0	662
Greystanes - South	1	15913
Merrylands - Holroyd	0	1929
Merrylands - Holroyd	1	21811
Pemulwuy - Greystanes (North)	0	534
Pemulwuy - Greystanes (North)	1	10330
South Wentworthville	0	488
South Wentworthville	1	6824
North Parramatta	0	1929
North Parramatta	1	20846
North Rocks	0	274
North Rocks	1	8130
Northmead	0	2319
Northmead	1	19232
Toongabbie - Constitution Hill	0	1129
Toongabbie - Constitution Hill	1	21584
Winston Hills	0	224
Winston Hills	1	10938
Pendle Hill - Girraween	0	869
Pendle Hill - Girraween	1	13019
Wentworthville - Westmead	0	1496
Wentworthville - Westmead	1	20059
Parramatta - North	0	812
Parramatta - North	1	11223
Parramatta - South	0	563
Parramatta - South	1	9228
Rosehill - Harris Park	0	607
Rosehill - Harris Park	1	8425
Pennant Hills - Cheltenham	0	537
Pennant Hills - Cheltenham	1	20876
Epping (East) - North Epping	0	393
Epping (East) - North Epping	1	13967
Epping (NSW) - West	0	366
Epping (NSW) - West	1	18199
Gladesville - Huntleys Point	0	536
Gladesville - Huntleys Point	1	14768
Hunters Hill - Woolwich	0	888
Hunters Hill - Woolwich	1	8696
Macquarie Park - Marsfield	0	2366
Macquarie Park - Marsfield	1	21519
North Ryde - East Ryde	0	997
North Ryde - East Ryde	1	14711
West Ryde - Meadowbank	0	711
West Ryde - Meadowbank	1	19190
Putney	0	107
Putney	1	4029
Denistone	0	293
Denistone	1	6780
Eastwood	0	544
Eastwood	1	18299
Ryde - North	0	660
Ryde - North	1	19380
Ryde - South	0	738
Ryde - South	1	11301
Ashcroft - Busby - Miller	0	1465
Ashcroft - Busby - Miller	1	16458
Austral - Greendale	0	892
Austral - Greendale	1	11629
Badgerys Creek	1	24
Cecil Hills	0	150
Cecil Hills	1	6718
Green Valley	0	427
Green Valley	1	12449
Hinchinbrook	0	399
Hinchinbrook	1	12610
Hoxton Park - Carnes Hill - Horningsea Park	0	415
Hoxton Park - Carnes Hill - Horningsea Park	1	12831
West Hoxton - Middleton Grange	0	514
West Hoxton - Middleton Grange	1	16640
Cobbitty - Bringelly	0	149
Cobbitty - Bringelly	1	4543
Gledswood Hills - Gregory Hills	0	405
Gledswood Hills - Gregory Hills	1	13883
Leppington - Catherine Field	0	333
Leppington - Catherine Field	1	12150
Oran Park	0	585
Oran Park	1	17031
Bonnyrigg Heights - Bonnyrigg	0	715
Bonnyrigg Heights - Bonnyrigg	1	16425
Bossley Park - Abbotsbury	0	899
Bossley Park - Abbotsbury	1	18649
Cabramatta - Lansvale	0	1367
Cabramatta - Lansvale	1	22491
Cabramatta West - Mount Pritchard	0	980
Cabramatta West - Mount Pritchard	1	17129
Canley Vale - Canley Heights	0	1220
Canley Vale - Canley Heights	1	20882
Edensor Park	0	360
Edensor Park	1	9866
Fairfield	0	1117
Fairfield	1	16964
Fairfield - West	0	1030
Fairfield - West	1	20144
Greenfield Park - Prairiewood	0	556
Greenfield Park - Prairiewood	1	8458
Horsley Park - Kemps Creek	0	280
Horsley Park - Kemps Creek	1	4068
Smithfield - Wetherill Park	0	802
Smithfield - Wetherill Park	1	18663
St Johns Park - Wakeley	0	433
St Johns Park - Wakeley	1	10675
Wetherill Park Industrial	0	27
Wetherill Park Industrial	1	19
Casula	0	809
Casula	1	15722
Chipping Norton - Moorebank	0	832
Chipping Norton - Moorebank	1	19860
Holsworthy - Wattle Grove	0	1769
Holsworthy - Wattle Grove	1	19508
Lurnea - Cartwright	0	916
Lurnea - Cartwright	1	11706
Warwick Farm	0	537
Warwick Farm	1	5378
Edmondson Park	0	545
Edmondson Park	1	11528
Liverpool - East	0	2637
Liverpool - East	1	15588
Liverpool - West	0	1056
Liverpool - West	1	12600
Prestons	0	593
Prestons	1	15011
Gymea - Grays Point	0	372
Gymea - Grays Point	1	17501
Miranda - Yowie Bay	0	1033
Miranda - Yowie Bay	1	19516
Sylvania - Taren Point	0	910
Sylvania - Taren Point	1	15465
Caringbah	0	864
Caringbah	1	12201
Caringbah South	0	305
Caringbah South	1	12592
Cronulla - Kurnell - Bundeena	0	1268
Cronulla - Kurnell - Bundeena	1	22819
Lilli Pilli - Port Hacking - Dolans Bay	0	38
Lilli Pilli - Port Hacking - Dolans Bay	1	3287
Woolooware - Burraneer	0	170
Woolooware - Burraneer	1	8641
Heathcote - Waterfall	0	266
Heathcote - Waterfall	1	6309
Illawong - Alfords Point	0	171
Illawong - Alfords Point	1	10316
Menai - Lucas Heights - Woronora	0	398
Menai - Lucas Heights - Woronora	1	20376
Oyster Bay - Como - Jannali	0	525
Oyster Bay - Como - Jannali	1	21261
Royal National Park	0	29
Royal National Park	1	23
Sutherland - Kirrawee	0	1093
Sutherland - Kirrawee	1	21925
Engadine	0	317
Engadine	1	16864
Loftus - Yarrawarrah	0	97
Loftus - Yarrawarrah	1	7173
Woronora Heights	0	22
Woronora Heights	1	3474
Migratory - Offshore - Shipping (NSW)	0	32
Alfredton	0	585
Alfredton	1	16055
Ballarat	0	1521
Ballarat	1	10969
Buninyong	0	435
Buninyong	1	6722
Delacombe	0	501
Delacombe	1	10052
Smythes Creek	0	71
Smythes Creek	1	4107
Wendouree - Miners Rest	0	1130
Wendouree - Miners Rest	1	14094
Ballarat East - Warrenheip	0	861
Ballarat East - Warrenheip	1	8793
Ballarat North - Invermay	0	631
Ballarat North - Invermay	1	13930
Canadian - Mount Clear	0	865
Canadian - Mount Clear	1	11235
Sebastopol - Redan	0	943
Sebastopol - Redan	1	12047
Bacchus Marsh Surrounds	0	437
Bacchus Marsh Surrounds	1	6023
Creswick - Clunes	0	636
Creswick - Clunes	1	7337
Daylesford	0	1029
Daylesford	1	8857
Gordon (Vic.)	0	436
Gordon (Vic.)	1	5857
Avoca	0	343
Avoca	1	3167
Beaufort	0	699
Beaufort	1	3885
Golden Plains - North	0	295
Golden Plains - North	1	4539
Maryborough (Vic.)	0	609
Maryborough (Vic.)	1	7523
Maryborough Surrounds	0	510
Maryborough Surrounds	1	4935
Bendigo	0	2065
Bendigo	1	13348
California Gully - Eaglehawk	0	644
California Gully - Eaglehawk	1	12199
East Bendigo - Kennington	0	1093
East Bendigo - Kennington	1	12737
Flora Hill - Spring Gully	0	591
Flora Hill - Spring Gully	1	8740
Kangaroo Flat - Golden Square	0	1608
Kangaroo Flat - Golden Square	1	19260
Maiden Gully	0	96
Maiden Gully	1	5309
Strathfieldsaye	0	287
Strathfieldsaye	1	10249
White Hills - Ascot	0	632
White Hills - Ascot	1	13719
Bendigo Surrounds - South	0	375
Bendigo Surrounds - South	1	7867
Castlemaine	0	1361
Castlemaine	1	9932
Castlemaine Surrounds	0	685
Castlemaine Surrounds	1	8507
Heathcote	0	570
Heathcote	1	4442
Kyneton	0	903
Kyneton	1	9634
Woodend	0	429
Woodend	1	7395
Bendigo Surrounds - North	0	430
Bendigo Surrounds - North	1	4444
Loddon	0	900
Loddon	1	6355
Bannockburn	0	335
Bannockburn	1	7316
Golden Plains - South	0	395
Golden Plains - South	1	7596
Winchelsea	0	408
Winchelsea	1	6152
Belmont	0	932
Belmont	1	14004
Geelong	0	1772
Geelong	1	12235
Geelong West - Hamlyn Heights	0	696
Geelong West - Hamlyn Heights	1	20241
Highton	0	1670
Highton	1	22021
Lara	0	1824
Lara	1	18688
Leopold	0	469
Leopold	1	12534
Newcomb - Moolap	0	1169
Newcomb - Moolap	1	14134
Newtown (Vic.)	0	474
Newtown (Vic.)	1	9814
North Geelong - Bell Park	0	1073
North Geelong - Bell Park	1	14645
Charlemont	0	636
Charlemont	1	9536
Corio - Lovely Banks	0	1614
Corio - Lovely Banks	1	16734
Grovedale - Mount Duneed	0	1418
Grovedale - Mount Duneed	1	23114
Norlane	0	908
Norlane	1	8048
Clifton Springs	0	474
Clifton Springs	1	15982
Lorne - Anglesea	0	1365
Lorne - Anglesea	1	5363
Portarlington	0	770
Portarlington	1	8610
Point Lonsdale - Queenscliff	0	655
Point Lonsdale - Queenscliff	1	4908
Torquay	0	1321
Torquay	1	22611
Barwon Heads - Armstrong Creek	0	581
Barwon Heads - Armstrong Creek	1	10579
Ocean Grove	0	1161
Ocean Grove	1	17893
Alexandra	0	712
Alexandra	1	6166
Euroa	0	761
Euroa	1	6108
Kilmore - Broadford	0	1014
Kilmore - Broadford	1	14473
Mansfield (Vic.)	0	3120
Mansfield (Vic.)	1	8826
Nagambie	0	386
Nagambie	1	4130
Seymour	0	676
Seymour	1	5902
Seymour Surrounds	0	846
Seymour Surrounds	1	3968
Upper Yarra Valley	0	46
Upper Yarra Valley	1	190
Yea	0	559
Yea	1	3607
Benalla	0	1024
Benalla	1	9692
Benalla Surrounds	0	310
Benalla Surrounds	1	3453
Rutherglen	0	238
Rutherglen	1	3736
Wangaratta	0	1510
Wangaratta	1	18280
Wangaratta Surrounds	0	665
Wangaratta Surrounds	1	9147
Beechworth	0	456
Beechworth	1	4437
Bright - Mount Beauty	0	3706
Bright - Mount Beauty	1	7612
Chiltern - Indigo Valley	0	213
Chiltern - Indigo Valley	1	2933
Myrtleford	0	309
Myrtleford	1	4368
Towong	0	618
Towong	1	5362
West Wodonga	0	913
West Wodonga	1	14240
Yackandandah	0	356
Yackandandah	1	4726
Baranduda - Leneva	0	1102
Baranduda - Leneva	1	11587
Wodonga	0	975
Wodonga	1	14021
Drouin	0	1054
Drouin	1	18376
Mount Baw Baw Region	0	586
Mount Baw Baw Region	1	5954
Trafalgar (Vic.)	0	426
Trafalgar (Vic.)	1	7774
Warragul	0	1411
Warragul	1	21252
Bairnsdale	0	1299
Bairnsdale	1	14348
Bruthen - Omeo	0	651
Bruthen - Omeo	1	7517
Lakes Entrance	0	1295
Lakes Entrance	1	9865
Orbost	0	993
Orbost	1	5742
Paynesville	0	420
Paynesville	1	6336
Foster	0	1099
Foster	1	8402
French Island	0	25
French Island	1	123
Korumburra	0	604
Korumburra	1	9038
Leongatha	0	766
Leongatha	1	10596
Phillip Island	0	1579
Phillip Island	1	12076
Wilsons Promontory	0	8
Wilsons Promontory	1	13
Wonthaggi - Inverloch	0	2079
Wonthaggi - Inverloch	1	24457
Churchill	0	759
Churchill	1	10958
Moe - Newborough	0	1350
Moe - Newborough	1	15693
Morwell	0	1757
Morwell	1	12720
Yallourn North - Glengarry	0	237
Yallourn North - Glengarry	1	4373
Traralgon - East	0	1047
Traralgon - East	1	10815
Traralgon - West	0	1678
Traralgon - West	1	15687
Alps - West	0	12
Alps - West	1	12
Longford - Loch Sport	0	780
Longford - Loch Sport	1	4260
Maffra	0	1081
Maffra	1	13404
Rosedale	0	1223
Rosedale	1	3643
Sale	0	1139
Sale	1	14001
Yarram	0	484
Yarram	1	5051
Brunswick East	0	497
Brunswick East	1	12017
Brunswick West	0	501
Brunswick West	1	13603
Pascoe Vale South	0	291
Pascoe Vale South	1	9945
Brunswick - North	0	580
Brunswick - North	1	12115
Brunswick - South	0	660
Brunswick - South	1	12118
Coburg - East	0	448
Coburg - East	1	11925
Coburg - West	0	464
Coburg - West	1	13495
Alphington - Fairfield	0	258
Alphington - Fairfield	1	8520
Thornbury	0	702
Thornbury	1	17900
Northcote - East	0	503
Northcote - East	1	14232
Northcote - West	0	411
Northcote - West	1	9611
Ascot Vale	0	770
Ascot Vale	1	14184
Flemington	0	702
Flemington	1	8243
Moonee Ponds	0	705
Moonee Ponds	1	15276
Essendon (West) - Aberfeldie	0	592
Essendon (West) - Aberfeldie	1	15247
Essendon - East	0	546
Essendon - East	1	11515
Carlton	0	3535
Carlton	1	12963
Docklands	0	1649
Docklands	1	13889
East Melbourne	0	1061
East Melbourne	1	4297
Flemington Racecourse	0	25
Flemington Racecourse	1	56
Kensington (Vic.)	0	433
Kensington (Vic.)	1	10116
Parkville	0	4214
Parkville	1	4503
South Yarra - West	0	1048
South Yarra - West	1	5423
Melbourne CBD - East	0	2942
Melbourne CBD - East	1	7991
Melbourne CBD - North	0	2476
Melbourne CBD - North	1	14702
Melbourne CBD - West	0	2161
Melbourne CBD - West	1	13910
North Melbourne	0	2100
North Melbourne	1	13617
Royal Botanic Gardens Victoria	0	8
Southbank (West) - South Wharf	0	739
Southbank (West) - South Wharf	1	5944
Southbank - East	0	1112
Southbank - East	1	14992
West Melbourne - Residential	0	593
West Melbourne - Residential	1	6775
Albert Park	0	1377
Albert Park	1	14680
Elwood	0	781
Elwood	1	13578
Port Melbourne	0	910
Port Melbourne	1	14939
St Kilda East	0	1017
St Kilda East	1	14550
Port Melbourne Industrial	0	271
Port Melbourne Industrial	1	1617
South Melbourne	0	888
South Melbourne	1	10685
St Kilda - Central	0	1078
St Kilda - Central	1	10654
St Kilda - West	0	1963
St Kilda - West	1	11678
Armadale	0	376
Armadale	1	8689
Prahran - Windsor	0	1207
Prahran - Windsor	1	17617
Toorak	0	732
Toorak	1	11749
South Yarra - North	0	1272
South Yarra - North	1	9914
South Yarra - South	0	665
South Yarra - South	1	9010
Abbotsford	0	594
Abbotsford	1	8317
Carlton North - Princes Hill	0	247
Carlton North - Princes Hill	1	7704
Collingwood	0	652
Collingwood	1	8357
Fitzroy	0	1567
Fitzroy	1	9191
Fitzroy North	0	651
Fitzroy North	1	11822
Clifton Hill - Alphington	0	626
Clifton Hill - Alphington	1	8973
Richmond (South) - Cremorne	0	926
Richmond (South) - Cremorne	1	16245
Richmond - North	0	1302
Richmond - North	1	12816
Ashburton (Vic.)	0	295
Ashburton (Vic.)	1	7536
Balwyn	0	538
Balwyn	1	15444
Balwyn North	0	494
Balwyn North	1	20441
Camberwell	0	1107
Camberwell	1	19762
Glen Iris - East	0	518
Glen Iris - East	1	16204
Hawthorn East	0	636
Hawthorn East	1	14735
Kew East	0	131
Kew East	1	6266
Surrey Hills (West) - Canterbury	0	590
Surrey Hills (West) - Canterbury	1	15100
Hawthorn - North	0	723
Hawthorn - North	1	8926
Hawthorn - South	0	859
Hawthorn - South	1	10841
Kew - South	0	744
Kew - South	1	10705
Kew - West	0	906
Kew - West	1	11984
Bulleen	0	197
Bulleen	1	11014
Doncaster	0	689
Doncaster	1	23953
Templestowe	0	874
Templestowe	1	15958
Templestowe Lower	0	665
Templestowe Lower	1	13443
Doncaster East - North	0	379
Doncaster East - North	1	15151
Doncaster East - South	0	623
Doncaster East - South	1	14834
Blackburn	0	638
Blackburn	1	21262
Blackburn South	0	423
Blackburn South	1	10438
Box Hill	0	2078
Box Hill	1	21113
Box Hill North	0	518
Box Hill North	1	17492
Burwood (Vic.)	0	1511
Burwood (Vic.)	1	10761
Burwood East	0	375
Burwood East	1	10296
Surrey Hills (East) - Mont Albert	0	462
Surrey Hills (East) - Mont Albert	1	9543
Beaumaris	0	262
Beaumaris	1	13444
Brighton (Vic.)	0	1199
Brighton (Vic.)	1	21099
Brighton East	0	856
Brighton East	1	15550
Highett (West) - Cheltenham	0	418
Highett (West) - Cheltenham	1	11858
Hampton	0	672
Hampton	1	17202
Sandringham - Black Rock	0	876
Sandringham - Black Rock	1	16189
Bentleigh - McKinnon	0	888
Bentleigh - McKinnon	1	23789
Carnegie	0	761
Carnegie	1	17576
Caulfield - North	0	1225
Caulfield - North	1	20848
Caulfield - South	0	1080
Caulfield - South	1	16946
Elsternwick	0	421
Elsternwick	1	11253
Hughesdale	0	297
Hughesdale	1	7230
Murrumbeena	0	308
Murrumbeena	1	8965
Ormond - Glen Huntly	0	399
Ormond - Glen Huntly	1	12564
Bentleigh East - North	0	429
Bentleigh East - North	1	16046
Bentleigh East - South	0	342
Bentleigh East - South	1	13575
Aspendale Gardens - Waterways	0	127
Aspendale Gardens - Waterways	1	8630
Braeside	0	25
Braeside	1	20
Carrum - Patterson Lakes	0	274
Carrum - Patterson Lakes	1	11578
Chelsea - Bonbeach	0	866
Chelsea - Bonbeach	1	14065
Chelsea Heights	0	129
Chelsea Heights	1	5204
Highett (East) - Cheltenham	0	1050
Highett (East) - Cheltenham	1	22825
Edithvale - Aspendale	0	389
Edithvale - Aspendale	1	13016
Mentone	0	434
Mentone	1	12632
Moorabbin - Heatherton	0	714
Moorabbin - Heatherton	1	8681
Moorabbin Airport	0	23
Moorabbin Airport	1	3
Mordialloc - Parkdale	0	749
Mordialloc - Parkdale	1	20214
Malvern - Glen Iris	0	1075
Malvern - Glen Iris	1	18981
Malvern East	0	1253
Malvern East	1	20477
Bundoora - East	0	369
Bundoora - East	1	9417
Greensborough	0	634
Greensborough	1	19855
Heidelberg - Rosanna	0	1367
Heidelberg - Rosanna	1	14999
Heidelberg West	0	1082
Heidelberg West	1	13861
Ivanhoe	0	630
Ivanhoe	1	11786
Ivanhoe East - Eaglemont	0	172
Ivanhoe East - Eaglemont	1	7427
Montmorency - Briar Hill	0	524
Montmorency - Briar Hill	1	15849
Viewbank - Yallambie	0	938
Viewbank - Yallambie	1	17767
Watsonia	0	206
Watsonia	1	8969
Kingsbury	0	1156
Kingsbury	1	9445
Preston - East	0	1064
Preston - East	1	19642
Preston - West	0	399
Preston - West	1	12180
Reservoir - North East	0	864
Reservoir - North East	1	13837
Reservoir - North West	0	504
Reservoir - North West	1	9284
Reservoir - South East	0	797
Reservoir - South East	1	11897
Reservoir - South West	0	583
Reservoir - South West	1	13379
Eltham	0	681
Eltham	1	22491
Hurstbridge	0	43
Hurstbridge	1	3429
Kinglake	0	367
Kinglake	1	3785
Panton Hill - St Andrews	0	232
Panton Hill - St Andrews	1	4750
Plenty - Yarrambat	0	334
Plenty - Yarrambat	1	9026
Research - North Warrandyte	0	225
Research - North Warrandyte	1	6523
Wattle Glen - Diamond Creek	0	364
Wattle Glen - Diamond Creek	1	13897
Bundoora - North	0	492
Bundoora - North	1	6907
Bundoora - West	0	333
Bundoora - West	1	5902
Mill Park - North	0	645
Mill Park - North	1	16730
Mill Park - South	0	311
Mill Park - South	1	10910
Thomastown	0	687
Thomastown	1	19247
Wallan	0	968
Wallan	1	21443
Whittlesea	0	838
Whittlesea	1	9676
Epping - East	0	1076
Epping - East	1	11961
Epping - South	0	1059
Epping - South	1	7602
Epping (Vic.) - West	0	386
Epping (Vic.) - West	1	11739
South Morang - North	0	248
South Morang - North	1	12320
South Morang - South	0	617
South Morang - South	1	11714
Wollert	0	696
Wollert	1	23671
Doreen - North	0	287
Doreen - North	1	15829
Doreen - South	0	216
Doreen - South	1	10190
Lalor - East	0	459
Lalor - East	1	9494
Lalor - West	0	639
Lalor - West	1	12793
Mernda - North	0	313
Mernda - North	1	11066
Mernda - South	0	316
Mernda - South	1	11550
Airport West	0	179
Airport West	1	7971
Essendon Airport	0	83
Keilor	0	221
Keilor	1	8268
Niddrie - Essendon West	0	207
Niddrie - Essendon West	1	7199
Strathmore	0	194
Strathmore	1	9694
Avondale Heights	0	691
Avondale Heights	1	11594
Keilor East	0	590
Keilor East	1	14374
Gisborne	0	553
Gisborne	1	13410
Macedon	0	207
Macedon	1	3288
Riddells Creek	0	149
Riddells Creek	1	4225
Romsey	0	562
Romsey	1	10061
Coburg North	0	565
Coburg North	1	7793
Fawkner	0	815
Fawkner	1	13132
Gowanbrae	0	57
Gowanbrae	1	3018
Hadfield	0	302
Hadfield	1	5930
Glenroy - East	0	1055
Glenroy - East	1	13665
Glenroy - West	0	697
Glenroy - West	1	8143
Oak Park	0	330
Oak Park	1	7514
Pascoe Vale	0	761
Pascoe Vale	1	16339
Sunbury	0	492
Sunbury	1	13115
Diggers Rest	0	194
Diggers Rest	1	5031
Sunbury - South	0	683
Sunbury - South	1	14147
Sunbury - West	0	348
Sunbury - West	1	10703
Broadmeadows	0	1567
Broadmeadows	1	12301
Campbellfield - Coolaroo	0	1045
Campbellfield - Coolaroo	1	15004
Gladstone Park - Westmeadows	0	823
Gladstone Park - Westmeadows	1	17201
Greenvale - Bulla	0	651
Greenvale - Bulla	1	21339
Meadow Heights	0	947
Meadow Heights	1	13913
Melbourne Airport	0	336
Melbourne Airport	1	60
Tullamarine	0	413
Tullamarine	1	6212
Craigieburn - Central	0	388
Craigieburn - Central	1	7693
Craigieburn - North	0	461
Craigieburn - North	1	11863
Craigieburn - South	0	855
Craigieburn - South	1	20763
Mickleham - Yuroke	0	1133
Mickleham - Yuroke	1	22210
Craigieburn - North West	0	246
Craigieburn - North West	1	9589
Craigieburn - West	0	566
Craigieburn - West	1	12383
Roxburgh Park (South) - Somerton	0	337
Roxburgh Park (South) - Somerton	1	9111
Roxburgh Park - North	0	573
Roxburgh Park - North	1	14055
Bayswater	0	527
Bayswater	1	11999
Knoxfield - Scoresby	0	396
Knoxfield - Scoresby	1	16093
Lysterfield	0	153
Lysterfield	1	6403
Rowville - Central	0	348
Rowville - Central	1	14944
Rowville - North	0	129
Rowville - North	1	7758
Rowville - South	0	185
Rowville - South	1	10072
Wantirna	0	837
Wantirna	1	13690
Wantirna South	0	772
Wantirna South	1	17115
Boronia	0	1311
Boronia	1	22142
Ferntree Gully - North	0	611
Ferntree Gully - North	1	13425
Ferntree Gully (South) - Upper Ferntree Gully	0	527
Ferntree Gully (South) - Upper Ferntree Gully	1	14755
The Basin	0	116
The Basin	1	4138
Donvale - Park Orchards	0	632
Donvale - Park Orchards	1	15429
Warrandyte - Wonga Park	0	373
Warrandyte - Wonga Park	1	9579
Bayswater North	0	507
Bayswater North	1	11265
Croydon Hills - Warranwood	0	426
Croydon Hills - Warranwood	1	17351
Ringwood	0	959
Ringwood	1	17624
Ringwood East	0	1006
Ringwood East	1	20084
Ringwood North	0	230
Ringwood North	1	9275
Croydon - East	0	622
Croydon - East	1	15292
Croydon - West	0	632
Croydon - West	1	13353
Croydon South	0	124
Croydon South	1	4715
Forest Hill	0	587
Forest Hill	1	10225
Mitcham (Vic.)	0	378
Mitcham (Vic.)	1	16298
Nunawading	0	647
Nunawading	1	11627
Vermont	0	251
Vermont	1	10622
Vermont South	0	506
Vermont South	1	11374
Belgrave - Selby	0	271
Belgrave - Selby	1	9578
Chirnside Park	0	287
Chirnside Park	1	11303
Healesville - Yarra Glen	0	875
Healesville - Yarra Glen	1	13029
Kilsyth	0	339
Kilsyth	1	9470
Lilydale - Coldstream	0	745
Lilydale - Coldstream	1	18636
Monbulk - Silvan	0	168
Monbulk - Silvan	1	5548
Montrose	0	324
