SA3_NAME21	MaxSchoolingCompleted	adults
Yarra Ranges	Year 12	66392
Cardinia	Did not go to school	602
Cardinia	Year 8	3525
Cardinia	Year 9	6259
Cardinia	Year 10	15407
Cardinia	Year 11	12503
Cardinia	Year 12	47937
Casey - North	Did not go to school	2454
Casey - North	Year 8	5357
Casey - North	Year 9	5980
Casey - North	Year 10	14321
Casey - North	Year 11	12008
Casey - North	Year 12	64179
Casey - South	Did not go to school	4174
Casey - South	Year 8	7376
Casey - South	Year 9	9607
Casey - South	Year 10	23271
Casey - South	Year 11	17925
Casey - South	Year 12	100674
Dandenong	Did not go to school	7965
Dandenong	Year 8	12430
Dandenong	Year 9	7858
Dandenong	Year 10	16386
Dandenong	Year 11	11958
Dandenong	Year 12	93854
Monash	Did not go to school	1972
Monash	Year 8	6720
Monash	Year 9	5506
Monash	Year 10	11254
Monash	Year 11	10839
Monash	Year 12	110241
Brimbank	Did not go to school	6017
Brimbank	Year 8	13361
Brimbank	Year 9	7954
Brimbank	Year 10	16370
Brimbank	Year 11	12959
Brimbank	Year 12	85690
Hobsons Bay	Did not go to school	1070
Hobsons Bay	Year 8	3905
Hobsons Bay	Year 9	3362
Hobsons Bay	Year 10	7642
Hobsons Bay	Year 11	7173
Hobsons Bay	Year 12	43545
Maribyrnong	Did not go to school	1435
Maribyrnong	Year 8	3158
Maribyrnong	Year 9	2282
Maribyrnong	Year 10	4986
Maribyrnong	Year 11	4568
Maribyrnong	Year 12	50958
Melton - Bacchus Marsh	Did not go to school	1978
Melton - Bacchus Marsh	Year 8	6870
Melton - Bacchus Marsh	Year 9	8740
Melton - Bacchus Marsh	Year 10	22343
Melton - Bacchus Marsh	Year 11	16600
Melton - Bacchus Marsh	Year 12	85307
Wyndham	Did not go to school	3190
Wyndham	Year 8	7481
Wyndham	Year 9	9825
Wyndham	Year 10	24401
Wyndham	Year 11	18873
Wyndham	Year 12	144081
Frankston	Did not go to school	537
Frankston	Year 8	4490
Frankston	Year 9	7577
Frankston	Year 10	18867
Frankston	Year 11	15950
Frankston	Year 12	58930
Mornington Peninsula	Did not go to school	514
Mornington Peninsula	Year 8	5579
Mornington Peninsula	Year 9	9251
Mornington Peninsula	Year 10	22885
Mornington Peninsula	Year 11	20453
Mornington Peninsula	Year 12	73310
Grampians	Did not go to school	319
Grampians	Year 8	3275
Grampians	Year 9	4335
Grampians	Year 10	9873
Grampians	Year 11	9212
Grampians	Year 12	18947
Mildura	Did not go to school	651
Mildura	Year 8	3393
Mildura	Year 9	4113
Mildura	Year 10	9090
Mildura	Year 11	6804
Mildura	Year 12	17825
Murray River - Swan Hill	Did not go to school	380
Murray River - Swan Hill	Year 8	2317
Murray River - Swan Hill	Year 9	2979
Murray River - Swan Hill	Year 10	6144
Murray River - Swan Hill	Year 11	5196
Murray River - Swan Hill	Year 12	11364
Campaspe	Did not go to school	124
Campaspe	Year 8	2190
Campaspe	Year 9	3312
Campaspe	Year 10	6901
Campaspe	Year 11	5635
Campaspe	Year 12	11258
Moira	Did not go to school	124
Moira	Year 8	1826
Moira	Year 9	2534
Moira	Year 10	5763
Moira	Year 11	4228
Moira	Year 12	8675
Shepparton	Did not go to school	916
Shepparton	Year 8	3627
Shepparton	Year 9	4563
Shepparton	Year 10	9814
Shepparton	Year 11	8204
Shepparton	Year 12	22814
Glenelg - Southern Grampians	Did not go to school	104
Glenelg - Southern Grampians	Year 8	1952
Glenelg - Southern Grampians	Year 9	2852
Glenelg - Southern Grampians	Year 10	6208
Glenelg - Southern Grampians	Year 11	5674
Glenelg - Southern Grampians	Year 12	11586
Colac - Corangamite	Did not go to school	187
Colac - Corangamite	Year 8	2082
Colac - Corangamite	Year 9	2847
Colac - Corangamite	Year 10	5971
Colac - Corangamite	Year 11	5560
Colac - Corangamite	Year 12	12842
Warrnambool	Did not go to school	153
Warrnambool	Year 8	2283
Warrnambool	Year 9	3450
Warrnambool	Year 10	7423
Warrnambool	Year 11	7286
Warrnambool	Year 12	19577
Migratory - Offshore - Shipping (Vic.)	Year 12	5
No usual address (Vic.)	Did not go to school	51
No usual address (Vic.)	Year 8	240
No usual address (Vic.)	Year 9	395
No usual address (Vic.)	Year 10	919
No usual address (Vic.)	Year 11	652
No usual address (Vic.)	Year 12	2452
Capalaba	Did not go to school	207
Capalaba	Year 8	2117
Capalaba	Year 9	2875
Capalaba	Year 10	13923
Capalaba	Year 11	4610
Capalaba	Year 12	33395
Cleveland - Stradbroke	Did not go to school	176
Cleveland - Stradbroke	Year 8	2818
Cleveland - Stradbroke	Year 9	3874
Cleveland - Stradbroke	Year 10	19404
Cleveland - Stradbroke	Year 11	6243
Cleveland - Stradbroke	Year 12	40966
Wynnum - Manly	Did not go to school	182
Wynnum - Manly	Year 8	1993
Wynnum - Manly	Year 9	2323
Wynnum - Manly	Year 10	11121
Wynnum - Manly	Year 11	4095
Wynnum - Manly	Year 12	36099
Bald Hills - Everton Park	Did not go to school	147
Bald Hills - Everton Park	Year 8	1117
Bald Hills - Everton Park	Year 9	1119
Bald Hills - Everton Park	Year 10	6014
Bald Hills - Everton Park	Year 11	2247
Bald Hills - Everton Park	Year 12	25427
Chermside	Did not go to school	295
Chermside	Year 8	2130
Chermside	Year 9	1799
Chermside	Year 10	9220
Chermside	Year 11	3435
Chermside	Year 12	41344
Nundah	Did not go to school	174
Nundah	Year 8	1077
Nundah	Year 9	1077
Nundah	Year 10	5504
Nundah	Year 11	2090
Nundah	Year 12	24357
Sandgate	Did not go to school	332
Sandgate	Year 8	2166
Sandgate	Year 9	2020
Sandgate	Year 10	9580
Sandgate	Year 11	3221
Sandgate	Year 12	29909
Carindale	Did not go to school	163
Carindale	Year 8	1348
Carindale	Year 9	1254
Carindale	Year 10	5951
Carindale	Year 11	2328
Carindale	Year 12	31604
Holland Park - Yeronga	Did not go to school	328
Holland Park - Yeronga	Year 8	1381
Holland Park - Yeronga	Year 9	1457
Holland Park - Yeronga	Year 10	6455
Holland Park - Yeronga	Year 11	2860
Holland Park - Yeronga	Year 12	52322
Mt Gravatt	Did not go to school	558
Mt Gravatt	Year 8	2057
Mt Gravatt	Year 9	1984
Mt Gravatt	Year 10	7835
Mt Gravatt	Year 11	3130
Mt Gravatt	Year 12	45890
Nathan	Did not go to school	262
Nathan	Year 8	979
Nathan	Year 9	916
Nathan	Year 10	3925
Nathan	Year 11	1500
Nathan	Year 12	23543
Rocklea - Acacia Ridge	Did not go to school	798
Rocklea - Acacia Ridge	Year 8	1797
Rocklea - Acacia Ridge	Year 9	1852
Rocklea - Acacia Ridge	Year 10	6912
Rocklea - Acacia Ridge	Year 11	2810
Rocklea - Acacia Ridge	Year 12	36063
Sunnybank	Did not go to school	774
Sunnybank	Year 8	1610
Sunnybank	Year 9	1346
Sunnybank	Year 10	4763
Sunnybank	Year 11	1853
Sunnybank	Year 12	28432
Centenary	Did not go to school	139
Centenary	Year 8	564
Centenary	Year 9	747
Centenary	Year 10	3622
Centenary	Year 11	1551
Centenary	Year 12	19222
Kenmore - Brookfield - Moggill	Did not go to school	78
Kenmore - Brookfield - Moggill	Year 8	532
Kenmore - Brookfield - Moggill	Year 9	1004
Kenmore - Brookfield - Moggill	Year 10	3822
Kenmore - Brookfield - Moggill	Year 11	1994
Kenmore - Brookfield - Moggill	Year 12	28928
Sherwood - Indooroopilly	Did not go to school	150
Sherwood - Indooroopilly	Year 8	496
Sherwood - Indooroopilly	Year 9	904
Sherwood - Indooroopilly	Year 10	3315
Sherwood - Indooroopilly	Year 11	1726
Sherwood - Indooroopilly	Year 12	37117
The Gap - Enoggera	Did not go to school	152
The Gap - Enoggera	Year 8	1045
The Gap - Enoggera	Year 9	1290
The Gap - Enoggera	Year 10	6313
The Gap - Enoggera	Year 11	2494
The Gap - Enoggera	Year 12	30199
Brisbane Inner	Did not go to school	419
Brisbane Inner	Year 8	1090
Brisbane Inner	Year 9	1327
Brisbane Inner	Year 10	5640
Brisbane Inner	Year 11	3510
Brisbane Inner	Year 12	61775
Brisbane Inner - East	Did not go to school	106
Brisbane Inner - East	Year 8	614
Brisbane Inner - East	Year 9	841
Brisbane Inner - East	Year 10	3697
Brisbane Inner - East	Year 11	1777
Brisbane Inner - East	Year 12	27873
Brisbane Inner - North	Did not go to school	235
Brisbane Inner - North	Year 8	1198
Brisbane Inner - North	Year 9	1708
Brisbane Inner - North	Year 10	7720
Brisbane Inner - North	Year 11	3917
Brisbane Inner - North	Year 12	67099
Brisbane Inner - West	Did not go to school	96
Brisbane Inner - West	Year 8	526
Brisbane Inner - West	Year 9	987
Brisbane Inner - West	Year 10	3601
Brisbane Inner - West	Year 11	2054
Brisbane Inner - West	Year 12	41253
Cairns - North	Did not go to school	126
Cairns - North	Year 8	965
Cairns - North	Year 9	2066
Cairns - North	Year 10	9051
Cairns - North	Year 11	4318
Cairns - North	Year 12	27059
Cairns - South	Did not go to school	859
Cairns - South	Year 8	3166
Cairns - South	Year 9	4023
Cairns - South	Year 10	17413
Cairns - South	Year 11	7121
Cairns - South	Year 12	42934
Innisfail - Cassowary Coast	Did not go to school	219
Innisfail - Cassowary Coast	Year 8	1900
Innisfail - Cassowary Coast	Year 9	1844
Innisfail - Cassowary Coast	Year 10	8042
Innisfail - Cassowary Coast	Year 11	2657
Innisfail - Cassowary Coast	Year 12	10947
Port Douglas - Daintree	Did not go to school	40
Port Douglas - Daintree	Year 8	333
Port Douglas - Daintree	Year 9	485
Port Douglas - Daintree	Year 10	2185
Port Douglas - Daintree	Year 11	1038
Port Douglas - Daintree	Year 12	4997
Tablelands (East) - Kuranda	Did not go to school	212
Tablelands (East) - Kuranda	Year 8	2108
Tablelands (East) - Kuranda	Year 9	2085
Tablelands (East) - Kuranda	Year 10	9313
Tablelands (East) - Kuranda	Year 11	2852
Tablelands (East) - Kuranda	Year 12	14745
Darling Downs (West) - Maranoa	Did not go to school	156
Darling Downs (West) - Maranoa	Year 8	2263
Darling Downs (West) - Maranoa	Year 9	2173
Darling Downs (West) - Maranoa	Year 10	9292
Darling Downs (West) - Maranoa	Year 11	2397
Darling Downs (West) - Maranoa	Year 12	14361
Darling Downs - East	Did not go to school	138
Darling Downs - East	Year 8	2447
Darling Downs - East	Year 9	2397
Darling Downs - East	Year 10	10189
Darling Downs - East	Year 11	2481
Darling Downs - East	Year 12	13237
Granite Belt	Did not go to school	178
Granite Belt	Year 8	2275
Granite Belt	Year 9	2420
Granite Belt	Year 10	10238
Granite Belt	Year 11	2553
Granite Belt	Year 12	13507
Central Highlands (Qld)	Did not go to school	79
Central Highlands (Qld)	Year 8	794
Central Highlands (Qld)	Year 9	1164
Central Highlands (Qld)	Year 10	5419
Central Highlands (Qld)	Year 11	1838
Central Highlands (Qld)	Year 12	9874
Rockhampton	Did not go to school	426
Rockhampton	Year 8	5597
Rockhampton	Year 9	5724
Rockhampton	Year 10	26043
Rockhampton	Year 11	7496
Rockhampton	Year 12	43321
Biloela	Did not go to school	36
Biloela	Year 8	740
Biloela	Year 9	703
Biloela	Year 10	2930
Biloela	Year 11	817
Biloela	Year 12	4528
Gladstone	Did not go to school	136
Gladstone	Year 8	2154
Gladstone	Year 9	3092
Gladstone	Year 10	13836
Gladstone	Year 11	4940
Gladstone	Year 12	21715
Broadbeach - Burleigh	Did not go to school	166
Broadbeach - Burleigh	Year 8	1288
Broadbeach - Burleigh	Year 9	2093
Broadbeach - Burleigh	Year 10	10145
Broadbeach - Burleigh	Year 11	4108
Broadbeach - Burleigh	Year 12	34706
Coolangatta	Did not go to school	96
Coolangatta	Year 8	1227
Coolangatta	Year 9	2260
Coolangatta	Year 10	10826
Coolangatta	Year 11	3757
Coolangatta	Year 12	26760
Gold Coast - North	Did not go to school	301
Gold Coast - North	Year 8	2126
Gold Coast - North	Year 9	3011
Gold Coast - North	Year 10	13525
Gold Coast - North	Year 11	4885
Gold Coast - North	Year 12	31606
Gold Coast Hinterland	Did not go to school	30
Gold Coast Hinterland	Year 8	390
Gold Coast Hinterland	Year 9	792
Gold Coast Hinterland	Year 10	3791
Gold Coast Hinterland	Year 11	1354
Gold Coast Hinterland	Year 12	9151
Mudgeeraba - Tallebudgera	Did not go to school	79
Mudgeeraba - Tallebudgera	Year 8	649
Mudgeeraba - Tallebudgera	Year 9	1327
Mudgeeraba - Tallebudgera	Year 10	5887
Mudgeeraba - Tallebudgera	Year 11	2351
Mudgeeraba - Tallebudgera	Year 12	16323
Nerang	Did not go to school	176
Nerang	Year 8	1517
Nerang	Year 9	3028
Nerang	Year 10	12714
Nerang	Year 11	4982
Nerang	Year 12	30684
Ormeau - Oxenford	Did not go to school	445
Ormeau - Oxenford	Year 8	2853
Ormeau - Oxenford	Year 9	6224
Ormeau - Oxenford	Year 10	25899
Ormeau - Oxenford	Year 11	11224
Ormeau - Oxenford	Year 12	68056
Robina	Did not go to school	183
Robina	Year 8	1073
Robina	Year 9	1720
Robina	Year 10	7820
Robina	Year 11	3414
Robina	Year 12	27737
Southport	Did not go to school	255
Southport	Year 8	1541
Southport	Year 9	2319
Southport	Year 10	9403
Southport	Year 11	4081
Southport	Year 12	33043
Surfers Paradise	Did not go to school	167
Surfers Paradise	Year 8	791
Surfers Paradise	Year 9	1360
Surfers Paradise	Year 10	6278
Surfers Paradise	Year 11	2892
Surfers Paradise	Year 12	24155
Forest Lake - Oxley	Did not go to school	1672
Forest Lake - Oxley	Year 8	3239
Forest Lake - Oxley	Year 9	2574
Forest Lake - Oxley	Year 10	11147
Forest Lake - Oxley	Year 11	3915
Forest Lake - Oxley	Year 12	35931
Ipswich Hinterland	Did not go to school	231
Ipswich Hinterland	Year 8	3531
Ipswich Hinterland	Year 9	3916
Ipswich Hinterland	Year 10	16542
Ipswich Hinterland	Year 11	4266
Ipswich Hinterland	Year 12	21878
Ipswich Inner	Did not go to school	446
Ipswich Inner	Year 8	4611
Ipswich Inner	Year 9	5375
Ipswich Inner	Year 10	22431
Ipswich Inner	Year 11	7272
Ipswich Inner	Year 12	45730
Springfield - Redbank	Did not go to school	740
Springfield - Redbank	Year 8	2354
Springfield - Redbank	Year 9	3550
Springfield - Redbank	Year 10	14436
Springfield - Redbank	Year 11	6481
Springfield - Redbank	Year 12	45309
Beaudesert	Did not go to school	46
Beaudesert	Year 8	864
Beaudesert	Year 9	882
Beaudesert	Year 10	3502
Beaudesert	Year 11	957
Beaudesert	Year 12	4666
Beenleigh	Did not go to school	264
Beenleigh	Year 8	1636
Beenleigh	Year 9	2368
Beenleigh	Year 10	9045
Beenleigh	Year 11	3178
Beenleigh	Year 12	17188
Browns Plains	Did not go to school	1254
Browns Plains	Year 8	2933
Browns Plains	Year 9	4022
Browns Plains	Year 10	15890
Browns Plains	Year 11	5998
Browns Plains	Year 12	35941
Jimboomba	Did not go to school	277
Jimboomba	Year 8	1290
Jimboomba	Year 9	2811
Jimboomba	Year 10	11914
Jimboomba	Year 11	4260
Jimboomba	Year 12	23178
Loganlea - Carbrook	Did not go to school	547
Loganlea - Carbrook	Year 8	2032
Loganlea - Carbrook	Year 9	2724
Loganlea - Carbrook	Year 10	10888
Loganlea - Carbrook	Year 11	4136
Loganlea - Carbrook	Year 12	27035
Springwood - Kingston	Did not go to school	1389
Springwood - Kingston	Year 8	3262
Springwood - Kingston	Year 9	3129
Springwood - Kingston	Year 10	12196
Springwood - Kingston	Year 11	4578
Springwood - Kingston	Year 12	32503
Bowen Basin - North	Did not go to school	129
Bowen Basin - North	Year 8	1168
Bowen Basin - North	Year 9	1478
Bowen Basin - North	Year 10	6932
Bowen Basin - North	Year 11	2173
Bowen Basin - North	Year 12	10930
Mackay	Did not go to school	280
Mackay	Year 8	4588
Mackay	Year 9	5477
Mackay	Year 10	26004
Mackay	Year 11	8239
Mackay	Year 12	42393
Whitsunday	Did not go to school	53
Whitsunday	Year 8	559
Whitsunday	Year 9	977
Whitsunday	Year 10	4612
Whitsunday	Year 11	1757
Whitsunday	Year 12	9098
Bribie - Beachmere	Did not go to school	88
Bribie - Beachmere	Year 8	2030
Bribie - Beachmere	Year 9	2418
Bribie - Beachmere	Year 10	10926
Bribie - Beachmere	Year 11	2841
Bribie - Beachmere	Year 12	12509
Caboolture	Did not go to school	354
Caboolture	Year 8	3120
Caboolture	Year 9	4378
Caboolture	Year 10	16629
Caboolture	Year 11	5609
Caboolture	Year 12	27721
Caboolture Hinterland	Did not go to school	42
Caboolture Hinterland	Year 8	651
Caboolture Hinterland	Year 9	697
Caboolture Hinterland	Year 10	4166
Caboolture Hinterland	Year 11	865
Caboolture Hinterland	Year 12	4829
Narangba - Burpengary	Did not go to school	223
Narangba - Burpengary	Year 8	2299
Narangba - Burpengary	Year 9	3460
Narangba - Burpengary	Year 10	14334
Narangba - Burpengary	Year 11	4745
Narangba - Burpengary	Year 12	26627
Redcliffe	Did not go to school	232
Redcliffe	Year 8	2542
Redcliffe	Year 9	3110
Redcliffe	Year 10	14125
Redcliffe	Year 11	4476
Redcliffe	Year 12	25803
The Hills District	Did not go to school	122
The Hills District	Year 8	1575
The Hills District	Year 9	2445
The Hills District	Year 10	13288
The Hills District	Year 11	5073
The Hills District	Year 12	46571
North Lakes	Did not go to school	270
North Lakes	Year 8	1853
North Lakes	Year 9	2938
North Lakes	Year 10	12913
North Lakes	Year 11	5497
North Lakes	Year 12	40396
Strathpine	Did not go to school	201
Strathpine	Year 8	1266
Strathpine	Year 9	1573
Strathpine	Year 10	7611
Strathpine	Year 11	2494
Strathpine	Year 12	17219
Far North	Did not go to school	167
Far North	Year 8	1412
Far North	Year 9	1480
Far North	Year 10	6176
Far North	Year 11	2440
Far North	Year 12	9492
Outback - North	Did not go to school	202
Outback - North	Year 8	1282
Outback - North	Year 9	1327
Outback - North	Year 10	5628
Outback - North	Year 11	1892
Outback - North	Year 12	10064
Outback - South	Did not go to school	73
Outback - South	Year 8	1094
Outback - South	Year 9	858
Outback - South	Year 10	3705
Outback - South	Year 11	918
Outback - South	Year 12	5623
Buderim	Did not go to school	84
Buderim	Year 8	1165
Buderim	Year 9	2046
Buderim	Year 10	9587
Buderim	Year 11	4041
Buderim	Year 12	28490
Caloundra	Did not go to school	186
Caloundra	Year 8	2909
Caloundra	Year 9	3950
Caloundra	Year 10	19535
Caloundra	Year 11	6644
Caloundra	Year 12	41894
Maroochy	Did not go to school	125
Maroochy	Year 8	1464
Maroochy	Year 9	2284
Maroochy	Year 10	12074
Maroochy	Year 11	4461
Maroochy	Year 12	30417
Noosa	Did not go to school	75
Noosa	Year 8	842
Noosa	Year 9	1647
Noosa	Year 10	7594
Noosa	Year 11	3508
Noosa	Year 12	22793
Sunshine Coast Hinterland	Did not go to school	107
Sunshine Coast Hinterland	Year 8	1536
Sunshine Coast Hinterland	Year 9	2412
Sunshine Coast Hinterland	Year 10	11952
Sunshine Coast Hinterland	Year 11	3984
Sunshine Coast Hinterland	Year 12	25513
Nambour	Did not go to school	147
Nambour	Year 8	1462
Nambour	Year 9	2078
Nambour	Year 10	10108
Nambour	Year 11	3635
Nambour	Year 12	20615
Noosa Hinterland	Did not go to school	41
Noosa Hinterland	Year 8	602
Noosa Hinterland	Year 9	1002
Noosa Hinterland	Year 10	4924
Noosa Hinterland	Year 11	1774
Noosa Hinterland	Year 12	10495
Toowoomba	Did not go to school	1336
Toowoomba	Year 8	7286
Toowoomba	Year 9	6926
Toowoomba	Year 10	31422
Toowoomba	Year 11	9199
Toowoomba	Year 12	66370
Charters Towers - Ayr - Ingham	Did not go to school	159
Charters Towers - Ayr - Ingham	Year 8	2733
Charters Towers - Ayr - Ingham	Year 9	2297
Charters Towers - Ayr - Ingham	Year 10	9832
Charters Towers - Ayr - Ingham	Year 11	2866
Charters Towers - Ayr - Ingham	Year 12	12260
Townsville	Did not go to school	742
Townsville	Year 8	5720
Townsville	Year 9	7562
Townsville	Year 10	34940
Townsville	Year 11	12612
Townsville	Year 12	81187
Bundaberg	Did not go to school	469
Bundaberg	Year 8	5697
Bundaberg	Year 9	5835
Bundaberg	Year 10	23768
Bundaberg	Year 11	6334
Bundaberg	Year 12	30190
Burnett	Did not go to school	180
Burnett	Year 8	3529
Burnett	Year 9	3364
Burnett	Year 10	12673
Burnett	Year 11	3091
Burnett	Year 12	13922
Gympie - Cooloola	Did not go to school	145
Gympie - Cooloola	Year 8	2756
Gympie - Cooloola	Year 9	3273
Gympie - Cooloola	Year 10	13992
Gympie - Cooloola	Year 11	3864
Gympie - Cooloola	Year 12	16714
Hervey Bay	Did not go to school	180
Hervey Bay	Year 8	3166
Hervey Bay	Year 9	4172
Hervey Bay	Year 10	16214
Hervey Bay	Year 11	4777
Hervey Bay	Year 12	21224
Maryborough	Did not go to school	166
Maryborough	Year 8	2922
Maryborough	Year 9	3245
Maryborough	Year 10	14174
Maryborough	Year 11	3327
Maryborough	Year 12	13396
Migratory - Offshore - Shipping (Qld)	Year 10	15
Migratory - Offshore - Shipping (Qld)	Year 11	3
Migratory - Offshore - Shipping (Qld)	Year 12	29
No usual address (Qld)	Did not go to school	64
No usual address (Qld)	Year 8	428
No usual address (Qld)	Year 9	752
No usual address (Qld)	Year 10	2785
No usual address (Qld)	Year 11	1026
No usual address (Qld)	Year 12	4685
Adelaide City	Did not go to school	121
Adelaide City	Year 8	253
Adelaide City	Year 9	362
Adelaide City	Year 10	1313
Adelaide City	Year 11	1753
Adelaide City	Year 12	17834
Adelaide Hills	Did not go to school	98
Adelaide Hills	Year 8	1503
Adelaide Hills	Year 9	2623
Adelaide Hills	Year 10	8644
Adelaide Hills	Year 11	10918
Adelaide Hills	Year 12	37919
Burnside	Did not go to school	166
Burnside	Year 8	831
Burnside	Year 9	1068
Burnside	Year 10	3033
Burnside	Year 11	3953
Burnside	Year 12	28104
Campbelltown (SA)	Did not go to school	515
Campbelltown (SA)	Year 8	2635
Campbelltown (SA)	Year 9	1614
Campbelltown (SA)	Year 10	4797
Campbelltown (SA)	Year 11	5951
Campbelltown (SA)	Year 12	28891
Norwood - Payneham - St Peters	Did not go to school	274
Norwood - Payneham - St Peters	Year 8	1283
Norwood - Payneham - St Peters	Year 9	950
Norwood - Payneham - St Peters	Year 10	2659
Norwood - Payneham - St Peters	Year 11	3433
Norwood - Payneham - St Peters	Year 12	22186
Prospect - Walkerville	Did not go to school	176
Prospect - Walkerville	Year 8	794
Prospect - Walkerville	Year 9	707
Prospect - Walkerville	Year 10	2046
Prospect - Walkerville	Year 11	2891
Prospect - Walkerville	Year 12	17619
Unley	Did not go to school	167
Unley	Year 8	949
Unley	Year 9	838
Unley	Year 10	2475
Unley	Year 11	3473
Unley	Year 12	23628
Gawler - Two Wells	Did not go to school	113
Gawler - Two Wells	Year 8	1338
Gawler - Two Wells	Year 9	1960
Gawler - Two Wells	Year 10	5920
Gawler - Two Wells	Year 11	6494
Gawler - Two Wells	Year 12	13440
Playford	Did not go to school	1615
Playford	Year 8	4082
Playford	Year 9	5268
Playford	Year 10	15019
Playford	Year 11	14892
Playford	Year 12	30802
Port Adelaide - East	Did not go to school	1534
Port Adelaide - East	Year 8	3062
Port Adelaide - East	Year 9	2416
Port Adelaide - East	Year 10	7355
Port Adelaide - East	Year 11	7291
Port Adelaide - East	Year 12	38285
Salisbury	Did not go to school	3788
Salisbury	Year 8	6523
Salisbury	Year 9	6698
Salisbury	Year 10	18603
Salisbury	Year 11	19285
Salisbury	Year 12	55310
Tea Tree Gully	Did not go to school	322
Tea Tree Gully	Year 8	2672
Tea Tree Gully	Year 9	3642
Tea Tree Gully	Year 10	12370
Tea Tree Gully	Year 11	14988
Tea Tree Gully	Year 12	43161
Holdfast Bay	Did not go to school	131
Holdfast Bay	Year 8	827
Holdfast Bay	Year 9	1103
Holdfast Bay	Year 10	3977
Holdfast Bay	Year 11	4707
Holdfast Bay	Year 12	19009
Marion	Did not go to school	533
Marion	Year 8	2762
Marion	Year 9	3268
Marion	Year 10	10342
Marion	Year 11	12098
Marion	Year 12	48701
Mitcham	Did not go to school	236
Mitcham	Year 8	1349
Mitcham	Year 9	1769
Mitcham	Year 10	5344
Mitcham	Year 11	6989
Mitcham	Year 12	37429
Onkaparinga	Did not go to school	390
Onkaparinga	Year 8	4488
Onkaparinga	Year 9	7527
Onkaparinga	Year 10	25625
Onkaparinga	Year 11	28532
Onkaparinga	Year 12	71616
Charles Sturt	Did not go to school	1281
Charles Sturt	Year 8	5500
Charles Sturt	Year 9	4128
Charles Sturt	Year 10	12237
Charles Sturt	Year 11	14227
Charles Sturt	Year 12	58681
Port Adelaide - West	Did not go to school	885
Port Adelaide - West	Year 8	2900
Port Adelaide - West	Year 9	2842
Port Adelaide - West	Year 10	7155
Port Adelaide - West	Year 11	8120
Port Adelaide - West	Year 12	26852
West Torrens	Did not go to school	561
West Torrens	Year 8	2395
West Torrens	Year 9	1815
West Torrens	Year 10	5931
West Torrens	Year 11	7162
West Torrens	Year 12	35611
Barossa	Did not go to school	75
Barossa	Year 8	1456
Barossa	Year 9	1911
Barossa	Year 10	5684
Barossa	Year 11	6504
Barossa	Year 12	13640
Lower North	Did not go to school	37
Lower North	Year 8	1056
Lower North	Year 9	1372
Lower North	Year 10	3716
Lower North	Year 11	4033
Lower North	Year 12	7207
Mid North	Did not go to school	95
Mid North	Year 8	1644
Mid North	Year 9	1758
Mid North	Year 10	4476
Mid North	Year 11	5190
Mid North	Year 12	7594
Yorke Peninsula	Did not go to school	39
Yorke Peninsula	Year 8	1497
Yorke Peninsula	Year 9	1839
Yorke Peninsula	Year 10	5163
Yorke Peninsula	Year 11	5142
Yorke Peninsula	Year 12	7269
Eyre Peninsula and South West	Did not go to school	152
Eyre Peninsula and South West	Year 8	2499
Eyre Peninsula and South West	Year 9	2856
Eyre Peninsula and South West	Year 10	8924
Eyre Peninsula and South West	Year 11	10305
Eyre Peninsula and South West	Year 12	17703
Outback - North and East	Did not go to school	157
Outback - North and East	Year 8	1334
Outback - North and East	Year 9	1363
Outback - North and East	Year 10	4186
Outback - North and East	Year 11	4171
Outback - North and East	Year 12	6961
Fleurieu - Kangaroo Island	Did not go to school	112
Fleurieu - Kangaroo Island	Year 8	1940
Fleurieu - Kangaroo Island	Year 9	3052
Fleurieu - Kangaroo Island	Year 10	9639
Fleurieu - Kangaroo Island	Year 11	9883
Fleurieu - Kangaroo Island	Year 12	20253
Limestone Coast	Did not go to school	452
Limestone Coast	Year 8	3163
Limestone Coast	Year 9	3705
Limestone Coast	Year 10	10743
Limestone Coast	Year 11	11798
Limestone Coast	Year 12	20820
Murray and Mallee	Did not go to school	381
Murray and Mallee	Year 8	4333
Murray and Mallee	Year 9	4582
Murray and Mallee	Year 10	12635
Murray and Mallee	Year 11	11921
Murray and Mallee	Year 12	20876
Migratory - Offshore - Shipping (SA)	Year 12	4
No usual address (SA)	Did not go to school	21
No usual address (SA)	Year 8	95
No usual address (SA)	Year 9	185
No usual address (SA)	Year 10	543
No usual address (SA)	Year 11	509
No usual address (SA)	Year 12	850
Augusta - Margaret River - Busselton	Did not go to school	131
Augusta - Margaret River - Busselton	Year 8	1127
Augusta - Margaret River - Busselton	Year 9	2039
Augusta - Margaret River - Busselton	Year 10	10902
Augusta - Margaret River - Busselton	Year 11	5080
Augusta - Margaret River - Busselton	Year 12	23453
Bunbury	Did not go to school	282
Bunbury	Year 8	2787
Bunbury	Year 9	5125
Bunbury	Year 10	25584
Bunbury	Year 11	10908
Bunbury	Year 12	35939
Manjimup	Did not go to school	98
Manjimup	Year 8	689
Manjimup	Year 9	1189
Manjimup	Year 10	5535
Manjimup	Year 11	2323
Manjimup	Year 12	8271
Mandurah	Did not go to school	264
Mandurah	Year 8	3092
Mandurah	Year 9	5658
Mandurah	Year 10	25383
Mandurah	Year 11	10720
Mandurah	Year 12	36927
Cottesloe - Claremont	Did not go to school	98
Cottesloe - Claremont	Year 8	500
Cottesloe - Claremont	Year 9	1536
