SED_NAME16	AgeStudent	students
Prahran (Southern Metropolitan)	20-24	2800
Prahran (Southern Metropolitan)	25+	5672
Preston (Northern Metropolitan)	0-4	1175
Preston (Northern Metropolitan)	5-14	6239
Preston (Northern Metropolitan)	15-19	2335
Preston (Northern Metropolitan)	20-24	2148
Preston (Northern Metropolitan)	25+	4255
Richmond (Northern Metropolitan)	0-4	854
Richmond (Northern Metropolitan)	5-14	4381
Richmond (Northern Metropolitan)	15-19	1707
Richmond (Northern Metropolitan)	20-24	2570
Richmond (Northern Metropolitan)	25+	5725
Ringwood (Eastern Metropolitan)	0-4	1371
Ringwood (Eastern Metropolitan)	5-14	7630
Ringwood (Eastern Metropolitan)	15-19	3043
Ringwood (Eastern Metropolitan)	20-24	1812
Ringwood (Eastern Metropolitan)	25+	3042
Ripon (Western Victoria)	0-4	996
Ripon (Western Victoria)	5-14	7013
Ripon (Western Victoria)	15-19	2407
Ripon (Western Victoria)	20-24	658
Ripon (Western Victoria)	25+	1564
Rowville (South-Eastern Metropolitan)	0-4	885
Rowville (South-Eastern Metropolitan)	5-14	6531
Rowville (South-Eastern Metropolitan)	15-19	3302
Rowville (South-Eastern Metropolitan)	20-24	1855
Rowville (South-Eastern Metropolitan)	25+	1760
Sandringham (Southern Metropolitan)	0-4	1085
Sandringham (Southern Metropolitan)	5-14	7420
Sandringham (Southern Metropolitan)	15-19	3608
Sandringham (Southern Metropolitan)	20-24	1852
Sandringham (Southern Metropolitan)	25+	2128
Shepparton (Northern Victoria)	0-4	1163
Shepparton (Northern Victoria)	5-14	8946
Shepparton (Northern Victoria)	15-19	3276
Shepparton (Northern Victoria)	20-24	1097
Shepparton (Northern Victoria)	25+	2253
South Barwon (Western Victoria)	0-4	1976
South Barwon (Western Victoria)	5-14	11925
South Barwon (Western Victoria)	15-19	4512
South Barwon (Western Victoria)	20-24	3234
South Barwon (Western Victoria)	25+	3998
South-West Coast (Western Victoria)	0-4	938
South-West Coast (Western Victoria)	5-14	7517
South-West Coast (Western Victoria)	15-19	2802
South-West Coast (Western Victoria)	20-24	813
South-West Coast (Western Victoria)	25+	1995
St Albans (Western Metropolitan)	0-4	1004
St Albans (Western Metropolitan)	5-14	7098
St Albans (Western Metropolitan)	15-19	3130
St Albans (Western Metropolitan)	20-24	2580
St Albans (Western Metropolitan)	25+	3727
Sunbury (Western Metropolitan)	0-4	1200
Sunbury (Western Metropolitan)	5-14	7606
Sunbury (Western Metropolitan)	15-19	2968
Sunbury (Western Metropolitan)	20-24	1411
Sunbury (Western Metropolitan)	25+	2246
Sydenham (Western Metropolitan)	0-4	1392
Sydenham (Western Metropolitan)	5-14	10752
Sydenham (Western Metropolitan)	15-19	5027
Sydenham (Western Metropolitan)	20-24	2613
Sydenham (Western Metropolitan)	25+	2613
Tarneit (Western Metropolitan)	0-4	3284
Tarneit (Western Metropolitan)	5-14	20360
Tarneit (Western Metropolitan)	15-19	5733
Tarneit (Western Metropolitan)	20-24	4362
Tarneit (Western Metropolitan)	25+	7424
Thomastown (Northern Metropolitan)	0-4	1640
Thomastown (Northern Metropolitan)	5-14	10142
Thomastown (Northern Metropolitan)	15-19	3398
Thomastown (Northern Metropolitan)	20-24	2356
Thomastown (Northern Metropolitan)	25+	3778
Warrandyte (Eastern Metropolitan)	0-4	979
Warrandyte (Eastern Metropolitan)	5-14	8154
Warrandyte (Eastern Metropolitan)	15-19	3840
Warrandyte (Eastern Metropolitan)	20-24	2186
Warrandyte (Eastern Metropolitan)	25+	2182
Wendouree (Western Victoria)	0-4	1053
Wendouree (Western Victoria)	5-14	7304
Wendouree (Western Victoria)	15-19	3022
Wendouree (Western Victoria)	20-24	1404
Wendouree (Western Victoria)	25+	2409
Werribee (Western Metropolitan)	0-4	1885
Werribee (Western Metropolitan)	5-14	12002
Werribee (Western Metropolitan)	15-19	3937
Werribee (Western Metropolitan)	20-24	2106
Werribee (Western Metropolitan)	25+	4113
Williamstown (Western Metropolitan)	0-4	1595
Williamstown (Western Metropolitan)	5-14	9080
Williamstown (Western Metropolitan)	15-19	3023
Williamstown (Western Metropolitan)	20-24	1746
Williamstown (Western Metropolitan)	25+	3295
Yan Yean (Northern Victoria)	0-4	2629
Yan Yean (Northern Victoria)	5-14	15611
Yan Yean (Northern Victoria)	15-19	5296
Yan Yean (Northern Victoria)	20-24	2242
Yan Yean (Northern Victoria)	25+	3788
Yuroke (Northern Metropolitan)	0-4	2989
Yuroke (Northern Metropolitan)	5-14	19658
Yuroke (Northern Metropolitan)	15-19	6754
Yuroke (Northern Metropolitan)	20-24	3985
Yuroke (Northern Metropolitan)	25+	6347
No usual address (Vic.)	0-4	63
No usual address (Vic.)	5-14	407
No usual address (Vic.)	15-19	140
No usual address (Vic.)	20-24	133
No usual address (Vic.)	25+	267
Algester	0-4	1244
Algester	5-14	8570
Algester	15-19	2801
Algester	20-24	1383
Algester	25+	2711
Aspley	0-4	969
Aspley	5-14	6763
Aspley	15-19	2785
Aspley	20-24	1330
Aspley	25+	2166
Bancroft	0-4	1054
Bancroft	5-14	8462
Bancroft	15-19	3026
Bancroft	20-24	966
Bancroft	25+	2137
Barron River	0-4	851
Barron River	5-14	7260
Barron River	15-19	2594
Barron River	20-24	868
Barron River	25+	2534
Bonney	0-4	707
Bonney	5-14	4811
Bonney	15-19	2101
Bonney	20-24	1984
Bonney	25+	3044
Broadwater	0-4	589
Broadwater	5-14	4415
Broadwater	15-19	1917
Broadwater	20-24	845
Broadwater	25+	1369
Buderim	0-4	892
Buderim	5-14	7248
Buderim	15-19	3154
Buderim	20-24	1478
Buderim	25+	2389
Bulimba	0-4	1130
Bulimba	5-14	6916
Bulimba	15-19	2668
Bulimba	20-24	1705
Bulimba	25+	2921
Bundaberg	0-4	668
Bundaberg	5-14	5740
Bundaberg	15-19	1826
Bundaberg	20-24	503
Bundaberg	25+	1405
Bundamba	0-4	1423
Bundamba	5-14	11016
Bundamba	15-19	3019
Bundamba	20-24	1151
Bundamba	25+	2839
Burdekin	0-4	742
Burdekin	5-14	6423
Burdekin	15-19	1706
Burdekin	20-24	379
Burdekin	25+	1216
Burleigh	0-4	840
Burleigh	5-14	5515
Burleigh	15-19	1989
Burleigh	20-24	998
Burleigh	25+	2217
Burnett	0-4	482
Burnett	5-14	5175
Burnett	15-19	1759
Burnett	20-24	338
Burnett	25+	1144
Cairns	0-4	635
Cairns	5-14	6003
Cairns	15-19	2141
Cairns	20-24	832
Cairns	25+	2932
Callide	0-4	594
Callide	5-14	6305
Callide	15-19	1630
Callide	20-24	310
Callide	25+	1025
Caloundra	0-4	928
Caloundra	5-14	6411
Caloundra	15-19	2187
Caloundra	20-24	814
Caloundra	25+	1933
Capalaba	0-4	939
Capalaba	5-14	6387
Capalaba	15-19	2305
Capalaba	20-24	813
Capalaba	25+	1679
Chatsworth	0-4	1049
Chatsworth	5-14	7033
Chatsworth	15-19	2785
Chatsworth	20-24	1389
Chatsworth	25+	2015
Clayfield	0-4	872
Clayfield	5-14	5376
Clayfield	15-19	2501
Clayfield	20-24	2205
Clayfield	25+	3670
Condamine	0-4	797
Condamine	5-14	7757
Condamine	15-19	2557
Condamine	20-24	723
Condamine	25+	1706
Cook	0-4	642
Cook	5-14	6555
Cook	15-19	1595
Cook	20-24	268
Cook	25+	1266
Coomera	0-4	2152
Coomera	5-14	13535
Coomera	15-19	4093
Coomera	20-24	1619
Coomera	25+	3445
Cooper	0-4	872
Cooper	5-14	6954
Cooper	15-19	3241
Cooper	20-24	2231
Cooper	25+	2870
Currumbin	0-4	800
Currumbin	5-14	5391
Currumbin	15-19	1950
Currumbin	20-24	880
Currumbin	25+	1857
Everton	0-4	1036
Everton	5-14	7141
Everton	15-19	2943
Everton	20-24	1332
Everton	25+	2193
Ferny Grove	0-4	1046
Ferny Grove	5-14	7259
Ferny Grove	15-19	2816
Ferny Grove	20-24	1264
Ferny Grove	25+	2401
Gaven	0-4	856
Gaven	5-14	6148
Gaven	15-19	2236
Gaven	20-24	883
Gaven	25+	1892
Gladstone	0-4	846
Gladstone	5-14	7076
Gladstone	15-19	2286
Gladstone	20-24	460
Gladstone	25+	1573
Glass House	0-4	629
Glass House	5-14	5565
Glass House	15-19	1974
Glass House	20-24	503
Glass House	25+	1440
Greenslopes	0-4	908
Greenslopes	5-14	5677
Greenslopes	15-19	2413
Greenslopes	20-24	2118
Greenslopes	25+	3153
Gregory	0-4	611
Gregory	5-14	5394
Gregory	15-19	1293
Gregory	20-24	308
Gregory	25+	1004
Gympie	0-4	573
Gympie	5-14	5808
Gympie	15-19	1972
Gympie	20-24	394
Gympie	25+	1280
Hervey Bay	0-4	595
Hervey Bay	5-14	5630
Hervey Bay	15-19	1841
Hervey Bay	20-24	411
Hervey Bay	25+	1451
Hill	0-4	540
Hill	5-14	6119
Hill	15-19	1951
Hill	20-24	307
Hill	25+	1236
Hinchinbrook	0-4	995
Hinchinbrook	5-14	6967
Hinchinbrook	15-19	1925
Hinchinbrook	20-24	568
Hinchinbrook	25+	1609
Inala	0-4	1034
Inala	5-14	7960
Inala	15-19	3194
Inala	20-24	1651
Inala	25+	2671
Ipswich	0-4	857
Ipswich	5-14	6586
Ipswich	15-19	2189
Ipswich	20-24	720
Ipswich	25+	1904
Ipswich West	0-4	890
Ipswich West	5-14	7263
Ipswich West	15-19	2414
Ipswich West	20-24	766
Ipswich West	25+	1760
Jordan	0-4	1632
Jordan	5-14	11474
Jordan	15-19	3655
Jordan	20-24	1262
Jordan	25+	2838
Kawana	0-4	773
Kawana	5-14	6244
Kawana	15-19	2402
Kawana	20-24	852
Kawana	25+	1799
Keppel	0-4	781
Keppel	5-14	6870
Keppel	15-19	2242
Keppel	20-24	633
Keppel	25+	1621
Kurwongbah	0-4	1132
Kurwongbah	5-14	8423
Kurwongbah	15-19	2958
Kurwongbah	20-24	997
Kurwongbah	25+	2041
Lockyer	0-4	765
Lockyer	5-14	6832
Lockyer	15-19	2302
Lockyer	20-24	813
Lockyer	25+	1533
Logan	0-4	1233
Logan	5-14	9066
Logan	15-19	2856
Logan	20-24	1009
Logan	25+	2053
Lytton	0-4	993
Lytton	5-14	6742
Lytton	15-19	2513
Lytton	20-24	982
Lytton	25+	1903
Macalister	0-4	1117
Macalister	5-14	7709
Macalister	15-19	2495
Macalister	20-24	932
Macalister	25+	1990
Mackay	0-4	793
Mackay	5-14	6597
Mackay	15-19	2101
Mackay	20-24	681
Mackay	25+	1684
Maiwar	0-4	827
Maiwar	5-14	6460
Maiwar	15-19	4891
Maiwar	20-24	5864
Maiwar	25+	5000
Mansfield	0-4	1020
Mansfield	5-14	7861
Mansfield	15-19	3508
Mansfield	20-24	2000
Mansfield	25+	2788
Maroochydore	0-4	564
Maroochydore	5-14	4157
Maroochydore	15-19	1654
Maroochydore	20-24	962
Maroochydore	25+	2138
Maryborough	0-4	596
Maryborough	5-14	5604
Maryborough	15-19	1778
Maryborough	20-24	330
Maryborough	25+	1253
McConnel	0-4	505
McConnel	5-14	2714
McConnel	15-19	2179
McConnel	20-24	4558
McConnel	25+	7327
Mermaid Beach	0-4	821
Mermaid Beach	5-14	5571
Mermaid Beach	15-19	2439
Mermaid Beach	20-24	1677
Mermaid Beach	25+	2790
Miller	0-4	909
Miller	5-14	6140
Miller	15-19	2658
Miller	20-24	2083
Miller	25+	2893
Mirani	0-4	720
Mirani	5-14	6152
Mirani	15-19	1881
Mirani	20-24	457
Mirani	25+	1124
Moggill	0-4	873
Moggill	5-14	7864
Moggill	15-19	3373
Moggill	20-24	1397
Moggill	25+	2051
Morayfield	0-4	1010
Morayfield	5-14	7623
Morayfield	15-19	2408
Morayfield	20-24	846
Morayfield	25+	1975
Mount Ommaney	0-4	987
Mount Ommaney	5-14	6784
Mount Ommaney	15-19	2819
Mount Ommaney	20-24	1311
Mount Ommaney	25+	2273
Mudgeeraba	0-4	1081
Mudgeeraba	5-14	7937
Mudgeeraba	15-19	3146
Mudgeeraba	20-24	1179
Mudgeeraba	25+	2188
Mulgrave	0-4	967
Mulgrave	5-14	7915
Mulgrave	15-19	2512
Mulgrave	20-24	661
Mulgrave	25+	1894
Mundingburra	0-4	692
Mundingburra	5-14	5761
Mundingburra	15-19	2862
Mundingburra	20-24	1880
Mundingburra	25+	2125
Murrumba	0-4	1504
Murrumba	5-14	9898
Murrumba	15-19	3003
Murrumba	20-24	1163
Murrumba	25+	2902
Nanango	0-4	508
Nanango	5-14	5709
Nanango	15-19	1745
Nanango	20-24	308
Nanango	25+	1027
Nicklin	0-4	699
Nicklin	5-14	5839
Nicklin	15-19	1978
Nicklin	20-24	611
Nicklin	25+	1649
Ninderry	0-4	1036
Ninderry	5-14	7652
Ninderry	15-19	2463
Ninderry	20-24	634
Ninderry	25+	1863
Noosa	0-4	537
Noosa	5-14	5099
Noosa	15-19	2004
Noosa	20-24	451
Noosa	25+	1352
Nudgee	0-4	977
Nudgee	5-14	5837
Nudgee	15-19	2311
Nudgee	20-24	1552
Nudgee	25+	3020
Oodgeroo	0-4	537
Oodgeroo	5-14	5261
Oodgeroo	15-19	2485
Oodgeroo	20-24	849
Oodgeroo	25+	1236
Pine Rivers	0-4	993
Pine Rivers	5-14	7844
Pine Rivers	15-19	2888
Pine Rivers	20-24	1054
Pine Rivers	25+	2034
Pumicestone	0-4	647
Pumicestone	5-14	5094
Pumicestone	15-19	1688
Pumicestone	20-24	438
Pumicestone	25+	1277
Redcliffe	0-4	624
Redcliffe	5-14	5184
Redcliffe	15-19	1976
Redcliffe	20-24	615
Redcliffe	25+	1608
Redlands	0-4	859
Redlands	5-14	6206
Redlands	15-19	2407
Redlands	20-24	810
Redlands	25+	1499
Rockhampton	0-4	853
Rockhampton	5-14	7020
Rockhampton	15-19	2297
Rockhampton	20-24	768
Rockhampton	25+	1656
Sandgate	0-4	1001
Sandgate	5-14	6828
Sandgate	15-19	2497
Sandgate	20-24	999
Sandgate	25+	2259
Scenic Rim	0-4	675
Scenic Rim	5-14	6716
Scenic Rim	15-19	2360
Scenic Rim	20-24	545
Scenic Rim	25+	1284
South Brisbane	0-4	496
South Brisbane	5-14	4113
South Brisbane	15-19	2928
South Brisbane	20-24	4884
South Brisbane	25+	6603
Southern Downs	0-4	548
Southern Downs	5-14	5744
Southern Downs	15-19	1736
Southern Downs	20-24	362
Southern Downs	25+	1153
Southport	0-4	727
Southport	5-14	5381
Southport	15-19	2776
Southport	20-24	1991
Southport	25+	3336
Springwood	0-4	1040
Springwood	5-14	7273
Springwood	15-19	2720
Springwood	20-24	1007
Springwood	25+	1986
Stafford	0-4	987
Stafford	5-14	6234
Stafford	15-19	2624
Stafford	20-24	1890
Stafford	25+	2977
Stretton	0-4	1011
Stretton	5-14	7948
Stretton	15-19	2931
Stretton	20-24	1948
Stretton	25+	3204
Surfers Paradise	0-4	555
Surfers Paradise	5-14	3723
Surfers Paradise	15-19	1759
Surfers Paradise	20-24	1511
Surfers Paradise	25+	3538
Theodore	0-4	1270
Theodore	5-14	8797
Theodore	15-19	3091
Theodore	20-24	1094
Theodore	25+	2142
Thuringowa	0-4	861
Thuringowa	5-14	7016
Thuringowa	15-19	2458
Thuringowa	20-24	860
Thuringowa	25+	1791
Toohey	0-4	891
Toohey	5-14	5854
Toohey	15-19	2430
Toohey	20-24	2546
Toohey	25+	4012
Toowoomba North	0-4	797
Toowoomba North	5-14	6829
Toowoomba North	15-19	2867
Toowoomba North	20-24	880
Toowoomba North	25+	2333
Toowoomba South	0-4	928
Toowoomba South	5-14	7054
Toowoomba South	15-19	2539
Toowoomba South	20-24	1401
Toowoomba South	25+	2901
Townsville	0-4	679
Townsville	5-14	5301
Townsville	15-19	1889
Townsville	20-24	984
Townsville	25+	2135
Traeger	0-4	615
Traeger	5-14	5498
Traeger	15-19	1395
Traeger	20-24	291
Traeger	25+	1076
Warrego	0-4	585
Warrego	5-14	5492
Warrego	15-19	1465
Warrego	20-24	400
Warrego	25+	955
Waterford	0-4	1001
Waterford	5-14	7893
Waterford	15-19	2541
Waterford	20-24	1052
Waterford	25+	2325
Whitsunday	0-4	775
Whitsunday	5-14	6854
Whitsunday	15-19	2129
Whitsunday	20-24	504
Whitsunday	25+	1563
Woodridge	0-4	1147
Woodridge	5-14	10590
Woodridge	15-19	3592
Woodridge	20-24	1189
Woodridge	25+	2536
No usual address (Qld)	0-4	63
No usual address (Qld)	5-14	721
No usual address (Qld)	15-19	212
No usual address (Qld)	20-24	112
No usual address (Qld)	25+	369
Adelaide	0-4	427
Adelaide	5-14	3072
Adelaide	15-19	2134
Adelaide	20-24	4013
Adelaide	25+	3717
Badcoe	0-4	601
Badcoe	5-14	3684
Badcoe	15-19	1544
Badcoe	20-24	1796
Badcoe	25+	2629
Black	0-4	571
Black	5-14	4247
Black	15-19	1645
Black	20-24	839
Black	25+	1374
Bragg	0-4	622
Bragg	5-14	4904
Bragg	15-19	2469
Bragg	20-24	1282
Bragg	25+	1657
Chaffey	0-4	337
Chaffey	5-14	3835
Chaffey	15-19	1300
Chaffey	20-24	257
Chaffey	25+	751
Cheltenham	0-4	606
Cheltenham	5-14	3745
Cheltenham	15-19	1605
Cheltenham	20-24	1195
Cheltenham	25+	1961
Colton	0-4	493
Colton	5-14	4061
Colton	15-19	1710
Colton	20-24	1018
Colton	25+	1275
Croydon	0-4	569
Croydon	5-14	4068
Croydon	15-19	1728
Croydon	20-24	1731
Croydon	25+	2695
Davenport	0-4	571
Davenport	5-14	4161
Davenport	15-19	1895
Davenport	20-24	1150
Davenport	25+	1605
Dunstan	0-4	493
Dunstan	5-14	3767
Dunstan	15-19	1947
Dunstan	20-24	1454
Dunstan	25+	2267
Elder	0-4	669
Elder	5-14	4320
Elder	15-19	1732
Elder	20-24	1439
Elder	25+	2118
Elizabeth	0-4	615
Elizabeth	5-14	5590
Elizabeth	15-19	1752
Elizabeth	20-24	721
Elizabeth	25+	1424
Enfield	0-4	761
Enfield	5-14	4993
Enfield	15-19	1865
Enfield	20-24	1523
Enfield	25+	2647
Finniss	0-4	270
Finniss	5-14	2899
Finniss	15-19	1036
Finniss	20-24	239
Finniss	25+	760
Flinders	0-4	457
Flinders	5-14	4256
Flinders	15-19	1192
Flinders	20-24	220
Flinders	25+	710
Florey	0-4	571
Florey	5-14	4329
Florey	15-19	1717
Florey	20-24	1178
Florey	25+	1959
Frome	0-4	460
Frome	5-14	4542
Frome	15-19	1570
Frome	20-24	514
Frome	25+	844
Gibson	0-4	508
Gibson	5-14	3686
Gibson	15-19	1787
Gibson	20-24	1110
Gibson	25+	1793
Giles	0-4	551
Giles	5-14	4156
Giles	15-19	1256
Giles	20-24	291
Giles	25+	938
Hammond	0-4	440
Hammond	5-14	3982
Hammond	15-19	1472
Hammond	20-24	396
Hammond	25+	929
Hartley	0-4	563
Hartley	5-14	4098
Hartley	15-19	1671
Hartley	20-24	1366
Hartley	25+	2111
Heysen	0-4	468
Heysen	5-14	4394
Heysen	15-19	1915
Heysen	20-24	755
Heysen	25+	1176
Hurtle Vale	0-4	460
Hurtle Vale	5-14	3981
Hurtle Vale	15-19	1600
Hurtle Vale	20-24	616
Hurtle Vale	25+	1091
Kaurna	0-4	634
Kaurna	5-14	4854
Kaurna	15-19	1636
Kaurna	20-24	659
Kaurna	25+	1516
Kavel	0-4	601
Kavel	5-14	4806
Kavel	15-19	1777
Kavel	20-24	709
Kavel	25+	1399
King	0-4	514
King	5-14	4576
King	15-19	1978
King	20-24	870
King	25+	1143
Lee	0-4	464
Lee	5-14	2964
Lee	15-19	1201
Lee	20-24	716
Lee	25+	1164
Light	0-4	592
Light	5-14	4553
Light	15-19	1624
Light	20-24	665
Light	25+	1222
Mackillop	0-4	420
Mackillop	5-14	4235
Mackillop	15-19	1370
Mackillop	20-24	291
Mackillop	25+	722
Mawson	0-4	454
Mawson	5-14	4409
Mawson	15-19	1445
Mawson	20-24	446
Mawson	25+	1060
Morialta	0-4	566
Morialta	5-14	4381
Morialta	15-19	1960
Morialta	20-24	1171
Morialta	25+	1547
Morphett	0-4	487
Morphett	5-14	3045
Morphett	15-19	1393
Morphett	20-24	984
Morphett	25+	1713
Mount Gambier	0-4	498
Mount Gambier	5-14	4148
Mount Gambier	15-19	1476
Mount Gambier	20-24	321
Mount Gambier	25+	1049
Narungga	0-4	297
Narungga	5-14	2989
Narungga	15-19	872
Narungga	20-24	196
Narungga	25+	537
Newland	0-4	472
Newland	5-14	3882
Newland	15-19	1463
Newland	20-24	768
Newland	25+	1428
Playford	0-4	707
Playford	5-14	5412
Playford	15-19	2015
Playford	20-24	1243
Playford	25+	1922
Port Adelaide	0-4	503
Port Adelaide	5-14	3391
Port Adelaide	15-19	1327
Port Adelaide	20-24	721
Port Adelaide	25+	1401
Ramsay	0-4	585
Ramsay	5-14	5640
Ramsay	15-19	1924
Ramsay	20-24	841
Ramsay	25+	1795
Reynell	0-4	481
Reynell	5-14	3751
Reynell	15-19	1359
Reynell	20-24	587
Reynell	25+	1251
Schubert	0-4	481
Schubert	5-14	4479
Schubert	15-19	1762
Schubert	20-24	538
Schubert	25+	946
Stuart	0-4	408
Stuart	5-14	3729
Stuart	15-19	1217
Stuart	20-24	264
Stuart	25+	700
Taylor	0-4	788
Taylor	5-14	6096
Taylor	15-19	1726
Taylor	20-24	722
Taylor	25+	1386
Torrens	0-4	761
Torrens	5-14	4551
Torrens	15-19	1676
Torrens	20-24	1351
Torrens	25+	2461
Unley	0-4	587
Unley	5-14	4266
Unley	15-19	1969
Unley	20-24	1355
Unley	25+	1851
Waite	0-4	606
Waite	5-14	4816
Waite	15-19	2121
Waite	20-24	1069
Waite	25+	1576
West Torrens	0-4	518
West Torrens	5-14	3360
West Torrens	15-19	1435
West Torrens	20-24	1401
West Torrens	25+	2227
Wright	0-4	521
Wright	5-14	4447
Wright	15-19	1690
Wright	20-24	775
Wright	25+	1294
No usual address (SA)	0-4	25
No usual address (SA)	5-14	200
No usual address (SA)	15-19	92
No usual address (SA)	20-24	39
No usual address (SA)	25+	94
Albany (South West)	0-4	497
Albany (South West)	5-14	4528
Albany (South West)	15-19	1667
Albany (South West)	20-24	276
Albany (South West)	25+	1080
Armadale (East Metropolitan)	0-4	922
Armadale (East Metropolitan)	5-14	6649
Armadale (East Metropolitan)	15-19	2007
Armadale (East Metropolitan)	20-24	826
Armadale (East Metropolitan)	25+	1759
Balcatta (North Metropolitan)	0-4	708
Balcatta (North Metropolitan)	5-14	3923
Balcatta (North Metropolitan)	15-19	1440
Balcatta (North Metropolitan)	20-24	1121
Balcatta (North Metropolitan)	25+	2459
Baldivis (South Metropolitan)	0-4	1382
Baldivis (South Metropolitan)	5-14	9133
Baldivis (South Metropolitan)	15-19	2663
Baldivis (South Metropolitan)	20-24	943
Baldivis (South Metropolitan)	25+	2232
Bassendean (East Metropolitan)	0-4	731
Bassendean (East Metropolitan)	5-14	5062
Bassendean (East Metropolitan)	15-19	1803
Bassendean (East Metropolitan)	20-24	915
Bassendean (East Metropolitan)	25+	1662
Bateman (South Metropolitan)	0-4	677
Bateman (South Metropolitan)	5-14	5420
Bateman (South Metropolitan)	15-19	2429
Bateman (South Metropolitan)	20-24	1555
Bateman (South Metropolitan)	25+	1676
Belmont (East Metropolitan)	0-4	669
Belmont (East Metropolitan)	5-14	4555
Belmont (East Metropolitan)	15-19	1550
Belmont (East Metropolitan)	20-24	1283
Belmont (East Metropolitan)	25+	2596
Bicton (South Metropolitan)	0-4	631
Bicton (South Metropolitan)	5-14	4711
Bicton (South Metropolitan)	15-19	2160
Bicton (South Metropolitan)	20-24	1112
Bicton (South Metropolitan)	25+	1395
Bunbury (South West)	0-4	635
Bunbury (South West)	5-14	5333
Bunbury (South West)	15-19	1857
Bunbury (South West)	20-24	482
Bunbury (South West)	25+	1285
Burns Beach (North Metropolitan)	0-4	813
Burns Beach (North Metropolitan)	5-14	6046
Burns Beach (North Metropolitan)	15-19	2465
Burns Beach (North Metropolitan)	20-24	1153
Burns Beach (North Metropolitan)	25+	1547
Butler (North Metropolitan)	0-4	1292
Butler (North Metropolitan)	5-14	8427
Butler (North Metropolitan)	15-19	2620
Butler (North Metropolitan)	20-24	994
Butler (North Metropolitan)	25+	2052
Cannington (South Metropolitan)	0-4	929
Cannington (South Metropolitan)	5-14	5498
Cannington (South Metropolitan)	15-19	1944
Cannington (South Metropolitan)	20-24	2001
Cannington (South Metropolitan)	25+	3285
Carine (North Metropolitan)	0-4	788
Carine (North Metropolitan)	5-14	6128
Carine (North Metropolitan)	15-19	2296
Carine (North Metropolitan)	20-24	960
Carine (North Metropolitan)	25+	1137
Central Wheatbelt (Agricultural)	0-4	427
Central Wheatbelt (Agricultural)	5-14	3903
Central Wheatbelt (Agricultural)	15-19	1060
Central Wheatbelt (Agricultural)	20-24	213
Central Wheatbelt (Agricultural)	25+	644
Churchlands (North Metropolitan)	0-4	780
Churchlands (North Metropolitan)	5-14	6272
Churchlands (North Metropolitan)	15-19	2704
Churchlands (North Metropolitan)	20-24	1364
Churchlands (North Metropolitan)	25+	1960
Cockburn (South Metropolitan)	0-4	1010
Cockburn (South Metropolitan)	5-14	6474
Cockburn (South Metropolitan)	15-19	2388
Cockburn (South Metropolitan)	20-24	1191
Cockburn (South Metropolitan)	25+	1854
Collie-Preston (South West)	0-4	690
Collie-Preston (South West)	5-14	5690
Collie-Preston (South West)	15-19	1740
Collie-Preston (South West)	20-24	334
Collie-Preston (South West)	25+	1050
Cottesloe (North Metropolitan)	0-4	639
Cottesloe (North Metropolitan)	5-14	5153
Cottesloe (North Metropolitan)	15-19	2945
Cottesloe (North Metropolitan)	20-24	1517
Cottesloe (North Metropolitan)	25+	1692
Darling Range (East Metropolitan)	0-4	938
Darling Range (East Metropolitan)	5-14	6911
Darling Range (East Metropolitan)	15-19	2178
Darling Range (East Metropolitan)	20-24	717
Darling Range (East Metropolitan)	25+	1395
Dawesville (South West)	0-4	606
Dawesville (South West)	5-14	4700
Dawesville (South West)	15-19	1757
Dawesville (South West)	20-24	552
Dawesville (South West)	25+	1094
Forrestfield (East Metropolitan)	0-4	791
Forrestfield (East Metropolitan)	5-14	5404
Forrestfield (East Metropolitan)	15-19	1797
Forrestfield (East Metropolitan)	20-24	783
Forrestfield (East Metropolitan)	25+	1377
Fremantle (South Metropolitan)	0-4	653
Fremantle (South Metropolitan)	5-14	3768
Fremantle (South Metropolitan)	15-19	1491
Fremantle (South Metropolitan)	20-24	1047
Fremantle (South Metropolitan)	25+	2086
Geraldton (Agricultural)	0-4	555
Geraldton (Agricultural)	5-14	4826
Geraldton (Agricultural)	15-19	1540
Geraldton (Agricultural)	20-24	347
Geraldton (Agricultural)	25+	1168
Hillarys (North Metropolitan)	0-4	798
Hillarys (North Metropolitan)	5-14	5315
Hillarys (North Metropolitan)	15-19	2108
Hillarys (North Metropolitan)	20-24	938
Hillarys (North Metropolitan)	25+	1329
Jandakot (South Metropolitan)	0-4	1406
Jandakot (South Metropolitan)	5-14	8390
Jandakot (South Metropolitan)	15-19	2765
Jandakot (South Metropolitan)	20-24	1436
Jandakot (South Metropolitan)	25+	2279
Joondalup (North Metropolitan)	0-4	632
Joondalup (North Metropolitan)	5-14	4733
Joondalup (North Metropolitan)	15-19	2130
Joondalup (North Metropolitan)	20-24	1274
Joondalup (North Metropolitan)	25+	1609
Kalamunda (East Metropolitan)	0-4	497
Kalamunda (East Metropolitan)	5-14	5124
Kalamunda (East Metropolitan)	15-19	2055
Kalamunda (East Metropolitan)	20-24	779
Kalamunda (East Metropolitan)	25+	1146
Kalgoorlie (Mining and Pastoral)	0-4	628
Kalgoorlie (Mining and Pastoral)	5-14	4347
Kalgoorlie (Mining and Pastoral)	15-19	1077
Kalgoorlie (Mining and Pastoral)	20-24	332
Kalgoorlie (Mining and Pastoral)	25+	1149
