SED_NAME16	MaxSchoolingCompleted	adults
Kew (Southern Metropolitan)	Year 9	1579
Kew (Southern Metropolitan)	Year 10	3058
Kew (Southern Metropolitan)	Year 11	3565
Kew (Southern Metropolitan)	Year 12	41526
Keysborough (South-Eastern Metropolitan)	Did not go to school	2815
Keysborough (South-Eastern Metropolitan)	Year 8	4270
Keysborough (South-Eastern Metropolitan)	Year 9	3194
Keysborough (South-Eastern Metropolitan)	Year 10	6750
Keysborough (South-Eastern Metropolitan)	Year 11	5068
Keysborough (South-Eastern Metropolitan)	Year 12	37494
Kororoit (Western Metropolitan)	Did not go to school	2351
Kororoit (Western Metropolitan)	Year 8	4930
Kororoit (Western Metropolitan)	Year 9	3541
Kororoit (Western Metropolitan)	Year 10	9530
Kororoit (Western Metropolitan)	Year 11	6124
Kororoit (Western Metropolitan)	Year 12	47393
Lara (Western Victoria)	Did not go to school	954
Lara (Western Victoria)	Year 8	4108
Lara (Western Victoria)	Year 9	4502
Lara (Western Victoria)	Year 10	10592
Lara (Western Victoria)	Year 11	8131
Lara (Western Victoria)	Year 12	25571
Lowan (Western Victoria)	Did not go to school	245
Lowan (Western Victoria)	Year 8	3133
Lowan (Western Victoria)	Year 9	4132
Lowan (Western Victoria)	Year 10	9066
Lowan (Western Victoria)	Year 11	9084
Lowan (Western Victoria)	Year 12	18914
Macedon (Northern Victoria)	Did not go to school	132
Macedon (Northern Victoria)	Year 8	1850
Macedon (Northern Victoria)	Year 9	3230
Macedon (Northern Victoria)	Year 10	7514
Macedon (Northern Victoria)	Year 11	7212
Macedon (Northern Victoria)	Year 12	29578
Malvern (Southern Metropolitan)	Did not go to school	250
Malvern (Southern Metropolitan)	Year 8	1111
Malvern (Southern Metropolitan)	Year 9	1213
Malvern (Southern Metropolitan)	Year 10	2631
Malvern (Southern Metropolitan)	Year 11	3441
Malvern (Southern Metropolitan)	Year 12	40581
Melbourne (Northern Metropolitan)	Did not go to school	911
Melbourne (Northern Metropolitan)	Year 8	1350
Melbourne (Northern Metropolitan)	Year 9	1416
Melbourne (Northern Metropolitan)	Year 10	3894
Melbourne (Northern Metropolitan)	Year 11	4755
Melbourne (Northern Metropolitan)	Year 12	93823
Melton (Western Victoria)	Did not go to school	917
Melton (Western Victoria)	Year 8	3738
Melton (Western Victoria)	Year 9	5428
Melton (Western Victoria)	Year 10	12682
Melton (Western Victoria)	Year 11	9595
Melton (Western Victoria)	Year 12	36537
Mildura (Northern Victoria)	Did not go to school	825
Mildura (Northern Victoria)	Year 8	4083
Mildura (Northern Victoria)	Year 9	4876
Mildura (Northern Victoria)	Year 10	10508
Mildura (Northern Victoria)	Year 11	8024
Mildura (Northern Victoria)	Year 12	20773
Mill Park (Northern Metropolitan)	Did not go to school	885
Mill Park (Northern Metropolitan)	Year 8	3195
Mill Park (Northern Metropolitan)	Year 9	3069
Mill Park (Northern Metropolitan)	Year 10	6939
Mill Park (Northern Metropolitan)	Year 11	6331
Mill Park (Northern Metropolitan)	Year 12	34255
Monbulk (Eastern Victoria)	Did not go to school	166
Monbulk (Eastern Victoria)	Year 8	1345
Monbulk (Eastern Victoria)	Year 9	2642
Monbulk (Eastern Victoria)	Year 10	6917
Monbulk (Eastern Victoria)	Year 11	6829
Monbulk (Eastern Victoria)	Year 12	27592
Mordialloc (South-Eastern Metropolitan)	Did not go to school	314
Mordialloc (South-Eastern Metropolitan)	Year 8	1839
Mordialloc (South-Eastern Metropolitan)	Year 9	2528
Mordialloc (South-Eastern Metropolitan)	Year 10	6111
Mordialloc (South-Eastern Metropolitan)	Year 11	6237
Mordialloc (South-Eastern Metropolitan)	Year 12	34357
Mornington (Eastern Victoria)	Did not go to school	135
Mornington (Eastern Victoria)	Year 8	1673
Mornington (Eastern Victoria)	Year 9	3046
Mornington (Eastern Victoria)	Year 10	7605
Mornington (Eastern Victoria)	Year 11	7355
Mornington (Eastern Victoria)	Year 12	31088
Morwell (Eastern Victoria)	Did not go to school	331
Morwell (Eastern Victoria)	Year 8	3388
Morwell (Eastern Victoria)	Year 9	4687
Morwell (Eastern Victoria)	Year 10	11146
Morwell (Eastern Victoria)	Year 11	9562
Morwell (Eastern Victoria)	Year 12	21890
Mount Waverley (Eastern Metropolitan)	Did not go to school	563
Mount Waverley (Eastern Metropolitan)	Year 8	1845
Mount Waverley (Eastern Metropolitan)	Year 9	1969
Mount Waverley (Eastern Metropolitan)	Year 10	3956
Mount Waverley (Eastern Metropolitan)	Year 11	3856
Mount Waverley (Eastern Metropolitan)	Year 12	40023
Mulgrave (South-Eastern Metropolitan)	Did not go to school	1296
Mulgrave (South-Eastern Metropolitan)	Year 8	3331
Mulgrave (South-Eastern Metropolitan)	Year 9	2422
Mulgrave (South-Eastern Metropolitan)	Year 10	5058
Mulgrave (South-Eastern Metropolitan)	Year 11	4299
Mulgrave (South-Eastern Metropolitan)	Year 12	33902
Murray Plains (Northern Victoria)	Did not go to school	323
Murray Plains (Northern Victoria)	Year 8	3623
Murray Plains (Northern Victoria)	Year 9	5281
Murray Plains (Northern Victoria)	Year 10	11195
Murray Plains (Northern Victoria)	Year 11	9254
Murray Plains (Northern Victoria)	Year 12	18912
Narracan (Eastern Victoria)	Did not go to school	274
Narracan (Eastern Victoria)	Year 8	3481
Narracan (Eastern Victoria)	Year 9	5382
Narracan (Eastern Victoria)	Year 10	12600
Narracan (Eastern Victoria)	Year 11	10192
Narracan (Eastern Victoria)	Year 12	26178
Narre Warren North (South-Eastern Metropolitan)	Did not go to school	1350
Narre Warren North (South-Eastern Metropolitan)	Year 8	2816
Narre Warren North (South-Eastern Metropolitan)	Year 9	3036
Narre Warren North (South-Eastern Metropolitan)	Year 10	7259
Narre Warren North (South-Eastern Metropolitan)	Year 11	5919
Narre Warren North (South-Eastern Metropolitan)	Year 12	31697
Narre Warren South (South-Eastern Metropolitan)	Did not go to school	1996
Narre Warren South (South-Eastern Metropolitan)	Year 8	3076
Narre Warren South (South-Eastern Metropolitan)	Year 9	3583
Narre Warren South (South-Eastern Metropolitan)	Year 10	8619
Narre Warren South (South-Eastern Metropolitan)	Year 11	7216
Narre Warren South (South-Eastern Metropolitan)	Year 12	39399
Nepean (Eastern Victoria)	Did not go to school	260
Nepean (Eastern Victoria)	Year 8	2503
Nepean (Eastern Victoria)	Year 9	3683
Nepean (Eastern Victoria)	Year 10	9291
Nepean (Eastern Victoria)	Year 11	8402
Nepean (Eastern Victoria)	Year 12	28440
Niddrie (Western Metropolitan)	Did not go to school	773
Niddrie (Western Metropolitan)	Year 8	3831
Niddrie (Western Metropolitan)	Year 9	2699
Niddrie (Western Metropolitan)	Year 10	5567
Niddrie (Western Metropolitan)	Year 11	5625
Niddrie (Western Metropolitan)	Year 12	30524
Northcote (Northern Metropolitan)	Did not go to school	839
Northcote (Northern Metropolitan)	Year 8	2783
Northcote (Northern Metropolitan)	Year 9	1533
Northcote (Northern Metropolitan)	Year 10	3293
Northcote (Northern Metropolitan)	Year 11	3547
Northcote (Northern Metropolitan)	Year 12	42762
Oakleigh (Southern Metropolitan)	Did not go to school	692
Oakleigh (Southern Metropolitan)	Year 8	2682
Oakleigh (Southern Metropolitan)	Year 9	1741
Oakleigh (Southern Metropolitan)	Year 10	3897
Oakleigh (Southern Metropolitan)	Year 11	3952
Oakleigh (Southern Metropolitan)	Year 12	46732
Ovens Valley (Northern Victoria)	Did not go to school	223
Ovens Valley (Northern Victoria)	Year 8	2958
Ovens Valley (Northern Victoria)	Year 9	4149
Ovens Valley (Northern Victoria)	Year 10	10138
Ovens Valley (Northern Victoria)	Year 11	8177
Ovens Valley (Northern Victoria)	Year 12	20072
Pascoe Vale (Northern Metropolitan)	Did not go to school	1106
Pascoe Vale (Northern Metropolitan)	Year 8	4099
Pascoe Vale (Northern Metropolitan)	Year 9	2581
Pascoe Vale (Northern Metropolitan)	Year 10	5357
Pascoe Vale (Northern Metropolitan)	Year 11	5222
Pascoe Vale (Northern Metropolitan)	Year 12	43734
Polwarth (Western Victoria)	Did not go to school	243
Polwarth (Western Victoria)	Year 8	2816
Polwarth (Western Victoria)	Year 9	4277
Polwarth (Western Victoria)	Year 10	9397
Polwarth (Western Victoria)	Year 11	9112
Polwarth (Western Victoria)	Year 12	23678
Prahran (Southern Metropolitan)	Did not go to school	337
Prahran (Southern Metropolitan)	Year 8	1009
Prahran (Southern Metropolitan)	Year 9	974
Prahran (Southern Metropolitan)	Year 10	2895
Prahran (Southern Metropolitan)	Year 11	3454
Prahran (Southern Metropolitan)	Year 12	54003
Preston (Northern Metropolitan)	Did not go to school	1245
Preston (Northern Metropolitan)	Year 8	4269
Preston (Northern Metropolitan)	Year 9	2432
Preston (Northern Metropolitan)	Year 10	4975
Preston (Northern Metropolitan)	Year 11	4619
Preston (Northern Metropolitan)	Year 12	37406
Richmond (Northern Metropolitan)	Did not go to school	783
Richmond (Northern Metropolitan)	Year 8	1773
Richmond (Northern Metropolitan)	Year 9	1215
Richmond (Northern Metropolitan)	Year 10	2937
Richmond (Northern Metropolitan)	Year 11	3275
Richmond (Northern Metropolitan)	Year 12	53911
Ringwood (Eastern Metropolitan)	Did not go to school	686
Ringwood (Eastern Metropolitan)	Year 8	2067
Ringwood (Eastern Metropolitan)	Year 9	2236
Ringwood (Eastern Metropolitan)	Year 10	5111
Ringwood (Eastern Metropolitan)	Year 11	5329
Ringwood (Eastern Metropolitan)	Year 12	36215
Ripon (Western Victoria)	Did not go to school	264
Ripon (Western Victoria)	Year 8	3665
Ripon (Western Victoria)	Year 9	5283
Ripon (Western Victoria)	Year 10	11840
Ripon (Western Victoria)	Year 11	9067
Ripon (Western Victoria)	Year 12	21526
Rowville (South-Eastern Metropolitan)	Did not go to school	364
Rowville (South-Eastern Metropolitan)	Year 8	1574
Rowville (South-Eastern Metropolitan)	Year 9	2315
Rowville (South-Eastern Metropolitan)	Year 10	5787
Rowville (South-Eastern Metropolitan)	Year 11	5824
Rowville (South-Eastern Metropolitan)	Year 12	28780
Sandringham (Southern Metropolitan)	Did not go to school	181
Sandringham (Southern Metropolitan)	Year 8	1326
Sandringham (Southern Metropolitan)	Year 9	1785
Sandringham (Southern Metropolitan)	Year 10	4642
Sandringham (Southern Metropolitan)	Year 11	5329
Sandringham (Southern Metropolitan)	Year 12	37862
Shepparton (Northern Victoria)	Did not go to school	939
Shepparton (Northern Victoria)	Year 8	4019
Shepparton (Northern Victoria)	Year 9	5174
Shepparton (Northern Victoria)	Year 10	10912
Shepparton (Northern Victoria)	Year 11	9054
Shepparton (Northern Victoria)	Year 12	24611
South Barwon (Western Victoria)	Did not go to school	206
South Barwon (Western Victoria)	Year 8	2030
South Barwon (Western Victoria)	Year 9	3497
South Barwon (Western Victoria)	Year 10	8927
South Barwon (Western Victoria)	Year 11	9672
South Barwon (Western Victoria)	Year 12	46068
South-West Coast (Western Victoria)	Did not go to school	200
South-West Coast (Western Victoria)	Year 8	2988
South-West Coast (Western Victoria)	Year 9	4524
South-West Coast (Western Victoria)	Year 10	9865
South-West Coast (Western Victoria)	Year 11	9444
South-West Coast (Western Victoria)	Year 12	23376
St Albans (Western Metropolitan)	Did not go to school	2830
St Albans (Western Metropolitan)	Year 8	5901
St Albans (Western Metropolitan)	Year 9	3361
St Albans (Western Metropolitan)	Year 10	6441
St Albans (Western Metropolitan)	Year 11	4917
St Albans (Western Metropolitan)	Year 12	33956
Sunbury (Western Metropolitan)	Did not go to school	475
Sunbury (Western Metropolitan)	Year 8	2491
Sunbury (Western Metropolitan)	Year 9	3326
Sunbury (Western Metropolitan)	Year 10	8504
Sunbury (Western Metropolitan)	Year 11	7603
Sunbury (Western Metropolitan)	Year 12	29059
Sydenham (Western Metropolitan)	Did not go to school	1052
Sydenham (Western Metropolitan)	Year 8	3498
Sydenham (Western Metropolitan)	Year 9	3093
Sydenham (Western Metropolitan)	Year 10	7351
Sydenham (Western Metropolitan)	Year 11	6786
Sydenham (Western Metropolitan)	Year 12	39657
Tarneit (Western Metropolitan)	Did not go to school	1293
Tarneit (Western Metropolitan)	Year 8	3050
Tarneit (Western Metropolitan)	Year 9	3707
Tarneit (Western Metropolitan)	Year 10	9987
Tarneit (Western Metropolitan)	Year 11	7113
Tarneit (Western Metropolitan)	Year 12	67291
Thomastown (Northern Metropolitan)	Did not go to school	2305
Thomastown (Northern Metropolitan)	Year 8	6373
Thomastown (Northern Metropolitan)	Year 9	3350
Thomastown (Northern Metropolitan)	Year 10	6649
Thomastown (Northern Metropolitan)	Year 11	4983
Thomastown (Northern Metropolitan)	Year 12	37805
Warrandyte (Eastern Metropolitan)	Did not go to school	516
Warrandyte (Eastern Metropolitan)	Year 8	2066
Warrandyte (Eastern Metropolitan)	Year 9	2138
Warrandyte (Eastern Metropolitan)	Year 10	4723
Warrandyte (Eastern Metropolitan)	Year 11	5093
Warrandyte (Eastern Metropolitan)	Year 12	35694
Wendouree (Western Victoria)	Did not go to school	191
Wendouree (Western Victoria)	Year 8	2535
Wendouree (Western Victoria)	Year 9	3747
Wendouree (Western Victoria)	Year 10	8224
Wendouree (Western Victoria)	Year 11	7421
Wendouree (Western Victoria)	Year 12	26281
Werribee (Western Metropolitan)	Did not go to school	1384
Werribee (Western Metropolitan)	Year 8	3233
Werribee (Western Metropolitan)	Year 9	4249
Werribee (Western Metropolitan)	Year 10	9922
Werribee (Western Metropolitan)	Year 11	7836
Werribee (Western Metropolitan)	Year 12	39048
Williamstown (Western Metropolitan)	Did not go to school	930
Williamstown (Western Metropolitan)	Year 8	2919
Williamstown (Western Metropolitan)	Year 9	2234
Williamstown (Western Metropolitan)	Year 10	4984
Williamstown (Western Metropolitan)	Year 11	4960
Williamstown (Western Metropolitan)	Year 12	40959
Yan Yean (Northern Victoria)	Did not go to school	418
Yan Yean (Northern Victoria)	Year 8	2569
Yan Yean (Northern Victoria)	Year 9	4577
Yan Yean (Northern Victoria)	Year 10	11198
Yan Yean (Northern Victoria)	Year 11	10270
Yan Yean (Northern Victoria)	Year 12	45519
Yuroke (Northern Metropolitan)	Did not go to school	2869
Yuroke (Northern Metropolitan)	Year 8	5637
Yuroke (Northern Metropolitan)	Year 9	5272
Yuroke (Northern Metropolitan)	Year 10	10890
Yuroke (Northern Metropolitan)	Year 11	8818
Yuroke (Northern Metropolitan)	Year 12	59926
No usual address (Vic.)	Did not go to school	51
No usual address (Vic.)	Year 8	240
No usual address (Vic.)	Year 9	395
No usual address (Vic.)	Year 10	919
No usual address (Vic.)	Year 11	652
No usual address (Vic.)	Year 12	2452
Migratory - Offshore - Shipping (Vic.)	Year 12	5
Algester	Did not go to school	686
Algester	Year 8	1668
Algester	Year 9	1915
Algester	Year 10	7881
Algester	Year 11	2994
Algester	Year 12	31004
Aspley	Did not go to school	208
Aspley	Year 8	1561
Aspley	Year 9	1395
Aspley	Year 10	7378
Aspley	Year 11	2686
Aspley	Year 12	29459
Bancroft	Did not go to school	195
Bancroft	Year 8	1850
Bancroft	Year 9	2677
Bancroft	Year 10	10633
Bancroft	Year 11	3929
Bancroft	Year 12	24557
Barron River	Did not go to school	133
Barron River	Year 8	976
Barron River	Year 9	2067
Barron River	Year 10	8969
Barron River	Year 11	4252
Barron River	Year 12	26233
Bonney	Did not go to school	271
Bonney	Year 8	1535
Bonney	Year 9	2221
Bonney	Year 10	9482
Bonney	Year 11	3687
Bonney	Year 12	27385
Broadwater	Did not go to school	153
Broadwater	Year 8	1295
Broadwater	Year 9	2057
Broadwater	Year 10	9872
Broadwater	Year 11	3601
Broadwater	Year 12	22862
Buderim	Did not go to school	85
Buderim	Year 8	1044
Buderim	Year 9	1914
Buderim	Year 10	8760
Buderim	Year 11	3770
Buderim	Year 12	27180
Bulimba	Did not go to school	126
Bulimba	Year 8	1100
Bulimba	Year 9	1209
Bulimba	Year 10	5390
Bulimba	Year 11	2415
Bulimba	Year 12	34780
Bundaberg	Did not go to school	320
Bundaberg	Year 8	3400
Bundaberg	Year 9	3068
Bundaberg	Year 10	12176
Bundaberg	Year 11	3216
Bundaberg	Year 12	16210
Bundamba	Did not go to school	613
Bundamba	Year 8	2210
Bundamba	Year 9	2970
Bundamba	Year 10	11120
Bundamba	Year 11	4585
Bundamba	Year 12	27423
Burdekin	Did not go to school	203
Burdekin	Year 8	2269
Burdekin	Year 9	2477
Burdekin	Year 10	11849
Burdekin	Year 11	3512
Burdekin	Year 12	17427
Burleigh	Did not go to school	98
Burleigh	Year 8	1030
Burleigh	Year 9	1758
Burleigh	Year 10	8443
Burleigh	Year 11	3133
Burleigh	Year 12	24512
Burnett	Did not go to school	156
Burnett	Year 8	2647
Burnett	Year 9	3168
Burnett	Year 10	13463
Burnett	Year 11	3635
Burnett	Year 12	15926
Cairns	Did not go to school	524
Cairns	Year 8	1788
Cairns	Year 9	2106
Cairns	Year 10	8901
Cairns	Year 11	3791
Cairns	Year 12	25766
Callide	Did not go to school	150
Callide	Year 8	2948
Callide	Year 9	2734
Callide	Year 10	11439
Callide	Year 11	2969
Callide	Year 12	15282
Caloundra	Did not go to school	106
Caloundra	Year 8	1763
Caloundra	Year 9	2391
Caloundra	Year 10	11855
Caloundra	Year 11	3812
Caloundra	Year 12	23905
Capalaba	Did not go to school	129
Capalaba	Year 8	1573
Capalaba	Year 9	2121
Capalaba	Year 10	10226
Capalaba	Year 11	3284
Capalaba	Year 12	22459
Chatsworth	Did not go to school	174
Chatsworth	Year 8	1134
Chatsworth	Year 9	1314
Chatsworth	Year 10	6185
Chatsworth	Year 11	2341
Chatsworth	Year 12	28846
Clayfield	Did not go to school	145
Clayfield	Year 8	851
Clayfield	Year 9	1089
Clayfield	Year 10	5283
Clayfield	Year 11	2368
Clayfield	Year 12	37387
Condamine	Did not go to school	134
Condamine	Year 8	2262
Condamine	Year 9	2586
Condamine	Year 10	12238
Condamine	Year 11	3244
Condamine	Year 12	19878
Cook	Did not go to school	287
Cook	Year 8	2330
Cook	Year 9	2427
Cook	Year 10	9333
Cook	Year 11	4035
Cook	Year 12	17491
Coomera	Did not go to school	241
Coomera	Year 8	1486
Coomera	Year 9	3272
Coomera	Year 10	13413
Coomera	Year 11	6036
Coomera	Year 12	35501
Cooper	Did not go to school	97
Cooper	Year 8	585
Cooper	Year 9	1001
Cooper	Year 10	4003
Cooper	Year 11	1987
Cooper	Year 12	33792
Currumbin	Did not go to school	93
Currumbin	Year 8	1032
Currumbin	Year 9	1912
Currumbin	Year 10	9227
Currumbin	Year 11	3154
Currumbin	Year 12	21795
Everton	Did not go to school	107
Everton	Year 8	1002
Everton	Year 9	1361
Everton	Year 10	7272
Everton	Year 11	2824
Everton	Year 12	28916
Ferny Grove	Did not go to school	127
Ferny Grove	Year 8	1066
Ferny Grove	Year 9	1258
Ferny Grove	Year 10	6490
Ferny Grove	Year 11	2465
Ferny Grove	Year 12	28689
Gaven	Did not go to school	136
Gaven	Year 8	1204
Gaven	Year 9	2329
Gaven	Year 10	9479
Gaven	Year 11	3639
Gaven	Year 12	21679
Gladstone	Did not go to school	117
Gladstone	Year 8	1585
Gladstone	Year 9	2381
Gladstone	Year 10	10557
Gladstone	Year 11	3963
Gladstone	Year 12	17908
Glass House	Did not go to school	106
Glass House	Year 8	1469
Glass House	Year 9	2183
Glass House	Year 10	11349
Glass House	Year 11	3241
Glass House	Year 12	20224
Greenslopes	Did not go to school	168
Greenslopes	Year 8	906
Greenslopes	Year 9	1078
Greenslopes	Year 10	4737
Greenslopes	Year 11	2014
Greenslopes	Year 12	33785
Gregory	Did not go to school	110
Gregory	Year 8	1412
Gregory	Year 9	1649
Gregory	Year 10	7660
Gregory	Year 11	2403
Gregory	Year 12	13435
Gympie	Did not go to school	148
Gympie	Year 8	2793
Gympie	Year 9	3354
Gympie	Year 10	14404
Gympie	Year 11	3946
Gympie	Year 12	16991
Hervey Bay	Did not go to school	162
Hervey Bay	Year 8	2887
Hervey Bay	Year 9	3647
Hervey Bay	Year 10	14009
Hervey Bay	Year 11	4138
Hervey Bay	Year 12	18057
Hill	Did not go to school	306
Hill	Year 8	2876
Hill	Year 9	2763
Hill	Year 10	13409
Hill	Year 11	3845
Hill	Year 12	18657
Hinchinbrook	Did not go to school	132
Hinchinbrook	Year 8	1859
Hinchinbrook	Year 9	2247
Hinchinbrook	Year 10	10638
Hinchinbrook	Year 11	3632
Hinchinbrook	Year 12	18599
Inala	Did not go to school	1533
Inala	Year 8	2846
Inala	Year 9	2237
Inala	Year 10	9726
Inala	Year 11	3328
Inala	Year 12	28856
Ipswich	Did not go to school	227
Ipswich	Year 8	2082
Ipswich	Year 9	2388
Ipswich	Year 10	9956
Ipswich	Year 11	3167
Ipswich	Year 12	19727
Ipswich West	Did not go to school	174
Ipswich West	Year 8	2217
Ipswich West	Year 9	2548
Ipswich West	Year 10	11525
Ipswich West	Year 11	3361
Ipswich West	Year 12	20031
Jordan	Did not go to school	284
Jordan	Year 8	1140
Jordan	Year 9	2128
Jordan	Year 10	9709
Jordan	Year 11	4177
Jordan	Year 12	31706
Kawana	Did not go to school	100
Kawana	Year 8	1520
Kawana	Year 9	2157
Kawana	Year 10	10360
Kawana	Year 11	3711
Kawana	Year 12	22833
Keppel	Did not go to school	143
Keppel	Year 8	2117
Keppel	Year 9	2427
Keppel	Year 10	11258
Keppel	Year 11	3386
Keppel	Year 12	20233
Kurwongbah	Did not go to school	179
Kurwongbah	Year 8	1490
Kurwongbah	Year 9	2374
Kurwongbah	Year 10	10722
Kurwongbah	Year 11	3741
Kurwongbah	Year 12	24142
Lockyer	Did not go to school	289
Lockyer	Year 8	2758
Lockyer	Year 9	3010
Lockyer	Year 10	12234
Lockyer	Year 11	3357
Lockyer	Year 12	17674
Logan	Did not go to school	431
Logan	Year 8	1791
Logan	Year 9	3028
Logan	Year 10	12591
Logan	Year 11	4379
Logan	Year 12	25102
Lytton	Did not go to school	146
Lytton	Year 8	1668
Lytton	Year 9	1870
Lytton	Year 10	8927
Lytton	Year 11	3190
Lytton	Year 12	26073
Macalister	Did not go to school	338
Macalister	Year 8	1973
Macalister	Year 9	2901
Macalister	Year 10	11349
Macalister	Year 11	4152
Macalister	Year 12	23595
Mackay	Did not go to school	161
Mackay	Year 8	2396
Mackay	Year 9	2492
Mackay	Year 10	11758
Mackay	Year 11	3628
Mackay	Year 12	20400
Maiwar	Did not go to school	112
Maiwar	Year 8	429
Maiwar	Year 9	882
Maiwar	Year 10	3215
Maiwar	Year 11	1886
Maiwar	Year 12	44575
Mansfield	Did not go to school	326
Mansfield	Year 8	1456
Mansfield	Year 9	1450
Mansfield	Year 10	5929
Mansfield	Year 11	2371
Mansfield	Year 12	32697
Maroochydore	Did not go to school	102
Maroochydore	Year 8	1118
Maroochydore	Year 9	1749
Maroochydore	Year 10	9481
Maroochydore	Year 11	3532
Maroochydore	Year 12	24579
Maryborough	Did not go to school	172
Maryborough	Year 8	2997
Maryborough	Year 9	3523
Maryborough	Year 10	15295
Maryborough	Year 11	3704
Maryborough	Year 12	15654
McConnel	Did not go to school	256
McConnel	Year 8	658
McConnel	Year 9	903
McConnel	Year 10	4244
McConnel	Year 11	2813
McConnel	Year 12	49572
Mermaid Beach	Did not go to school	169
Mermaid Beach	Year 8	919
Mermaid Beach	Year 9	1611
Mermaid Beach	Year 10	7472
Mermaid Beach	Year 11	3301
Mermaid Beach	Year 12	28998
Miller	Did not go to school	172
Miller	Year 8	822
Miller	Year 9	996
Miller	Year 10	4193
Miller	Year 11	1873
Miller	Year 12	31643
Mirani	Did not go to school	125
Mirani	Year 8	2248
Mirani	Year 9	2538
Mirani	Year 10	12084
Mirani	Year 11	3231
Mirani	Year 12	15233
Moggill	Did not go to school	77
Moggill	Year 8	579
Moggill	Year 9	1100
Moggill	Year 10	4510
Moggill	Year 11	2215
Moggill	Year 12	30294
Morayfield	Did not go to school	281
Morayfield	Year 8	2473
Morayfield	Year 9	3312
Morayfield	Year 10	12461
Morayfield	Year 11	4199
Morayfield	Year 12	20325
Mount Ommaney	Did not go to school	305
Mount Ommaney	Year 8	1048
Mount Ommaney	Year 9	1200
Mount Ommaney	Year 10	5548
Mount Ommaney	Year 11	2371
Mount Ommaney	Year 12	29803
Mudgeeraba	Did not go to school	118
Mudgeeraba	Year 8	1115
Mudgeeraba	Year 9	2156
Mudgeeraba	Year 10	9629
Mudgeeraba	Year 11	3966
Mudgeeraba	Year 12	27350
Mulgrave	Did not go to school	350
Mulgrave	Year 8	1583
Mulgrave	Year 9	2313
Mulgrave	Year 10	10251
Mulgrave	Year 11	4158
Mulgrave	Year 12	20702
Mundingburra	Did not go to school	254
Mundingburra	Year 8	1610
Mundingburra	Year 9	1766
Mundingburra	Year 10	8842
Mundingburra	Year 11	2938
Mundingburra	Year 12	23075
Murrumba	Did not go to school	247
Murrumba	Year 8	1723
Murrumba	Year 9	2475
Murrumba	Year 10	11210
Murrumba	Year 11	4343
Murrumba	Year 12	30039
Nanango	Did not go to school	186
Nanango	Year 8	3443
Nanango	Year 9	3580
Nanango	Year 10	13437
Nanango	Year 11	3372
Nanango	Year 12	15125
Nicklin	Did not go to school	151
Nicklin	Year 8	1601
Nicklin	Year 9	2146
Nicklin	Year 10	10424
Nicklin	Year 11	3652
Nicklin	Year 12	20204
Ninderry	Did not go to school	89
Ninderry	Year 8	1196
Ninderry	Year 9	2119
Ninderry	Year 10	10191
Ninderry	Year 11	3973
Ninderry	Year 12	25492
Noosa	Did not go to school	82
Noosa	Year 8	1005
Noosa	Year 9	1799
Noosa	Year 10	8857
Noosa	Year 11	3739
Noosa	Year 12	23532
Nudgee	Did not go to school	269
Nudgee	Year 8	1501
Nudgee	Year 9	1443
Nudgee	Year 10	7098
Nudgee	Year 11	2708
Nudgee	Year 12	31254
Oodgeroo	Did not go to school	95
Oodgeroo	Year 8	1248
Oodgeroo	Year 9	1666
Oodgeroo	Year 10	8684
Oodgeroo	Year 11	3005
Oodgeroo	Year 12	21284
Pine Rivers	Did not go to school	174
Pine Rivers	Year 8	1262
Pine Rivers	Year 9	1747
Pine Rivers	Year 10	9009
Pine Rivers	Year 11	3296
Pine Rivers	Year 12	26771
Pumicestone	Did not go to school	137
Pumicestone	Year 8	2495
Pumicestone	Year 9	3220
Pumicestone	Year 10	14033
Pumicestone	Year 11	3870
Pumicestone	Year 12	18010
Redcliffe	Did not go to school	178
Redcliffe	Year 8	2116
Redcliffe	Year 9	2559
Redcliffe	Year 10	11724
Redcliffe	Year 11	3711
Redcliffe	Year 12	21961
Redlands	Did not go to school	113
Redlands	Year 8	1801
Redlands	Year 9	2426
Redlands	Year 10	12021
Redlands	Year 11	3649
Redlands	Year 12	22393
Rockhampton	Did not go to school	237
Rockhampton	Year 8	2764
Rockhampton	Year 9	2551
Rockhampton	Year 10	11058
Rockhampton	Year 11	3307
Rockhampton	Year 12	19039
Sandgate	Did not go to school	244
Sandgate	Year 8	1874
Sandgate	Year 9	1816
Sandgate	Year 10	8808
Sandgate	Year 11	2921
Sandgate	Year 12	26428
Scenic Rim	Did not go to school	135
Scenic Rim	Year 8	2308
Scenic Rim	Year 9	2743
Scenic Rim	Year 10	11826
Scenic Rim	Year 11	3593
Scenic Rim	Year 12	20467
South Brisbane	Did not go to school	323
South Brisbane	Year 8	941
South Brisbane	Year 9	1041
South Brisbane	Year 10	4225
South Brisbane	Year 11	2369
South Brisbane	Year 12	45605
Southern Downs	Did not go to school	211
Southern Downs	Year 8	2833
Southern Downs	Year 9	2848
Southern Downs	Year 10	11994
Southern Downs	Year 11	2975
Southern Downs	Year 12	16161
Southport	Did not go to school	217
Southport	Year 8	1355
Southport	Year 9	2051
Southport	Year 10	8298
Southport	Year 11	3678
Southport	Year 12	29034
Springwood	Did not go to school	183
Springwood	Year 8	1125
Springwood	Year 9	1643
Springwood	Year 10	8316
Springwood	Year 11	3105
Springwood	Year 12	26164
Stafford	Did not go to school	220
