SED_NAME16	PrivateDwelling	Sex	persons
Namatjira	1	F	4372
Namatjira	1	M	4213
Nelson	0	F	2382
Nelson	0	M	4005
Nelson	1	F	3852
Nelson	1	M	3843
Nightcliff	0	F	298
Nightcliff	0	M	311
Nightcliff	1	F	4207
Nightcliff	1	M	4009
Port Darwin	0	F	2872
Port Darwin	0	M	3335
Port Darwin	1	F	4583
Port Darwin	1	M	4796
Sanderson	0	F	470
Sanderson	0	M	484
Sanderson	1	F	3792
Sanderson	1	M	3759
Spillett	0	F	331
Spillett	0	M	369
Spillett	1	F	5489
Spillett	1	M	5172
Wanguri	0	F	315
Wanguri	0	M	291
Wanguri	1	F	4595
Wanguri	1	M	4522
Migratory - Offshore - Shipping (NT)	0	F	65
Migratory - Offshore - Shipping (NT)	0	M	407
Migratory - Offshore - Shipping (NT)	1	M	8
Brindabella	0	F	1235
Brindabella	0	M	1068
Brindabella	1	F	40501
Brindabella	1	M	39232
Ginninderra	0	F	2546
Ginninderra	0	M	2367
Ginninderra	1	F	45354
Ginninderra	1	M	44307
Kurrajong	0	F	6358
Kurrajong	0	M	7540
Kurrajong	1	F	38641
Kurrajong	1	M	36900
Murrumbidgee	0	F	2272
Murrumbidgee	0	M	1996
Murrumbidgee	1	F	43155
Murrumbidgee	1	M	40965
Yerrabi	0	F	1264
Yerrabi	0	M	1246
Yerrabi	1	F	47801
Yerrabi	1	M	47558
Unclassified (OT)	0	F	696
Unclassified (OT)	0	M	1079
Unclassified (OT)	1	F	1844
Unclassified (OT)	1	M	1809
