SED_NAME21	DwellingStructure	DwellingSubtype	NumberBedrooms.min	occupied_private_dwellings
Penrith	Flat/apartment	9 or more storey block	2	549
Penrith	Flat/apartment	9 or more storey block	3	43
Penrith	Flat/apartment	Attached to a house	1	13
Penrith	Flat/apartment	Attached to a house	2	27
Penrith	Flat/apartment	Attached to a house	3	20
Penrith	Flat/apartment	Attached to a house	4	3
Penrith	Flat/apartment	Attached to a house	5	4
Penrith	Separate house			236
Penrith	Separate house		0	31
Penrith	Separate house		1	210
Penrith	Separate house		2	1188
Penrith	Separate house		3	10214
Penrith	Separate house		4	7537
Penrith	Separate house		5	1896
Penrith	Separate house		6	458
Pittwater				9
Pittwater			0	6
Pittwater			1	12
Pittwater			2	34
Pittwater			3	16
Pittwater			4	4
Pittwater			5	3
Pittwater		1 storey		9
Pittwater		1 storey	0	14
Pittwater		1 storey	1	173
Pittwater		1 storey	2	337
Pittwater		1 storey	3	163
Pittwater		1 storey	4	56
Pittwater		1 storey	5	21
Pittwater		1 storey	6	5
Pittwater		2 storeys or more		27
Pittwater		2 storeys or more	0	3
Pittwater		2 storeys or more	1	125
Pittwater		2 storeys or more	2	604
Pittwater		2 storeys or more	3	1152
Pittwater		2 storeys or more	4	189
Pittwater		2 storeys or more	5	38
Pittwater		2 storeys or more	6	11
Pittwater	(Other)			5
Pittwater	(Other)		0	9
Pittwater	(Other)		1	52
Pittwater	(Other)		2	84
Pittwater	(Other)		3	35
Pittwater	(Other)		4	6
Pittwater	Flat/apartment		0	4
Pittwater	Flat/apartment	1 or 2 storey block		26
Pittwater	Flat/apartment	1 or 2 storey block	0	53
Pittwater	Flat/apartment	1 or 2 storey block	1	322
Pittwater	Flat/apartment	1 or 2 storey block	2	776
Pittwater	Flat/apartment	1 or 2 storey block	3	526
Pittwater	Flat/apartment	1 or 2 storey block	4	76
Pittwater	Flat/apartment	1 or 2 storey block	5	18
Pittwater	Flat/apartment	1 or 2 storey block	6	7
Pittwater	Flat/apartment	3 storey block		28
Pittwater	Flat/apartment	3 storey block	0	17
Pittwater	Flat/apartment	3 storey block	1	386
Pittwater	Flat/apartment	3 storey block	2	1518
Pittwater	Flat/apartment	3 storey block	3	376
Pittwater	Flat/apartment	3 storey block	4	12
Pittwater	Flat/apartment	3 storey block	5	3
Pittwater	Flat/apartment	4-8 storey block		11
Pittwater	Flat/apartment	4-8 storey block	0	14
Pittwater	Flat/apartment	4-8 storey block	1	364
Pittwater	Flat/apartment	4-8 storey block	2	1188
Pittwater	Flat/apartment	4-8 storey block	3	322
Pittwater	Flat/apartment	4-8 storey block	4	6
Pittwater	Flat/apartment	9 or more storey block	3	10
Pittwater	Flat/apartment	Attached to a house	1	36
Pittwater	Flat/apartment	Attached to a house	2	43
Pittwater	Flat/apartment	Attached to a house	3	20
Pittwater	Flat/apartment	Attached to a house	4	19
Pittwater	Flat/apartment	Attached to a house	5	3
Pittwater	Separate house			134
Pittwater	Separate house		0	54
Pittwater	Separate house		1	352
Pittwater	Separate house		2	1220
Pittwater	Separate house		3	5535
Pittwater	Separate house		4	7008
Pittwater	Separate house		5	2661
Pittwater	Separate house		6	662
Port Macquarie				21
Port Macquarie			0	5
Port Macquarie			1	13
Port Macquarie			2	29
Port Macquarie			3	24
Port Macquarie			4	6
Port Macquarie			5	3
Port Macquarie		1 storey		183
Port Macquarie		1 storey	0	5
Port Macquarie		1 storey	1	174
Port Macquarie		1 storey	2	1665
Port Macquarie		1 storey	3	1139
Port Macquarie		1 storey	4	94
Port Macquarie		1 storey	5	4
Port Macquarie		1 storey	6	4
Port Macquarie		2 storeys or more		17
Port Macquarie		2 storeys or more	0	3
Port Macquarie		2 storeys or more	1	58
Port Macquarie		2 storeys or more	2	349
Port Macquarie		2 storeys or more	3	638
Port Macquarie		2 storeys or more	4	104
Port Macquarie		2 storeys or more	5	14
Port Macquarie	(Other)			92
Port Macquarie	(Other)		0	25
Port Macquarie	(Other)		1	144
Port Macquarie	(Other)		2	167
Port Macquarie	(Other)		3	31
Port Macquarie	(Other)		4	12
Port Macquarie	(Other)		6	5
Port Macquarie	Flat/apartment		0	3
Port Macquarie	Flat/apartment	1 or 2 storey block		45
Port Macquarie	Flat/apartment	1 or 2 storey block	0	8
Port Macquarie	Flat/apartment	1 or 2 storey block	1	410
Port Macquarie	Flat/apartment	1 or 2 storey block	2	855
Port Macquarie	Flat/apartment	1 or 2 storey block	3	303
Port Macquarie	Flat/apartment	1 or 2 storey block	4	16
Port Macquarie	Flat/apartment	1 or 2 storey block	5	4
Port Macquarie	Flat/apartment	1 or 2 storey block	6	3
Port Macquarie	Flat/apartment	3 storey block		11
Port Macquarie	Flat/apartment	3 storey block	1	34
Port Macquarie	Flat/apartment	3 storey block	2	462
Port Macquarie	Flat/apartment	3 storey block	3	91
Port Macquarie	Flat/apartment	3 storey block	4	6
Port Macquarie	Flat/apartment	4-8 storey block		20
Port Macquarie	Flat/apartment	4-8 storey block	0	14
Port Macquarie	Flat/apartment	4-8 storey block	1	139
Port Macquarie	Flat/apartment	4-8 storey block	2	548
Port Macquarie	Flat/apartment	4-8 storey block	3	246
Port Macquarie	Flat/apartment	4-8 storey block	4	7
Port Macquarie	Flat/apartment	9 or more storey block	1	8
Port Macquarie	Flat/apartment	9 or more storey block	2	69
Port Macquarie	Flat/apartment	9 or more storey block	3	52
Port Macquarie	Flat/apartment	Attached to a house	1	10
Port Macquarie	Flat/apartment	Attached to a house	2	6
Port Macquarie	Flat/apartment	Attached to a house	3	3
Port Macquarie	Flat/apartment	Attached to a house	4	19
Port Macquarie	Separate house			400
Port Macquarie	Separate house		0	48
Port Macquarie	Separate house		1	318
Port Macquarie	Separate house		2	2637
Port Macquarie	Separate house		3	10565
Port Macquarie	Separate house		4	8579
Port Macquarie	Separate house		5	1706
Port Macquarie	Separate house		6	323
Port Stephens				11
Port Stephens			0	3
Port Stephens			1	27
Port Stephens			2	28
Port Stephens			3	22
Port Stephens			4	9
Port Stephens		1 storey		49
Port Stephens		1 storey	1	97
Port Stephens		1 storey	2	1169
Port Stephens		1 storey	3	760
Port Stephens		1 storey	4	63
Port Stephens		1 storey	5	7
Port Stephens		2 storeys or more		35
Port Stephens		2 storeys or more	1	68
Port Stephens		2 storeys or more	2	304
Port Stephens		2 storeys or more	3	1146
Port Stephens		2 storeys or more	4	289
Port Stephens		2 storeys or more	5	21
Port Stephens		2 storeys or more	6	6
Port Stephens	(Other)			23
Port Stephens	(Other)		0	50
Port Stephens	(Other)		1	165
Port Stephens	(Other)		2	166
Port Stephens	(Other)		3	59
Port Stephens	(Other)		4	10
Port Stephens	Flat/apartment	1 or 2 storey block		12
Port Stephens	Flat/apartment	1 or 2 storey block	1	101
Port Stephens	Flat/apartment	1 or 2 storey block	2	161
Port Stephens	Flat/apartment	1 or 2 storey block	3	64
Port Stephens	Flat/apartment	1 or 2 storey block	4	13
Port Stephens	Flat/apartment	1 or 2 storey block	5	3
Port Stephens	Flat/apartment	1 or 2 storey block	6	3
Port Stephens	Flat/apartment	3 storey block		5
Port Stephens	Flat/apartment	3 storey block	1	21
Port Stephens	Flat/apartment	3 storey block	2	133
Port Stephens	Flat/apartment	3 storey block	3	73
Port Stephens	Flat/apartment	3 storey block	4	3
Port Stephens	Flat/apartment	4-8 storey block		3
Port Stephens	Flat/apartment	4-8 storey block	1	14
Port Stephens	Flat/apartment	4-8 storey block	2	262
Port Stephens	Flat/apartment	4-8 storey block	3	147
Port Stephens	Flat/apartment	4-8 storey block	4	13
Port Stephens	Flat/apartment	Attached to a house	1	6
Port Stephens	Flat/apartment	Attached to a house	2	21
Port Stephens	Flat/apartment	Attached to a house	3	19
Port Stephens	Flat/apartment	Attached to a house	4	10
Port Stephens	Separate house			272
Port Stephens	Separate house		0	46
Port Stephens	Separate house		1	301
Port Stephens	Separate house		2	2311
Port Stephens	Separate house		3	9539
Port Stephens	Separate house		4	9216
Port Stephens	Separate house		5	1782
Port Stephens	Separate house		6	418
Prospect				7
Prospect			1	5
Prospect			2	15
Prospect			3	8
Prospect			4	10
Prospect		1 storey		50
Prospect		1 storey	0	7
Prospect		1 storey	1	79
Prospect		1 storey	2	731
Prospect		1 storey	3	729
Prospect		1 storey	4	94
Prospect		1 storey	5	15
Prospect		2 storeys or more		45
Prospect		2 storeys or more	0	8
Prospect		2 storeys or more	1	134
Prospect		2 storeys or more	2	542
Prospect		2 storeys or more	3	1664
Prospect		2 storeys or more	4	392
Prospect		2 storeys or more	5	47
Prospect		2 storeys or more	6	3
Prospect	(Other)		0	6
Prospect	(Other)		1	44
Prospect	(Other)		2	14
Prospect	(Other)		3	3
Prospect	(Other)		4	4
Prospect	Flat/apartment	1 or 2 storey block		22
Prospect	Flat/apartment	1 or 2 storey block	0	8
Prospect	Flat/apartment	1 or 2 storey block	1	170
Prospect	Flat/apartment	1 or 2 storey block	2	462
Prospect	Flat/apartment	1 or 2 storey block	3	80
Prospect	Flat/apartment	1 or 2 storey block	4	19
Prospect	Flat/apartment	1 or 2 storey block	5	4
Prospect	Flat/apartment	3 storey block		14
Prospect	Flat/apartment	3 storey block	1	31
Prospect	Flat/apartment	3 storey block	2	548
Prospect	Flat/apartment	3 storey block	3	112
Prospect	Flat/apartment	3 storey block	4	21
Prospect	Flat/apartment	4-8 storey block		18
Prospect	Flat/apartment	4-8 storey block	0	20
Prospect	Flat/apartment	4-8 storey block	1	149
Prospect	Flat/apartment	4-8 storey block	2	598
Prospect	Flat/apartment	4-8 storey block	3	193
Prospect	Flat/apartment	4-8 storey block	4	33
Prospect	Flat/apartment	Attached to a house		11
Prospect	Flat/apartment	Attached to a house	1	28
Prospect	Flat/apartment	Attached to a house	2	142
Prospect	Flat/apartment	Attached to a house	3	80
Prospect	Flat/apartment	Attached to a house	4	27
Prospect	Flat/apartment	Attached to a house	5	14
Prospect	Flat/apartment	Attached to a house	6	3
Prospect	Separate house			245
Prospect	Separate house		0	24
Prospect	Separate house		1	167
Prospect	Separate house		2	1048
Prospect	Separate house		3	8887
Prospect	Separate house		4	7270
Prospect	Separate house		5	2041
Prospect	Separate house		6	446
Riverstone				7
Riverstone			1	9
Riverstone			2	10
Riverstone			3	25
Riverstone			4	49
Riverstone			5	10
Riverstone		1 storey		8
Riverstone		1 storey	1	51
Riverstone		1 storey	2	219
Riverstone		1 storey	3	591
Riverstone		1 storey	4	293
Riverstone		1 storey	5	41
Riverstone		1 storey	6	6
Riverstone		2 storeys or more		28
Riverstone		2 storeys or more	0	6
Riverstone		2 storeys or more	1	38
Riverstone		2 storeys or more	2	314
Riverstone		2 storeys or more	3	1522
Riverstone		2 storeys or more	4	802
Riverstone		2 storeys or more	5	74
Riverstone		2 storeys or more	6	17
Riverstone	(Other)		1	4
Riverstone	(Other)		3	3
Riverstone	(Other)		4	16
Riverstone	(Other)		5	6
Riverstone	Flat/apartment		0	3
Riverstone	Flat/apartment	1 or 2 storey block	1	4
Riverstone	Flat/apartment	1 or 2 storey block	2	37
Riverstone	Flat/apartment	1 or 2 storey block	3	101
Riverstone	Flat/apartment	1 or 2 storey block	4	5
Riverstone	Flat/apartment	3 storey block	2	32
Riverstone	Flat/apartment	3 storey block	3	13
Riverstone	Flat/apartment	4-8 storey block		14
Riverstone	Flat/apartment	4-8 storey block	0	11
Riverstone	Flat/apartment	4-8 storey block	1	266
Riverstone	Flat/apartment	4-8 storey block	2	1332
Riverstone	Flat/apartment	4-8 storey block	3	271
Riverstone	Flat/apartment	4-8 storey block	4	4
Riverstone	Flat/apartment	Attached to a house		9
Riverstone	Flat/apartment	Attached to a house	1	10
Riverstone	Flat/apartment	Attached to a house	2	27
Riverstone	Flat/apartment	Attached to a house	3	9
Riverstone	Flat/apartment	Attached to a house	4	15
Riverstone	Flat/apartment	Attached to a house	5	9
Riverstone	Separate house			335
Riverstone	Separate house		0	23
Riverstone	Separate house		1	155
Riverstone	Separate house		2	818
Riverstone	Separate house		3	5943
Riverstone	Separate house		4	17849
Riverstone	Separate house		5	4250
Riverstone	Separate house		6	627
Rockdale				17
Rockdale			0	7
Rockdale			1	19
Rockdale			2	37
Rockdale			3	11
Rockdale			4	10
Rockdale		1 storey		18
Rockdale		1 storey	0	14
Rockdale		1 storey	1	74
Rockdale		1 storey	2	1041
Rockdale		1 storey	3	1152
Rockdale		1 storey	4	90
Rockdale		1 storey	5	7
Rockdale		2 storeys or more		22
Rockdale		2 storeys or more	0	4
Rockdale		2 storeys or more	1	23
Rockdale		2 storeys or more	2	232
Rockdale		2 storeys or more	3	926
Rockdale		2 storeys or more	4	345
Rockdale		2 storeys or more	5	41
Rockdale		2 storeys or more	6	4
Rockdale	(Other)			6
Rockdale	(Other)		0	5
Rockdale	(Other)		1	72
Rockdale	(Other)		2	106
Rockdale	(Other)		3	50
Rockdale	(Other)		4	7
Rockdale	(Other)		6	4
Rockdale	Flat/apartment		0	4
Rockdale	Flat/apartment	1 or 2 storey block		16
Rockdale	Flat/apartment	1 or 2 storey block	0	41
Rockdale	Flat/apartment	1 or 2 storey block	1	277
Rockdale	Flat/apartment	1 or 2 storey block	2	588
Rockdale	Flat/apartment	1 or 2 storey block	3	109
Rockdale	Flat/apartment	1 or 2 storey block	4	14
Rockdale	Flat/apartment	3 storey block		46
Rockdale	Flat/apartment	3 storey block	0	15
Rockdale	Flat/apartment	3 storey block	1	261
Rockdale	Flat/apartment	3 storey block	2	2177
Rockdale	Flat/apartment	3 storey block	3	331
Rockdale	Flat/apartment	3 storey block	4	9
Rockdale	Flat/apartment	3 storey block	6	4
Rockdale	Flat/apartment	4-8 storey block		125
Rockdale	Flat/apartment	4-8 storey block	0	29
Rockdale	Flat/apartment	4-8 storey block	1	885
Rockdale	Flat/apartment	4-8 storey block	2	5204
Rockdale	Flat/apartment	4-8 storey block	3	806
Rockdale	Flat/apartment	4-8 storey block	4	26
Rockdale	Flat/apartment	4-8 storey block	5	3
Rockdale	Flat/apartment	4-8 storey block	6	5
Rockdale	Flat/apartment	9 or more storey block		81
Rockdale	Flat/apartment	9 or more storey block	0	32
Rockdale	Flat/apartment	9 or more storey block	1	1444
Rockdale	Flat/apartment	9 or more storey block	2	3987
Rockdale	Flat/apartment	9 or more storey block	3	783
Rockdale	Flat/apartment	9 or more storey block	4	38
Rockdale	Flat/apartment	Attached to a house		3
Rockdale	Flat/apartment	Attached to a house	1	25
Rockdale	Flat/apartment	Attached to a house	2	44
Rockdale	Flat/apartment	Attached to a house	3	31
Rockdale	Flat/apartment	Attached to a house	4	16
Rockdale	Flat/apartment	Attached to a house	5	6
Rockdale	Flat/apartment	Attached to a house	6	5
Rockdale	Separate house			180
Rockdale	Separate house		0	23
Rockdale	Separate house		1	113
Rockdale	Separate house		2	1325
Rockdale	Separate house		3	5865
Rockdale	Separate house		4	3905
Rockdale	Separate house		5	1446
Rockdale	Separate house		6	363
Ryde				3
Ryde			0	9
Ryde			1	24
Ryde			2	12
Ryde			3	4
Ryde			5	24
Ryde		1 storey		19
Ryde		1 storey	0	20
Ryde		1 storey	1	106
Ryde		1 storey	2	570
Ryde		1 storey	3	1198
Ryde		1 storey	4	113
Ryde		1 storey	5	32
Ryde		1 storey	6	13
Ryde		2 storeys or more		50
Ryde		2 storeys or more	0	4
Ryde		2 storeys or more	1	221
Ryde		2 storeys or more	2	1673
Ryde		2 storeys or more	3	1253
Ryde		2 storeys or more	4	416
Ryde		2 storeys or more	5	67
Ryde		2 storeys or more	6	15
Ryde	(Other)			6
Ryde	(Other)		0	3
Ryde	(Other)		1	31
Ryde	(Other)		2	34
Ryde	(Other)		3	37
Ryde	Flat/apartment	1 or 2 storey block		18
Ryde	Flat/apartment	1 or 2 storey block	0	20
Ryde	Flat/apartment	1 or 2 storey block	1	239
Ryde	Flat/apartment	1 or 2 storey block	2	535
Ryde	Flat/apartment	1 or 2 storey block	3	173
Ryde	Flat/apartment	1 or 2 storey block	4	16
Ryde	Flat/apartment	1 or 2 storey block	5	11
Ryde	Flat/apartment	3 storey block		67
Ryde	Flat/apartment	3 storey block	0	27
Ryde	Flat/apartment	3 storey block	1	943
Ryde	Flat/apartment	3 storey block	2	3772
Ryde	Flat/apartment	3 storey block	3	358
Ryde	Flat/apartment	3 storey block	4	12
Ryde	Flat/apartment	3 storey block	5	22
Ryde	Flat/apartment	3 storey block	6	6
Ryde	Flat/apartment	4-8 storey block		70
Ryde	Flat/apartment	4-8 storey block	0	37
Ryde	Flat/apartment	4-8 storey block	1	1739
Ryde	Flat/apartment	4-8 storey block	2	3889
Ryde	Flat/apartment	4-8 storey block	3	768
Ryde	Flat/apartment	4-8 storey block	4	27
Ryde	Flat/apartment	4-8 storey block	6	3
Ryde	Flat/apartment	9 or more storey block		54
Ryde	Flat/apartment	9 or more storey block	0	24
Ryde	Flat/apartment	9 or more storey block	1	2207
Ryde	Flat/apartment	9 or more storey block	2	2067
Ryde	Flat/apartment	9 or more storey block	3	265
Ryde	Flat/apartment	9 or more storey block	4	11
Ryde	Flat/apartment	Attached to a house		8
Ryde	Flat/apartment	Attached to a house	1	25
Ryde	Flat/apartment	Attached to a house	2	52
Ryde	Flat/apartment	Attached to a house	3	15
Ryde	Flat/apartment	Attached to a house	4	11
Ryde	Flat/apartment	Attached to a house	5	11
Ryde	Flat/apartment	Attached to a house	6	6
Ryde	Separate house			140
Ryde	Separate house		0	24
Ryde	Separate house		1	115
Ryde	Separate house		2	1070
Ryde	Separate house		3	5346
Ryde	Separate house		4	4925
Ryde	Separate house		5	2266
Ryde	Separate house		6	625
Seven Hills			1	13
Seven Hills			2	20
Seven Hills			3	14
Seven Hills		1 storey		20
Seven Hills		1 storey	0	3
Seven Hills		1 storey	1	141
Seven Hills		1 storey	2	513
Seven Hills		1 storey	3	430
Seven Hills		1 storey	4	44
Seven Hills		1 storey	5	5
Seven Hills		2 storeys or more		45
Seven Hills		2 storeys or more	0	3
Seven Hills		2 storeys or more	1	163
Seven Hills		2 storeys or more	2	463
Seven Hills		2 storeys or more	3	1557
Seven Hills		2 storeys or more	4	523
Seven Hills		2 storeys or more	5	73
Seven Hills		2 storeys or more	6	11
Seven Hills	(Other)		1	8
Seven Hills	(Other)		2	9
Seven Hills	(Other)		3	9
Seven Hills	(Other)		4	6
Seven Hills	Flat/apartment		0	3
Seven Hills	Flat/apartment	1 or 2 storey block		34
Seven Hills	Flat/apartment	1 or 2 storey block	0	64
Seven Hills	Flat/apartment	1 or 2 storey block	1	183
Seven Hills	Flat/apartment	1 or 2 storey block	2	532
Seven Hills	Flat/apartment	1 or 2 storey block	3	197
Seven Hills	Flat/apartment	1 or 2 storey block	4	4
Seven Hills	Flat/apartment	3 storey block		12
Seven Hills	Flat/apartment	3 storey block	0	8
Seven Hills	Flat/apartment	3 storey block	1	112
Seven Hills	Flat/apartment	3 storey block	2	862
Seven Hills	Flat/apartment	3 storey block	3	214
Seven Hills	Flat/apartment	3 storey block	4	17
Seven Hills	Flat/apartment	4-8 storey block		47
Seven Hills	Flat/apartment	4-8 storey block	0	8
Seven Hills	Flat/apartment	4-8 storey block	1	302
Seven Hills	Flat/apartment	4-8 storey block	2	1768
Seven Hills	Flat/apartment	4-8 storey block	3	357
Seven Hills	Flat/apartment	4-8 storey block	4	7
Seven Hills	Flat/apartment	9 or more storey block		12
Seven Hills	Flat/apartment	9 or more storey block	1	75
Seven Hills	Flat/apartment	9 or more storey block	2	608
Seven Hills	Flat/apartment	9 or more storey block	3	120
Seven Hills	Flat/apartment	Attached to a house		4
Seven Hills	Flat/apartment	Attached to a house	1	20
Seven Hills	Flat/apartment	Attached to a house	2	99
Seven Hills	Flat/apartment	Attached to a house	3	33
Seven Hills	Flat/apartment	Attached to a house	4	15
Seven Hills	Flat/apartment	Attached to a house	5	6
Seven Hills	Separate house			186
Seven Hills	Separate house		0	27
Seven Hills	Separate house		1	194
Seven Hills	Separate house		2	1229
Seven Hills	Separate house		3	9046
Seven Hills	Separate house		4	6856
Seven Hills	Separate house		5	2034
Seven Hills	Separate house		6	433
Shellharbour				4
Shellharbour			1	5
Shellharbour			2	13
Shellharbour			3	16
Shellharbour		1 storey		49
Shellharbour		1 storey	0	16
Shellharbour		1 storey	1	146
Shellharbour		1 storey	2	973
Shellharbour		1 storey	3	897
Shellharbour		1 storey	4	64
Shellharbour		1 storey	5	6
Shellharbour		1 storey	6	3
Shellharbour		2 storeys or more		36
Shellharbour		2 storeys or more	1	159
Shellharbour		2 storeys or more	2	626
Shellharbour		2 storeys or more	3	1181
Shellharbour		2 storeys or more	4	170
Shellharbour		2 storeys or more	5	14
Shellharbour		2 storeys or more	6	5
Shellharbour	(Other)			15
Shellharbour	(Other)		0	7
Shellharbour	(Other)		1	94
Shellharbour	(Other)		2	184
Shellharbour	(Other)		3	19
Shellharbour	(Other)		4	7
Shellharbour	Flat/apartment	1 or 2 storey block		33
Shellharbour	Flat/apartment	1 or 2 storey block	0	3
Shellharbour	Flat/apartment	1 or 2 storey block	1	244
Shellharbour	Flat/apartment	1 or 2 storey block	2	686
Shellharbour	Flat/apartment	1 or 2 storey block	3	165
Shellharbour	Flat/apartment	1 or 2 storey block	4	22
Shellharbour	Flat/apartment	1 or 2 storey block	6	4
Shellharbour	Flat/apartment	3 storey block	1	4
Shellharbour	Flat/apartment	3 storey block	2	68
Shellharbour	Flat/apartment	3 storey block	3	45
Shellharbour	Flat/apartment	4-8 storey block	1	25
Shellharbour	Flat/apartment	4-8 storey block	2	66
Shellharbour	Flat/apartment	4-8 storey block	3	9
Shellharbour	Flat/apartment	Attached to a house	1	6
Shellharbour	Flat/apartment	Attached to a house	2	31
Shellharbour	Flat/apartment	Attached to a house	3	23
Shellharbour	Flat/apartment	Attached to a house	4	18
Shellharbour	Flat/apartment	Attached to a house	5	6
Shellharbour	Separate house			285
Shellharbour	Separate house		0	33
Shellharbour	Separate house		1	140
Shellharbour	Separate house		2	1129
Shellharbour	Separate house		3	12223
Shellharbour	Separate house		4	10056
Shellharbour	Separate house		5	1961
Shellharbour	Separate house		6	358
South Coast				69
South Coast			0	3
South Coast			1	25
South Coast			2	44
South Coast			3	12
South Coast			4	12
South Coast		1 storey		43
South Coast		1 storey	0	4
South Coast		1 storey	1	142
South Coast		1 storey	2	853
South Coast		1 storey	3	552
South Coast		1 storey	4	62
South Coast		1 storey	5	3
South Coast		1 storey	6	8
South Coast		2 storeys or more		13
South Coast		2 storeys or more	1	58
South Coast		2 storeys or more	2	256
South Coast		2 storeys or more	3	235
South Coast		2 storeys or more	4	21
South Coast		2 storeys or more	5	4
South Coast	(Other)			23
South Coast	(Other)		0	15
South Coast	(Other)		1	138
South Coast	(Other)		2	330
South Coast	(Other)		3	86
South Coast	(Other)		4	15
South Coast	Flat/apartment	1 or 2 storey block		18
South Coast	Flat/apartment	1 or 2 storey block	0	15
South Coast	Flat/apartment	1 or 2 storey block	1	112
South Coast	Flat/apartment	1 or 2 storey block	2	238
South Coast	Flat/apartment	1 or 2 storey block	3	133
South Coast	Flat/apartment	1 or 2 storey block	4	20
South Coast	Flat/apartment	1 or 2 storey block	5	3
South Coast	Flat/apartment	1 or 2 storey block	6	4
South Coast	Flat/apartment	3 storey block	2	14
South Coast	Flat/apartment	3 storey block	3	14
South Coast	Flat/apartment	4-8 storey block	2	3
South Coast	Flat/apartment	4-8 storey block	3	9
South Coast	Flat/apartment	Attached to a house		3
South Coast	Flat/apartment	Attached to a house	1	13
South Coast	Flat/apartment	Attached to a house	2	26
South Coast	Flat/apartment	Attached to a house	3	18
South Coast	Flat/apartment	Attached to a house	4	8
South Coast	Flat/apartment	Attached to a house	6	3
South Coast	Separate house			372
South Coast	Separate house		0	66
South Coast	Separate house		1	416
South Coast	Separate house		2	3164
South Coast	Separate house		3	11836
South Coast	Separate house		4	9089
South Coast	Separate house		5	1636
South Coast	Separate house		6	304
Strathfield				25
Strathfield			0	18
Strathfield			1	45
Strathfield			2	45
Strathfield			3	22
Strathfield			4	5
Strathfield		1 storey		11
Strathfield		1 storey	0	11
Strathfield		1 storey	1	73
Strathfield		1 storey	2	590
Strathfield		1 storey	3	434
Strathfield		1 storey	4	102
Strathfield		1 storey	5	17
Strathfield		1 storey	6	7
Strathfield		2 storeys or more		29
Strathfield		2 storeys or more	0	12
Strathfield		2 storeys or more	1	106
Strathfield		2 storeys or more	2	533
Strathfield		2 storeys or more	3	1075
Strathfield		2 storeys or more	4	599
Strathfield		2 storeys or more	5	196
Strathfield		2 storeys or more	6	96
Strathfield	(Other)		0	23
Strathfield	(Other)		1	46
Strathfield	(Other)		2	61
Strathfield	(Other)		3	72
Strathfield	(Other)		4	8
Strathfield	(Other)		5	4
Strathfield	Flat/apartment	1 or 2 storey block		51
Strathfield	Flat/apartment	1 or 2 storey block	0	94
Strathfield	Flat/apartment	1 or 2 storey block	1	524
Strathfield	Flat/apartment	1 or 2 storey block	2	1610
Strathfield	Flat/apartment	1 or 2 storey block	3	311
Strathfield	Flat/apartment	1 or 2 storey block	4	31
Strathfield	Flat/apartment	1 or 2 storey block	5	22
Strathfield	Flat/apartment	1 or 2 storey block	6	5
Strathfield	Flat/apartment	3 storey block		75
Strathfield	Flat/apartment	3 storey block	0	49
Strathfield	Flat/apartment	3 storey block	1	529
Strathfield	Flat/apartment	3 storey block	2	3650
Strathfield	Flat/apartment	3 storey block	3	757
Strathfield	Flat/apartment	3 storey block	4	46
Strathfield	Flat/apartment	3 storey block	5	4
Strathfield	Flat/apartment	3 storey block	6	3
Strathfield	Flat/apartment	4-8 storey block		119
Strathfield	Flat/apartment	4-8 storey block	0	92
Strathfield	Flat/apartment	4-8 storey block	1	1226
Strathfield	Flat/apartment	4-8 storey block	2	4683
Strathfield	Flat/apartment	4-8 storey block	3	1088
Strathfield	Flat/apartment	4-8 storey block	4	64
Strathfield	Flat/apartment	4-8 storey block	5	37
Strathfield	Flat/apartment	9 or more storey block		70
Strathfield	Flat/apartment	9 or more storey block	0	36
Strathfield	Flat/apartment	9 or more storey block	1	859
Strathfield	Flat/apartment	9 or more storey block	2	2809
Strathfield	Flat/apartment	9 or more storey block	3	507
Strathfield	Flat/apartment	9 or more storey block	4	26
Strathfield	Flat/apartment	9 or more storey block	5	3
Strathfield	Flat/apartment	Attached to a house	1	12
Strathfield	Flat/apartment	Attached to a house	2	31
Strathfield	Flat/apartment	Attached to a house	3	10
Strathfield	Flat/apartment	Attached to a house	4	10
Strathfield	Flat/apartment	Attached to a house	5	8
Strathfield	Flat/apartment	Attached to a house	6	3
Strathfield	Separate house			139
Strathfield	Separate house		0	37
Strathfield	Separate house		1	150
Strathfield	Separate house		2	990
Strathfield	Separate house		3	4671
Strathfield	Separate house		4	3764
Strathfield	Separate house		5	1951
Strathfield	Separate house		6	706
Summer Hill			0	3
Summer Hill			1	18
Summer Hill			2	15
Summer Hill			3	8
Summer Hill			4	3
Summer Hill			6	9
Summer Hill		1 storey		26
Summer Hill		1 storey	0	24
Summer Hill		1 storey	1	99
Summer Hill		1 storey	2	1120
Summer Hill		1 storey	3	1159
Summer Hill		1 storey	4	254
Summer Hill		1 storey	5	32
Summer Hill		1 storey	6	5
Summer Hill		2 storeys or more		7
Summer Hill		2 storeys or more	0	3
Summer Hill		2 storeys or more	1	51
Summer Hill		2 storeys or more	2	395
Summer Hill		2 storeys or more	3	536
Summer Hill		2 storeys or more	4	209
Summer Hill		2 storeys or more	5	30
Summer Hill		2 storeys or more	6	4
Summer Hill	(Other)			15
Summer Hill	(Other)		0	41
Summer Hill	(Other)		1	140
Summer Hill	(Other)		2	191
Summer Hill	(Other)		3	85
Summer Hill	(Other)		4	16
Summer Hill	(Other)		5	4
Summer Hill	(Other)		6	4
Summer Hill	Flat/apartment	1 or 2 storey block		81
Summer Hill	Flat/apartment	1 or 2 storey block	0	144
Summer Hill	Flat/apartment	1 or 2 storey block	1	1333
