SED_NAME21	DwellingStructure	DwellingSubtype	NumberBedrooms.min	occupied_private_dwellings
Summer Hill	Flat/apartment	1 or 2 storey block	2	2957
Summer Hill	Flat/apartment	1 or 2 storey block	3	521
Summer Hill	Flat/apartment	1 or 2 storey block	4	68
Summer Hill	Flat/apartment	1 or 2 storey block	5	25
Summer Hill	Flat/apartment	1 or 2 storey block	6	16
Summer Hill	Flat/apartment	3 storey block		60
Summer Hill	Flat/apartment	3 storey block	0	124
Summer Hill	Flat/apartment	3 storey block	1	1196
Summer Hill	Flat/apartment	3 storey block	2	4882
Summer Hill	Flat/apartment	3 storey block	3	468
Summer Hill	Flat/apartment	3 storey block	4	34
Summer Hill	Flat/apartment	3 storey block	5	3
Summer Hill	Flat/apartment	3 storey block	6	7
Summer Hill	Flat/apartment	4-8 storey block		40
Summer Hill	Flat/apartment	4-8 storey block	0	123
Summer Hill	Flat/apartment	4-8 storey block	1	1174
Summer Hill	Flat/apartment	4-8 storey block	2	2905
Summer Hill	Flat/apartment	4-8 storey block	3	476
Summer Hill	Flat/apartment	4-8 storey block	4	15
Summer Hill	Flat/apartment	9 or more storey block		3
Summer Hill	Flat/apartment	9 or more storey block	0	24
Summer Hill	Flat/apartment	9 or more storey block	1	277
Summer Hill	Flat/apartment	9 or more storey block	2	456
Summer Hill	Flat/apartment	9 or more storey block	3	82
Summer Hill	Flat/apartment	Attached to a house		3
Summer Hill	Flat/apartment	Attached to a house	1	36
Summer Hill	Flat/apartment	Attached to a house	2	51
Summer Hill	Flat/apartment	Attached to a house	3	15
Summer Hill	Flat/apartment	Attached to a house	4	11
Summer Hill	Separate house			103
Summer Hill	Separate house		0	38
Summer Hill	Separate house		1	142
Summer Hill	Separate house		2	1231
Summer Hill	Separate house		3	4864
Summer Hill	Separate house		4	3164
Summer Hill	Separate house		5	790
Summer Hill	Separate house		6	225
Swansea				6
Swansea			0	6
Swansea			1	15
Swansea			2	13
Swansea			3	6
Swansea			4	4
Swansea		1 storey		42
Swansea		1 storey	0	4
Swansea		1 storey	1	161
Swansea		1 storey	2	709
Swansea		1 storey	3	490
Swansea		1 storey	4	56
Swansea		1 storey	5	7
Swansea		1 storey	6	4
Swansea		2 storeys or more		6
Swansea		2 storeys or more	0	5
Swansea		2 storeys or more	1	44
Swansea		2 storeys or more	2	199
Swansea		2 storeys or more	3	222
Swansea		2 storeys or more	4	36
Swansea		2 storeys or more	5	6
Swansea		2 storeys or more	6	5
Swansea	(Other)			12
Swansea	(Other)		0	12
Swansea	(Other)		1	70
Swansea	(Other)		2	106
Swansea	(Other)		3	48
Swansea	(Other)		4	6
Swansea	(Other)		5	5
Swansea	Flat/apartment	1 or 2 storey block		40
Swansea	Flat/apartment	1 or 2 storey block	0	7
Swansea	Flat/apartment	1 or 2 storey block	1	255
Swansea	Flat/apartment	1 or 2 storey block	2	619
Swansea	Flat/apartment	1 or 2 storey block	3	200
Swansea	Flat/apartment	1 or 2 storey block	4	13
Swansea	Flat/apartment	1 or 2 storey block	5	4
Swansea	Flat/apartment	3 storey block		3
Swansea	Flat/apartment	3 storey block	0	3
Swansea	Flat/apartment	3 storey block	1	30
Swansea	Flat/apartment	3 storey block	2	56
Swansea	Flat/apartment	3 storey block	3	25
Swansea	Flat/apartment	4-8 storey block		5
Swansea	Flat/apartment	4-8 storey block	1	58
Swansea	Flat/apartment	4-8 storey block	2	108
Swansea	Flat/apartment	4-8 storey block	3	70
Swansea	Flat/apartment	4-8 storey block	4	3
Swansea	Flat/apartment	9 or more storey block	1	19
Swansea	Flat/apartment	9 or more storey block	2	4
Swansea	Flat/apartment	Attached to a house		3
Swansea	Flat/apartment	Attached to a house	1	16
Swansea	Flat/apartment	Attached to a house	2	42
Swansea	Flat/apartment	Attached to a house	3	21
Swansea	Flat/apartment	Attached to a house	4	7
Swansea	Flat/apartment	Attached to a house	5	5
Swansea	Separate house			288
Swansea	Separate house		0	43
Swansea	Separate house		1	409
Swansea	Separate house		2	3752
Swansea	Separate house		3	10913
Swansea	Separate house		4	7878
Swansea	Separate house		5	1743
Swansea	Separate house		6	284
Sydney				17
Sydney			0	29
Sydney			1	91
Sydney			2	40
Sydney			3	15
Sydney			4	3
Sydney			5	6
Sydney			6	4
Sydney		1 storey		3
Sydney		1 storey	0	4
Sydney		1 storey	1	114
Sydney		1 storey	2	302
Sydney		1 storey	3	232
Sydney		1 storey	4	60
Sydney		1 storey	5	13
Sydney		1 storey	6	5
Sydney		2 storeys or more		44
Sydney		2 storeys or more	0	93
Sydney		2 storeys or more	1	658
Sydney		2 storeys or more	2	1841
Sydney		2 storeys or more	3	2662
Sydney		2 storeys or more	4	1051
Sydney		2 storeys or more	5	176
Sydney		2 storeys or more	6	54
Sydney	(Other)		0	12
Sydney	(Other)		1	66
Sydney	(Other)		2	71
Sydney	(Other)		3	29
Sydney	(Other)		4	4
Sydney	Flat/apartment	1 or 2 storey block		5
Sydney	Flat/apartment	1 or 2 storey block	0	133
Sydney	Flat/apartment	1 or 2 storey block	1	521
Sydney	Flat/apartment	1 or 2 storey block	2	461
Sydney	Flat/apartment	1 or 2 storey block	3	98
Sydney	Flat/apartment	1 or 2 storey block	4	16
Sydney	Flat/apartment	1 or 2 storey block	6	8
Sydney	Flat/apartment	3 storey block		28
Sydney	Flat/apartment	3 storey block	0	480
Sydney	Flat/apartment	3 storey block	1	1278
Sydney	Flat/apartment	3 storey block	2	900
Sydney	Flat/apartment	3 storey block	3	232
Sydney	Flat/apartment	3 storey block	4	21
Sydney	Flat/apartment	3 storey block	5	5
Sydney	Flat/apartment	3 storey block	6	4
Sydney	Flat/apartment	4-8 storey block		116
Sydney	Flat/apartment	4-8 storey block	0	1435
Sydney	Flat/apartment	4-8 storey block	1	4295
Sydney	Flat/apartment	4-8 storey block	2	3540
Sydney	Flat/apartment	4-8 storey block	3	1118
Sydney	Flat/apartment	4-8 storey block	4	57
Sydney	Flat/apartment	4-8 storey block	5	12
Sydney	Flat/apartment	4-8 storey block	6	10
Sydney	Flat/apartment	9 or more storey block		301
Sydney	Flat/apartment	9 or more storey block	0	1050
Sydney	Flat/apartment	9 or more storey block	1	7336
Sydney	Flat/apartment	9 or more storey block	2	9239
Sydney	Flat/apartment	9 or more storey block	3	2219
Sydney	Flat/apartment	9 or more storey block	4	120
Sydney	Flat/apartment	9 or more storey block	5	19
Sydney	Flat/apartment	9 or more storey block	6	13
Sydney	Separate house			4
Sydney	Separate house		0	9
Sydney	Separate house		1	44
Sydney	Separate house		2	108
Sydney	Separate house		3	258
Sydney	Separate house		4	165
Sydney	Separate house		5	39
Sydney	Separate house		6	17
Tamworth				19
Tamworth			0	4
Tamworth			1	35
Tamworth			2	30
Tamworth			3	33
Tamworth			4	12
Tamworth			6	3
Tamworth		1 storey		46
Tamworth		1 storey	0	16
Tamworth		1 storey	1	295
Tamworth		1 storey	2	1310
Tamworth		1 storey	3	421
Tamworth		1 storey	4	34
Tamworth		1 storey	5	4
Tamworth		2 storeys or more		8
Tamworth		2 storeys or more	0	5
Tamworth		2 storeys or more	1	80
Tamworth		2 storeys or more	2	230
Tamworth		2 storeys or more	3	63
Tamworth		2 storeys or more	4	8
Tamworth		2 storeys or more	5	3
Tamworth	(Other)			5
Tamworth	(Other)		0	25
Tamworth	(Other)		1	68
Tamworth	(Other)		2	35
Tamworth	(Other)		3	18
Tamworth	(Other)		4	9
Tamworth	(Other)		5	5
Tamworth	Flat/apartment	1 or 2 storey block		16
Tamworth	Flat/apartment	1 or 2 storey block	0	13
Tamworth	Flat/apartment	1 or 2 storey block	1	138
Tamworth	Flat/apartment	1 or 2 storey block	2	260
Tamworth	Flat/apartment	1 or 2 storey block	3	47
Tamworth	Flat/apartment	1 or 2 storey block	4	8
Tamworth	Flat/apartment	1 or 2 storey block	5	3
Tamworth	Flat/apartment	3 storey block	2	21
Tamworth	Flat/apartment	4-8 storey block	2	23
Tamworth	Flat/apartment	4-8 storey block	3	3
Tamworth	Flat/apartment	Attached to a house	1	3
Tamworth	Flat/apartment	Attached to a house	2	8
Tamworth	Flat/apartment	Attached to a house	3	3
Tamworth	Flat/apartment	Attached to a house	6	4
Tamworth	Separate house			442
Tamworth	Separate house		0	58
Tamworth	Separate house		1	334
Tamworth	Separate house		2	2472
Tamworth	Separate house		3	11923
Tamworth	Separate house		4	9449
Tamworth	Separate house		5	1780
Tamworth	Separate house		6	413
Terrigal			1	8
Terrigal			2	8
Terrigal			3	6
Terrigal			4	6
Terrigal			6	4
Terrigal		1 storey		53
Terrigal		1 storey	1	98
Terrigal		1 storey	2	1011
Terrigal		1 storey	3	419
Terrigal		1 storey	4	19
Terrigal		1 storey	5	3
Terrigal		1 storey	6	3
Terrigal		2 storeys or more		10
Terrigal		2 storeys or more	1	45
Terrigal		2 storeys or more	2	227
Terrigal		2 storeys or more	3	576
Terrigal		2 storeys or more	4	106
Terrigal		2 storeys or more	5	12
Terrigal		2 storeys or more	6	4
Terrigal	(Other)			4
Terrigal	(Other)		1	15
Terrigal	(Other)		2	113
Terrigal	(Other)		3	27
Terrigal	(Other)		4	3
Terrigal	Flat/apartment		0	4
Terrigal	Flat/apartment	1 or 2 storey block		27
Terrigal	Flat/apartment	1 or 2 storey block	0	7
Terrigal	Flat/apartment	1 or 2 storey block	1	107
Terrigal	Flat/apartment	1 or 2 storey block	2	522
Terrigal	Flat/apartment	1 or 2 storey block	3	751
Terrigal	Flat/apartment	1 or 2 storey block	4	115
Terrigal	Flat/apartment	1 or 2 storey block	5	15
Terrigal	Flat/apartment	1 or 2 storey block	6	5
Terrigal	Flat/apartment	3 storey block		4
Terrigal	Flat/apartment	3 storey block	1	15
Terrigal	Flat/apartment	3 storey block	2	167
Terrigal	Flat/apartment	3 storey block	3	146
Terrigal	Flat/apartment	3 storey block	4	17
Terrigal	Flat/apartment	4-8 storey block	0	7
Terrigal	Flat/apartment	4-8 storey block	1	18
Terrigal	Flat/apartment	4-8 storey block	2	61
Terrigal	Flat/apartment	4-8 storey block	3	47
Terrigal	Flat/apartment	4-8 storey block	4	6
Terrigal	Flat/apartment	Attached to a house		7
Terrigal	Flat/apartment	Attached to a house	1	16
Terrigal	Flat/apartment	Attached to a house	2	31
Terrigal	Flat/apartment	Attached to a house	3	21
Terrigal	Flat/apartment	Attached to a house	4	11
Terrigal	Flat/apartment	Attached to a house	5	7
Terrigal	Flat/apartment	Attached to a house	6	4
Terrigal	Separate house			247
Terrigal	Separate house		0	41
Terrigal	Separate house		1	395
Terrigal	Separate house		2	2576
Terrigal	Separate house		3	7743
Terrigal	Separate house		4	9014
Terrigal	Separate house		5	2989
Terrigal	Separate house		6	631
The Entrance				3
The Entrance			0	4
The Entrance			1	17
The Entrance			2	7
The Entrance			3	7
The Entrance			6	3
The Entrance		1 storey		72
The Entrance		1 storey	0	17
The Entrance		1 storey	1	283
The Entrance		1 storey	2	1482
The Entrance		1 storey	3	895
The Entrance		1 storey	4	45
The Entrance		1 storey	5	7
The Entrance		1 storey	6	4
The Entrance		2 storeys or more		44
The Entrance		2 storeys or more	0	8
The Entrance		2 storeys or more	1	192
The Entrance		2 storeys or more	2	584
The Entrance		2 storeys or more	3	1146
The Entrance		2 storeys or more	4	129
The Entrance		2 storeys or more	5	12
The Entrance		2 storeys or more	6	3
The Entrance	(Other)			9
The Entrance	(Other)		0	30
The Entrance	(Other)		1	60
The Entrance	(Other)		2	54
The Entrance	(Other)		3	19
The Entrance	(Other)		4	4
The Entrance	Flat/apartment	1 or 2 storey block		26
The Entrance	Flat/apartment	1 or 2 storey block	0	6
The Entrance	Flat/apartment	1 or 2 storey block	1	146
The Entrance	Flat/apartment	1 or 2 storey block	2	466
The Entrance	Flat/apartment	1 or 2 storey block	3	196
The Entrance	Flat/apartment	1 or 2 storey block	4	21
The Entrance	Flat/apartment	3 storey block		7
The Entrance	Flat/apartment	3 storey block	1	35
The Entrance	Flat/apartment	3 storey block	2	274
The Entrance	Flat/apartment	3 storey block	3	68
The Entrance	Flat/apartment	4-8 storey block		8
The Entrance	Flat/apartment	4-8 storey block	1	56
The Entrance	Flat/apartment	4-8 storey block	2	473
The Entrance	Flat/apartment	4-8 storey block	3	98
The Entrance	Flat/apartment	4-8 storey block	4	4
The Entrance	Flat/apartment	4-8 storey block	6	4
The Entrance	Flat/apartment	9 or more storey block	1	13
The Entrance	Flat/apartment	9 or more storey block	2	118
The Entrance	Flat/apartment	9 or more storey block	3	11
The Entrance	Flat/apartment	Attached to a house	1	14
The Entrance	Flat/apartment	Attached to a house	2	41
The Entrance	Flat/apartment	Attached to a house	3	12
The Entrance	Flat/apartment	Attached to a house	4	5
The Entrance	Separate house			222
The Entrance	Separate house		0	44
The Entrance	Separate house		1	266
The Entrance	Separate house		2	1685
The Entrance	Separate house		3	9245
The Entrance	Separate house		4	7569
The Entrance	Separate house		5	1914
The Entrance	Separate house		6	470
Tweed				8
Tweed			0	7
Tweed			1	21
Tweed			2	20
Tweed			3	11
Tweed			4	8
Tweed			6	3
Tweed		1 storey		75
Tweed		1 storey	0	4
Tweed		1 storey	1	202
Tweed		1 storey	2	1574
Tweed		1 storey	3	2148
Tweed		1 storey	4	101
Tweed		1 storey	5	8
Tweed		1 storey	6	4
Tweed		2 storeys or more		44
Tweed		2 storeys or more	0	3
Tweed		2 storeys or more	1	145
Tweed		2 storeys or more	2	894
Tweed		2 storeys or more	3	1535
Tweed		2 storeys or more	4	109
Tweed		2 storeys or more	5	11
Tweed		2 storeys or more	6	3
Tweed	(Other)			12
Tweed	(Other)		0	45
Tweed	(Other)		1	283
Tweed	(Other)		2	259
Tweed	(Other)		3	22
Tweed	(Other)		4	8
Tweed	(Other)		5	3
Tweed	Flat/apartment	1 or 2 storey block		43
Tweed	Flat/apartment	1 or 2 storey block	0	28
Tweed	Flat/apartment	1 or 2 storey block	1	244
Tweed	Flat/apartment	1 or 2 storey block	2	913
Tweed	Flat/apartment	1 or 2 storey block	3	327
Tweed	Flat/apartment	1 or 2 storey block	4	22
Tweed	Flat/apartment	1 or 2 storey block	5	3
Tweed	Flat/apartment	3 storey block		26
Tweed	Flat/apartment	3 storey block	1	125
Tweed	Flat/apartment	3 storey block	2	1053
Tweed	Flat/apartment	3 storey block	3	323
Tweed	Flat/apartment	3 storey block	4	8
Tweed	Flat/apartment	3 storey block	5	3
Tweed	Flat/apartment	4-8 storey block		14
Tweed	Flat/apartment	4-8 storey block	1	67
Tweed	Flat/apartment	4-8 storey block	2	352
Tweed	Flat/apartment	4-8 storey block	3	161
Tweed	Flat/apartment	4-8 storey block	4	9
Tweed	Flat/apartment	9 or more storey block		14
Tweed	Flat/apartment	9 or more storey block	1	46
Tweed	Flat/apartment	9 or more storey block	2	334
Tweed	Flat/apartment	9 or more storey block	3	124
Tweed	Flat/apartment	9 or more storey block	4	5
Tweed	Flat/apartment	Attached to a house	1	31
Tweed	Flat/apartment	Attached to a house	2	19
Tweed	Flat/apartment	Attached to a house	3	3
Tweed	Flat/apartment	Attached to a house	4	6
Tweed	Flat/apartment	Attached to a house	5	3
Tweed	Separate house			294
Tweed	Separate house		0	66
Tweed	Separate house		1	498
Tweed	Separate house		2	2097
Tweed	Separate house		3	7680
Tweed	Separate house		4	7180
Tweed	Separate house		5	1541
Tweed	Separate house		6	333
Upper Hunter				8
Upper Hunter			0	6
Upper Hunter			1	19
Upper Hunter			2	15
Upper Hunter			3	24
Upper Hunter			4	10
Upper Hunter			5	6
Upper Hunter			6	4
Upper Hunter		1 storey		33
Upper Hunter		1 storey	0	10
Upper Hunter		1 storey	1	185
Upper Hunter		1 storey	2	632
Upper Hunter		1 storey	3	458
Upper Hunter		1 storey	4	62
Upper Hunter		1 storey	5	14
Upper Hunter		1 storey	6	4
Upper Hunter		2 storeys or more		14
Upper Hunter		2 storeys or more	1	53
Upper Hunter		2 storeys or more	2	199
Upper Hunter		2 storeys or more	3	112
Upper Hunter		2 storeys or more	4	13
Upper Hunter		2 storeys or more	5	7
Upper Hunter	(Other)			9
Upper Hunter	(Other)		0	23
Upper Hunter	(Other)		1	108
Upper Hunter	(Other)		2	64
Upper Hunter	(Other)		3	32
Upper Hunter	(Other)		4	15
Upper Hunter	(Other)		5	5
Upper Hunter	(Other)		6	3
Upper Hunter	Flat/apartment	1 or 2 storey block		7
Upper Hunter	Flat/apartment	1 or 2 storey block	1	79
Upper Hunter	Flat/apartment	1 or 2 storey block	2	215
Upper Hunter	Flat/apartment	1 or 2 storey block	3	66
Upper Hunter	Flat/apartment	1 or 2 storey block	4	11
Upper Hunter	Flat/apartment	3 storey block	2	9
Upper Hunter	Flat/apartment	3 storey block	3	3
Upper Hunter	Flat/apartment	Attached to a house	1	4
Upper Hunter	Separate house			410
Upper Hunter	Separate house		0	84
Upper Hunter	Separate house		1	465
Upper Hunter	Separate house		2	2585
Upper Hunter	Separate house		3	11104
Upper Hunter	Separate house		4	9419
Upper Hunter	Separate house		5	1831
Upper Hunter	Separate house		6	465
Vaucluse				10
Vaucluse			0	6
Vaucluse			1	25
Vaucluse			2	22
Vaucluse			3	15
Vaucluse			4	5
Vaucluse		1 storey		18
Vaucluse		1 storey	1	32
Vaucluse		1 storey	2	445
Vaucluse		1 storey	3	645
Vaucluse		1 storey	4	234
Vaucluse		1 storey	5	48
Vaucluse		1 storey	6	6
Vaucluse		2 storeys or more		22
Vaucluse		2 storeys or more	1	46
Vaucluse		2 storeys or more	2	262
Vaucluse		2 storeys or more	3	931
Vaucluse		2 storeys or more	4	785
Vaucluse		2 storeys or more	5	165
Vaucluse		2 storeys or more	6	20
Vaucluse	(Other)			7
Vaucluse	(Other)		0	10
Vaucluse	(Other)		1	71
Vaucluse	(Other)		2	88
Vaucluse	(Other)		3	67
Vaucluse	(Other)		4	4
Vaucluse	(Other)		5	6
Vaucluse	Flat/apartment	1 or 2 storey block		50
Vaucluse	Flat/apartment	1 or 2 storey block	0	32
Vaucluse	Flat/apartment	1 or 2 storey block	1	643
Vaucluse	Flat/apartment	1 or 2 storey block	2	2094
Vaucluse	Flat/apartment	1 or 2 storey block	3	988
Vaucluse	Flat/apartment	1 or 2 storey block	4	138
Vaucluse	Flat/apartment	1 or 2 storey block	5	38
Vaucluse	Flat/apartment	1 or 2 storey block	6	18
Vaucluse	Flat/apartment	3 storey block		102
Vaucluse	Flat/apartment	3 storey block	0	189
Vaucluse	Flat/apartment	3 storey block	1	1680
Vaucluse	Flat/apartment	3 storey block	2	5851
Vaucluse	Flat/apartment	3 storey block	3	1912
Vaucluse	Flat/apartment	3 storey block	4	175
Vaucluse	Flat/apartment	3 storey block	5	22
Vaucluse	Flat/apartment	3 storey block	6	7
Vaucluse	Flat/apartment	4-8 storey block		69
Vaucluse	Flat/apartment	4-8 storey block	0	107
Vaucluse	Flat/apartment	4-8 storey block	1	1033
Vaucluse	Flat/apartment	4-8 storey block	2	3208
Vaucluse	Flat/apartment	4-8 storey block	3	1293
Vaucluse	Flat/apartment	4-8 storey block	4	85
Vaucluse	Flat/apartment	4-8 storey block	5	5
Vaucluse	Flat/apartment	4-8 storey block	6	3
Vaucluse	Flat/apartment	9 or more storey block		22
Vaucluse	Flat/apartment	9 or more storey block	0	72
Vaucluse	Flat/apartment	9 or more storey block	1	226
Vaucluse	Flat/apartment	9 or more storey block	2	707
Vaucluse	Flat/apartment	9 or more storey block	3	464
Vaucluse	Flat/apartment	9 or more storey block	4	21
Vaucluse	Flat/apartment	9 or more storey block	5	3
Vaucluse	Flat/apartment	9 or more storey block	6	4
Vaucluse	Flat/apartment	Attached to a house	1	6
Vaucluse	Flat/apartment	Attached to a house	2	31
Vaucluse	Flat/apartment	Attached to a house	3	29
Vaucluse	Flat/apartment	Attached to a house	4	12
Vaucluse	Flat/apartment	Attached to a house	5	4
Vaucluse	Separate house			77
Vaucluse	Separate house		0	8
Vaucluse	Separate house		1	43
Vaucluse	Separate house		2	282
Vaucluse	Separate house		3	1614
Vaucluse	Separate house		4	2803
Vaucluse	Separate house		5	1566
Vaucluse	Separate house		6	429
Wagga Wagga				10
Wagga Wagga			1	12
Wagga Wagga			2	14
Wagga Wagga			3	30
Wagga Wagga			4	12
Wagga Wagga		1 storey		35
Wagga Wagga		1 storey	0	8
Wagga Wagga		1 storey	1	146
Wagga Wagga		1 storey	2	871
