SED_NAME21	Age	persons
Bass (Eastern Victoria)	15-19	5970
Bass (Eastern Victoria)	20-24	5815
Bass (Eastern Victoria)	25-34	17584
Bass (Eastern Victoria)	35-44	17368
Bass (Eastern Victoria)	45-54	12615
Bass (Eastern Victoria)	55-64	11993
Bass (Eastern Victoria)	65-74	11190
Bass (Eastern Victoria)	75-84	5951
Bass (Eastern Victoria)	85+	1961
Bayswater (Eastern Metropolitan)	0-4	3813
Bayswater (Eastern Metropolitan)	5-14	7580
Bayswater (Eastern Metropolitan)	15-19	3345
Bayswater (Eastern Metropolitan)	20-24	3572
Bayswater (Eastern Metropolitan)	25-34	9122
Bayswater (Eastern Metropolitan)	35-44	9776
Bayswater (Eastern Metropolitan)	45-54	8567
Bayswater (Eastern Metropolitan)	55-64	7481
Bayswater (Eastern Metropolitan)	65-74	6116
Bayswater (Eastern Metropolitan)	75-84	3635
Bayswater (Eastern Metropolitan)	85+	1681
Bellarine (Western Victoria)	0-4	3448
Bellarine (Western Victoria)	5-14	8528
Bellarine (Western Victoria)	15-19	3600
Bellarine (Western Victoria)	20-24	2890
Bellarine (Western Victoria)	25-34	6395
Bellarine (Western Victoria)	35-44	8042
Bellarine (Western Victoria)	45-54	8775
Bellarine (Western Victoria)	55-64	10130
Bellarine (Western Victoria)	65-74	11357
Bellarine (Western Victoria)	75-84	6074
Bellarine (Western Victoria)	85+	2100
Benambra (Northern Victoria)	0-4	3973
Benambra (Northern Victoria)	5-14	9235
Benambra (Northern Victoria)	15-19	4265
Benambra (Northern Victoria)	20-24	3539
Benambra (Northern Victoria)	25-34	8156
Benambra (Northern Victoria)	35-44	8401
Benambra (Northern Victoria)	45-54	8863
Benambra (Northern Victoria)	55-64	9520
Benambra (Northern Victoria)	65-74	8557
Benambra (Northern Victoria)	75-84	4341
Benambra (Northern Victoria)	85+	1548
Bendigo East (Northern Victoria)	0-4	4385
Bendigo East (Northern Victoria)	5-14	9815
Bendigo East (Northern Victoria)	15-19	4395
Bendigo East (Northern Victoria)	20-24	4442
Bendigo East (Northern Victoria)	25-34	9251
Bendigo East (Northern Victoria)	35-44	8796
Bendigo East (Northern Victoria)	45-54	8677
Bendigo East (Northern Victoria)	55-64	8905
Bendigo East (Northern Victoria)	65-74	7723
Bendigo East (Northern Victoria)	75-84	4031
Bendigo East (Northern Victoria)	85+	1692
Bendigo West (Northern Victoria)	0-4	3370
Bendigo West (Northern Victoria)	5-14	7326
Bendigo West (Northern Victoria)	15-19	3346
Bendigo West (Northern Victoria)	20-24	3247
Bendigo West (Northern Victoria)	25-34	7756
Bendigo West (Northern Victoria)	35-44	7601
Bendigo West (Northern Victoria)	45-54	7935
Bendigo West (Northern Victoria)	55-64	8535
Bendigo West (Northern Victoria)	65-74	8112
Bendigo West (Northern Victoria)	75-84	4646
Bendigo West (Northern Victoria)	85+	1885
Bentleigh (Southern Metropolitan)	0-4	3524
Bentleigh (Southern Metropolitan)	5-14	9351
Bentleigh (Southern Metropolitan)	15-19	4321
Bentleigh (Southern Metropolitan)	20-24	3672
Bentleigh (Southern Metropolitan)	25-34	7389
Bentleigh (Southern Metropolitan)	35-44	9999
Bentleigh (Southern Metropolitan)	45-54	10398
Bentleigh (Southern Metropolitan)	55-64	7677
Bentleigh (Southern Metropolitan)	65-74	5335
Bentleigh (Southern Metropolitan)	75-84	3287
Bentleigh (Southern Metropolitan)	85+	1821
Box Hill (Eastern Metropolitan)	0-4	2994
Box Hill (Eastern Metropolitan)	5-14	8093
Box Hill (Eastern Metropolitan)	15-19	4495
Box Hill (Eastern Metropolitan)	20-24	5774
Box Hill (Eastern Metropolitan)	25-34	10761
Box Hill (Eastern Metropolitan)	35-44	9698
Box Hill (Eastern Metropolitan)	45-54	9907
Box Hill (Eastern Metropolitan)	55-64	8367
Box Hill (Eastern Metropolitan)	65-74	6507
Box Hill (Eastern Metropolitan)	75-84	4236
Box Hill (Eastern Metropolitan)	85+	2597
Brighton (Southern Metropolitan)	0-4	2611
Brighton (Southern Metropolitan)	5-14	7459
Brighton (Southern Metropolitan)	15-19	3891
Brighton (Southern Metropolitan)	20-24	3186
Brighton (Southern Metropolitan)	25-34	6717
Brighton (Southern Metropolitan)	35-44	7941
Brighton (Southern Metropolitan)	45-54	9907
Brighton (Southern Metropolitan)	55-64	8397
Brighton (Southern Metropolitan)	65-74	6281
Brighton (Southern Metropolitan)	75-84	3892
Brighton (Southern Metropolitan)	85+	1930
Broadmeadows (Northern Metropolitan)	0-4	5203
Broadmeadows (Northern Metropolitan)	5-14	10294
Broadmeadows (Northern Metropolitan)	15-19	4628
Broadmeadows (Northern Metropolitan)	20-24	5586
Broadmeadows (Northern Metropolitan)	25-34	12275
Broadmeadows (Northern Metropolitan)	35-44	10099
Broadmeadows (Northern Metropolitan)	45-54	8487
Broadmeadows (Northern Metropolitan)	55-64	7743
Broadmeadows (Northern Metropolitan)	65-74	5074
Broadmeadows (Northern Metropolitan)	75-84	3476
Broadmeadows (Northern Metropolitan)	85+	1506
Brunswick (Northern Metropolitan)	0-4	3218
Brunswick (Northern Metropolitan)	5-14	5733
Brunswick (Northern Metropolitan)	15-19	2589
Brunswick (Northern Metropolitan)	20-24	6191
Brunswick (Northern Metropolitan)	25-34	19609
Brunswick (Northern Metropolitan)	35-44	12828
Brunswick (Northern Metropolitan)	45-54	8825
Brunswick (Northern Metropolitan)	55-64	6521
Brunswick (Northern Metropolitan)	65-74	4457
Brunswick (Northern Metropolitan)	75-84	2848
Brunswick (Northern Metropolitan)	85+	1476
Bulleen (Eastern Metropolitan)	0-4	3047
Bulleen (Eastern Metropolitan)	5-14	7023
Bulleen (Eastern Metropolitan)	15-19	3675
Bulleen (Eastern Metropolitan)	20-24	3888
Bulleen (Eastern Metropolitan)	25-34	8038
Bulleen (Eastern Metropolitan)	35-44	8607
Bulleen (Eastern Metropolitan)	45-54	8605
Bulleen (Eastern Metropolitan)	55-64	8350
Bulleen (Eastern Metropolitan)	65-74	7052
Bulleen (Eastern Metropolitan)	75-84	6010
Bulleen (Eastern Metropolitan)	85+	2811
Bundoora (Northern Metropolitan)	0-4	3249
Bundoora (Northern Metropolitan)	5-14	6495
Bundoora (Northern Metropolitan)	15-19	3468
Bundoora (Northern Metropolitan)	20-24	4644
Bundoora (Northern Metropolitan)	25-34	9138
Bundoora (Northern Metropolitan)	35-44	8248
Bundoora (Northern Metropolitan)	45-54	8100
Bundoora (Northern Metropolitan)	55-64	6821
Bundoora (Northern Metropolitan)	65-74	5654
Bundoora (Northern Metropolitan)	75-84	3621
Bundoora (Northern Metropolitan)	85+	1477
Buninyong (Western Victoria)	0-4	3897
Buninyong (Western Victoria)	5-14	9075
Buninyong (Western Victoria)	15-19	4019
Buninyong (Western Victoria)	20-24	3969
Buninyong (Western Victoria)	25-34	8598
Buninyong (Western Victoria)	35-44	8516
Buninyong (Western Victoria)	45-54	8797
Buninyong (Western Victoria)	55-64	8458
Buninyong (Western Victoria)	65-74	7281
Buninyong (Western Victoria)	75-84	3554
Buninyong (Western Victoria)	85+	1266
Burwood (Southern Metropolitan)	0-4	3187
Burwood (Southern Metropolitan)	5-14	8188
Burwood (Southern Metropolitan)	15-19	4577
Burwood (Southern Metropolitan)	20-24	5726
Burwood (Southern Metropolitan)	25-34	9361
Burwood (Southern Metropolitan)	35-44	8892
Burwood (Southern Metropolitan)	45-54	9474
Burwood (Southern Metropolitan)	55-64	7897
Burwood (Southern Metropolitan)	65-74	5877
Burwood (Southern Metropolitan)	75-84	3599
Burwood (Southern Metropolitan)	85+	2091
Carrum (South-Eastern Metropolitan)	0-4	4627
Carrum (South-Eastern Metropolitan)	5-14	8502
Carrum (South-Eastern Metropolitan)	15-19	3720
Carrum (South-Eastern Metropolitan)	20-24	3667
Carrum (South-Eastern Metropolitan)	25-34	9544
Carrum (South-Eastern Metropolitan)	35-44	10452
Carrum (South-Eastern Metropolitan)	45-54	10031
Carrum (South-Eastern Metropolitan)	55-64	8795
Carrum (South-Eastern Metropolitan)	65-74	6645
Carrum (South-Eastern Metropolitan)	75-84	3498
Carrum (South-Eastern Metropolitan)	85+	1360
Caulfield (Southern Metropolitan)	0-4	3615
Caulfield (Southern Metropolitan)	5-14	7439
Caulfield (Southern Metropolitan)	15-19	3323
Caulfield (Southern Metropolitan)	20-24	4551
Caulfield (Southern Metropolitan)	25-34	12322
Caulfield (Southern Metropolitan)	35-44	9926
Caulfield (Southern Metropolitan)	45-54	8297
Caulfield (Southern Metropolitan)	55-64	6851
Caulfield (Southern Metropolitan)	65-74	6493
Caulfield (Southern Metropolitan)	75-84	3213
Caulfield (Southern Metropolitan)	85+	1750
Clarinda (South-Eastern Metropolitan)	0-4	4063
Clarinda (South-Eastern Metropolitan)	5-14	7537
Clarinda (South-Eastern Metropolitan)	15-19	3549
Clarinda (South-Eastern Metropolitan)	20-24	6074
Clarinda (South-Eastern Metropolitan)	25-34	14124
Clarinda (South-Eastern Metropolitan)	35-44	10642
Clarinda (South-Eastern Metropolitan)	45-54	8922
Clarinda (South-Eastern Metropolitan)	55-64	7805
Clarinda (South-Eastern Metropolitan)	65-74	6521
Clarinda (South-Eastern Metropolitan)	75-84	4410
Clarinda (South-Eastern Metropolitan)	85+	2321
Cranbourne (South-Eastern Metropolitan)	0-4	11490
Cranbourne (South-Eastern Metropolitan)	5-14	21080
Cranbourne (South-Eastern Metropolitan)	15-19	7571
Cranbourne (South-Eastern Metropolitan)	20-24	8169
Cranbourne (South-Eastern Metropolitan)	25-34	21200
Cranbourne (South-Eastern Metropolitan)	35-44	22726
Cranbourne (South-Eastern Metropolitan)	45-54	14512
Cranbourne (South-Eastern Metropolitan)	55-64	10081
Cranbourne (South-Eastern Metropolitan)	65-74	6619
Cranbourne (South-Eastern Metropolitan)	75-84	3257
Cranbourne (South-Eastern Metropolitan)	85+	1176
Croydon (Eastern Metropolitan)	0-4	3797
Croydon (Eastern Metropolitan)	5-14	7414
Croydon (Eastern Metropolitan)	15-19	3277
Croydon (Eastern Metropolitan)	20-24	3473
Croydon (Eastern Metropolitan)	25-34	8420
Croydon (Eastern Metropolitan)	35-44	8789
Croydon (Eastern Metropolitan)	45-54	7762
Croydon (Eastern Metropolitan)	55-64	7265
Croydon (Eastern Metropolitan)	65-74	6132
Croydon (Eastern Metropolitan)	75-84	3914
Croydon (Eastern Metropolitan)	85+	1585
Dandenong (South-Eastern Metropolitan)	0-4	5089
Dandenong (South-Eastern Metropolitan)	5-14	8933
Dandenong (South-Eastern Metropolitan)	15-19	4094
Dandenong (South-Eastern Metropolitan)	20-24	5158
Dandenong (South-Eastern Metropolitan)	25-34	13787
Dandenong (South-Eastern Metropolitan)	35-44	11366
Dandenong (South-Eastern Metropolitan)	45-54	8594
Dandenong (South-Eastern Metropolitan)	55-64	7847
Dandenong (South-Eastern Metropolitan)	65-74	6252
Dandenong (South-Eastern Metropolitan)	75-84	3696
Dandenong (South-Eastern Metropolitan)	85+	1513
Eildon (Northern Victoria)	0-4	2933
Eildon (Northern Victoria)	5-14	7373
Eildon (Northern Victoria)	15-19	3577
Eildon (Northern Victoria)	20-24	2853
Eildon (Northern Victoria)	25-34	6184
Eildon (Northern Victoria)	35-44	6857
Eildon (Northern Victoria)	45-54	8612
Eildon (Northern Victoria)	55-64	9900
Eildon (Northern Victoria)	65-74	8564
Eildon (Northern Victoria)	75-84	4203
Eildon (Northern Victoria)	85+	1315
Eltham (Eastern Metropolitan)	0-4	3262
Eltham (Eastern Metropolitan)	5-14	8061
Eltham (Eastern Metropolitan)	15-19	3765
Eltham (Eastern Metropolitan)	20-24	3073
Eltham (Eastern Metropolitan)	25-34	5349
Eltham (Eastern Metropolitan)	35-44	7976
Eltham (Eastern Metropolitan)	45-54	8792
Eltham (Eastern Metropolitan)	55-64	8222
Eltham (Eastern Metropolitan)	65-74	6946
Eltham (Eastern Metropolitan)	75-84	3341
Eltham (Eastern Metropolitan)	85+	1039
Essendon (Western Metropolitan)	0-4	3401
Essendon (Western Metropolitan)	5-14	7371
Essendon (Western Metropolitan)	15-19	3554
Essendon (Western Metropolitan)	20-24	4887
Essendon (Western Metropolitan)	25-34	12442
Essendon (Western Metropolitan)	35-44	10475
Essendon (Western Metropolitan)	45-54	9619
Essendon (Western Metropolitan)	55-64	8087
Essendon (Western Metropolitan)	65-74	5834
Essendon (Western Metropolitan)	75-84	2896
Essendon (Western Metropolitan)	85+	1454
Euroa (Northern Victoria)	0-4	3300
Euroa (Northern Victoria)	5-14	7509
Euroa (Northern Victoria)	15-19	3649
Euroa (Northern Victoria)	20-24	3265
Euroa (Northern Victoria)	25-34	7028
Euroa (Northern Victoria)	35-44	7076
Euroa (Northern Victoria)	45-54	8883
Euroa (Northern Victoria)	55-64	10570
Euroa (Northern Victoria)	65-74	9819
Euroa (Northern Victoria)	75-84	5343
Euroa (Northern Victoria)	85+	1940
Evelyn (Eastern Victoria)	0-4	3903
Evelyn (Eastern Victoria)	5-14	7636
Evelyn (Eastern Victoria)	15-19	3810
Evelyn (Eastern Victoria)	20-24	3664
Evelyn (Eastern Victoria)	25-34	8136
Evelyn (Eastern Victoria)	35-44	8064
Evelyn (Eastern Victoria)	45-54	8045
Evelyn (Eastern Victoria)	55-64	7379
Evelyn (Eastern Victoria)	65-74	5906
Evelyn (Eastern Victoria)	75-84	3341
Evelyn (Eastern Victoria)	85+	964
Ferntree Gully (Eastern Metropolitan)	0-4	3182
Ferntree Gully (Eastern Metropolitan)	5-14	7048
Ferntree Gully (Eastern Metropolitan)	15-19	3441
Ferntree Gully (Eastern Metropolitan)	20-24	3420
Ferntree Gully (Eastern Metropolitan)	25-34	7388
Ferntree Gully (Eastern Metropolitan)	35-44	8577
Ferntree Gully (Eastern Metropolitan)	45-54	7628
Ferntree Gully (Eastern Metropolitan)	55-64	7470
Ferntree Gully (Eastern Metropolitan)	65-74	6731
Ferntree Gully (Eastern Metropolitan)	75-84	3606
Ferntree Gully (Eastern Metropolitan)	85+	1608
Footscray (Western Metropolitan)	0-4	4600
Footscray (Western Metropolitan)	5-14	7815
Footscray (Western Metropolitan)	15-19	3624
Footscray (Western Metropolitan)	20-24	5968
Footscray (Western Metropolitan)	25-34	19000
Footscray (Western Metropolitan)	35-44	13860
Footscray (Western Metropolitan)	45-54	10025
Footscray (Western Metropolitan)	55-64	8154
Footscray (Western Metropolitan)	65-74	5960
Footscray (Western Metropolitan)	75-84	3323
Footscray (Western Metropolitan)	85+	1455
Forest Hill (Eastern Metropolitan)	0-4	2707
Forest Hill (Eastern Metropolitan)	5-14	7370
Forest Hill (Eastern Metropolitan)	15-19	3657
Forest Hill (Eastern Metropolitan)	20-24	3819
Forest Hill (Eastern Metropolitan)	25-34	6610
Forest Hill (Eastern Metropolitan)	35-44	8147
Forest Hill (Eastern Metropolitan)	45-54	8352
Forest Hill (Eastern Metropolitan)	55-64	7037
Forest Hill (Eastern Metropolitan)	65-74	6446
Forest Hill (Eastern Metropolitan)	75-84	4991
Forest Hill (Eastern Metropolitan)	85+	2256
Frankston (South-Eastern Metropolitan)	0-4	3513
Frankston (South-Eastern Metropolitan)	5-14	7412
Frankston (South-Eastern Metropolitan)	15-19	3489
Frankston (South-Eastern Metropolitan)	20-24	3514
Frankston (South-Eastern Metropolitan)	25-34	8640
Frankston (South-Eastern Metropolitan)	35-44	8418
Frankston (South-Eastern Metropolitan)	45-54	8325
Frankston (South-Eastern Metropolitan)	55-64	7627
Frankston (South-Eastern Metropolitan)	65-74	6352
Frankston (South-Eastern Metropolitan)	75-84	3922
Frankston (South-Eastern Metropolitan)	85+	1776
Geelong (Western Victoria)	0-4	3719
Geelong (Western Victoria)	5-14	7281
Geelong (Western Victoria)	15-19	3381
Geelong (Western Victoria)	20-24	4608
Geelong (Western Victoria)	25-34	10653
Geelong (Western Victoria)	35-44	8718
Geelong (Western Victoria)	45-54	8322
Geelong (Western Victoria)	55-64	8118
Geelong (Western Victoria)	65-74	6745
Geelong (Western Victoria)	75-84	3832
Geelong (Western Victoria)	85+	1688
Gembrook (Eastern Victoria)	0-4	6051
Gembrook (Eastern Victoria)	5-14	11920
Gembrook (Eastern Victoria)	15-19	5244
Gembrook (Eastern Victoria)	20-24	5153
Gembrook (Eastern Victoria)	25-34	12192
Gembrook (Eastern Victoria)	35-44	12138
Gembrook (Eastern Victoria)	45-54	10902
Gembrook (Eastern Victoria)	55-64	9074
Gembrook (Eastern Victoria)	65-74	6636
Gembrook (Eastern Victoria)	75-84	3701
Gembrook (Eastern Victoria)	85+	1303
Gippsland East (Eastern Victoria)	0-4	2991
Gippsland East (Eastern Victoria)	5-14	7099
Gippsland East (Eastern Victoria)	15-19	3198
Gippsland East (Eastern Victoria)	20-24	2521
Gippsland East (Eastern Victoria)	25-34	6056
Gippsland East (Eastern Victoria)	35-44	6177
Gippsland East (Eastern Victoria)	45-54	7336
Gippsland East (Eastern Victoria)	55-64	9968
Gippsland East (Eastern Victoria)	65-74	10844
Gippsland East (Eastern Victoria)	75-84	5880
Gippsland East (Eastern Victoria)	85+	1826
Gippsland South (Eastern Victoria)	0-4	2964
Gippsland South (Eastern Victoria)	5-14	6978
Gippsland South (Eastern Victoria)	15-19	3271
Gippsland South (Eastern Victoria)	20-24	2555
Gippsland South (Eastern Victoria)	25-34	6031
Gippsland South (Eastern Victoria)	35-44	6534
Gippsland South (Eastern Victoria)	45-54	7669
Gippsland South (Eastern Victoria)	55-64	9169
Gippsland South (Eastern Victoria)	65-74	8946
Gippsland South (Eastern Victoria)	75-84	4528
Gippsland South (Eastern Victoria)	85+	1574
Hastings (Eastern Victoria)	0-4	4323
Hastings (Eastern Victoria)	5-14	9059
Hastings (Eastern Victoria)	15-19	4515
Hastings (Eastern Victoria)	20-24	4245
Hastings (Eastern Victoria)	25-34	9194
Hastings (Eastern Victoria)	35-44	8995
Hastings (Eastern Victoria)	45-54	9468
Hastings (Eastern Victoria)	55-64	9472
Hastings (Eastern Victoria)	65-74	7533
Hastings (Eastern Victoria)	75-84	4036
Hastings (Eastern Victoria)	85+	1298
Hawthorn (Southern Metropolitan)	0-4	2631
Hawthorn (Southern Metropolitan)	5-14	6859
Hawthorn (Southern Metropolitan)	15-19	4036
Hawthorn (Southern Metropolitan)	20-24	5227
Hawthorn (Southern Metropolitan)	25-34	10758
Hawthorn (Southern Metropolitan)	35-44	8485
Hawthorn (Southern Metropolitan)	45-54	8343
Hawthorn (Southern Metropolitan)	55-64	7146
Hawthorn (Southern Metropolitan)	65-74	5835
Hawthorn (Southern Metropolitan)	75-84	3547
Hawthorn (Southern Metropolitan)	85+	1543
Ivanhoe (Eastern Metropolitan)	0-4	3590
Ivanhoe (Eastern Metropolitan)	5-14	8049
Ivanhoe (Eastern Metropolitan)	15-19	3677
Ivanhoe (Eastern Metropolitan)	20-24	4017
Ivanhoe (Eastern Metropolitan)	25-34	9412
Ivanhoe (Eastern Metropolitan)	35-44	9754
Ivanhoe (Eastern Metropolitan)	45-54	8915
Ivanhoe (Eastern Metropolitan)	55-64	8053
Ivanhoe (Eastern Metropolitan)	65-74	6312
Ivanhoe (Eastern Metropolitan)	75-84	3835
Ivanhoe (Eastern Metropolitan)	85+	2023
Kew (Southern Metropolitan)	0-4	2368
Kew (Southern Metropolitan)	5-14	8145
Kew (Southern Metropolitan)	15-19	4975
Kew (Southern Metropolitan)	20-24	4509
Kew (Southern Metropolitan)	25-34	6737
Kew (Southern Metropolitan)	35-44	7266
Kew (Southern Metropolitan)	45-54	9401
Kew (Southern Metropolitan)	55-64	8524
Kew (Southern Metropolitan)	65-74	6196
Kew (Southern Metropolitan)	75-84	3884
Kew (Southern Metropolitan)	85+	2027
Keysborough (South-Eastern Metropolitan)	0-4	4293
Keysborough (South-Eastern Metropolitan)	5-14	9247
Keysborough (South-Eastern Metropolitan)	15-19	4657
Keysborough (South-Eastern Metropolitan)	20-24	5326
Keysborough (South-Eastern Metropolitan)	25-34	11199
Keysborough (South-Eastern Metropolitan)	35-44	10941
Keysborough (South-Eastern Metropolitan)	45-54	9696
Keysborough (South-Eastern Metropolitan)	55-64	8444
Keysborough (South-Eastern Metropolitan)	65-74	6809
Keysborough (South-Eastern Metropolitan)	75-84	3846
Keysborough (South-Eastern Metropolitan)	85+	1479
Kororoit (Western Metropolitan)	0-4	7252
Kororoit (Western Metropolitan)	5-14	15518
Kororoit (Western Metropolitan)	15-19	6337
Kororoit (Western Metropolitan)	20-24	6501
Kororoit (Western Metropolitan)	25-34	16173
Kororoit (Western Metropolitan)	35-44	17500
Kororoit (Western Metropolitan)	45-54	12948
Kororoit (Western Metropolitan)	55-64	9186
Kororoit (Western Metropolitan)	65-74	6827
Kororoit (Western Metropolitan)	75-84	2812
Kororoit (Western Metropolitan)	85+	735
Lara (Western Victoria)	0-4	4009
Lara (Western Victoria)	5-14	8380
Lara (Western Victoria)	15-19	4298
Lara (Western Victoria)	20-24	4503
Lara (Western Victoria)	25-34	10785
Lara (Western Victoria)	35-44	8915
Lara (Western Victoria)	45-54	8954
Lara (Western Victoria)	55-64	8210
Lara (Western Victoria)	65-74	6927
Lara (Western Victoria)	75-84	3887
Lara (Western Victoria)	85+	1635
Lowan (Western Victoria)	0-4	3098
Lowan (Western Victoria)	5-14	6783
Lowan (Western Victoria)	15-19	3190
Lowan (Western Victoria)	20-24	2706
Lowan (Western Victoria)	25-34	6260
Lowan (Western Victoria)	35-44	5959
Lowan (Western Victoria)	45-54	7038
Lowan (Western Victoria)	55-64	8784
Lowan (Western Victoria)	65-74	7869
Lowan (Western Victoria)	75-84	4705
Lowan (Western Victoria)	85+	2075
Macedon (Northern Victoria)	0-4	3352
Macedon (Northern Victoria)	5-14	8702
Macedon (Northern Victoria)	15-19	3892
Macedon (Northern Victoria)	20-24	2551
Macedon (Northern Victoria)	25-34	5500
Macedon (Northern Victoria)	35-44	8155
Macedon (Northern Victoria)	45-54	9964
Macedon (Northern Victoria)	55-64	9502
Macedon (Northern Victoria)	65-74	8241
Macedon (Northern Victoria)	75-84	3984
Macedon (Northern Victoria)	85+	1202
Malvern (Southern Metropolitan)	0-4	2552
Malvern (Southern Metropolitan)	5-14	6094
Malvern (Southern Metropolitan)	15-19	3468
Malvern (Southern Metropolitan)	20-24	4380
Malvern (Southern Metropolitan)	25-34	9166
Malvern (Southern Metropolitan)	35-44	7567
Malvern (Southern Metropolitan)	45-54	8091
Malvern (Southern Metropolitan)	55-64	6899
Malvern (Southern Metropolitan)	65-74	5983
Malvern (Southern Metropolitan)	75-84	4053
Malvern (Southern Metropolitan)	85+	1891
Melbourne (Northern Metropolitan)	0-4	3578
Melbourne (Northern Metropolitan)	5-14	5116
Melbourne (Northern Metropolitan)	15-19	5722
Melbourne (Northern Metropolitan)	20-24	22444
Melbourne (Northern Metropolitan)	25-34	43021
Melbourne (Northern Metropolitan)	35-44	18338
Melbourne (Northern Metropolitan)	45-54	9660
Melbourne (Northern Metropolitan)	55-64	7578
Melbourne (Northern Metropolitan)	65-74	5368
Melbourne (Northern Metropolitan)	75-84	2489
Melbourne (Northern Metropolitan)	85+	890
Melton (Western Victoria)	0-4	8166
Melton (Western Victoria)	5-14	15537
Melton (Western Victoria)	15-19	5727
Melton (Western Victoria)	20-24	5756
Melton (Western Victoria)	25-34	15318
Melton (Western Victoria)	35-44	14965
Melton (Western Victoria)	45-54	11193
Melton (Western Victoria)	55-64	9022
Melton (Western Victoria)	65-74	7657
Melton (Western Victoria)	75-84	3321
Melton (Western Victoria)	85+	1020
Mildura (Northern Victoria)	0-4	3769
Mildura (Northern Victoria)	5-14	8401
Mildura (Northern Victoria)	15-19	3753
Mildura (Northern Victoria)	20-24	3592
Mildura (Northern Victoria)	25-34	8886
Mildura (Northern Victoria)	35-44	7895
Mildura (Northern Victoria)	45-54	8212
Mildura (Northern Victoria)	55-64	8908
Mildura (Northern Victoria)	65-74	7397
Mildura (Northern Victoria)	75-84	4111
Mildura (Northern Victoria)	85+	1833
Mill Park (Northern Metropolitan)	0-4	4381
Mill Park (Northern Metropolitan)	5-14	9307
Mill Park (Northern Metropolitan)	15-19	4497
Mill Park (Northern Metropolitan)	20-24	4770
Mill Park (Northern Metropolitan)	25-34	10462
Mill Park (Northern Metropolitan)	35-44	10458
Mill Park (Northern Metropolitan)	45-54	9600
Mill Park (Northern Metropolitan)	55-64	8690
Mill Park (Northern Metropolitan)	65-74	5574
Mill Park (Northern Metropolitan)	75-84	2568
Mill Park (Northern Metropolitan)	85+	1128
Monbulk (Eastern Victoria)	0-4	3288
Monbulk (Eastern Victoria)	5-14	7717
Monbulk (Eastern Victoria)	15-19	3634
Monbulk (Eastern Victoria)	20-24	3103
Monbulk (Eastern Victoria)	25-34	6231
Monbulk (Eastern Victoria)	35-44	7852
Monbulk (Eastern Victoria)	45-54	8643
Monbulk (Eastern Victoria)	55-64	7942
Monbulk (Eastern Victoria)	65-74	6255
Monbulk (Eastern Victoria)	75-84	2821
Monbulk (Eastern Victoria)	85+	900
Mordialloc (South-Eastern Metropolitan)	0-4	3683
Mordialloc (South-Eastern Metropolitan)	5-14	8553
Mordialloc (South-Eastern Metropolitan)	15-19	3939
Mordialloc (South-Eastern Metropolitan)	20-24	3288
Mordialloc (South-Eastern Metropolitan)	25-34	7118
Mordialloc (South-Eastern Metropolitan)	35-44	9567
Mordialloc (South-Eastern Metropolitan)	45-54	10143
Mordialloc (South-Eastern Metropolitan)	55-64	8183
Mordialloc (South-Eastern Metropolitan)	65-74	5936
Mordialloc (South-Eastern Metropolitan)	75-84	3655
Mordialloc (South-Eastern Metropolitan)	85+	1736
Mornington (Eastern Victoria)	0-4	2970
Mornington (Eastern Victoria)	5-14	8695
Mornington (Eastern Victoria)	15-19	4252
Mornington (Eastern Victoria)	20-24	2840
Mornington (Eastern Victoria)	25-34	4230
Mornington (Eastern Victoria)	35-44	7160
Mornington (Eastern Victoria)	45-54	9688
Mornington (Eastern Victoria)	55-64	8324
Mornington (Eastern Victoria)	65-74	8456
Mornington (Eastern Victoria)	75-84	6138
Mornington (Eastern Victoria)	85+	2509
Morwell (Eastern Victoria)	0-4	3879
Morwell (Eastern Victoria)	5-14	8409
Morwell (Eastern Victoria)	15-19	3898
Morwell (Eastern Victoria)	20-24	3845
Morwell (Eastern Victoria)	25-34	8706
Morwell (Eastern Victoria)	35-44	7961
Morwell (Eastern Victoria)	45-54	8216
Morwell (Eastern Victoria)	55-64	9346
Morwell (Eastern Victoria)	65-74	7990
Morwell (Eastern Victoria)	75-84	4307
Morwell (Eastern Victoria)	85+	1690
Mount Waverley (Eastern Metropolitan)	0-4	2618
Mount Waverley (Eastern Metropolitan)	5-14	8456
Mount Waverley (Eastern Metropolitan)	15-19	4287
Mount Waverley (Eastern Metropolitan)	20-24	4596
Mount Waverley (Eastern Metropolitan)	25-34	7779
Mount Waverley (Eastern Metropolitan)	35-44	9066
Mount Waverley (Eastern Metropolitan)	45-54	8785
Mount Waverley (Eastern Metropolitan)	55-64	7606
Mount Waverley (Eastern Metropolitan)	65-74	5784
Mount Waverley (Eastern Metropolitan)	75-84	4457
Mount Waverley (Eastern Metropolitan)	85+	2230
Mulgrave (South-Eastern Metropolitan)	0-4	3112
Mulgrave (South-Eastern Metropolitan)	5-14	7056
Mulgrave (South-Eastern Metropolitan)	15-19	3366
Mulgrave (South-Eastern Metropolitan)	20-24	3943
Mulgrave (South-Eastern Metropolitan)	25-34	8765
Mulgrave (South-Eastern Metropolitan)	35-44	8550
Mulgrave (South-Eastern Metropolitan)	45-54	7990
Mulgrave (South-Eastern Metropolitan)	55-64	6995
Mulgrave (South-Eastern Metropolitan)	65-74	6714
Mulgrave (South-Eastern Metropolitan)	75-84	4903
Mulgrave (South-Eastern Metropolitan)	85+	2241
Murray Plains (Northern Victoria)	0-4	3384
