SED_NAME21	FamilyHousehold	UsualResidents.min	occupied_private_dwellings
Benambra (Northern Victoria)	1	3	3625
Benambra (Northern Victoria)	1	4	3517
Benambra (Northern Victoria)	1	5	1562
Benambra (Northern Victoria)	1	6	646
Bendigo East (Northern Victoria)	0	1	7169
Bendigo East (Northern Victoria)	0	2	639
Bendigo East (Northern Victoria)	0	3	158
Bendigo East (Northern Victoria)	0	4	58
Bendigo East (Northern Victoria)	0	5	13
Bendigo East (Northern Victoria)	0	6	13
Bendigo East (Northern Victoria)	1	2	8799
Bendigo East (Northern Victoria)	1	3	3833
Bendigo East (Northern Victoria)	1	4	3812
Bendigo East (Northern Victoria)	1	5	1749
Bendigo East (Northern Victoria)	1	6	782
Bendigo West (Northern Victoria)	0	1	8173
Bendigo West (Northern Victoria)	0	2	673
Bendigo West (Northern Victoria)	0	3	131
Bendigo West (Northern Victoria)	0	4	27
Bendigo West (Northern Victoria)	0	5	7
Bendigo West (Northern Victoria)	0	6	3
Bendigo West (Northern Victoria)	1	2	8374
Bendigo West (Northern Victoria)	1	3	3438
Bendigo West (Northern Victoria)	1	4	2971
Bendigo West (Northern Victoria)	1	5	1179
Bendigo West (Northern Victoria)	1	6	561
Bentleigh (Southern Metropolitan)	0	1	5713
Bentleigh (Southern Metropolitan)	0	2	492
Bentleigh (Southern Metropolitan)	0	3	117
Bentleigh (Southern Metropolitan)	0	4	64
Bentleigh (Southern Metropolitan)	0	5	33
Bentleigh (Southern Metropolitan)	0	6	3
Bentleigh (Southern Metropolitan)	1	2	6824
Bentleigh (Southern Metropolitan)	1	3	4276
Bentleigh (Southern Metropolitan)	1	4	5162
Bentleigh (Southern Metropolitan)	1	5	1566
Bentleigh (Southern Metropolitan)	1	6	345
Box Hill (Eastern Metropolitan)	0	1	7532
Box Hill (Eastern Metropolitan)	0	2	872
Box Hill (Eastern Metropolitan)	0	3	314
Box Hill (Eastern Metropolitan)	0	4	160
Box Hill (Eastern Metropolitan)	0	5	47
Box Hill (Eastern Metropolitan)	0	6	37
Box Hill (Eastern Metropolitan)	1	2	8232
Box Hill (Eastern Metropolitan)	1	3	4321
Box Hill (Eastern Metropolitan)	1	4	4552
Box Hill (Eastern Metropolitan)	1	5	1476
Box Hill (Eastern Metropolitan)	1	6	517
Brighton (Southern Metropolitan)	0	1	7528
Brighton (Southern Metropolitan)	0	2	606
Brighton (Southern Metropolitan)	0	3	115
Brighton (Southern Metropolitan)	0	4	34
Brighton (Southern Metropolitan)	0	5	18
Brighton (Southern Metropolitan)	0	6	4
Brighton (Southern Metropolitan)	1	2	7449
Brighton (Southern Metropolitan)	1	3	3363
Brighton (Southern Metropolitan)	1	4	3832
Brighton (Southern Metropolitan)	1	5	1352
Brighton (Southern Metropolitan)	1	6	296
Broadmeadows (Northern Metropolitan)	0	1	5047
Broadmeadows (Northern Metropolitan)	0	2	504
Broadmeadows (Northern Metropolitan)	0	3	164
Broadmeadows (Northern Metropolitan)	0	4	137
Broadmeadows (Northern Metropolitan)	0	5	67
Broadmeadows (Northern Metropolitan)	0	6	29
Broadmeadows (Northern Metropolitan)	1	2	5483
Broadmeadows (Northern Metropolitan)	1	3	3739
Broadmeadows (Northern Metropolitan)	1	4	3598
Broadmeadows (Northern Metropolitan)	1	5	2243
Broadmeadows (Northern Metropolitan)	1	6	2024
Brunswick (Northern Metropolitan)	0	1	11006
Brunswick (Northern Metropolitan)	0	2	1964
Brunswick (Northern Metropolitan)	0	3	1110
Brunswick (Northern Metropolitan)	0	4	550
Brunswick (Northern Metropolitan)	0	5	121
Brunswick (Northern Metropolitan)	0	6	24
Brunswick (Northern Metropolitan)	1	2	9271
Brunswick (Northern Metropolitan)	1	3	3758
Brunswick (Northern Metropolitan)	1	4	3361
Brunswick (Northern Metropolitan)	1	5	859
Brunswick (Northern Metropolitan)	1	6	286
Bulleen (Eastern Metropolitan)	0	1	5464
Bulleen (Eastern Metropolitan)	0	2	379
Bulleen (Eastern Metropolitan)	0	3	105
Bulleen (Eastern Metropolitan)	0	4	62
Bulleen (Eastern Metropolitan)	0	5	26
Bulleen (Eastern Metropolitan)	0	6	18
Bulleen (Eastern Metropolitan)	1	2	8085
Bulleen (Eastern Metropolitan)	1	3	4417
Bulleen (Eastern Metropolitan)	1	4	4246
Bulleen (Eastern Metropolitan)	1	5	1496
Bulleen (Eastern Metropolitan)	1	6	570
Bundoora (Northern Metropolitan)	0	1	5296
Bundoora (Northern Metropolitan)	0	2	551
Bundoora (Northern Metropolitan)	0	3	247
Bundoora (Northern Metropolitan)	0	4	138
Bundoora (Northern Metropolitan)	0	5	70
Bundoora (Northern Metropolitan)	0	6	32
Bundoora (Northern Metropolitan)	1	2	6694
Bundoora (Northern Metropolitan)	1	3	3692
Bundoora (Northern Metropolitan)	1	4	3877
Bundoora (Northern Metropolitan)	1	5	1283
Bundoora (Northern Metropolitan)	1	6	510
Buninyong (Western Victoria)	0	1	6690
Buninyong (Western Victoria)	0	2	628
Buninyong (Western Victoria)	0	3	135
Buninyong (Western Victoria)	0	4	53
Buninyong (Western Victoria)	0	5	16
Buninyong (Western Victoria)	0	6	13
Buninyong (Western Victoria)	1	2	8164
Buninyong (Western Victoria)	1	3	3554
Buninyong (Western Victoria)	1	4	3594
Buninyong (Western Victoria)	1	5	1632
Buninyong (Western Victoria)	1	6	736
Burwood (Southern Metropolitan)	0	1	5911
Burwood (Southern Metropolitan)	0	2	611
Burwood (Southern Metropolitan)	0	3	328
Burwood (Southern Metropolitan)	0	4	215
Burwood (Southern Metropolitan)	0	5	86
Burwood (Southern Metropolitan)	0	6	35
Burwood (Southern Metropolitan)	1	2	6806
Burwood (Southern Metropolitan)	1	3	4086
Burwood (Southern Metropolitan)	1	4	4606
Burwood (Southern Metropolitan)	1	5	1587
Burwood (Southern Metropolitan)	1	6	451
Carrum (South-Eastern Metropolitan)	0	1	7638
Carrum (South-Eastern Metropolitan)	0	2	627
Carrum (South-Eastern Metropolitan)	0	3	104
Carrum (South-Eastern Metropolitan)	0	4	18
Carrum (South-Eastern Metropolitan)	0	5	9
Carrum (South-Eastern Metropolitan)	1	2	8168
Carrum (South-Eastern Metropolitan)	1	3	4591
Carrum (South-Eastern Metropolitan)	1	4	4311
Carrum (South-Eastern Metropolitan)	1	5	1490
Carrum (South-Eastern Metropolitan)	1	6	554
Caulfield (Southern Metropolitan)	0	1	8809
Caulfield (Southern Metropolitan)	0	2	1176
Caulfield (Southern Metropolitan)	0	3	348
Caulfield (Southern Metropolitan)	0	4	149
Caulfield (Southern Metropolitan)	0	5	48
Caulfield (Southern Metropolitan)	0	6	22
Caulfield (Southern Metropolitan)	1	2	8227
Caulfield (Southern Metropolitan)	1	3	3458
Caulfield (Southern Metropolitan)	1	4	3362
Caulfield (Southern Metropolitan)	1	5	1307
Caulfield (Southern Metropolitan)	1	6	587
Clarinda (South-Eastern Metropolitan)	0	1	5953
Clarinda (South-Eastern Metropolitan)	0	2	844
Clarinda (South-Eastern Metropolitan)	0	3	467
Clarinda (South-Eastern Metropolitan)	0	4	306
Clarinda (South-Eastern Metropolitan)	0	5	123
Clarinda (South-Eastern Metropolitan)	0	6	91
Clarinda (South-Eastern Metropolitan)	1	2	7138
Clarinda (South-Eastern Metropolitan)	1	3	4797
Clarinda (South-Eastern Metropolitan)	1	4	4442
Clarinda (South-Eastern Metropolitan)	1	5	1619
Clarinda (South-Eastern Metropolitan)	1	6	915
Cranbourne (South-Eastern Metropolitan)	0	1	5939
Cranbourne (South-Eastern Metropolitan)	0	2	685
Cranbourne (South-Eastern Metropolitan)	0	3	168
Cranbourne (South-Eastern Metropolitan)	0	4	67
Cranbourne (South-Eastern Metropolitan)	0	5	22
Cranbourne (South-Eastern Metropolitan)	0	6	10
Cranbourne (South-Eastern Metropolitan)	1	2	8996
Cranbourne (South-Eastern Metropolitan)	1	3	7445
Cranbourne (South-Eastern Metropolitan)	1	4	9021
Cranbourne (South-Eastern Metropolitan)	1	5	3916
Cranbourne (South-Eastern Metropolitan)	1	6	2714
Croydon (Eastern Metropolitan)	0	1	6095
Croydon (Eastern Metropolitan)	0	2	427
Croydon (Eastern Metropolitan)	0	3	83
Croydon (Eastern Metropolitan)	0	4	28
Croydon (Eastern Metropolitan)	0	5	10
Croydon (Eastern Metropolitan)	1	2	7441
Croydon (Eastern Metropolitan)	1	3	3787
Croydon (Eastern Metropolitan)	1	4	3791
Croydon (Eastern Metropolitan)	1	5	1369
Croydon (Eastern Metropolitan)	1	6	557
Dandenong (South-Eastern Metropolitan)	0	1	6226
Dandenong (South-Eastern Metropolitan)	0	2	758
Dandenong (South-Eastern Metropolitan)	0	3	375
Dandenong (South-Eastern Metropolitan)	0	4	197
Dandenong (South-Eastern Metropolitan)	0	5	98
Dandenong (South-Eastern Metropolitan)	0	6	42
Dandenong (South-Eastern Metropolitan)	1	2	6436
Dandenong (South-Eastern Metropolitan)	1	3	4240
Dandenong (South-Eastern Metropolitan)	1	4	3673
Dandenong (South-Eastern Metropolitan)	1	5	1829
Dandenong (South-Eastern Metropolitan)	1	6	1557
Eildon (Northern Victoria)	0	1	6165
Eildon (Northern Victoria)	0	2	444
Eildon (Northern Victoria)	0	3	55
Eildon (Northern Victoria)	0	4	19
Eildon (Northern Victoria)	0	5	11
Eildon (Northern Victoria)	0	6	6
Eildon (Northern Victoria)	1	2	8271
Eildon (Northern Victoria)	1	3	3079
Eildon (Northern Victoria)	1	4	3091
Eildon (Northern Victoria)	1	5	1372
Eildon (Northern Victoria)	1	6	612
Eltham (Eastern Metropolitan)	0	1	3880
Eltham (Eastern Metropolitan)	0	2	179
Eltham (Eastern Metropolitan)	0	3	27
Eltham (Eastern Metropolitan)	0	4	15
Eltham (Eastern Metropolitan)	0	5	6
Eltham (Eastern Metropolitan)	0	6	4
Eltham (Eastern Metropolitan)	1	2	6818
Eltham (Eastern Metropolitan)	1	3	3625
Eltham (Eastern Metropolitan)	1	4	4588
Eltham (Eastern Metropolitan)	1	5	1597
Eltham (Eastern Metropolitan)	1	6	409
Essendon (Western Metropolitan)	0	1	9313
Essendon (Western Metropolitan)	0	2	970
Essendon (Western Metropolitan)	0	3	339
Essendon (Western Metropolitan)	0	4	119
Essendon (Western Metropolitan)	0	5	28
Essendon (Western Metropolitan)	0	6	14
Essendon (Western Metropolitan)	1	2	8097
Essendon (Western Metropolitan)	1	3	3804
Essendon (Western Metropolitan)	1	4	4001
Essendon (Western Metropolitan)	1	5	1407
Essendon (Western Metropolitan)	1	6	383
Euroa (Northern Victoria)	0	1	7976
Euroa (Northern Victoria)	0	2	573
Euroa (Northern Victoria)	0	3	77
Euroa (Northern Victoria)	0	4	18
Euroa (Northern Victoria)	0	5	5
Euroa (Northern Victoria)	0	6	4
Euroa (Northern Victoria)	1	2	9652
Euroa (Northern Victoria)	1	3	3377
Euroa (Northern Victoria)	1	4	2938
Euroa (Northern Victoria)	1	5	1370
Euroa (Northern Victoria)	1	6	667
Evelyn (Eastern Victoria)	0	1	4214
Evelyn (Eastern Victoria)	0	2	305
Evelyn (Eastern Victoria)	0	3	55
Evelyn (Eastern Victoria)	0	4	21
Evelyn (Eastern Victoria)	0	5	7
Evelyn (Eastern Victoria)	1	2	6852
Evelyn (Eastern Victoria)	1	3	3621
Evelyn (Eastern Victoria)	1	4	4106
Evelyn (Eastern Victoria)	1	5	1607
Evelyn (Eastern Victoria)	1	6	718
Ferntree Gully (Eastern Metropolitan)	0	1	4703
Ferntree Gully (Eastern Metropolitan)	0	2	397
Ferntree Gully (Eastern Metropolitan)	0	3	65
Ferntree Gully (Eastern Metropolitan)	0	4	34
Ferntree Gully (Eastern Metropolitan)	0	5	17
Ferntree Gully (Eastern Metropolitan)	0	6	6
Ferntree Gully (Eastern Metropolitan)	1	2	6591
Ferntree Gully (Eastern Metropolitan)	1	3	3988
Ferntree Gully (Eastern Metropolitan)	1	4	3958
Ferntree Gully (Eastern Metropolitan)	1	5	1428
Ferntree Gully (Eastern Metropolitan)	1	6	606
Footscray (Western Metropolitan)	0	1	9191
Footscray (Western Metropolitan)	0	2	1396
Footscray (Western Metropolitan)	0	3	552
Footscray (Western Metropolitan)	0	4	236
Footscray (Western Metropolitan)	0	5	97
Footscray (Western Metropolitan)	0	6	69
Footscray (Western Metropolitan)	1	2	8957
Footscray (Western Metropolitan)	1	3	4856
Footscray (Western Metropolitan)	1	4	4110
Footscray (Western Metropolitan)	1	5	1529
Footscray (Western Metropolitan)	1	6	908
Forest Hill (Eastern Metropolitan)	0	1	4779
Forest Hill (Eastern Metropolitan)	0	2	367
Forest Hill (Eastern Metropolitan)	0	3	163
Forest Hill (Eastern Metropolitan)	0	4	84
Forest Hill (Eastern Metropolitan)	0	5	35
Forest Hill (Eastern Metropolitan)	0	6	26
Forest Hill (Eastern Metropolitan)	1	2	6420
Forest Hill (Eastern Metropolitan)	1	3	3720
Forest Hill (Eastern Metropolitan)	1	4	4415
Forest Hill (Eastern Metropolitan)	1	5	1458
Forest Hill (Eastern Metropolitan)	1	6	555
Frankston (South-Eastern Metropolitan)	0	1	7668
Frankston (South-Eastern Metropolitan)	0	2	701
Frankston (South-Eastern Metropolitan)	0	3	115
Frankston (South-Eastern Metropolitan)	0	4	21
Frankston (South-Eastern Metropolitan)	0	5	15
Frankston (South-Eastern Metropolitan)	0	6	3
Frankston (South-Eastern Metropolitan)	1	2	7445
Frankston (South-Eastern Metropolitan)	1	3	3749
Frankston (South-Eastern Metropolitan)	1	4	3270
Frankston (South-Eastern Metropolitan)	1	5	1230
Frankston (South-Eastern Metropolitan)	1	6	470
Geelong (Western Victoria)	0	1	9591
Geelong (Western Victoria)	0	2	874
Geelong (Western Victoria)	0	3	312
Geelong (Western Victoria)	0	4	144
Geelong (Western Victoria)	0	5	35
Geelong (Western Victoria)	0	6	20
Geelong (Western Victoria)	1	2	8302
Geelong (Western Victoria)	1	3	3683
Geelong (Western Victoria)	1	4	3306
Geelong (Western Victoria)	1	5	1271
Geelong (Western Victoria)	1	6	386
Gembrook (Eastern Victoria)	0	1	5431
Gembrook (Eastern Victoria)	0	2	461
Gembrook (Eastern Victoria)	0	3	70
Gembrook (Eastern Victoria)	0	4	18
Gembrook (Eastern Victoria)	0	5	6
Gembrook (Eastern Victoria)	1	2	8448
Gembrook (Eastern Victoria)	1	3	5038
Gembrook (Eastern Victoria)	1	4	5789
Gembrook (Eastern Victoria)	1	5	2325
Gembrook (Eastern Victoria)	1	6	1049
Gippsland East (Eastern Victoria)	0	1	7831
Gippsland East (Eastern Victoria)	0	2	510
Gippsland East (Eastern Victoria)	0	3	68
Gippsland East (Eastern Victoria)	0	4	16
Gippsland East (Eastern Victoria)	0	5	4
Gippsland East (Eastern Victoria)	0	6	9
Gippsland East (Eastern Victoria)	1	2	9805
Gippsland East (Eastern Victoria)	1	3	2903
Gippsland East (Eastern Victoria)	1	4	2603
Gippsland East (Eastern Victoria)	1	5	1261
Gippsland East (Eastern Victoria)	1	6	543
Gippsland South (Eastern Victoria)	0	1	7254
Gippsland South (Eastern Victoria)	0	2	474
Gippsland South (Eastern Victoria)	0	3	50
Gippsland South (Eastern Victoria)	0	4	7
Gippsland South (Eastern Victoria)	0	6	3
Gippsland South (Eastern Victoria)	1	2	8542
Gippsland South (Eastern Victoria)	1	3	2814
Gippsland South (Eastern Victoria)	1	4	2552
Gippsland South (Eastern Victoria)	1	5	1265
Gippsland South (Eastern Victoria)	1	6	564
Hastings (Eastern Victoria)	0	1	6274
Hastings (Eastern Victoria)	0	2	437
Hastings (Eastern Victoria)	0	3	46
Hastings (Eastern Victoria)	0	4	7
Hastings (Eastern Victoria)	0	5	6
Hastings (Eastern Victoria)	0	6	4
Hastings (Eastern Victoria)	1	2	8245
Hastings (Eastern Victoria)	1	3	4171
Hastings (Eastern Victoria)	1	4	4303
Hastings (Eastern Victoria)	1	5	1815
Hastings (Eastern Victoria)	1	6	785
Hawthorn (Southern Metropolitan)	0	1	8125
Hawthorn (Southern Metropolitan)	0	2	1005
Hawthorn (Southern Metropolitan)	0	3	308
Hawthorn (Southern Metropolitan)	0	4	105
Hawthorn (Southern Metropolitan)	0	5	35
Hawthorn (Southern Metropolitan)	0	6	15
Hawthorn (Southern Metropolitan)	1	2	7793
Hawthorn (Southern Metropolitan)	1	3	3104
Hawthorn (Southern Metropolitan)	1	4	3760
Hawthorn (Southern Metropolitan)	1	5	1366
Hawthorn (Southern Metropolitan)	1	6	337
Ivanhoe (Eastern Metropolitan)	0	1	7020
Ivanhoe (Eastern Metropolitan)	0	2	628
Ivanhoe (Eastern Metropolitan)	0	3	216
Ivanhoe (Eastern Metropolitan)	0	4	86
Ivanhoe (Eastern Metropolitan)	0	5	17
Ivanhoe (Eastern Metropolitan)	0	6	12
Ivanhoe (Eastern Metropolitan)	1	2	7772
Ivanhoe (Eastern Metropolitan)	1	3	3985
Ivanhoe (Eastern Metropolitan)	1	4	4289
Ivanhoe (Eastern Metropolitan)	1	5	1382
Ivanhoe (Eastern Metropolitan)	1	6	466
Kew (Southern Metropolitan)	0	1	4970
Kew (Southern Metropolitan)	0	2	446
Kew (Southern Metropolitan)	0	3	175
Kew (Southern Metropolitan)	0	4	105
Kew (Southern Metropolitan)	0	5	39
Kew (Southern Metropolitan)	0	6	17
Kew (Southern Metropolitan)	1	2	6481
Kew (Southern Metropolitan)	1	3	3768
Kew (Southern Metropolitan)	1	4	4461
Kew (Southern Metropolitan)	1	5	1708
Kew (Southern Metropolitan)	1	6	546
Keysborough (South-Eastern Metropolitan)	0	1	4204
Keysborough (South-Eastern Metropolitan)	0	2	434
Keysborough (South-Eastern Metropolitan)	0	3	174
Keysborough (South-Eastern Metropolitan)	0	4	101
Keysborough (South-Eastern Metropolitan)	0	5	36
Keysborough (South-Eastern Metropolitan)	0	6	32
Keysborough (South-Eastern Metropolitan)	1	2	6008
Keysborough (South-Eastern Metropolitan)	1	3	4470
Keysborough (South-Eastern Metropolitan)	1	4	4780
Keysborough (South-Eastern Metropolitan)	1	5	2234
Keysborough (South-Eastern Metropolitan)	1	6	1582
Kororoit (Western Metropolitan)	0	1	4504
Kororoit (Western Metropolitan)	0	2	458
Kororoit (Western Metropolitan)	0	3	148
Kororoit (Western Metropolitan)	0	4	71
Kororoit (Western Metropolitan)	0	5	25
Kororoit (Western Metropolitan)	0	6	14
Kororoit (Western Metropolitan)	1	2	6847
Kororoit (Western Metropolitan)	1	3	5804
Kororoit (Western Metropolitan)	1	4	6909
Kororoit (Western Metropolitan)	1	5	3128
Kororoit (Western Metropolitan)	1	6	2168
Lara (Western Victoria)	0	1	7472
Lara (Western Victoria)	0	2	669
Lara (Western Victoria)	0	3	184
Lara (Western Victoria)	0	4	63
Lara (Western Victoria)	0	5	23
Lara (Western Victoria)	0	6	7
Lara (Western Victoria)	1	2	7848
Lara (Western Victoria)	1	3	4112
Lara (Western Victoria)	1	4	3515
Lara (Western Victoria)	1	5	1472
Lara (Western Victoria)	1	6	802
Lowan (Western Victoria)	0	1	7966
Lowan (Western Victoria)	0	2	507
Lowan (Western Victoria)	0	3	63
Lowan (Western Victoria)	0	4	17
Lowan (Western Victoria)	0	5	4
Lowan (Western Victoria)	1	2	8299
Lowan (Western Victoria)	1	3	2849
Lowan (Western Victoria)	1	4	2462
Lowan (Western Victoria)	1	5	1266
Lowan (Western Victoria)	1	6	470
Macedon (Northern Victoria)	0	1	5325
Macedon (Northern Victoria)	0	2	391
Macedon (Northern Victoria)	0	3	53
Macedon (Northern Victoria)	0	4	4
Macedon (Northern Victoria)	0	5	6
Macedon (Northern Victoria)	0	6	9
Macedon (Northern Victoria)	1	2	8298
Macedon (Northern Victoria)	1	3	3374
Macedon (Northern Victoria)	1	4	3911
Macedon (Northern Victoria)	1	5	1635
Macedon (Northern Victoria)	1	6	586
Malvern (Southern Metropolitan)	0	1	7756
Malvern (Southern Metropolitan)	0	2	801
Malvern (Southern Metropolitan)	0	3	269
Malvern (Southern Metropolitan)	0	4	113
Malvern (Southern Metropolitan)	0	5	37
Malvern (Southern Metropolitan)	0	6	3
Malvern (Southern Metropolitan)	1	2	7424
Malvern (Southern Metropolitan)	1	3	3029
Malvern (Southern Metropolitan)	1	4	3370
Malvern (Southern Metropolitan)	1	5	1284
Malvern (Southern Metropolitan)	1	6	276
Melbourne (Northern Metropolitan)	0	1	24332
Melbourne (Northern Metropolitan)	0	2	5682
Melbourne (Northern Metropolitan)	0	3	1776
Melbourne (Northern Metropolitan)	0	4	686
Melbourne (Northern Metropolitan)	0	5	179
Melbourne (Northern Metropolitan)	0	6	59
Melbourne (Northern Metropolitan)	1	2	16475
Melbourne (Northern Metropolitan)	1	3	4703
Melbourne (Northern Metropolitan)	1	4	2523
Melbourne (Northern Metropolitan)	1	5	589
Melbourne (Northern Metropolitan)	1	6	236
Melton (Western Victoria)	0	1	6933
Melton (Western Victoria)	0	2	653
Melton (Western Victoria)	0	3	90
Melton (Western Victoria)	0	4	26
Melton (Western Victoria)	0	5	12
Melton (Western Victoria)	0	6	5
Melton (Western Victoria)	1	2	8753
Melton (Western Victoria)	1	3	5782
Melton (Western Victoria)	1	4	5669
Melton (Western Victoria)	1	5	2662
Melton (Western Victoria)	1	6	1805
Mildura (Northern Victoria)	0	1	7226
Mildura (Northern Victoria)	0	2	582
Mildura (Northern Victoria)	0	3	146
Mildura (Northern Victoria)	0	4	71
Mildura (Northern Victoria)	0	5	38
Mildura (Northern Victoria)	0	6	38
Mildura (Northern Victoria)	1	2	8076
Mildura (Northern Victoria)	1	3	3304
Mildura (Northern Victoria)	1	4	2983
Mildura (Northern Victoria)	1	5	1528
Mildura (Northern Victoria)	1	6	812
Mill Park (Northern Metropolitan)	0	1	4067
Mill Park (Northern Metropolitan)	0	2	378
Mill Park (Northern Metropolitan)	0	3	83
Mill Park (Northern Metropolitan)	0	4	44
Mill Park (Northern Metropolitan)	0	5	11
Mill Park (Northern Metropolitan)	0	6	6
Mill Park (Northern Metropolitan)	1	2	6209
Mill Park (Northern Metropolitan)	1	3	4594
Mill Park (Northern Metropolitan)	1	4	5125
Mill Park (Northern Metropolitan)	1	5	2038
Mill Park (Northern Metropolitan)	1	6	937
Monbulk (Eastern Victoria)	0	1	3838
Monbulk (Eastern Victoria)	0	2	331
Monbulk (Eastern Victoria)	0	3	55
Monbulk (Eastern Victoria)	0	4	13
Monbulk (Eastern Victoria)	0	5	5
Monbulk (Eastern Victoria)	0	6	4
Monbulk (Eastern Victoria)	1	2	6464
Monbulk (Eastern Victoria)	1	3	3567
Monbulk (Eastern Victoria)	1	4	3910
Monbulk (Eastern Victoria)	1	5	1544
Monbulk (Eastern Victoria)	1	6	641
Mordialloc (South-Eastern Metropolitan)	0	1	6711
Mordialloc (South-Eastern Metropolitan)	0	2	421
Mordialloc (South-Eastern Metropolitan)	0	3	82
Mordialloc (South-Eastern Metropolitan)	0	4	15
Mordialloc (South-Eastern Metropolitan)	0	5	10
Mordialloc (South-Eastern Metropolitan)	0	6	6
Mordialloc (South-Eastern Metropolitan)	1	2	7283
Mordialloc (South-Eastern Metropolitan)	1	3	4054
Mordialloc (South-Eastern Metropolitan)	1	4	4709
Mordialloc (South-Eastern Metropolitan)	1	5	1500
Mordialloc (South-Eastern Metropolitan)	1	6	367
Mornington (Eastern Victoria)	0	1	5852
Mornington (Eastern Victoria)	0	2	267
Mornington (Eastern Victoria)	0	3	42
Mornington (Eastern Victoria)	0	4	15
Mornington (Eastern Victoria)	0	5	9
Mornington (Eastern Victoria)	1	2	8233
Mornington (Eastern Victoria)	1	3	3328
Mornington (Eastern Victoria)	1	4	4149
Mornington (Eastern Victoria)	1	5	1675
Mornington (Eastern Victoria)	1	6	492
Morwell (Eastern Victoria)	0	1	8067
Morwell (Eastern Victoria)	0	2	590
Morwell (Eastern Victoria)	0	3	79
Morwell (Eastern Victoria)	0	4	19
Morwell (Eastern Victoria)	0	5	14
Morwell (Eastern Victoria)	0	6	6
Morwell (Eastern Victoria)	1	2	8824
Morwell (Eastern Victoria)	1	3	3615
Morwell (Eastern Victoria)	1	4	3301
Morwell (Eastern Victoria)	1	5	1394
Morwell (Eastern Victoria)	1	6	618
Mount Waverley (Eastern Metropolitan)	0	1	4260
Mount Waverley (Eastern Metropolitan)	0	2	348
Mount Waverley (Eastern Metropolitan)	0	3	216
Mount Waverley (Eastern Metropolitan)	0	4	145
Mount Waverley (Eastern Metropolitan)	0	5	64
Mount Waverley (Eastern Metropolitan)	0	6	42
Mount Waverley (Eastern Metropolitan)	1	2	6388
Mount Waverley (Eastern Metropolitan)	1	3	4141
Mount Waverley (Eastern Metropolitan)	1	4	4889
Mount Waverley (Eastern Metropolitan)	1	5	1534
Mount Waverley (Eastern Metropolitan)	1	6	633
Mulgrave (South-Eastern Metropolitan)	0	1	4798
Mulgrave (South-Eastern Metropolitan)	0	2	469
Mulgrave (South-Eastern Metropolitan)	0	3	152
Mulgrave (South-Eastern Metropolitan)	0	4	94
Mulgrave (South-Eastern Metropolitan)	0	5	48
Mulgrave (South-Eastern Metropolitan)	0	6	26
Mulgrave (South-Eastern Metropolitan)	1	2	6599
Mulgrave (South-Eastern Metropolitan)	1	3	3935
Mulgrave (South-Eastern Metropolitan)	1	4	3940
Mulgrave (South-Eastern Metropolitan)	1	5	1496
Mulgrave (South-Eastern Metropolitan)	1	6	795
Murray Plains (Northern Victoria)	0	1	7475
Murray Plains (Northern Victoria)	0	2	515
Murray Plains (Northern Victoria)	0	3	78
Murray Plains (Northern Victoria)	0	4	37
Murray Plains (Northern Victoria)	0	5	4
Murray Plains (Northern Victoria)	0	6	4
Murray Plains (Northern Victoria)	1	2	8918
Murray Plains (Northern Victoria)	1	3	3120
Murray Plains (Northern Victoria)	1	4	2776
Murray Plains (Northern Victoria)	1	5	1463
Murray Plains (Northern Victoria)	1	6	677
Narracan (Eastern Victoria)	0	1	7876
Narracan (Eastern Victoria)	0	2	510
Narracan (Eastern Victoria)	0	3	59
Narracan (Eastern Victoria)	0	4	19
Narracan (Eastern Victoria)	0	5	10
Narracan (Eastern Victoria)	0	6	9
Narracan (Eastern Victoria)	1	2	9847
Narracan (Eastern Victoria)	1	3	3927
Narracan (Eastern Victoria)	1	4	3919
Narracan (Eastern Victoria)	1	5	1836
Narracan (Eastern Victoria)	1	6	894
Narre Warren North (South-Eastern Metropolitan)	0	1	3894
Narre Warren North (South-Eastern Metropolitan)	0	2	394
Narre Warren North (South-Eastern Metropolitan)	0	3	78
Narre Warren North (South-Eastern Metropolitan)	0	4	46
Narre Warren North (South-Eastern Metropolitan)	0	5	12
Narre Warren North (South-Eastern Metropolitan)	0	6	6
Narre Warren North (South-Eastern Metropolitan)	1	2	6150
Narre Warren North (South-Eastern Metropolitan)	1	3	4068
Narre Warren North (South-Eastern Metropolitan)	1	4	4211
Narre Warren North (South-Eastern Metropolitan)	1	5	1860
Narre Warren North (South-Eastern Metropolitan)	1	6	1233
Narre Warren South (South-Eastern Metropolitan)	0	1	3170
Narre Warren South (South-Eastern Metropolitan)	0	2	363
Narre Warren South (South-Eastern Metropolitan)	0	3	112
Narre Warren South (South-Eastern Metropolitan)	0	4	60
Narre Warren South (South-Eastern Metropolitan)	0	5	8
Narre Warren South (South-Eastern Metropolitan)	0	6	5
Narre Warren South (South-Eastern Metropolitan)	1	2	5727
Narre Warren South (South-Eastern Metropolitan)	1	3	5040
Narre Warren South (South-Eastern Metropolitan)	1	4	6123
Narre Warren South (South-Eastern Metropolitan)	1	5	2802
Narre Warren South (South-Eastern Metropolitan)	1	6	2048
Nepean (Eastern Victoria)	0	1	8175
Nepean (Eastern Victoria)	0	2	499
Nepean (Eastern Victoria)	0	3	58
Nepean (Eastern Victoria)	0	4	17
Nepean (Eastern Victoria)	0	5	6
Nepean (Eastern Victoria)	1	2	10498
