SA4_NAME16	Age	MaxSchoolingCompleted	Sex	adults
Sydney - South West	35-44	Did not go to school	M	836
Sydney - South West	35-44	Year 8 or below	F	1319
Sydney - South West	35-44	Year 8 or below	M	1196
Sydney - South West	35-44	Year 9	F	1129
Sydney - South West	35-44	Year 9	M	1152
Sydney - South West	35-44	Year 10	F	3217
Sydney - South West	35-44	Year 10	M	4141
Sydney - South West	35-44	Year 11	F	1406
Sydney - South West	35-44	Year 11	M	1544
Sydney - South West	35-44	Year 12	F	23463
Sydney - South West	35-44	Year 12	M	20736
Sydney - South West	45-54		F	1649
Sydney - South West	45-54		M	1722
Sydney - South West	45-54	Did not go to school	F	1706
Sydney - South West	45-54	Did not go to school	M	1263
Sydney - South West	45-54	Year 8 or below	F	1865
Sydney - South West	45-54	Year 8 or below	M	1625
Sydney - South West	45-54	Year 9	F	1543
Sydney - South West	45-54	Year 9	M	1421
Sydney - South West	45-54	Year 10	F	5596
Sydney - South West	45-54	Year 10	M	5813
Sydney - South West	45-54	Year 11	F	1450
Sydney - South West	45-54	Year 11	M	1483
Sydney - South West	45-54	Year 12	F	16663
Sydney - South West	45-54	Year 12	M	15532
Sydney - South West	55-64		F	1603
Sydney - South West	55-64		M	1772
Sydney - South West	55-64	Did not go to school	F	2674
Sydney - South West	55-64	Did not go to school	M	2004
Sydney - South West	55-64	Year 8 or below	F	2932
Sydney - South West	55-64	Year 8 or below	M	2349
Sydney - South West	55-64	Year 9	F	1776
Sydney - South West	55-64	Year 9	M	1682
Sydney - South West	55-64	Year 10	F	6587
Sydney - South West	55-64	Year 10	M	6440
Sydney - South West	55-64	Year 11	F	947
Sydney - South West	55-64	Year 11	M	1177
Sydney - South West	55-64	Year 12	F	10955
Sydney - South West	55-64	Year 12	M	11653
Sydney - South West	65-74		F	1414
Sydney - South West	65-74		M	1329
Sydney - South West	65-74	Did not go to school	F	2399
Sydney - South West	65-74	Did not go to school	M	1442
Sydney - South West	65-74	Year 8 or below	F	3482
Sydney - South West	65-74	Year 8 or below	M	2540
Sydney - South West	65-74	Year 9	F	1590
Sydney - South West	65-74	Year 9	M	1407
Sydney - South West	65-74	Year 10	F	4072
Sydney - South West	65-74	Year 10	M	3466
Sydney - South West	65-74	Year 11	F	392
Sydney - South West	65-74	Year 11	M	516
Sydney - South West	65-74	Year 12	F	5937
Sydney - South West	65-74	Year 12	M	7176
Sydney - South West	75-84		F	1085
Sydney - South West	75-84		M	1014
Sydney - South West	75-84	Did not go to school	F	1626
Sydney - South West	75-84	Did not go to school	M	808
Sydney - South West	75-84	Year 8 or below	F	2416
Sydney - South West	75-84	Year 8 or below	M	1926
Sydney - South West	75-84	Year 9	F	903
Sydney - South West	75-84	Year 9	M	674
Sydney - South West	75-84	Year 10	F	1803
Sydney - South West	75-84	Year 10	M	1597
Sydney - South West	75-84	Year 11	F	173
Sydney - South West	75-84	Year 11	M	211
Sydney - South West	75-84	Year 12	F	1709
Sydney - South West	75-84	Year 12	M	2496
Sydney - South West	85+		F	752
Sydney - South West	85+		M	540
Sydney - South West	85+	Did not go to school	F	1004
Sydney - South West	85+	Did not go to school	M	402
Sydney - South West	85+	Year 8 or below	F	1270
Sydney - South West	85+	Year 8 or below	M	765
Sydney - South West	85+	Year 9	F	336
Sydney - South West	85+	Year 9	M	225
Sydney - South West	85+	Year 10	F	531
Sydney - South West	85+	Year 10	M	353
Sydney - South West	85+	Year 11	F	39
Sydney - South West	85+	Year 11	M	38
Sydney - South West	85+	Year 12	F	384
Sydney - South West	85+	Year 12	M	526
Sydney - Sutherland	15-19		F	141
Sydney - Sutherland	15-19		M	168
Sydney - Sutherland	15-19	Did not go to school	F	4
Sydney - Sutherland	15-19	Did not go to school	M	4
Sydney - Sutherland	15-19	Year 8 or below	F	5
Sydney - Sutherland	15-19	Year 8 or below	M	13
Sydney - Sutherland	15-19	Year 9	F	33
Sydney - Sutherland	15-19	Year 9	M	72
Sydney - Sutherland	15-19	Year 10	F	266
Sydney - Sutherland	15-19	Year 10	M	654
Sydney - Sutherland	15-19	Year 11	F	199
Sydney - Sutherland	15-19	Year 11	M	383
Sydney - Sutherland	15-19	Year 12	F	1979
Sydney - Sutherland	15-19	Year 12	M	1711
Sydney - Sutherland	20-24		F	150
Sydney - Sutherland	20-24		M	183
Sydney - Sutherland	20-24	Did not go to school	F	3
Sydney - Sutherland	20-24	Did not go to school	M	18
Sydney - Sutherland	20-24	Year 8 or below	F	4
Sydney - Sutherland	20-24	Year 8 or below	M	6
Sydney - Sutherland	20-24	Year 9	F	14
Sydney - Sutherland	20-24	Year 9	M	67
Sydney - Sutherland	20-24	Year 10	F	324
Sydney - Sutherland	20-24	Year 10	M	666
Sydney - Sutherland	20-24	Year 11	F	227
Sydney - Sutherland	20-24	Year 11	M	525
Sydney - Sutherland	20-24	Year 12	F	5571
Sydney - Sutherland	20-24	Year 12	M	5162
Sydney - Sutherland	25-34		F	462
Sydney - Sutherland	25-34		M	507
Sydney - Sutherland	25-34	Did not go to school	F	17
Sydney - Sutherland	25-34	Did not go to school	M	28
Sydney - Sutherland	25-34	Year 8 or below	F	21
Sydney - Sutherland	25-34	Year 8 or below	M	34
Sydney - Sutherland	25-34	Year 9	F	91
Sydney - Sutherland	25-34	Year 9	M	106
Sydney - Sutherland	25-34	Year 10	F	918
Sydney - Sutherland	25-34	Year 10	M	1699
Sydney - Sutherland	25-34	Year 11	F	428
Sydney - Sutherland	25-34	Year 11	M	709
Sydney - Sutherland	25-34	Year 12	F	11514
Sydney - Sutherland	25-34	Year 12	M	9800
Sydney - Sutherland	35-44		F	480
Sydney - Sutherland	35-44		M	500
Sydney - Sutherland	35-44	Did not go to school	F	26
Sydney - Sutherland	35-44	Did not go to school	M	45
Sydney - Sutherland	35-44	Year 8 or below	F	39
Sydney - Sutherland	35-44	Year 8 or below	M	54
Sydney - Sutherland	35-44	Year 9	F	89
Sydney - Sutherland	35-44	Year 9	M	175
Sydney - Sutherland	35-44	Year 10	F	1225
Sydney - Sutherland	35-44	Year 10	M	2025
Sydney - Sutherland	35-44	Year 11	F	529
Sydney - Sutherland	35-44	Year 11	M	755
Sydney - Sutherland	35-44	Year 12	F	13466
Sydney - Sutherland	35-44	Year 12	M	11081
Sydney - Sutherland	45-54		F	429
Sydney - Sutherland	45-54		M	487
Sydney - Sutherland	45-54	Did not go to school	F	34
Sydney - Sutherland	45-54	Did not go to school	M	35
Sydney - Sutherland	45-54	Year 8 or below	F	72
Sydney - Sutherland	45-54	Year 8 or below	M	97
Sydney - Sutherland	45-54	Year 9	F	174
Sydney - Sutherland	45-54	Year 9	M	259
Sydney - Sutherland	45-54	Year 10	F	3309
Sydney - Sutherland	45-54	Year 10	M	3884
Sydney - Sutherland	45-54	Year 11	F	717
Sydney - Sutherland	45-54	Year 11	M	810
Sydney - Sutherland	45-54	Year 12	F	11656
Sydney - Sutherland	45-54	Year 12	M	9825
Sydney - Sutherland	55-64		F	354
Sydney - Sutherland	55-64		M	425
Sydney - Sutherland	55-64	Did not go to school	F	48
Sydney - Sutherland	55-64	Did not go to school	M	50
Sydney - Sutherland	55-64	Year 8 or below	F	191
Sydney - Sutherland	55-64	Year 8 or below	M	163
Sydney - Sutherland	55-64	Year 9	F	396
Sydney - Sutherland	55-64	Year 9	M	376
Sydney - Sutherland	55-64	Year 10	F	5133
Sydney - Sutherland	55-64	Year 10	M	4773
Sydney - Sutherland	55-64	Year 11	F	668
Sydney - Sutherland	55-64	Year 11	M	691
Sydney - Sutherland	55-64	Year 12	F	7831
Sydney - Sutherland	55-64	Year 12	M	7340
Sydney - Sutherland	65-74		F	489
Sydney - Sutherland	65-74		M	387
Sydney - Sutherland	65-74	Did not go to school	F	91
Sydney - Sutherland	65-74	Did not go to school	M	54
Sydney - Sutherland	65-74	Year 8 or below	F	522
Sydney - Sutherland	65-74	Year 8 or below	M	391
Sydney - Sutherland	65-74	Year 9	F	1176
Sydney - Sutherland	65-74	Year 9	M	816
Sydney - Sutherland	65-74	Year 10	F	4569
Sydney - Sutherland	65-74	Year 10	M	3056
Sydney - Sutherland	65-74	Year 11	F	411
Sydney - Sutherland	65-74	Year 11	M	494
Sydney - Sutherland	65-74	Year 12	F	4688
Sydney - Sutherland	65-74	Year 12	M	5724
Sydney - Sutherland	75-84		F	612
Sydney - Sutherland	75-84		M	441
Sydney - Sutherland	75-84	Did not go to school	F	96
Sydney - Sutherland	75-84	Did not go to school	M	73
Sydney - Sutherland	75-84	Year 8 or below	F	571
Sydney - Sutherland	75-84	Year 8 or below	M	491
Sydney - Sutherland	75-84	Year 9	F	1166
Sydney - Sutherland	75-84	Year 9	M	800
Sydney - Sutherland	75-84	Year 10	F	2959
Sydney - Sutherland	75-84	Year 10	M	2023
Sydney - Sutherland	75-84	Year 11	F	262
Sydney - Sutherland	75-84	Year 11	M	258
Sydney - Sutherland	75-84	Year 12	F	1853
Sydney - Sutherland	75-84	Year 12	M	2239
Sydney - Sutherland	85+		F	780
Sydney - Sutherland	85+		M	346
Sydney - Sutherland	85+	Did not go to school	F	58
Sydney - Sutherland	85+	Did not go to school	M	42
Sydney - Sutherland	85+	Year 8 or below	F	494
Sydney - Sutherland	85+	Year 8 or below	M	283
Sydney - Sutherland	85+	Year 9	F	718
Sydney - Sutherland	85+	Year 9	M	357
Sydney - Sutherland	85+	Year 10	F	1209
Sydney - Sutherland	85+	Year 10	M	663
Sydney - Sutherland	85+	Year 11	F	124
Sydney - Sutherland	85+	Year 11	M	95
Sydney - Sutherland	85+	Year 12	F	600
Sydney - Sutherland	85+	Year 12	M	668
No usual address (NSW)	15-19		F	88
No usual address (NSW)	15-19		M	89
No usual address (NSW)	15-19	Year 8 or below	F	6
No usual address (NSW)	15-19	Year 8 or below	M	5
No usual address (NSW)	15-19	Year 9	F	22
No usual address (NSW)	15-19	Year 9	M	12
No usual address (NSW)	15-19	Year 10	F	37
No usual address (NSW)	15-19	Year 10	M	35
No usual address (NSW)	15-19	Year 11	F	14
No usual address (NSW)	15-19	Year 11	M	13
No usual address (NSW)	15-19	Year 12	F	50
No usual address (NSW)	15-19	Year 12	M	38
No usual address (NSW)	20-24		F	129
No usual address (NSW)	20-24		M	140
No usual address (NSW)	20-24	Year 8 or below	M	10
No usual address (NSW)	20-24	Year 9	F	10
No usual address (NSW)	20-24	Year 9	M	9
No usual address (NSW)	20-24	Year 10	F	42
No usual address (NSW)	20-24	Year 10	M	45
No usual address (NSW)	20-24	Year 11	F	30
No usual address (NSW)	20-24	Year 11	M	30
No usual address (NSW)	20-24	Year 12	F	203
No usual address (NSW)	20-24	Year 12	M	163
No usual address (NSW)	25-34		F	337
No usual address (NSW)	25-34		M	414
No usual address (NSW)	25-34	Did not go to school	F	4
No usual address (NSW)	25-34	Did not go to school	M	7
No usual address (NSW)	25-34	Year 8 or below	F	8
No usual address (NSW)	25-34	Year 8 or below	M	27
No usual address (NSW)	25-34	Year 9	F	35
No usual address (NSW)	25-34	Year 9	M	51
No usual address (NSW)	25-34	Year 10	F	92
No usual address (NSW)	25-34	Year 10	M	155
No usual address (NSW)	25-34	Year 11	F	35
No usual address (NSW)	25-34	Year 11	M	56
No usual address (NSW)	25-34	Year 12	F	504
No usual address (NSW)	25-34	Year 12	M	445
No usual address (NSW)	35-44		F	295
No usual address (NSW)	35-44		M	489
No usual address (NSW)	35-44	Did not go to school	F	3
No usual address (NSW)	35-44	Did not go to school	M	11
No usual address (NSW)	35-44	Year 8 or below	F	12
No usual address (NSW)	35-44	Year 8 or below	M	34
No usual address (NSW)	35-44	Year 9	F	26
No usual address (NSW)	35-44	Year 9	M	54
No usual address (NSW)	35-44	Year 10	F	84
No usual address (NSW)	35-44	Year 10	M	167
No usual address (NSW)	35-44	Year 11	F	37
No usual address (NSW)	35-44	Year 11	M	38
No usual address (NSW)	35-44	Year 12	F	286
No usual address (NSW)	35-44	Year 12	M	306
No usual address (NSW)	45-54		F	206
No usual address (NSW)	45-54		M	449
No usual address (NSW)	45-54	Did not go to school	F	9
No usual address (NSW)	45-54	Did not go to school	M	3
No usual address (NSW)	45-54	Year 8 or below	F	21
No usual address (NSW)	45-54	Year 8 or below	M	39
No usual address (NSW)	45-54	Year 9	F	25
No usual address (NSW)	45-54	Year 9	M	53
No usual address (NSW)	45-54	Year 10	F	123
No usual address (NSW)	45-54	Year 10	M	162
No usual address (NSW)	45-54	Year 11	F	37
No usual address (NSW)	45-54	Year 11	M	47
No usual address (NSW)	45-54	Year 12	F	247
No usual address (NSW)	45-54	Year 12	M	253
No usual address (NSW)	55-64		F	153
No usual address (NSW)	55-64		M	313
No usual address (NSW)	55-64	Did not go to school	F	3
No usual address (NSW)	55-64	Did not go to school	M	10
No usual address (NSW)	55-64	Year 8 or below	F	11
No usual address (NSW)	55-64	Year 8 or below	M	33
No usual address (NSW)	55-64	Year 9	F	40
No usual address (NSW)	55-64	Year 9	M	60
No usual address (NSW)	55-64	Year 10	F	216
No usual address (NSW)	55-64	Year 10	M	276
No usual address (NSW)	55-64	Year 11	F	46
No usual address (NSW)	55-64	Year 11	M	44
No usual address (NSW)	55-64	Year 12	F	230
No usual address (NSW)	55-64	Year 12	M	207
No usual address (NSW)	65-74		F	72
No usual address (NSW)	65-74		M	141
No usual address (NSW)	65-74	Did not go to school	F	7
No usual address (NSW)	65-74	Did not go to school	M	3
No usual address (NSW)	65-74	Year 8 or below	F	24
No usual address (NSW)	65-74	Year 8 or below	M	56
No usual address (NSW)	65-74	Year 9	F	42
No usual address (NSW)	65-74	Year 9	M	68
No usual address (NSW)	65-74	Year 10	F	128
No usual address (NSW)	65-74	Year 10	M	168
No usual address (NSW)	65-74	Year 11	F	14
No usual address (NSW)	65-74	Year 11	M	37
No usual address (NSW)	65-74	Year 12	F	115
No usual address (NSW)	65-74	Year 12	M	183
No usual address (NSW)	75-84		F	22
No usual address (NSW)	75-84		M	44
No usual address (NSW)	75-84	Did not go to school	M	3
No usual address (NSW)	75-84	Year 8 or below	F	11
No usual address (NSW)	75-84	Year 8 or below	M	19
No usual address (NSW)	75-84	Year 9	F	5
No usual address (NSW)	75-84	Year 9	M	13
No usual address (NSW)	75-84	Year 10	F	28
No usual address (NSW)	75-84	Year 10	M	44
No usual address (NSW)	75-84	Year 11	F	3
No usual address (NSW)	75-84	Year 11	M	10
No usual address (NSW)	75-84	Year 12	F	27
No usual address (NSW)	75-84	Year 12	M	36
No usual address (NSW)	85+		F	14
No usual address (NSW)	85+		M	10
No usual address (NSW)	85+	Did not go to school	F	4
No usual address (NSW)	85+	Year 10	F	12
No usual address (NSW)	85+	Year 10	M	4
No usual address (NSW)	85+	Year 12	F	4
No usual address (NSW)	85+	Year 12	M	4
Ballarat	15-19		F	279
Ballarat	15-19		M	266
Ballarat	15-19	Did not go to school	F	8
Ballarat	15-19	Did not go to school	M	8
Ballarat	15-19	Year 8 or below	F	37
Ballarat	15-19	Year 8 or below	M	63
Ballarat	15-19	Year 9	F	75
Ballarat	15-19	Year 9	M	170
Ballarat	15-19	Year 10	F	226
Ballarat	15-19	Year 10	M	497
Ballarat	15-19	Year 11	F	188
Ballarat	15-19	Year 11	M	336
Ballarat	15-19	Year 12	F	1081
Ballarat	15-19	Year 12	M	895
Ballarat	20-24		F	272
Ballarat	20-24		M	311
Ballarat	20-24	Did not go to school	F	11
Ballarat	20-24	Did not go to school	M	14
Ballarat	20-24	Year 8 or below	F	46
Ballarat	20-24	Year 8 or below	M	78
Ballarat	20-24	Year 9	F	80
Ballarat	20-24	Year 9	M	122
Ballarat	20-24	Year 10	F	348
Ballarat	20-24	Year 10	M	559
Ballarat	20-24	Year 11	F	381
Ballarat	20-24	Year 11	M	571
Ballarat	20-24	Year 12	F	3563
Ballarat	20-24	Year 12	M	3144
Ballarat	25-34		F	600
Ballarat	25-34		M	631
Ballarat	25-34	Did not go to school	F	18
Ballarat	25-34	Did not go to school	M	41
Ballarat	25-34	Year 8 or below	F	77
Ballarat	25-34	Year 8 or below	M	176
Ballarat	25-34	Year 9	F	223
Ballarat	25-34	Year 9	M	420
Ballarat	25-34	Year 10	F	955
Ballarat	25-34	Year 10	M	1441
Ballarat	25-34	Year 11	F	835
Ballarat	25-34	Year 11	M	1099
Ballarat	25-34	Year 12	F	7771
Ballarat	25-34	Year 12	M	6409
Ballarat	35-44		F	568
Ballarat	35-44		M	591
Ballarat	35-44	Did not go to school	F	28
Ballarat	35-44	Did not go to school	M	18
Ballarat	35-44	Year 8 or below	F	92
Ballarat	35-44	Year 8 or below	M	211
Ballarat	35-44	Year 9	F	256
Ballarat	35-44	Year 9	M	425
Ballarat	35-44	Year 10	F	969
Ballarat	35-44	Year 10	M	1509
Ballarat	35-44	Year 11	F	872
Ballarat	35-44	Year 11	M	1106
Ballarat	35-44	Year 12	F	7912
Ballarat	35-44	Year 12	M	5944
Ballarat	45-54		F	646
Ballarat	45-54		M	742
Ballarat	45-54	Did not go to school	F	44
Ballarat	45-54	Did not go to school	M	44
Ballarat	45-54	Year 8 or below	F	161
Ballarat	45-54	Year 8 or below	M	252
Ballarat	45-54	Year 9	F	489
Ballarat	45-54	Year 9	M	705
Ballarat	45-54	Year 10	F	1572
Ballarat	45-54	Year 10	M	2149
Ballarat	45-54	Year 11	F	1934
Ballarat	45-54	Year 11	M	2036
Ballarat	45-54	Year 12	F	6740
Ballarat	45-54	Year 12	M	4981
Ballarat	55-64		F	645
Ballarat	55-64		M	727
Ballarat	55-64	Did not go to school	F	38
Ballarat	55-64	Did not go to school	M	44
Ballarat	55-64	Year 8 or below	F	312
Ballarat	55-64	Year 8 or below	M	414
Ballarat	55-64	Year 9	F	966
Ballarat	55-64	Year 9	M	1143
Ballarat	55-64	Year 10	F	2333
Ballarat	55-64	Year 10	M	2863
Ballarat	55-64	Year 11	F	2753
Ballarat	55-64	Year 11	M	2262
Ballarat	55-64	Year 12	F	4856
Ballarat	55-64	Year 12	M	3580
Ballarat	65-74		F	803
Ballarat	65-74		M	798
Ballarat	65-74	Did not go to school	F	34
Ballarat	65-74	Did not go to school	M	54
Ballarat	65-74	Year 8 or below	F	810
Ballarat	65-74	Year 8 or below	M	746
Ballarat	65-74	Year 9	F	1222
Ballarat	65-74	Year 9	M	1199
Ballarat	65-74	Year 10	F	2481
Ballarat	65-74	Year 10	M	2276
Ballarat	65-74	Year 11	F	1955
Ballarat	65-74	Year 11	M	1637
Ballarat	65-74	Year 12	F	3556
Ballarat	65-74	Year 12	M	3458
Ballarat	75-84		F	740
Ballarat	75-84		M	613
Ballarat	75-84	Did not go to school	F	21
Ballarat	75-84	Did not go to school	M	34
Ballarat	75-84	Year 8 or below	F	938
Ballarat	75-84	Year 8 or below	M	926
Ballarat	75-84	Year 9	F	768
Ballarat	75-84	Year 9	M	793
Ballarat	75-84	Year 10	F	1391
Ballarat	75-84	Year 10	M	1112
Ballarat	75-84	Year 11	F	748
Ballarat	75-84	Year 11	M	483
Ballarat	75-84	Year 12	F	1266
Ballarat	75-84	Year 12	M	1373
Ballarat	85+		F	497
Ballarat	85+		M	280
Ballarat	85+	Did not go to school	F	21
Ballarat	85+	Did not go to school	M	12
Ballarat	85+	Year 8 or below	F	717
Ballarat	85+	Year 8 or below	M	411
Ballarat	85+	Year 9	F	372
Ballarat	85+	Year 9	M	193
Ballarat	85+	Year 10	F	475
Ballarat	85+	Year 10	M	295
Ballarat	85+	Year 11	F	180
Ballarat	85+	Year 11	M	113
Ballarat	85+	Year 12	F	426
Ballarat	85+	Year 12	M	315
Bendigo	15-19		F	263
Bendigo	15-19		M	251
Bendigo	15-19	Did not go to school	F	4
Bendigo	15-19	Did not go to school	M	3
Bendigo	15-19	Year 8 or below	F	29
Bendigo	15-19	Year 8 or below	M	54
Bendigo	15-19	Year 9	F	64
Bendigo	15-19	Year 9	M	113
Bendigo	15-19	Year 10	F	216
Bendigo	15-19	Year 10	M	408
Bendigo	15-19	Year 11	F	204
Bendigo	15-19	Year 11	M	282
Bendigo	15-19	Year 12	F	1035
Bendigo	15-19	Year 12	M	841
Bendigo	20-24		F	234
Bendigo	20-24		M	272
Bendigo	20-24	Did not go to school	F	12
Bendigo	20-24	Did not go to school	M	17
Bendigo	20-24	Year 8 or below	F	38
Bendigo	20-24	Year 8 or below	M	37
Bendigo	20-24	Year 9	F	75
Bendigo	20-24	Year 9	M	103
Bendigo	20-24	Year 10	F	326
Bendigo	20-24	Year 10	M	531
Bendigo	20-24	Year 11	F	347
Bendigo	20-24	Year 11	M	553
Bendigo	20-24	Year 12	F	3313
Bendigo	20-24	Year 12	M	2917
Bendigo	25-34		F	604
Bendigo	25-34		M	632
Bendigo	25-34	Did not go to school	F	56
Bendigo	25-34	Did not go to school	M	60
Bendigo	25-34	Year 8 or below	F	127
Bendigo	25-34	Year 8 or below	M	161
Bendigo	25-34	Year 9	F	224
Bendigo	25-34	Year 9	M	353
Bendigo	25-34	Year 10	F	961
Bendigo	25-34	Year 10	M	1481
Bendigo	25-34	Year 11	F	776
Bendigo	25-34	Year 11	M	1058
Bendigo	25-34	Year 12	F	7243
Bendigo	25-34	Year 12	M	5717
Bendigo	35-44		F	581
Bendigo	35-44		M	605
Bendigo	35-44	Did not go to school	F	62
Bendigo	35-44	Did not go to school	M	74
Bendigo	35-44	Year 8 or below	F	127
Bendigo	35-44	Year 8 or below	M	195
Bendigo	35-44	Year 9	F	220
Bendigo	35-44	Year 9	M	390
Bendigo	35-44	Year 10	F	1037
Bendigo	35-44	Year 10	M	1627
Bendigo	35-44	Year 11	F	788
Bendigo	35-44	Year 11	M	938
Bendigo	35-44	Year 12	F	7556
Bendigo	35-44	Year 12	M	5684
Bendigo	45-54		F	644
Bendigo	45-54		M	716
Bendigo	45-54	Did not go to school	F	89
Bendigo	45-54	Did not go to school	M	72
Bendigo	45-54	Year 8 or below	F	158
Bendigo	45-54	Year 8 or below	M	249
Bendigo	45-54	Year 9	F	412
Bendigo	45-54	Year 9	M	596
Bendigo	45-54	Year 10	F	1459
Bendigo	45-54	Year 10	M	2019
Bendigo	45-54	Year 11	F	1702
Bendigo	45-54	Year 11	M	1774
Bendigo	45-54	Year 12	F	6564
Bendigo	45-54	Year 12	M	4875
Bendigo	55-64		F	720
Bendigo	55-64		M	758
Bendigo	55-64	Did not go to school	F	65
Bendigo	55-64	Did not go to school	M	79
Bendigo	55-64	Year 8 or below	F	313
Bendigo	55-64	Year 8 or below	M	403
Bendigo	55-64	Year 9	F	897
Bendigo	55-64	Year 9	M	929
Bendigo	55-64	Year 10	F	2354
Bendigo	55-64	Year 10	M	2707
Bendigo	55-64	Year 11	F	2575
Bendigo	55-64	Year 11	M	2329
Bendigo	55-64	Year 12	F	4868
Bendigo	55-64	Year 12	M	3496
Bendigo	65-74		F	755
Bendigo	65-74		M	754
Bendigo	65-74	Did not go to school	F	53
Bendigo	65-74	Did not go to school	M	57
Bendigo	65-74	Year 8 or below	F	768
Bendigo	65-74	Year 8 or below	M	730
Bendigo	65-74	Year 9	F	1105
Bendigo	65-74	Year 9	M	1120
Bendigo	65-74	Year 10	F	2389
Bendigo	65-74	Year 10	M	2233
Bendigo	65-74	Year 11	F	1848
Bendigo	65-74	Year 11	M	1578
Bendigo	65-74	Year 12	F	3668
Bendigo	65-74	Year 12	M	3542
Bendigo	75-84		F	764
Bendigo	75-84		M	597
Bendigo	75-84	Did not go to school	F	31
Bendigo	75-84	Did not go to school	M	34
Bendigo	75-84	Year 8 or below	F	955
Bendigo	75-84	Year 8 or below	M	849
Bendigo	75-84	Year 9	F	756
Bendigo	75-84	Year 9	M	843
Bendigo	75-84	Year 10	F	1285
Bendigo	75-84	Year 10	M	1058
Bendigo	75-84	Year 11	F	706
Bendigo	75-84	Year 11	M	497
Bendigo	75-84	Year 12	F	1330
Bendigo	75-84	Year 12	M	1464
Bendigo	85+		F	664
Bendigo	85+		M	363
Bendigo	85+	Did not go to school	F	27
Bendigo	85+	Did not go to school	M	11
Bendigo	85+	Year 8 or below	F	636
Bendigo	85+	Year 8 or below	M	443
Bendigo	85+	Year 9	F	371
Bendigo	85+	Year 9	M	232
Bendigo	85+	Year 10	F	445
Bendigo	85+	Year 10	M	296
Bendigo	85+	Year 11	F	172
Bendigo	85+	Year 11	M	100
Bendigo	85+	Year 12	F	420
Bendigo	85+	Year 12	M	335
Geelong	15-19		F	383
Geelong	15-19		M	393
Geelong	15-19	Did not go to school	F	9
Geelong	15-19	Did not go to school	M	13
Geelong	15-19	Year 8 or below	F	56
Geelong	15-19	Year 8 or below	M	85
Geelong	15-19	Year 9	F	116
Geelong	15-19	Year 9	M	207
Geelong	15-19	Year 10	F	342
Geelong	15-19	Year 10	M	587
Geelong	15-19	Year 11	F	276
Geelong	15-19	Year 11	M	525
Geelong	15-19	Year 12	F	2295
Geelong	15-19	Year 12	M	1953
Geelong	20-24		F	485
Geelong	20-24		M	571
Geelong	20-24	Did not go to school	F	22
Geelong	20-24	Did not go to school	M	36
Geelong	20-24	Year 8 or below	F	47
Geelong	20-24	Year 8 or below	M	88
Geelong	20-24	Year 9	F	108
Geelong	20-24	Year 9	M	179
Geelong	20-24	Year 10	F	433
Geelong	20-24	Year 10	M	790
Geelong	20-24	Year 11	F	533
Geelong	20-24	Year 11	M	888
Geelong	20-24	Year 12	F	7871
Geelong	20-24	Year 12	M	7428
Geelong	25-34		F	976
Geelong	25-34		M	1241
Geelong	25-34	Did not go to school	F	71
Geelong	25-34	Did not go to school	M	131
Geelong	25-34	Year 8 or below	F	139
Geelong	25-34	Year 8 or below	M	258
Geelong	25-34	Year 9	F	288
Geelong	25-34	Year 9	M	527
Geelong	25-34	Year 10	F	1383
Geelong	25-34	Year 10	M	2428
Geelong	25-34	Year 11	F	1328
Geelong	25-34	Year 11	M	2052
Geelong	25-34	Year 12	F	17664
Geelong	25-34	Year 12	M	15222
Geelong	35-44		F	1030
Geelong	35-44		M	1019
Geelong	35-44	Did not go to school	F	128
Geelong	35-44	Did not go to school	M	123
Geelong	35-44	Year 8 or below	F	202
Geelong	35-44	Year 8 or below	M	289
Geelong	35-44	Year 9	F	365
Geelong	35-44	Year 9	M	650
Geelong	35-44	Year 10	F	1493
Geelong	35-44	Year 10	M	2565
Geelong	35-44	Year 11	F	1347
Geelong	35-44	Year 11	M	1977
Geelong	35-44	Year 12	F	17329
Geelong	35-44	Year 12	M	13733
Geelong	45-54		F	902
Geelong	45-54		M	1030
Geelong	45-54	Did not go to school	F	133
Geelong	45-54	Did not go to school	M	131
Geelong	45-54	Year 8 or below	F	299
Geelong	45-54	Year 8 or below	M	340
Geelong	45-54	Year 9	F	722
Geelong	45-54	Year 9	M	927
Geelong	45-54	Year 10	F	2298
Geelong	45-54	Year 10	M	3125
Geelong	45-54	Year 11	F	3423
Geelong	45-54	Year 11	M	3907
Geelong	45-54	Year 12	F	13253
Geelong	45-54	Year 12	M	10210
Geelong	55-64		F	944
Geelong	55-64		M	1006
Geelong	55-64	Did not go to school	F	121
Geelong	55-64	Did not go to school	M	111
Geelong	55-64	Year 8 or below	F	561
Geelong	55-64	Year 8 or below	M	547
Geelong	55-64	Year 9	F	1265
Geelong	55-64	Year 9	M	1212
Geelong	55-64	Year 10	F	3689
Geelong	55-64	Year 10	M	3893
Geelong	55-64	Year 11	F	4943
Geelong	55-64	Year 11	M	4722
Geelong	55-64	Year 12	F	9392
Geelong	55-64	Year 12	M	7152
Geelong	65-74		F	1232
Geelong	65-74		M	1120
Geelong	65-74	Did not go to school	F	133
Geelong	65-74	Did not go to school	M	104
Geelong	65-74	Year 8 or below	F	1292
Geelong	65-74	Year 8 or below	M	1096
Geelong	65-74	Year 9	F	1871
Geelong	65-74	Year 9	M	1499
Geelong	65-74	Year 10	F	4271
Geelong	65-74	Year 10	M	3619
Geelong	65-74	Year 11	F	3527
