SA4_NAME16	DwellingStructure	DwellingSubtype	NumberBedrooms.min	occupied_private_dwellings
Sydney - Inner South West	Flat/apartment	Attached to a house		37
Sydney - Inner South West	Flat/apartment	Attached to a house	1	177
Sydney - Inner South West	Flat/apartment	Attached to a house	2	555
Sydney - Inner South West	Flat/apartment	Attached to a house	3	283
Sydney - Inner South West	Flat/apartment	Attached to a house	4	143
Sydney - Inner South West	Flat/apartment	Attached to a house	5	92
Sydney - Inner South West	Flat/apartment	Attached to a house	6	30
Sydney - Inner South West	Separate house			1457
Sydney - Inner South West	Separate house		0	170
Sydney - Inner South West	Separate house		1	940
Sydney - Inner South West	Separate house		2	10313
Sydney - Inner South West	Separate house		3	43157
Sydney - Inner South West	Separate house		4	30932
Sydney - Inner South West	Separate house		5	11703
Sydney - Inner South West	Separate house		6	3024
Sydney - Inner West				29
Sydney - Inner West			0	22
Sydney - Inner West			1	75
Sydney - Inner West			2	92
Sydney - Inner West			3	44
Sydney - Inner West			4	15
Sydney - Inner West			5	4
Sydney - Inner West			6	3
Sydney - Inner West		1 storey		59
Sydney - Inner West		1 storey	0	22
Sydney - Inner West		1 storey	1	438
Sydney - Inner West		1 storey	2	3378
Sydney - Inner West		1 storey	3	3012
Sydney - Inner West		1 storey	4	841
Sydney - Inner West		1 storey	5	110
Sydney - Inner West		1 storey	6	30
Sydney - Inner West		2 storeys or more		77
Sydney - Inner West		2 storeys or more	0	47
Sydney - Inner West		2 storeys or more	1	487
Sydney - Inner West		2 storeys or more	2	2720
Sydney - Inner West		2 storeys or more	3	4836
Sydney - Inner West		2 storeys or more	4	1778
Sydney - Inner West		2 storeys or more	5	367
Sydney - Inner West		2 storeys or more	6	127
Sydney - Inner West	(Other)			17
Sydney - Inner West	(Other)		0	48
Sydney - Inner West	(Other)		1	252
Sydney - Inner West	(Other)		2	473
Sydney - Inner West	(Other)		3	248
Sydney - Inner West	(Other)		4	44
Sydney - Inner West	(Other)		5	8
Sydney - Inner West	(Other)		6	3
Sydney - Inner West	Flat/apartment		0	6
Sydney - Inner West	Flat/apartment	1 or 2 storey block		178
Sydney - Inner West	Flat/apartment	1 or 2 storey block	0	328
Sydney - Inner West	Flat/apartment	1 or 2 storey block	1	2499
Sydney - Inner West	Flat/apartment	1 or 2 storey block	2	6981
Sydney - Inner West	Flat/apartment	1 or 2 storey block	3	1856
Sydney - Inner West	Flat/apartment	1 or 2 storey block	4	189
Sydney - Inner West	Flat/apartment	1 or 2 storey block	5	44
Sydney - Inner West	Flat/apartment	1 or 2 storey block	6	24
Sydney - Inner West	Flat/apartment	3 storey block		170
Sydney - Inner West	Flat/apartment	3 storey block	0	271
Sydney - Inner West	Flat/apartment	3 storey block	1	2263
Sydney - Inner West	Flat/apartment	3 storey block	2	10570
Sydney - Inner West	Flat/apartment	3 storey block	3	1983
Sydney - Inner West	Flat/apartment	3 storey block	4	110
Sydney - Inner West	Flat/apartment	3 storey block	5	11
Sydney - Inner West	Flat/apartment	3 storey block	6	11
Sydney - Inner West	Flat/apartment	4-8 storey block		231
Sydney - Inner West	Flat/apartment	4-8 storey block	0	289
Sydney - Inner West	Flat/apartment	4-8 storey block	1	4202
Sydney - Inner West	Flat/apartment	4-8 storey block	2	11264
Sydney - Inner West	Flat/apartment	4-8 storey block	3	3441
Sydney - Inner West	Flat/apartment	4-8 storey block	4	153
Sydney - Inner West	Flat/apartment	4-8 storey block	5	45
Sydney - Inner West	Flat/apartment	4-8 storey block	6	5
Sydney - Inner West	Flat/apartment	9 or more storey block		143
Sydney - Inner West	Flat/apartment	9 or more storey block	0	85
Sydney - Inner West	Flat/apartment	9 or more storey block	1	2334
Sydney - Inner West	Flat/apartment	9 or more storey block	2	6091
Sydney - Inner West	Flat/apartment	9 or more storey block	3	1356
Sydney - Inner West	Flat/apartment	9 or more storey block	4	38
Sydney - Inner West	Flat/apartment	9 or more storey block	5	6
Sydney - Inner West	Flat/apartment	Attached to a house		8
Sydney - Inner West	Flat/apartment	Attached to a house	1	57
Sydney - Inner West	Flat/apartment	Attached to a house	2	114
Sydney - Inner West	Flat/apartment	Attached to a house	3	44
Sydney - Inner West	Flat/apartment	Attached to a house	4	38
Sydney - Inner West	Flat/apartment	Attached to a house	5	9
Sydney - Inner West	Flat/apartment	Attached to a house	6	5
Sydney - Inner West	Separate house			346
Sydney - Inner West	Separate house		0	95
Sydney - Inner West	Separate house		1	436
Sydney - Inner West	Separate house		2	4535
Sydney - Inner West	Separate house		3	16731
Sydney - Inner West	Separate house		4	11975
Sydney - Inner West	Separate house		5	4341
Sydney - Inner West	Separate house		6	1200
Sydney - North Sydney and Hornsby				23
Sydney - North Sydney and Hornsby			0	7
Sydney - North Sydney and Hornsby			1	63
Sydney - North Sydney and Hornsby			2	75
Sydney - North Sydney and Hornsby			3	30
Sydney - North Sydney and Hornsby			4	19
Sydney - North Sydney and Hornsby			5	5
Sydney - North Sydney and Hornsby			6	6
Sydney - North Sydney and Hornsby		1 storey		19
Sydney - North Sydney and Hornsby		1 storey	0	10
Sydney - North Sydney and Hornsby		1 storey	1	204
Sydney - North Sydney and Hornsby		1 storey	2	1120
Sydney - North Sydney and Hornsby		1 storey	3	1679
Sydney - North Sydney and Hornsby		1 storey	4	410
Sydney - North Sydney and Hornsby		1 storey	5	59
Sydney - North Sydney and Hornsby		1 storey	6	6
Sydney - North Sydney and Hornsby		2 storeys or more		47
Sydney - North Sydney and Hornsby		2 storeys or more	0	23
Sydney - North Sydney and Hornsby		2 storeys or more	1	411
Sydney - North Sydney and Hornsby		2 storeys or more	2	1649
Sydney - North Sydney and Hornsby		2 storeys or more	3	5078
Sydney - North Sydney and Hornsby		2 storeys or more	4	1121
Sydney - North Sydney and Hornsby		2 storeys or more	5	138
Sydney - North Sydney and Hornsby		2 storeys or more	6	30
Sydney - North Sydney and Hornsby	(Other)			9
Sydney - North Sydney and Hornsby	(Other)		0	13
Sydney - North Sydney and Hornsby	(Other)		1	129
Sydney - North Sydney and Hornsby	(Other)		2	180
Sydney - North Sydney and Hornsby	(Other)		3	87
Sydney - North Sydney and Hornsby	(Other)		4	18
Sydney - North Sydney and Hornsby	Flat/apartment		0	7
Sydney - North Sydney and Hornsby	Flat/apartment	1 or 2 storey block		95
Sydney - North Sydney and Hornsby	Flat/apartment	1 or 2 storey block	0	141
Sydney - North Sydney and Hornsby	Flat/apartment	1 or 2 storey block	1	1704
Sydney - North Sydney and Hornsby	Flat/apartment	1 or 2 storey block	2	4994
Sydney - North Sydney and Hornsby	Flat/apartment	1 or 2 storey block	3	2667
Sydney - North Sydney and Hornsby	Flat/apartment	1 or 2 storey block	4	212
Sydney - North Sydney and Hornsby	Flat/apartment	1 or 2 storey block	5	44
Sydney - North Sydney and Hornsby	Flat/apartment	1 or 2 storey block	6	16
Sydney - North Sydney and Hornsby	Flat/apartment	3 storey block		201
Sydney - North Sydney and Hornsby	Flat/apartment	3 storey block	0	464
Sydney - North Sydney and Hornsby	Flat/apartment	3 storey block	1	4033
Sydney - North Sydney and Hornsby	Flat/apartment	3 storey block	2	12659
Sydney - North Sydney and Hornsby	Flat/apartment	3 storey block	3	3370
Sydney - North Sydney and Hornsby	Flat/apartment	3 storey block	4	127
Sydney - North Sydney and Hornsby	Flat/apartment	3 storey block	5	10
Sydney - North Sydney and Hornsby	Flat/apartment	3 storey block	6	15
Sydney - North Sydney and Hornsby	Flat/apartment	4-8 storey block		212
Sydney - North Sydney and Hornsby	Flat/apartment	4-8 storey block	0	350
Sydney - North Sydney and Hornsby	Flat/apartment	4-8 storey block	1	5759
Sydney - North Sydney and Hornsby	Flat/apartment	4-8 storey block	2	13441
Sydney - North Sydney and Hornsby	Flat/apartment	4-8 storey block	3	4754
Sydney - North Sydney and Hornsby	Flat/apartment	4-8 storey block	4	116
Sydney - North Sydney and Hornsby	Flat/apartment	4-8 storey block	5	9
Sydney - North Sydney and Hornsby	Flat/apartment	4-8 storey block	6	13
Sydney - North Sydney and Hornsby	Flat/apartment	9 or more storey block		167
Sydney - North Sydney and Hornsby	Flat/apartment	9 or more storey block	0	651
Sydney - North Sydney and Hornsby	Flat/apartment	9 or more storey block	1	5465
Sydney - North Sydney and Hornsby	Flat/apartment	9 or more storey block	2	8717
Sydney - North Sydney and Hornsby	Flat/apartment	9 or more storey block	3	2641
Sydney - North Sydney and Hornsby	Flat/apartment	9 or more storey block	4	97
Sydney - North Sydney and Hornsby	Flat/apartment	9 or more storey block	5	8
Sydney - North Sydney and Hornsby	Flat/apartment	9 or more storey block	6	7
Sydney - North Sydney and Hornsby	Flat/apartment	Attached to a house		3
Sydney - North Sydney and Hornsby	Flat/apartment	Attached to a house	1	70
Sydney - North Sydney and Hornsby	Flat/apartment	Attached to a house	2	175
Sydney - North Sydney and Hornsby	Flat/apartment	Attached to a house	3	67
Sydney - North Sydney and Hornsby	Flat/apartment	Attached to a house	4	33
Sydney - North Sydney and Hornsby	Flat/apartment	Attached to a house	5	37
Sydney - North Sydney and Hornsby	Flat/apartment	Attached to a house	6	7
Sydney - North Sydney and Hornsby	Separate house			424
Sydney - North Sydney and Hornsby	Separate house		0	80
Sydney - North Sydney and Hornsby	Separate house		1	467
Sydney - North Sydney and Hornsby	Separate house		2	3601
Sydney - North Sydney and Hornsby	Separate house		3	21062
Sydney - North Sydney and Hornsby	Separate house		4	30954
Sydney - North Sydney and Hornsby	Separate house		5	14241
Sydney - North Sydney and Hornsby	Separate house		6	2799
Sydney - Northern Beaches				17
Sydney - Northern Beaches			0	7
Sydney - Northern Beaches			1	38
Sydney - Northern Beaches			2	63
Sydney - Northern Beaches			3	33
Sydney - Northern Beaches			4	17
Sydney - Northern Beaches			5	9
Sydney - Northern Beaches			6	4
Sydney - Northern Beaches		1 storey		26
Sydney - Northern Beaches		1 storey	0	100
Sydney - Northern Beaches		1 storey	1	381
Sydney - Northern Beaches		1 storey	2	680
Sydney - Northern Beaches		1 storey	3	626
Sydney - Northern Beaches		1 storey	4	239
Sydney - Northern Beaches		1 storey	5	44
Sydney - Northern Beaches		1 storey	6	11
Sydney - Northern Beaches		2 storeys or more		77
Sydney - Northern Beaches		2 storeys or more	0	31
Sydney - Northern Beaches		2 storeys or more	1	620
Sydney - Northern Beaches		2 storeys or more	2	1550
Sydney - Northern Beaches		2 storeys or more	3	3134
Sydney - Northern Beaches		2 storeys or more	4	660
Sydney - Northern Beaches		2 storeys or more	5	113
Sydney - Northern Beaches		2 storeys or more	6	25
Sydney - Northern Beaches	(Other)			11
Sydney - Northern Beaches	(Other)		0	8
Sydney - Northern Beaches	(Other)		1	90
Sydney - Northern Beaches	(Other)		2	181
Sydney - Northern Beaches	(Other)		3	69
Sydney - Northern Beaches	(Other)		4	13
Sydney - Northern Beaches	(Other)		5	4
Sydney - Northern Beaches	Flat/apartment		0	15
Sydney - Northern Beaches	Flat/apartment	1 or 2 storey block		105
Sydney - Northern Beaches	Flat/apartment	1 or 2 storey block	0	189
Sydney - Northern Beaches	Flat/apartment	1 or 2 storey block	1	1602
Sydney - Northern Beaches	Flat/apartment	1 or 2 storey block	2	3173
Sydney - Northern Beaches	Flat/apartment	1 or 2 storey block	3	1422
Sydney - Northern Beaches	Flat/apartment	1 or 2 storey block	4	203
Sydney - Northern Beaches	Flat/apartment	1 or 2 storey block	5	42
Sydney - Northern Beaches	Flat/apartment	1 or 2 storey block	6	15
Sydney - Northern Beaches	Flat/apartment	3 storey block		155
Sydney - Northern Beaches	Flat/apartment	3 storey block	0	70
Sydney - Northern Beaches	Flat/apartment	3 storey block	1	2396
Sydney - Northern Beaches	Flat/apartment	3 storey block	2	9455
Sydney - Northern Beaches	Flat/apartment	3 storey block	3	1578
Sydney - Northern Beaches	Flat/apartment	3 storey block	4	77
Sydney - Northern Beaches	Flat/apartment	3 storey block	5	11
Sydney - Northern Beaches	Flat/apartment	3 storey block	6	11
Sydney - Northern Beaches	Flat/apartment	4-8 storey block		80
Sydney - Northern Beaches	Flat/apartment	4-8 storey block	0	164
Sydney - Northern Beaches	Flat/apartment	4-8 storey block	1	2043
Sydney - Northern Beaches	Flat/apartment	4-8 storey block	2	4900
Sydney - Northern Beaches	Flat/apartment	4-8 storey block	3	1305
Sydney - Northern Beaches	Flat/apartment	4-8 storey block	4	38
Sydney - Northern Beaches	Flat/apartment	4-8 storey block	5	7
Sydney - Northern Beaches	Flat/apartment	4-8 storey block	6	3
Sydney - Northern Beaches	Flat/apartment	9 or more storey block		22
Sydney - Northern Beaches	Flat/apartment	9 or more storey block	0	16
Sydney - Northern Beaches	Flat/apartment	9 or more storey block	1	431
Sydney - Northern Beaches	Flat/apartment	9 or more storey block	2	877
Sydney - Northern Beaches	Flat/apartment	9 or more storey block	3	549
Sydney - Northern Beaches	Flat/apartment	9 or more storey block	4	11
Sydney - Northern Beaches	Flat/apartment	Attached to a house	1	123
Sydney - Northern Beaches	Flat/apartment	Attached to a house	2	207
Sydney - Northern Beaches	Flat/apartment	Attached to a house	3	80
Sydney - Northern Beaches	Flat/apartment	Attached to a house	4	56
Sydney - Northern Beaches	Flat/apartment	Attached to a house	5	24
Sydney - Northern Beaches	Flat/apartment	Attached to a house	6	6
Sydney - Northern Beaches	Separate house			384
Sydney - Northern Beaches	Separate house		0	167
Sydney - Northern Beaches	Separate house		1	802
Sydney - Northern Beaches	Separate house		2	3223
Sydney - Northern Beaches	Separate house		3	16748
Sydney - Northern Beaches	Separate house		4	21780
Sydney - Northern Beaches	Separate house		5	8842
Sydney - Northern Beaches	Separate house		6	2099
Sydney - Outer South West				19
Sydney - Outer South West			1	24
Sydney - Outer South West			2	41
Sydney - Outer South West			3	34
Sydney - Outer South West			4	16
Sydney - Outer South West			5	5
Sydney - Outer South West			6	3
Sydney - Outer South West		1 storey		106
Sydney - Outer South West		1 storey	0	29
Sydney - Outer South West		1 storey	1	241
Sydney - Outer South West		1 storey	2	2198
Sydney - Outer South West		1 storey	3	2258
Sydney - Outer South West		1 storey	4	216
Sydney - Outer South West		1 storey	5	20
Sydney - Outer South West		1 storey	6	15
Sydney - Outer South West		2 storeys or more		118
Sydney - Outer South West		2 storeys or more	0	22
Sydney - Outer South West		2 storeys or more	1	437
Sydney - Outer South West		2 storeys or more	2	1781
Sydney - Outer South West		2 storeys or more	3	2495
Sydney - Outer South West		2 storeys or more	4	660
Sydney - Outer South West		2 storeys or more	5	79
Sydney - Outer South West		2 storeys or more	6	13
Sydney - Outer South West	(Other)			8
Sydney - Outer South West	(Other)		0	21
Sydney - Outer South West	(Other)		1	71
Sydney - Outer South West	(Other)		2	58
Sydney - Outer South West	(Other)		3	12
Sydney - Outer South West	(Other)		4	4
Sydney - Outer South West	(Other)		6	3
Sydney - Outer South West	Flat/apartment		0	4
Sydney - Outer South West	Flat/apartment	1 or 2 storey block		30
Sydney - Outer South West	Flat/apartment	1 or 2 storey block	0	34
Sydney - Outer South West	Flat/apartment	1 or 2 storey block	1	207
Sydney - Outer South West	Flat/apartment	1 or 2 storey block	2	809
Sydney - Outer South West	Flat/apartment	1 or 2 storey block	3	189
Sydney - Outer South West	Flat/apartment	1 or 2 storey block	4	24
Sydney - Outer South West	Flat/apartment	1 or 2 storey block	5	5
Sydney - Outer South West	Flat/apartment	3 storey block		13
Sydney - Outer South West	Flat/apartment	3 storey block	1	17
Sydney - Outer South West	Flat/apartment	3 storey block	2	311
Sydney - Outer South West	Flat/apartment	3 storey block	3	165
Sydney - Outer South West	Flat/apartment	4-8 storey block		18
Sydney - Outer South West	Flat/apartment	4-8 storey block	0	4
Sydney - Outer South West	Flat/apartment	4-8 storey block	1	140
Sydney - Outer South West	Flat/apartment	4-8 storey block	2	1123
Sydney - Outer South West	Flat/apartment	4-8 storey block	3	309
Sydney - Outer South West	Flat/apartment	9 or more storey block	1	30
Sydney - Outer South West	Flat/apartment	9 or more storey block	2	118
Sydney - Outer South West	Flat/apartment	9 or more storey block	3	31
Sydney - Outer South West	Flat/apartment	Attached to a house		15
Sydney - Outer South West	Flat/apartment	Attached to a house	1	88
Sydney - Outer South West	Flat/apartment	Attached to a house	2	239
Sydney - Outer South West	Flat/apartment	Attached to a house	3	73
Sydney - Outer South West	Flat/apartment	Attached to a house	4	58
Sydney - Outer South West	Flat/apartment	Attached to a house	5	27
Sydney - Outer South West	Flat/apartment	Attached to a house	6	13
Sydney - Outer South West	Separate house			969
Sydney - Outer South West	Separate house		0	103
Sydney - Outer South West	Separate house		1	690
Sydney - Outer South West	Separate house		2	3170
Sydney - Outer South West	Separate house		3	29980
Sydney - Outer South West	Separate house		4	35307
Sydney - Outer South West	Separate house		5	8499
Sydney - Outer South West	Separate house		6	2078
Sydney - Outer West and Blue Mountains				31
Sydney - Outer West and Blue Mountains			0	7
Sydney - Outer West and Blue Mountains			1	36
Sydney - Outer West and Blue Mountains			2	43
Sydney - Outer West and Blue Mountains			3	40
Sydney - Outer West and Blue Mountains			4	26
Sydney - Outer West and Blue Mountains			5	16
Sydney - Outer West and Blue Mountains			6	7
Sydney - Outer West and Blue Mountains		1 storey		87
Sydney - Outer West and Blue Mountains		1 storey	0	49
Sydney - Outer West and Blue Mountains		1 storey	1	475
Sydney - Outer West and Blue Mountains		1 storey	2	1577
Sydney - Outer West and Blue Mountains		1 storey	3	2579
Sydney - Outer West and Blue Mountains		1 storey	4	310
Sydney - Outer West and Blue Mountains		1 storey	5	44
Sydney - Outer West and Blue Mountains		1 storey	6	20
Sydney - Outer West and Blue Mountains		2 storeys or more		111
Sydney - Outer West and Blue Mountains		2 storeys or more	0	11
Sydney - Outer West and Blue Mountains		2 storeys or more	1	341
Sydney - Outer West and Blue Mountains		2 storeys or more	2	1324
Sydney - Outer West and Blue Mountains		2 storeys or more	3	4374
Sydney - Outer West and Blue Mountains		2 storeys or more	4	1019
Sydney - Outer West and Blue Mountains		2 storeys or more	5	65
Sydney - Outer West and Blue Mountains		2 storeys or more	6	14
Sydney - Outer West and Blue Mountains	(Other)		0	10
Sydney - Outer West and Blue Mountains	(Other)		1	56
Sydney - Outer West and Blue Mountains	(Other)		2	114
Sydney - Outer West and Blue Mountains	(Other)		3	42
Sydney - Outer West and Blue Mountains	(Other)		4	14
Sydney - Outer West and Blue Mountains	(Other)		5	5
Sydney - Outer West and Blue Mountains	(Other)		6	3
Sydney - Outer West and Blue Mountains	Flat/apartment		0	4
Sydney - Outer West and Blue Mountains	Flat/apartment	1 or 2 storey block		61
Sydney - Outer West and Blue Mountains	Flat/apartment	1 or 2 storey block	0	65
Sydney - Outer West and Blue Mountains	Flat/apartment	1 or 2 storey block	1	613
Sydney - Outer West and Blue Mountains	Flat/apartment	1 or 2 storey block	2	1604
Sydney - Outer West and Blue Mountains	Flat/apartment	1 or 2 storey block	3	246
Sydney - Outer West and Blue Mountains	Flat/apartment	1 or 2 storey block	4	26
Sydney - Outer West and Blue Mountains	Flat/apartment	1 or 2 storey block	5	6
Sydney - Outer West and Blue Mountains	Flat/apartment	1 or 2 storey block	6	4
Sydney - Outer West and Blue Mountains	Flat/apartment	3 storey block		35
Sydney - Outer West and Blue Mountains	Flat/apartment	3 storey block	0	25
Sydney - Outer West and Blue Mountains	Flat/apartment	3 storey block	1	162
Sydney - Outer West and Blue Mountains	Flat/apartment	3 storey block	2	1392
Sydney - Outer West and Blue Mountains	Flat/apartment	3 storey block	3	195
Sydney - Outer West and Blue Mountains	Flat/apartment	3 storey block	4	5
Sydney - Outer West and Blue Mountains	Flat/apartment	3 storey block	6	7
Sydney - Outer West and Blue Mountains	Flat/apartment	4-8 storey block		35
Sydney - Outer West and Blue Mountains	Flat/apartment	4-8 storey block	0	21
Sydney - Outer West and Blue Mountains	Flat/apartment	4-8 storey block	1	322
Sydney - Outer West and Blue Mountains	Flat/apartment	4-8 storey block	2	1803
Sydney - Outer West and Blue Mountains	Flat/apartment	4-8 storey block	3	173
Sydney - Outer West and Blue Mountains	Flat/apartment	4-8 storey block	6	4
Sydney - Outer West and Blue Mountains	Flat/apartment	9 or more storey block		5
Sydney - Outer West and Blue Mountains	Flat/apartment	9 or more storey block	1	229
Sydney - Outer West and Blue Mountains	Flat/apartment	9 or more storey block	2	549
Sydney - Outer West and Blue Mountains	Flat/apartment	9 or more storey block	3	43
Sydney - Outer West and Blue Mountains	Flat/apartment	Attached to a house		10
Sydney - Outer West and Blue Mountains	Flat/apartment	Attached to a house	1	74
Sydney - Outer West and Blue Mountains	Flat/apartment	Attached to a house	2	182
Sydney - Outer West and Blue Mountains	Flat/apartment	Attached to a house	3	97
Sydney - Outer West and Blue Mountains	Flat/apartment	Attached to a house	4	58
Sydney - Outer West and Blue Mountains	Flat/apartment	Attached to a house	5	17
Sydney - Outer West and Blue Mountains	Flat/apartment	Attached to a house	6	6
Sydney - Outer West and Blue Mountains	Separate house			1043
Sydney - Outer West and Blue Mountains	Separate house		0	154
Sydney - Outer West and Blue Mountains	Separate house		1	1041
Sydney - Outer West and Blue Mountains	Separate house		2	6792
Sydney - Outer West and Blue Mountains	Separate house		3	40836
Sydney - Outer West and Blue Mountains	Separate house		4	35201
Sydney - Outer West and Blue Mountains	Separate house		5	8868
Sydney - Outer West and Blue Mountains	Separate house		6	2163
Sydney - Parramatta				48
Sydney - Parramatta			0	14
Sydney - Parramatta			1	105
Sydney - Parramatta			2	214
Sydney - Parramatta			3	60
Sydney - Parramatta			4	30
Sydney - Parramatta			5	8
Sydney - Parramatta		1 storey		132
Sydney - Parramatta		1 storey	0	98
Sydney - Parramatta		1 storey	1	763
Sydney - Parramatta		1 storey	2	2084
Sydney - Parramatta		1 storey	3	2107
Sydney - Parramatta		1 storey	4	333
Sydney - Parramatta		1 storey	5	52
Sydney - Parramatta		1 storey	6	16
Sydney - Parramatta		2 storeys or more		287
Sydney - Parramatta		2 storeys or more	0	54
Sydney - Parramatta		2 storeys or more	1	924
Sydney - Parramatta		2 storeys or more	2	2998
Sydney - Parramatta		2 storeys or more	3	8829
Sydney - Parramatta		2 storeys or more	4	3554
Sydney - Parramatta		2 storeys or more	5	584
Sydney - Parramatta		2 storeys or more	6	83
Sydney - Parramatta	(Other)			12
Sydney - Parramatta	(Other)		0	15
Sydney - Parramatta	(Other)		1	53
Sydney - Parramatta	(Other)		2	222
Sydney - Parramatta	(Other)		3	107
Sydney - Parramatta	(Other)		4	22
Sydney - Parramatta	(Other)		5	16
Sydney - Parramatta	(Other)		6	7
Sydney - Parramatta	Flat/apartment		0	11
Sydney - Parramatta	Flat/apartment	1 or 2 storey block		236
Sydney - Parramatta	Flat/apartment	1 or 2 storey block	0	195
Sydney - Parramatta	Flat/apartment	1 or 2 storey block	1	1768
Sydney - Parramatta	Flat/apartment	1 or 2 storey block	2	6323
Sydney - Parramatta	Flat/apartment	1 or 2 storey block	3	1246
Sydney - Parramatta	Flat/apartment	1 or 2 storey block	4	132
Sydney - Parramatta	Flat/apartment	1 or 2 storey block	5	14
Sydney - Parramatta	Flat/apartment	1 or 2 storey block	6	9
Sydney - Parramatta	Flat/apartment	3 storey block		293
Sydney - Parramatta	Flat/apartment	3 storey block	0	98
Sydney - Parramatta	Flat/apartment	3 storey block	1	940
Sydney - Parramatta	Flat/apartment	3 storey block	2	11253
Sydney - Parramatta	Flat/apartment	3 storey block	3	2155
Sydney - Parramatta	Flat/apartment	3 storey block	4	76
Sydney - Parramatta	Flat/apartment	3 storey block	5	7
Sydney - Parramatta	Flat/apartment	3 storey block	6	17
Sydney - Parramatta	Flat/apartment	4-8 storey block		344
Sydney - Parramatta	Flat/apartment	4-8 storey block	0	158
Sydney - Parramatta	Flat/apartment	4-8 storey block	1	3256
Sydney - Parramatta	Flat/apartment	4-8 storey block	2	14326
Sydney - Parramatta	Flat/apartment	4-8 storey block	3	3003
Sydney - Parramatta	Flat/apartment	4-8 storey block	4	93
Sydney - Parramatta	Flat/apartment	4-8 storey block	5	11
Sydney - Parramatta	Flat/apartment	4-8 storey block	6	6
Sydney - Parramatta	Flat/apartment	9 or more storey block		246
Sydney - Parramatta	Flat/apartment	9 or more storey block	0	223
Sydney - Parramatta	Flat/apartment	9 or more storey block	1	3659
Sydney - Parramatta	Flat/apartment	9 or more storey block	2	9432
Sydney - Parramatta	Flat/apartment	9 or more storey block	3	1753
Sydney - Parramatta	Flat/apartment	9 or more storey block	4	75
Sydney - Parramatta	Flat/apartment	9 or more storey block	5	8
Sydney - Parramatta	Flat/apartment	9 or more storey block	6	4
Sydney - Parramatta	Flat/apartment	Attached to a house		43
Sydney - Parramatta	Flat/apartment	Attached to a house	1	119
Sydney - Parramatta	Flat/apartment	Attached to a house	2	445
Sydney - Parramatta	Flat/apartment	Attached to a house	3	294
Sydney - Parramatta	Flat/apartment	Attached to a house	4	151
Sydney - Parramatta	Flat/apartment	Attached to a house	5	73
Sydney - Parramatta	Flat/apartment	Attached to a house	6	28
Sydney - Parramatta	Separate house			1243
Sydney - Parramatta	Separate house		0	161
Sydney - Parramatta	Separate house		1	963
Sydney - Parramatta	Separate house		2	7076
Sydney - Parramatta	Separate house		3	31308
Sydney - Parramatta	Separate house		4	24256
Sydney - Parramatta	Separate house		5	8255
Sydney - Parramatta	Separate house		6	2148
Sydney - Ryde				17
Sydney - Ryde			0	6
Sydney - Ryde			1	37
Sydney - Ryde			2	38
Sydney - Ryde			3	8
Sydney - Ryde			4	12
Sydney - Ryde			5	23
Sydney - Ryde			6	7
Sydney - Ryde		1 storey		30
Sydney - Ryde		1 storey	0	33
Sydney - Ryde		1 storey	1	205
Sydney - Ryde		1 storey	2	889
Sydney - Ryde		1 storey	3	1936
Sydney - Ryde		1 storey	4	186
Sydney - Ryde		1 storey	5	49
Sydney - Ryde		1 storey	6	14
Sydney - Ryde		2 storeys or more		73
Sydney - Ryde		2 storeys or more	0	12
Sydney - Ryde		2 storeys or more	1	346
Sydney - Ryde		2 storeys or more	2	2177
Sydney - Ryde		2 storeys or more	3	2518
Sydney - Ryde		2 storeys or more	4	940
Sydney - Ryde		2 storeys or more	5	153
Sydney - Ryde		2 storeys or more	6	17
Sydney - Ryde	(Other)			9
Sydney - Ryde	(Other)		0	7
Sydney - Ryde	(Other)		1	35
Sydney - Ryde	(Other)		2	39
Sydney - Ryde	(Other)		3	49
Sydney - Ryde	(Other)		4	3
Sydney - Ryde	Flat/apartment		0	11
Sydney - Ryde	Flat/apartment	1 or 2 storey block		30
Sydney - Ryde	Flat/apartment	1 or 2 storey block	0	32
Sydney - Ryde	Flat/apartment	1 or 2 storey block	1	603
Sydney - Ryde	Flat/apartment	1 or 2 storey block	2	990
Sydney - Ryde	Flat/apartment	1 or 2 storey block	3	257
Sydney - Ryde	Flat/apartment	1 or 2 storey block	4	28
Sydney - Ryde	Flat/apartment	1 or 2 storey block	5	11
Sydney - Ryde	Flat/apartment	1 or 2 storey block	6	4
Sydney - Ryde	Flat/apartment	3 storey block		115
Sydney - Ryde	Flat/apartment	3 storey block	0	33
Sydney - Ryde	Flat/apartment	3 storey block	1	1366
Sydney - Ryde	Flat/apartment	3 storey block	2	6025
Sydney - Ryde	Flat/apartment	3 storey block	3	859
Sydney - Ryde	Flat/apartment	3 storey block	4	25
Sydney - Ryde	Flat/apartment	3 storey block	5	21
Sydney - Ryde	Flat/apartment	3 storey block	6	3
Sydney - Ryde	Flat/apartment	4-8 storey block		109
Sydney - Ryde	Flat/apartment	4-8 storey block	0	85
Sydney - Ryde	Flat/apartment	4-8 storey block	1	2841
Sydney - Ryde	Flat/apartment	4-8 storey block	2	6754
Sydney - Ryde	Flat/apartment	4-8 storey block	3	1289
Sydney - Ryde	Flat/apartment	4-8 storey block	4	30
Sydney - Ryde	Flat/apartment	4-8 storey block	6	3
Sydney - Ryde	Flat/apartment	9 or more storey block		86
Sydney - Ryde	Flat/apartment	9 or more storey block	0	81
Sydney - Ryde	Flat/apartment	9 or more storey block	1	3277
