SA4_NAME16	DwellingStructure	DwellingSubtype	NumberBedrooms.min	occupied_private_dwellings
Newcastle and Lake Macquarie	(Other)		3	81
Newcastle and Lake Macquarie	(Other)		4	29
Newcastle and Lake Macquarie	(Other)		5	9
Newcastle and Lake Macquarie	(Other)		6	3
Newcastle and Lake Macquarie	Flat/apartment		0	11
Newcastle and Lake Macquarie	Flat/apartment	1 or 2 storey block		163
Newcastle and Lake Macquarie	Flat/apartment	1 or 2 storey block	0	151
Newcastle and Lake Macquarie	Flat/apartment	1 or 2 storey block	1	2046
Newcastle and Lake Macquarie	Flat/apartment	1 or 2 storey block	2	2551
Newcastle and Lake Macquarie	Flat/apartment	1 or 2 storey block	3	619
Newcastle and Lake Macquarie	Flat/apartment	1 or 2 storey block	4	90
Newcastle and Lake Macquarie	Flat/apartment	1 or 2 storey block	5	14
Newcastle and Lake Macquarie	Flat/apartment	1 or 2 storey block	6	15
Newcastle and Lake Macquarie	Flat/apartment	3 storey block		66
Newcastle and Lake Macquarie	Flat/apartment	3 storey block	0	42
Newcastle and Lake Macquarie	Flat/apartment	3 storey block	1	572
Newcastle and Lake Macquarie	Flat/apartment	3 storey block	2	1604
Newcastle and Lake Macquarie	Flat/apartment	3 storey block	3	317
Newcastle and Lake Macquarie	Flat/apartment	3 storey block	4	6
Newcastle and Lake Macquarie	Flat/apartment	3 storey block	5	4
Newcastle and Lake Macquarie	Flat/apartment	3 storey block	6	3
Newcastle and Lake Macquarie	Flat/apartment	4-8 storey block		43
Newcastle and Lake Macquarie	Flat/apartment	4-8 storey block	0	57
Newcastle and Lake Macquarie	Flat/apartment	4-8 storey block	1	583
Newcastle and Lake Macquarie	Flat/apartment	4-8 storey block	2	1291
Newcastle and Lake Macquarie	Flat/apartment	4-8 storey block	3	615
Newcastle and Lake Macquarie	Flat/apartment	4-8 storey block	4	29
Newcastle and Lake Macquarie	Flat/apartment	4-8 storey block	6	8
Newcastle and Lake Macquarie	Flat/apartment	9 or more storey block		13
Newcastle and Lake Macquarie	Flat/apartment	9 or more storey block	0	24
Newcastle and Lake Macquarie	Flat/apartment	9 or more storey block	1	472
Newcastle and Lake Macquarie	Flat/apartment	9 or more storey block	2	774
Newcastle and Lake Macquarie	Flat/apartment	9 or more storey block	3	331
Newcastle and Lake Macquarie	Flat/apartment	9 or more storey block	4	23
Newcastle and Lake Macquarie	Flat/apartment	Attached to a house		14
Newcastle and Lake Macquarie	Flat/apartment	Attached to a house	1	119
Newcastle and Lake Macquarie	Flat/apartment	Attached to a house	2	192
Newcastle and Lake Macquarie	Flat/apartment	Attached to a house	3	105
Newcastle and Lake Macquarie	Flat/apartment	Attached to a house	4	39
Newcastle and Lake Macquarie	Flat/apartment	Attached to a house	5	18
Newcastle and Lake Macquarie	Flat/apartment	Attached to a house	6	3
Newcastle and Lake Macquarie	Separate house			1143
Newcastle and Lake Macquarie	Separate house		0	167
Newcastle and Lake Macquarie	Separate house		1	1474
Newcastle and Lake Macquarie	Separate house		2	15046
Newcastle and Lake Macquarie	Separate house		3	53830
Newcastle and Lake Macquarie	Separate house		4	36577
Newcastle and Lake Macquarie	Separate house		5	7525
Newcastle and Lake Macquarie	Separate house		6	1486
Richmond - Tweed				29
Richmond - Tweed			0	34
Richmond - Tweed			1	106
Richmond - Tweed			2	82
Richmond - Tweed			3	60
Richmond - Tweed			4	34
Richmond - Tweed			5	5
Richmond - Tweed			6	6
Richmond - Tweed		1 storey		179
Richmond - Tweed		1 storey	0	36
Richmond - Tweed		1 storey	1	569
Richmond - Tweed		1 storey	2	3947
Richmond - Tweed		1 storey	3	3801
Richmond - Tweed		1 storey	4	273
Richmond - Tweed		1 storey	5	28
Richmond - Tweed		1 storey	6	6
Richmond - Tweed		2 storeys or more		94
Richmond - Tweed		2 storeys or more	0	15
Richmond - Tweed		2 storeys or more	1	400
Richmond - Tweed		2 storeys or more	2	2060
Richmond - Tweed		2 storeys or more	3	3036
Richmond - Tweed		2 storeys or more	4	283
Richmond - Tweed		2 storeys or more	5	42
Richmond - Tweed		2 storeys or more	6	14
Richmond - Tweed	(Other)			107
Richmond - Tweed	(Other)		0	220
Richmond - Tweed	(Other)		1	796
Richmond - Tweed	(Other)		2	658
Richmond - Tweed	(Other)		3	152
Richmond - Tweed	(Other)		4	34
Richmond - Tweed	(Other)		5	13
Richmond - Tweed	(Other)		6	7
Richmond - Tweed	Flat/apartment		0	18
Richmond - Tweed	Flat/apartment	1 or 2 storey block		118
Richmond - Tweed	Flat/apartment	1 or 2 storey block	0	86
Richmond - Tweed	Flat/apartment	1 or 2 storey block	1	770
Richmond - Tweed	Flat/apartment	1 or 2 storey block	2	2367
Richmond - Tweed	Flat/apartment	1 or 2 storey block	3	814
Richmond - Tweed	Flat/apartment	1 or 2 storey block	4	84
Richmond - Tweed	Flat/apartment	1 or 2 storey block	5	12
Richmond - Tweed	Flat/apartment	1 or 2 storey block	6	9
Richmond - Tweed	Flat/apartment	3 storey block		32
Richmond - Tweed	Flat/apartment	3 storey block	1	167
Richmond - Tweed	Flat/apartment	3 storey block	2	1294
Richmond - Tweed	Flat/apartment	3 storey block	3	400
Richmond - Tweed	Flat/apartment	3 storey block	4	8
Richmond - Tweed	Flat/apartment	3 storey block	5	3
Richmond - Tweed	Flat/apartment	4-8 storey block		14
Richmond - Tweed	Flat/apartment	4-8 storey block	1	76
Richmond - Tweed	Flat/apartment	4-8 storey block	2	389
Richmond - Tweed	Flat/apartment	4-8 storey block	3	208
Richmond - Tweed	Flat/apartment	4-8 storey block	4	9
Richmond - Tweed	Flat/apartment	9 or more storey block		14
Richmond - Tweed	Flat/apartment	9 or more storey block	1	54
Richmond - Tweed	Flat/apartment	9 or more storey block	2	347
Richmond - Tweed	Flat/apartment	9 or more storey block	3	127
Richmond - Tweed	Flat/apartment	9 or more storey block	4	9
Richmond - Tweed	Flat/apartment	Attached to a house		4
Richmond - Tweed	Flat/apartment	Attached to a house	1	123
Richmond - Tweed	Flat/apartment	Attached to a house	2	94
Richmond - Tweed	Flat/apartment	Attached to a house	3	51
Richmond - Tweed	Flat/apartment	Attached to a house	4	39
Richmond - Tweed	Flat/apartment	Attached to a house	5	11
Richmond - Tweed	Separate house			1160
Richmond - Tweed	Separate house		0	457
Richmond - Tweed	Separate house		1	2296
Richmond - Tweed	Separate house		2	8844
Richmond - Tweed	Separate house		3	31711
Richmond - Tweed	Separate house		4	23176
Richmond - Tweed	Separate house		5	4794
Richmond - Tweed	Separate house		6	1148
Riverina				28
Riverina			0	6
Riverina			1	27
Riverina			2	41
Riverina			3	55
Riverina			4	37
Riverina			5	19
Riverina			6	12
Riverina		1 storey		57
Riverina		1 storey	0	16
Riverina		1 storey	1	301
Riverina		1 storey	2	1329
Riverina		1 storey	3	445
Riverina		1 storey	4	55
Riverina		1 storey	5	9
Riverina		1 storey	6	4
Riverina		2 storeys or more		4
Riverina		2 storeys or more	0	4
Riverina		2 storeys or more	1	47
Riverina		2 storeys or more	2	147
Riverina		2 storeys or more	3	133
Riverina		2 storeys or more	4	12
Riverina		2 storeys or more	5	5
Riverina	(Other)			32
Riverina	(Other)		0	22
Riverina	(Other)		1	94
Riverina	(Other)		2	94
Riverina	(Other)		3	91
Riverina	(Other)		4	39
Riverina	(Other)		5	13
Riverina	(Other)		6	20
Riverina	Flat/apartment	1 or 2 storey block		106
Riverina	Flat/apartment	1 or 2 storey block	0	16
Riverina	Flat/apartment	1 or 2 storey block	1	533
Riverina	Flat/apartment	1 or 2 storey block	2	2474
Riverina	Flat/apartment	1 or 2 storey block	3	461
Riverina	Flat/apartment	1 or 2 storey block	4	34
Riverina	Flat/apartment	1 or 2 storey block	5	8
Riverina	Flat/apartment	1 or 2 storey block	6	8
Riverina	Flat/apartment	3 storey block	1	50
Riverina	Flat/apartment	3 storey block	2	89
Riverina	Flat/apartment	3 storey block	3	18
Riverina	Flat/apartment	3 storey block	5	3
Riverina	Flat/apartment	4-8 storey block	1	10
Riverina	Flat/apartment	4-8 storey block	2	21
Riverina	Flat/apartment	4-8 storey block	3	16
Riverina	Flat/apartment	Attached to a house	1	7
Riverina	Flat/apartment	Attached to a house	2	11
Riverina	Flat/apartment	Attached to a house	3	12
Riverina	Flat/apartment	Attached to a house	4	13
Riverina	Separate house			863
Riverina	Separate house		0	88
Riverina	Separate house		1	568
Riverina	Separate house		2	4897
Riverina	Separate house		3	23623
Riverina	Separate house		4	18571
Riverina	Separate house		5	3274
Riverina	Separate house		6	625
Southern Highlands and Shoalhaven				75
Southern Highlands and Shoalhaven			0	9
Southern Highlands and Shoalhaven			1	54
Southern Highlands and Shoalhaven			2	91
Southern Highlands and Shoalhaven			3	33
Southern Highlands and Shoalhaven			4	19
Southern Highlands and Shoalhaven			6	4
Southern Highlands and Shoalhaven		1 storey		91
Southern Highlands and Shoalhaven		1 storey	0	12
Southern Highlands and Shoalhaven		1 storey	1	326
Southern Highlands and Shoalhaven		1 storey	2	2001
Southern Highlands and Shoalhaven		1 storey	3	1022
Southern Highlands and Shoalhaven		1 storey	4	103
Southern Highlands and Shoalhaven		1 storey	5	8
Southern Highlands and Shoalhaven		1 storey	6	11
Southern Highlands and Shoalhaven		2 storeys or more		16
Southern Highlands and Shoalhaven		2 storeys or more	1	118
Southern Highlands and Shoalhaven		2 storeys or more	2	501
Southern Highlands and Shoalhaven		2 storeys or more	3	484
Southern Highlands and Shoalhaven		2 storeys or more	4	49
Southern Highlands and Shoalhaven		2 storeys or more	5	9
Southern Highlands and Shoalhaven	(Other)			42
Southern Highlands and Shoalhaven	(Other)		0	31
Southern Highlands and Shoalhaven	(Other)		1	234
Southern Highlands and Shoalhaven	(Other)		2	512
Southern Highlands and Shoalhaven	(Other)		3	131
Southern Highlands and Shoalhaven	(Other)		4	36
Southern Highlands and Shoalhaven	(Other)		5	11
Southern Highlands and Shoalhaven	Flat/apartment	1 or 2 storey block		38
Southern Highlands and Shoalhaven	Flat/apartment	1 or 2 storey block	0	18
Southern Highlands and Shoalhaven	Flat/apartment	1 or 2 storey block	1	256
Southern Highlands and Shoalhaven	Flat/apartment	1 or 2 storey block	2	514
Southern Highlands and Shoalhaven	Flat/apartment	1 or 2 storey block	3	230
Southern Highlands and Shoalhaven	Flat/apartment	1 or 2 storey block	4	32
Southern Highlands and Shoalhaven	Flat/apartment	1 or 2 storey block	5	3
Southern Highlands and Shoalhaven	Flat/apartment	1 or 2 storey block	6	7
Southern Highlands and Shoalhaven	Flat/apartment	3 storey block	1	4
Southern Highlands and Shoalhaven	Flat/apartment	3 storey block	2	26
Southern Highlands and Shoalhaven	Flat/apartment	3 storey block	3	15
Southern Highlands and Shoalhaven	Flat/apartment	3 storey block	4	3
Southern Highlands and Shoalhaven	Flat/apartment	4-8 storey block	2	3
Southern Highlands and Shoalhaven	Flat/apartment	4-8 storey block	3	9
Southern Highlands and Shoalhaven	Flat/apartment	Attached to a house		4
Southern Highlands and Shoalhaven	Flat/apartment	Attached to a house	1	37
Southern Highlands and Shoalhaven	Flat/apartment	Attached to a house	2	52
Southern Highlands and Shoalhaven	Flat/apartment	Attached to a house	3	37
Southern Highlands and Shoalhaven	Flat/apartment	Attached to a house	4	29
Southern Highlands and Shoalhaven	Flat/apartment	Attached to a house	5	9
Southern Highlands and Shoalhaven	Flat/apartment	Attached to a house	6	5
Southern Highlands and Shoalhaven	Separate house			686
Southern Highlands and Shoalhaven	Separate house		0	129
Southern Highlands and Shoalhaven	Separate house		1	863
Southern Highlands and Shoalhaven	Separate house		2	5484
Southern Highlands and Shoalhaven	Separate house		3	22824
Southern Highlands and Shoalhaven	Separate house		4	20231
Southern Highlands and Shoalhaven	Separate house		5	4194
Southern Highlands and Shoalhaven	Separate house		6	1014
Sydney - Baulkham Hills and Hawkesbury				9
Sydney - Baulkham Hills and Hawkesbury			0	7
Sydney - Baulkham Hills and Hawkesbury			1	21
Sydney - Baulkham Hills and Hawkesbury			2	34
Sydney - Baulkham Hills and Hawkesbury			3	38
Sydney - Baulkham Hills and Hawkesbury			4	36
Sydney - Baulkham Hills and Hawkesbury			5	20
Sydney - Baulkham Hills and Hawkesbury			6	8
Sydney - Baulkham Hills and Hawkesbury		1 storey		22
Sydney - Baulkham Hills and Hawkesbury		1 storey	1	108
Sydney - Baulkham Hills and Hawkesbury		1 storey	2	585
Sydney - Baulkham Hills and Hawkesbury		1 storey	3	514
Sydney - Baulkham Hills and Hawkesbury		1 storey	4	58
Sydney - Baulkham Hills and Hawkesbury		1 storey	5	9
Sydney - Baulkham Hills and Hawkesbury		1 storey	6	8
Sydney - Baulkham Hills and Hawkesbury		2 storeys or more		38
Sydney - Baulkham Hills and Hawkesbury		2 storeys or more	0	7
Sydney - Baulkham Hills and Hawkesbury		2 storeys or more	1	83
Sydney - Baulkham Hills and Hawkesbury		2 storeys or more	2	793
Sydney - Baulkham Hills and Hawkesbury		2 storeys or more	3	3446
Sydney - Baulkham Hills and Hawkesbury		2 storeys or more	4	1135
Sydney - Baulkham Hills and Hawkesbury		2 storeys or more	5	146
Sydney - Baulkham Hills and Hawkesbury		2 storeys or more	6	30
Sydney - Baulkham Hills and Hawkesbury	(Other)		0	28
Sydney - Baulkham Hills and Hawkesbury	(Other)		1	54
Sydney - Baulkham Hills and Hawkesbury	(Other)		2	58
Sydney - Baulkham Hills and Hawkesbury	(Other)		3	28
Sydney - Baulkham Hills and Hawkesbury	(Other)		4	14
Sydney - Baulkham Hills and Hawkesbury	(Other)		5	3
Sydney - Baulkham Hills and Hawkesbury	(Other)		6	6
Sydney - Baulkham Hills and Hawkesbury	Flat/apartment		0	12
Sydney - Baulkham Hills and Hawkesbury	Flat/apartment	1 or 2 storey block		32
Sydney - Baulkham Hills and Hawkesbury	Flat/apartment	1 or 2 storey block	0	3
Sydney - Baulkham Hills and Hawkesbury	Flat/apartment	1 or 2 storey block	1	278
Sydney - Baulkham Hills and Hawkesbury	Flat/apartment	1 or 2 storey block	2	630
Sydney - Baulkham Hills and Hawkesbury	Flat/apartment	1 or 2 storey block	3	359
Sydney - Baulkham Hills and Hawkesbury	Flat/apartment	1 or 2 storey block	4	25
Sydney - Baulkham Hills and Hawkesbury	Flat/apartment	1 or 2 storey block	6	4
Sydney - Baulkham Hills and Hawkesbury	Flat/apartment	3 storey block		13
Sydney - Baulkham Hills and Hawkesbury	Flat/apartment	3 storey block	1	96
Sydney - Baulkham Hills and Hawkesbury	Flat/apartment	3 storey block	2	723
Sydney - Baulkham Hills and Hawkesbury	Flat/apartment	3 storey block	3	345
Sydney - Baulkham Hills and Hawkesbury	Flat/apartment	3 storey block	4	3
Sydney - Baulkham Hills and Hawkesbury	Flat/apartment	4-8 storey block		25
Sydney - Baulkham Hills and Hawkesbury	Flat/apartment	4-8 storey block	0	3
Sydney - Baulkham Hills and Hawkesbury	Flat/apartment	4-8 storey block	1	471
Sydney - Baulkham Hills and Hawkesbury	Flat/apartment	4-8 storey block	2	1638
Sydney - Baulkham Hills and Hawkesbury	Flat/apartment	4-8 storey block	3	560
Sydney - Baulkham Hills and Hawkesbury	Flat/apartment	4-8 storey block	4	16
Sydney - Baulkham Hills and Hawkesbury	Flat/apartment	4-8 storey block	5	5
Sydney - Baulkham Hills and Hawkesbury	Flat/apartment	9 or more storey block		7
Sydney - Baulkham Hills and Hawkesbury	Flat/apartment	9 or more storey block	1	199
Sydney - Baulkham Hills and Hawkesbury	Flat/apartment	9 or more storey block	2	639
Sydney - Baulkham Hills and Hawkesbury	Flat/apartment	9 or more storey block	3	171
Sydney - Baulkham Hills and Hawkesbury	Flat/apartment	9 or more storey block	4	5
Sydney - Baulkham Hills and Hawkesbury	Flat/apartment	Attached to a house		12
Sydney - Baulkham Hills and Hawkesbury	Flat/apartment	Attached to a house	1	47
Sydney - Baulkham Hills and Hawkesbury	Flat/apartment	Attached to a house	2	95
Sydney - Baulkham Hills and Hawkesbury	Flat/apartment	Attached to a house	3	37
Sydney - Baulkham Hills and Hawkesbury	Flat/apartment	Attached to a house	4	51
Sydney - Baulkham Hills and Hawkesbury	Flat/apartment	Attached to a house	5	19
Sydney - Baulkham Hills and Hawkesbury	Flat/apartment	Attached to a house	6	13
Sydney - Baulkham Hills and Hawkesbury	Separate house			537
Sydney - Baulkham Hills and Hawkesbury	Separate house		0	74
Sydney - Baulkham Hills and Hawkesbury	Separate house		1	530
Sydney - Baulkham Hills and Hawkesbury	Separate house		2	2203
Sydney - Baulkham Hills and Hawkesbury	Separate house		3	12552
Sydney - Baulkham Hills and Hawkesbury	Separate house		4	36007
Sydney - Baulkham Hills and Hawkesbury	Separate house		5	13735
Sydney - Baulkham Hills and Hawkesbury	Separate house		6	3364
Sydney - Blacktown				18
Sydney - Blacktown			0	4
Sydney - Blacktown			1	24
Sydney - Blacktown			2	46
Sydney - Blacktown			3	43
Sydney - Blacktown			4	62
Sydney - Blacktown			5	16
Sydney - Blacktown		1 storey		83
Sydney - Blacktown		1 storey	0	25
Sydney - Blacktown		1 storey	1	286
Sydney - Blacktown		1 storey	2	1123
Sydney - Blacktown		1 storey	3	2169
Sydney - Blacktown		1 storey	4	543
Sydney - Blacktown		1 storey	5	68
Sydney - Blacktown		1 storey	6	15
Sydney - Blacktown		2 storeys or more		169
Sydney - Blacktown		2 storeys or more	0	28
Sydney - Blacktown		2 storeys or more	1	428
