CED_NAME16	FamilyHousehold	UsualResidents.min	occupied_private_dwellings
Maranoa	0	5	17
Maranoa	0	6	17
Maranoa	1	2	19923
Maranoa	1	3	6898
Maranoa	1	4	6151
Maranoa	1	5	3328
Maranoa	1	6	1899
McPherson	0	1	14199
McPherson	0	2	2232
McPherson	0	3	612
McPherson	0	4	198
McPherson	0	5	38
McPherson	0	6	21
McPherson	1	2	18987
McPherson	1	3	9719
McPherson	1	4	9613
McPherson	1	5	3366
McPherson	1	6	1402
Moncrieff	0	1	21715
Moncrieff	0	2	3792
Moncrieff	0	3	991
Moncrieff	0	4	351
Moncrieff	0	5	90
Moncrieff	0	6	62
Moncrieff	1	2	23483
Moncrieff	1	3	9841
Moncrieff	1	4	8112
Moncrieff	1	5	2786
Moncrieff	1	6	1229
Moreton	0	1	13408
Moreton	0	2	2243
Moreton	0	3	1018
Moreton	0	4	449
Moreton	0	5	190
Moreton	0	6	93
Moreton	1	2	16282
Moreton	1	3	9752
Moreton	1	4	9782
Moreton	1	5	3974
Moreton	1	6	2305
Oxley	0	1	11432
Oxley	0	2	1468
Oxley	0	3	341
Oxley	0	4	90
Oxley	0	5	11
Oxley	0	6	8
Oxley	1	2	16595
Oxley	1	3	11005
Oxley	1	4	11355
Oxley	1	5	4864
Oxley	1	6	3419
Petrie	0	1	17181
Petrie	0	2	1693
Petrie	0	3	283
Petrie	0	4	74
Petrie	0	5	12
Petrie	0	6	5
Petrie	1	2	21543
Petrie	1	3	11179
Petrie	1	4	10639
Petrie	1	5	4177
Petrie	1	6	2254
Rankin	0	1	11353
Rankin	0	2	1544
Rankin	0	3	389
Rankin	0	4	115
Rankin	0	5	28
Rankin	0	6	13
Rankin	1	2	15947
Rankin	1	3	10773
Rankin	1	4	10507
Rankin	1	5	5045
Rankin	1	6	4098
Ryan	0	1	12408
Ryan	0	2	2341
Ryan	0	3	875
Ryan	0	4	341
Ryan	0	5	133
Ryan	0	6	39
Ryan	1	2	17237
Ryan	1	3	9229
Ryan	1	4	10752
Ryan	1	5	3963
Ryan	1	6	1209
Wide Bay	0	1	15700
Wide Bay	0	2	1679
Wide Bay	0	3	239
Wide Bay	0	4	57
Wide Bay	0	5	16
Wide Bay	0	6	5
Wide Bay	1	2	22494
Wide Bay	1	3	7437
Wide Bay	1	4	6552
Wide Bay	1	5	2840
Wide Bay	1	6	1675
Wright	0	1	9833
Wright	0	2	1286
Wright	0	3	259
Wright	0	4	89
Wright	0	5	45
Wright	0	6	35
Wright	1	2	18718
Wright	1	3	9774
Wright	1	4	10306
Wright	1	5	5090
Wright	1	6	3504
Adelaide	0	1	24861
Adelaide	0	2	3461
Adelaide	0	3	1465
Adelaide	0	4	508
Adelaide	0	5	135
Adelaide	0	6	109
Adelaide	1	2	22353
Adelaide	1	3	10902
Adelaide	1	4	9967
Adelaide	1	5	3377
Adelaide	1	6	1544
Barker	0	1	20165
Barker	0	2	1297
Barker	0	3	186
Barker	0	4	56
Barker	0	5	26
Barker	0	6	17
Barker	1	2	24129
Barker	1	3	8301
Barker	1	4	7810
Barker	1	5	3594
Barker	1	6	1561
Boothby	0	1	21628
Boothby	0	2	1842
Boothby	0	3	702
Boothby	0	4	221
Boothby	0	5	74
Boothby	0	6	39
Boothby	1	2	22243
Boothby	1	3	9895
Boothby	1	4	9996
Boothby	1	5	3344
Boothby	1	6	1085
Grey	0	1	21781
Grey	0	2	1460
Grey	0	3	165
Grey	0	4	43
Grey	0	5	8
Grey	0	6	11
Grey	1	2	23921
Grey	1	3	7881
Grey	1	4	7043
Grey	1	5	3446
Grey	1	6	1735
Hindmarsh	0	1	21417
Hindmarsh	0	2	1790
Hindmarsh	0	3	428
Hindmarsh	0	4	129
Hindmarsh	0	5	40
Hindmarsh	0	6	21
Hindmarsh	1	2	21975
Hindmarsh	1	3	10209
Hindmarsh	1	4	9609
Hindmarsh	1	5	3204
Hindmarsh	1	6	1210
Kingston	0	1	16495
Kingston	0	2	1311
Kingston	0	3	201
Kingston	0	4	43
Kingston	0	5	13
Kingston	0	6	4
Kingston	1	2	21480
Kingston	1	3	10520
Kingston	1	4	9714
Kingston	1	5	3439
Kingston	1	6	1315
Makin	0	1	15826
Makin	0	2	1230
Makin	0	3	302
Makin	0	4	109
Makin	0	5	44
Makin	0	6	25
Makin	1	2	20355
Makin	1	3	10462
Makin	1	4	10312
Makin	1	5	3944
Makin	1	6	2046
Mayo	0	1	16102
Mayo	0	2	1098
Mayo	0	3	145
Mayo	0	4	33
Mayo	0	5	10
Mayo	0	6	13
Mayo	1	2	24775
Mayo	1	3	9240
Mayo	1	4	9634
Mayo	1	5	3774
Mayo	1	6	1521
Spence	0	1	17951
Spence	0	2	1765
Spence	0	3	273
Spence	0	4	72
Spence	0	5	17
Spence	0	6	16
Spence	1	2	19322
Spence	1	3	10911
Spence	1	4	9571
Spence	1	5	4575
Spence	1	6	3282
Sturt	0	1	21046
Sturt	0	2	1698
Sturt	0	3	553
Sturt	0	4	211
Sturt	0	5	75
Sturt	0	6	43
Sturt	1	2	22351
Sturt	1	3	10875
Sturt	1	4	11568
Sturt	1	5	3867
Sturt	1	6	1314
Brand	0	1	14880
Brand	0	2	1416
Brand	0	3	224
Brand	0	4	52
Brand	0	5	20
Brand	0	6	5
Brand	1	2	19061
Brand	1	3	10665
Brand	1	4	10721
Brand	1	5	4719
Brand	1	6	2338
Burt	0	1	14539
Burt	0	2	1526
Burt	0	3	310
Burt	0	4	109
Burt	0	5	37
Burt	0	6	22
Burt	1	2	17014
Burt	1	3	10679
Burt	1	4	11006
Burt	1	5	4880
Burt	1	6	3003
Canning	0	1	14429
Canning	0	2	1080
Canning	0	3	147
Canning	0	4	31
Canning	0	5	12
Canning	0	6	5
Canning	1	2	21017
Canning	1	3	8377
Canning	1	4	8371
Canning	1	5	3729
Canning	1	6	1914
Cowan	0	1	17043
Cowan	0	2	1644
Cowan	0	3	430
Cowan	0	4	156
Cowan	0	5	54
Cowan	0	6	25
Cowan	1	2	19748
Cowan	1	3	11002
Cowan	1	4	9935
Cowan	1	5	4132
Cowan	1	6	2470
Curtin	0	1	19010
Curtin	0	2	1901
Curtin	0	3	689
Curtin	0	4	256
Curtin	0	5	46
Curtin	0	6	17
Curtin	1	2	20102
Curtin	1	3	9009
Curtin	1	4	10536
Curtin	1	5	3835
Curtin	1	6	914
Durack	0	1	17157
Durack	0	2	1490
Durack	0	3	291
Durack	0	4	76
Durack	0	5	30
Durack	0	6	22
Durack	1	2	20619
Durack	1	3	8739
Durack	1	4	8803
Durack	1	5	4334
Durack	1	6	2616
Forrest	0	1	14599
Forrest	0	2	1250
Forrest	0	3	245
Forrest	0	4	83
Forrest	0	5	16
Forrest	0	6	22
Forrest	1	2	20379
Forrest	1	3	8133
Forrest	1	4	8458
Forrest	1	5	3522
Forrest	1	6	1434
Fremantle	0	1	16624
Fremantle	0	2	1680
Fremantle	0	3	507
Fremantle	0	4	165
Fremantle	0	5	40
Fremantle	0	6	15
Fremantle	1	2	19450
Fremantle	1	3	10151
Fremantle	1	4	10176
Fremantle	1	5	3451
Fremantle	1	6	1263
Hasluck	0	1	12733
Hasluck	0	2	1144
Hasluck	0	3	197
Hasluck	0	4	43
Hasluck	0	5	15
Hasluck	0	6	5
Hasluck	1	2	18625
Hasluck	1	3	10251
Hasluck	1	4	10719
Hasluck	1	5	4483
Hasluck	1	6	2311
Moore	0	1	10819
Moore	0	2	892
Moore	0	3	203
Moore	0	4	75
Moore	0	5	24
Moore	0	6	17
Moore	1	2	19653
Moore	1	3	9686
Moore	1	4	11950
Moore	1	5	4198
Moore	1	6	1205
O'Connor	0	1	19075
O'Connor	0	2	1334
O'Connor	0	3	210
O'Connor	0	4	45
O'Connor	0	5	14
O'Connor	0	6	18
O'Connor	1	2	22131
O'Connor	1	3	7912
O'Connor	1	4	7598
O'Connor	1	5	3669
O'Connor	1	6	1819
Pearce	0	1	11047
Pearce	0	2	958
Pearce	0	3	178
Pearce	0	4	40
Pearce	0	5	9
Pearce	0	6	7
Pearce	1	2	17212
Pearce	1	3	11141
Pearce	1	4	12378
Pearce	1	5	4992
Pearce	1	6	2315
Perth	0	1	27617
Perth	0	2	3271
Perth	0	3	993
Perth	0	4	284
Perth	0	5	79
Perth	0	6	38
Perth	1	2	23854
Perth	1	3	9950
Perth	1	4	8401
Perth	1	5	2399
Perth	1	6	787
Swan	0	1	22417
Swan	0	2	2895
Swan	0	3	1151
Swan	0	4	436
Swan	0	5	171
Swan	0	6	87
Swan	1	2	22124
Swan	1	3	10570
Swan	1	4	9394
Swan	1	5	3417
Swan	1	6	1626
Tangney	0	1	13197
Tangney	0	2	963
Tangney	0	3	391
Tangney	0	4	174
Tangney	0	5	65
Tangney	0	6	29
Tangney	1	2	19214
Tangney	1	3	10624
Tangney	1	4	12867
Tangney	1	5	4877
Tangney	1	6	1897
Bass	0	1	13184
Bass	0	2	1149
Bass	0	3	263
Bass	0	4	118
Bass	0	5	32
Bass	0	6	13
Bass	1	2	14640
Bass	1	3	5915
Bass	1	4	5144
Bass	1	5	2099
Bass	1	6	1025
Braddon	0	1	13782
Braddon	0	2	896
Braddon	0	3	112
Braddon	0	4	37
Braddon	0	5	16
Braddon	0	6	10
Braddon	1	2	15886
Braddon	1	3	5742
Braddon	1	4	4953
Braddon	1	5	2006
Braddon	1	6	978
Clark	0	1	13207
Clark	0	2	1374
Clark	0	3	686
Clark	0	4	357
Clark	0	5	134
Clark	0	6	62
Clark	1	2	13101
Clark	1	3	6105
Clark	1	4	5366
Clark	1	5	2119
Clark	1	6	1085
Franklin	0	1	10977
Franklin	0	2	834
Franklin	0	3	231
Franklin	0	4	72
Franklin	0	5	21
Franklin	0	6	18
Franklin	1	2	14643
Franklin	1	3	6424
Franklin	1	4	5963
Franklin	1	5	2419
Franklin	1	6	1076
Lyons	0	1	12212
Lyons	0	2	854
Lyons	0	3	93
Lyons	0	4	31
Lyons	0	5	6
Lyons	0	6	3
Lyons	1	2	15971
Lyons	1	3	6365
Lyons	1	4	5298
Lyons	1	5	2161
Lyons	1	6	1123
Lingiari	0	1	7483
Lingiari	0	2	866
Lingiari	0	3	271
Lingiari	0	4	82
Lingiari	0	5	22
Lingiari	0	6	8
Lingiari	1	2	8217
Lingiari	1	3	4624
Lingiari	1	4	4671
Lingiari	1	5	2674
Lingiari	1	6	3814
Solomon	0	1	9464
Solomon	0	2	1595
Solomon	0	3	516
Solomon	0	4	177
Solomon	0	5	60
Solomon	0	6	16
Solomon	1	2	10697
Solomon	1	3	6495
Solomon	1	4	5694
Solomon	1	5	2379
Solomon	1	6	1378
Migratory - Offshore - Shipping (NT)	0	1	4
Bean	0	1	14084
Bean	0	2	1091
Bean	0	3	314
Bean	0	4	100
Bean	0	5	19
Bean	0	6	8
Bean	1	2	17705
Bean	1	3	9191
Bean	1	4	9469
Bean	1	5	3579
Bean	1	6	1510
Canberra	0	1	17508
Canberra	0	2	2285
Canberra	0	3	1180
Canberra	0	4	435
Canberra	0	5	126
Canberra	0	6	56
Canberra	1	2	17262
Canberra	1	3	7027
Canberra	1	4	6966
Canberra	1	5	2369
Canberra	1	6	852
Fenner	0	1	12103
Fenner	0	2	1400
Fenner	0	3	517
Fenner	0	4	212
Fenner	0	5	75
Fenner	0	6	48
Fenner	1	2	15674
Fenner	1	3	9728
Fenner	1	4	10612
Fenner	1	5	4046
Fenner	1	6	1829
