CED_NAME16	DwellingStructure	DwellingSubtype	NumberBedrooms.min	occupied_private_dwellings
Hume		2 storeys or more	1	122
Hume		2 storeys or more	2	303
Hume		2 storeys or more	3	353
Hume		2 storeys or more	4	122
Hume		2 storeys or more	5	30
Hume		2 storeys or more	6	3
Hume	(Other)			16
Hume	(Other)		0	42
Hume	(Other)		1	131
Hume	(Other)		2	86
Hume	(Other)		3	38
Hume	(Other)		4	13
Hume	(Other)		5	3
Hume	(Other)		6	5
Hume	Flat/apartment	1 or 2 storey block		18
Hume	Flat/apartment	1 or 2 storey block	1	146
Hume	Flat/apartment	1 or 2 storey block	2	397
Hume	Flat/apartment	1 or 2 storey block	3	53
Hume	Flat/apartment	1 or 2 storey block	4	19
Hume	Flat/apartment	1 or 2 storey block	5	3
Hume	Flat/apartment	3 storey block	1	29
Hume	Flat/apartment	3 storey block	2	38
Hume	Flat/apartment	4-8 storey block	1	7
Hume	Flat/apartment	4-8 storey block	2	4
Hume	Flat/apartment	Attached to a house	1	34
Hume	Flat/apartment	Attached to a house	2	39
Hume	Flat/apartment	Attached to a house	3	19
Hume	Flat/apartment	Attached to a house	4	36
Hume	Flat/apartment	Attached to a house	5	15
Hume	Flat/apartment	Attached to a house	6	10
Hume	Separate house			654
Hume	Separate house		0	122
Hume	Separate house		1	803
Hume	Separate house		2	3525
Hume	Separate house		3	17539
Hume	Separate house		4	24266
Hume	Separate house		5	5652
Hume	Separate house		6	1523
Hunter			0	6
Hunter			1	33
Hunter			2	52
Hunter			3	32
Hunter			4	22
Hunter			5	3
Hunter		1 storey		87
Hunter		1 storey	1	401
Hunter		1 storey	2	1818
Hunter		1 storey	3	1256
Hunter		1 storey	4	109
Hunter		1 storey	5	13
Hunter		1 storey	6	3
Hunter		2 storeys or more		36
Hunter		2 storeys or more	0	3
Hunter		2 storeys or more	1	166
Hunter		2 storeys or more	2	553
Hunter		2 storeys or more	3	430
Hunter		2 storeys or more	4	62
Hunter		2 storeys or more	5	3
Hunter	(Other)			27
Hunter	(Other)		0	37
Hunter	(Other)		1	194
Hunter	(Other)		2	131
Hunter	(Other)		3	37
Hunter	(Other)		4	12
Hunter	(Other)		5	3
Hunter	(Other)		6	4
Hunter	Flat/apartment	1 or 2 storey block		38
Hunter	Flat/apartment	1 or 2 storey block	0	9
Hunter	Flat/apartment	1 or 2 storey block	1	350
Hunter	Flat/apartment	1 or 2 storey block	2	473
Hunter	Flat/apartment	1 or 2 storey block	3	114
Hunter	Flat/apartment	1 or 2 storey block	4	25
Hunter	Flat/apartment	1 or 2 storey block	6	6
Hunter	Flat/apartment	3 storey block	1	11
Hunter	Flat/apartment	3 storey block	2	61
Hunter	Flat/apartment	3 storey block	3	37
Hunter	Flat/apartment	4-8 storey block	1	3
Hunter	Flat/apartment	4-8 storey block	2	29
Hunter	Flat/apartment	4-8 storey block	3	41
Hunter	Flat/apartment	4-8 storey block	4	4
Hunter	Flat/apartment	Attached to a house	1	31
Hunter	Flat/apartment	Attached to a house	2	49
Hunter	Flat/apartment	Attached to a house	3	16
Hunter	Flat/apartment	Attached to a house	4	18
Hunter	Flat/apartment	Attached to a house	5	4
Hunter	Separate house			675
Hunter	Separate house		0	101
Hunter	Separate house		1	770
Hunter	Separate house		2	5851
Hunter	Separate house		3	23638
Hunter	Separate house		4	20676
Hunter	Separate house		5	3740
Hunter	Separate house		6	848
Kingsford Smith				15
Kingsford Smith			0	8
Kingsford Smith			1	21
Kingsford Smith			2	49
Kingsford Smith			3	12
Kingsford Smith			4	8
Kingsford Smith			5	3
Kingsford Smith			6	8
Kingsford Smith		1 storey		43
Kingsford Smith		1 storey	0	58
Kingsford Smith		1 storey	1	187
Kingsford Smith		1 storey	2	1271
Kingsford Smith		1 storey	3	1686
Kingsford Smith		1 storey	4	432
Kingsford Smith		1 storey	5	96
Kingsford Smith		1 storey	6	20
Kingsford Smith		2 storeys or more		63
Kingsford Smith		2 storeys or more	0	14
Kingsford Smith		2 storeys or more	1	320
Kingsford Smith		2 storeys or more	2	907
Kingsford Smith		2 storeys or more	3	2952
Kingsford Smith		2 storeys or more	4	1431
Kingsford Smith		2 storeys or more	5	213
Kingsford Smith		2 storeys or more	6	35
Kingsford Smith	(Other)		0	11
Kingsford Smith	(Other)		1	132
Kingsford Smith	(Other)		2	196
Kingsford Smith	(Other)		3	84
Kingsford Smith	(Other)		4	31
Kingsford Smith	(Other)		6	3
Kingsford Smith	Flat/apartment		0	8
Kingsford Smith	Flat/apartment	1 or 2 storey block		129
Kingsford Smith	Flat/apartment	1 or 2 storey block	0	221
Kingsford Smith	Flat/apartment	1 or 2 storey block	1	1376
Kingsford Smith	Flat/apartment	1 or 2 storey block	2	3643
Kingsford Smith	Flat/apartment	1 or 2 storey block	3	1246
Kingsford Smith	Flat/apartment	1 or 2 storey block	4	147
Kingsford Smith	Flat/apartment	1 or 2 storey block	5	35
Kingsford Smith	Flat/apartment	1 or 2 storey block	6	18
Kingsford Smith	Flat/apartment	3 storey block		236
Kingsford Smith	Flat/apartment	3 storey block	0	151
Kingsford Smith	Flat/apartment	3 storey block	1	2583
Kingsford Smith	Flat/apartment	3 storey block	2	9934
Kingsford Smith	Flat/apartment	3 storey block	3	2354
Kingsford Smith	Flat/apartment	3 storey block	4	83
Kingsford Smith	Flat/apartment	3 storey block	5	13
Kingsford Smith	Flat/apartment	3 storey block	6	14
Kingsford Smith	Flat/apartment	4-8 storey block		150
Kingsford Smith	Flat/apartment	4-8 storey block	0	128
Kingsford Smith	Flat/apartment	4-8 storey block	1	2801
Kingsford Smith	Flat/apartment	4-8 storey block	2	6906
Kingsford Smith	Flat/apartment	4-8 storey block	3	1814
Kingsford Smith	Flat/apartment	4-8 storey block	4	65
Kingsford Smith	Flat/apartment	4-8 storey block	5	23
Kingsford Smith	Flat/apartment	4-8 storey block	6	5
Kingsford Smith	Flat/apartment	9 or more storey block		80
Kingsford Smith	Flat/apartment	9 or more storey block	0	55
Kingsford Smith	Flat/apartment	9 or more storey block	1	1326
Kingsford Smith	Flat/apartment	9 or more storey block	2	3542
Kingsford Smith	Flat/apartment	9 or more storey block	3	1370
Kingsford Smith	Flat/apartment	9 or more storey block	4	61
Kingsford Smith	Flat/apartment	9 or more storey block	5	5
Kingsford Smith	Flat/apartment	Attached to a house		4
Kingsford Smith	Flat/apartment	Attached to a house	1	30
Kingsford Smith	Flat/apartment	Attached to a house	2	48
Kingsford Smith	Flat/apartment	Attached to a house	3	23
Kingsford Smith	Flat/apartment	Attached to a house	4	23
Kingsford Smith	Flat/apartment	Attached to a house	5	8
Kingsford Smith	Flat/apartment	Attached to a house	6	6
Kingsford Smith	Separate house			167
Kingsford Smith	Separate house		0	35
Kingsford Smith	Separate house		1	171
Kingsford Smith	Separate house		2	1416
Kingsford Smith	Separate house		3	7133
Kingsford Smith	Separate house		4	6417
Kingsford Smith	Separate house		5	2500
Kingsford Smith	Separate house		6	719
Lindsay				10
Lindsay			0	3
Lindsay			1	24
Lindsay			2	21
Lindsay			3	24
Lindsay			4	12
Lindsay			5	7
Lindsay			6	3
Lindsay		1 storey		49
Lindsay		1 storey	0	25
Lindsay		1 storey	1	209
Lindsay		1 storey	2	712
Lindsay		1 storey	3	1430
Lindsay		1 storey	4	197
Lindsay		1 storey	5	29
Lindsay		1 storey	6	9
Lindsay		2 storeys or more		99
Lindsay		2 storeys or more	0	12
Lindsay		2 storeys or more	1	251
Lindsay		2 storeys or more	2	1025
Lindsay		2 storeys or more	3	3782
Lindsay		2 storeys or more	4	918
Lindsay		2 storeys or more	5	53
Lindsay		2 storeys or more	6	9
Lindsay	(Other)		0	3
Lindsay	(Other)		1	27
Lindsay	(Other)		2	79
Lindsay	(Other)		3	26
Lindsay	(Other)		4	14
Lindsay	(Other)		6	3
Lindsay	Flat/apartment	1 or 2 storey block		45
Lindsay	Flat/apartment	1 or 2 storey block	0	48
Lindsay	Flat/apartment	1 or 2 storey block	1	322
Lindsay	Flat/apartment	1 or 2 storey block	2	1104
Lindsay	Flat/apartment	1 or 2 storey block	3	148
Lindsay	Flat/apartment	1 or 2 storey block	4	19
Lindsay	Flat/apartment	1 or 2 storey block	5	3
Lindsay	Flat/apartment	3 storey block		30
Lindsay	Flat/apartment	3 storey block	0	18
Lindsay	Flat/apartment	3 storey block	1	108
Lindsay	Flat/apartment	3 storey block	2	1205
Lindsay	Flat/apartment	3 storey block	3	166
Lindsay	Flat/apartment	3 storey block	4	5
Lindsay	Flat/apartment	4-8 storey block		29
Lindsay	Flat/apartment	4-8 storey block	0	21
Lindsay	Flat/apartment	4-8 storey block	1	305
Lindsay	Flat/apartment	4-8 storey block	2	1776
Lindsay	Flat/apartment	4-8 storey block	3	173
Lindsay	Flat/apartment	4-8 storey block	6	3
Lindsay	Flat/apartment	9 or more storey block		5
Lindsay	Flat/apartment	9 or more storey block	1	229
Lindsay	Flat/apartment	9 or more storey block	2	549
Lindsay	Flat/apartment	9 or more storey block	3	43
Lindsay	Flat/apartment	Attached to a house		4
Lindsay	Flat/apartment	Attached to a house	1	38
Lindsay	Flat/apartment	Attached to a house	2	102
Lindsay	Flat/apartment	Attached to a house	3	55
Lindsay	Flat/apartment	Attached to a house	4	29
Lindsay	Flat/apartment	Attached to a house	5	8
Lindsay	Flat/apartment	Attached to a house	6	8
Lindsay	Separate house			609
Lindsay	Separate house		0	63
Lindsay	Separate house		1	451
Lindsay	Separate house		2	2525
Lindsay	Separate house		3	20006
Lindsay	Separate house		4	19087
Lindsay	Separate house		5	4507
Lindsay	Separate house		6	1184
Lyne				41
Lyne			0	6
Lyne			1	36
Lyne			2	54
Lyne			3	40
Lyne			4	10
Lyne			5	9
Lyne		1 storey		187
Lyne		1 storey	0	14
Lyne		1 storey	1	283
Lyne		1 storey	2	1928
Lyne		1 storey	3	1432
Lyne		1 storey	4	93
Lyne		1 storey	5	7
Lyne		2 storeys or more		8
Lyne		2 storeys or more	1	81
Lyne		2 storeys or more	2	294
Lyne		2 storeys or more	3	320
Lyne		2 storeys or more	4	71
Lyne		2 storeys or more	5	7
Lyne	(Other)			180
Lyne	(Other)		0	74
Lyne	(Other)		1	299
Lyne	(Other)		2	321
Lyne	(Other)		3	87
Lyne	(Other)		4	19
Lyne	(Other)		5	9
Lyne	(Other)		6	8
Lyne	Flat/apartment		0	3
Lyne	Flat/apartment	1 or 2 storey block		68
Lyne	Flat/apartment	1 or 2 storey block	0	32
Lyne	Flat/apartment	1 or 2 storey block	1	478
Lyne	Flat/apartment	1 or 2 storey block	2	1241
Lyne	Flat/apartment	1 or 2 storey block	3	288
Lyne	Flat/apartment	1 or 2 storey block	4	19
Lyne	Flat/apartment	1 or 2 storey block	5	7
Lyne	Flat/apartment	1 or 2 storey block	6	9
Lyne	Flat/apartment	3 storey block		11
Lyne	Flat/apartment	3 storey block	0	8
Lyne	Flat/apartment	3 storey block	1	58
Lyne	Flat/apartment	3 storey block	2	327
Lyne	Flat/apartment	3 storey block	3	72
Lyne	Flat/apartment	4-8 storey block		5
Lyne	Flat/apartment	4-8 storey block	1	20
Lyne	Flat/apartment	4-8 storey block	2	276
Lyne	Flat/apartment	4-8 storey block	3	69
Lyne	Flat/apartment	4-8 storey block	4	5
Lyne	Flat/apartment	9 or more storey block	1	3
Lyne	Flat/apartment	9 or more storey block	2	32
Lyne	Flat/apartment	9 or more storey block	3	41
Lyne	Flat/apartment	Attached to a house	1	9
Lyne	Flat/apartment	Attached to a house	2	17
Lyne	Flat/apartment	Attached to a house	3	7
Lyne	Flat/apartment	Attached to a house	4	12
Lyne	Flat/apartment	Attached to a house	5	6
Lyne	Separate house			946
Lyne	Separate house		0	192
Lyne	Separate house		1	938
Lyne	Separate house		2	6363
Lyne	Separate house		3	23506
Lyne	Separate house		4	17265
Lyne	Separate house		5	3312
Lyne	Separate house		6	846
Macarthur				17
Macarthur			1	11
Macarthur			2	21
Macarthur			3	16
Macarthur			4	16
Macarthur			5	7
Macarthur		1 storey		71
Macarthur		1 storey	0	12
Macarthur		1 storey	1	84
Macarthur		1 storey	2	1210
Macarthur		1 storey	3	1485
Macarthur		1 storey	4	216
Macarthur		1 storey	5	15
Macarthur		1 storey	6	11
Macarthur		2 storeys or more		79
Macarthur		2 storeys or more	0	15
Macarthur		2 storeys or more	1	326
Macarthur		2 storeys or more	2	1246
Macarthur		2 storeys or more	3	1650
Macarthur		2 storeys or more	4	627
Macarthur		2 storeys or more	5	82
Macarthur		2 storeys or more	6	11
Macarthur	(Other)			9
Macarthur	(Other)		1	18
Macarthur	(Other)		2	67
Macarthur	(Other)		3	13
Macarthur	(Other)		4	3
Macarthur	Flat/apartment	1 or 2 storey block		24
Macarthur	Flat/apartment	1 or 2 storey block	0	32
Macarthur	Flat/apartment	1 or 2 storey block	1	167
Macarthur	Flat/apartment	1 or 2 storey block	2	636
Macarthur	Flat/apartment	1 or 2 storey block	3	151
Macarthur	Flat/apartment	1 or 2 storey block	4	13
Macarthur	Flat/apartment	3 storey block		11
Macarthur	Flat/apartment	3 storey block	1	17
Macarthur	Flat/apartment	3 storey block	2	304
Macarthur	Flat/apartment	3 storey block	3	146
Macarthur	Flat/apartment	4-8 storey block		18
Macarthur	Flat/apartment	4-8 storey block	0	4
Macarthur	Flat/apartment	4-8 storey block	1	135
Macarthur	Flat/apartment	4-8 storey block	2	1119
Macarthur	Flat/apartment	4-8 storey block	3	286
Macarthur	Flat/apartment	9 or more storey block	1	28
Macarthur	Flat/apartment	9 or more storey block	2	119
Macarthur	Flat/apartment	9 or more storey block	3	31
Macarthur	Flat/apartment	Attached to a house		11
Macarthur	Flat/apartment	Attached to a house	1	64
Macarthur	Flat/apartment	Attached to a house	2	184
Macarthur	Flat/apartment	Attached to a house	3	49
Macarthur	Flat/apartment	Attached to a house	4	39
Macarthur	Flat/apartment	Attached to a house	5	20
Macarthur	Flat/apartment	Attached to a house	6	9
Macarthur	Separate house			689
Macarthur	Separate house		0	58
Macarthur	Separate house		1	478
Macarthur	Separate house		2	1979
Macarthur	Separate house		3	19663
Macarthur	Separate house		4	25222
Macarthur	Separate house		5	5390
Macarthur	Separate house		6	1172
Mackellar				10
Mackellar			0	3
Mackellar			1	18
Mackellar			2	41
Mackellar			3	24
Mackellar			4	10
Mackellar			5	3
Mackellar		1 storey		18
Mackellar		1 storey	0	24
Mackellar		1 storey	1	209
Mackellar		1 storey	2	429
Mackellar		1 storey	3	232
Mackellar		1 storey	4	83
Mackellar		1 storey	5	27
Mackellar		1 storey	6	7
Mackellar		2 storeys or more		54
Mackellar		2 storeys or more	0	20
Mackellar		2 storeys or more	1	406
Mackellar		2 storeys or more	2	943
Mackellar		2 storeys or more	3	1839
Mackellar		2 storeys or more	4	348
Mackellar		2 storeys or more	5	61
Mackellar		2 storeys or more	6	10
Mackellar	(Other)			6
Mackellar	(Other)		0	9
Mackellar	(Other)		1	59
Mackellar	(Other)		2	118
Mackellar	(Other)		3	42
Mackellar	(Other)		4	3
Mackellar	(Other)		5	5
Mackellar	Flat/apartment		0	8
Mackellar	Flat/apartment	1 or 2 storey block		62
Mackellar	Flat/apartment	1 or 2 storey block	0	106
Mackellar	Flat/apartment	1 or 2 storey block	1	685
Mackellar	Flat/apartment	1 or 2 storey block	2	1317
Mackellar	Flat/apartment	1 or 2 storey block	3	712
Mackellar	Flat/apartment	1 or 2 storey block	4	112
Mackellar	Flat/apartment	1 or 2 storey block	5	26
Mackellar	Flat/apartment	1 or 2 storey block	6	11
Mackellar	Flat/apartment	3 storey block		76
Mackellar	Flat/apartment	3 storey block	0	45
Mackellar	Flat/apartment	3 storey block	1	1054
Mackellar	Flat/apartment	3 storey block	2	4482
Mackellar	Flat/apartment	3 storey block	3	667
Mackellar	Flat/apartment	3 storey block	4	15
Mackellar	Flat/apartment	3 storey block	5	8
Mackellar	Flat/apartment	3 storey block	6	3
Mackellar	Flat/apartment	4-8 storey block		44
Mackellar	Flat/apartment	4-8 storey block	0	66
Mackellar	Flat/apartment	4-8 storey block	1	955
Mackellar	Flat/apartment	4-8 storey block	2	2816
Mackellar	Flat/apartment	4-8 storey block	3	632
Mackellar	Flat/apartment	4-8 storey block	4	12
Mackellar	Flat/apartment	4-8 storey block	5	4
Mackellar	Flat/apartment	9 or more storey block		3
Mackellar	Flat/apartment	9 or more storey block	1	157
Mackellar	Flat/apartment	9 or more storey block	2	229
Mackellar	Flat/apartment	9 or more storey block	3	122
Mackellar	Flat/apartment	Attached to a house	1	74
Mackellar	Flat/apartment	Attached to a house	2	117
Mackellar	Flat/apartment	Attached to a house	3	44
Mackellar	Flat/apartment	Attached to a house	4	28
Mackellar	Flat/apartment	Attached to a house	5	18
Mackellar	Flat/apartment	Attached to a house	6	5
Mackellar	Separate house			269
Mackellar	Separate house		0	91
Mackellar	Separate house		1	554
Mackellar	Separate house		2	1998
Mackellar	Separate house		3	10821
Mackellar	Separate house		4	14371
Mackellar	Separate house		5	5559
Mackellar	Separate house		6	1356
Macquarie				28
Macquarie			0	7
Macquarie			1	19
Macquarie			2	29
Macquarie			3	19
Macquarie			4	20
Macquarie			5	11
Macquarie			6	5
Macquarie		1 storey		34
Macquarie		1 storey	0	21
Macquarie		1 storey	1	267
Macquarie		1 storey	2	860
Macquarie		1 storey	3	1117
Macquarie		1 storey	4	102
Macquarie		1 storey	5	13
Macquarie		1 storey	6	8
Macquarie		2 storeys or more		13
Macquarie		2 storeys or more	0	4
Macquarie		2 storeys or more	1	86
Macquarie		2 storeys or more	2	303
Macquarie		2 storeys or more	3	607
Macquarie		2 storeys or more	4	85
Macquarie		2 storeys or more	5	9
Macquarie		2 storeys or more	6	4
Macquarie	(Other)		0	25
Macquarie	(Other)		1	46
Macquarie	(Other)		2	48
Macquarie	(Other)		3	23
Macquarie	(Other)		4	16
Macquarie	(Other)		5	6
Macquarie	Flat/apartment		0	5
Macquarie	Flat/apartment	1 or 2 storey block		22
Macquarie	Flat/apartment	1 or 2 storey block	0	20
Macquarie	Flat/apartment	1 or 2 storey block	1	365
Macquarie	Flat/apartment	1 or 2 storey block	2	496
Macquarie	Flat/apartment	1 or 2 storey block	3	120
Macquarie	Flat/apartment	1 or 2 storey block	4	24
Macquarie	Flat/apartment	1 or 2 storey block	5	3
Macquarie	Flat/apartment	1 or 2 storey block	6	4
Macquarie	Flat/apartment	3 storey block		6
Macquarie	Flat/apartment	3 storey block	0	9
Macquarie	Flat/apartment	3 storey block	1	62
Macquarie	Flat/apartment	3 storey block	2	189
Macquarie	Flat/apartment	3 storey block	3	30
Macquarie	Flat/apartment	3 storey block	6	4
Macquarie	Flat/apartment	4-8 storey block		5
Macquarie	Flat/apartment	4-8 storey block	1	19
Macquarie	Flat/apartment	4-8 storey block	2	29
Macquarie	Flat/apartment	Attached to a house	1	41
Macquarie	Flat/apartment	Attached to a house	2	76
Macquarie	Flat/apartment	Attached to a house	3	35
Macquarie	Flat/apartment	Attached to a house	4	31
Macquarie	Flat/apartment	Attached to a house	5	9
Macquarie	Flat/apartment	Attached to a house	6	6
Macquarie	Separate house			411
Macquarie	Separate house		0	103
Macquarie	Separate house		1	704
Macquarie	Separate house		2	4672
Macquarie	Separate house		3	19830
Macquarie	Separate house		4	16463
Macquarie	Separate house		5	4683
Macquarie	Separate house		6	1271
McMahon				7
McMahon			0	7
McMahon			1	28
McMahon			2	60
McMahon			3	17
McMahon			4	21
McMahon			5	7
McMahon		1 storey		41
McMahon		1 storey	0	8
McMahon		1 storey	1	135
McMahon		1 storey	2	676
McMahon		1 storey	3	699
McMahon		1 storey	4	97
McMahon		1 storey	5	23
McMahon		1 storey	6	4
McMahon		2 storeys or more		84
McMahon		2 storeys or more	0	6
McMahon		2 storeys or more	1	179
McMahon		2 storeys or more	2	583
McMahon		2 storeys or more	3	2438
McMahon		2 storeys or more	4	1116
McMahon		2 storeys or more	5	223
McMahon		2 storeys or more	6	28
McMahon	(Other)		0	9
McMahon	(Other)		1	50
McMahon	(Other)		2	14
McMahon	(Other)		3	16
McMahon	(Other)		4	4
McMahon	(Other)		5	4
McMahon	Flat/apartment		0	3
McMahon	Flat/apartment	1 or 2 storey block		55
McMahon	Flat/apartment	1 or 2 storey block	0	37
McMahon	Flat/apartment	1 or 2 storey block	1	524
McMahon	Flat/apartment	1 or 2 storey block	2	895
McMahon	Flat/apartment	1 or 2 storey block	3	205
McMahon	Flat/apartment	1 or 2 storey block	4	35
McMahon	Flat/apartment	1 or 2 storey block	5	10
McMahon	Flat/apartment	1 or 2 storey block	6	6
McMahon	Flat/apartment	3 storey block		60
McMahon	Flat/apartment	3 storey block	0	28
McMahon	Flat/apartment	3 storey block	1	208
McMahon	Flat/apartment	3 storey block	2	2279
McMahon	Flat/apartment	3 storey block	3	289
McMahon	Flat/apartment	3 storey block	4	22
McMahon	Flat/apartment	3 storey block	6	5
McMahon	Flat/apartment	4-8 storey block		51
McMahon	Flat/apartment	4-8 storey block	0	12
McMahon	Flat/apartment	4-8 storey block	1	241
McMahon	Flat/apartment	4-8 storey block	2	2092
McMahon	Flat/apartment	4-8 storey block	3	232
McMahon	Flat/apartment	4-8 storey block	6	3
McMahon	Flat/apartment	9 or more storey block		14
McMahon	Flat/apartment	9 or more storey block	0	18
McMahon	Flat/apartment	9 or more storey block	1	114
McMahon	Flat/apartment	9 or more storey block	2	416
McMahon	Flat/apartment	9 or more storey block	3	110
McMahon	Flat/apartment	Attached to a house		20
McMahon	Flat/apartment	Attached to a house	1	35
McMahon	Flat/apartment	Attached to a house	2	196
McMahon	Flat/apartment	Attached to a house	3	126
McMahon	Flat/apartment	Attached to a house	4	61
McMahon	Flat/apartment	Attached to a house	5	23
McMahon	Flat/apartment	Attached to a house	6	11
McMahon	Separate house			611
McMahon	Separate house		0	66
McMahon	Separate house		1	419
McMahon	Separate house		2	2474
McMahon	Separate house		3	16854
McMahon	Separate house		4	13033
McMahon	Separate house		5	3994
McMahon	Separate house		6	937
Mitchell				8
Mitchell			0	3
Mitchell			1	5
Mitchell			2	15
Mitchell			3	24
Mitchell			4	21
Mitchell			5	10
Mitchell			6	5
Mitchell		1 storey		11
Mitchell		1 storey	0	4
Mitchell		1 storey	1	56
Mitchell		1 storey	2	370
Mitchell		1 storey	3	454
Mitchell		1 storey	4	58
Mitchell		1 storey	5	10
Mitchell		1 storey	6	5
Mitchell		2 storeys or more		34
Mitchell		2 storeys or more	1	49
Mitchell		2 storeys or more	2	805
Mitchell		2 storeys or more	3	2919
Mitchell		2 storeys or more	4	981
Mitchell		2 storeys or more	5	135
Mitchell		2 storeys or more	6	24
Mitchell	Flat/apartment		0	10
Mitchell	Flat/apartment	1 or 2 storey block		35
Mitchell	Flat/apartment	1 or 2 storey block	0	19
Mitchell	Flat/apartment	1 or 2 storey block	1	164
Mitchell	Flat/apartment	1 or 2 storey block	2	628
Mitchell	Flat/apartment	1 or 2 storey block	3	375
Mitchell	Flat/apartment	1 or 2 storey block	4	9
Mitchell	Flat/apartment	3 storey block		11
Mitchell	Flat/apartment	3 storey block	1	83
Mitchell	Flat/apartment	3 storey block	2	720
Mitchell	Flat/apartment	3 storey block	3	403
Mitchell	Flat/apartment	3 storey block	4	6
Mitchell	Flat/apartment	4-8 storey block		29
Mitchell	Flat/apartment	4-8 storey block	0	5
Mitchell	Flat/apartment	4-8 storey block	1	498
Mitchell	Flat/apartment	4-8 storey block	2	1813
Mitchell	Flat/apartment	4-8 storey block	3	640
Mitchell	Flat/apartment	4-8 storey block	4	22
Mitchell	Flat/apartment	4-8 storey block	5	5
Mitchell	Flat/apartment	9 or more storey block		16
Mitchell	Flat/apartment	9 or more storey block	1	222
Mitchell	Flat/apartment	9 or more storey block	2	836
Mitchell	Flat/apartment	9 or more storey block	3	220
Mitchell	Flat/apartment	9 or more storey block	4	10
Mitchell	Flat/apartment	Attached to a house		4
Mitchell	Flat/apartment	Attached to a house	1	27
Mitchell	Flat/apartment	Attached to a house	2	57
Mitchell	Flat/apartment	Attached to a house	3	24
Mitchell	Flat/apartment	Attached to a house	4	29
Mitchell	Flat/apartment	Attached to a house	5	14
Mitchell	Flat/apartment	Attached to a house	6	11
Mitchell	Separate house			342
Mitchell	Separate house		0	20
Mitchell	Separate house		1	210
Mitchell	Separate house		2	1162
Mitchell	Separate house		3	9358
Mitchell	Separate house		4	25019
Mitchell	Separate house		5	9063
Mitchell	Separate house		6	1651
New England				29
New England			0	19
New England			1	58
New England			2	51
New England			3	54
New England			4	17
New England			5	7
New England			6	9
New England		1 storey		129
New England		1 storey	0	32
New England		1 storey	1	601
New England		1 storey	2	2224
New England		1 storey	3	762
New England		1 storey	4	59
New England		1 storey	5	15
New England		1 storey	6	7
New England		2 storeys or more		16
New England		2 storeys or more	0	3
New England		2 storeys or more	1	136
New England		2 storeys or more	2	332
New England		2 storeys or more	3	113
New England		2 storeys or more	4	21
New England	(Other)			41
New England	(Other)		0	60
New England	(Other)		1	142
New England	(Other)		2	115
New England	(Other)		3	49
New England	(Other)		4	24
New England	(Other)		5	8
New England	(Other)		6	8
New England	Flat/apartment	1 or 2 storey block		27
New England	Flat/apartment	1 or 2 storey block	0	17
New England	Flat/apartment	1 or 2 storey block	1	359
New England	Flat/apartment	1 or 2 storey block	2	558
New England	Flat/apartment	1 or 2 storey block	3	102
New England	Flat/apartment	1 or 2 storey block	4	21
New England	Flat/apartment	1 or 2 storey block	5	5
New England	Flat/apartment	1 or 2 storey block	6	3
New England	Flat/apartment	3 storey block	1	7
New England	Flat/apartment	3 storey block	2	53
New England	Flat/apartment	3 storey block	3	7
New England	Flat/apartment	4-8 storey block	2	17
New England	Flat/apartment	4-8 storey block	3	3
New England	Flat/apartment	Attached to a house	1	10
New England	Flat/apartment	Attached to a house	2	5
New England	Flat/apartment	Attached to a house	3	8
New England	Flat/apartment	Attached to a house	5	3
New England	Separate house			915
New England	Separate house		0	186
New England	Separate house		1	1025
New England	Separate house		2	5910
New England	Separate house		3	24303
New England	Separate house		4	17075
New England	Separate house		5	3432
New England	Separate house		6	834
Newcastle				11
Newcastle			0	11
Newcastle			1	42
Newcastle			2	26
Newcastle			3	23
Newcastle			4	9
Newcastle			6	5
Newcastle		1 storey		74
Newcastle		1 storey	0	16
Newcastle		1 storey	1	494
Newcastle		1 storey	2	2407
Newcastle		1 storey	3	1248
Newcastle		1 storey	4	122
Newcastle		1 storey	5	23
Newcastle		1 storey	6	6
Newcastle		2 storeys or more		92
Newcastle		2 storeys or more	0	44
Newcastle		2 storeys or more	1	540
Newcastle		2 storeys or more	2	2084
Newcastle		2 storeys or more	3	2895
Newcastle		2 storeys or more	4	381
Newcastle		2 storeys or more	5	80
Newcastle		2 storeys or more	6	25
Newcastle	(Other)			7
Newcastle	(Other)		0	19
Newcastle	(Other)		1	71
Newcastle	(Other)		2	94
Newcastle	(Other)		3	43
Newcastle	(Other)		4	24
Newcastle	(Other)		5	4
Newcastle	Flat/apartment		0	7
Newcastle	Flat/apartment	1 or 2 storey block		90
Newcastle	Flat/apartment	1 or 2 storey block	0	124
Newcastle	Flat/apartment	1 or 2 storey block	1	1345
Newcastle	Flat/apartment	1 or 2 storey block	2	1500
Newcastle	Flat/apartment	1 or 2 storey block	3	359
Newcastle	Flat/apartment	1 or 2 storey block	4	58
Newcastle	Flat/apartment	1 or 2 storey block	5	10
Newcastle	Flat/apartment	1 or 2 storey block	6	5
Newcastle	Flat/apartment	3 storey block		52
Newcastle	Flat/apartment	3 storey block	0	36
Newcastle	Flat/apartment	3 storey block	1	499
Newcastle	Flat/apartment	3 storey block	2	1436
Newcastle	Flat/apartment	3 storey block	3	237
Newcastle	Flat/apartment	3 storey block	4	6
Newcastle	Flat/apartment	3 storey block	5	4
Newcastle	Flat/apartment	3 storey block	6	3
Newcastle	Flat/apartment	4-8 storey block		20
