CED_NAME16	DwellingStructure	DwellingSubtype	NumberBedrooms.min	occupied_private_dwellings
Capricornia	Flat/apartment	1 or 2 storey block	2	1046
Capricornia	Flat/apartment	1 or 2 storey block	3	326
Capricornia	Flat/apartment	1 or 2 storey block	4	36
Capricornia	Flat/apartment	1 or 2 storey block	5	10
Capricornia	Flat/apartment	1 or 2 storey block	6	5
Capricornia	Flat/apartment	3 storey block	1	10
Capricornia	Flat/apartment	3 storey block	2	70
Capricornia	Flat/apartment	3 storey block	3	35
Capricornia	Flat/apartment	4-8 storey block	1	15
Capricornia	Flat/apartment	4-8 storey block	2	77
Capricornia	Flat/apartment	4-8 storey block	3	32
Capricornia	Flat/apartment	9 or more storey block	0	3
Capricornia	Flat/apartment	9 or more storey block	1	17
Capricornia	Flat/apartment	9 or more storey block	2	52
Capricornia	Flat/apartment	9 or more storey block	3	37
Capricornia	Flat/apartment	Attached to a house	1	5
Capricornia	Flat/apartment	Attached to a house	2	8
Capricornia	Flat/apartment	Attached to a house	3	11
Capricornia	Flat/apartment	Attached to a house	4	4
Capricornia	Separate house			788
Capricornia	Separate house		0	139
Capricornia	Separate house		1	804
Capricornia	Separate house		2	4869
Capricornia	Separate house		3	21524
Capricornia	Separate house		4	16924
Capricornia	Separate house		5	2860
Capricornia	Separate house		6	660
Dawson				53
Dawson			0	51
Dawson			1	120
Dawson			2	69
Dawson			3	68
Dawson			4	33
Dawson			6	4
Dawson		1 storey		151
Dawson		1 storey	0	64
Dawson		1 storey	1	430
Dawson		1 storey	2	2134
Dawson		1 storey	3	843
Dawson		1 storey	4	77
Dawson		1 storey	5	3
Dawson		1 storey	6	7
Dawson		2 storeys or more		75
Dawson		2 storeys or more	0	26
Dawson		2 storeys or more	1	312
Dawson		2 storeys or more	2	846
Dawson		2 storeys or more	3	597
Dawson		2 storeys or more	4	62
Dawson		2 storeys or more	5	5
Dawson		2 storeys or more	6	4
Dawson	(Other)			107
Dawson	(Other)		0	155
Dawson	(Other)		1	359
Dawson	(Other)		2	117
Dawson	(Other)		3	87
Dawson	(Other)		4	41
Dawson	(Other)		5	7
Dawson	(Other)		6	5
Dawson	Flat/apartment	1 or 2 storey block		45
Dawson	Flat/apartment	1 or 2 storey block	0	30
Dawson	Flat/apartment	1 or 2 storey block	1	356
Dawson	Flat/apartment	1 or 2 storey block	2	1215
Dawson	Flat/apartment	1 or 2 storey block	3	445
Dawson	Flat/apartment	1 or 2 storey block	4	29
Dawson	Flat/apartment	1 or 2 storey block	5	11
Dawson	Flat/apartment	1 or 2 storey block	6	4
Dawson	Flat/apartment	3 storey block		11
Dawson	Flat/apartment	3 storey block	0	9
Dawson	Flat/apartment	3 storey block	1	72
Dawson	Flat/apartment	3 storey block	2	349
Dawson	Flat/apartment	3 storey block	3	100
Dawson	Flat/apartment	3 storey block	4	3
Dawson	Flat/apartment	4-8 storey block		5
Dawson	Flat/apartment	4-8 storey block	1	31
Dawson	Flat/apartment	4-8 storey block	2	114
Dawson	Flat/apartment	4-8 storey block	3	74
Dawson	Flat/apartment	4-8 storey block	4	3
Dawson	Flat/apartment	9 or more storey block		3
Dawson	Flat/apartment	9 or more storey block	1	18
Dawson	Flat/apartment	9 or more storey block	2	37
Dawson	Flat/apartment	9 or more storey block	3	114
Dawson	Flat/apartment	9 or more storey block	4	17
Dawson	Flat/apartment	Attached to a house	2	4
Dawson	Flat/apartment	Attached to a house	3	7
Dawson	Flat/apartment	Attached to a house	4	4
Dawson	Separate house			759
Dawson	Separate house		0	130
Dawson	Separate house		1	823
Dawson	Separate house		2	4232
Dawson	Separate house		3	21341
Dawson	Separate house		4	17431
Dawson	Separate house		5	2659
Dawson	Separate house		6	461
Dickson				6
Dickson			0	4
Dickson			1	3
Dickson			2	7
Dickson			3	7
Dickson			4	7
Dickson			6	3
Dickson		1 storey		47
Dickson		1 storey	0	8
Dickson		1 storey	1	351
Dickson		1 storey	2	1401
Dickson		1 storey	3	803
Dickson		1 storey	4	81
Dickson		2 storeys or more		60
Dickson		2 storeys or more	0	13
Dickson		2 storeys or more	1	95
Dickson		2 storeys or more	2	815
Dickson		2 storeys or more	3	3368
Dickson		2 storeys or more	4	182
Dickson		2 storeys or more	5	3
Dickson		2 storeys or more	6	3
Dickson	(Other)			12
Dickson	(Other)		0	18
Dickson	(Other)		1	110
Dickson	(Other)		2	42
Dickson	(Other)		3	10
Dickson	Flat/apartment	1 or 2 storey block		12
Dickson	Flat/apartment	1 or 2 storey block	0	3
Dickson	Flat/apartment	1 or 2 storey block	1	151
Dickson	Flat/apartment	1 or 2 storey block	2	233
Dickson	Flat/apartment	1 or 2 storey block	3	128
Dickson	Flat/apartment	1 or 2 storey block	4	10
Dickson	Flat/apartment	1 or 2 storey block	6	6
Dickson	Flat/apartment	3 storey block		10
Dickson	Flat/apartment	3 storey block	1	53
Dickson	Flat/apartment	3 storey block	2	39
Dickson	Flat/apartment	3 storey block	3	11
Dickson	Flat/apartment	3 storey block	4	5
Dickson	Flat/apartment	4-8 storey block	2	8
Dickson	Flat/apartment	Attached to a house		6
Dickson	Flat/apartment	Attached to a house	1	26
Dickson	Flat/apartment	Attached to a house	2	50
Dickson	Flat/apartment	Attached to a house	3	19
Dickson	Flat/apartment	Attached to a house	4	12
Dickson	Flat/apartment	Attached to a house	5	9
Dickson	Separate house			369
Dickson	Separate house		0	28
Dickson	Separate house		1	220
Dickson	Separate house		2	1139
Dickson	Separate house		3	17640
Dickson	Separate house		4	21535
Dickson	Separate house		5	5224
Dickson	Separate house		6	1136
Fadden				16
Fadden			0	5
Fadden			1	37
Fadden			2	50
Fadden			3	82
Fadden			4	41
Fadden			5	5
Fadden			6	5
Fadden		1 storey		131
Fadden		1 storey	0	35
Fadden		1 storey	1	178
Fadden		1 storey	2	3132
Fadden		1 storey	3	3432
Fadden		1 storey	4	367
Fadden		1 storey	5	13
Fadden		1 storey	6	7
Fadden		2 storeys or more		133
Fadden		2 storeys or more	0	26
Fadden		2 storeys or more	1	236
Fadden		2 storeys or more	2	1421
Fadden		2 storeys or more	3	6634
Fadden		2 storeys or more	4	983
Fadden		2 storeys or more	5	34
Fadden		2 storeys or more	6	9
Fadden	(Other)			20
Fadden	(Other)		0	32
Fadden	(Other)		1	206
Fadden	(Other)		2	162
Fadden	(Other)		3	36
Fadden	(Other)		4	11
Fadden	Flat/apartment	1 or 2 storey block		47
Fadden	Flat/apartment	1 or 2 storey block	0	20
Fadden	Flat/apartment	1 or 2 storey block	1	286
Fadden	Flat/apartment	1 or 2 storey block	2	773
Fadden	Flat/apartment	1 or 2 storey block	3	190
Fadden	Flat/apartment	1 or 2 storey block	4	71
Fadden	Flat/apartment	1 or 2 storey block	6	4
Fadden	Flat/apartment	3 storey block		48
Fadden	Flat/apartment	3 storey block	0	19
Fadden	Flat/apartment	3 storey block	1	364
Fadden	Flat/apartment	3 storey block	2	1961
Fadden	Flat/apartment	3 storey block	3	575
Fadden	Flat/apartment	3 storey block	4	49
Fadden	Flat/apartment	3 storey block	5	10
Fadden	Flat/apartment	4-8 storey block		25
Fadden	Flat/apartment	4-8 storey block	1	253
Fadden	Flat/apartment	4-8 storey block	2	1184
Fadden	Flat/apartment	4-8 storey block	3	592
Fadden	Flat/apartment	4-8 storey block	4	45
Fadden	Flat/apartment	9 or more storey block		25
Fadden	Flat/apartment	9 or more storey block	1	136
Fadden	Flat/apartment	9 or more storey block	2	1209
Fadden	Flat/apartment	9 or more storey block	3	648
Fadden	Flat/apartment	9 or more storey block	4	37
Fadden	Flat/apartment	Attached to a house	1	17
Fadden	Flat/apartment	Attached to a house	2	27
Fadden	Flat/apartment	Attached to a house	3	14
Fadden	Flat/apartment	Attached to a house	4	3
Fadden	Flat/apartment	Attached to a house	5	3
Fadden	Flat/apartment	Attached to a house	6	4
Fadden	Separate house			535
Fadden	Separate house		0	49
Fadden	Separate house		1	179
Fadden	Separate house		2	2398
Fadden	Separate house		3	11736
Fadden	Separate house		4	24078
Fadden	Separate house		5	4212
Fadden	Separate house		6	803
Fairfax				15
Fairfax			0	8
Fairfax			1	34
Fairfax			2	52
Fairfax			3	57
Fairfax			4	19
Fairfax			5	3
Fairfax			6	5
Fairfax		1 storey		83
Fairfax		1 storey	0	10
Fairfax		1 storey	1	211
Fairfax		1 storey	2	2085
Fairfax		1 storey	3	1580
Fairfax		1 storey	4	77
Fairfax		1 storey	5	11
Fairfax		1 storey	6	3
Fairfax		2 storeys or more		67
Fairfax		2 storeys or more	0	25
Fairfax		2 storeys or more	1	277
Fairfax		2 storeys or more	2	1760
Fairfax		2 storeys or more	3	2707
Fairfax		2 storeys or more	4	280
Fairfax		2 storeys or more	5	8
Fairfax		2 storeys or more	6	8
Fairfax	(Other)			24
Fairfax	(Other)		0	81
Fairfax	(Other)		1	246
Fairfax	(Other)		2	111
Fairfax	(Other)		3	27
Fairfax	(Other)		4	13
Fairfax	Flat/apartment		0	6
Fairfax	Flat/apartment	1 or 2 storey block		73
Fairfax	Flat/apartment	1 or 2 storey block	0	51
Fairfax	Flat/apartment	1 or 2 storey block	1	517
Fairfax	Flat/apartment	1 or 2 storey block	2	1674
Fairfax	Flat/apartment	1 or 2 storey block	3	927
Fairfax	Flat/apartment	1 or 2 storey block	4	69
Fairfax	Flat/apartment	1 or 2 storey block	5	4
Fairfax	Flat/apartment	1 or 2 storey block	6	3
Fairfax	Flat/apartment	3 storey block		20
Fairfax	Flat/apartment	3 storey block	0	15
Fairfax	Flat/apartment	3 storey block	1	109
Fairfax	Flat/apartment	3 storey block	2	644
Fairfax	Flat/apartment	3 storey block	3	465
Fairfax	Flat/apartment	3 storey block	4	16
Fairfax	Flat/apartment	3 storey block	5	3
Fairfax	Flat/apartment	4-8 storey block		27
Fairfax	Flat/apartment	4-8 storey block	0	4
Fairfax	Flat/apartment	4-8 storey block	1	215
Fairfax	Flat/apartment	4-8 storey block	2	990
Fairfax	Flat/apartment	4-8 storey block	3	739
Fairfax	Flat/apartment	4-8 storey block	4	79
Fairfax	Flat/apartment	9 or more storey block		19
Fairfax	Flat/apartment	9 or more storey block	0	11
Fairfax	Flat/apartment	9 or more storey block	1	70
Fairfax	Flat/apartment	9 or more storey block	2	541
Fairfax	Flat/apartment	9 or more storey block	3	209
Fairfax	Flat/apartment	9 or more storey block	4	16
Fairfax	Flat/apartment	Attached to a house		5
Fairfax	Flat/apartment	Attached to a house	1	68
Fairfax	Flat/apartment	Attached to a house	2	80
Fairfax	Flat/apartment	Attached to a house	3	27
Fairfax	Flat/apartment	Attached to a house	4	21
Fairfax	Flat/apartment	Attached to a house	5	3
Fairfax	Flat/apartment	Attached to a house	6	7
Fairfax	Separate house			533
Fairfax	Separate house		0	107
Fairfax	Separate house		1	703
Fairfax	Separate house		2	3337
Fairfax	Separate house		3	17465
Fairfax	Separate house		4	19075
Fairfax	Separate house		5	3777
Fairfax	Separate house		6	911
Fisher				17
Fisher			0	12
Fisher			1	32
Fisher			2	33
Fisher			3	44
Fisher			4	18
Fisher			5	3
Fisher		1 storey		85
Fisher		1 storey	0	20
Fisher		1 storey	1	121
Fisher		1 storey	2	2641
Fisher		1 storey	3	1796
Fisher		1 storey	4	120
Fisher		1 storey	5	4
Fisher		1 storey	6	3
Fisher		2 storeys or more		24
Fisher		2 storeys or more	0	4
Fisher		2 storeys or more	1	137
Fisher		2 storeys or more	2	678
Fisher		2 storeys or more	3	1505
Fisher		2 storeys or more	4	250
Fisher		2 storeys or more	5	20
Fisher		2 storeys or more	6	4
Fisher	(Other)			17
Fisher	(Other)		0	76
Fisher	(Other)		1	197
Fisher	(Other)		2	160
Fisher	(Other)		3	64
Fisher	(Other)		4	28
Fisher	(Other)		5	7
Fisher	(Other)		6	3
Fisher	Flat/apartment		0	6
Fisher	Flat/apartment	1 or 2 storey block		66
Fisher	Flat/apartment	1 or 2 storey block	0	39
Fisher	Flat/apartment	1 or 2 storey block	1	355
Fisher	Flat/apartment	1 or 2 storey block	2	1098
Fisher	Flat/apartment	1 or 2 storey block	3	574
Fisher	Flat/apartment	1 or 2 storey block	4	60
Fisher	Flat/apartment	1 or 2 storey block	5	6
Fisher	Flat/apartment	3 storey block		25
Fisher	Flat/apartment	3 storey block	0	6
Fisher	Flat/apartment	3 storey block	1	148
Fisher	Flat/apartment	3 storey block	2	1086
Fisher	Flat/apartment	3 storey block	3	400
Fisher	Flat/apartment	3 storey block	4	18
Fisher	Flat/apartment	3 storey block	5	4
Fisher	Flat/apartment	3 storey block	6	4
Fisher	Flat/apartment	4-8 storey block		34
Fisher	Flat/apartment	4-8 storey block	0	22
Fisher	Flat/apartment	4-8 storey block	1	360
Fisher	Flat/apartment	4-8 storey block	2	2009
Fisher	Flat/apartment	4-8 storey block	3	1008
Fisher	Flat/apartment	4-8 storey block	4	52
Fisher	Flat/apartment	4-8 storey block	5	3
Fisher	Flat/apartment	9 or more storey block		17
Fisher	Flat/apartment	9 or more storey block	0	9
Fisher	Flat/apartment	9 or more storey block	1	92
Fisher	Flat/apartment	9 or more storey block	2	430
Fisher	Flat/apartment	9 or more storey block	3	523
Fisher	Flat/apartment	9 or more storey block	4	16
Fisher	Flat/apartment	Attached to a house	1	36
Fisher	Flat/apartment	Attached to a house	2	44
Fisher	Flat/apartment	Attached to a house	3	17
Fisher	Flat/apartment	Attached to a house	4	15
Fisher	Flat/apartment	Attached to a house	5	7
Fisher	Separate house			524
Fisher	Separate house		0	106
Fisher	Separate house		1	534
Fisher	Separate house		2	2917
Fisher	Separate house		3	17857
Fisher	Separate house		4	20887
Fisher	Separate house		5	3703
Fisher	Separate house		6	793
Flynn				21
Flynn			0	26
Flynn			1	65
Flynn			2	36
Flynn			3	65
Flynn			4	37
Flynn			5	13
Flynn			6	12
Flynn		1 storey		30
Flynn		1 storey	1	193
Flynn		1 storey	2	556
Flynn		1 storey	3	420
Flynn		1 storey	4	112
Flynn		1 storey	5	26
Flynn		1 storey	6	10
Flynn		2 storeys or more		26
Flynn		2 storeys or more	0	11
Flynn		2 storeys or more	1	38
Flynn		2 storeys or more	2	432
Flynn		2 storeys or more	3	476
Flynn		2 storeys or more	4	44
Flynn		2 storeys or more	6	3
Flynn	(Other)			101
Flynn	(Other)		0	122
Flynn	(Other)		1	339
Flynn	(Other)		2	119
Flynn	(Other)		3	64
Flynn	(Other)		4	31
Flynn	(Other)		5	7
Flynn	Flat/apartment	1 or 2 storey block		39
Flynn	Flat/apartment	1 or 2 storey block	0	13
Flynn	Flat/apartment	1 or 2 storey block	1	254
Flynn	Flat/apartment	1 or 2 storey block	2	1139
Flynn	Flat/apartment	1 or 2 storey block	3	486
Flynn	Flat/apartment	1 or 2 storey block	4	33
Flynn	Flat/apartment	1 or 2 storey block	5	8
Flynn	Flat/apartment	1 or 2 storey block	6	5
Flynn	Flat/apartment	3 storey block		6
Flynn	Flat/apartment	3 storey block	0	15
Flynn	Flat/apartment	3 storey block	1	28
Flynn	Flat/apartment	3 storey block	2	143
Flynn	Flat/apartment	3 storey block	3	30
Flynn	Flat/apartment	3 storey block	4	3
Flynn	Flat/apartment	4-8 storey block	1	8
Flynn	Flat/apartment	4-8 storey block	2	155
Flynn	Flat/apartment	4-8 storey block	3	46
Flynn	Flat/apartment	9 or more storey block	1	4
Flynn	Flat/apartment	9 or more storey block	2	80
Flynn	Flat/apartment	9 or more storey block	3	5
Flynn	Flat/apartment	Attached to a house	1	3
Flynn	Flat/apartment	Attached to a house	2	14
Flynn	Flat/apartment	Attached to a house	3	4
Flynn	Flat/apartment	Attached to a house	6	3
Flynn	Separate house			1027
Flynn	Separate house		0	314
Flynn	Separate house		1	1365
Flynn	Separate house		2	4783
Flynn	Separate house		3	21082
Flynn	Separate house		4	18527
Flynn	Separate house		5	2886
Flynn	Separate house		6	706
Forde				9
Forde			0	6
Forde			1	15
Forde			2	21
Forde			3	29
Forde			4	33
Forde		1 storey		99
Forde		1 storey	0	9
Forde		1 storey	1	233
Forde		1 storey	2	1638
Forde		1 storey	3	1769
Forde		1 storey	4	179
Forde		1 storey	5	7
Forde		1 storey	6	6
Forde		2 storeys or more		76
Forde		2 storeys or more	0	7
Forde		2 storeys or more	1	124
Forde		2 storeys or more	2	1204
Forde		2 storeys or more	3	2639
Forde		2 storeys or more	4	257
Forde		2 storeys or more	5	24
Forde		2 storeys or more	6	13
Forde	(Other)			69
Forde	(Other)		0	23
Forde	(Other)		1	193
Forde	(Other)		2	68
Forde	(Other)		3	12
Forde	(Other)		4	9
Forde	(Other)		5	4
Forde	Flat/apartment	1 or 2 storey block		57
Forde	Flat/apartment	1 or 2 storey block	0	6
Forde	Flat/apartment	1 or 2 storey block	1	289
Forde	Flat/apartment	1 or 2 storey block	2	662
Forde	Flat/apartment	1 or 2 storey block	3	511
Forde	Flat/apartment	1 or 2 storey block	4	45
Forde	Flat/apartment	1 or 2 storey block	5	3
Forde	Flat/apartment	3 storey block		7
Forde	Flat/apartment	3 storey block	1	74
Forde	Flat/apartment	3 storey block	2	88
Forde	Flat/apartment	3 storey block	3	3
Forde	Flat/apartment	4-8 storey block	1	13
Forde	Flat/apartment	4-8 storey block	2	82
Forde	Flat/apartment	Attached to a house		6
Forde	Flat/apartment	Attached to a house	1	18
Forde	Flat/apartment	Attached to a house	2	51
Forde	Flat/apartment	Attached to a house	3	21
Forde	Flat/apartment	Attached to a house	4	7
Forde	Flat/apartment	Attached to a house	5	6
Forde	Flat/apartment	Attached to a house	6	3
Forde	Separate house			826
Forde	Separate house		0	73
Forde	Separate house		1	302
Forde	Separate house		2	3106
Forde	Separate house		3	17716
Forde	Separate house		4	26287
Forde	Separate house		5	4288
Forde	Separate house		6	1241
Griffith				25
Griffith			0	7
Griffith			1	39
Griffith			2	67
Griffith			3	32
Griffith			4	8
Griffith			5	4
Griffith			6	4
Griffith		1 storey		6
Griffith		1 storey	0	7
Griffith		1 storey	1	88
Griffith		1 storey	2	254
Griffith		1 storey	3	184
Griffith		1 storey	4	19
Griffith		2 storeys or more		68
Griffith		2 storeys or more	0	22
Griffith		2 storeys or more	1	421
Griffith		2 storeys or more	2	1930
Griffith		2 storeys or more	3	4503
Griffith		2 storeys or more	4	389
Griffith		2 storeys or more	5	33
Griffith		2 storeys or more	6	16
Griffith	(Other)		0	9
Griffith	(Other)		1	13
Griffith	(Other)		2	27
Griffith	(Other)		3	16
Griffith	Flat/apartment	1 or 2 storey block		123
Griffith	Flat/apartment	1 or 2 storey block	0	169
Griffith	Flat/apartment	1 or 2 storey block	1	1926
Griffith	Flat/apartment	1 or 2 storey block	2	2983
Griffith	Flat/apartment	1 or 2 storey block	3	980
Griffith	Flat/apartment	1 or 2 storey block	4	95
Griffith	Flat/apartment	1 or 2 storey block	5	22
Griffith	Flat/apartment	1 or 2 storey block	6	16
Griffith	Flat/apartment	3 storey block		115
Griffith	Flat/apartment	3 storey block	0	95
Griffith	Flat/apartment	3 storey block	1	1170
Griffith	Flat/apartment	3 storey block	2	6070
Griffith	Flat/apartment	3 storey block	3	1215
Griffith	Flat/apartment	3 storey block	4	55
Griffith	Flat/apartment	3 storey block	5	8
Griffith	Flat/apartment	3 storey block	6	12
Griffith	Flat/apartment	4-8 storey block		159
Griffith	Flat/apartment	4-8 storey block	0	40
Griffith	Flat/apartment	4-8 storey block	1	1637
Griffith	Flat/apartment	4-8 storey block	2	4373
Griffith	Flat/apartment	4-8 storey block	3	1384
Griffith	Flat/apartment	4-8 storey block	4	98
Griffith	Flat/apartment	4-8 storey block	5	16
Griffith	Flat/apartment	9 or more storey block		105
Griffith	Flat/apartment	9 or more storey block	0	154
Griffith	Flat/apartment	9 or more storey block	1	3222
Griffith	Flat/apartment	9 or more storey block	2	5081
Griffith	Flat/apartment	9 or more storey block	3	1068
Griffith	Flat/apartment	9 or more storey block	4	116
Griffith	Flat/apartment	9 or more storey block	5	5
Griffith	Flat/apartment	9 or more storey block	6	7
Griffith	Flat/apartment	Attached to a house	1	7
Griffith	Flat/apartment	Attached to a house	2	14
Griffith	Flat/apartment	Attached to a house	3	5
Griffith	Flat/apartment	Attached to a house	4	5
Griffith	Flat/apartment	Attached to a house	5	5
Griffith	Separate house			224
Griffith	Separate house		0	61
Griffith	Separate house		1	317
Griffith	Separate house		2	2931
Griffith	Separate house		3	11804
Griffith	Separate house		4	9958
Griffith	Separate house		5	4527
Griffith	Separate house		6	905
Groom				11
Groom			0	3
Groom			1	15
Groom			2	19
Groom			3	31
Groom			4	21
Groom			5	5
Groom		1 storey		127
Groom		1 storey	0	23
Groom		1 storey	1	660
Groom		1 storey	2	3527
Groom		1 storey	3	2124
Groom		1 storey	4	102
Groom		1 storey	5	14
Groom		1 storey	6	5
Groom		2 storeys or more		28
Groom		2 storeys or more	0	7
Groom		2 storeys or more	1	194
Groom		2 storeys or more	2	863
Groom		2 storeys or more	3	563
Groom		2 storeys or more	4	54
Groom		2 storeys or more	5	8
Groom		2 storeys or more	6	7
Groom	(Other)			16
Groom	(Other)		0	25
Groom	(Other)		1	67
Groom	(Other)		2	25
Groom	(Other)		3	18
Groom	(Other)		4	14
Groom	(Other)		5	3
Groom	Flat/apartment		0	3
Groom	Flat/apartment	1 or 2 storey block		30
