CED_NAME21	MaxSchoolingCompleted	Sex	persons
Braddon	Year 12	M	13503
Clark	Did not go to school	F	379
Clark	Did not go to school	M	302
Clark	Year 8	F	1531
Clark	Year 8	M	1378
Clark	Year 9	F	2429
Clark	Year 9	M	2142
Clark	Year 10	F	8799
Clark	Year 10	M	8233
Clark	Year 11	F	3131
Clark	Year 11	M	3019
Clark	Year 12	F	30040
Clark	Year 12	M	28547
Franklin	Did not go to school	F	135
Franklin	Did not go to school	M	149
Franklin	Year 8	F	1290
Franklin	Year 8	M	1338
Franklin	Year 9	F	2565
Franklin	Year 9	M	2588
Franklin	Year 10	F	11662
Franklin	Year 10	M	11455
Franklin	Year 11	F	3909
Franklin	Year 11	M	3766
Franklin	Year 12	F	25819
Franklin	Year 12	M	22874
Lyons	Did not go to school	F	94
Lyons	Did not go to school	M	158
Lyons	Year 8	F	1669
Lyons	Year 8	M	2169
Lyons	Year 9	F	3755
Lyons	Year 9	M	4376
Lyons	Year 10	F	15081
Lyons	Year 10	M	16563
Lyons	Year 11	F	4715
Lyons	Year 11	M	4184
Lyons	Year 12	F	18636
Lyons	Year 12	M	15422
No usual address (Tas.)	Did not go to school	M	3
No usual address (Tas.)	Year 8	F	16
No usual address (Tas.)	Year 8	M	37
No usual address (Tas.)	Year 9	F	28
No usual address (Tas.)	Year 9	M	46
No usual address (Tas.)	Year 10	F	130
No usual address (Tas.)	Year 10	M	185
No usual address (Tas.)	Year 11	F	39
No usual address (Tas.)	Year 11	M	56
No usual address (Tas.)	Year 12	F	214
No usual address (Tas.)	Year 12	M	161
Migratory - Offshore - Shipping (Tas.)	Year 11	M	3
Migratory - Offshore - Shipping (Tas.)	Year 12	M	4
Lingiari	Did not go to school	F	892
Lingiari	Did not go to school	M	865
Lingiari	Year 8	F	3121
Lingiari	Year 8	M	3515
Lingiari	Year 9	F	3092
Lingiari	Year 9	M	3603
Lingiari	Year 10	F	8289
Lingiari	Year 10	M	10904
Lingiari	Year 11	F	5710
Lingiari	Year 11	M	6034
Lingiari	Year 12	F	19991
Lingiari	Year 12	M	16910
Solomon	Did not go to school	F	391
Solomon	Did not go to school	M	309
Solomon	Year 8	F	1329
Solomon	Year 8	M	1259
Solomon	Year 9	F	1563
Solomon	Year 9	M	1735
Solomon	Year 10	F	5709
Solomon	Year 10	M	6511
Solomon	Year 11	F	4374
Solomon	Year 11	M	4956
Solomon	Year 12	F	27230
Solomon	Year 12	M	24496
No usual address (NT)	Did not go to school	F	12
No usual address (NT)	Did not go to school	M	9
No usual address (NT)	Year 8	F	55
No usual address (NT)	Year 8	M	74
No usual address (NT)	Year 9	F	67
No usual address (NT)	Year 9	M	108
No usual address (NT)	Year 10	F	208
No usual address (NT)	Year 10	M	266
No usual address (NT)	Year 11	F	127
No usual address (NT)	Year 11	M	123
No usual address (NT)	Year 12	F	442
No usual address (NT)	Year 12	M	368
Migratory - Offshore - Shipping (NT)	Year 9	M	5
Migratory - Offshore - Shipping (NT)	Year 10	F	6
Migratory - Offshore - Shipping (NT)	Year 10	M	19
Migratory - Offshore - Shipping (NT)	Year 11	M	9
Migratory - Offshore - Shipping (NT)	Year 12	F	3
Migratory - Offshore - Shipping (NT)	Year 12	M	26
Bean	Did not go to school	F	290
Bean	Did not go to school	M	220
Bean	Year 8	F	1578
Bean	Year 8	M	1402
Bean	Year 9	F	2368
Bean	Year 9	M	2112
Bean	Year 10	F	9612
Bean	Year 10	M	8802
Bean	Year 11	F	3113
Bean	Year 11	M	3363
Bean	Year 12	F	44084
Bean	Year 12	M	41651
Canberra	Did not go to school	F	274
Canberra	Did not go to school	M	224
Canberra	Year 8	F	1210
Canberra	Year 8	M	950
Canberra	Year 9	F	1419
Canberra	Year 9	M	1332
Canberra	Year 10	F	4934
Canberra	Year 10	M	4167
Canberra	Year 11	F	2015
Canberra	Year 11	M	2090
Canberra	Year 12	F	50711
Canberra	Year 12	M	48401
Fenner	Did not go to school	F	455
Fenner	Did not go to school	M	378
Fenner	Year 8	F	1463
Fenner	Year 8	M	1230
Fenner	Year 9	F	2044
Fenner	Year 9	M	1934
Fenner	Year 10	F	7715
Fenner	Year 10	M	7115
Fenner	Year 11	F	2930
Fenner	Year 11	M	3138
Fenner	Year 12	F	46363
Fenner	Year 12	M	44964
No usual address (ACT)	Year 8	F	6
No usual address (ACT)	Year 8	M	7
No usual address (ACT)	Year 9	F	7
No usual address (ACT)	Year 9	M	13
No usual address (ACT)	Year 10	F	41
No usual address (ACT)	Year 10	M	58
No usual address (ACT)	Year 11	F	19
No usual address (ACT)	Year 11	M	20
No usual address (ACT)	Year 12	F	143
No usual address (ACT)	Year 12	M	106
No usual address (OT)	Year 12	M	5
