STE_NAME16	CountryOfBirth	YearOfArrival.max	persons_born_overseas
Victoria	PAK	2019	2433
Victoria	PAK	2020	1096
Victoria	PAK	2021	470
Victoria	PHL		1205
Victoria	PHL	1951	13
Victoria	PHL	1960	39
Victoria	PHL	1970	201
Victoria	PHL	1980	2173
Victoria	PHL	1990	10553
Victoria	PHL	2000	7966
Victoria	PHL	2010	16540
Victoria	PHL	2015	12583
Victoria	PHL	2016	3241
Victoria	PHL	2017	3110
Victoria	PHL	2018	3699
Victoria	PHL	2019	5043
Victoria	PHL	2020	1639
Victoria	PHL	2021	453
Victoria	POL		343
Victoria	POL	1951	882
Victoria	POL	1960	1034
Victoria	POL	1970	1286
Victoria	POL	1980	1304
Victoria	POL	1990	5407
Victoria	POL	2000	1746
Victoria	POL	2010	1070
Victoria	POL	2015	598
Victoria	POL	2016	131
Victoria	POL	2017	126
Victoria	POL	2018	103
Victoria	POL	2019	103
Victoria	POL	2020	32
Victoria	POL	2021	16
Victoria	SGP		210
Victoria	SGP	1951	34
Victoria	SGP	1960	106
Victoria	SGP	1970	332
Victoria	SGP	1980	1077
Victoria	SGP	1990	2015
Victoria	SGP	2000	1999
Victoria	SGP	2010	5962
Victoria	SGP	2015	2925
Victoria	SGP	2016	726
Victoria	SGP	2017	734
Victoria	SGP	2018	670
Victoria	SGP	2019	633
Victoria	SGP	2020	382
Victoria	SGP	2021	142
Victoria	THA		597
Victoria	THA	1951	6
Victoria	THA	1960	7
Victoria	THA	1970	61
Victoria	THA	1980	366
Victoria	THA	1990	1690
Victoria	THA	2000	1921
Victoria	THA	2010	5980
Victoria	THA	2015	4433
Victoria	THA	2016	1421
Victoria	THA	2017	1181
Victoria	THA	2018	1329
Victoria	THA	2019	1455
Victoria	THA	2020	510
Victoria	THA	2021	110
Victoria	TWN		198
Victoria	TWN	1960	4
Victoria	TWN	1970	12
Victoria	TWN	1980	108
Victoria	TWN	1990	1180
Victoria	TWN	2000	1772
Victoria	TWN	2010	2175
Victoria	TWN	2015	2135
Victoria	TWN	2016	537
Victoria	TWN	2017	593
Victoria	TWN	2018	832
Victoria	TWN	2019	861
Victoria	TWN	2020	265
Victoria	TWN	2021	56
Victoria	USA		551
Victoria	USA	1951	93
Victoria	USA	1960	205
Victoria	USA	1970	828
Victoria	USA	1980	2038
Victoria	USA	1990	2113
Victoria	USA	2000	2904
Victoria	USA	2010	5528
Victoria	USA	2015	4160
Victoria	USA	2016	904
Victoria	USA	2017	1087
Victoria	USA	2018	1107
Victoria	USA	2019	1295
Victoria	USA	2020	782
Victoria	USA	2021	357
Victoria	VNM		3440
Victoria	VNM	1951	10
Victoria	VNM	1960	18
Victoria	VNM	1970	147
Victoria	VNM	1980	9740
Victoria	VNM	1990	26148
Victoria	VNM	2000	16167
Victoria	VNM	2010	14658
Victoria	VNM	2015	10809
Victoria	VNM	2016	2533
Victoria	VNM	2017	2578
Victoria	VNM	2018	2496
Victoria	VNM	2019	3043
Victoria	VNM	2020	1461
Victoria	VNM	2021	361
Victoria	ZAF		357
Victoria	ZAF	1951	31
Victoria	ZAF	1960	184
Victoria	ZAF	1970	633
Victoria	ZAF	1980	2666
Victoria	ZAF	1990	4799
Victoria	ZAF	2000	4882
Victoria	ZAF	2010	9485
Victoria	ZAF	2015	3635
Victoria	ZAF	2016	881
Victoria	ZAF	2017	995
Victoria	ZAF	2018	912
Victoria	ZAF	2019	1109
Victoria	ZAF	2020	485
Victoria	ZAF	2021	210
Queensland			5015
Queensland		1951	1712
Queensland		1960	4964
Queensland		1970	11483
Queensland		1980	16095
Queensland		1990	19639
Queensland		2000	22167
Queensland		2010	43655
Queensland		2015	27824
Queensland		2016	7629
Queensland		2017	7613
Queensland		2018	8838
Queensland		2019	12003
Queensland		2020	4823
Queensland		2021	1521
Queensland	AFG		111
Queensland	AFG	1980	18
Queensland	AFG	1990	102
Queensland	AFG	2000	345
Queensland	AFG	2010	1178
Queensland	AFG	2015	1806
Queensland	AFG	2016	263
Queensland	AFG	2017	257
Queensland	AFG	2018	170
Queensland	AFG	2019	214
Queensland	AFG	2020	144
Queensland	AFG	2021	129
Queensland	BGD		34
Queensland	BGD	1970	5
Queensland	BGD	1980	37
Queensland	BGD	1990	61
Queensland	BGD	2000	282
Queensland	BGD	2010	1308
Queensland	BGD	2015	734
Queensland	BGD	2016	150
Queensland	BGD	2017	178
Queensland	BGD	2018	208
Queensland	BGD	2019	177
Queensland	BGD	2020	83
Queensland	BGD	2021	37
Queensland	CAN		204
Queensland	CAN	1951	30
Queensland	CAN	1960	129
Queensland	CAN	1970	665
Queensland	CAN	1980	1299
Queensland	CAN	1990	1407
Queensland	CAN	2000	1540
Queensland	CAN	2010	2987
Queensland	CAN	2015	2114
Queensland	CAN	2016	390
Queensland	CAN	2017	462
Queensland	CAN	2018	551
Queensland	CAN	2019	574
Queensland	CAN	2020	362
Queensland	CAN	2021	161
Queensland	CHN		1058
Queensland	CHN	1951	138
Queensland	CHN	1960	404
Queensland	CHN	1970	383
Queensland	CHN	1980	419
Queensland	CHN	1990	2627
Queensland	CHN	2000	3979
Queensland	CHN	2010	17407
Queensland	CHN	2015	11361
Queensland	CHN	2016	3300
Queensland	CHN	2017	3702
Queensland	CHN	2018	3766
Queensland	CHN	2019	5191
Queensland	CHN	2020	1768
Queensland	CHN	2021	264
Queensland	DEU		559
Queensland	DEU	1951	2013
Queensland	DEU	1960	3556
Queensland	DEU	1970	2366
Queensland	DEU	1980	1701
Queensland	DEU	1990	2868
Queensland	DEU	2000	1751
Queensland	DEU	2010	3229
Queensland	DEU	2015	1330
Queensland	DEU	2016	265
Queensland	DEU	2017	271
Queensland	DEU	2018	310
Queensland	DEU	2019	448
Queensland	DEU	2020	223
Queensland	DEU	2021	81
Queensland	EGY		97
Queensland	EGY	1951	101
Queensland	EGY	1960	273
Queensland	EGY	1970	339
Queensland	EGY	1980	165
Queensland	EGY	1990	201
Queensland	EGY	2000	200
Queensland	EGY	2010	596
Queensland	EGY	2015	381
Queensland	EGY	2016	91
Queensland	EGY	2017	98
Queensland	EGY	2018	102
Queensland	EGY	2019	190
Queensland	EGY	2020	83
Queensland	EGY	2021	37
Queensland	FJI		343
Queensland	FJI	1951	39
Queensland	FJI	1960	120
Queensland	FJI	1970	360
Queensland	FJI	1980	830
Queensland	FJI	1990	3031
Queensland	FJI	2000	2986
Queensland	FJI	2010	3685
Queensland	FJI	2015	1586
Queensland	FJI	2016	264
Queensland	FJI	2017	297
Queensland	FJI	2018	308
Queensland	FJI	2019	361
Queensland	FJI	2020	185
Queensland	FJI	2021	78
Queensland	GBR		6387
Queensland	GBR	1951	4547
Queensland	GBR	1960	15385
Queensland	GBR	1970	42617
Queensland	GBR	1980	30025
Queensland	GBR	1990	25647
Queensland	GBR	2000	19695
Queensland	GBR	2010	48124
Queensland	GBR	2015	19836
Queensland	GBR	2016	3323
Queensland	GBR	2017	2993
Queensland	GBR	2018	2807
Queensland	GBR	2019	3287
Queensland	GBR	2020	1803
Queensland	GBR	2021	709
Queensland	GRC		189
Queensland	GRC	1951	148
Queensland	GRC	1960	845
Queensland	GRC	1970	1084
Queensland	GRC	1980	357
Queensland	GRC	1990	191
Queensland	GRC	2000	133
Queensland	GRC	2010	119
Queensland	GRC	2015	184
Queensland	GRC	2016	24
Queensland	GRC	2017	26
Queensland	GRC	2018	25
Queensland	GRC	2019	22
Queensland	GRC	2020	6
Queensland	GRC	2021	11
Queensland	HKG		275
Queensland	HKG	1951	49
Queensland	HKG	1960	103
Queensland	HKG	1970	283
Queensland	HKG	1980	695
Queensland	HKG	1990	2083
Queensland	HKG	2000	2608
Queensland	HKG	2010	2183
Queensland	HKG	2015	1688
Queensland	HKG	2016	489
Queensland	HKG	2017	410
Queensland	HKG	2018	529
Queensland	HKG	2019	694
Queensland	HKG	2020	535
Queensland	HKG	2021	201
Queensland	HRV		119
Queensland	HRV	1951	42
Queensland	HRV	1960	372
Queensland	HRV	1970	1309
Queensland	HRV	1980	443
Queensland	HRV	1990	219
Queensland	HRV	2000	757
Queensland	HRV	2010	225
Queensland	HRV	2015	87
Queensland	HRV	2016	23
Queensland	HRV	2017	10
Queensland	HRV	2018	8
Queensland	HRV	2019	12
Queensland	HRV	2020	7
Queensland	HRV	2021	4
Queensland	IDN		198
Queensland	IDN	1951	105
Queensland	IDN	1960	394
Queensland	IDN	1970	328
Queensland	IDN	1980	407
Queensland	IDN	1990	723
Queensland	IDN	2000	1293
Queensland	IDN	2010	2108
Queensland	IDN	2015	1183
Queensland	IDN	2016	318
Queensland	IDN	2017	332
Queensland	IDN	2018	409
Queensland	IDN	2019	529
Queensland	IDN	2020	317
Queensland	IDN	2021	47
Queensland	IND		1280
Queensland	IND	1951	194
Queensland	IND	1960	191
Queensland	IND	1970	881
Queensland	IND	1980	911
Queensland	IND	1990	1433
Queensland	IND	2000	2679
Queensland	IND	2010	24558
Queensland	IND	2015	16414
Queensland	IND	2016	3925
Queensland	IND	2017	4190
Queensland	IND	2018	5507
Queensland	IND	2019	6636
Queensland	IND	2020	2422
Queensland	IND	2021	598
Queensland	IRL		295
Queensland	IRL	1951	115
Queensland	IRL	1960	389
Queensland	IRL	1970	963
Queensland	IRL	1980	1178
Queensland	IRL	1990	1731
Queensland	IRL	2000	1031
Queensland	IRL	2010	3316
Queensland	IRL	2015	2456
Queensland	IRL	2016	208
Queensland	IRL	2017	213
Queensland	IRL	2018	232
Queensland	IRL	2019	294
Queensland	IRL	2020	148
Queensland	IRL	2021	49
Queensland	IRN		143
Queensland	IRN	1951	3
Queensland	IRN	1960	21
Queensland	IRN	1970	40
Queensland	IRN	1980	124
Queensland	IRN	1990	548
Queensland	IRN	2000	520
Queensland	IRN	2010	1925
Queensland	IRN	2015	2937
Queensland	IRN	2016	352
Queensland	IRN	2017	369
Queensland	IRN	2018	361
Queensland	IRN	2019	416
Queensland	IRN	2020	156
Queensland	IRN	2021	94
Queensland	IRQ		151
Queensland	IRQ	1960	9
Queensland	IRQ	1970	33
Queensland	IRQ	1980	36
Queensland	IRQ	1990	48
Queensland	IRQ	2000	410
Queensland	IRQ	2010	967
Queensland	IRQ	2015	775
Queensland	IRQ	2016	467
Queensland	IRQ	2017	275
Queensland	IRQ	2018	650
Queensland	IRQ	2019	1236
Queensland	IRQ	2020	238
Queensland	IRQ	2021	30
Queensland	ITA		664
Queensland	ITA	1951	683
Queensland	ITA	1960	3847
Queensland	ITA	1970	2757
Queensland	ITA	1980	789
Queensland	ITA	1990	365
Queensland	ITA	2000	412
Queensland	ITA	2010	963
Queensland	ITA	2015	1401
Queensland	ITA	2016	247
Queensland	ITA	2017	267
Queensland	ITA	2018	239
Queensland	ITA	2019	377
Queensland	ITA	2020	166
Queensland	ITA	2021	27
Queensland	JPN		349
Queensland	JPN	1951	15
Queensland	JPN	1960	104
Queensland	JPN	1970	75
Queensland	JPN	1980	186
Queensland	JPN	1990	1038
Queensland	JPN	2000	2629
Queensland	JPN	2010	4366
Queensland	JPN	2015	1920
Queensland	JPN	2016	380
Queensland	JPN	2017	453
Queensland	JPN	2018	499
Queensland	JPN	2019	716
Queensland	JPN	2020	401
Queensland	JPN	2021	112
Queensland	KOR		461
Queensland	KOR	1970	9
Queensland	KOR	1980	140
Queensland	KOR	1990	850
Queensland	KOR	2000	1955
Queensland	KOR	2010	7654
Queensland	KOR	2015	4035
Queensland	KOR	2016	833
Queensland	KOR	2017	860
Queensland	KOR	2018	989
Queensland	KOR	2019	1325
Queensland	KOR	2020	481
Queensland	KOR	2021	81
Queensland	LBN		64
Queensland	LBN	1951	27
Queensland	LBN	1960	62
Queensland	LBN	1970	240
Queensland	LBN	1980	322
Queensland	LBN	1990	255
Queensland	LBN	2000	169
Queensland	LBN	2010	256
Queensland	LBN	2015	125
Queensland	LBN	2016	31
Queensland	LBN	2017	29
Queensland	LBN	2018	25
Queensland	LBN	2019	36
Queensland	LBN	2020	24
Queensland	LBN	2021	7
Queensland	LKA		187
Queensland	LKA	1951	37
Queensland	LKA	1960	133
Queensland	LKA	1970	429
Queensland	LKA	1980	591
Queensland	LKA	1990	1174
Queensland	LKA	2000	1358
Queensland	LKA	2010	3501
Queensland	LKA	2015	2312
Queensland	LKA	2016	355
Queensland	LKA	2017	421
Queensland	LKA	2018	453
Queensland	LKA	2019	640
Queensland	LKA	2020	312
Queensland	LKA	2021	96
Queensland	MKD		27
Queensland	MKD	1951	5
Queensland	MKD	1960	19
Queensland	MKD	1970	184
Queensland	MKD	1980	235
Queensland	MKD	1990	205
Queensland	MKD	2000	195
Queensland	MKD	2010	126
Queensland	MKD	2015	63
Queensland	MKD	2016	14
Queensland	MKD	2017	29
Queensland	MKD	2018	6
Queensland	MKD	2019	17
Queensland	MKD	2020	4
Queensland	MYS		422
Queensland	MYS	1951	27
Queensland	MYS	1960	227
Queensland	MYS	1970	1214
Queensland	MYS	1980	1660
Queensland	MYS	1990	2585
Queensland	MYS	2000	1625
Queensland	MYS	2010	3756
Queensland	MYS	2015	2187
Queensland	MYS	2016	614
Queensland	MYS	2017	575
Queensland	MYS	2018	642
Queensland	MYS	2019	604
Queensland	MYS	2020	387
Queensland	MYS	2021	97
Queensland	NLD		407
Queensland	NLD	1951	582
Queensland	NLD	1960	5201
Queensland	NLD	1970	1688
Queensland	NLD	1980	1137
Queensland	NLD	1990	1335
Queensland	NLD	2000	816
Queensland	NLD	2010	1365
Queensland	NLD	2015	577
Queensland	NLD	2016	122
Queensland	NLD	2017	122
Queensland	NLD	2018	126
Queensland	NLD	2019	162
Queensland	NLD	2020	79
Queensland	NLD	2021	33
Queensland	NPL		185
Queensland	NPL	1970	3
Queensland	NPL	1980	8
Queensland	NPL	1990	32
Queensland	NPL	2000	147
Queensland	NPL	2010	2222
Queensland	NPL	2015	2259
Queensland	NPL	2016	786
Queensland	NPL	2017	1234
Queensland	NPL	2018	1807
Queensland	NPL	2019	1684
Queensland	NPL	2020	407
Queensland	NPL	2021	33
Queensland	NZL		6671
Queensland	NZL	1951	313
Queensland	NZL	1960	900
Queensland	NZL	1970	6302
Queensland	NZL	1980	21829
Queensland	NZL	1990	36799
Queensland	NZL	2000	35947
Queensland	NZL	2010	53962
Queensland	NZL	2015	27434
Queensland	NZL	2016	3680
Queensland	NZL	2017	3375
Queensland	NZL	2018	3889
Queensland	NZL	2019	3986
Queensland	NZL	2020	1805
Queensland	NZL	2021	1687
Queensland	PAK		92
Queensland	PAK	1951	3
Queensland	PAK	1960	15
Queensland	PAK	1970	39
Queensland	PAK	1980	69
Queensland	PAK	1990	174
Queensland	PAK	2000	386
Queensland	PAK	2010	1572
Queensland	PAK	2015	2050
Queensland	PAK	2016	444
Queensland	PAK	2017	420
Queensland	PAK	2018	411
Queensland	PAK	2019	449
Queensland	PAK	2020	229
Queensland	PAK	2021	72
Queensland	PHL		1262
Queensland	PHL	1951	13
Queensland	PHL	1960	34
Queensland	PHL	1970	193
Queensland	PHL	1980	1343
Queensland	PHL	1990	7325
Queensland	PHL	2000	6121
Queensland	PHL	2010	13131
Queensland	PHL	2015	10442
Queensland	PHL	2016	2207
Queensland	PHL	2017	2075
Queensland	PHL	2018	2578
Queensland	PHL	2019	3365
Queensland	PHL	2020	1086
Queensland	PHL	2021	373
Queensland	POL		120
Queensland	POL	1951	235
Queensland	POL	1960	189
Queensland	POL	1970	266
Queensland	POL	1980	516
Queensland	POL	1990	1900
Queensland	POL	2000	705
Queensland	POL	2010	827
Queensland	POL	2015	496
Queensland	POL	2016	110
Queensland	POL	2017	111
Queensland	POL	2018	92
Queensland	POL	2019	114
Queensland	POL	2020	50
Queensland	POL	2021	16
Queensland	SGP		181
Queensland	SGP	1951	20
Queensland	SGP	1960	86
Queensland	SGP	1970	328
Queensland	SGP	1980	826
Queensland	SGP	1990	844
Queensland	SGP	2000	919
Queensland	SGP	2010	1903
Queensland	SGP	2015	964
Queensland	SGP	2016	253
Queensland	SGP	2017	277
Queensland	SGP	2018	288
Queensland	SGP	2019	342
Queensland	SGP	2020	210
Queensland	SGP	2021	92
Queensland	THA		458
Queensland	THA	1960	8
Queensland	THA	1970	47
Queensland	THA	1980	270
Queensland	THA	1990	1091
Queensland	THA	2000	1377
Queensland	THA	2010	4211
Queensland	THA	2015	2901
Queensland	THA	2016	753
Queensland	THA	2017	666
Queensland	THA	2018	698
Queensland	THA	2019	898
Queensland	THA	2020	407
Queensland	THA	2021	82
Queensland	TWN		343
Queensland	TWN	1970	22
Queensland	TWN	1980	80
Queensland	TWN	1990	1686
Queensland	TWN	2000	3971
Queensland	TWN	2010	3569
Queensland	TWN	2015	2724
Queensland	TWN	2016	677
Queensland	TWN	2017	694
Queensland	TWN	2018	1040
Queensland	TWN	2019	1257
Queensland	TWN	2020	499
Queensland	TWN	2021	50
Queensland	USA		409
Queensland	USA	1951	98
Queensland	USA	1960	249
Queensland	USA	1970	1115
Queensland	USA	1980	1906
Queensland	USA	1990	1899
Queensland	USA	2000	2461
Queensland	USA	2010	4860
Queensland	USA	2015	3120
Queensland	USA	2016	698
Queensland	USA	2017	716
Queensland	USA	2018	743
Queensland	USA	2019	936
Queensland	USA	2020	803
Queensland	USA	2021	250
Queensland	VNM		942
Queensland	VNM	1951	4
Queensland	VNM	1960	22
Queensland	VNM	1970	59
Queensland	VNM	1980	2679
Queensland	VNM	1990	5708
Queensland	VNM	2000	3310
Queensland	VNM	2010	4281
Queensland	VNM	2015	3288
Queensland	VNM	2016	786
Queensland	VNM	2017	875
Queensland	VNM	2018	790
Queensland	VNM	2019	1017
Queensland	VNM	2020	564
Queensland	VNM	2021	127
Queensland	ZAF		710
Queensland	ZAF	1951	38
Queensland	ZAF	1960	165
Queensland	ZAF	1970	604
Queensland	ZAF	1980	2073
Queensland	ZAF	1990	3403
Queensland	ZAF	2000	6816
Queensland	ZAF	2010	20549
Queensland	ZAF	2015	7194
Queensland	ZAF	2016	1473
Queensland	ZAF	2017	1697
Queensland	ZAF	2018	1559
Queensland	ZAF	2019	2040
Queensland	ZAF	2020	930
Queensland	ZAF	2021	449
South Australia			1515
South Australia		1951	1358
South Australia		1960	2809
South Australia		1970	4287
South Australia		1980	3953
South Australia		1990	5742
South Australia		2000	7417
South Australia		2010	13324
South Australia		2015	8718
South Australia		2016	2931
South Australia		2017	2339
South Australia		2018	2738
South Australia		2019	3281
South Australia		2020	1464
South Australia		2021	384
South Australia	AFG		127
South Australia	AFG	1990	31
South Australia	AFG	2000	370
South Australia	AFG	2010	2544
South Australia	AFG	2015	3023
South Australia	AFG	2016	425
South Australia	AFG	2017	421
South Australia	AFG	2018	379
South Australia	AFG	2019	570
South Australia	AFG	2020	157
South Australia	AFG	2021	161
South Australia	BGD		22
South Australia	BGD	1970	4
South Australia	BGD	1980	3
South Australia	BGD	1990	18
South Australia	BGD	2000	58
South Australia	BGD	2010	697
South Australia	BGD	2015	731
South Australia	BGD	2016	105
South Australia	BGD	2017	156
South Australia	BGD	2018	207
South Australia	BGD	2019	141
South Australia	BGD	2020	100
South Australia	BGD	2021	14
South Australia	CAN		43
South Australia	CAN	1951	3
South Australia	CAN	1960	33
South Australia	CAN	1970	175
South Australia	CAN	1980	305
South Australia	CAN	1990	369
South Australia	CAN	2000	342
South Australia	CAN	2010	590
South Australia	CAN	2015	302
South Australia	CAN	2016	67
South Australia	CAN	2017	90
South Australia	CAN	2018	82
South Australia	CAN	2019	118
South Australia	CAN	2020	72
South Australia	CAN	2021	29
South Australia	CHN		395
South Australia	CHN	1951	30
South Australia	CHN	1960	141
South Australia	CHN	1970	137
South Australia	CHN	1980	265
South Australia	CHN	1990	871
South Australia	CHN	2000	1201
South Australia	CHN	2010	7764
South Australia	CHN	2015	6092
South Australia	CHN	2016	1806
South Australia	CHN	2017	1988
South Australia	CHN	2018	1794
South Australia	CHN	2019	2447
South Australia	CHN	2020	705
South Australia	CHN	2021	84
South Australia	DEU		276
South Australia	DEU	1951	1516
South Australia	DEU	1960	2991
South Australia	DEU	1970	1364
South Australia	DEU	1980	669
South Australia	DEU	1990	791
South Australia	DEU	2000	444
South Australia	DEU	2010	750
South Australia	DEU	2015	351
South Australia	DEU	2016	36
South Australia	DEU	2017	67
South Australia	DEU	2018	58
South Australia	DEU	2019	96
South Australia	DEU	2020	64
South Australia	DEU	2021	8
South Australia	EGY		30
South Australia	EGY	1951	36
South Australia	EGY	1960	225
South Australia	EGY	1970	141
South Australia	EGY	1980	49
South Australia	EGY	1990	105
South Australia	EGY	2000	102
South Australia	EGY	2010	348
South Australia	EGY	2015	245
South Australia	EGY	2016	53
South Australia	EGY	2017	91
South Australia	EGY	2018	72
South Australia	EGY	2019	130
South Australia	EGY	2020	62
South Australia	EGY	2021	12
South Australia	FJI		27
South Australia	FJI	1951	9
South Australia	FJI	1960	27
South Australia	FJI	1970	45
South Australia	FJI	1980	92
South Australia	FJI	1990	262
South Australia	FJI	2000	219
South Australia	FJI	2010	329
South Australia	FJI	2015	124
South Australia	FJI	2016	26
South Australia	FJI	2017	29
South Australia	FJI	2018	42
South Australia	FJI	2019	44
South Australia	FJI	2020	25
South Australia	FJI	2021	3
South Australia	GBR		3336
South Australia	GBR	1951	1894
South Australia	GBR	1960	11087
South Australia	GBR	1970	37576
South Australia	GBR	1980	18474
South Australia	GBR	1990	9347
South Australia	GBR	2000	5792
South Australia	GBR	2010	15207
South Australia	GBR	2015	5971
South Australia	GBR	2016	697
South Australia	GBR	2017	659
South Australia	GBR	2018	682
South Australia	GBR	2019	809
South Australia	GBR	2020	463
South Australia	GBR	2021	215
South Australia	GRC		296
South Australia	GRC	1951	103
South Australia	GRC	1960	2724
South Australia	GRC	1970	3478
South Australia	GRC	1980	718
South Australia	GRC	1990	257
South Australia	GRC	2000	126
South Australia	GRC	2010	124
South Australia	GRC	2015	229
South Australia	GRC	2016	25
South Australia	GRC	2017	17
South Australia	GRC	2018	4
South Australia	GRC	2019	27
South Australia	GRC	2020	10
South Australia	GRC	2021	3
South Australia	HKG		94
South Australia	HKG	1951	14
South Australia	HKG	1960	16
South Australia	HKG	1970	83
South Australia	HKG	1980	179
South Australia	HKG	1990	532
South Australia	HKG	2000	550
South Australia	HKG	2010	714
South Australia	HKG	2015	615
South Australia	HKG	2016	240
South Australia	HKG	2017	260
South Australia	HKG	2018	249
South Australia	HKG	2019	330
South Australia	HKG	2020	315
South Australia	HKG	2021	71
South Australia	HRV		76
South Australia	HRV	1951	37
South Australia	HRV	1960	432
South Australia	HRV	1970	946
South Australia	HRV	1980	331
South Australia	HRV	1990	148
South Australia	HRV	2000	589
South Australia	HRV	2010	214
South Australia	HRV	2015	29
South Australia	HRV	2016	7
South Australia	HRV	2017	11
South Australia	HRV	2018	3
South Australia	HRV	2019	4
South Australia	HRV	2020	3
South Australia	IDN		51
South Australia	IDN	1951	20
South Australia	IDN	1960	102
South Australia	IDN	1970	54
South Australia	IDN	1980	102
South Australia	IDN	1990	163
South Australia	IDN	2000	272
South Australia	IDN	2010	514
South Australia	IDN	2015	429
South Australia	IDN	2016	127
South Australia	IDN	2017	106
South Australia	IDN	2018	152
South Australia	IDN	2019	182
South Australia	IDN	2020	104
South Australia	IDN	2021	10
South Australia	IND		576
South Australia	IND	1951	95
South Australia	IND	1960	102
South Australia	IND	1970	450
South Australia	IND	1980	432
South Australia	IND	1990	449
South Australia	IND	2000	936
South Australia	IND	2010	13774
South Australia	IND	2015	8862
South Australia	IND	2016	2733
South Australia	IND	2017	3100
South Australia	IND	2018	4851
South Australia	IND	2019	5886
South Australia	IND	2020	2375
South Australia	IND	2021	252
South Australia	IRL		104
South Australia	IRL	1951	32
South Australia	IRL	1960	202
South Australia	IRL	1970	613
South Australia	IRL	1980	467
South Australia	IRL	1990	475
South Australia	IRL	2000	208
South Australia	IRL	2010	540
South Australia	IRL	2015	461
South Australia	IRL	2016	36
South Australia	IRL	2017	44
South Australia	IRL	2018	46
South Australia	IRL	2019	40
South Australia	IRL	2020	24
South Australia	IRL	2021	5
South Australia	IRN		79
South Australia	IRN	1951	3
South Australia	IRN	1960	8
South Australia	IRN	1970	13
South Australia	IRN	1980	31
South Australia	IRN	1990	400
South Australia	IRN	2000	527
South Australia	IRN	2010	1093
South Australia	IRN	2015	1797
South Australia	IRN	2016	245
South Australia	IRN	2017	254
South Australia	IRN	2018	231
South Australia	IRN	2019	385
South Australia	IRN	2020	105
South Australia	IRN	2021	44
South Australia	IRQ		35
South Australia	IRQ	1970	9
South Australia	IRQ	1980	3
South Australia	IRQ	1990	4
South Australia	IRQ	2000	354
South Australia	IRQ	2010	627
South Australia	IRQ	2015	356
South Australia	IRQ	2016	55
South Australia	IRQ	2017	70
South Australia	IRQ	2018	29
South Australia	IRQ	2019	60
South Australia	IRQ	2020	19
South Australia	IRQ	2021	14
South Australia	ITA		649
South Australia	ITA	1951	673
South Australia	ITA	1960	7186
South Australia	ITA	1970	5417
South Australia	ITA	1980	971
South Australia	ITA	1990	307
South Australia	ITA	2000	215
South Australia	ITA	2010	355
South Australia	ITA	2015	450
South Australia	ITA	2016	96
South Australia	ITA	2017	73
South Australia	ITA	2018	100
South Australia	ITA	2019	93
South Australia	ITA	2020	46
South Australia	ITA	2021	7
South Australia	JPN		34
South Australia	JPN	1951	3
South Australia	JPN	1960	43
South Australia	JPN	1970	21
South Australia	JPN	1980	31
South Australia	JPN	1990	94
South Australia	JPN	2000	264
South Australia	JPN	2010	543
South Australia	JPN	2015	259
South Australia	JPN	2016	53
South Australia	JPN	2017	47
South Australia	JPN	2018	48
South Australia	JPN	2019	122
South Australia	JPN	2020	65
South Australia	JPN	2021	13
South Australia	KOR		83
South Australia	KOR	1970	7
South Australia	KOR	1980	36
South Australia	KOR	1990	233
South Australia	KOR	2000	282
South Australia	KOR	2010	1614
South Australia	KOR	2015	781
South Australia	KOR	2016	163
South Australia	KOR	2017	155
South Australia	KOR	2018	197
South Australia	KOR	2019	191
South Australia	KOR	2020	98
South Australia	KOR	2021	4
South Australia	LBN		64
South Australia	LBN	1951	21
South Australia	LBN	1960	56
South Australia	LBN	1970	177
South Australia	LBN	1980	389
South Australia	LBN	1990	292
South Australia	LBN	2000	201
South Australia	LBN	2010	304
South Australia	LBN	2015	127
South Australia	LBN	2016	42
South Australia	LBN	2017	40
South Australia	LBN	2018	44
South Australia	LBN	2019	34
South Australia	LBN	2020	34
South Australia	LBN	2021	7
South Australia	LKA		103
South Australia	LKA	1951	3
South Australia	LKA	1960	41
South Australia	LKA	1970	69
South Australia	LKA	1980	203
South Australia	LKA	1990	264
South Australia	LKA	2000	273
South Australia	LKA	2010	1146
South Australia	LKA	2015	1260
South Australia	LKA	2016	251
South Australia	LKA	2017	373
South Australia	LKA	2018	466
South Australia	LKA	2019	557
South Australia	LKA	2020	277
South Australia	LKA	2021	23
South Australia	MKD		5
South Australia	MKD	1951	17
South Australia	MKD	1960	45
South Australia	MKD	1970	86
South Australia	MKD	1980	79
South Australia	MKD	1990	38
South Australia	MKD	2000	44
South Australia	MKD	2010	29
South Australia	MKD	2015	16
South Australia	MKD	2019	4
South Australia	MKD	2020	4
South Australia	MYS		117
South Australia	MYS	1951	14
South Australia	MYS	1960	50
South Australia	MYS	1970	387
South Australia	MYS	1980	683
South Australia	MYS	1990	1170
South Australia	MYS	2000	710
South Australia	MYS	2010	2046
South Australia	MYS	2015	1429
South Australia	MYS	2016	503
South Australia	MYS	2017	584
South Australia	MYS	2018	571
South Australia	MYS	2019	523
South Australia	MYS	2020	270
South Australia	MYS	2021	39
South Australia	NLD		182
South Australia	NLD	1951	186
South Australia	NLD	1960	3356
South Australia	NLD	1970	962
South Australia	NLD	1980	392
South Australia	NLD	1990	261
South Australia	NLD	2000	146
South Australia	NLD	2010	370
South Australia	NLD	2015	146
South Australia	NLD	2016	25
South Australia	NLD	2017	39
