LGA_NAME16	Age	UsualResidence	persons
Bayswater	35-44	Visitor from VIC	4
Bayswater	35-44	Visitor from WA	195
Bayswater	35-44	Visitor same SA2	14
Bayswater	45-54	Home	8314
Bayswater	45-54	Visitor from NSW	8
Bayswater	45-54	Visitor from NT	6
Bayswater	45-54	Visitor from QLD	4
Bayswater	45-54	Visitor from VIC	4
Bayswater	45-54	Visitor from WA	170
Bayswater	45-54	Visitor same SA2	12
Bayswater	55-64	Home	7377
Bayswater	55-64	Visitor from NSW	8
Bayswater	55-64	Visitor from TAS	3
Bayswater	55-64	Visitor from VIC	6
Bayswater	55-64	Visitor from WA	149
Bayswater	55-64	Visitor same SA2	19
Bayswater	65-74	Home	6269
Bayswater	65-74	Visitor from QLD	3
Bayswater	65-74	Visitor from TAS	4
Bayswater	65-74	Visitor from VIC	4
Bayswater	65-74	Visitor from WA	128
Bayswater	65-74	Visitor same SA2	15
Bayswater	75-84	Home	3680
Bayswater	75-84	Visitor from NSW	4
Bayswater	75-84	Visitor from WA	89
Bayswater	75-84	Visitor same SA2	15
Bayswater	85+	Home	1561
Bayswater	85+	Visitor from VIC	3
Bayswater	85+	Visitor from WA	67
Belmont	0-14	Home	6601
Belmont	0-14	Visitor from WA	118
Belmont	0-14	Visitor same SA2	12
Belmont	15-24	Home	4689
Belmont	15-24	Visitor from NSW	4
Belmont	15-24	Visitor from QLD	8
Belmont	15-24	Visitor from SA	3
Belmont	15-24	Visitor from TAS	3
Belmont	15-24	Visitor from VIC	4
Belmont	15-24	Visitor from WA	205
Belmont	25-34	Home	8012
Belmont	25-34	Visitor from NSW	16
Belmont	25-34	Visitor from NT	8
Belmont	25-34	Visitor from QLD	22
Belmont	25-34	Visitor from SA	11
Belmont	25-34	Visitor from TAS	10
Belmont	25-34	Visitor from VIC	16
Belmont	25-34	Visitor from WA	283
Belmont	25-34	Visitor same SA2	14
Belmont	35-44	Home	6204
Belmont	35-44	Visitor from NSW	10
Belmont	35-44	Visitor from NT	3
Belmont	35-44	Visitor from QLD	27
Belmont	35-44	Visitor from SA	17
Belmont	35-44	Visitor from TAS	7
Belmont	35-44	Visitor from VIC	13
Belmont	35-44	Visitor from WA	193
Belmont	35-44	Visitor same SA2	8
Belmont	45-54	Home	4699
Belmont	45-54	Visitor from NSW	19
Belmont	45-54	Visitor from QLD	24
Belmont	45-54	Visitor from SA	34
Belmont	45-54	Visitor from TAS	7
Belmont	45-54	Visitor from VIC	16
Belmont	45-54	Visitor from WA	177
Belmont	45-54	Visitor same SA2	3
Belmont	55-64	Home	4178
Belmont	55-64	Visitor from NSW	8
Belmont	55-64	Visitor from NT	3
Belmont	55-64	Visitor from QLD	24
Belmont	55-64	Visitor from SA	12
Belmont	55-64	Visitor from TAS	6
Belmont	55-64	Visitor from VIC	17
Belmont	55-64	Visitor from WA	163
Belmont	55-64	Visitor same SA2	5
Belmont	65-74	Home	3089
Belmont	65-74	Visitor from NSW	4
Belmont	65-74	Visitor from QLD	9
Belmont	65-74	Visitor from SA	3
Belmont	65-74	Visitor from TAS	10
Belmont	65-74	Visitor from VIC	12
Belmont	65-74	Visitor from WA	73
Belmont	65-74	Visitor same SA2	11
Belmont	75-84	Home	1747
Belmont	75-84	Visitor from TAS	3
Belmont	75-84	Visitor from WA	33
Belmont	75-84	Visitor same SA2	9
Belmont	85+	Home	852
Belmont	85+	Visitor from WA	15
Belmont	85+	Visitor same SA2	3
Beverley	0-14	Home	202
Beverley	15-24	Home	88
Beverley	15-24	Visitor from WA	7
Beverley	25-34	Home	113
Beverley	35-44	Home	143
Beverley	35-44	Visitor from WA	8
Beverley	45-54	Home	203
Beverley	45-54	Visitor from WA	9
Beverley	55-64	Home	269
Beverley	55-64	Visitor from WA	11
Beverley	65-74	Home	305
Beverley	65-74	Visitor from NSW	5
Beverley	65-74	Visitor from WA	14
Beverley	65-74	Visitor same SA2	6
Beverley	75-84	Home	155
Beverley	85+	Home	47
Boddington	0-14	Home	366
Boddington	0-14	Visitor from WA	5
Boddington	15-24	Home	108
Boddington	15-24	Visitor from WA	31
Boddington	25-34	Home	170
Boddington	25-34	Visitor from WA	73
Boddington	35-44	Home	203
Boddington	35-44	Visitor from WA	94
Boddington	45-54	Home	220
Boddington	45-54	Visitor from WA	109
Boddington	55-64	Home	232
Boddington	55-64	Visitor from WA	85
Boddington	65-74	Home	181
Boddington	65-74	Visitor from QLD	3
Boddington	65-74	Visitor from VIC	4
Boddington	65-74	Visitor from WA	9
Boddington	75-84	Home	82
Boddington	85+	Home	20
Boyup Brook	0-14	Home	359
Boyup Brook	0-14	Visitor from WA	7
Boyup Brook	15-24	Home	121
Boyup Brook	15-24	Visitor from WA	13
Boyup Brook	25-34	Home	117
Boyup Brook	25-34	Visitor from WA	12
Boyup Brook	35-44	Home	202
Boyup Brook	35-44	Visitor from WA	4
Boyup Brook	45-54	Home	222
Boyup Brook	45-54	Visitor from WA	7
Boyup Brook	45-54	Visitor same SA2	4
Boyup Brook	55-64	Home	276
Boyup Brook	55-64	Visitor from WA	17
Boyup Brook	65-74	Home	212
Boyup Brook	65-74	Visitor from WA	22
Boyup Brook	65-74	Visitor same SA2	3
Boyup Brook	75-84	Home	155
Boyup Brook	75-84	Visitor from WA	5
Boyup Brook	85+	Home	30
Bridgetown-Greenbushes	0-14	Home	849
Bridgetown-Greenbushes	0-14	Visitor from WA	11
Bridgetown-Greenbushes	15-24	Home	365
Bridgetown-Greenbushes	15-24	Visitor from WA	22
Bridgetown-Greenbushes	25-34	Home	350
Bridgetown-Greenbushes	25-34	Visitor from QLD	3
Bridgetown-Greenbushes	25-34	Visitor from WA	56
Bridgetown-Greenbushes	35-44	Home	490
Bridgetown-Greenbushes	35-44	Visitor from QLD	4
Bridgetown-Greenbushes	35-44	Visitor from WA	45
Bridgetown-Greenbushes	45-54	Home	636
Bridgetown-Greenbushes	45-54	Visitor from QLD	3
Bridgetown-Greenbushes	45-54	Visitor from WA	44
Bridgetown-Greenbushes	55-64	Home	804
Bridgetown-Greenbushes	55-64	Visitor from QLD	3
Bridgetown-Greenbushes	55-64	Visitor from WA	69
Bridgetown-Greenbushes	55-64	Visitor same SA2	3
Bridgetown-Greenbushes	65-74	Home	833
Bridgetown-Greenbushes	65-74	Visitor from WA	39
Bridgetown-Greenbushes	65-74	Visitor same SA2	5
Bridgetown-Greenbushes	75-84	Home	391
Bridgetown-Greenbushes	75-84	Visitor from WA	14
Bridgetown-Greenbushes	85+	Home	89
Bridgetown-Greenbushes	85+	Visitor from WA	15
Brookton	0-14	Home	149
Brookton	0-14	Visitor from WA	6
Brookton	15-24	Home	59
Brookton	15-24	Visitor from WA	8
Brookton	25-34	Home	62
Brookton	25-34	Visitor from WA	8
Brookton	35-44	Home	98
Brookton	45-54	Home	127
Brookton	45-54	Visitor from WA	7
Brookton	55-64	Home	117
Brookton	55-64	Visitor from WA	8
Brookton	65-74	Home	116
Brookton	65-74	Visitor from WA	5
Brookton	75-84	Home	83
Brookton	75-84	Visitor from WA	5
Brookton	85+	Home	41
Broome	0-14	Home	3851
Broome	0-14	Visitor from ACT	12
Broome	0-14	Visitor from NSW	81
Broome	0-14	Visitor from NT	8
Broome	0-14	Visitor from QLD	67
Broome	0-14	Visitor from SA	32
Broome	0-14	Visitor from TAS	17
Broome	0-14	Visitor from VIC	150
Broome	0-14	Visitor from WA	395
Broome	0-14	Visitor same SA2	22
Broome	15-24	Home	1698
Broome	15-24	Visitor from NSW	26
Broome	15-24	Visitor from NT	9
Broome	15-24	Visitor from QLD	3
Broome	15-24	Visitor from SA	11
Broome	15-24	Visitor from TAS	4
Broome	15-24	Visitor from VIC	14
Broome	15-24	Visitor from WA	367
Broome	15-24	Visitor same SA2	13
Broome	25-34	Home	2642
Broome	25-34	Visitor from NSW	62
Broome	25-34	Visitor from NT	36
Broome	25-34	Visitor from QLD	48
Broome	25-34	Visitor from SA	18
Broome	25-34	Visitor from TAS	20
Broome	25-34	Visitor from VIC	50
Broome	25-34	Visitor from WA	667
Broome	25-34	Visitor same SA2	15
Broome	35-44	Home	2524
Broome	35-44	Visitor from ACT	18
Broome	35-44	Visitor from NSW	69
Broome	35-44	Visitor from NT	15
Broome	35-44	Visitor from QLD	57
Broome	35-44	Visitor from SA	27
Broome	35-44	Visitor from TAS	13
Broome	35-44	Visitor from VIC	108
Broome	35-44	Visitor from WA	556
Broome	35-44	Visitor same SA2	17
Broome	45-54	Home	2095
Broome	45-54	Visitor from ACT	4
Broome	45-54	Visitor from NSW	71
Broome	45-54	Visitor from NT	12
Broome	45-54	Visitor from QLD	40
Broome	45-54	Visitor from SA	38
Broome	45-54	Visitor from TAS	12
Broome	45-54	Visitor from VIC	78
Broome	45-54	Visitor from WA	713
Broome	45-54	Visitor same SA2	17
Broome	55-64	Home	1639
Broome	55-64	Visitor from ACT	13
Broome	55-64	Visitor from NSW	135
Broome	55-64	Visitor from NT	12
Broome	55-64	Visitor from QLD	130
Broome	55-64	Visitor from SA	74
Broome	55-64	Visitor from TAS	35
Broome	55-64	Visitor from VIC	254
Broome	55-64	Visitor from WA	1409
Broome	55-64	Visitor same SA2	19
Broome	65-74	Home	862
Broome	65-74	Visitor from ACT	9
Broome	65-74	Visitor from NSW	148
Broome	65-74	Visitor from QLD	138
Broome	65-74	Visitor from SA	122
Broome	65-74	Visitor from TAS	48
Broome	65-74	Visitor from VIC	347
Broome	65-74	Visitor from WA	1950
Broome	65-74	Visitor same SA2	13
Broome	75-84	Home	256
Broome	75-84	Visitor from NSW	19
Broome	75-84	Visitor from NT	6
Broome	75-84	Visitor from QLD	17
Broome	75-84	Visitor from SA	26
Broome	75-84	Visitor from TAS	5
Broome	75-84	Visitor from VIC	68
Broome	75-84	Visitor from WA	708
Broome	75-84	Visitor same SA2	10
Broome	85+	Home	64
Broome	85+	Visitor from NSW	3
Broome	85+	Visitor from WA	59
Broomehill-Tambellup	0-14	Home	219
Broomehill-Tambellup	0-14	Visitor from WA	3
Broomehill-Tambellup	15-24	Home	80
Broomehill-Tambellup	15-24	Visitor from WA	3
Broomehill-Tambellup	25-34	Home	108
Broomehill-Tambellup	25-34	Visitor from WA	5
Broomehill-Tambellup	35-44	Home	125
Broomehill-Tambellup	35-44	Visitor from WA	3
Broomehill-Tambellup	45-54	Home	119
Broomehill-Tambellup	45-54	Visitor from WA	3
Broomehill-Tambellup	55-64	Home	168
Broomehill-Tambellup	55-64	Visitor from WA	6
Broomehill-Tambellup	65-74	Home	97
Broomehill-Tambellup	65-74	Visitor same SA2	4
Broomehill-Tambellup	75-84	Home	53
Broomehill-Tambellup	75-84	Visitor same SA2	3
Broomehill-Tambellup	85+	Home	7
Bruce Rock	0-14	Home	179
Bruce Rock	15-24	Home	73
Bruce Rock	15-24	Visitor from WA	10
Bruce Rock	25-34	Home	80
Bruce Rock	25-34	Visitor from WA	21
Bruce Rock	35-44	Home	104
Bruce Rock	35-44	Visitor from WA	10
Bruce Rock	45-54	Home	105
Bruce Rock	45-54	Visitor from WA	11
Bruce Rock	55-64	Home	121
Bruce Rock	55-64	Visitor from WA	18
Bruce Rock	65-74	Home	132
Bruce Rock	65-74	Visitor same SA2	3
Bruce Rock	75-84	Home	63
Bruce Rock	75-84	Visitor from WA	4
Bruce Rock	85+	Home	26
Bunbury	0-14	Home	5305
Bunbury	0-14	Visitor from QLD	4
Bunbury	0-14	Visitor from SA	4
Bunbury	0-14	Visitor from WA	106
Bunbury	0-14	Visitor same SA2	3
Bunbury	15-24	Home	3331
Bunbury	15-24	Visitor from NSW	3
Bunbury	15-24	Visitor from VIC	5
Bunbury	15-24	Visitor from WA	201
Bunbury	15-24	Visitor same SA2	3
Bunbury	25-34	Home	3903
Bunbury	25-34	Visitor from NSW	4
Bunbury	25-34	Visitor from NT	4
Bunbury	25-34	Visitor from SA	5
Bunbury	25-34	Visitor from VIC	10
Bunbury	25-34	Visitor from WA	244
Bunbury	25-34	Visitor same SA2	8
Bunbury	35-44	Home	3815
Bunbury	35-44	Visitor from NT	3
Bunbury	35-44	Visitor from QLD	8
Bunbury	35-44	Visitor from VIC	9
Bunbury	35-44	Visitor from WA	218
Bunbury	45-54	Home	3992
Bunbury	45-54	Visitor from QLD	4
Bunbury	45-54	Visitor from VIC	9
Bunbury	45-54	Visitor from WA	232
Bunbury	45-54	Visitor same SA2	10
Bunbury	55-64	Home	4025
Bunbury	55-64	Visitor from NSW	3
Bunbury	55-64	Visitor from QLD	5
Bunbury	55-64	Visitor from TAS	3
Bunbury	55-64	Visitor from VIC	14
Bunbury	55-64	Visitor from WA	241
Bunbury	55-64	Visitor same SA2	20
Bunbury	65-74	Home	3475
Bunbury	65-74	Visitor from NSW	7
Bunbury	65-74	Visitor from OT	4
Bunbury	65-74	Visitor from TAS	3
Bunbury	65-74	Visitor from VIC	3
Bunbury	65-74	Visitor from WA	123
Bunbury	65-74	Visitor same SA2	16
Bunbury	75-84	Home	2001
Bunbury	75-84	Visitor from WA	51
Bunbury	75-84	Visitor same SA2	7
Bunbury	85+	Home	905
Bunbury	85+	Visitor from WA	45
Bunbury	85+	Visitor same SA2	3
Busselton	0-14	Home	7426
Busselton	0-14	Visitor from QLD	5
Busselton	0-14	Visitor from SA	5
Busselton	0-14	Visitor from VIC	3
Busselton	0-14	Visitor from WA	284
Busselton	0-14	Visitor same SA2	14
Busselton	15-24	Home	3397
Busselton	15-24	Visitor from ACT	3
Busselton	15-24	Visitor from NSW	4
Busselton	15-24	Visitor from WA	248
Busselton	15-24	Visitor same SA2	3
Busselton	25-34	Home	3407
Busselton	25-34	Visitor from NSW	4
Busselton	25-34	Visitor from QLD	10
Busselton	25-34	Visitor from VIC	9
Busselton	25-34	Visitor from WA	378
Busselton	25-34	Visitor same SA2	11
Busselton	35-44	Home	4679
Busselton	35-44	Visitor from NSW	7
Busselton	35-44	Visitor from QLD	6
Busselton	35-44	Visitor from VIC	4
Busselton	35-44	Visitor from WA	320
Busselton	35-44	Visitor same SA2	13
Busselton	45-54	Home	4990
Busselton	45-54	Visitor from NSW	4
Busselton	45-54	Visitor from QLD	3
Busselton	45-54	Visitor from SA	14
Busselton	45-54	Visitor from TAS	3
Busselton	45-54	Visitor from WA	311
Busselton	45-54	Visitor same SA2	14
Busselton	55-64	Home	4667
Busselton	55-64	Visitor from NSW	8
Busselton	55-64	Visitor from NT	4
Busselton	55-64	Visitor from QLD	12
Busselton	55-64	Visitor from SA	8
Busselton	55-64	Visitor from TAS	9
Busselton	55-64	Visitor from VIC	8
Busselton	55-64	Visitor from WA	538
Busselton	55-64	Visitor same SA2	21
Busselton	65-74	Home	4728
Busselton	65-74	Visitor from NSW	5
Busselton	65-74	Visitor from QLD	19
Busselton	65-74	Visitor from VIC	9
Busselton	65-74	Visitor from WA	534
Busselton	65-74	Visitor same SA2	34
Busselton	75-84	Home	2610
Busselton	75-84	Visitor from QLD	4
Busselton	75-84	Visitor from WA	199
Busselton	75-84	Visitor same SA2	25
Busselton	85+	Home	984
Busselton	85+	Visitor from WA	48
Busselton	85+	Visitor same SA2	3
Cambridge	0-14	Home	5570
Cambridge	0-14	Visitor from WA	104
Cambridge	15-24	Home	3325
Cambridge	15-24	Visitor from NSW	9
Cambridge	15-24	Visitor from VIC	3
Cambridge	15-24	Visitor from WA	89
Cambridge	25-34	Home	2605
Cambridge	25-34	Visitor from NSW	3
Cambridge	25-34	Visitor from VIC	5
Cambridge	25-34	Visitor from WA	116
Cambridge	25-34	Visitor same SA2	4
Cambridge	35-44	Home	3579
Cambridge	35-44	Visitor from NSW	9
Cambridge	35-44	Visitor from WA	102
Cambridge	35-44	Visitor same SA2	3
Cambridge	45-54	Home	4186
Cambridge	45-54	Visitor from WA	91
Cambridge	55-64	Home	3404
Cambridge	55-64	Visitor from NSW	3
Cambridge	55-64	Visitor from NT	4
Cambridge	55-64	Visitor from TAS	6
Cambridge	55-64	Visitor from VIC	4
Cambridge	55-64	Visitor from WA	83
Cambridge	65-74	Home	2402
Cambridge	65-74	Visitor from NSW	7
Cambridge	65-74	Visitor from NT	5
Cambridge	65-74	Visitor from SA	5
Cambridge	65-74	Visitor from VIC	9
Cambridge	65-74	Visitor from WA	102
Cambridge	65-74	Visitor same SA2	8
Cambridge	75-84	Home	1525
Cambridge	75-84	Visitor from NSW	3
Cambridge	75-84	Visitor from VIC	4
Cambridge	75-84	Visitor from WA	80
Cambridge	85+	Home	927
Cambridge	85+	Visitor from WA	26
Canning	0-14	Home	17194
Canning	0-14	Visitor from NSW	7
Canning	0-14	Visitor from OT	6
Canning	0-14	Visitor from QLD	3
Canning	0-14	Visitor from VIC	4
Canning	0-14	Visitor from WA	184
Canning	0-14	Visitor same SA2	3
Canning	15-24	Home	13259
Canning	15-24	Visitor from NSW	8
Canning	15-24	Visitor from SA	4
Canning	15-24	Visitor from WA	281
Canning	15-24	Visitor same SA2	9
Canning	25-34	Home	14165
Canning	25-34	Visitor from NSW	13
Canning	25-34	Visitor from NT	4
Canning	25-34	Visitor from SA	3
Canning	25-34	Visitor from VIC	15
Canning	25-34	Visitor from WA	280
Canning	25-34	Visitor same SA2	12
Canning	35-44	Home	13499
Canning	35-44	Visitor from NSW	9
Canning	35-44	Visitor from QLD	11
Canning	35-44	Visitor from SA	3
Canning	35-44	Visitor from VIC	6
Canning	35-44	Visitor from WA	189
Canning	35-44	Visitor same SA2	7
Canning	45-54	Home	11252
Canning	45-54	Visitor from NSW	5
Canning	45-54	Visitor from QLD	4
Canning	45-54	Visitor from SA	3
Canning	45-54	Visitor from VIC	9
Canning	45-54	Visitor from WA	154
Canning	45-54	Visitor same SA2	11
Canning	55-64	Home	9627
Canning	55-64	Visitor from NSW	6
Canning	55-64	Visitor from NT	4
Canning	55-64	Visitor from OT	5
Canning	55-64	Visitor from QLD	5
Canning	55-64	Visitor from SA	3
Canning	55-64	Visitor from TAS	4
Canning	55-64	Visitor from VIC	7
Canning	55-64	Visitor from WA	125
Canning	55-64	Visitor same SA2	13
Canning	65-74	Home	7739
Canning	65-74	Visitor from NSW	3
Canning	65-74	Visitor from NT	3
Canning	65-74	Visitor from VIC	7
Canning	65-74	Visitor from WA	111
Canning	65-74	Visitor same SA2	24
Canning	75-84	Home	4139
Canning	75-84	Visitor from QLD	4
Canning	75-84	Visitor from WA	55
Canning	75-84	Visitor same SA2	9
Canning	85+	Home	1529
Canning	85+	Visitor from WA	32
Canning	85+	Visitor same SA2	4
Capel	0-14	Home	3955
Capel	0-14	Visitor from VIC	4
Capel	0-14	Visitor from WA	58
Capel	0-14	Visitor same SA2	3
Capel	15-24	Home	2136
Capel	15-24	Visitor from WA	81
Capel	25-34	Home	1724
Capel	25-34	Visitor from VIC	3
Capel	25-34	Visitor from WA	70
Capel	35-44	Home	2280
Capel	35-44	Visitor from NSW	3
Capel	35-44	Visitor from VIC	4
Capel	35-44	Visitor from WA	47
Capel	35-44	Visitor same SA2	3
Capel	45-54	Home	2530
Capel	45-54	Visitor from NSW	3
Capel	45-54	Visitor from WA	41
Capel	45-54	Visitor same SA2	11
Capel	55-64	Home	2087
Capel	55-64	Visitor from QLD	4
Capel	55-64	Visitor from VIC	5
Capel	55-64	Visitor from WA	49
Capel	55-64	Visitor same SA2	3
Capel	65-74	Home	1499
Capel	65-74	Visitor from VIC	3
Capel	65-74	Visitor from WA	28
Capel	65-74	Visitor same SA2	8
Capel	75-84	Home	640
Capel	75-84	Visitor from WA	11
Capel	75-84	Visitor same SA2	3
Capel	85+	Home	126
Capel	85+	Visitor from WA	6
Carnamah	0-14	Home	66
Carnamah	0-14	Visitor from WA	5
Carnamah	15-24	Home	37
Carnamah	15-24	Visitor from WA	12
Carnamah	25-34	Home	48
Carnamah	25-34	Visitor from WA	7
Carnamah	35-44	Home	81
Carnamah	35-44	Visitor from WA	7
Carnamah	45-54	Home	58
Carnamah	45-54	Visitor from WA	8
Carnamah	55-64	Home	79
Carnamah	55-64	Visitor from WA	13
Carnamah	65-74	Home	77
Carnamah	65-74	Visitor from WA	20
Carnamah	75-84	Home	33
Carnamah	75-84	Visitor from WA	6
Carnamah	85+	Home	10
Carnarvon	0-14	Home	918
Carnarvon	0-14	Visitor from ACT	4
Carnarvon	0-14	Visitor from NSW	18
Carnarvon	0-14	Visitor from NT	3
Carnarvon	0-14	Visitor from QLD	14
Carnarvon	0-14	Visitor from SA	5
Carnarvon	0-14	Visitor from VIC	32
Carnarvon	0-14	Visitor from WA	191
Carnarvon	0-14	Visitor same SA2	5
Carnarvon	15-24	Home	520
Carnarvon	15-24	Visitor from ACT	3
Carnarvon	15-24	Visitor from NSW	3
Carnarvon	15-24	Visitor from QLD	3
Carnarvon	15-24	Visitor from VIC	8
Carnarvon	15-24	Visitor from WA	76
Carnarvon	15-24	Visitor same SA2	3
Carnarvon	25-34	Home	656
Carnarvon	25-34	Visitor from NSW	23
Carnarvon	25-34	Visitor from NT	3
Carnarvon	25-34	Visitor from QLD	7
Carnarvon	25-34	Visitor from VIC	7
Carnarvon	25-34	Visitor from WA	204
Carnarvon	25-34	Visitor same SA2	6
Carnarvon	35-44	Home	581
Carnarvon	35-44	Visitor from NSW	16
Carnarvon	35-44	Visitor from NT	8
Carnarvon	35-44	Visitor from QLD	8
Carnarvon	35-44	Visitor from SA	8
Carnarvon	35-44	Visitor from TAS	5
Carnarvon	35-44	Visitor from VIC	23
Carnarvon	35-44	Visitor from WA	205
Carnarvon	35-44	Visitor same SA2	3
Carnarvon	45-54	Home	717
Carnarvon	45-54	Visitor from NSW	17
Carnarvon	45-54	Visitor from QLD	7
Carnarvon	45-54	Visitor from SA	8
Carnarvon	45-54	Visitor from VIC	6
Carnarvon	45-54	Visitor from WA	218
Carnarvon	45-54	Visitor same SA2	5
Carnarvon	55-64	Home	683
Carnarvon	55-64	Visitor from ACT	4
Carnarvon	55-64	Visitor from NSW	47
Carnarvon	55-64	Visitor from NT	4
Carnarvon	55-64	Visitor from QLD	36
Carnarvon	55-64	Visitor from SA	28
Carnarvon	55-64	Visitor from TAS	12
Carnarvon	55-64	Visitor from VIC	42
Carnarvon	55-64	Visitor from WA	486
Carnarvon	55-64	Visitor same SA2	10
Carnarvon	65-74	Home	493
Carnarvon	65-74	Visitor from NSW	63
Carnarvon	65-74	Visitor from QLD	36
Carnarvon	65-74	Visitor from SA	42
Carnarvon	65-74	Visitor from TAS	16
Carnarvon	65-74	Visitor from VIC	86
Carnarvon	65-74	Visitor from WA	814
Carnarvon	65-74	Visitor same SA2	11
Carnarvon	75-84	Home	225
Carnarvon	75-84	Visitor from NSW	4
Carnarvon	75-84	Visitor from QLD	3
Carnarvon	75-84	Visitor from SA	13
Carnarvon	75-84	Visitor from VIC	5
Carnarvon	75-84	Visitor from WA	344
Carnarvon	75-84	Visitor same SA2	3
Carnarvon	85+	Home	65
Carnarvon	85+	Visitor from WA	35
Chapman Valley	0-14	Home	313
Chapman Valley	15-24	Home	132
Chapman Valley	15-24	Visitor from WA	7
Chapman Valley	25-34	Home	117
Chapman Valley	25-34	Visitor from ACT	3
Chapman Valley	35-44	Home	181
Chapman Valley	35-44	Visitor from WA	9
Chapman Valley	45-54	Home	250
Chapman Valley	45-54	Visitor from WA	4
Chapman Valley	55-64	Home	227
Chapman Valley	55-64	Visitor from NSW	4
Chapman Valley	55-64	Visitor from SA	4
Chapman Valley	55-64	Visitor from WA	15
Chapman Valley	65-74	Home	162
Chapman Valley	65-74	Visitor from WA	21
Chapman Valley	75-84	Home	56
Chapman Valley	75-84	Visitor from WA	7
Chapman Valley	85+	Home	9
Chittering	0-14	Home	1086
Chittering	0-14	Visitor from WA	30
Chittering	15-24	Home	608
Chittering	15-24	Visitor from NSW	4
Chittering	15-24	Visitor from VIC	5
Chittering	15-24	Visitor from WA	34
Chittering	15-24	Visitor same SA2	4
Chittering	25-34	Home	449
Chittering	25-34	Visitor from WA	28
Chittering	35-44	Home	640
Chittering	35-44	Visitor from WA	15
Chittering	45-54	Home	860
Chittering	45-54	Visitor from WA	15
Chittering	45-54	Visitor same SA2	5
Chittering	55-64	Home	905
Chittering	55-64	Visitor from VIC	4
Chittering	55-64	Visitor from WA	21
Chittering	55-64	Visitor same SA2	5
Chittering	65-74	Home	595
Chittering	65-74	Visitor from NSW	3
Chittering	65-74	Visitor from WA	16
Chittering	65-74	Visitor same SA2	3
Chittering	75-84	Home	288
Chittering	75-84	Visitor from QLD	5
Chittering	75-84	Visitor from WA	6
Chittering	75-84	Visitor same SA2	3
Chittering	85+	Home	66
Christmas Island	0-14	Home	279
Christmas Island	0-14	Visitor from WA	8
Christmas Island	15-24	Home	121
Christmas Island	15-24	Visitor from QLD	4
Christmas Island	15-24	Visitor from VIC	8
Christmas Island	15-24	Visitor from WA	21
Christmas Island	15-24	Visitor same SA2	6
Christmas Island	25-34	Home	314
Christmas Island	25-34	Visitor from NSW	4
Christmas Island	25-34	Visitor from OT	3
Christmas Island	25-34	Visitor from QLD	18
Christmas Island	25-34	Visitor from VIC	8
Christmas Island	25-34	Visitor from WA	39
Christmas Island	35-44	Home	264
Christmas Island	35-44	Visitor from NSW	12
Christmas Island	35-44	Visitor from QLD	10
Christmas Island	35-44	Visitor from WA	33
Christmas Island	45-54	Home	250
Christmas Island	45-54	Visitor from ACT	4
Christmas Island	45-54	Visitor from NSW	11
Christmas Island	45-54	Visitor from QLD	20
Christmas Island	45-54	Visitor from SA	7
Christmas Island	45-54	Visitor from WA	30
Christmas Island	45-54	Visitor same SA2	3
Christmas Island	55-64	Home	183
Christmas Island	55-64	Visitor from OT	5
Christmas Island	55-64	Visitor from QLD	8
Christmas Island	55-64	Visitor from WA	71
Christmas Island	65-74	Home	165
Christmas Island	65-74	Visitor from QLD	4
Christmas Island	65-74	Visitor from WA	38
Christmas Island	75-84	Home	31
Christmas Island	75-84	Visitor from WA	15
Christmas Island	85+	Home	4
Claremont	0-14	Home	1721
Claremont	0-14	Visitor from VIC	6
Claremont	0-14	Visitor from WA	45
Claremont	0-14	Visitor same SA2	4
Claremont	15-24	Home	1501
Claremont	15-24	Visitor from NSW	4
Claremont	15-24	Visitor from WA	45
Claremont	15-24	Visitor same SA2	3
Claremont	25-34	Home	1103
Claremont	25-34	Visitor from NSW	4
Claremont	25-34	Visitor from VIC	5
Claremont	25-34	Visitor from WA	39
Claremont	25-34	Visitor same SA2	3
Claremont	35-44	Home	1116
Claremont	35-44	Visitor from NSW	3
Claremont	35-44	Visitor from WA	32
Claremont	35-44	Visitor same SA2	3
Claremont	45-54	Home	1400
Claremont	45-54	Visitor from WA	32
Claremont	55-64	Home	1200
Claremont	55-64	Visitor from VIC	3
Claremont	55-64	Visitor from WA	24
Claremont	55-64	Visitor same SA2	6
Claremont	65-74	Home	1104
Claremont	65-74	Visitor from TAS	4
Claremont	65-74	Visitor from WA	18
Claremont	75-84	Home	962
Claremont	75-84	Visitor from WA	20
Claremont	85+	Home	511
Claremont	85+	Visitor from WA	6
Cockburn	0-14	Home	22591
Cockburn	0-14	Visitor from NSW	3
Cockburn	0-14	Visitor from QLD	10
Cockburn	0-14	Visitor from SA	5
Cockburn	0-14	Visitor from TAS	4
Cockburn	0-14	Visitor from WA	282
Cockburn	0-14	Visitor same SA2	9
Cockburn	15-24	Home	13416
Cockburn	15-24	Visitor from NSW	5
Cockburn	15-24	Visitor from QLD	3
Cockburn	15-24	Visitor from SA	3
Cockburn	15-24	Visitor from VIC	4
Cockburn	15-24	Visitor from WA	393
Cockburn	15-24	Visitor same SA2	6
Cockburn	25-34	Home	16857
Cockburn	25-34	Visitor from NSW	7
Cockburn	25-34	Visitor from QLD	8
Cockburn	25-34	Visitor from SA	7
Cockburn	25-34	Visitor from TAS	5
Cockburn	25-34	Visitor from VIC	14
Cockburn	25-34	Visitor from WA	355
Cockburn	25-34	Visitor same SA2	19
