LGA_NAME21	Age	HoursHousekeeping	Sex	adults
Bellingen	55-64		F	69
Bellingen	55-64		M	73
Bellingen	55-64	0	F	150
Bellingen	55-64	0	M	173
Bellingen	55-64	<5	F	151
Bellingen	55-64	<5	M	234
Bellingen	55-64	5-14	F	391
Bellingen	55-64	5-14	M	337
Bellingen	55-64	15-29	F	279
Bellingen	55-64	15-29	M	149
Bellingen	55-64	30+	F	183
Bellingen	55-64	30+	M	81
Bellingen	65-74		F	85
Bellingen	65-74		M	87
Bellingen	65-74	0	F	176
Bellingen	65-74	0	M	215
Bellingen	65-74	<5	F	82
Bellingen	65-74	<5	M	173
Bellingen	65-74	5-14	F	240
Bellingen	65-74	5-14	M	288
Bellingen	65-74	15-29	F	260
Bellingen	65-74	15-29	M	211
Bellingen	65-74	30+	F	189
Bellingen	65-74	30+	M	112
Bellingen	75-84		F	62
Bellingen	75-84		M	50
Bellingen	75-84	0	F	143
Bellingen	75-84	0	M	151
Bellingen	75-84	<5	F	38
Bellingen	75-84	<5	M	52
Bellingen	75-84	5-14	F	96
Bellingen	75-84	5-14	M	122
Bellingen	75-84	15-29	F	108
Bellingen	75-84	15-29	M	75
Bellingen	75-84	30+	F	93
Bellingen	75-84	30+	M	51
Bellingen	85+		F	34
Bellingen	85+		M	18
Bellingen	85+	0	F	108
Bellingen	85+	0	M	68
Bellingen	85+	<5	F	18
Bellingen	85+	<5	M	20
Bellingen	85+	5-14	F	41
Bellingen	85+	5-14	M	16
Bellingen	85+	15-29	F	20
Bellingen	85+	15-29	M	19
Bellingen	85+	30+	F	17
Bellingen	85+	30+	M	12
Berrigan	15-19		F	27
Berrigan	15-19		M	25
Berrigan	15-19	0	F	69
Berrigan	15-19	0	M	94
Berrigan	15-19	<5	F	93
Berrigan	15-19	<5	M	89
Berrigan	15-19	5-14	F	23
Berrigan	15-19	5-14	M	24
Berrigan	15-19	15-29	F	3
Berrigan	20-24		F	14
Berrigan	20-24		M	14
Berrigan	20-24	0	F	28
Berrigan	20-24	0	M	41
Berrigan	20-24	<5	F	37
Berrigan	20-24	<5	M	61
Berrigan	20-24	5-14	F	40
Berrigan	20-24	5-14	M	19
Berrigan	20-24	15-29	F	10
Berrigan	20-24	15-29	M	3
Berrigan	20-24	30+	F	12
Berrigan	25-34		F	42
Berrigan	25-34		M	32
Berrigan	25-34	0	F	47
Berrigan	25-34	0	M	96
Berrigan	25-34	<5	F	42
Berrigan	25-34	<5	M	112
Berrigan	25-34	5-14	F	116
Berrigan	25-34	5-14	M	97
Berrigan	25-34	15-29	F	60
Berrigan	25-34	15-29	M	19
Berrigan	25-34	30+	F	66
Berrigan	25-34	30+	M	9
Berrigan	35-44		F	30
Berrigan	35-44		M	38
Berrigan	35-44	0	F	48
Berrigan	35-44	0	M	62
Berrigan	35-44	<5	F	42
Berrigan	35-44	<5	M	95
Berrigan	35-44	5-14	F	118
Berrigan	35-44	5-14	M	115
Berrigan	35-44	15-29	F	96
Berrigan	35-44	15-29	M	39
Berrigan	35-44	30+	F	94
Berrigan	35-44	30+	M	18
Berrigan	45-54		F	59
Berrigan	45-54		M	41
Berrigan	45-54	0	F	56
Berrigan	45-54	0	M	92
Berrigan	45-54	<5	F	49
Berrigan	45-54	<5	M	136
Berrigan	45-54	5-14	F	167
Berrigan	45-54	5-14	M	159
Berrigan	45-54	15-29	F	81
Berrigan	45-54	15-29	M	41
Berrigan	45-54	30+	F	75
Berrigan	45-54	30+	M	19
Berrigan	55-64		F	55
Berrigan	55-64		M	58
Berrigan	55-64	0	F	110
Berrigan	55-64	0	M	153
Berrigan	55-64	<5	F	53
Berrigan	55-64	<5	M	139
Berrigan	55-64	5-14	F	202
Berrigan	55-64	5-14	M	179
Berrigan	55-64	15-29	F	140
Berrigan	55-64	15-29	M	47
Berrigan	55-64	30+	F	110
Berrigan	55-64	30+	M	27
Berrigan	65-74		F	88
Berrigan	65-74		M	89
Berrigan	65-74	0	F	189
Berrigan	65-74	0	M	247
Berrigan	65-74	<5	F	34
Berrigan	65-74	<5	M	151
Berrigan	65-74	5-14	F	159
Berrigan	65-74	5-14	M	196
Berrigan	65-74	15-29	F	151
Berrigan	65-74	15-29	M	81
Berrigan	65-74	30+	F	150
Berrigan	65-74	30+	M	65
Berrigan	75-84		F	69
Berrigan	75-84		M	44
Berrigan	75-84	0	F	142
Berrigan	75-84	0	M	152
Berrigan	75-84	<5	F	30
Berrigan	75-84	<5	M	70
Berrigan	75-84	5-14	F	63
Berrigan	75-84	5-14	M	95
Berrigan	75-84	15-29	F	64
Berrigan	75-84	15-29	M	43
Berrigan	75-84	30+	F	88
Berrigan	75-84	30+	M	37
Berrigan	85+		F	40
Berrigan	85+		M	36
Berrigan	85+	0	F	89
Berrigan	85+	0	M	68
Berrigan	85+	<5	F	14
Berrigan	85+	<5	M	13
Berrigan	85+	5-14	F	18
Berrigan	85+	5-14	M	25
Berrigan	85+	15-29	F	9
Berrigan	85+	15-29	M	14
Berrigan	85+	30+	F	7
Berrigan	85+	30+	M	11
Blacktown	15-19		F	736
Blacktown	15-19		M	862
Blacktown	15-19	0	F	4707
Blacktown	15-19	0	M	5798
Blacktown	15-19	<5	F	4179
Blacktown	15-19	<5	M	4392
Blacktown	15-19	5-14	F	1681
Blacktown	15-19	5-14	M	1366
Blacktown	15-19	15-29	F	289
Blacktown	15-19	15-29	M	157
Blacktown	15-19	30+	F	135
Blacktown	15-19	30+	M	70
Blacktown	20-24		F	832
Blacktown	20-24		M	1200
Blacktown	20-24	0	F	4553
Blacktown	20-24	0	M	6294
Blacktown	20-24	<5	F	3131
Blacktown	20-24	<5	M	3799
Blacktown	20-24	5-14	F	2841
Blacktown	20-24	5-14	M	2037
Blacktown	20-24	15-29	F	741
Blacktown	20-24	15-29	M	359
Blacktown	20-24	30+	F	475
Blacktown	20-24	30+	M	169
Blacktown	25-34		F	2168
Blacktown	25-34		M	2767
Blacktown	25-34	0	F	8789
Blacktown	25-34	0	M	10862
Blacktown	25-34	<5	F	3620
Blacktown	25-34	<5	M	6127
Blacktown	25-34	5-14	F	7200
Blacktown	25-34	5-14	M	6414
Blacktown	25-34	15-29	F	3940
Blacktown	25-34	15-29	M	1655
Blacktown	25-34	30+	F	4782
Blacktown	25-34	30+	M	938
Blacktown	35-44		F	2079
Blacktown	35-44		M	2421
Blacktown	35-44	0	F	7661
Blacktown	35-44	0	M	10064
Blacktown	35-44	<5	F	2183
Blacktown	35-44	<5	M	5855
Blacktown	35-44	5-14	F	7724
Blacktown	35-44	5-14	M	9923
Blacktown	35-44	15-29	F	6582
Blacktown	35-44	15-29	M	3678
Blacktown	35-44	30+	F	7327
Blacktown	35-44	30+	M	1908
Blacktown	45-54		F	1285
Blacktown	45-54		M	1562
Blacktown	45-54	0	F	5553
Blacktown	45-54	0	M	7096
Blacktown	45-54	<5	F	1914
Blacktown	45-54	<5	M	4730
Blacktown	45-54	5-14	F	6334
Blacktown	45-54	5-14	M	6959
Blacktown	45-54	15-29	F	4470
Blacktown	45-54	15-29	M	2295
Blacktown	45-54	30+	F	4101
Blacktown	45-54	30+	M	1261
Blacktown	55-64		F	931
Blacktown	55-64		M	1078
Blacktown	55-64	0	F	5548
Blacktown	55-64	0	M	6184
Blacktown	55-64	<5	F	1670
Blacktown	55-64	<5	M	3583
Blacktown	55-64	5-14	F	4609
Blacktown	55-64	5-14	M	5056
Blacktown	55-64	15-29	F	3397
Blacktown	55-64	15-29	M	1678
Blacktown	55-64	30+	F	3141
Blacktown	55-64	30+	M	993
Blacktown	65-74		F	823
Blacktown	65-74		M	699
Blacktown	65-74	0	F	5069
Blacktown	65-74	0	M	5026
Blacktown	65-74	<5	F	1128
Blacktown	65-74	<5	M	1997
Blacktown	65-74	5-14	F	2698
Blacktown	65-74	5-14	M	2793
Blacktown	65-74	15-29	F	2323
Blacktown	65-74	15-29	M	1331
Blacktown	65-74	30+	F	2239
Blacktown	65-74	30+	M	900
Blacktown	75-84		F	520
Blacktown	75-84		M	453
Blacktown	75-84	0	F	2915
Blacktown	75-84	0	M	2634
Blacktown	75-84	<5	F	686
Blacktown	75-84	<5	M	811
Blacktown	75-84	5-14	F	1101
Blacktown	75-84	5-14	M	1043
Blacktown	75-84	15-29	F	758
Blacktown	75-84	15-29	M	498
Blacktown	75-84	30+	F	660
Blacktown	75-84	30+	M	355
Blacktown	85+		F	366
Blacktown	85+		M	182
Blacktown	85+	0	F	1661
Blacktown	85+	0	M	872
Blacktown	85+	<5	F	255
Blacktown	85+	<5	M	204
Blacktown	85+	5-14	F	267
Blacktown	85+	5-14	M	157
Blacktown	85+	15-29	F	123
Blacktown	85+	15-29	M	88
Blacktown	85+	30+	F	81
Blacktown	85+	30+	M	47
Bland	15-19		F	19
Bland	15-19		M	16
Bland	15-19	0	F	34
Bland	15-19	0	M	64
Bland	15-19	<5	F	70
Bland	15-19	<5	M	40
Bland	15-19	5-14	F	30
Bland	15-19	5-14	M	14
Bland	15-19	15-29	F	4
Bland	20-24		F	9
Bland	20-24		M	5
Bland	20-24	0	F	27
Bland	20-24	0	M	60
Bland	20-24	<5	F	30
Bland	20-24	<5	M	31
Bland	20-24	5-14	F	38
Bland	20-24	5-14	M	28
Bland	20-24	15-29	F	12
Bland	20-24	15-29	M	5
Bland	20-24	30+	F	9
Bland	25-34		F	15
Bland	25-34		M	37
Bland	25-34	0	F	27
Bland	25-34	0	M	67
Bland	25-34	<5	F	19
Bland	25-34	<5	M	89
Bland	25-34	5-14	F	81
Bland	25-34	5-14	M	72
Bland	25-34	15-29	F	59
Bland	25-34	15-29	M	24
Bland	25-34	30+	F	70
Bland	25-34	30+	M	17
Bland	35-44		F	42
Bland	35-44		M	35
Bland	35-44	0	F	21
Bland	35-44	0	M	53
Bland	35-44	<5	F	23
Bland	35-44	<5	M	76
Bland	35-44	5-14	F	101
Bland	35-44	5-14	M	91
Bland	35-44	15-29	F	72
Bland	35-44	15-29	M	24
Bland	35-44	30+	F	78
Bland	35-44	30+	M	9
Bland	45-54		F	20
Bland	45-54		M	33
Bland	45-54	0	F	35
Bland	45-54	0	M	73
Bland	45-54	<5	F	23
Bland	45-54	<5	M	97
Bland	45-54	5-14	F	105
Bland	45-54	5-14	M	83
Bland	45-54	15-29	F	78
Bland	45-54	15-29	M	26
Bland	45-54	30+	F	58
Bland	45-54	30+	M	14
Bland	55-64		F	26
Bland	55-64		M	44
Bland	55-64	0	F	60
Bland	55-64	0	M	117
Bland	55-64	<5	F	25
Bland	55-64	<5	M	109
Bland	55-64	5-14	F	99
Bland	55-64	5-14	M	110
Bland	55-64	15-29	F	78
Bland	55-64	15-29	M	32
Bland	55-64	30+	F	62
Bland	55-64	30+	M	27
Bland	65-74		F	26
Bland	65-74		M	33
Bland	65-74	0	F	73
Bland	65-74	0	M	120
Bland	65-74	<5	F	23
Bland	65-74	<5	M	71
Bland	65-74	5-14	F	70
Bland	65-74	5-14	M	68
Bland	65-74	15-29	F	60
Bland	65-74	15-29	M	32
Bland	65-74	30+	F	71
Bland	65-74	30+	M	30
Bland	75-84		F	29
Bland	75-84		M	30
Bland	75-84	0	F	65
Bland	75-84	0	M	65
Bland	75-84	<5	F	22
Bland	75-84	<5	M	32
Bland	75-84	5-14	F	33
Bland	75-84	5-14	M	37
Bland	75-84	15-29	F	30
Bland	75-84	15-29	M	18
Bland	75-84	30+	F	32
Bland	75-84	30+	M	19
Bland	85+		F	22
Bland	85+		M	11
Bland	85+	0	F	42
Bland	85+	0	M	31
Bland	85+	<5	F	9
Bland	85+	<5	M	7
Bland	85+	5-14	F	20
Bland	85+	5-14	M	20
Bland	85+	15-29	F	5
Bland	85+	30+	F	4
Bland	85+	30+	M	3
Blayney	15-19		F	15
Blayney	15-19		M	19
Blayney	15-19	0	F	68
Blayney	15-19	0	M	81
Blayney	15-19	<5	F	102
Blayney	15-19	<5	M	116
Blayney	15-19	5-14	F	25
Blayney	15-19	5-14	M	23
Blayney	15-19	15-29	F	4
Blayney	15-19	15-29	M	6
Blayney	15-19	30+	F	4
Blayney	20-24		F	15
Blayney	20-24		M	6
Blayney	20-24	0	F	34
Blayney	20-24	0	M	67
Blayney	20-24	<5	F	39
Blayney	20-24	<5	M	48
Blayney	20-24	5-14	F	50
Blayney	20-24	5-14	M	29
Blayney	20-24	15-29	F	5
Blayney	20-24	15-29	M	6
Blayney	20-24	30+	F	11
Blayney	25-34		F	20
Blayney	25-34		M	19
Blayney	25-34	0	F	53
Blayney	25-34	0	M	93
Blayney	25-34	<5	F	52
Blayney	25-34	<5	M	107
Blayney	25-34	5-14	F	128
Blayney	25-34	5-14	M	123
Blayney	25-34	15-29	F	69
Blayney	25-34	15-29	M	24
Blayney	25-34	30+	F	93
Blayney	25-34	30+	M	7
Blayney	35-44		F	25
Blayney	35-44		M	25
Blayney	35-44	0	F	32
Blayney	35-44	0	M	35
Blayney	35-44	<5	F	31
Blayney	35-44	<5	M	106
Blayney	35-44	5-14	F	123
Blayney	35-44	5-14	M	119
Blayney	35-44	15-29	F	104
Blayney	35-44	15-29	M	44
Blayney	35-44	30+	F	104
Blayney	35-44	30+	M	29
Blayney	45-54		F	32
Blayney	45-54		M	47
Blayney	45-54	0	F	47
Blayney	45-54	0	M	78
Blayney	45-54	<5	F	49
Blayney	45-54	<5	M	117
Blayney	45-54	5-14	F	183
Blayney	45-54	5-14	M	173
Blayney	45-54	15-29	F	141
Blayney	45-54	15-29	M	41
Blayney	45-54	30+	F	77
Blayney	45-54	30+	M	24
Blayney	55-64		F	37
Blayney	55-64		M	47
Blayney	55-64	0	F	80
Blayney	55-64	0	M	117
Blayney	55-64	<5	F	41
Blayney	55-64	<5	M	134
Blayney	55-64	5-14	F	184
Blayney	55-64	5-14	M	173
Blayney	55-64	15-29	F	115
Blayney	55-64	15-29	M	57
Blayney	55-64	30+	F	90
Blayney	55-64	30+	M	31
Blayney	65-74		F	26
Blayney	65-74		M	38
Blayney	65-74	0	F	91
Blayney	65-74	0	M	137
Blayney	65-74	<5	F	27
Blayney	65-74	<5	M	75
Blayney	65-74	5-14	F	84
Blayney	65-74	5-14	M	121
Blayney	65-74	15-29	F	92
Blayney	65-74	15-29	M	43
Blayney	65-74	30+	F	92
Blayney	65-74	30+	M	33
Blayney	75-84		F	28
Blayney	75-84		M	30
Blayney	75-84	0	F	72
Blayney	75-84	0	M	83
Blayney	75-84	<5	F	20
Blayney	75-84	<5	M	33
Blayney	75-84	5-14	F	49
Blayney	75-84	5-14	M	55
Blayney	75-84	15-29	F	35
Blayney	75-84	15-29	M	23
Blayney	75-84	30+	F	33
Blayney	75-84	30+	M	21
Blayney	85+		F	7
Blayney	85+	0	F	50
Blayney	85+	0	M	36
Blayney	85+	<5	F	6
Blayney	85+	<5	M	13
Blayney	85+	5-14	F	14
Blayney	85+	5-14	M	10
Blayney	85+	15-29	F	14
Blue Mountains	15-19		F	87
Blue Mountains	15-19		M	96
Blue Mountains	15-19	0	F	581
Blue Mountains	15-19	0	M	753
Blue Mountains	15-19	<5	F	1184
Blue Mountains	15-19	<5	M	1327
Blue Mountains	15-19	5-14	F	302
Blue Mountains	15-19	5-14	M	266
Blue Mountains	15-19	15-29	F	32
Blue Mountains	15-19	15-29	M	23
Blue Mountains	15-19	30+	F	7
Blue Mountains	15-19	30+	M	8
Blue Mountains	20-24		F	42
Blue Mountains	20-24		M	62
Blue Mountains	20-24	0	F	287
Blue Mountains	20-24	0	M	511
Blue Mountains	20-24	<5	F	641
Blue Mountains	20-24	<5	M	838
Blue Mountains	20-24	5-14	F	456
Blue Mountains	20-24	5-14	M	361
Blue Mountains	20-24	15-29	F	92
Blue Mountains	20-24	15-29	M	44
Blue Mountains	20-24	30+	F	64
Blue Mountains	20-24	30+	M	21
Blue Mountains	25-34		F	139
Blue Mountains	25-34		M	139
Blue Mountains	25-34	0	F	361
Blue Mountains	25-34	0	M	674
Blue Mountains	25-34	<5	F	585
Blue Mountains	25-34	<5	M	960
Blue Mountains	25-34	5-14	F	1280
Blue Mountains	25-34	5-14	M	1245
Blue Mountains	25-34	15-29	F	613
Blue Mountains	25-34	15-29	M	324
Blue Mountains	25-34	30+	F	654
Blue Mountains	25-34	30+	M	146
Blue Mountains	35-44		F	152
Blue Mountains	35-44		M	193
Blue Mountains	35-44	0	F	338
Blue Mountains	35-44	0	M	524
Blue Mountains	35-44	<5	F	441
Blue Mountains	35-44	<5	M	955
Blue Mountains	35-44	5-14	F	1606
Blue Mountains	35-44	5-14	M	1890
Blue Mountains	35-44	15-29	F	1279
Blue Mountains	35-44	15-29	M	710
Blue Mountains	35-44	30+	F	1186
Blue Mountains	35-44	30+	M	306
Blue Mountains	45-54		F	195
Blue Mountains	45-54		M	182
Blue Mountains	45-54	0	F	398
Blue Mountains	45-54	0	M	642
Blue Mountains	45-54	<5	F	563
Blue Mountains	45-54	<5	M	1158
Blue Mountains	45-54	5-14	F	2219
Blue Mountains	45-54	5-14	M	2193
Blue Mountains	45-54	15-29	F	1438
Blue Mountains	45-54	15-29	M	809
Blue Mountains	45-54	30+	F	880
Blue Mountains	45-54	30+	M	284
Blue Mountains	55-64		F	147
Blue Mountains	55-64		M	164
Blue Mountains	55-64	0	F	593
Blue Mountains	55-64	0	M	739
Blue Mountains	55-64	<5	F	638
Blue Mountains	55-64	<5	M	1066
Blue Mountains	55-64	5-14	F	2276
Blue Mountains	55-64	5-14	M	2116
Blue Mountains	55-64	15-29	F	1455
Blue Mountains	55-64	15-29	M	786
Blue Mountains	55-64	30+	F	858
Blue Mountains	55-64	30+	M	364
Blue Mountains	65-74		F	176
Blue Mountains	65-74		M	174
Blue Mountains	65-74	0	F	906
Blue Mountains	65-74	0	M	935
Blue Mountains	65-74	<5	F	429
Blue Mountains	65-74	<5	M	753
Blue Mountains	65-74	5-14	F	1526
Blue Mountains	65-74	5-14	M	1746
Blue Mountains	65-74	15-29	F	1400
Blue Mountains	65-74	15-29	M	926
Blue Mountains	65-74	30+	F	1058
Blue Mountains	65-74	30+	M	486
Blue Mountains	75-84		F	163
Blue Mountains	75-84		M	139
Blue Mountains	75-84	0	F	804
Blue Mountains	75-84	0	M	615
Blue Mountains	75-84	<5	F	235
Blue Mountains	75-84	<5	M	331
Blue Mountains	75-84	5-14	F	627
Blue Mountains	75-84	5-14	M	696
Blue Mountains	75-84	15-29	F	563
Blue Mountains	75-84	15-29	M	362
Blue Mountains	75-84	30+	F	504
Blue Mountains	75-84	30+	M	219
Blue Mountains	85+		F	163
Blue Mountains	85+		M	40
Blue Mountains	85+	0	F	534
Blue Mountains	85+	0	M	277
Blue Mountains	85+	<5	F	122
Blue Mountains	85+	<5	M	90
Blue Mountains	85+	5-14	F	119
Blue Mountains	85+	5-14	M	128
Blue Mountains	85+	15-29	F	90
Blue Mountains	85+	15-29	M	67
Blue Mountains	85+	30+	F	70
Blue Mountains	85+	30+	M	51
Bogan	15-19		F	4
Bogan	15-19		M	9
Bogan	15-19	0	F	17
Bogan	15-19	0	M	28
Bogan	15-19	<5	F	29
Bogan	15-19	<5	M	44
Bogan	15-19	5-14	F	11
Bogan	15-19	5-14	M	8
Bogan	20-24		F	6
Bogan	20-24		M	11
Bogan	20-24	0	F	11
Bogan	20-24	0	M	32
Bogan	20-24	<5	F	9
Bogan	20-24	<5	M	24
Bogan	20-24	5-14	F	18
Bogan	20-24	5-14	M	13
Bogan	20-24	15-29	F	6
Bogan	20-24	30+	F	8
Bogan	25-34		F	9
Bogan	25-34		M	10
Bogan	25-34	0	F	30
Bogan	25-34	0	M	38
Bogan	25-34	<5	F	21
Bogan	25-34	<5	M	29
Bogan	25-34	5-14	F	56
Bogan	25-34	5-14	M	50
Bogan	25-34	15-29	F	29
Bogan	25-34	15-29	M	12
Bogan	25-34	30+	F	28
Bogan	25-34	30+	M	6
Bogan	35-44		F	9
Bogan	35-44		M	14
Bogan	35-44	0	F	13
Bogan	35-44	0	M	33
Bogan	35-44	<5	F	3
Bogan	35-44	<5	M	23
Bogan	35-44	5-14	F	30
Bogan	35-44	5-14	M	33
Bogan	35-44	15-29	F	25
Bogan	35-44	15-29	M	12
Bogan	35-44	30+	F	25
Bogan	35-44	30+	M	8
Bogan	45-54		F	14
Bogan	45-54		M	11
Bogan	45-54	0	F	23
Bogan	45-54	0	M	39
Bogan	45-54	<5	F	9
Bogan	45-54	<5	M	49
Bogan	45-54	5-14	F	66
Bogan	45-54	5-14	M	40
Bogan	45-54	15-29	F	39
Bogan	45-54	15-29	M	18
Bogan	45-54	30+	F	19
Bogan	45-54	30+	M	9
Bogan	55-64		F	14
Bogan	55-64		M	26
Bogan	55-64	0	F	24
Bogan	55-64	0	M	44
Bogan	55-64	<5	F	20
Bogan	55-64	<5	M	53
Bogan	55-64	5-14	F	38
Bogan	55-64	5-14	M	34
Bogan	55-64	15-29	F	24
Bogan	55-64	15-29	M	9
Bogan	55-64	30+	F	24
Bogan	55-64	30+	M	7
Bogan	65-74		F	10
Bogan	65-74		M	18
Bogan	65-74	0	F	24
Bogan	65-74	0	M	41
Bogan	65-74	<5	F	4
Bogan	65-74	<5	M	25
Bogan	65-74	5-14	F	23
Bogan	65-74	5-14	M	28
Bogan	65-74	15-29	F	21
Bogan	65-74	15-29	M	9
Bogan	65-74	30+	F	18
Bogan	65-74	30+	M	4
Bogan	75-84		F	21
Bogan	75-84		M	20
Bogan	75-84	0	F	28
Bogan	75-84	0	M	30
Bogan	75-84	<5	F	12
Bogan	75-84	<5	M	14
Bogan	75-84	5-14	F	12
Bogan	75-84	5-14	M	19
Bogan	75-84	15-29	F	12
Bogan	75-84	15-29	M	13
Bogan	75-84	30+	F	20
Bogan	75-84	30+	M	6
Bogan	85+		F	12
Bogan	85+	0	F	15
Bogan	85+	0	M	7
Bogan	85+	<5	F	3
Bogan	85+	<5	M	9
Bogan	85+	5-14	F	4
Bogan	85+	5-14	M	3
Bogan	85+	15-29	F	3
Bogan	85+	30+	F	4
Bourke	15-19		F	15
Bourke	15-19		M	24
Bourke	15-19	0	F	20
Bourke	15-19	0	M	21
Bourke	15-19	<5	F	12
Bourke	15-19	<5	M	25
Bourke	15-19	5-14	F	9
Bourke	20-24		F	7
Bourke	20-24		M	11
Bourke	20-24	0	F	27
Bourke	20-24	0	M	28
Bourke	20-24	<5	F	13
Bourke	20-24	<5	M	11
Bourke	20-24	5-14	F	17
Bourke	20-24	5-14	M	11
Bourke	20-24	15-29	M	4
Bourke	20-24	30+	F	5
Bourke	25-34		F	31
Bourke	25-34		M	25
Bourke	25-34	0	F	47
Bourke	25-34	0	M	32
Bourke	25-34	<5	F	18
Bourke	25-34	<5	M	33
Bourke	25-34	5-14	F	41
Bourke	25-34	5-14	M	36
Bourke	25-34	15-29	F	16
Bourke	25-34	15-29	M	9
Bourke	25-34	30+	F	27
Bourke	25-34	30+	M	5
Bourke	35-44		F	34
Bourke	35-44		M	23
Bourke	35-44	0	F	21
Bourke	35-44	0	M	35
Bourke	35-44	<5	M	21
Bourke	35-44	5-14	F	30
Bourke	35-44	5-14	M	43
Bourke	35-44	15-29	F	25
Bourke	35-44	15-29	M	10
Bourke	35-44	30+	F	27
Bourke	35-44	30+	M	9
Bourke	45-54		F	29
Bourke	45-54		M	37
Bourke	45-54	0	F	25
Bourke	45-54	0	M	41
Bourke	45-54	<5	F	12
Bourke	45-54	<5	M	29
Bourke	45-54	5-14	F	43
Bourke	45-54	5-14	M	25
Bourke	45-54	15-29	F	27
Bourke	45-54	15-29	M	13
Bourke	45-54	30+	F	13
Bourke	45-54	30+	M	9
Bourke	55-64		F	26
Bourke	55-64		M	29
Bourke	55-64	0	F	44
Bourke	55-64	0	M	49
Bourke	55-64	<5	F	12
Bourke	55-64	<5	M	36
Bourke	55-64	5-14	F	30
Bourke	55-64	5-14	M	43
Bourke	55-64	15-29	F	27
Bourke	55-64	15-29	M	9
Bourke	55-64	30+	F	4
Bourke	55-64	30+	M	6
Bourke	65-74		F	15
Bourke	65-74		M	22
Bourke	65-74	0	F	32
Bourke	65-74	0	M	43
Bourke	65-74	<5	F	5
Bourke	65-74	<5	M	19
Bourke	65-74	5-14	F	17
Bourke	65-74	5-14	M	20
Bourke	65-74	15-29	F	14
Bourke	65-74	15-29	M	3
Bourke	65-74	30+	F	20
Bourke	65-74	30+	M	8
Bourke	75-84		F	15
Bourke	75-84		M	9
Bourke	75-84	0	F	20
Bourke	75-84	0	M	15
Bourke	75-84	<5	F	10
Bourke	75-84	<5	M	6
Bourke	75-84	5-14	F	5
Bourke	75-84	5-14	M	10
Bourke	75-84	15-29	F	10
Bourke	75-84	15-29	M	9
Bourke	75-84	30+	F	3
Bourke	75-84	30+	M	3
Bourke	85+		F	4
Bourke	85+		M	4
Bourke	85+	0	F	13
Bourke	85+	0	M	9
Bourke	85+	<5	F	3
Bourke	85+	15-29	F	3
Brewarrina	15-19		F	7
Brewarrina	15-19		M	9
Brewarrina	15-19	0	F	19
Brewarrina	15-19	0	M	20
Brewarrina	15-19	<5	F	6
Brewarrina	15-19	<5	M	8
Brewarrina	15-19	5-14	F	5
Brewarrina	15-19	5-14	M	4
Brewarrina	20-24		F	15
Brewarrina	20-24		M	13
Brewarrina	20-24	0	F	4
Brewarrina	20-24	0	M	21
Brewarrina	20-24	<5	F	10
Brewarrina	20-24	<5	M	8
Brewarrina	20-24	5-14	F	9
Brewarrina	20-24	5-14	M	4
Brewarrina	20-24	15-29	F	4
Brewarrina	20-24	15-29	M	4
Brewarrina	25-34		F	21
Brewarrina	25-34		M	23
Brewarrina	25-34	0	F	39
Brewarrina	25-34	0	M	22
Brewarrina	25-34	<5	F	6
Brewarrina	25-34	<5	M	19
Brewarrina	25-34	5-14	F	28
Brewarrina	25-34	5-14	M	18
Brewarrina	25-34	15-29	F	9
Brewarrina	25-34	15-29	M	8
Brewarrina	25-34	30+	F	13
Brewarrina	35-44		F	3
Brewarrina	35-44		M	14
Brewarrina	35-44	0	F	20
Brewarrina	35-44	0	M	15
Brewarrina	35-44	<5	F	3
Brewarrina	35-44	<5	M	6
Brewarrina	35-44	5-14	F	15
Brewarrina	35-44	5-14	M	15
Brewarrina	35-44	15-29	F	12
Brewarrina	35-44	15-29	M	7
Brewarrina	35-44	30+	F	6
Brewarrina	35-44	30+	M	5
Brewarrina	45-54		F	22
Brewarrina	45-54		M	12
Brewarrina	45-54	0	F	31
Brewarrina	45-54	0	M	40
Brewarrina	45-54	<5	F	5
Brewarrina	45-54	<5	M	6
Brewarrina	45-54	5-14	F	22
Brewarrina	45-54	5-14	M	5
Brewarrina	45-54	15-29	F	8
Brewarrina	45-54	15-29	M	5
Brewarrina	45-54	30+	F	11
Brewarrina	45-54	30+	M	3
Brewarrina	55-64		F	19
Brewarrina	55-64		M	14
Brewarrina	55-64	0	F	27
Brewarrina	55-64	0	M	50
Brewarrina	55-64	<5	F	8
Brewarrina	55-64	<5	M	16
Brewarrina	55-64	5-14	F	19
Brewarrina	55-64	5-14	M	20
Brewarrina	55-64	15-29	F	6
Brewarrina	55-64	15-29	M	4
Brewarrina	55-64	30+	F	7
Brewarrina	55-64	30+	M	5
Brewarrina	65-74		F	9
Brewarrina	65-74		M	13
Brewarrina	65-74	0	F	21
Brewarrina	65-74	0	M	25
Brewarrina	65-74	<5	F	7
Brewarrina	65-74	<5	M	8
Brewarrina	65-74	5-14	F	7
Brewarrina	65-74	5-14	M	11
Brewarrina	65-74	15-29	F	12
Brewarrina	65-74	15-29	M	3
Brewarrina	65-74	30+	F	5
Brewarrina	65-74	30+	M	7
Brewarrina	75-84		F	3
Brewarrina	75-84		M	4
Brewarrina	75-84	0	F	10
Brewarrina	75-84	0	M	16
Brewarrina	75-84	<5	M	5
Brewarrina	75-84	5-14	F	5
Brewarrina	75-84	5-14	M	6
Brewarrina	75-84	15-29	F	4
