LGA_NAME21	Age	HoursHousekeeping	Sex	adults
Camden	75-84	15-29	M	196
Camden	75-84	30+	F	243
Camden	75-84	30+	M	130
Camden	85+		F	138
Camden	85+		M	52
Camden	85+	0	F	421
Camden	85+	0	M	214
Camden	85+	<5	F	89
Camden	85+	<5	M	73
Camden	85+	5-14	F	86
Camden	85+	5-14	M	48
Camden	85+	15-29	F	28
Camden	85+	15-29	M	21
Camden	85+	30+	F	30
Camden	85+	30+	M	18
Campbelltown (NSW)	15-19		F	391
Campbelltown (NSW)	15-19		M	430
Campbelltown (NSW)	15-19	0	F	2213
Campbelltown (NSW)	15-19	0	M	2655
Campbelltown (NSW)	15-19	<5	F	1794
Campbelltown (NSW)	15-19	<5	M	1838
Campbelltown (NSW)	15-19	5-14	F	733
Campbelltown (NSW)	15-19	5-14	M	584
Campbelltown (NSW)	15-19	15-29	F	135
Campbelltown (NSW)	15-19	15-29	M	68
Campbelltown (NSW)	15-19	30+	F	51
Campbelltown (NSW)	15-19	30+	M	30
Campbelltown (NSW)	20-24		F	349
Campbelltown (NSW)	20-24		M	390
Campbelltown (NSW)	20-24	0	F	1858
Campbelltown (NSW)	20-24	0	M	2653
Campbelltown (NSW)	20-24	<5	F	1402
Campbelltown (NSW)	20-24	<5	M	1597
Campbelltown (NSW)	20-24	5-14	F	1289
Campbelltown (NSW)	20-24	5-14	M	924
Campbelltown (NSW)	20-24	15-29	F	314
Campbelltown (NSW)	20-24	15-29	M	142
Campbelltown (NSW)	20-24	30+	F	262
Campbelltown (NSW)	20-24	30+	M	96
Campbelltown (NSW)	25-34		F	959
Campbelltown (NSW)	25-34		M	852
Campbelltown (NSW)	25-34	0	F	3699
Campbelltown (NSW)	25-34	0	M	4343
Campbelltown (NSW)	25-34	<5	F	1633
Campbelltown (NSW)	25-34	<5	M	2761
Campbelltown (NSW)	25-34	5-14	F	3308
Campbelltown (NSW)	25-34	5-14	M	2843
Campbelltown (NSW)	25-34	15-29	F	1621
Campbelltown (NSW)	25-34	15-29	M	792
Campbelltown (NSW)	25-34	30+	F	2369
Campbelltown (NSW)	25-34	30+	M	427
Campbelltown (NSW)	35-44		F	883
Campbelltown (NSW)	35-44		M	917
Campbelltown (NSW)	35-44	0	F	3156
Campbelltown (NSW)	35-44	0	M	3971
Campbelltown (NSW)	35-44	<5	F	916
Campbelltown (NSW)	35-44	<5	M	2495
Campbelltown (NSW)	35-44	5-14	F	3103
Campbelltown (NSW)	35-44	5-14	M	3678
Campbelltown (NSW)	35-44	15-29	F	2358
Campbelltown (NSW)	35-44	15-29	M	1271
Campbelltown (NSW)	35-44	30+	F	3021
Campbelltown (NSW)	35-44	30+	M	829
Campbelltown (NSW)	45-54		F	587
Campbelltown (NSW)	45-54		M	647
Campbelltown (NSW)	45-54	0	F	2397
Campbelltown (NSW)	45-54	0	M	3154
Campbelltown (NSW)	45-54	<5	F	885
Campbelltown (NSW)	45-54	<5	M	1993
Campbelltown (NSW)	45-54	5-14	F	2774
Campbelltown (NSW)	45-54	5-14	M	2832
Campbelltown (NSW)	45-54	15-29	F	1863
Campbelltown (NSW)	45-54	15-29	M	860
Campbelltown (NSW)	45-54	30+	F	1757
Campbelltown (NSW)	45-54	30+	M	544
Campbelltown (NSW)	55-64		F	503
Campbelltown (NSW)	55-64		M	500
Campbelltown (NSW)	55-64	0	F	2708
Campbelltown (NSW)	55-64	0	M	3060
Campbelltown (NSW)	55-64	<5	F	871
Campbelltown (NSW)	55-64	<5	M	1845
Campbelltown (NSW)	55-64	5-14	F	2576
Campbelltown (NSW)	55-64	5-14	M	2543
Campbelltown (NSW)	55-64	15-29	F	1808
Campbelltown (NSW)	55-64	15-29	M	900
Campbelltown (NSW)	55-64	30+	F	1685
Campbelltown (NSW)	55-64	30+	M	501
Campbelltown (NSW)	65-74		F	476
Campbelltown (NSW)	65-74		M	381
Campbelltown (NSW)	65-74	0	F	2571
Campbelltown (NSW)	65-74	0	M	2571
Campbelltown (NSW)	65-74	<5	F	624
Campbelltown (NSW)	65-74	<5	M	1138
Campbelltown (NSW)	65-74	5-14	F	1572
Campbelltown (NSW)	65-74	5-14	M	1705
Campbelltown (NSW)	65-74	15-29	F	1320
Campbelltown (NSW)	65-74	15-29	M	791
Campbelltown (NSW)	65-74	30+	F	1222
Campbelltown (NSW)	65-74	30+	M	462
Campbelltown (NSW)	75-84		F	441
Campbelltown (NSW)	75-84		M	325
Campbelltown (NSW)	75-84	0	F	1353
Campbelltown (NSW)	75-84	0	M	1265
Campbelltown (NSW)	75-84	<5	F	359
Campbelltown (NSW)	75-84	<5	M	445
Campbelltown (NSW)	75-84	5-14	F	571
Campbelltown (NSW)	75-84	5-14	M	562
Campbelltown (NSW)	75-84	15-29	F	426
Campbelltown (NSW)	75-84	15-29	M	321
Campbelltown (NSW)	75-84	30+	F	394
Campbelltown (NSW)	75-84	30+	M	218
Campbelltown (NSW)	85+		F	337
Campbelltown (NSW)	85+		M	119
Campbelltown (NSW)	85+	0	F	562
Campbelltown (NSW)	85+	0	M	321
Campbelltown (NSW)	85+	<5	F	119
Campbelltown (NSW)	85+	<5	M	95
Campbelltown (NSW)	85+	5-14	F	141
Campbelltown (NSW)	85+	5-14	M	83
Campbelltown (NSW)	85+	15-29	F	65
Campbelltown (NSW)	85+	15-29	M	35
Campbelltown (NSW)	85+	30+	F	48
Campbelltown (NSW)	85+	30+	M	22
Canada Bay	15-19		F	63
Canada Bay	15-19		M	79
Canada Bay	15-19	0	F	739
Canada Bay	15-19	0	M	860
Canada Bay	15-19	<5	F	1013
Canada Bay	15-19	<5	M	933
Canada Bay	15-19	5-14	F	216
Canada Bay	15-19	5-14	M	160
Canada Bay	15-19	15-29	F	21
Canada Bay	15-19	15-29	M	8
Canada Bay	15-19	30+	F	6
Canada Bay	15-19	30+	M	3
Canada Bay	20-24		F	137
Canada Bay	20-24		M	210
Canada Bay	20-24	0	F	826
Canada Bay	20-24	0	M	1221
Canada Bay	20-24	<5	F	854
Canada Bay	20-24	<5	M	880
Canada Bay	20-24	5-14	F	599
Canada Bay	20-24	5-14	M	423
Canada Bay	20-24	15-29	F	114
Canada Bay	20-24	15-29	M	65
Canada Bay	20-24	30+	F	46
Canada Bay	20-24	30+	M	23
Canada Bay	25-34		F	415
Canada Bay	25-34		M	444
Canada Bay	25-34	0	F	1994
Canada Bay	25-34	0	M	2483
Canada Bay	25-34	<5	F	1515
Canada Bay	25-34	<5	M	1860
Canada Bay	25-34	5-14	F	2405
Canada Bay	25-34	5-14	M	1935
Canada Bay	25-34	15-29	F	768
Canada Bay	25-34	15-29	M	327
Canada Bay	25-34	30+	F	572
Canada Bay	25-34	30+	M	162
Canada Bay	35-44		F	292
Canada Bay	35-44		M	309
Canada Bay	35-44	0	F	1141
Canada Bay	35-44	0	M	1540
Canada Bay	35-44	<5	F	801
Canada Bay	35-44	<5	M	1643
Canada Bay	35-44	5-14	F	2076
Canada Bay	35-44	5-14	M	2318
Canada Bay	35-44	15-29	F	1381
Canada Bay	35-44	15-29	M	658
Canada Bay	35-44	30+	F	1252
Canada Bay	35-44	30+	M	258
Canada Bay	45-54		F	192
Canada Bay	45-54		M	200
Canada Bay	45-54	0	F	805
Canada Bay	45-54	0	M	1094
Canada Bay	45-54	<5	F	667
Canada Bay	45-54	<5	M	1398
Canada Bay	45-54	5-14	F	2218
Canada Bay	45-54	5-14	M	2019
Canada Bay	45-54	15-29	F	1455
Canada Bay	45-54	15-29	M	551
Canada Bay	45-54	30+	F	929
Canada Bay	45-54	30+	M	206
Canada Bay	55-64		F	189
Canada Bay	55-64		M	162
Canada Bay	55-64	0	F	979
Canada Bay	55-64	0	M	1053
Canada Bay	55-64	<5	F	618
Canada Bay	55-64	<5	M	1164
Canada Bay	55-64	5-14	F	1790
Canada Bay	55-64	5-14	M	1683
Canada Bay	55-64	15-29	F	1176
Canada Bay	55-64	15-29	M	489
Canada Bay	55-64	30+	F	756
Canada Bay	55-64	30+	M	187
Canada Bay	65-74		F	178
Canada Bay	65-74		M	172
Canada Bay	65-74	0	F	993
Canada Bay	65-74	0	M	999
Canada Bay	65-74	<5	F	384
Canada Bay	65-74	<5	M	801
Canada Bay	65-74	5-14	F	1185
Canada Bay	65-74	5-14	M	1127
Canada Bay	65-74	15-29	F	938
Canada Bay	65-74	15-29	M	445
Canada Bay	65-74	30+	F	665
Canada Bay	65-74	30+	M	172
Canada Bay	75-84		F	187
Canada Bay	75-84		M	121
Canada Bay	75-84	0	F	753
Canada Bay	75-84	0	M	698
Canada Bay	75-84	<5	F	264
Canada Bay	75-84	<5	M	430
Canada Bay	75-84	5-14	F	586
Canada Bay	75-84	5-14	M	557
Canada Bay	75-84	15-29	F	455
Canada Bay	75-84	15-29	M	248
Canada Bay	75-84	30+	F	358
Canada Bay	75-84	30+	M	93
Canada Bay	85+		F	280
Canada Bay	85+		M	91
Canada Bay	85+	0	F	604
Canada Bay	85+	0	M	396
Canada Bay	85+	<5	F	136
Canada Bay	85+	<5	M	124
Canada Bay	85+	5-14	F	201
Canada Bay	85+	5-14	M	123
Canada Bay	85+	15-29	F	99
Canada Bay	85+	15-29	M	64
Canada Bay	85+	30+	F	57
Canada Bay	85+	30+	M	37
Canterbury-Bankstown	15-19		F	782
Canterbury-Bankstown	15-19		M	892
Canterbury-Bankstown	15-19	0	F	4817
Canterbury-Bankstown	15-19	0	M	6234
Canterbury-Bankstown	15-19	<5	F	3525
Canterbury-Bankstown	15-19	<5	M	3530
Canterbury-Bankstown	15-19	5-14	F	1428
Canterbury-Bankstown	15-19	5-14	M	996
Canterbury-Bankstown	15-19	15-29	F	206
Canterbury-Bankstown	15-19	15-29	M	120
Canterbury-Bankstown	15-19	30+	F	84
Canterbury-Bankstown	15-19	30+	M	46
Canterbury-Bankstown	20-24		F	911
Canterbury-Bankstown	20-24		M	1195
Canterbury-Bankstown	20-24	0	F	4552
Canterbury-Bankstown	20-24	0	M	6626
Canterbury-Bankstown	20-24	<5	F	3006
Canterbury-Bankstown	20-24	<5	M	3276
Canterbury-Bankstown	20-24	5-14	F	2453
Canterbury-Bankstown	20-24	5-14	M	1566
Canterbury-Bankstown	20-24	15-29	F	678
Canterbury-Bankstown	20-24	15-29	M	288
Canterbury-Bankstown	20-24	30+	F	384
Canterbury-Bankstown	20-24	30+	M	174
Canterbury-Bankstown	25-34		F	2327
Canterbury-Bankstown	25-34		M	2833
Canterbury-Bankstown	25-34	0	F	8781
Canterbury-Bankstown	25-34	0	M	12472
Canterbury-Bankstown	25-34	<5	F	3592
Canterbury-Bankstown	25-34	<5	M	5687
Canterbury-Bankstown	25-34	5-14	F	5802
Canterbury-Bankstown	25-34	5-14	M	5194
Canterbury-Bankstown	25-34	15-29	F	2728
Canterbury-Bankstown	25-34	15-29	M	1300
Canterbury-Bankstown	25-34	30+	F	3943
Canterbury-Bankstown	25-34	30+	M	783
Canterbury-Bankstown	35-44		F	2012
Canterbury-Bankstown	35-44		M	2353
Canterbury-Bankstown	35-44	0	F	6789
Canterbury-Bankstown	35-44	0	M	9204
Canterbury-Bankstown	35-44	<5	F	1869
Canterbury-Bankstown	35-44	<5	M	4593
Canterbury-Bankstown	35-44	5-14	F	5180
Canterbury-Bankstown	35-44	5-14	M	6168
Canterbury-Bankstown	35-44	15-29	F	4052
Canterbury-Bankstown	35-44	15-29	M	2105
Canterbury-Bankstown	35-44	30+	F	5525
Canterbury-Bankstown	35-44	30+	M	1219
Canterbury-Bankstown	45-54		F	1546
Canterbury-Bankstown	45-54		M	1666
Canterbury-Bankstown	45-54	0	F	6340
Canterbury-Bankstown	45-54	0	M	7964
Canterbury-Bankstown	45-54	<5	F	1736
Canterbury-Bankstown	45-54	<5	M	4304
Canterbury-Bankstown	45-54	5-14	F	5392
Canterbury-Bankstown	45-54	5-14	M	5488
Canterbury-Bankstown	45-54	15-29	F	4071
Canterbury-Bankstown	45-54	15-29	M	1857
Canterbury-Bankstown	45-54	30+	F	4287
Canterbury-Bankstown	45-54	30+	M	1035
Canterbury-Bankstown	55-64		F	1284
Canterbury-Bankstown	55-64		M	1390
Canterbury-Bankstown	55-64	0	F	6311
Canterbury-Bankstown	55-64	0	M	7782
Canterbury-Bankstown	55-64	<5	F	1672
Canterbury-Bankstown	55-64	<5	M	3701
Canterbury-Bankstown	55-64	5-14	F	4693
Canterbury-Bankstown	55-64	5-14	M	5038
Canterbury-Bankstown	55-64	15-29	F	3668
Canterbury-Bankstown	55-64	15-29	M	1785
Canterbury-Bankstown	55-64	30+	F	3553
Canterbury-Bankstown	55-64	30+	M	1042
Canterbury-Bankstown	65-74		F	1007
Canterbury-Bankstown	65-74		M	993
Canterbury-Bankstown	65-74	0	F	5117
Canterbury-Bankstown	65-74	0	M	5855
Canterbury-Bankstown	65-74	<5	F	1265
Canterbury-Bankstown	65-74	<5	M	2302
Canterbury-Bankstown	65-74	5-14	F	2933
Canterbury-Bankstown	65-74	5-14	M	3075
Canterbury-Bankstown	65-74	15-29	F	2622
Canterbury-Bankstown	65-74	15-29	M	1410
Canterbury-Bankstown	65-74	30+	F	2392
Canterbury-Bankstown	65-74	30+	M	783
Canterbury-Bankstown	75-84		F	900
Canterbury-Bankstown	75-84		M	811
Canterbury-Bankstown	75-84	0	F	3648
Canterbury-Bankstown	75-84	0	M	3648
Canterbury-Bankstown	75-84	<5	F	885
Canterbury-Bankstown	75-84	<5	M	1238
Canterbury-Bankstown	75-84	5-14	F	1579
Canterbury-Bankstown	75-84	5-14	M	1489
Canterbury-Bankstown	75-84	15-29	F	1166
Canterbury-Bankstown	75-84	15-29	M	659
Canterbury-Bankstown	75-84	30+	F	1062
Canterbury-Bankstown	75-84	30+	M	408
Canterbury-Bankstown	85+		F	1011
Canterbury-Bankstown	85+		M	516
Canterbury-Bankstown	85+	0	F	2305
Canterbury-Bankstown	85+	0	M	1731
Canterbury-Bankstown	85+	<5	F	553
Canterbury-Bankstown	85+	<5	M	455
Canterbury-Bankstown	85+	5-14	F	572
Canterbury-Bankstown	85+	5-14	M	434
Canterbury-Bankstown	85+	15-29	F	323
Canterbury-Bankstown	85+	15-29	M	183
Canterbury-Bankstown	85+	30+	F	173
Canterbury-Bankstown	85+	30+	M	126
Carrathool	15-19		F	3
Carrathool	15-19		M	14
Carrathool	15-19	0	F	21
Carrathool	15-19	0	M	35
Carrathool	15-19	<5	F	22
Carrathool	15-19	<5	M	24
Carrathool	15-19	5-14	F	13
Carrathool	15-19	5-14	M	4
Carrathool	20-24		F	9
Carrathool	20-24		M	14
Carrathool	20-24	0	F	10
Carrathool	20-24	0	M	31
Carrathool	20-24	<5	F	10
Carrathool	20-24	<5	M	32
Carrathool	20-24	5-14	F	24
Carrathool	20-24	5-14	M	13
Carrathool	20-24	15-29	F	8
Carrathool	20-24	30+	F	11
Carrathool	25-34		F	21
Carrathool	25-34		M	42
Carrathool	25-34	0	F	41
Carrathool	25-34	0	M	104
Carrathool	25-34	<5	F	30
Carrathool	25-34	<5	M	52
Carrathool	25-34	5-14	F	50
Carrathool	25-34	5-14	M	48
Carrathool	25-34	15-29	F	27
Carrathool	25-34	15-29	M	16
Carrathool	25-34	30+	F	37
Carrathool	25-34	30+	M	3
Carrathool	35-44		F	14
Carrathool	35-44		M	22
Carrathool	35-44	0	F	25
Carrathool	35-44	0	M	40
Carrathool	35-44	<5	F	12
Carrathool	35-44	<5	M	51
Carrathool	35-44	5-14	F	39
Carrathool	35-44	5-14	M	45
Carrathool	35-44	15-29	F	30
Carrathool	35-44	15-29	M	10
Carrathool	35-44	30+	F	44
Carrathool	35-44	30+	M	9
Carrathool	45-54		F	23
Carrathool	45-54		M	32
Carrathool	45-54	0	F	10
Carrathool	45-54	0	M	52
Carrathool	45-54	<5	F	13
Carrathool	45-54	<5	M	61
Carrathool	45-54	5-14	F	51
Carrathool	45-54	5-14	M	52
Carrathool	45-54	15-29	F	39
Carrathool	45-54	15-29	M	9
Carrathool	45-54	30+	F	23
Carrathool	55-64		F	28
Carrathool	55-64		M	22
Carrathool	55-64	0	F	30
Carrathool	55-64	0	M	70
Carrathool	55-64	<5	F	8
Carrathool	55-64	<5	M	56
Carrathool	55-64	5-14	F	49
Carrathool	55-64	5-14	M	44
Carrathool	55-64	15-29	F	31
Carrathool	55-64	15-29	M	12
Carrathool	55-64	30+	F	25
Carrathool	55-64	30+	M	8
Carrathool	65-74		F	17
Carrathool	65-74		M	19
Carrathool	65-74	0	F	21
Carrathool	65-74	0	M	39
Carrathool	65-74	<5	F	3
Carrathool	65-74	<5	M	34
Carrathool	65-74	5-14	F	20
Carrathool	65-74	5-14	M	36
Carrathool	65-74	15-29	F	20
Carrathool	65-74	15-29	M	8
Carrathool	65-74	30+	F	26
Carrathool	65-74	30+	M	8
Carrathool	75-84		F	14
Carrathool	75-84		M	9
Carrathool	75-84	0	F	24
Carrathool	75-84	0	M	27
Carrathool	75-84	<5	M	14
Carrathool	75-84	5-14	F	10
Carrathool	75-84	5-14	M	5
Carrathool	75-84	15-29	F	9
Carrathool	75-84	15-29	M	4
Carrathool	75-84	30+	F	11
Carrathool	75-84	30+	M	5
Carrathool	85+		F	4
Carrathool	85+	0	F	18
Carrathool	85+	0	M	10
Carrathool	85+	5-14	F	4
Carrathool	85+	30+	F	5
Central Coast (NSW)	15-19		F	508
Central Coast (NSW)	15-19		M	594
Central Coast (NSW)	15-19	0	F	3359
Central Coast (NSW)	15-19	0	M	4274
Central Coast (NSW)	15-19	<5	F	4546
Central Coast (NSW)	15-19	<5	M	4718
Central Coast (NSW)	15-19	5-14	F	1138
Central Coast (NSW)	15-19	5-14	M	832
Central Coast (NSW)	15-19	15-29	F	135
Central Coast (NSW)	15-19	15-29	M	76
Central Coast (NSW)	15-19	30+	F	63
Central Coast (NSW)	15-19	30+	M	27
Central Coast (NSW)	20-24		F	475
Central Coast (NSW)	20-24		M	497
Central Coast (NSW)	20-24	0	F	2403
Central Coast (NSW)	20-24	0	M	3637
Central Coast (NSW)	20-24	<5	F	3043
Central Coast (NSW)	20-24	<5	M	3453
Central Coast (NSW)	20-24	5-14	F	2245
Central Coast (NSW)	20-24	5-14	M	1455
Central Coast (NSW)	20-24	15-29	F	558
Central Coast (NSW)	20-24	15-29	M	225
Central Coast (NSW)	20-24	30+	F	376
Central Coast (NSW)	20-24	30+	M	116
Central Coast (NSW)	25-34		F	1113
Central Coast (NSW)	25-34		M	1162
Central Coast (NSW)	25-34	0	F	3206
Central Coast (NSW)	25-34	0	M	5047
Central Coast (NSW)	25-34	<5	F	2840
Central Coast (NSW)	25-34	<5	M	5123
Central Coast (NSW)	25-34	5-14	F	6113
Central Coast (NSW)	25-34	5-14	M	5319
Central Coast (NSW)	25-34	15-29	F	2836
Central Coast (NSW)	25-34	15-29	M	1341
Central Coast (NSW)	25-34	30+	F	3399
Central Coast (NSW)	25-34	30+	M	621
Central Coast (NSW)	35-44		F	1097
Central Coast (NSW)	35-44		M	1122
Central Coast (NSW)	35-44	0	F	2326
Central Coast (NSW)	35-44	0	M	3733
Central Coast (NSW)	35-44	<5	F	1770
Central Coast (NSW)	35-44	<5	M	4513
Central Coast (NSW)	35-44	5-14	F	6354
Central Coast (NSW)	35-44	5-14	M	7044
Central Coast (NSW)	35-44	15-29	F	4824
Central Coast (NSW)	35-44	15-29	M	2347
Central Coast (NSW)	35-44	30+	F	5076
Central Coast (NSW)	35-44	30+	M	1145
Central Coast (NSW)	45-54		F	1012
Central Coast (NSW)	45-54		M	1189
Central Coast (NSW)	45-54	0	F	3001
Central Coast (NSW)	45-54	0	M	4196
Central Coast (NSW)	45-54	<5	F	2333
Central Coast (NSW)	45-54	<5	M	4963
Central Coast (NSW)	45-54	5-14	F	7883
Central Coast (NSW)	45-54	5-14	M	7604
Central Coast (NSW)	45-54	15-29	F	4987
Central Coast (NSW)	45-54	15-29	M	2397
Central Coast (NSW)	45-54	30+	F	3574
Central Coast (NSW)	45-54	30+	M	1038
Central Coast (NSW)	55-64		F	995
Central Coast (NSW)	55-64		M	1061
Central Coast (NSW)	55-64	0	F	4184
Central Coast (NSW)	55-64	0	M	4984
Central Coast (NSW)	55-64	<5	F	2472
Central Coast (NSW)	55-64	<5	M	4495
Central Coast (NSW)	55-64	5-14	F	7706
Central Coast (NSW)	55-64	5-14	M	7155
Central Coast (NSW)	55-64	15-29	F	4858
Central Coast (NSW)	55-64	15-29	M	2408
Central Coast (NSW)	55-64	30+	F	3376
Central Coast (NSW)	55-64	30+	M	1186
Central Coast (NSW)	65-74		F	1249
Central Coast (NSW)	65-74		M	1051
Central Coast (NSW)	65-74	0	F	5747
Central Coast (NSW)	65-74	0	M	5405
Central Coast (NSW)	65-74	<5	F	1642
Central Coast (NSW)	65-74	<5	M	3006
Central Coast (NSW)	65-74	5-14	F	5008
Central Coast (NSW)	65-74	5-14	M	5296
Central Coast (NSW)	65-74	15-29	F	4535
Central Coast (NSW)	65-74	15-29	M	2657
Central Coast (NSW)	65-74	30+	F	3614
Central Coast (NSW)	65-74	30+	M	1487
Central Coast (NSW)	75-84		F	1417
Central Coast (NSW)	75-84		M	968
Central Coast (NSW)	75-84	0	F	5020
Central Coast (NSW)	75-84	0	M	4104
Central Coast (NSW)	75-84	<5	F	1198
Central Coast (NSW)	75-84	<5	M	1677
Central Coast (NSW)	75-84	5-14	F	2343
Central Coast (NSW)	75-84	5-14	M	2711
Central Coast (NSW)	75-84	15-29	F	1993
Central Coast (NSW)	75-84	15-29	M	1450
Central Coast (NSW)	75-84	30+	F	1879
Central Coast (NSW)	75-84	30+	M	928
Central Coast (NSW)	85+		F	1463
Central Coast (NSW)	85+		M	709
Central Coast (NSW)	85+	0	F	3023
Central Coast (NSW)	85+	0	M	1711
Central Coast (NSW)	85+	<5	F	642
Central Coast (NSW)	85+	<5	M	460
Central Coast (NSW)	85+	5-14	F	781
Central Coast (NSW)	85+	5-14	M	547
Central Coast (NSW)	85+	15-29	F	392
Central Coast (NSW)	85+	15-29	M	280
Central Coast (NSW)	85+	30+	F	309
Central Coast (NSW)	85+	30+	M	216
Central Darling	15-19		F	18
Central Darling	15-19		M	13
Central Darling	15-19	0	F	17
Central Darling	15-19	0	M	30
Central Darling	15-19	<5	F	6
Central Darling	15-19	<5	M	11
Central Darling	15-19	5-14	F	11
Central Darling	15-19	5-14	M	5
Central Darling	15-19	15-29	F	5
Central Darling	20-24		F	21
Central Darling	20-24		M	15
Central Darling	20-24	0	F	15
Central Darling	20-24	0	M	22
Central Darling	20-24	<5	F	6
Central Darling	20-24	<5	M	9
Central Darling	20-24	5-14	F	8
Central Darling	20-24	5-14	M	5
Central Darling	25-34		F	27
Central Darling	25-34		M	21
Central Darling	25-34	0	F	21
Central Darling	25-34	0	M	23
Central Darling	25-34	<5	F	15
Central Darling	25-34	<5	M	21
Central Darling	25-34	5-14	F	25
Central Darling	25-34	5-14	M	18
Central Darling	25-34	15-29	F	16
Central Darling	25-34	15-29	M	5
Central Darling	25-34	30+	F	16
Central Darling	35-44		F	25
Central Darling	35-44		M	12
Central Darling	35-44	0	F	18
Central Darling	35-44	0	M	30
Central Darling	35-44	<5	F	11
Central Darling	35-44	<5	M	11
Central Darling	35-44	5-14	F	22
Central Darling	35-44	5-14	M	13
Central Darling	35-44	15-29	F	14
Central Darling	35-44	15-29	M	5
Central Darling	35-44	30+	F	11
Central Darling	35-44	30+	M	5
Central Darling	45-54		F	21
Central Darling	45-54		M	20
Central Darling	45-54	0	F	32
Central Darling	45-54	0	M	40
Central Darling	45-54	<5	F	13
Central Darling	45-54	<5	M	18
Central Darling	45-54	5-14	F	28
Central Darling	45-54	5-14	M	20
Central Darling	45-54	15-29	F	9
Central Darling	45-54	15-29	M	6
Central Darling	45-54	30+	F	9
Central Darling	45-54	30+	M	8
Central Darling	55-64		F	24
Central Darling	55-64		M	30
Central Darling	55-64	0	F	33
Central Darling	55-64	0	M	38
Central Darling	55-64	<5	F	10
Central Darling	55-64	<5	M	19
Central Darling	55-64	5-14	F	12
Central Darling	55-64	5-14	M	24
Central Darling	55-64	15-29	F	19
Central Darling	55-64	15-29	M	9
Central Darling	55-64	30+	F	18
Central Darling	55-64	30+	M	3
Central Darling	65-74		F	15
Central Darling	65-74		M	29
Central Darling	65-74	0	F	26
Central Darling	65-74	0	M	56
Central Darling	65-74	<5	F	5
Central Darling	65-74	<5	M	12
Central Darling	65-74	5-14	F	17
Central Darling	65-74	5-14	M	21
Central Darling	65-74	15-29	F	3
Central Darling	65-74	15-29	M	11
Central Darling	65-74	30+	F	13
Central Darling	65-74	30+	M	4
Central Darling	75-84		F	9
Central Darling	75-84		M	6
Central Darling	75-84	0	F	13
Central Darling	75-84	0	M	28
Central Darling	75-84	<5	F	6
Central Darling	75-84	<5	M	7
Central Darling	75-84	5-14	F	8
Central Darling	75-84	5-14	M	10
Central Darling	75-84	15-29	F	9
Central Darling	75-84	15-29	M	8
Central Darling	75-84	30+	F	7
Central Darling	75-84	30+	M	7
Central Darling	85+		F	4
Central Darling	85+	0	F	6
Central Darling	85+	0	M	3
Cessnock	15-19		F	115
Cessnock	15-19		M	119
Cessnock	15-19	0	F	700
Cessnock	15-19	0	M	883
Cessnock	15-19	<5	F	725
Cessnock	15-19	<5	M	732
Cessnock	15-19	5-14	F	222
Cessnock	15-19	5-14	M	165
Cessnock	15-19	15-29	F	37
Cessnock	15-19	15-29	M	20
Cessnock	15-19	30+	F	13
Cessnock	15-19	30+	M	6
Cessnock	20-24		F	116
Cessnock	20-24		M	244
Cessnock	20-24	0	F	536
Cessnock	20-24	0	M	821
Cessnock	20-24	<5	F	441
Cessnock	20-24	<5	M	555
Cessnock	20-24	5-14	F	502
Cessnock	20-24	5-14	M	276
Cessnock	20-24	15-29	F	163
Cessnock	20-24	15-29	M	36
Cessnock	20-24	30+	F	124
Cessnock	20-24	30+	M	22
Cessnock	25-34		F	233
Cessnock	25-34		M	705
Cessnock	25-34	0	F	744
Cessnock	25-34	0	M	1157
Cessnock	25-34	<5	F	560
Cessnock	25-34	<5	M	1072
Cessnock	25-34	5-14	F	1361
Cessnock	25-34	5-14	M	1198
Cessnock	25-34	15-29	F	759
Cessnock	25-34	15-29	M	321
Cessnock	25-34	30+	F	853
Cessnock	25-34	30+	M	147
Cessnock	35-44		F	190
Cessnock	35-44		M	595
Cessnock	35-44	0	F	483
Cessnock	35-44	0	M	768
Cessnock	35-44	<5	F	294
Cessnock	35-44	<5	M	888
Cessnock	35-44	5-14	F	1264
Cessnock	35-44	5-14	M	1235
Cessnock	35-44	15-29	F	836
Cessnock	35-44	15-29	M	366
Cessnock	35-44	30+	F	786
Cessnock	35-44	30+	M	185
Cessnock	45-54		F	184
Cessnock	45-54		M	452
Cessnock	45-54	0	F	632
Cessnock	45-54	0	M	964
Cessnock	45-54	<5	F	328
Cessnock	45-54	<5	M	810
Cessnock	45-54	5-14	F	1289
Cessnock	45-54	5-14	M	1178
Cessnock	45-54	15-29	F	778
Cessnock	45-54	15-29	M	381
Cessnock	45-54	30+	F	616
Cessnock	45-54	30+	M	158
Cessnock	55-64		F	164
Cessnock	55-64		M	327
Cessnock	55-64	0	F	804
Cessnock	55-64	0	M	1014
Cessnock	55-64	<5	F	332
Cessnock	55-64	<5	M	781
Cessnock	55-64	5-14	F	1054
Cessnock	55-64	5-14	M	1022
Cessnock	55-64	15-29	F	812
Cessnock	55-64	15-29	M	425
Cessnock	55-64	30+	F	685
Cessnock	55-64	30+	M	216
Cessnock	65-74		F	161
Cessnock	65-74		M	280
Cessnock	65-74	0	F	945
Cessnock	65-74	0	M	1103
Cessnock	65-74	<5	F	214
Cessnock	65-74	<5	M	447
Cessnock	65-74	5-14	F	664
Cessnock	65-74	5-14	M	793
Cessnock	65-74	15-29	F	626
Cessnock	65-74	15-29	M	398
