LGA_NAME21	AustCitizen	Sex	persons
Mapoon	0	M	29
Mapoon	1	F	195
Mapoon	1	M	186
Maranoa	0	F	923
Maranoa	0	M	901
Maranoa	1	F	5501
Maranoa	1	M	5496
Mareeba	0	F	1811
Mareeba	0	M	2970
Mareeba	1	F	8961
Mareeba	1	M	9116
Moreton Bay	0	F	31007
Moreton Bay	0	M	30691
Moreton Bay	1	F	212499
Moreton Bay	1	M	202141
Mornington	0	F	57
Mornington	0	M	47
Mornington	1	F	473
Mornington	1	M	447
Mount Isa	0	F	1697
Mount Isa	0	M	1919
Mount Isa	1	F	7375
Mount Isa	1	M	7734
Murweh	0	F	347
Murweh	0	M	325
Murweh	1	F	1709
Murweh	1	M	1588
Napranum	0	F	77
Napranum	0	M	73
Napranum	1	F	370
Napranum	1	M	366
Noosa	0	F	3850
Noosa	0	M	3607
Noosa	1	F	25108
Noosa	1	M	23734
North Burnett	0	F	770
North Burnett	0	M	824
North Burnett	1	F	4197
North Burnett	1	M	4270
Northern Peninsula Area	0	F	137
Northern Peninsula Area	0	M	163
Northern Peninsula Area	1	F	1292
Northern Peninsula Area	1	M	1190
Palm Island	0	F	70
Palm Island	0	M	53
Palm Island	1	F	1022
Palm Island	1	M	956
Paroo	0	F	72
Paroo	0	M	68
Paroo	1	F	778
Paroo	1	M	763
Pormpuraaw	0	F	27
Pormpuraaw	0	M	52
Pormpuraaw	1	F	277
Pormpuraaw	1	M	260
Quilpie	0	F	34
Quilpie	0	M	27
Quilpie	1	F	311
Quilpie	1	M	329
Redland	0	F	8994
Redland	0	M	8622
Redland	1	F	72504
Redland	1	M	69105
Richmond	0	F	66
Richmond	0	M	77
Richmond	1	F	308
Richmond	1	M	315
Rockhampton	0	F	4524
Rockhampton	0	M	5279
Rockhampton	1	F	36958
Rockhampton	1	M	35207
Scenic Rim	0	F	2451
Scenic Rim	0	M	2563
Scenic Rim	1	F	19268
Scenic Rim	1	M	18703
Somerset	0	F	1417
Somerset	0	M	1602
Somerset	1	F	10993
Somerset	1	M	11048
South Burnett	0	F	1974
South Burnett	0	M	2044
South Burnett	1	F	14521
South Burnett	1	M	14449
Southern Downs	0	F	2005
Southern Downs	0	M	1998
Southern Downs	1	F	16430
Southern Downs	1	M	15858
Sunshine Coast	0	F	23130
Sunshine Coast	0	M	21982
Sunshine Coast	1	F	154747
Sunshine Coast	1	M	142687
Tablelands	0	F	1785
Tablelands	0	M	1800
Tablelands	1	F	11504
Tablelands	1	M	11151
Toowoomba	0	F	10419
Toowoomba	0	M	10382
Toowoomba	1	F	78960
Toowoomba	1	M	73443
Torres	0	F	149
Torres	0	M	164
Torres	1	F	1566
Torres	1	M	1546
Torres Strait Island	0	F	124
Torres Strait Island	0	M	135
Torres Strait Island	1	F	1954
Torres Strait Island	1	M	1909
Townsville	0	F	12052
Townsville	0	M	13899
Townsville	1	F	84508
Townsville	1	M	82312
Weipa	0	F	297
Weipa	0	M	350
Weipa	1	F	1641
Weipa	1	M	1811
Western Downs	0	F	2181
Western Downs	0	M	2441
Western Downs	1	F	14498
Western Downs	1	M	14721
Whitsunday	0	F	3433
Whitsunday	0	M	3846
Whitsunday	1	F	14598
Whitsunday	1	M	15278
Winton	0	F	98
Winton	0	M	98
Winton	1	F	482
Winton	1	M	449
Woorabinda	0	F	23
Woorabinda	0	M	24
Woorabinda	1	F	522
Woorabinda	1	M	451
Wujal Wujal	0	F	8
Wujal Wujal	0	M	10
Wujal Wujal	1	F	146
Wujal Wujal	1	M	118
Yarrabah	0	F	38
Yarrabah	0	M	34
Yarrabah	1	F	1248
Yarrabah	1	M	1186
No usual address (Qld)	0	F	2241
No usual address (Qld)	0	M	2809
No usual address (Qld)	1	F	4566
No usual address (Qld)	1	M	5052
Migratory - Offshore - Shipping (Qld)	0	F	28
Migratory - Offshore - Shipping (Qld)	0	M	124
Migratory - Offshore - Shipping (Qld)	1	F	0
Migratory - Offshore - Shipping (Qld)	1	M	25
Adelaide	0	F	4941
Adelaide	0	M	5048
Adelaide	1	F	7318
Adelaide	1	M	7722
Adelaide Hills	0	F	1585
Adelaide Hills	0	M	1595
Adelaide Hills	1	F	19018
Adelaide Hills	1	M	18681
Adelaide Plains	0	F	496
Adelaide Plains	0	M	581
Adelaide Plains	1	F	4206
Adelaide Plains	1	M	4555
Alexandrina	0	F	1293
Alexandrina	0	M	1218
Alexandrina	1	F	13414
Alexandrina	1	M	12806
Anangu Pitjantjatjara Yunkunytjatjara	0	F	76
Anangu Pitjantjatjara Yunkunytjatjara	0	M	42
Anangu Pitjantjatjara Yunkunytjatjara	1	F	1188
Anangu Pitjantjatjara Yunkunytjatjara	1	M	1025
Barossa	0	F	922
Barossa	0	M	901
Barossa	1	F	11788
Barossa	1	M	11453
Barunga West	0	F	118
Barunga West	0	M	102
Barunga West	1	F	1169
Barunga West	1	M	1226
Berri Barmera	0	F	474
Berri Barmera	0	M	529
Berri Barmera	1	F	4793
Berri Barmera	1	M	4685
Burnside	0	F	3552
Burnside	0	M	3160
Burnside	1	F	20496
Burnside	1	M	18829
Campbelltown (SA)	0	F	5170
Campbelltown (SA)	0	M	4720
Campbelltown (SA)	1	F	23031
Campbelltown (SA)	1	M	21881
Ceduna	0	F	188
Ceduna	0	M	185
Ceduna	1	F	1542
Ceduna	1	M	1593
Charles Sturt	0	F	7930
Charles Sturt	0	M	7683
Charles Sturt	1	F	54508
Charles Sturt	1	M	51721
Clare and Gilbert Valleys	0	F	434
Clare and Gilbert Valleys	0	M	391
Clare and Gilbert Valleys	1	F	4226
Clare and Gilbert Valleys	1	M	4140
Cleve	0	F	78
Cleve	0	M	83
Cleve	1	F	761
Cleve	1	M	823
Coober Pedy	0	F	207
Coober Pedy	0	M	236
Coober Pedy	1	F	465
Coober Pedy	1	M	659
Copper Coast	0	F	673
Copper Coast	0	M	707
Copper Coast	1	F	6925
Copper Coast	1	M	6746
Elliston	0	F	45
Elliston	0	M	55
Elliston	1	F	429
Elliston	1	M	489
Flinders Ranges	0	F	87
Flinders Ranges	0	M	103
Flinders Ranges	1	F	749
Flinders Ranges	1	M	707
Franklin Harbour	0	F	76
Franklin Harbour	0	M	80
Franklin Harbour	1	F	542
Franklin Harbour	1	M	595
Gawler	0	F	1115
Gawler	0	M	942
Gawler	1	F	11801
Gawler	1	M	11131
Goyder	0	F	204
Goyder	0	M	193
Goyder	1	F	1799
Goyder	1	M	1864
Grant	0	F	417
Grant	0	M	1039
Grant	1	F	3464
Grant	1	M	3713
Holdfast Bay	0	F	2164
Holdfast Bay	0	M	1994
Holdfast Bay	1	F	17455
Holdfast Bay	1	M	15923
Kangaroo Island	0	F	315
Kangaroo Island	0	M	354
Kangaroo Island	1	F	2048
Kangaroo Island	1	M	2173
Karoonda East Murray	0	F	41
Karoonda East Murray	0	M	60
Karoonda East Murray	1	F	422
Karoonda East Murray	1	M	481
Kimba	0	F	44
Kimba	0	M	51
Kimba	1	F	450
Kimba	1	M	485
Kingston (SA)	0	F	102
Kingston (SA)	0	M	103
Kingston (SA)	1	F	1052
Kingston (SA)	1	M	1075
Light	0	F	574
Light	0	M	560
Light	1	F	7276
Light	1	M	7381
Lower Eyre Peninsula	0	F	231
Lower Eyre Peninsula	0	M	412
Lower Eyre Peninsula	1	F	2561
Lower Eyre Peninsula	1	M	2709
Loxton Waikerie	0	F	576
Loxton Waikerie	0	M	623
Loxton Waikerie	1	F	5213
Loxton Waikerie	1	M	5263
Maralinga Tjarutja	0	F	7
Maralinga Tjarutja	0	M	1
Maralinga Tjarutja	1	F	46
Maralinga Tjarutja	1	M	44
Marion	0	F	6709
Marion	0	M	6459
Marion	1	F	42392
Marion	1	M	39160
Mid Murray	0	F	479
Mid Murray	0	M	725
Mid Murray	1	F	3827
Mid Murray	1	M	4134
Mitcham	0	F	3606
Mitcham	0	M	3254
Mitcham	1	F	31124
Mitcham	1	M	29634
Mount Barker	0	F	1656
Mount Barker	0	M	1531
Mount Barker	1	F	18469
Mount Barker	1	M	17561
Mount Gambier	0	F	1355
Mount Gambier	0	M	1282
Mount Gambier	1	F	12587
Mount Gambier	1	M	11655
Mount Remarkable	0	F	151
Mount Remarkable	0	M	165
Mount Remarkable	1	F	1262
Mount Remarkable	1	M	1283
Murray Bridge	0	F	1202
Murray Bridge	0	M	1635
Murray Bridge	1	F	9582
Murray Bridge	1	M	9228
Naracoorte Lucindale	0	F	575
Naracoorte Lucindale	0	M	766
Naracoorte Lucindale	1	F	3602
Naracoorte Lucindale	1	M	3747
Northern Areas	0	F	158
Northern Areas	0	M	174
Northern Areas	1	F	2091
Northern Areas	1	M	2132
Norwood Payneham and St Peters	0	F	3439
Norwood Payneham and St Peters	0	M	3232
Norwood Payneham and St Peters	1	F	15985
Norwood Payneham and St Peters	1	M	14838
Onkaparinga	0	F	8540
Onkaparinga	0	M	7945
Onkaparinga	1	F	80878
Onkaparinga	1	M	77841
Orroroo Carrieton	0	F	45
Orroroo Carrieton	0	M	31
Orroroo Carrieton	1	F	401
Orroroo Carrieton	1	M	396
Peterborough	0	F	134
Peterborough	0	M	128
Peterborough	1	F	683
Peterborough	1	M	692
Playford	0	F	6535
Playford	0	M	6314
Playford	1	F	43584
Playford	1	M	42756
Port Adelaide Enfield	0	F	11650
Port Adelaide Enfield	0	M	12873
Port Adelaide Enfield	1	F	54700
Port Adelaide Enfield	1	M	53176
Port Augusta	0	F	803
Port Augusta	0	M	1422
Port Augusta	1	F	5882
Port Augusta	1	M	5725
Port Lincoln	0	F	646
Port Lincoln	0	M	707
Port Lincoln	1	F	6685
Port Lincoln	1	M	6365
Port Pirie	0	F	682
Port Pirie	0	M	634
Port Pirie	1	F	8089
Port Pirie	1	M	7877
Prospect	0	F	1678
Prospect	0	M	1777
Prospect	1	F	9472
Prospect	1	M	9348
Renmark Paringa	0	F	554
Renmark Paringa	0	M	647
Renmark Paringa	1	F	4300
Renmark Paringa	1	M	4282
Robe	0	F	74
Robe	0	M	58
Robe	1	F	707
Robe	1	M	700
Roxby Downs	0	F	349
Roxby Downs	0	M	441
Roxby Downs	1	F	1464
Roxby Downs	1	M	1729
Salisbury	0	F	11329
Salisbury	0	M	11467
Salisbury	1	F	61460
Salisbury	1	M	61554
Southern Mallee	0	F	165
Southern Mallee	0	M	170
Southern Mallee	1	F	785
Southern Mallee	1	M	863
Streaky Bay	0	F	118
Streaky Bay	0	M	119
Streaky Bay	1	F	927
Streaky Bay	1	M	1002
Tatiara	0	F	480
Tatiara	0	M	600
Tatiara	1	F	2823
Tatiara	1	M	2991
Tea Tree Gully	0	F	5003
Tea Tree Gully	0	M	4944
Tea Tree Gully	1	F	46416
Tea Tree Gully	1	M	44815
Coorong	0	F	328
Coorong	0	M	392
Coorong	1	F	2276
Coorong	1	M	2464
Tumby Bay	0	F	98
Tumby Bay	0	M	91
Tumby Bay	1	F	1331
Tumby Bay	1	M	1294
Unley	0	F	2618
Unley	0	M	2313
Unley	1	F	17744
Unley	1	M	15965
Victor Harbor	0	F	670
Victor Harbor	0	M	604
Victor Harbor	1	F	7886
Victor Harbor	1	M	6979
Wakefield	0	F	297
Wakefield	0	M	305
Wakefield	1	F	3050
Wakefield	1	M	3125
Walkerville	0	F	594
Walkerville	0	M	534
Walkerville	1	F	3671
Walkerville	1	M	3226
Wattle Range	0	F	569
Wattle Range	0	M	573
Wattle Range	1	F	5308
Wattle Range	1	M	5439
West Torrens	0	F	5412
West Torrens	0	M	5584
West Torrens	1	F	26004
West Torrens	1	M	24700
Whyalla	0	F	1352
Whyalla	0	M	1359
Whyalla	1	F	9222
Whyalla	1	M	9312
Wudinna	0	F	69
Wudinna	0	M	58
Wudinna	1	F	512
Wudinna	1	M	493
Yankalilla	0	F	286
Yankalilla	0	M	262
Yankalilla	1	F	2647
Yankalilla	1	M	2639
Yorke Peninsula	0	F	484
Yorke Peninsula	0	M	536
Yorke Peninsula	1	F	5145
Yorke Peninsula	1	M	5429
Unincorporated SA	0	F	210
Unincorporated SA	0	M	328
Unincorporated SA	1	F	1065
Unincorporated SA	1	M	1406
No usual address (SA)	0	F	441
No usual address (SA)	0	M	606
No usual address (SA)	1	F	1065
No usual address (SA)	1	M	1267
Migratory - Offshore - Shipping (SA)	0	F	0
Migratory - Offshore - Shipping (SA)	0	M	12
Migratory - Offshore - Shipping (SA)	1	F	0
Migratory - Offshore - Shipping (SA)	1	M	0
Albany	0	F	2087
Albany	0	M	2398
Albany	1	F	17645
Albany	1	M	16635
Armadale	0	F	8428
Armadale	0	M	8013
Armadale	1	F	39155
Armadale	1	M	38591
Ashburton	0	F	863
Ashburton	0	M	1289
Ashburton	1	F	2233
Ashburton	1	M	3008
Augusta Margaret River	0	F	1321
Augusta Margaret River	0	M	1417
Augusta Margaret River	1	F	7079
Augusta Margaret River	1	M	6971
Bassendean	0	F	1066
Bassendean	0	M	1085
Bassendean	1	F	7069
Bassendean	1	M	6712
Bayswater	0	F	5645
Bayswater	0	M	5731
Bayswater	1	F	29255
Bayswater	1	M	28656
Belmont	0	F	5390
Belmont	0	M	5543
Belmont	1	F	15456
Belmont	1	M	15870
Beverley	0	F	119
Beverley	0	M	134
Beverley	1	F	715
Beverley	1	M	724
Boddington	0	F	128
Boddington	0	M	133
Boddington	1	F	694
Boddington	1	M	752
Boyup Brook	0	F	132
Boyup Brook	0	M	139
Boyup Brook	1	F	782
Boyup Brook	1	M	778
Bridgetown-Greenbushes	0	F	304
Bridgetown-Greenbushes	0	M	331
Bridgetown-Greenbushes	1	F	2345
Bridgetown-Greenbushes	1	M	2256
Brookton	0	F	68
Brookton	0	M	66
Brookton	1	F	387
Brookton	1	M	408
Broome	0	F	1792
Broome	0	M	1650
Broome	1	F	6914
Broome	1	M	6605
Broomehill-Tambellup	0	F	85
Broomehill-Tambellup	0	M	67
Broomehill-Tambellup	1	F	440
Broomehill-Tambellup	1	M	459
Bruce Rock	0	F	86
Bruce Rock	0	M	85
Bruce Rock	1	F	390
Bruce Rock	1	M	418
Bunbury	0	F	2273
Bunbury	0	M	2672
Bunbury	1	F	14517
Bunbury	1	M	13522
Busselton	0	F	2409
Busselton	0	M	2353
Busselton	1	F	18485
Busselton	1	M	17399
Cambridge	0	F	1771
Cambridge	0	M	1544
Cambridge	1	F	13036
Cambridge	1	M	12522
Canning	0	F	12560
Canning	0	M	12961
Canning	1	F	35284
Canning	1	M	35060
Capel	0	F	1070
Capel	0	M	1106
Capel	1	F	8217
Capel	1	M	7776
Carnamah	0	F	63
Carnamah	0	M	59
Carnamah	1	F	198
Carnamah	1	M	228
Carnarvon	0	F	626
Carnarvon	0	M	660
Carnarvon	1	F	1894
Carnarvon	1	M	2072
Chapman Valley	0	F	123
Chapman Valley	0	M	127
Chapman Valley	1	F	627
Chapman Valley	1	M	679
Chittering	0	F	361
Chittering	0	M	429
Chittering	1	F	2563
Chittering	1	M	2576
Christmas Island	0	F	251
Christmas Island	0	M	464
Christmas Island	1	F	434
Christmas Island	1	M	542
Claremont	0	F	884
Claremont	0	M	778
Claremont	1	F	5025
Claremont	1	M	4601
Cockburn	0	F	8995
Cockburn	0	M	8885
Cockburn	1	F	50915
Cockburn	1	M	49294
Cocos Islands	0	F	55
Cocos Islands	0	M	52
Cocos Islands	1	F	237
Cocos Islands	1	M	250
Collie	0	F	462
Collie	0	M	528
Collie	1	F	3885
Collie	1	M	3940
Coolgardie	0	F	516
Coolgardie	0	M	608
Coolgardie	1	F	1085
Coolgardie	1	M	1273
Coorow	0	F	83
Coorow	0	M	96
Coorow	1	F	399
Coorow	1	M	481
Corrigin	0	F	58
Corrigin	0	M	49
Corrigin	1	F	447
Corrigin	1	M	454
Cottesloe	0	F	449
Cottesloe	0	M	422
Cottesloe	1	F	3578
Cottesloe	1	M	3521
Cranbrook	0	F	93
Cranbrook	0	M	95
Cranbrook	1	F	439
Cranbrook	1	M	477
Cuballing	0	F	59
Cuballing	0	M	63
Cuballing	1	F	367
Cuballing	1	M	407
Cue	0	F	27
Cue	0	M	29
Cue	1	F	46
Cue	1	M	118
Cunderdin	0	F	87
Cunderdin	0	M	79
Cunderdin	1	F	531
Cunderdin	1	M	601
Dalwallinu	0	F	144
Dalwallinu	0	M	184
Dalwallinu	1	F	516
Dalwallinu	1	M	536
Dandaragan	0	F	230
Dandaragan	0	M	303
Dandaragan	1	F	1337
Dandaragan	1	M	1487
Dardanup	0	F	802
Dardanup	0	M	873
Dardanup	1	F	6604
Dardanup	1	M	6408
Denmark	0	F	436
Denmark	0	M	418
Denmark	1	F	2790
Denmark	1	M	2666
Derby-West Kimberley	0	F	747
Derby-West Kimberley	0	M	826
Derby-West Kimberley	1	F	2763
Derby-West Kimberley	1	M	2742
Donnybrook-Balingup	0	F	359
Donnybrook-Balingup	0	M	359
Donnybrook-Balingup	1	F	2753
Donnybrook-Balingup	1	M	2680
Dowerin	0	F	25
Dowerin	0	M	48
Dowerin	1	F	312
Dowerin	1	M	326
Dumbleyung	0	F	67
Dumbleyung	0	M	76
Dumbleyung	1	F	256
Dumbleyung	1	M	277
Dundas	0	F	93
Dundas	0	M	101
Dundas	1	F	212
Dundas	1	M	271
East Fremantle	0	F	407
East Fremantle	0	M	365
East Fremantle	1	F	3695
East Fremantle	1	M	3356
East Pilbara	0	F	1044
East Pilbara	0	M	2385
East Pilbara	1	F	2460
East Pilbara	1	M	3871
Esperance	0	F	1074
Esperance	0	M	1129
Esperance	1	F	5817
Esperance	1	M	5861
Exmouth	0	F	288
Exmouth	0	M	283
Exmouth	1	F	1188
Exmouth	1	M	1330
Fremantle	0	F	2248
Fremantle	0	M	2326
Fremantle	1	F	14171
Fremantle	1	M	13184
Gingin	0	F	454
Gingin	0	M	517
Gingin	1	F	2206
Gingin	1	M	2397
Gnowangerup	0	F	95
Gnowangerup	0	M	96
Gnowangerup	1	F	469
Gnowangerup	1	M	554
Goomalling	0	F	73
Goomalling	0	M	74
Goomalling	1	F	397
Goomalling	1	M	412
Gosnells	0	F	13979
Gosnells	0	M	14322
Gosnells	1	F	48908
Gosnells	1	M	49163
Greater Geraldton	0	F	2808
Greater Geraldton	0	M	2979
Greater Geraldton	1	F	17184
Greater Geraldton	1	M	16526
Halls Creek	0	F	233
Halls Creek	0	M	251
Halls Creek	1	F	1556
Halls Creek	1	M	1537
Harvey	0	F	1757
Harvey	0	M	1847
Harvey	1	F	12529
Harvey	1	M	12438
Irwin	0	F	250
Irwin	0	M	271
Irwin	1	F	1601
Irwin	1	M	1560
Jerramungup	0	F	88
Jerramungup	0	M	95
Jerramungup	1	F	453
Jerramungup	1	M	526
Joondalup	0	F	9166
Joondalup	0	M	9198
Joondalup	1	F	71644
Joondalup	1	M	70000
Kalamunda	0	F	3646
Kalamunda	0	M	3556
Kalamunda	1	F	26008
Kalamunda	1	M	25552
Kalgoorlie-Boulder	0	F	3335
Kalgoorlie-Boulder	0	M	3988
Kalgoorlie-Boulder	1	F	10529
Kalgoorlie-Boulder	1	M	11453
Karratha	0	F	2515
Karratha	0	M	3284
Karratha	1	F	7651
Karratha	1	M	8748
Katanning	0	F	398
Katanning	0	M	476
Katanning	1	F	1572
Katanning	1	M	1609
Kellerberrin	0	F	94
Kellerberrin	0	M	96
Kellerberrin	1	F	460
Kellerberrin	1	M	488
Kent	0	F	44
Kent	0	M	43
Kent	1	F	175
Kent	1	M	232
Kojonup	0	F	135
Kojonup	0	M	156
Kojonup	1	F	786
Kojonup	1	M	825
Kondinin	0	F	70
Kondinin	0	M	87
Kondinin	1	F	318
Kondinin	1	M	370
Koorda	0	F	14
Koorda	0	M	20
Koorda	1	F	145
Koorda	1	M	181
Kulin	0	F	57
Kulin	0	M	56
Kulin	1	F	316
Kulin	1	M	342
Kwinana	0	F	4189
Kwinana	0	M	5306
Kwinana	1	F	18190
Kwinana	1	M	18176
Lake Grace	0	F	72
Lake Grace	0	M	102
Lake Grace	1	F	510
Lake Grace	1	M	578
Laverton	0	F	144
Laverton	0	M	433
Laverton	1	F	275
Laverton	1	M	483
Leonora	0	F	218
Leonora	0	M	451
Leonora	1	F	388
Leonora	1	M	528
Mandurah	0	F	6409
Mandurah	0	M	6222
Mandurah	1	F	40525
Mandurah	1	M	37150
Manjimup	0	F	578
Manjimup	0	M	593
Manjimup	1	F	3944
Manjimup	1	M	3981
Meekatharra	0	F	152
Meekatharra	0	M	247
Meekatharra	1	F	333
Meekatharra	1	M	470
Melville	0	F	7266
Melville	0	M	6534
Melville	1	F	46614
Melville	1	M	43107
Menzies	0	F	21
Menzies	0	M	173
Menzies	1	F	107
Menzies	1	M	221
Merredin	0	F	226
Merredin	0	M	265
Merredin	1	F	1291
Merredin	1	M	1338
Mingenew	0	F	39
Mingenew	0	M	42
Mingenew	1	F	146
Mingenew	1	M	188
Moora	0	F	187
Moora	0	M	179
Moora	1	F	946
Moora	1	M	974
Morawa	0	F	88
Morawa	0	M	75
Morawa	1	F	239
Morawa	1	M	258
Mosman Park	0	F	747
Mosman Park	0	M	664
Mosman Park	1	F	4071
Mosman Park	1	M	3691
Mount Magnet	0	F	147
Mount Magnet	0	M	200
Mount Magnet	1	F	143
Mount Magnet	1	M	163
Mount Marshall	0	F	31
Mount Marshall	0	M	32
Mount Marshall	1	F	188
Mount Marshall	1	M	212
Mukinbudin	0	F	44
Mukinbudin	0	M	48
Mukinbudin	1	F	221
Mukinbudin	1	M	265
Mundaring	0	F	1907
Mundaring	0	M	3836
Mundaring	1	F	16925
Mundaring	1	M	16500
Murchison	0	F	4
Murchison	0	M	6
Murchison	1	F	46
Murchison	1	M	43
Murray	0	F	1038
Murray	0	M	1125
Murray	1	F	8052
Murray	1	M	7850
Nannup	0	F	151
Nannup	0	M	145
Nannup	1	F	600
Nannup	1	M	645
Narembeen	0	F	66
Narembeen	0	M	83
Narembeen	1	F	305
Narembeen	1	M	332
Narrogin	0	F	384
Narrogin	0	M	407
Narrogin	1	F	2043
Narrogin	1	M	1943
Nedlands	0	F	1298
Nedlands	0	M	1187
Nedlands	1	F	9913
Nedlands	1	M	9733
Ngaanyatjarraku	0	F	49
Ngaanyatjarraku	0	M	66
Ngaanyatjarraku	1	F	648
Ngaanyatjarraku	1	M	590
Northam	0	F	841
Northam	0	M	1133
Northam	1	F	4778
Northam	1	M	4611
Northampton	0	F	262
Northampton	0	M	282
Northampton	1	F	1260
Northampton	1	M	1426
Nungarin	0	F	30
Nungarin	0	M	32
Nungarin	1	F	90
Nungarin	1	M	104
Peppermint Grove	0	F	95
Peppermint Grove	0	M	72
Peppermint Grove	1	F	817
Peppermint Grove	1	M	612
Perenjori	0	F	81
Perenjori	0	M	160
Perenjori	1	F	158
Perenjori	1	M	230
Perth	0	F	5968
Perth	0	M	6167
Perth	1	F	7503
Perth	1	M	8829
Pingelly	0	F	62
Pingelly	0	M	52
Pingelly	1	F	440
Pingelly	1	M	482
Plantagenet	0	F	400
Plantagenet	0	M	517
Plantagenet	1	F	2210
Plantagenet	1	M	2258
Port Hedland	0	F	1936
Port Hedland	0	M	2212
Port Hedland	1	F	5513
Port Hedland	1	M	6017
Quairading	0	F	139
Quairading	0	M	139
Quairading	1	F	365
Quairading	1	M	320
Ravensthorpe	0	F	179
Ravensthorpe	0	M	203
Ravensthorpe	1	F	808
Ravensthorpe	1	M	892
Rockingham	0	F	10605
Rockingham	0	M	11258
Rockingham	1	F	57986
Rockingham	1	M	55827
Sandstone	0	F	11
Sandstone	0	M	26
Sandstone	1	F	26
Sandstone	1	M	44
Serpentine-Jarrahdale	0	F	2055
Serpentine-Jarrahdale	0	M	2457
Serpentine-Jarrahdale	1	F	14047
Serpentine-Jarrahdale	1	M	13612
Shark Bay	0	F	145
Shark Bay	0	M	125
Shark Bay	1	F	362
Shark Bay	1	M	395
South Perth	0	F	3794
South Perth	0	M	3553
South Perth	1	F	18369
South Perth	1	M	17691
Stirling	0	F	20949
Stirling	0	M	20451
Stirling	1	F	95551
Stirling	1	M	89419
Subiaco	0	F	1493
Subiaco	0	M	1307
Subiaco	1	F	7551
Subiaco	1	M	6912
Swan	0	F	12290
Swan	0	M	11884
Swan	1	F	64691
Swan	1	M	64108
Tammin	0	F	36
Tammin	0	M	42
Tammin	1	F	136
Tammin	1	M	175
Three Springs	0	F	63
Three Springs	0	M	61
Three Springs	1	F	211
Three Springs	1	M	235
Toodyay	0	F	385
Toodyay	0	M	415
Toodyay	1	F	1844
Toodyay	1	M	1955
Trayning	0	F	24
Trayning	0	M	22
Trayning	1	F	113
Trayning	1	M	129
Upper Gascoyne	0	F	13
Upper Gascoyne	0	M	13
Upper Gascoyne	1	F	66
Upper Gascoyne	1	M	82
Victoria Park	0	F	4597
Victoria Park	0	M	4367
Victoria Park	1	F	13880
Victoria Park	1	M	14049
Victoria Plains	0	F	90
Victoria Plains	0	M	84
Victoria Plains	1	F	291
Victoria Plains	1	M	340
Vincent	0	F	3149
Vincent	0	M	3176
Vincent	1	F	15144
Vincent	1	M	15064
Wagin	0	F	154
Wagin	0	M	166
Wagin	1	F	715
Wagin	1	M	722
Wandering	0	F	52
Wandering	0	M	67
Wandering	1	F	198
Wandering	1	M	223
Wanneroo	0	F	16691
Wanneroo	0	M	16552
Wanneroo	1	F	89613
Wanneroo	1	M	86255
Waroona	0	F	286
Waroona	0	M	273
Waroona	1	F	1834
Waroona	1	M	1841
West Arthur	0	F	69
West Arthur	0	M	64
West Arthur	1	F	293
West Arthur	1	M	350
Westonia	0	F	18
Westonia	0	M	13
Westonia	1	F	107
Westonia	1	M	110
Wickepin	0	F	61
Wickepin	0	M	72
Wickepin	1	F	268
Wickepin	1	M	294
Williams	0	F	93
Williams	0	M	93
Williams	1	F	407
Williams	1	M	428
Wiluna	0	F	57
Wiluna	0	M	146
Wiluna	1	F	132
Wiluna	1	M	199
Wongan-Ballidu	0	F	74
Wongan-Ballidu	0	M	103
Wongan-Ballidu	1	F	527
Wongan-Ballidu	1	M	593
Woodanilling	0	F	34
Woodanilling	0	M	33
Woodanilling	1	F	176
Woodanilling	1	M	205
Wyalkatchem	0	F	33
Wyalkatchem	0	M	23
Wyalkatchem	1	F	194
Wyalkatchem	1	M	221
Wyndham-East Kimberley	0	F	868
Wyndham-East Kimberley	0	M	859
Wyndham-East Kimberley	1	F	2907
Wyndham-East Kimberley	1	M	2840
Yalgoo	0	F	41
Yalgoo	0	M	132
Yalgoo	1	F	60
Yalgoo	1	M	110
Yilgarn	0	F	95
Yilgarn	0	M	207
Yilgarn	1	F	344
Yilgarn	1	M	524
York	0	F	201
York	0	M	236
York	1	F	1530
York	1	M	1495
No usual address (WA)	0	F	1593
No usual address (WA)	0	M	2519
No usual address (WA)	1	F	1823
No usual address (WA)	1	M	2120
Migratory - Offshore - Shipping (WA)	0	F	29
Migratory - Offshore - Shipping (WA)	0	M	266
Migratory - Offshore - Shipping (WA)	1	F	29
Migratory - Offshore - Shipping (WA)	1	M	189
Break O'Day	0	F	350
Break O'Day	0	M	356
Break O'Day	1	F	2962
Break O'Day	1	M	3097
Brighton	0	F	784
Brighton	0	M	780
Brighton	1	F	9003
Brighton	1	M	8428
Burnie	0	F	938
Burnie	0	M	879
Burnie	1	F	9375
Burnie	1	M	8727
Central Coast (Tas.)	0	F	888
Central Coast (Tas.)	0	M	933
Central Coast (Tas.)	1	F	10882
Central Coast (Tas.)	1	M	10057
Central Highlands (Tas.)	0	F	141
Central Highlands (Tas.)	0	M	184
Central Highlands (Tas.)	1	F	1005
Central Highlands (Tas.)	1	M	1187
Circular Head	0	F	508
Circular Head	0	M	669
Circular Head	1	F	3434
Circular Head	1	M	3507
Clarence	0	F	3371
Clarence	0	M	3876
Clarence	1	F	28177
Clarence	1	M	26107
Derwent Valley	0	F	475
Derwent Valley	0	M	494
Derwent Valley	1	F	4971
Derwent Valley	1	M	5006
Devonport	0	F	1278
Devonport	0	M	1276
