LGA_NAME16	Landlord	Rent.min	occupied_private_dwellings_being_rented
Burwood	Person not in same household	52	4
Burwood	Person not in same household	5250	22
Burwood	Person not in same household	7875	42
Burwood	Person not in same household	10500	39
Burwood	Person not in same household	11812	44
Burwood	Person not in same household	14437	64
Burwood	Person not in same household	18375	139
Burwood	Person not in same household	23625	192
Burwood	Person not in same household	28875	122
Burwood	Person not in same household	34125	53
Burwood	Person not in same household	39375	27
Burwood	Person not in same household	44625	10
Burwood	Person not in same household	49875	30
Burwood	Real estate agent	52	6
Burwood	Real estate agent	3937	8
Burwood	Real estate agent	5250	21
Burwood	Real estate agent	7875	34
Burwood	Real estate agent	10500	65
Burwood	Real estate agent	11812	136
Burwood	Real estate agent	14437	292
Burwood	Real estate agent	18375	872
Burwood	Real estate agent	23625	1564
Burwood	Real estate agent	28875	1240
Burwood	Real estate agent	34125	476
Burwood	Real estate agent	39375	170
Burwood	Real estate agent	44625	85
Burwood	Real estate agent	49875	77
Burwood	State or territory housing authority	52	14
Burwood	State or territory housing authority	3937	10
Burwood	State or territory housing authority	5250	170
Burwood	State or territory housing authority	7875	35
Burwood	State or territory housing authority	10500	10
Burwood	State or territory housing authority	11812	24
Burwood	State or territory housing authority	14437	12
Burwood	State or territory housing authority	18375	8
Burwood	State or territory housing authority	23625	6
Burwood	State or territory housing authority	28875	5
Byron		11812	3
Byron		28875	10
Byron	(Other)	52	6
Byron	(Other)	5250	16
Byron	(Other)	7875	20
Byron	(Other)	10500	21
Byron	(Other)	11812	16
Byron	(Other)	14437	33
Byron	(Other)	18375	32
Byron	(Other)	23625	17
Byron	(Other)	28875	10
Byron	(Other)	34125	7
Byron	(Other)	39375	8
Byron	(Other)	44625	4
Byron	(Other)	49875	3
Byron	Co-op/church group etc	52	5
Byron	Co-op/church group etc	5250	8
Byron	Co-op/church group etc	7875	64
Byron	Co-op/church group etc	10500	17
Byron	Co-op/church group etc	11812	17
Byron	Co-op/church group etc	14437	13
Byron	Co-op/church group etc	18375	14
Byron	Co-op/church group etc	23625	3
Byron	Co-op/church group etc	34125	3
Byron	Person not in same household	52	7
Byron	Person not in same household	3937	7
Byron	Person not in same household	5250	17
Byron	Person not in same household	7875	48
Byron	Person not in same household	10500	76
Byron	Person not in same household	11812	110
Byron	Person not in same household	14437	154
Byron	Person not in same household	18375	294
Byron	Person not in same household	23625	273
Byron	Person not in same household	28875	209
Byron	Person not in same household	34125	140
Byron	Person not in same household	39375	105
Byron	Person not in same household	44625	57
Byron	Person not in same household	49875	96
Byron	Real estate agent	5250	4
Byron	Real estate agent	7875	9
Byron	Real estate agent	10500	9
Byron	Real estate agent	11812	31
Byron	Real estate agent	14437	55
Byron	Real estate agent	18375	163
Byron	Real estate agent	23625	295
Byron	Real estate agent	28875	349
Byron	Real estate agent	34125	280
Byron	Real estate agent	39375	192
Byron	Real estate agent	44625	135
Byron	Real estate agent	49875	195
Byron	State or territory housing authority	5250	9
Byron	State or territory housing authority	7875	38
Byron	State or territory housing authority	10500	6
Byron	State or territory housing authority	11812	5
Byron	State or territory housing authority	14437	11
Byron	State or territory housing authority	28875	4
Cabonne	(Other)	52	18
Cabonne	(Other)	5250	10
Cabonne	(Other)	7875	6
Cabonne	(Other)	10500	4
Cabonne	(Other)	11812	3
Cabonne	(Other)	14437	9
Cabonne	(Other)	18375	3
Cabonne	Co-op/church group etc	52	4
Cabonne	Co-op/church group etc	3937	5
Cabonne	Co-op/church group etc	5250	13
Cabonne	Co-op/church group etc	7875	3
Cabonne	Co-op/church group etc	10500	3
Cabonne	Person not in same household	52	3
Cabonne	Person not in same household	3937	3
Cabonne	Person not in same household	5250	30
Cabonne	Person not in same household	7875	46
Cabonne	Person not in same household	10500	51
Cabonne	Person not in same household	11812	74
Cabonne	Person not in same household	14437	46
Cabonne	Person not in same household	18375	26
Cabonne	Person not in same household	23625	3
Cabonne	Person not in same household	28875	5
Cabonne	Person not in same household	34125	3
Cabonne	Real estate agent	3937	3
Cabonne	Real estate agent	5250	3
Cabonne	Real estate agent	7875	37
Cabonne	Real estate agent	10500	24
Cabonne	Real estate agent	11812	70
Cabonne	Real estate agent	14437	96
Cabonne	Real estate agent	18375	51
Cabonne	Real estate agent	23625	11
Cabonne	Real estate agent	28875	6
Cabonne	State or territory housing authority	52	4
Cabonne	State or territory housing authority	5250	7
Cabonne	State or territory housing authority	7875	8
Camden		5250	3
Camden		11812	3
Camden		18375	7
Camden		23625	4
Camden		28875	3
Camden	(Other)	5250	4
Camden	(Other)	7875	13
Camden	(Other)	10500	5
Camden	(Other)	11812	53
Camden	(Other)	14437	15
Camden	(Other)	18375	23
Camden	(Other)	23625	37
Camden	(Other)	28875	7
Camden	(Other)	34125	4
Camden	(Other)	39375	4
Camden	Co-op/church group etc	3937	6
Camden	Co-op/church group etc	5250	14
Camden	Co-op/church group etc	7875	35
Camden	Co-op/church group etc	10500	9
Camden	Co-op/church group etc	11812	28
Camden	Co-op/church group etc	14437	12
Camden	Co-op/church group etc	18375	4
Camden	Co-op/church group etc	23625	6
Camden	Co-op/church group etc	44625	3
Camden	Person not in same household	52	5
Camden	Person not in same household	3937	3
Camden	Person not in same household	5250	12
Camden	Person not in same household	7875	22
Camden	Person not in same household	10500	28
Camden	Person not in same household	11812	44
Camden	Person not in same household	14437	96
Camden	Person not in same household	18375	218
Camden	Person not in same household	23625	329
Camden	Person not in same household	28875	126
Camden	Person not in same household	34125	28
Camden	Person not in same household	39375	10
Camden	Person not in same household	44625	6
Camden	Person not in same household	49875	3
Camden	Real estate agent	52	7
Camden	Real estate agent	5250	5
Camden	Real estate agent	7875	13
Camden	Real estate agent	10500	8
Camden	Real estate agent	11812	54
Camden	Real estate agent	14437	357
Camden	Real estate agent	18375	1140
Camden	Real estate agent	23625	3297
Camden	Real estate agent	28875	1965
Camden	Real estate agent	34125	296
Camden	Real estate agent	39375	85
Camden	Real estate agent	44625	24
Camden	Real estate agent	49875	33
Camden	State or territory housing authority	52	9
Camden	State or territory housing authority	3937	4
Camden	State or territory housing authority	5250	123
Camden	State or territory housing authority	7875	52
Camden	State or territory housing authority	10500	33
Camden	State or territory housing authority	11812	39
Camden	State or territory housing authority	14437	35
Camden	State or territory housing authority	18375	31
Camden	State or territory housing authority	23625	22
Camden	State or territory housing authority	28875	3
Campbelltown (NSW)		5250	13
Campbelltown (NSW)		7875	4
Campbelltown (NSW)		14437	3
Campbelltown (NSW)		18375	12
Campbelltown (NSW)		23625	4
Campbelltown (NSW)	(Other)	52	4
Campbelltown (NSW)	(Other)	3937	9
Campbelltown (NSW)	(Other)	5250	15
Campbelltown (NSW)	(Other)	7875	11
Campbelltown (NSW)	(Other)	10500	9
Campbelltown (NSW)	(Other)	11812	30
Campbelltown (NSW)	(Other)	14437	18
Campbelltown (NSW)	(Other)	18375	88
Campbelltown (NSW)	(Other)	23625	43
Campbelltown (NSW)	(Other)	28875	8
Campbelltown (NSW)	(Other)	34125	7
Campbelltown (NSW)	(Other)	39375	6
Campbelltown (NSW)	(Other)	49875	4
Campbelltown (NSW)	Co-op/church group etc	52	5
Campbelltown (NSW)	Co-op/church group etc	3937	7
Campbelltown (NSW)	Co-op/church group etc	5250	55
Campbelltown (NSW)	Co-op/church group etc	7875	96
Campbelltown (NSW)	Co-op/church group etc	10500	32
Campbelltown (NSW)	Co-op/church group etc	11812	64
Campbelltown (NSW)	Co-op/church group etc	14437	87
Campbelltown (NSW)	Co-op/church group etc	18375	66
Campbelltown (NSW)	Co-op/church group etc	23625	8
Campbelltown (NSW)	Person not in same household	52	16
Campbelltown (NSW)	Person not in same household	5250	36
Campbelltown (NSW)	Person not in same household	7875	67
Campbelltown (NSW)	Person not in same household	10500	87
Campbelltown (NSW)	Person not in same household	11812	145
Campbelltown (NSW)	Person not in same household	14437	329
Campbelltown (NSW)	Person not in same household	18375	677
Campbelltown (NSW)	Person not in same household	23625	297
Campbelltown (NSW)	Person not in same household	28875	85
Campbelltown (NSW)	Person not in same household	34125	31
Campbelltown (NSW)	Person not in same household	39375	10
Campbelltown (NSW)	Person not in same household	44625	4
Campbelltown (NSW)	Person not in same household	49875	5
Campbelltown (NSW)	Real estate agent	52	13
Campbelltown (NSW)	Real estate agent	5250	13
Campbelltown (NSW)	Real estate agent	7875	49
Campbelltown (NSW)	Real estate agent	10500	57
Campbelltown (NSW)	Real estate agent	11812	250
Campbelltown (NSW)	Real estate agent	14437	1578
Campbelltown (NSW)	Real estate agent	18375	5872
Campbelltown (NSW)	Real estate agent	23625	2781
Campbelltown (NSW)	Real estate agent	28875	1069
Campbelltown (NSW)	Real estate agent	34125	180
Campbelltown (NSW)	Real estate agent	39375	39
Campbelltown (NSW)	Real estate agent	44625	14
Campbelltown (NSW)	Real estate agent	49875	22
Campbelltown (NSW)	State or territory housing authority	52	90
Campbelltown (NSW)	State or territory housing authority	3937	207
Campbelltown (NSW)	State or territory housing authority	5250	1317
Campbelltown (NSW)	State or territory housing authority	7875	838
Campbelltown (NSW)	State or territory housing authority	10500	395
Campbelltown (NSW)	State or territory housing authority	11812	459
Campbelltown (NSW)	State or territory housing authority	14437	381
Campbelltown (NSW)	State or territory housing authority	18375	520
Campbelltown (NSW)	State or territory housing authority	23625	58
Campbelltown (NSW)	State or territory housing authority	28875	8
Campbelltown (NSW)	State or territory housing authority	34125	8
Campbelltown (NSW)	State or territory housing authority	39375	4
Campbelltown (NSW)	State or territory housing authority	44625	6
Canada Bay		5250	3
Canada Bay		23625	3
Canada Bay		28875	4
Canada Bay		49875	3
Canada Bay	(Other)	52	3
Canada Bay	(Other)	3937	8
Canada Bay	(Other)	5250	44
Canada Bay	(Other)	10500	9
Canada Bay	(Other)	11812	48
Canada Bay	(Other)	14437	26
Canada Bay	(Other)	18375	22
Canada Bay	(Other)	23625	38
Canada Bay	(Other)	28875	21
Canada Bay	(Other)	34125	20
Canada Bay	(Other)	39375	4
Canada Bay	(Other)	49875	4
Canada Bay	Co-op/church group etc	52	5
Canada Bay	Co-op/church group etc	5250	26
Canada Bay	Co-op/church group etc	7875	61
Canada Bay	Co-op/church group etc	10500	13
Canada Bay	Co-op/church group etc	11812	20
Canada Bay	Co-op/church group etc	14437	7
Canada Bay	Co-op/church group etc	18375	35
Canada Bay	Co-op/church group etc	23625	11
Canada Bay	Co-op/church group etc	28875	3
Canada Bay	Person not in same household	52	3
Canada Bay	Person not in same household	3937	5
Canada Bay	Person not in same household	5250	18
Canada Bay	Person not in same household	7875	29
Canada Bay	Person not in same household	10500	35
Canada Bay	Person not in same household	11812	56
Canada Bay	Person not in same household	14437	91
Canada Bay	Person not in same household	18375	174
Canada Bay	Person not in same household	23625	252
Canada Bay	Person not in same household	28875	215
Canada Bay	Person not in same household	34125	152
Canada Bay	Person not in same household	39375	101
Canada Bay	Person not in same household	44625	42
Canada Bay	Person not in same household	49875	70
Canada Bay	Real estate agent	52	10
Canada Bay	Real estate agent	5250	24
Canada Bay	Real estate agent	7875	20
Canada Bay	Real estate agent	10500	23
Canada Bay	Real estate agent	11812	53
Canada Bay	Real estate agent	14437	174
Canada Bay	Real estate agent	18375	1059
Canada Bay	Real estate agent	23625	2739
Canada Bay	Real estate agent	28875	2547
Canada Bay	Real estate agent	34125	1694
Canada Bay	Real estate agent	39375	894
Canada Bay	Real estate agent	44625	443
Canada Bay	Real estate agent	49875	658
Canada Bay	State or territory housing authority	52	19
Canada Bay	State or territory housing authority	3937	37
Canada Bay	State or territory housing authority	5250	291
Canada Bay	State or territory housing authority	7875	98
Canada Bay	State or territory housing authority	10500	47
Canada Bay	State or territory housing authority	11812	36
Canada Bay	State or territory housing authority	14437	32
Canada Bay	State or territory housing authority	18375	16
Canada Bay	State or territory housing authority	23625	9
Canada Bay	State or territory housing authority	28875	6
Canada Bay	State or territory housing authority	34125	3
Canterbury-Bankstown		3937	9
Canterbury-Bankstown		5250	21
Canterbury-Bankstown		7875	10
Canterbury-Bankstown		10500	3
Canterbury-Bankstown		11812	8
Canterbury-Bankstown		14437	12
Canterbury-Bankstown		18375	30
Canterbury-Bankstown		23625	24
Canterbury-Bankstown		28875	13
Canterbury-Bankstown		34125	9
Canterbury-Bankstown	(Other)	52	8
Canterbury-Bankstown	(Other)	3937	3
Canterbury-Bankstown	(Other)	5250	34
Canterbury-Bankstown	(Other)	7875	39
Canterbury-Bankstown	(Other)	10500	33
Canterbury-Bankstown	(Other)	11812	62
Canterbury-Bankstown	(Other)	14437	144
Canterbury-Bankstown	(Other)	18375	288
Canterbury-Bankstown	(Other)	23625	292
Canterbury-Bankstown	(Other)	28875	140
Canterbury-Bankstown	(Other)	34125	49
Canterbury-Bankstown	(Other)	39375	19
Canterbury-Bankstown	(Other)	44625	7
Canterbury-Bankstown	(Other)	49875	3
Canterbury-Bankstown	Co-op/church group etc	52	23
Canterbury-Bankstown	Co-op/church group etc	3937	45
Canterbury-Bankstown	Co-op/church group etc	5250	234
Canterbury-Bankstown	Co-op/church group etc	7875	392
Canterbury-Bankstown	Co-op/church group etc	10500	151
Canterbury-Bankstown	Co-op/church group etc	11812	215
Canterbury-Bankstown	Co-op/church group etc	14437	197
