LGA_NAME16	Landlord	Rent.min	occupied_private_dwellings_being_rented
Ryde		7875	7
Ryde		11812	6
Ryde		14437	6
Ryde		18375	12
Ryde		23625	3
Ryde		34125	3
Ryde		44625	4
Ryde	(Other)	52	4
Ryde	(Other)	5250	8
Ryde	(Other)	7875	17
Ryde	(Other)	10500	18
Ryde	(Other)	11812	53
Ryde	(Other)	14437	32
Ryde	(Other)	18375	65
Ryde	(Other)	23625	35
Ryde	(Other)	28875	20
Ryde	(Other)	34125	12
Ryde	(Other)	39375	9
Ryde	Co-op/church group etc	52	7
Ryde	Co-op/church group etc	3937	19
Ryde	Co-op/church group etc	5250	52
Ryde	Co-op/church group etc	7875	177
Ryde	Co-op/church group etc	10500	42
Ryde	Co-op/church group etc	11812	92
Ryde	Co-op/church group etc	14437	59
Ryde	Co-op/church group etc	18375	59
Ryde	Co-op/church group etc	23625	25
Ryde	Co-op/church group etc	28875	14
Ryde	Co-op/church group etc	34125	6
Ryde	Co-op/church group etc	39375	4
Ryde	Person not in same household	52	10
Ryde	Person not in same household	3937	4
Ryde	Person not in same household	5250	41
Ryde	Person not in same household	7875	103
Ryde	Person not in same household	10500	82
Ryde	Person not in same household	11812	118
Ryde	Person not in same household	14437	207
Ryde	Person not in same household	18375	479
Ryde	Person not in same household	23625	428
Ryde	Person not in same household	28875	270
Ryde	Person not in same household	34125	165
Ryde	Person not in same household	39375	86
Ryde	Person not in same household	44625	32
Ryde	Person not in same household	49875	57
Ryde	Real estate agent	52	13
Ryde	Real estate agent	5250	31
Ryde	Real estate agent	7875	68
Ryde	Real estate agent	10500	62
Ryde	Real estate agent	11812	203
Ryde	Real estate agent	14437	1313
Ryde	Real estate agent	18375	4312
Ryde	Real estate agent	23625	4163
Ryde	Real estate agent	28875	3100
Ryde	Real estate agent	34125	1343
Ryde	Real estate agent	39375	592
Ryde	Real estate agent	44625	302
Ryde	Real estate agent	49875	412
Ryde	State or territory housing authority	52	28
Ryde	State or territory housing authority	3937	22
Ryde	State or territory housing authority	5250	143
Ryde	State or territory housing authority	7875	276
Ryde	State or territory housing authority	10500	99
Ryde	State or territory housing authority	11812	116
Ryde	State or territory housing authority	14437	77
Ryde	State or territory housing authority	18375	64
Ryde	State or territory housing authority	23625	40
Ryde	State or territory housing authority	28875	11
Ryde	State or territory housing authority	44625	3
Shellharbour		11812	4
Shellharbour		14437	3
Shellharbour		18375	3
Shellharbour		28875	6
Shellharbour	(Other)	5250	9
Shellharbour	(Other)	7875	14
Shellharbour	(Other)	14437	13
Shellharbour	(Other)	18375	24
Shellharbour	(Other)	23625	15
Shellharbour	(Other)	28875	9
Shellharbour	Co-op/church group etc	52	9
Shellharbour	Co-op/church group etc	3937	3
Shellharbour	Co-op/church group etc	5250	11
Shellharbour	Co-op/church group etc	7875	29
Shellharbour	Co-op/church group etc	10500	22
Shellharbour	Co-op/church group etc	11812	20
Shellharbour	Co-op/church group etc	14437	47
Shellharbour	Co-op/church group etc	18375	22
Shellharbour	Co-op/church group etc	23625	9
Shellharbour	Person not in same household	52	3
Shellharbour	Person not in same household	3937	8
Shellharbour	Person not in same household	5250	27
Shellharbour	Person not in same household	7875	28
Shellharbour	Person not in same household	10500	48
Shellharbour	Person not in same household	11812	68
Shellharbour	Person not in same household	14437	153
Shellharbour	Person not in same household	18375	291
Shellharbour	Person not in same household	23625	266
Shellharbour	Person not in same household	28875	75
Shellharbour	Person not in same household	34125	17
Shellharbour	Person not in same household	39375	4
Shellharbour	Person not in same household	49875	8
Shellharbour	Real estate agent	52	4
Shellharbour	Real estate agent	5250	3
Shellharbour	Real estate agent	7875	20
Shellharbour	Real estate agent	10500	37
Shellharbour	Real estate agent	11812	102
Shellharbour	Real estate agent	14437	387
Shellharbour	Real estate agent	18375	1207
Shellharbour	Real estate agent	23625	1472
Shellharbour	Real estate agent	28875	810
Shellharbour	Real estate agent	34125	212
Shellharbour	Real estate agent	39375	37
Shellharbour	Real estate agent	44625	6
Shellharbour	Real estate agent	49875	16
Shellharbour	State or territory housing authority	52	28
Shellharbour	State or territory housing authority	3937	60
Shellharbour	State or territory housing authority	5250	513
Shellharbour	State or territory housing authority	7875	311
Shellharbour	State or territory housing authority	10500	160
Shellharbour	State or territory housing authority	11812	139
Shellharbour	State or territory housing authority	14437	112
Shellharbour	State or territory housing authority	18375	136
Shellharbour	State or territory housing authority	23625	46
Shellharbour	State or territory housing authority	28875	5
Shellharbour	State or territory housing authority	49875	3
Shoalhaven		5250	5
Shoalhaven		7875	6
Shoalhaven		11812	9
Shoalhaven		14437	6
Shoalhaven		18375	10
Shoalhaven	(Other)	52	12
Shoalhaven	(Other)	3937	9
Shoalhaven	(Other)	5250	37
Shoalhaven	(Other)	7875	68
Shoalhaven	(Other)	10500	35
Shoalhaven	(Other)	11812	218
Shoalhaven	(Other)	14437	104
Shoalhaven	(Other)	18375	80
Shoalhaven	(Other)	23625	10
Shoalhaven	(Other)	28875	8
Shoalhaven	(Other)	34125	3
Shoalhaven	(Other)	44625	3
Shoalhaven	Co-op/church group etc	52	10
Shoalhaven	Co-op/church group etc	3937	11
Shoalhaven	Co-op/church group etc	5250	85
Shoalhaven	Co-op/church group etc	7875	227
Shoalhaven	Co-op/church group etc	10500	69
Shoalhaven	Co-op/church group etc	11812	128
Shoalhaven	Co-op/church group etc	14437	131
Shoalhaven	Co-op/church group etc	18375	57
Shoalhaven	Co-op/church group etc	23625	18
Shoalhaven	Person not in same household	52	21
Shoalhaven	Person not in same household	3937	5
Shoalhaven	Person not in same household	5250	69
Shoalhaven	Person not in same household	7875	114
Shoalhaven	Person not in same household	10500	176
Shoalhaven	Person not in same household	11812	238
Shoalhaven	Person not in same household	14437	447
Shoalhaven	Person not in same household	18375	554
Shoalhaven	Person not in same household	23625	236
Shoalhaven	Person not in same household	28875	42
Shoalhaven	Person not in same household	34125	18
Shoalhaven	Person not in same household	39375	6
Shoalhaven	Person not in same household	44625	4
Shoalhaven	Person not in same household	49875	11
Shoalhaven	Real estate agent	52	7
Shoalhaven	Real estate agent	3937	4
Shoalhaven	Real estate agent	5250	18
Shoalhaven	Real estate agent	7875	70
Shoalhaven	Real estate agent	10500	136
Shoalhaven	Real estate agent	11812	346
Shoalhaven	Real estate agent	14437	1269
Shoalhaven	Real estate agent	18375	2491
Shoalhaven	Real estate agent	23625	1204
Shoalhaven	Real estate agent	28875	247
Shoalhaven	Real estate agent	34125	64
Shoalhaven	Real estate agent	39375	28
Shoalhaven	Real estate agent	44625	12
Shoalhaven	Real estate agent	49875	10
Shoalhaven	State or territory housing authority	52	4
Shoalhaven	State or territory housing authority	3937	20
Shoalhaven	State or territory housing authority	5250	68
Shoalhaven	State or territory housing authority	7875	205
Shoalhaven	State or territory housing authority	10500	87
Shoalhaven	State or territory housing authority	11812	145
Shoalhaven	State or territory housing authority	14437	124
Shoalhaven	State or territory housing authority	18375	55
Shoalhaven	State or territory housing authority	23625	5
Singleton	(Other)	5250	7
Singleton	(Other)	7875	7
Singleton	(Other)	10500	16
Singleton	(Other)	11812	45
Singleton	(Other)	14437	32
Singleton	(Other)	18375	13
Singleton	(Other)	23625	8
Singleton	Co-op/church group etc	5250	4
Singleton	Co-op/church group etc	7875	23
Singleton	Co-op/church group etc	10500	6
Singleton	Co-op/church group etc	11812	9
Singleton	Co-op/church group etc	14437	8
Singleton	Co-op/church group etc	18375	11
Singleton	Person not in same household	52	4
Singleton	Person not in same household	3937	3
Singleton	Person not in same household	5250	6
Singleton	Person not in same household	7875	17
Singleton	Person not in same household	10500	24
Singleton	Person not in same household	11812	28
Singleton	Person not in same household	14437	70
Singleton	Person not in same household	18375	79
Singleton	Person not in same household	23625	27
Singleton	Person not in same household	28875	9
Singleton	Person not in same household	49875	4
Singleton	Real estate agent	52	10
Singleton	Real estate agent	3937	3
Singleton	Real estate agent	5250	9
Singleton	Real estate agent	7875	34
Singleton	Real estate agent	10500	47
Singleton	Real estate agent	11812	134
Singleton	Real estate agent	14437	262
Singleton	Real estate agent	18375	507
Singleton	Real estate agent	23625	204
Singleton	Real estate agent	28875	47
Singleton	Real estate agent	34125	14
Singleton	Real estate agent	39375	5
Singleton	State or territory housing authority	52	3
Singleton	State or territory housing authority	5250	29
Singleton	State or territory housing authority	7875	80
Singleton	State or territory housing authority	10500	33
Singleton	State or territory housing authority	11812	52
Singleton	State or territory housing authority	14437	34
Singleton	State or territory housing authority	18375	41
Singleton	State or territory housing authority	23625	8
Snowy Monaro Regional		7875	4
Snowy Monaro Regional	(Other)	52	8
Snowy Monaro Regional	(Other)	3937	10
Snowy Monaro Regional	(Other)	5250	15
Snowy Monaro Regional	(Other)	7875	15
Snowy Monaro Regional	(Other)	10500	9
Snowy Monaro Regional	(Other)	11812	29
Snowy Monaro Regional	(Other)	14437	13
Snowy Monaro Regional	(Other)	18375	15
Snowy Monaro Regional	(Other)	23625	8
Snowy Monaro Regional	(Other)	34125	4
Snowy Monaro Regional	(Other)	39375	3
Snowy Monaro Regional	(Other)	49875	40
Snowy Monaro Regional	Co-op/church group etc	3937	3
Snowy Monaro Regional	Co-op/church group etc	5250	10
Snowy Monaro Regional	Co-op/church group etc	7875	16
Snowy Monaro Regional	Co-op/church group etc	10500	8
Snowy Monaro Regional	Co-op/church group etc	11812	11
Snowy Monaro Regional	Co-op/church group etc	14437	12
Snowy Monaro Regional	Person not in same household	52	14
Snowy Monaro Regional	Person not in same household	3937	9
Snowy Monaro Regional	Person not in same household	5250	37
Snowy Monaro Regional	Person not in same household	7875	57
Snowy Monaro Regional	Person not in same household	10500	52
Snowy Monaro Regional	Person not in same household	11812	90
Snowy Monaro Regional	Person not in same household	14437	95
Snowy Monaro Regional	Person not in same household	18375	79
Snowy Monaro Regional	Person not in same household	23625	47
Snowy Monaro Regional	Person not in same household	28875	19
Snowy Monaro Regional	Person not in same household	34125	4
Snowy Monaro Regional	Person not in same household	39375	14
Snowy Monaro Regional	Person not in same household	44625	9
Snowy Monaro Regional	Person not in same household	49875	17
Snowy Monaro Regional	Real estate agent	3937	3
Snowy Monaro Regional	Real estate agent	5250	22
Snowy Monaro Regional	Real estate agent	7875	65
Snowy Monaro Regional	Real estate agent	10500	50
Snowy Monaro Regional	Real estate agent	11812	156
Snowy Monaro Regional	Real estate agent	14437	219
Snowy Monaro Regional	Real estate agent	18375	224
Snowy Monaro Regional	Real estate agent	23625	105
Snowy Monaro Regional	Real estate agent	28875	48
Snowy Monaro Regional	Real estate agent	34125	27
Snowy Monaro Regional	Real estate agent	39375	12
Snowy Monaro Regional	Real estate agent	49875	21
Snowy Monaro Regional	State or territory housing authority	5250	9
Snowy Monaro Regional	State or territory housing authority	7875	21
Snowy Monaro Regional	State or territory housing authority	10500	3
Snowy Monaro Regional	State or territory housing authority	11812	10
Snowy Monaro Regional	State or territory housing authority	14437	13
Snowy Valleys	(Other)	52	8
Snowy Valleys	(Other)	5250	18
Snowy Valleys	(Other)	7875	20
Snowy Valleys	(Other)	10500	7
Snowy Valleys	(Other)	11812	3
Snowy Valleys	(Other)	14437	16
Snowy Valleys	(Other)	18375	3
Snowy Valleys	Co-op/church group etc	5250	17
Snowy Valleys	Co-op/church group etc	7875	13
Snowy Valleys	Person not in same household	52	13
Snowy Valleys	Person not in same household	3937	4
Snowy Valleys	Person not in same household	5250	40
Snowy Valleys	Person not in same household	7875	80
Snowy Valleys	Person not in same household	10500	73
Snowy Valleys	Person not in same household	11812	57
Snowy Valleys	Person not in same household	14437	56
Snowy Valleys	Person not in same household	18375	23
Snowy Valleys	Person not in same household	23625	3
Snowy Valleys	Person not in same household	49875	6
Snowy Valleys	Real estate agent	52	5
Snowy Valleys	Real estate agent	3937	4
Snowy Valleys	Real estate agent	5250	24
Snowy Valleys	Real estate agent	7875	80
Snowy Valleys	Real estate agent	10500	75
Snowy Valleys	Real estate agent	11812	186
Snowy Valleys	Real estate agent	14437	167
Snowy Valleys	Real estate agent	18375	114
Snowy Valleys	Real estate agent	23625	8
Snowy Valleys	Real estate agent	34125	3
Snowy Valleys	State or territory housing authority	52	3
Snowy Valleys	State or territory housing authority	3937	3
Snowy Valleys	State or territory housing authority	5250	56
Snowy Valleys	State or territory housing authority	7875	42
Snowy Valleys	State or territory housing authority	10500	16
Snowy Valleys	State or territory housing authority	11812	39
Snowy Valleys	State or territory housing authority	14437	3
Strathfield		18375	4
Strathfield		23625	9
Strathfield	(Other)	3937	4
Strathfield	(Other)	5250	51
Strathfield	(Other)	7875	21
Strathfield	(Other)	10500	15
Strathfield	(Other)	11812	20
Strathfield	(Other)	14437	9
Strathfield	(Other)	18375	25
Strathfield	(Other)	23625	26
Strathfield	(Other)	28875	20
Strathfield	(Other)	34125	4
Strathfield	(Other)	39375	6
Strathfield	(Other)	49875	3
Strathfield	Co-op/church group etc	5250	3
Strathfield	Co-op/church group etc	7875	29
Strathfield	Co-op/church group etc	10500	15
Strathfield	Co-op/church group etc	11812	21
Strathfield	Co-op/church group etc	14437	6
Strathfield	Co-op/church group etc	18375	11
Strathfield	Co-op/church group etc	23625	5
Strathfield	Co-op/church group etc	28875	3
Strathfield	Co-op/church group etc	34125	3
Strathfield	Person not in same household	52	5
Strathfield	Person not in same household	5250	21
Strathfield	Person not in same household	7875	45
Strathfield	Person not in same household	10500	28
Strathfield	Person not in same household	11812	43
Strathfield	Person not in same household	14437	51
Strathfield	Person not in same household	18375	117
Strathfield	Person not in same household	23625	160
Strathfield	Person not in same household	28875	70
Strathfield	Person not in same household	34125	36
Strathfield	Person not in same household	39375	24
Strathfield	Person not in same household	44625	9
Strathfield	Person not in same household	49875	14
Strathfield	Real estate agent	5250	32
Strathfield	Real estate agent	7875	32
Strathfield	Real estate agent	10500	28
Strathfield	Real estate agent	11812	52
Strathfield	Real estate agent	14437	275
Strathfield	Real estate agent	18375	1668
Strathfield	Real estate agent	23625	2130
Strathfield	Real estate agent	28875	844
Strathfield	Real estate agent	34125	295
Strathfield	Real estate agent	39375	139
Strathfield	Real estate agent	44625	58
Strathfield	Real estate agent	49875	95
Strathfield	State or territory housing authority	52	9
Strathfield	State or territory housing authority	3937	36
Strathfield	State or territory housing authority	5250	174
Strathfield	State or territory housing authority	7875	55
Strathfield	State or territory housing authority	10500	36
Strathfield	State or territory housing authority	11812	31
Strathfield	State or territory housing authority	14437	11
Strathfield	State or territory housing authority	18375	27
Strathfield	State or territory housing authority	23625	19
Strathfield	State or territory housing authority	28875	4
Sutherland Shire		7875	6
Sutherland Shire		10500	3
Sutherland Shire		11812	3
Sutherland Shire		18375	3
Sutherland Shire		28875	10
Sutherland Shire		34125	4
Sutherland Shire	(Other)	3937	3
Sutherland Shire	(Other)	5250	10
Sutherland Shire	(Other)	7875	11
Sutherland Shire	(Other)	10500	8
Sutherland Shire	(Other)	11812	99
Sutherland Shire	(Other)	14437	56
Sutherland Shire	(Other)	18375	55
Sutherland Shire	(Other)	23625	25
Sutherland Shire	(Other)	28875	18
Sutherland Shire	(Other)	34125	8
Sutherland Shire	(Other)	39375	4
Sutherland Shire	(Other)	49875	4
Sutherland Shire	Co-op/church group etc	52	3
Sutherland Shire	Co-op/church group etc	3937	7
Sutherland Shire	Co-op/church group etc	5250	56
Sutherland Shire	Co-op/church group etc	7875	106
Sutherland Shire	Co-op/church group etc	10500	44
Sutherland Shire	Co-op/church group etc	11812	54
Sutherland Shire	Co-op/church group etc	14437	74
Sutherland Shire	Co-op/church group etc	18375	63
Sutherland Shire	Co-op/church group etc	23625	14
Sutherland Shire	Co-op/church group etc	28875	9
Sutherland Shire	Co-op/church group etc	34125	4
Sutherland Shire	Co-op/church group etc	39375	5
Sutherland Shire	Person not in same household	52	12
Sutherland Shire	Person not in same household	5250	35
Sutherland Shire	Person not in same household	7875	52
Sutherland Shire	Person not in same household	10500	68
Sutherland Shire	Person not in same household	11812	106
Sutherland Shire	Person not in same household	14437	206
Sutherland Shire	Person not in same household	18375	450
Sutherland Shire	Person not in same household	23625	487
Sutherland Shire	Person not in same household	28875	345
Sutherland Shire	Person not in same household	34125	202
Sutherland Shire	Person not in same household	39375	139
Sutherland Shire	Person not in same household	44625	56
Sutherland Shire	Person not in same household	49875	96
Sutherland Shire	Real estate agent	52	15
Sutherland Shire	Real estate agent	5250	4
Sutherland Shire	Real estate agent	7875	19
Sutherland Shire	Real estate agent	10500	19
Sutherland Shire	Real estate agent	11812	74
Sutherland Shire	Real estate agent	14437	427
Sutherland Shire	Real estate agent	18375	2761
Sutherland Shire	Real estate agent	23625	3705
Sutherland Shire	Real estate agent	28875	2721
Sutherland Shire	Real estate agent	34125	1641
Sutherland Shire	Real estate agent	39375	970
Sutherland Shire	Real estate agent	44625	534
Sutherland Shire	Real estate agent	49875	650
Sutherland Shire	State or territory housing authority	52	52
Sutherland Shire	State or territory housing authority	3937	91
Sutherland Shire	State or territory housing authority	5250	679
Sutherland Shire	State or territory housing authority	7875	213
Sutherland Shire	State or territory housing authority	10500	84
Sutherland Shire	State or territory housing authority	11812	97
Sutherland Shire	State or territory housing authority	14437	86
Sutherland Shire	State or territory housing authority	18375	53
Sutherland Shire	State or territory housing authority	23625	30
Sutherland Shire	State or territory housing authority	28875	23
Sutherland Shire	State or territory housing authority	34125	13
Sutherland Shire	State or territory housing authority	39375	3
Sydney		3937	4
Sydney		5250	14
Sydney		7875	3
Sydney		10500	5
Sydney		11812	7
Sydney		14437	4
Sydney		18375	11
Sydney		23625	11
Sydney		28875	10
Sydney		34125	14
Sydney		39375	3
Sydney	(Other)	52	4
Sydney	(Other)	3937	4
Sydney	(Other)	5250	16
Sydney	(Other)	7875	32
Sydney	(Other)	10500	37
Sydney	(Other)	11812	88
Sydney	(Other)	14437	102
Sydney	(Other)	18375	123
Sydney	(Other)	23625	131
Sydney	(Other)	28875	113
Sydney	(Other)	34125	92
Sydney	(Other)	39375	47
Sydney	(Other)	44625	29
Sydney	(Other)	49875	25
Sydney	Co-op/church group etc	52	21
Sydney	Co-op/church group etc	3937	42
Sydney	Co-op/church group etc	5250	169
Sydney	Co-op/church group etc	7875	305
Sydney	Co-op/church group etc	10500	111
Sydney	Co-op/church group etc	11812	135
Sydney	Co-op/church group etc	14437	162
Sydney	Co-op/church group etc	18375	241
Sydney	Co-op/church group etc	23625	96
Sydney	Co-op/church group etc	28875	47
Sydney	Co-op/church group etc	34125	14
Sydney	Co-op/church group etc	39375	8
Sydney	Co-op/church group etc	44625	5
Sydney	Person not in same household	52	11
Sydney	Person not in same household	3937	10
Sydney	Person not in same household	5250	81
Sydney	Person not in same household	7875	147
Sydney	Person not in same household	10500	178
Sydney	Person not in same household	11812	323
Sydney	Person not in same household	14437	578
Sydney	Person not in same household	18375	827
Sydney	Person not in same household	23625	1080
Sydney	Person not in same household	28875	904
Sydney	Person not in same household	34125	746
Sydney	Person not in same household	39375	482
Sydney	Person not in same household	44625	293
Sydney	Person not in same household	49875	609
Sydney	Real estate agent	52	36
Sydney	Real estate agent	3937	6
Sydney	Real estate agent	5250	58
Sydney	Real estate agent	7875	142
Sydney	Real estate agent	10500	141
Sydney	Real estate agent	11812	539
Sydney	Real estate agent	14437	1987
Sydney	Real estate agent	18375	5654
Sydney	Real estate agent	23625	9730
Sydney	Real estate agent	28875	10170
Sydney	Real estate agent	34125	7926
Sydney	Real estate agent	39375	4424
Sydney	Real estate agent	44625	2296
Sydney	Real estate agent	49875	4001
Sydney	State or territory housing authority	52	217
Sydney	State or territory housing authority	3937	588
Sydney	State or territory housing authority	5250	2625
Sydney	State or territory housing authority	7875	726
Sydney	State or territory housing authority	10500	297
Sydney	State or territory housing authority	11812	289
Sydney	State or territory housing authority	14437	196
Sydney	State or territory housing authority	18375	201
Sydney	State or territory housing authority	23625	83
Sydney	State or territory housing authority	28875	32
Sydney	State or territory housing authority	34125	34
Sydney	State or territory housing authority	39375	16
Sydney	State or territory housing authority	44625	7
Sydney	State or territory housing authority	49875	3
Tamworth Regional		5250	5
Tamworth Regional		7875	12
Tamworth Regional		10500	10
Tamworth Regional		11812	15
Tamworth Regional		14437	8
Tamworth Regional		18375	6
Tamworth Regional	(Other)	52	6
Tamworth Regional	(Other)	3937	8
Tamworth Regional	(Other)	5250	18
Tamworth Regional	(Other)	7875	35
Tamworth Regional	(Other)	10500	19
Tamworth Regional	(Other)	11812	16
Tamworth Regional	(Other)	14437	20
Tamworth Regional	(Other)	18375	33
Tamworth Regional	(Other)	23625	10
Tamworth Regional	(Other)	49875	4
Tamworth Regional	Co-op/church group etc	52	7
Tamworth Regional	Co-op/church group etc	3937	5
Tamworth Regional	Co-op/church group etc	5250	27
Tamworth Regional	Co-op/church group etc	7875	58
Tamworth Regional	Co-op/church group etc	10500	28
Tamworth Regional	Co-op/church group etc	11812	49
Tamworth Regional	Co-op/church group etc	14437	31
Tamworth Regional	Co-op/church group etc	18375	13
Tamworth Regional	Person not in same household	52	10
Tamworth Regional	Person not in same household	3937	16
Tamworth Regional	Person not in same household	5250	79
Tamworth Regional	Person not in same household	7875	112
Tamworth Regional	Person not in same household	10500	158
Tamworth Regional	Person not in same household	11812	206
Tamworth Regional	Person not in same household	14437	380
Tamworth Regional	Person not in same household	18375	236
Tamworth Regional	Person not in same household	23625	42
Tamworth Regional	Person not in same household	28875	14
Tamworth Regional	Person not in same household	34125	7
Tamworth Regional	Person not in same household	39375	4
Tamworth Regional	Person not in same household	49875	6
Tamworth Regional	Real estate agent	52	7
Tamworth Regional	Real estate agent	3937	16
Tamworth Regional	Real estate agent	5250	38
Tamworth Regional	Real estate agent	7875	254
Tamworth Regional	Real estate agent	10500	300
Tamworth Regional	Real estate agent	11812	755
Tamworth Regional	Real estate agent	14437	1568
Tamworth Regional	Real estate agent	18375	1452
Tamworth Regional	Real estate agent	23625	276
Tamworth Regional	Real estate agent	28875	60
Tamworth Regional	Real estate agent	34125	17
Tamworth Regional	Real estate agent	39375	3
Tamworth Regional	Real estate agent	49875	7
Tamworth Regional	State or territory housing authority	52	16
Tamworth Regional	State or territory housing authority	3937	15
Tamworth Regional	State or territory housing authority	5250	65
Tamworth Regional	State or territory housing authority	7875	147
Tamworth Regional	State or territory housing authority	10500	59
Tamworth Regional	State or territory housing authority	11812	140
Tamworth Regional	State or territory housing authority	14437	106
Tamworth Regional	State or territory housing authority	18375	24
Tamworth Regional	State or territory housing authority	23625	3
Temora	(Other)	52	6
Temora	(Other)	3937	3
Temora	(Other)	5250	4
Temora	(Other)	7875	8
Temora	(Other)	10500	4
Temora	(Other)	11812	3
Temora	Co-op/church group etc	3937	14
Temora	Co-op/church group etc	5250	3
Temora	Co-op/church group etc	7875	7
Temora	Person not in same household	52	6
Temora	Person not in same household	3937	4
Temora	Person not in same household	5250	26
Temora	Person not in same household	7875	26
Temora	Person not in same household	10500	31
Temora	Person not in same household	11812	33
Temora	Person not in same household	14437	20
Temora	Person not in same household	18375	9
Temora	Real estate agent	5250	13
Temora	Real estate agent	7875	29
Temora	Real estate agent	10500	21
Temora	Real estate agent	11812	84
Temora	Real estate agent	14437	87
Temora	Real estate agent	18375	20
Temora	State or territory housing authority	3937	8
Temora	State or territory housing authority	5250	17
Temora	State or territory housing authority	7875	12
Temora	State or territory housing authority	10500	7
Tenterfield	(Other)	5250	4
Tenterfield	(Other)	7875	3
Tenterfield	(Other)	11812	3
Tenterfield	(Other)	18375	5
Tenterfield	Co-op/church group etc	5250	11
Tenterfield	Co-op/church group etc	7875	8
Tenterfield	Co-op/church group etc	10500	4
Tenterfield	Co-op/church group etc	11812	8
Tenterfield	Person not in same household	52	7
Tenterfield	Person not in same household	3937	3
Tenterfield	Person not in same household	5250	17
Tenterfield	Person not in same household	7875	31
Tenterfield	Person not in same household	10500	18
Tenterfield	Person not in same household	11812	43
Tenterfield	Person not in same household	14437	20
Tenterfield	Real estate agent	5250	10
Tenterfield	Real estate agent	7875	26
Tenterfield	Real estate agent	10500	27
Tenterfield	Real estate agent	11812	69
Tenterfield	Real estate agent	14437	65
Tenterfield	Real estate agent	18375	37
Tenterfield	State or territory housing authority	5250	8
Tenterfield	State or territory housing authority	7875	13
Tenterfield	State or territory housing authority	10500	3
Tenterfield	State or territory housing authority	11812	8
The Hills Shire		5250	3
The Hills Shire		11812	7
The Hills Shire		18375	6
The Hills Shire		23625	4
The Hills Shire	(Other)	52	4
The Hills Shire	(Other)	5250	7
The Hills Shire	(Other)	7875	10
The Hills Shire	(Other)	10500	6
The Hills Shire	(Other)	11812	40
The Hills Shire	(Other)	14437	44
The Hills Shire	(Other)	18375	41
The Hills Shire	(Other)	23625	18
The Hills Shire	(Other)	28875	12
The Hills Shire	(Other)	34125	7
The Hills Shire	(Other)	39375	3
The Hills Shire	(Other)	44625	4
The Hills Shire	(Other)	49875	6
The Hills Shire	Co-op/church group etc	5250	3
The Hills Shire	Co-op/church group etc	7875	22
The Hills Shire	Co-op/church group etc	10500	17
The Hills Shire	Co-op/church group etc	11812	6
The Hills Shire	Co-op/church group etc	14437	16
The Hills Shire	Co-op/church group etc	18375	20
The Hills Shire	Co-op/church group etc	23625	5
The Hills Shire	Person not in same household	52	11
The Hills Shire	Person not in same household	3937	3
The Hills Shire	Person not in same household	5250	27
The Hills Shire	Person not in same household	7875	33
The Hills Shire	Person not in same household	10500	36
The Hills Shire	Person not in same household	11812	67
The Hills Shire	Person not in same household	14437	102
The Hills Shire	Person not in same household	18375	240
The Hills Shire	Person not in same household	23625	272
The Hills Shire	Person not in same household	28875	243
The Hills Shire	Person not in same household	34125	164
The Hills Shire	Person not in same household	39375	71
The Hills Shire	Person not in same household	44625	38
The Hills Shire	Person not in same household	49875	51
The Hills Shire	Real estate agent	52	10
The Hills Shire	Real estate agent	5250	9
The Hills Shire	Real estate agent	7875	12
The Hills Shire	Real estate agent	10500	13
The Hills Shire	Real estate agent	11812	43
The Hills Shire	Real estate agent	14437	116
The Hills Shire	Real estate agent	18375	872
The Hills Shire	Real estate agent	23625	2299
The Hills Shire	Real estate agent	28875	3181
The Hills Shire	Real estate agent	34125	1946
The Hills Shire	Real estate agent	39375	793
The Hills Shire	Real estate agent	44625	383
The Hills Shire	Real estate agent	49875	347
The Hills Shire	State or territory housing authority	52	3
The Hills Shire	State or territory housing authority	3937	5
The Hills Shire	State or territory housing authority	5250	39
The Hills Shire	State or territory housing authority	7875	25
The Hills Shire	State or territory housing authority	10500	14
The Hills Shire	State or territory housing authority	11812	24
The Hills Shire	State or territory housing authority	14437	11
The Hills Shire	State or territory housing authority	18375	19
The Hills Shire	State or territory housing authority	23625	4
The Hills Shire	State or territory housing authority	28875	4
The Hills Shire	State or territory housing authority	49875	6
Tweed		5250	4
Tweed		10500	5
Tweed		11812	5
Tweed		14437	6
Tweed		18375	8
Tweed		23625	3
Tweed		28875	7
Tweed		34125	3
Tweed	(Other)	52	8
Tweed	(Other)	3937	4
Tweed	(Other)	5250	27
Tweed	(Other)	7875	80
Tweed	(Other)	10500	27
Tweed	(Other)	11812	82
Tweed	(Other)	14437	64
Tweed	(Other)	18375	145
Tweed	(Other)	23625	84
Tweed	(Other)	28875	20
Tweed	(Other)	34125	3
Tweed	(Other)	44625	4
Tweed	Co-op/church group etc	52	3
Tweed	Co-op/church group etc	3937	4
Tweed	Co-op/church group etc	5250	28
Tweed	Co-op/church group etc	7875	54
Tweed	Co-op/church group etc	10500	17
Tweed	Co-op/church group etc	11812	30
Tweed	Co-op/church group etc	14437	41
Tweed	Co-op/church group etc	18375	32
Tweed	Co-op/church group etc	23625	12
Tweed	Co-op/church group etc	34125	3
Tweed	Person not in same household	52	11
Tweed	Person not in same household	3937	10
Tweed	Person not in same household	5250	59
Tweed	Person not in same household	7875	111
Tweed	Person not in same household	10500	143
Tweed	Person not in same household	11812	211
Tweed	Person not in same household	14437	378
Tweed	Person not in same household	18375	621
Tweed	Person not in same household	23625	420
