LGA_NAME16	HomeCensusNight	Sex	persons
Murweh	1	F	1910
Murweh	1	M	1771
Napranum	0	F	31
Napranum	0	M	28
Napranum	1	F	416
Napranum	1	M	410
Noosa	0	F	1380
Noosa	0	M	1596
Noosa	1	F	27576
Noosa	1	M	25745
North Burnett	0	F	280
North Burnett	0	M	311
North Burnett	1	F	4689
North Burnett	1	M	4787
Northern Peninsula Area	0	F	118
Northern Peninsula Area	0	M	87
Northern Peninsula Area	1	F	1312
Northern Peninsula Area	1	M	1258
Palm Island	0	F	66
Palm Island	0	M	60
Palm Island	1	F	1025
Palm Island	1	M	950
Paroo	0	F	52
Paroo	0	M	49
Paroo	1	F	800
Paroo	1	M	788
Pormpuraaw	0	F	14
Pormpuraaw	0	M	20
Pormpuraaw	1	F	288
Pormpuraaw	1	M	291
Quilpie	0	F	32
Quilpie	0	M	38
Quilpie	1	F	311
Quilpie	1	M	318
Redland	0	F	2465
Redland	0	M	3068
Redland	1	F	79033
Redland	1	M	74657
Richmond	0	F	26
Richmond	0	M	46
Richmond	1	F	347
Richmond	1	M	344
Rockhampton	0	F	1816
Rockhampton	0	M	3199
Rockhampton	1	F	39668
Rockhampton	1	M	37288
Scenic Rim	0	F	677
Scenic Rim	0	M	874
Scenic Rim	1	F	21040
Scenic Rim	1	M	20384
Somerset	0	F	411
Somerset	0	M	615
Somerset	1	F	11995
Somerset	1	M	12035
South Burnett	0	F	835
South Burnett	0	M	979
South Burnett	1	F	15662
South Burnett	1	M	15514
Southern Downs	0	F	826
Southern Downs	0	M	1018
Southern Downs	1	F	17610
Southern Downs	1	M	16839
Sunshine Coast	0	F	6710
Sunshine Coast	0	M	8459
Sunshine Coast	1	F	171168
Sunshine Coast	1	M	156205
Tablelands	0	F	652
Tablelands	0	M	802
Tablelands	1	F	12644
Tablelands	1	M	12147
Toowoomba	0	F	3505
Toowoomba	0	M	4366
Toowoomba	1	F	85876
Toowoomba	1	M	79460
Torres	0	F	117
Torres	0	M	152
Torres	1	F	1597
Torres	1	M	1555
Torres Strait Island	0	F	230
Torres Strait Island	0	M	225
Torres Strait Island	1	F	1846
Torres Strait Island	1	M	1824
Townsville	0	F	3807
Townsville	0	M	6252
Townsville	1	F	92747
Townsville	1	M	89963
Weipa	0	F	121
Weipa	0	M	148
Weipa	1	F	1823
Weipa	1	M	2016
Western Downs	0	F	839
Western Downs	0	M	1173
Western Downs	1	F	15842
Western Downs	1	M	15994
Whitsunday	0	F	1270
Whitsunday	0	M	1845
Whitsunday	1	F	16766
Whitsunday	1	M	17278
Winton	0	F	60
Winton	0	M	63
Winton	1	F	524
Winton	1	M	479
Woorabinda	0	F	18
Woorabinda	0	M	29
Woorabinda	1	F	520
Woorabinda	1	M	447
Wujal Wujal	0	F	8
Wujal Wujal	1	F	147
Wujal Wujal	1	M	128
Yarrabah	0	F	54
Yarrabah	0	M	48
Yarrabah	1	F	1234
Yarrabah	1	M	1170
No usual address (Qld)	0	F	6807
No usual address (Qld)	0	M	7861
Migratory - Offshore - Shipping (Qld)	0	F	23
Migratory - Offshore - Shipping (Qld)	0	M	45
Migratory - Offshore - Shipping (Qld)	1	F	12
Migratory - Offshore - Shipping (Qld)	1	M	108
Adelaide	0	F	525
Adelaide	0	M	579
Adelaide	1	F	11734
Adelaide	1	M	12197
Adelaide Hills	0	F	844
Adelaide Hills	0	M	1066
Adelaide Hills	1	F	19761
Adelaide Hills	1	M	19205
Adelaide Plains	0	F	166
Adelaide Plains	0	M	263
Adelaide Plains	1	F	4537
Adelaide Plains	1	M	4873
Alexandrina	0	F	800
Alexandrina	0	M	1001
Alexandrina	1	F	13908
Alexandrina	1	M	13023
Anangu Pitjantjatjara Yunkunytjatjara	0	F	94
Anangu Pitjantjatjara Yunkunytjatjara	0	M	59
Anangu Pitjantjatjara Yunkunytjatjara	1	F	1173
Anangu Pitjantjatjara Yunkunytjatjara	1	M	1010
Barossa	0	F	517
Barossa	0	M	616
Barossa	1	F	12192
Barossa	1	M	11740
Barunga West	0	F	71
Barunga West	0	M	88
Barunga West	1	F	1219
Barunga West	1	M	1242
Berri Barmera	0	F	243
Berri Barmera	0	M	257
Berri Barmera	1	F	5022
Berri Barmera	1	M	4957
Burnside	0	F	713
Burnside	0	M	766
Burnside	1	F	23338
Burnside	1	M	21217
Campbelltown (SA)	0	F	647
Campbelltown (SA)	0	M	726
Campbelltown (SA)	1	F	27555
Campbelltown (SA)	1	M	25872
Ceduna	0	F	92
Ceduna	0	M	130
Ceduna	1	F	1633
Ceduna	1	M	1646
Charles Sturt	0	F	2007
Charles Sturt	0	M	2243
Charles Sturt	1	F	60432
Charles Sturt	1	M	57161
Clare and Gilbert Valleys	0	F	266
Clare and Gilbert Valleys	0	M	280
Clare and Gilbert Valleys	1	F	4395
Clare and Gilbert Valleys	1	M	4251
Cleve	0	F	54
Cleve	0	M	61
Cleve	1	F	787
Cleve	1	M	845
Coober Pedy	0	F	44
Coober Pedy	0	M	72
Coober Pedy	1	F	623
Coober Pedy	1	M	824
Copper Coast	0	F	463
Copper Coast	0	M	617
Copper Coast	1	F	7133
Copper Coast	1	M	6834
Elliston	0	F	53
Elliston	0	M	59
Elliston	1	F	417
Elliston	1	M	482
Flinders Ranges	0	F	65
Flinders Ranges	0	M	93
Flinders Ranges	1	F	766
Flinders Ranges	1	M	718
Franklin Harbour	0	F	64
Franklin Harbour	0	M	82
Franklin Harbour	1	F	559
Franklin Harbour	1	M	589
Gawler	0	F	439
Gawler	0	M	521
Gawler	1	F	12478
Gawler	1	M	11556
Goyder	0	F	105
Goyder	0	M	141
Goyder	1	F	1902
Goyder	1	M	1914
Grant	0	F	212
Grant	0	M	264
Grant	1	F	3669
Grant	1	M	4489
Holdfast Bay	0	F	885
Holdfast Bay	0	M	967
Holdfast Bay	1	F	18742
Holdfast Bay	1	M	16958
Kangaroo Island	0	F	226
Kangaroo Island	0	M	268
Kangaroo Island	1	F	2135
Kangaroo Island	1	M	2258
Karoonda East Murray	0	F	30
Karoonda East Murray	0	M	38
Karoonda East Murray	1	F	436
Karoonda East Murray	1	M	506
Kimba	0	F	34
Kimba	0	M	52
Kimba	1	F	462
Kimba	1	M	485
Kingston (SA)	0	F	103
Kingston (SA)	0	M	115
Kingston (SA)	1	F	1053
Kingston (SA)	1	M	1060
Light	0	F	291
Light	0	M	393
Light	1	F	7555
Light	1	M	7552
Lower Eyre Peninsula	0	F	208
Lower Eyre Peninsula	0	M	279
Lower Eyre Peninsula	1	F	2577
Lower Eyre Peninsula	1	M	2845
Loxton Waikerie	0	F	259
Loxton Waikerie	0	M	326
Loxton Waikerie	1	F	5528
Loxton Waikerie	1	M	5553
Maralinga Tjarutja	0	F	8
Maralinga Tjarutja	0	M	3
Maralinga Tjarutja	1	F	40
Maralinga Tjarutja	1	M	40
Marion	0	F	1479
Marion	0	M	1800
Marion	1	F	47622
Marion	1	M	43819
Mid Murray	0	F	254
Mid Murray	0	M	355
Mid Murray	1	F	4050
Mid Murray	1	M	4506
Mitcham	0	F	1194
Mitcham	0	M	1291
Mitcham	1	F	33537
Mitcham	1	M	31598
Mount Barker	0	F	747
Mount Barker	0	M	931
Mount Barker	1	F	19378
Mount Barker	1	M	18164
Mount Gambier	0	F	675
Mount Gambier	0	M	673
Mount Gambier	1	F	13265
Mount Gambier	1	M	12267
Mount Remarkable	0	F	77
Mount Remarkable	0	M	116
Mount Remarkable	1	F	1345
Mount Remarkable	1	M	1327
Murray Bridge	0	F	457
Murray Bridge	0	M	555
Murray Bridge	1	F	10330
Murray Bridge	1	M	10315
Naracoorte Lucindale	0	F	234
Naracoorte Lucindale	0	M	264
Naracoorte Lucindale	1	F	3949
Naracoorte Lucindale	1	M	4248
Northern Areas	0	F	114
Northern Areas	0	M	146
Northern Areas	1	F	2143
Northern Areas	1	M	2167
Norwood Payneham and St Peters	0	F	701
Norwood Payneham and St Peters	0	M	666
Norwood Payneham and St Peters	1	F	18726
Norwood Payneham and St Peters	1	M	17405
Onkaparinga	0	F	3053
Onkaparinga	0	M	3746
Onkaparinga	1	F	86367
Onkaparinga	1	M	82041
Orroroo Carrieton	0	F	30
Orroroo Carrieton	0	M	39
Orroroo Carrieton	1	F	411
Orroroo Carrieton	1	M	390
Peterborough	0	F	57
Peterborough	0	M	68
Peterborough	1	F	763
Peterborough	1	M	753
Playford	0	F	1432
Playford	0	M	1923
Playford	1	F	48684
Playford	1	M	47155
Port Adelaide Enfield	0	F	1884
Port Adelaide Enfield	0	M	2218
Port Adelaide Enfield	1	F	64464
Port Adelaide Enfield	1	M	63834
Port Augusta	0	F	367
Port Augusta	0	M	544
Port Augusta	1	F	6323
Port Augusta	1	M	6604
Port Lincoln	0	F	479
Port Lincoln	0	M	598
Port Lincoln	1	F	6854
Port Lincoln	1	M	6471
Port Pirie	0	F	435
Port Pirie	0	M	515
Port Pirie	1	F	8332
Port Pirie	1	M	8002
Prospect	0	F	326
Prospect	0	M	337
Prospect	1	F	10823
Prospect	1	M	10781
Renmark Paringa	0	F	206
Renmark Paringa	0	M	245
Renmark Paringa	1	F	4651
Renmark Paringa	1	M	4687
Robe	0	F	83
Robe	0	M	74
Robe	1	F	702
Robe	1	M	684
Roxby Downs	0	F	102
Roxby Downs	0	M	170
Roxby Downs	1	F	1710
Roxby Downs	1	M	1999
Salisbury	0	F	1964
Salisbury	0	M	2426
Salisbury	1	F	70823
Salisbury	1	M	70593
Southern Mallee	0	F	52
Southern Mallee	0	M	55
Southern Mallee	1	F	893
Southern Mallee	1	M	974
Streaky Bay	0	F	111
Streaky Bay	0	M	143
Streaky Bay	1	F	931
Streaky Bay	1	M	977
Tatiara	0	F	174
Tatiara	0	M	214
Tatiara	1	F	3131
Tatiara	1	M	3375
Tea Tree Gully	0	F	1396
Tea Tree Gully	0	M	1735
Tea Tree Gully	1	F	50017
Tea Tree Gully	1	M	48019
Coorong	0	F	130
Coorong	0	M	182
Coorong	1	F	2475
Coorong	1	M	2677
Tumby Bay	0	F	98
Tumby Bay	0	M	114
Tumby Bay	1	F	1325
Tumby Bay	1	M	1267
Unley	0	F	740
Unley	0	M	705
Unley	1	F	19626
Unley	1	M	17569
Victor Harbor	0	F	448
Victor Harbor	0	M	492
Victor Harbor	1	F	8107
Victor Harbor	1	M	7089
Wakefield	0	F	123
Wakefield	0	M	166
Wakefield	1	F	3229
Wakefield	1	M	3262
Walkerville	0	F	138
Walkerville	0	M	153
Walkerville	1	F	4128
Walkerville	1	M	3607
Wattle Range	0	F	330
Wattle Range	0	M	399
Wattle Range	1	F	5545
Wattle Range	1	M	5611
West Torrens	0	F	989
West Torrens	0	M	1107
West Torrens	1	F	30425
West Torrens	1	M	29179
Whyalla	0	F	491
Whyalla	0	M	571
Whyalla	1	F	10080
Whyalla	1	M	10099
Wudinna	0	F	40
Wudinna	0	M	34
Wudinna	1	F	542
Wudinna	1	M	517
Yankalilla	0	F	170
Yankalilla	0	M	178
Yankalilla	1	F	2767
Yankalilla	1	M	2725
Yorke Peninsula	0	F	428
Yorke Peninsula	0	M	495
Yorke Peninsula	1	F	5202
Yorke Peninsula	1	M	5471
Unincorporated SA	0	F	110
Unincorporated SA	0	M	160
Unincorporated SA	1	F	1161
Unincorporated SA	1	M	1575
No usual address (SA)	0	F	1506
No usual address (SA)	0	M	1873
Migratory - Offshore - Shipping (SA)	1	M	12
Albany	0	F	1336
Albany	0	M	1657
Albany	1	F	18399
Albany	1	M	17374
Armadale	0	F	1453
Armadale	0	M	2384
Armadale	1	F	46123
Armadale	1	M	44221
Ashburton	0	F	246
Ashburton	0	M	294
Ashburton	1	F	2855
Ashburton	1	M	4005
Augusta Margaret River	0	F	768
Augusta Margaret River	0	M	1057
Augusta Margaret River	1	F	7641
Augusta Margaret River	1	M	7329
Bassendean	0	F	303
Bassendean	0	M	453
Bassendean	1	F	7833
Bassendean	1	M	7349
Bayswater	0	F	1298
Bayswater	0	M	1773
Bayswater	1	F	33595
Bayswater	1	M	32611
Belmont	0	F	862
Belmont	0	M	1327
Belmont	1	F	19984
Belmont	1	M	20086
Beverley	0	F	63
Beverley	0	M	90
Beverley	1	F	772
Beverley	1	M	768
Boddington	0	F	46
Boddington	0	M	82
Boddington	1	F	783
Boddington	1	M	806
Boyup Brook	0	F	66
Boyup Brook	0	M	75
Boyup Brook	1	F	852
Boyup Brook	1	M	836
Bridgetown-Greenbushes	0	F	177
Bridgetown-Greenbushes	0	M	238
Bridgetown-Greenbushes	1	F	2470
Bridgetown-Greenbushes	1	M	2353
Brookton	0	F	30
Brookton	0	M	38
Brookton	1	F	424
Brookton	1	M	435
Broome	0	F	608
Broome	0	M	723
Broome	1	F	8096
Broome	1	M	7540
Broomehill-Tambellup	0	F	44
Broomehill-Tambellup	0	M	28
Broomehill-Tambellup	1	F	480
Broomehill-Tambellup	1	M	501
Bruce Rock	0	F	46
Bruce Rock	0	M	46
Bruce Rock	1	F	427
Bruce Rock	1	M	456
Bunbury	0	F	967
Bunbury	0	M	1279
Bunbury	1	F	15820
Bunbury	1	M	14919
Busselton	0	F	1559
Busselton	0	M	2187
Busselton	1	F	19337
Busselton	1	M	17561
Cambridge	0	F	658
Cambridge	0	M	698
Cambridge	1	F	14150
Cambridge	1	M	13368
Canning	0	F	1395
Canning	0	M	2069
Canning	1	F	46446
Canning	1	M	45952
Capel	0	F	474
Capel	0	M	722
Capel	1	F	8817
Capel	1	M	8163
Carnamah	0	F	29
Carnamah	0	M	36
Carnamah	1	F	232
Carnamah	1	M	261
Carnarvon	0	F	188
Carnarvon	0	M	213
Carnarvon	1	F	2332
Carnarvon	1	M	2516
Chapman Valley	0	F	37
Chapman Valley	0	M	77
Chapman Valley	1	F	711
Chapman Valley	1	M	733
Chittering	0	F	149
Chittering	0	M	281
Chittering	1	F	2776
Chittering	1	M	2728
Christmas Island	0	F	35
Christmas Island	0	M	51
Christmas Island	1	F	643
Christmas Island	1	M	954
Claremont	0	F	299
Claremont	0	M	367
Claremont	1	F	5612
Claremont	1	M	5016
Cockburn	0	F	2047
Cockburn	0	M	3251
Cockburn	1	F	57863
Cockburn	1	M	54928
Cocos Islands	0	F	14
Cocos Islands	0	M	29
Cocos Islands	1	F	271
Cocos Islands	1	M	275
Collie	0	F	286
Collie	0	M	392
Collie	1	F	4056
Collie	1	M	4069
Coolgardie	0	F	69
Coolgardie	0	M	91
Coolgardie	1	F	1530
Coolgardie	1	M	1785
Coorow	0	F	53
Coorow	0	M	69
Coorow	1	F	428
Coorow	1	M	506
Corrigin	0	F	46
Corrigin	0	M	55
Corrigin	1	F	453
Corrigin	1	M	448
Cottesloe	0	F	276
Cottesloe	0	M	331
Cottesloe	1	F	3747
Cottesloe	1	M	3615
Cranbrook	0	F	61
Cranbrook	0	M	62
Cranbrook	1	F	466
Cranbrook	1	M	511
Cuballing	0	F	26
Cuballing	0	M	43
Cuballing	1	F	399
Cuballing	1	M	426
Cue	0	F	6
Cue	0	M	13
Cue	1	F	69
Cue	1	M	133
Cunderdin	0	F	51
Cunderdin	0	M	67
Cunderdin	1	F	574
Cunderdin	1	M	615
Dalwallinu	0	F	58
Dalwallinu	0	M	56
Dalwallinu	1	F	601
Dalwallinu	1	M	664
Dandaragan	0	F	171
Dandaragan	0	M	263
Dandaragan	1	F	1399
Dandaragan	1	M	1525
Dardanup	0	F	384
Dardanup	0	M	643
Dardanup	1	F	7021
Dardanup	1	M	6640
Denmark	0	F	286
Denmark	0	M	368
Denmark	1	F	2937
Denmark	1	M	2709
Derby-West Kimberley	0	F	234
Derby-West Kimberley	0	M	232
Derby-West Kimberley	1	F	3279
Derby-West Kimberley	1	M	3333
Donnybrook-Balingup	0	F	216
Donnybrook-Balingup	0	M	290
Donnybrook-Balingup	1	F	2894
Donnybrook-Balingup	1	M	2751
Dowerin	0	F	23
Dowerin	0	M	33
Dowerin	1	F	314
Dowerin	1	M	340
Dumbleyung	0	F	36
Dumbleyung	0	M	33
Dumbleyung	1	F	290
Dumbleyung	1	M	324
Dundas	0	F	34
Dundas	0	M	42
Dundas	1	F	276
Dundas	1	M	330
East Fremantle	0	F	181
East Fremantle	0	M	243
East Fremantle	1	F	3916
East Fremantle	1	M	3473
East Pilbara	0	F	218
East Pilbara	0	M	260
East Pilbara	1	F	3287
East Pilbara	1	M	5998
Esperance	0	F	537
Esperance	0	M	677
Esperance	1	F	6362
Esperance	1	M	6310
Exmouth	0	F	96
Exmouth	0	M	169
Exmouth	1	F	1383
Exmouth	1	M	1436
Fremantle	0	F	953
Fremantle	0	M	1180
Fremantle	1	F	15468
Fremantle	1	M	14330
Gingin	0	F	237
Gingin	0	M	382
Gingin	1	F	2426
Gingin	1	M	2533
Gnowangerup	0	F	32
Gnowangerup	0	M	41
Gnowangerup	1	F	525
Gnowangerup	1	M	608
Goomalling	0	F	16
Goomalling	0	M	38
Goomalling	1	F	454
Goomalling	1	M	446
Gosnells	0	F	1742
Gosnells	0	M	2699
Gosnells	1	F	61142
Gosnells	1	M	60787
Greater Geraldton	0	F	1186
Greater Geraldton	0	M	1718
Greater Geraldton	1	F	18802
Greater Geraldton	1	M	17788
Halls Creek	0	F	113
Halls Creek	0	M	111
Halls Creek	1	F	1675
Halls Creek	1	M	1668
Harvey	0	F	791
Harvey	0	M	1235
Harvey	1	F	13495
Harvey	1	M	13050
Irwin	0	F	160
Irwin	0	M	218
Irwin	1	F	1685
Irwin	1	M	1613
Jerramungup	0	F	56
Jerramungup	0	M	77
Jerramungup	1	F	485
Jerramungup	1	M	542
Joondalup	0	F	2879
Joondalup	0	M	4698
Joondalup	1	F	77934
Joondalup	1	M	74500
Kalamunda	0	F	1119
Kalamunda	0	M	1801
Kalamunda	1	F	28535
Kalamunda	1	M	27304
Kalgoorlie-Boulder	0	F	714
Kalgoorlie-Boulder	0	M	960
Kalgoorlie-Boulder	1	F	13151
Kalgoorlie-Boulder	1	M	14477
Karratha	0	F	564
Karratha	0	M	633
Karratha	1	F	9603
Karratha	1	M	11402
Katanning	0	F	90
Katanning	0	M	128
Katanning	1	F	1882
Katanning	1	M	1959
Kellerberrin	0	F	39
Kellerberrin	0	M	50
Kellerberrin	1	F	512
Kellerberrin	1	M	539
Kent	0	F	14
Kent	0	M	28
Kent	1	F	201
Kent	1	M	242
Kojonup	0	F	68
Kojonup	0	M	77
Kojonup	1	F	857
Kojonup	1	M	902
Kondinin	0	F	43
Kondinin	0	M	53
Kondinin	1	F	343
Kondinin	1	M	403
Koorda	0	F	15
Koorda	0	M	21
Koorda	1	F	140
Koorda	1	M	180
Kulin	0	F	45
Kulin	0	M	40
Kulin	1	F	326
Kulin	1	M	360
Kwinana	0	F	735
Kwinana	0	M	1285
Kwinana	1	F	21652
Kwinana	1	M	22201
Lake Grace	0	F	63
Lake Grace	0	M	65
Lake Grace	1	F	518
Lake Grace	1	M	615
Laverton	0	F	34
Laverton	0	M	71
Laverton	1	F	385
Laverton	1	M	839
Leonora	0	F	49
Leonora	0	M	71
Leonora	1	F	553
Leonora	1	M	911
Mandurah	0	F	2810
Mandurah	0	M	4287
Mandurah	1	F	44124
Mandurah	1	M	39078
Manjimup	0	F	380
Manjimup	0	M	431
Manjimup	1	F	4149
Manjimup	1	M	4141
Meekatharra	0	F	30
Meekatharra	0	M	41
Meekatharra	1	F	453
Meekatharra	1	M	673
Melville	0	F	1869
Melville	0	M	2658
Melville	1	F	52007
Melville	1	M	46984
Menzies	0	F	18
Menzies	0	M	29
Menzies	1	F	113
Menzies	1	M	370
Merredin	0	F	103
Merredin	0	M	135
Merredin	1	F	1412
Merredin	1	M	1468
Mingenew	0	F	11
Mingenew	0	M	21
Mingenew	1	F	169
Mingenew	1	M	203
Moora	0	F	88
Moora	0	M	102
Moora	1	F	1047
Moora	1	M	1052
Morawa	0	F	24
Morawa	0	M	19
Morawa	1	F	302
Morawa	1	M	308
Mosman Park	0	F	256
Mosman Park	0	M	299
Mosman Park	1	F	4561
Mosman Park	1	M	4050
Mount Magnet	0	F	15
Mount Magnet	0	M	23
Mount Magnet	1	F	279
Mount Magnet	1	M	343
Mount Marshall	0	F	25
Mount Marshall	0	M	26
Mount Marshall	1	F	194
Mount Marshall	1	M	218
Mukinbudin	0	F	9
Mukinbudin	0	M	29
Mukinbudin	1	F	254
Mukinbudin	1	M	288
Mundaring	0	F	876
Mundaring	0	M	1453
Mundaring	1	F	17958
Mundaring	1	M	18879
Murchison	0	F	5
Murchison	0	M	10
Murchison	1	F	44
Murchison	1	M	49
Murray	0	F	586
Murray	0	M	943
Murray	1	F	8509
Murray	1	M	8026
Nannup	0	F	52
Nannup	0	M	78
Nannup	1	F	698
Nannup	1	M	714
Narembeen	0	F	33
Narembeen	0	M	54
Narembeen	1	F	338
Narembeen	1	M	360
Narrogin	0	F	138
Narrogin	0	M	183
Narrogin	1	F	2283
Narrogin	1	M	2167
Nedlands	0	F	485
Nedlands	0	M	503
Nedlands	1	F	10729
Nedlands	1	M	10416
Ngaanyatjarraku	0	F	57
Ngaanyatjarraku	0	M	43
Ngaanyatjarraku	1	F	641
Ngaanyatjarraku	1	M	611
Northam	0	F	255
Northam	0	M	436
Northam	1	F	5361
Northam	1	M	5309
Northampton	0	F	154
Northampton	0	M	219
Northampton	1	F	1372
Northampton	1	M	1482
Nungarin	0	F	10
Nungarin	0	M	17
Nungarin	1	F	112
Nungarin	1	M	116
Peppermint Grove	0	F	38
Peppermint Grove	0	M	50
Peppermint Grove	1	F	876
Peppermint Grove	1	M	631
Perenjori	0	F	9
Perenjori	0	M	17
Perenjori	1	F	224
Perenjori	1	M	369
Perth	0	F	703
Perth	0	M	1070
Perth	1	F	12769
Perth	1	M	13924
Pingelly	0	F	42
Pingelly	0	M	41
Pingelly	1	F	460
Pingelly	1	M	491
Plantagenet	0	F	173
Plantagenet	0	M	227
Plantagenet	1	F	2437
Plantagenet	1	M	2548
Port Hedland	0	F	480
Port Hedland	0	M	531
Port Hedland	1	F	6972
Port Hedland	1	M	7706
Quairading	0	F	42
Quairading	0	M	35
Quairading	1	F	462
Quairading	1	M	416
Ravensthorpe	0	F	107
Ravensthorpe	0	M	98
Ravensthorpe	1	F	879
Ravensthorpe	1	M	996
Rockingham	0	F	2821
Rockingham	0	M	5390
Rockingham	1	F	65770
Rockingham	1	M	61693
Sandstone	0	F	4
Sandstone	0	M	9
Sandstone	1	F	33
Sandstone	1	M	68
Serpentine-Jarrahdale	0	F	608
Serpentine-Jarrahdale	0	M	1079
Serpentine-Jarrahdale	1	F	15493
Serpentine-Jarrahdale	1	M	14996
Shark Bay	0	F	43
Shark Bay	0	M	56
Shark Bay	1	F	466
Shark Bay	1	M	467
South Perth	0	F	1053
South Perth	0	M	1249
South Perth	1	F	21111
South Perth	1	M	19993
Stirling	0	F	4246
Stirling	0	M	5683
Stirling	1	F	112258
Stirling	1	M	104183
Subiaco	0	F	415
Subiaco	0	M	416
Subiaco	1	F	8631
Subiaco	1	M	7808
Swan	0	F	2606
Swan	0	M	4515
Swan	1	F	74378
Swan	1	M	71482
Tammin	0	F	17
Tammin	0	M	17
Tammin	1	F	159
Tammin	1	M	197
Three Springs	0	F	21
Three Springs	0	M	24
Three Springs	1	F	253
Three Springs	1	M	278
Toodyay	0	F	141
Toodyay	0	M	262
Toodyay	1	F	2088
Toodyay	1	M	2108
Trayning	0	F	19
Trayning	0	M	12
Trayning	1	F	124
Trayning	1	M	141
Upper Gascoyne	0	F	3
Upper Gascoyne	0	M	8
Upper Gascoyne	1	F	74
Upper Gascoyne	1	M	86
Victoria Park	0	F	758
Victoria Park	0	M	1009
Victoria Park	1	F	17718
Victoria Park	1	M	17407
Victoria Plains	0	F	42
Victoria Plains	0	M	47
Victoria Plains	1	F	342
Victoria Plains	1	M	372
Vincent	0	F	848
Vincent	0	M	1175
Vincent	1	F	17447
Vincent	1	M	17069
Wagin	0	F	72
Wagin	0	M	84
Wagin	1	F	798
Wagin	1	M	801
Wandering	0	F	9
Wandering	0	M	31
Wandering	1	F	235
Wandering	1	M	254
Wanneroo	0	F	3243
Wanneroo	0	M	5966
Wanneroo	1	F	103061
Wanneroo	1	M	96845
Waroona	0	F	139
Waroona	0	M	211
Waroona	1	F	1979
Waroona	1	M	1901
West Arthur	0	F	29
West Arthur	0	M	24
West Arthur	1	F	329
West Arthur	1	M	390
Westonia	0	F	9
Westonia	0	M	8
Westonia	1	F	115
Westonia	1	M	110
Wickepin	0	F	32
Wickepin	0	M	39
Wickepin	1	F	301
Wickepin	1	M	326
Williams	0	F	27
Williams	0	M	43
Williams	1	F	470
Williams	1	M	476
Wiluna	0	F	18
Wiluna	0	M	19
Wiluna	1	F	170
Wiluna	1	M	328
Wongan-Ballidu	0	F	39
Wongan-Ballidu	0	M	57
Wongan-Ballidu	1	F	562
Wongan-Ballidu	1	M	638
Woodanilling	0	F	15
Woodanilling	0	M	20
Woodanilling	1	F	199
Woodanilling	1	M	218
Wyalkatchem	0	F	21
Wyalkatchem	0	M	16
Wyalkatchem	1	F	201
Wyalkatchem	1	M	226
Wyndham-East Kimberley	0	F	275
Wyndham-East Kimberley	0	M	298
Wyndham-East Kimberley	1	F	3505
Wyndham-East Kimberley	1	M	3403
Yalgoo	0	M	10
Yalgoo	1	F	100
Yalgoo	1	M	223
Yilgarn	0	F	47
Yilgarn	0	M	61
Yilgarn	1	F	398
Yilgarn	1	M	671
York	0	F	95
York	0	M	151
York	1	F	1634
York	1	M	1584
No usual address (WA)	0	F	3416
No usual address (WA)	0	M	4639
Migratory - Offshore - Shipping (WA)	0	M	3
Migratory - Offshore - Shipping (WA)	1	F	57
Migratory - Offshore - Shipping (WA)	1	M	455
Break O'Day	0	F	241
Break O'Day	0	M	256
Break O'Day	1	F	3067
Break O'Day	1	M	3198
Brighton	0	F	292
Brighton	0	M	341
Brighton	1	F	9498
Brighton	1	M	8862
Burnie	0	F	456
Burnie	0	M	486
Burnie	1	F	9852
Burnie	1	M	9117
Central Coast (Tas.)	0	F	578
Central Coast (Tas.)	0	M	680
Central Coast (Tas.)	1	F	11196
Central Coast (Tas.)	1	M	10311
Central Highlands (Tas.)	0	F	81
Central Highlands (Tas.)	0	M	116
Central Highlands (Tas.)	1	F	1072
Central Highlands (Tas.)	1	M	1252
Circular Head	0	F	211
Circular Head	0	M	219
Circular Head	1	F	3733
Circular Head	1	M	3959
Clarence	0	F	1372
Clarence	0	M	1359
Clarence	1	F	30173
Clarence	1	M	28624
Derwent Valley	0	F	188
Derwent Valley	0	M	259
Derwent Valley	1	F	5252
Derwent Valley	1	M	5241
Devonport	0	F	648
Devonport	0	M	715
Devonport	1	F	12914
Devonport	1	M	11876
Dorset	0	F	223
Dorset	0	M	216
Dorset	1	F	3222
Dorset	1	M	3166
Flinders (Tas.)	0	F	47
Flinders (Tas.)	0	M	47
Flinders (Tas.)	1	F	399
Flinders (Tas.)	1	M	423
George Town	0	F	150
George Town	0	M	165
George Town	1	F	3331
George Town	1	M	3383
Glamorgan-Spring Bay	0	F	244
Glamorgan-Spring Bay	0	M	284
Glamorgan-Spring Bay	1	F	2186
Glamorgan-Spring Bay	1	M	2293
Glenorchy	0	F	839
Glenorchy	0	M	885
Glenorchy	1	F	24708
Glenorchy	1	M	23976
Hobart	0	F	1368
Hobart	0	M	1363
Hobart	1	F	26905
Hobart	1	M	25430
Huon Valley	0	F	434
Huon Valley	0	M	431
Huon Valley	1	F	8721
Huon Valley	1	M	8668
Kentish	0	F	167
Kentish	0	M	216
Kentish	1	F	3047
Kentish	1	M	3176
King Island	0	F	71
King Island	0	M	87
King Island	1	F	696
King Island	1	M	759
Kingborough	0	F	952
Kingborough	0	M	1010
Kingborough	1	F	19721
Kingborough	1	M	18402
Latrobe (Tas.)	0	F	386
Latrobe (Tas.)	0	M	448
Latrobe (Tas.)	1	F	5996
