LGA_NAME21	OnlyEnglishSpokenHome	Sex	persons
Mount Isa	0	F	981
Mount Isa	0	M	843
Mount Isa	1	F	7267
Mount Isa	1	M	7758
Murweh	0	F	121
Murweh	0	M	101
Murweh	1	F	1700
Murweh	1	M	1578
Napranum	0	F	78
Napranum	0	M	64
Napranum	1	F	278
Napranum	1	M	298
Noosa	0	F	1840
Noosa	0	M	1417
Noosa	1	F	25545
Noosa	1	M	24302
North Burnett	0	F	252
North Burnett	0	M	300
North Burnett	1	F	4186
North Burnett	1	M	4267
Northern Peninsula Area	0	F	1066
Northern Peninsula Area	0	M	962
Northern Peninsula Area	1	F	205
Northern Peninsula Area	1	M	218
Palm Island	0	F	442
Palm Island	0	M	413
Palm Island	1	F	584
Palm Island	1	M	528
Paroo	0	F	28
Paroo	0	M	22
Paroo	1	F	773
Paroo	1	M	760
Pormpuraaw	0	F	164
Pormpuraaw	0	M	157
Pormpuraaw	1	F	104
Pormpuraaw	1	M	110
Quilpie	0	F	9
Quilpie	1	F	312
Quilpie	1	M	330
Redland	0	F	6560
Redland	0	M	5272
Redland	1	F	72063
Redland	1	M	69548
Richmond	0	F	7
Richmond	1	F	312
Richmond	1	M	317
Rockhampton	0	F	2681
Rockhampton	0	M	2611
Rockhampton	1	F	36117
Rockhampton	1	M	34413
Scenic Rim	0	F	838
Scenic Rim	0	M	685
Scenic Rim	1	F	19511
Scenic Rim	1	M	18941
Somerset	0	F	625
Somerset	0	M	642
Somerset	1	F	11028
Somerset	1	M	11108
South Burnett	0	F	541
South Burnett	0	M	475
South Burnett	1	F	14531
South Burnett	1	M	14471
Southern Downs	0	F	852
Southern Downs	0	M	732
Southern Downs	1	F	16229
Southern Downs	1	M	15727
Sunshine Coast	0	F	11477
Sunshine Coast	0	M	9498
Sunshine Coast	1	F	157821
Sunshine Coast	1	M	146256
Tablelands	0	F	717
Tablelands	0	M	624
Tablelands	1	F	11336
Tablelands	1	M	11002
Toowoomba	0	F	8065
Toowoomba	0	M	7515
Toowoomba	1	F	76691
Toowoomba	1	M	71462
Torres	0	F	867
Torres	0	M	802
Torres	1	F	701
Torres	1	M	719
Torres Strait Island	0	F	1788
Torres Strait Island	0	M	1763
Torres Strait Island	1	F	137
Torres Strait Island	1	M	126
Townsville	0	F	8207
Townsville	0	M	7036
Townsville	1	F	81785
Townsville	1	M	79984
Weipa	0	F	213
Weipa	0	M	167
Weipa	1	F	1495
Weipa	1	M	1683
Western Downs	0	F	705
Western Downs	0	M	690
Western Downs	1	F	14488
Western Downs	1	M	14658
Whitsunday	0	F	1347
Whitsunday	0	M	1171
Whitsunday	1	F	14881
Whitsunday	1	M	15527
Winton	0	F	14
Winton	0	M	10
Winton	1	F	482
Winton	1	M	448
Woorabinda	0	F	21
Woorabinda	0	M	18
Woorabinda	1	F	497
Woorabinda	1	M	430
Wujal Wujal	0	F	67
Wujal Wujal	0	M	48
Wujal Wujal	1	F	77
Wujal Wujal	1	M	75
Yarrabah	0	F	1018
Yarrabah	0	M	945
Yarrabah	1	F	220
Yarrabah	1	M	222
No usual address (Qld)	0	F	630
No usual address (Qld)	0	M	551
No usual address (Qld)	1	F	4768
No usual address (Qld)	1	M	5206
Migratory - Offshore - Shipping (Qld)	0	F	3
Migratory - Offshore - Shipping (Qld)	0	M	18
Migratory - Offshore - Shipping (Qld)	1	M	27
Adelaide	0	F	4641
Adelaide	0	M	4355
Adelaide	1	F	6736
Adelaide	1	M	7238
Adelaide Hills	0	F	1181
Adelaide Hills	0	M	1062
Adelaide Hills	1	F	18658
Adelaide Hills	1	M	18363
Adelaide Plains	0	F	258
Adelaide Plains	0	M	293
Adelaide Plains	1	F	4187
Adelaide Plains	1	M	4491
Alexandrina	0	F	443
Alexandrina	0	M	329
Alexandrina	1	F	13577
Alexandrina	1	M	12973
Anangu Pitjantjatjara Yunkunytjatjara	0	F	1056
Anangu Pitjantjatjara Yunkunytjatjara	0	M	923
Anangu Pitjantjatjara Yunkunytjatjara	1	F	150
Anangu Pitjantjatjara Yunkunytjatjara	1	M	102
Barossa	0	F	383
Barossa	0	M	279
Barossa	1	F	11843
Barossa	1	M	11594
Barunga West	0	F	19
Barunga West	0	M	18
Barunga West	1	F	1172
Barunga West	1	M	1218
Berri Barmera	0	F	495
Berri Barmera	0	M	535
Berri Barmera	1	F	4486
Berri Barmera	1	M	4402
Burnside	0	F	6788
Burnside	0	M	5873
Burnside	1	F	16764
Burnside	1	M	15624
Campbelltown (SA)	0	F	10324
Campbelltown (SA)	0	M	9346
Campbelltown (SA)	1	F	16973
Campbelltown (SA)	1	M	16411
Ceduna	0	F	170
Ceduna	0	M	143
Ceduna	1	F	1419
Ceduna	1	M	1490
Charles Sturt	0	F	17223
Charles Sturt	0	M	15585
Charles Sturt	1	F	43017
Charles Sturt	1	M	41607
Clare and Gilbert Valleys	0	F	144
Clare and Gilbert Valleys	0	M	109
Clare and Gilbert Valleys	1	F	4247
Clare and Gilbert Valleys	1	M	4164
Cleve	0	F	10
Cleve	0	M	12
Cleve	1	F	766
Cleve	1	M	816
Coober Pedy	0	F	148
Coober Pedy	0	M	199
Coober Pedy	1	F	393
Coober Pedy	1	M	524
Copper Coast	0	F	189
Copper Coast	0	M	168
Copper Coast	1	F	6934
Copper Coast	1	M	6735
Elliston	0	F	9
Elliston	0	M	3
Elliston	1	F	434
Elliston	1	M	487
Flinders Ranges	0	F	39
Flinders Ranges	0	M	24
Flinders Ranges	1	F	716
Flinders Ranges	1	M	689
Franklin Harbour	0	F	10
Franklin Harbour	0	M	8
Franklin Harbour	1	F	551
Franklin Harbour	1	M	595
Gawler	0	F	622
Gawler	0	M	551
Gawler	1	F	11785
Gawler	1	M	11064
Goyder	0	F	46
Goyder	0	M	47
Goyder	1	F	1812
Goyder	1	M	1856
Grant	0	F	85
Grant	0	M	66
Grant	1	F	3492
Grant	1	M	3753
Holdfast Bay	0	F	2180
Holdfast Bay	0	M	1884
Holdfast Bay	1	F	16822
Holdfast Bay	1	M	15423
Kangaroo Island	0	F	106
Kangaroo Island	0	M	96
Kangaroo Island	1	F	2084
Kangaroo Island	1	M	2211
Karoonda East Murray	0	F	16
Karoonda East Murray	0	M	5
Karoonda East Murray	1	F	414
Karoonda East Murray	1	M	480
Kimba	0	F	12
Kimba	0	M	9
Kimba	1	F	449
Kimba	1	M	494
Kingston (SA)	0	F	13
Kingston (SA)	0	M	24
Kingston (SA)	1	F	1074
Kingston (SA)	1	M	1076
Light	0	F	225
Light	0	M	170
Light	1	F	7274
Light	1	M	7399
Lower Eyre Peninsula	0	F	61
Lower Eyre Peninsula	0	M	47
Lower Eyre Peninsula	1	F	2560
Lower Eyre Peninsula	1	M	2705
Loxton Waikerie	0	F	309
Loxton Waikerie	0	M	260
Loxton Waikerie	1	F	5119
Loxton Waikerie	1	M	5208
Maralinga Tjarutja	0	F	38
Maralinga Tjarutja	0	M	40
Maralinga Tjarutja	1	F	10
Maralinga Tjarutja	1	M	6
Marion	0	F	10408
Marion	0	M	9347
Marion	1	F	37306
Marion	1	M	34710
Mid Murray	0	F	106
Mid Murray	0	M	72
Mid Murray	1	F	3860
Mid Murray	1	M	4190
Mitcham	0	F	5468
Mitcham	0	M	4773
Mitcham	1	F	28450
Mitcham	1	M	27310
Mount Barker	0	F	1085
Mount Barker	0	M	896
Mount Barker	1	F	18261
Mount Barker	1	M	17390
Mount Gambier	0	F	977
Mount Gambier	0	M	844
Mount Gambier	1	F	12180
Mount Gambier	1	M	11379
Mount Remarkable	0	F	25
Mount Remarkable	0	M	23
Mount Remarkable	1	F	1271
Mount Remarkable	1	M	1291
Murray Bridge	0	F	913
Murray Bridge	0	M	846
Murray Bridge	1	F	9240
Murray Bridge	1	M	8904
Naracoorte Lucindale	0	F	389
Naracoorte Lucindale	0	M	526
Naracoorte Lucindale	1	F	3515
Naracoorte Lucindale	1	M	3663
Northern Areas	0	F	48
Northern Areas	0	M	47
Northern Areas	1	F	2078
Northern Areas	1	M	2109
Norwood Payneham and St Peters	0	F	5276
Norwood Payneham and St Peters	0	M	4692
Norwood Payneham and St Peters	1	F	13539
Norwood Payneham and St Peters	1	M	12751
Onkaparinga	0	F	6679
Onkaparinga	0	M	5821
Onkaparinga	1	F	79409
Onkaparinga	1	M	76458
Orroroo Carrieton	0	F	3
Orroroo Carrieton	0	M	9
Orroroo Carrieton	1	F	400
Orroroo Carrieton	1	M	388
Peterborough	0	F	15
Peterborough	0	M	16
Peterborough	1	F	693
Peterborough	1	M	702
Playford	0	F	7734
Playford	0	M	7372
Playford	1	F	39476
Playford	1	M	38738
Port Adelaide Enfield	0	F	23560
Port Adelaide Enfield	0	M	23373
Port Adelaide Enfield	1	F	39938
Port Adelaide Enfield	1	M	39160
Port Augusta	0	F	511
Port Augusta	0	M	453
Port Augusta	1	F	5658
Port Augusta	1	M	5545
Port Lincoln	0	F	327
Port Lincoln	0	M	308
Port Lincoln	1	F	6563
Port Lincoln	1	M	6254
Port Pirie	0	F	425
Port Pirie	0	M	344
Port Pirie	1	F	7856
Port Pirie	1	M	7667
Prospect	0	F	3166
Prospect	0	M	3151
Prospect	1	F	7645
Prospect	1	M	7650
Renmark Paringa	0	F	631
Renmark Paringa	0	M	738
Renmark Paringa	1	F	3931
Renmark Paringa	1	M	3876
Robe	0	F	23
Robe	0	M	24
Robe	1	F	710
Robe	1	M	701
Roxby Downs	0	F	157
Roxby Downs	0	M	193
Roxby Downs	1	F	1464
Roxby Downs	1	M	1703
Salisbury	0	F	23718
Salisbury	0	M	23662
Salisbury	1	F	45721
Salisbury	1	M	45938
Southern Mallee	0	F	75
Southern Mallee	0	M	93
Southern Mallee	1	F	794
Southern Mallee	1	M	849
Streaky Bay	0	F	20
Streaky Bay	0	M	17
Streaky Bay	1	F	936
Streaky Bay	1	M	1015
Tatiara	0	F	263
Tatiara	0	M	343
Tatiara	1	F	2804
Tatiara	1	M	2967
Tea Tree Gully	0	F	7813
Tea Tree Gully	0	M	7352
Tea Tree Gully	1	F	42228
Tea Tree Gully	1	M	40990
Coorong	0	F	101
Coorong	0	M	107
Coorong	1	F	2287
Coorong	1	M	2452
Tumby Bay	0	F	23
Tumby Bay	0	M	18
Tumby Bay	1	F	1326
Tumby Bay	1	M	1273
Unley	0	F	4009
Unley	0	M	3482
Unley	1	F	15860
Unley	1	M	14361
Victor Harbor	0	F	306
Victor Harbor	0	M	250
Victor Harbor	1	F	7929
Victor Harbor	1	M	7034
Wakefield	0	F	132
Wakefield	0	M	137
Wakefield	1	F	3040
Wakefield	1	M	3098
Walkerville	0	F	1018
Walkerville	0	M	847
Walkerville	1	F	3115
Walkerville	1	M	2758
Wattle Range	0	F	183
Wattle Range	0	M	165
Wattle Range	1	F	5306
Wattle Range	1	M	5436
West Torrens	0	F	9914
West Torrens	0	M	9257
West Torrens	1	F	20556
West Torrens	1	M	19956
Whyalla	0	F	713
Whyalla	0	M	653
Whyalla	1	F	9195
Whyalla	1	M	9296
Wudinna	0	F	9
Wudinna	0	M	5
Wudinna	1	F	522
Wudinna	1	M	490
Yankalilla	0	F	75
Yankalilla	0	M	54
Yankalilla	1	F	2697
Yankalilla	1	M	2685
Yorke Peninsula	0	F	103
Yorke Peninsula	0	M	87
Yorke Peninsula	1	F	5097
Yorke Peninsula	1	M	5405
Unincorporated SA	0	F	235
Unincorporated SA	0	M	234
Unincorporated SA	1	F	894
Unincorporated SA	1	M	1232
No usual address (SA)	0	F	167
No usual address (SA)	0	M	148
No usual address (SA)	1	F	1034
No usual address (SA)	1	M	1230
Migratory - Offshore - Shipping (SA)	0	M	8
Albany	0	F	1274
Albany	0	M	1106
Albany	1	F	17495
Albany	1	M	16542
Armadale	0	F	11534
Armadale	0	M	10683
Armadale	1	F	33701
Armadale	1	M	33219
Ashburton	0	F	396
Ashburton	0	M	417
Ashburton	1	F	2205
Ashburton	1	M	2961
Augusta Margaret River	0	F	649
Augusta Margaret River	0	M	598
Augusta Margaret River	1	F	7130
Augusta Margaret River	1	M	7027
Bassendean	0	F	1235
Bassendean	0	M	991
Bassendean	1	F	6529
Bassendean	1	M	6327
Bayswater	0	F	9920
Bayswater	0	M	8923
Bayswater	1	F	23517
Bayswater	1	M	23747
Belmont	0	F	6670
Belmont	0	M	6431
Belmont	1	F	12771
Belmont	1	M	13361
Beverley	0	F	38
Beverley	0	M	19
Beverley	1	F	714
Beverley	1	M	729
Boddington	0	F	44
Boddington	0	M	37
Boddington	1	F	716
Boddington	1	M	767
Boyup Brook	0	F	27
Boyup Brook	0	M	12
Boyup Brook	1	F	792
Boyup Brook	1	M	803
Bridgetown-Greenbushes	0	F	96
Bridgetown-Greenbushes	0	M	85
Bridgetown-Greenbushes	1	F	2379
Bridgetown-Greenbushes	1	M	2294
Brookton	0	F	28
Brookton	0	M	19
Brookton	1	F	385
Brookton	1	M	403
Broome	0	F	1160
Broome	0	M	916
Broome	1	F	6344
Broome	1	M	6090
Broomehill-Tambellup	0	F	18
Broomehill-Tambellup	0	M	16
Broomehill-Tambellup	1	F	436
Broomehill-Tambellup	1	M	453
Bruce Rock	0	F	15
Bruce Rock	0	M	22
Bruce Rock	1	F	385
Bruce Rock	1	M	412
Bunbury	0	F	1549
Bunbury	0	M	1296
Bunbury	1	F	14287
Bunbury	1	M	13330
Busselton	0	F	1163
Busselton	0	M	933
Busselton	1	F	18631
Busselton	1	M	17556
Cambridge	0	F	2334
Cambridge	0	M	1881
Cambridge	1	F	12023
Cambridge	1	M	11782
Canning	0	F	20645
Canning	0	M	20347
Canning	1	F	25291
Canning	1	M	25464
Capel	0	F	855
Capel	0	M	749
Capel	1	F	8056
Capel	1	M	7656
Carnamah	0	F	8
Carnamah	0	M	13
Carnamah	1	F	204
Carnamah	1	M	237
Carnarvon	0	F	343
Carnarvon	0	M	323
Carnarvon	1	F	1761
Carnarvon	1	M	1909
Chapman Valley	0	F	21
Chapman Valley	0	M	19
Chapman Valley	1	F	627
Chapman Valley	1	M	679
Chittering	0	F	129
Chittering	0	M	134
Chittering	1	F	2594
Chittering	1	M	2610
Christmas Island	0	F	364
Christmas Island	0	M	391
Christmas Island	1	F	215
Christmas Island	1	M	283
Claremont	0	F	787
Claremont	0	M	635
Claremont	1	F	4841
Claremont	1	M	4488
Cockburn	0	F	13554
Cockburn	0	M	11942
Cockburn	1	F	44022
Cockburn	1	M	43396
Cocos Islands	0	F	189
Cocos Islands	0	M	193
Cocos Islands	1	F	46
Cocos Islands	1	M	61
Collie	0	F	121
Collie	0	M	116
Collie	1	F	3886
Collie	1	M	3985
Coolgardie	0	F	105
Coolgardie	0	M	85
Coolgardie	1	F	1148
Coolgardie	1	M	1350
Coorow	0	F	15
Coorow	0	M	9
Coorow	1	F	409
Coorow	1	M	484
Corrigin	0	F	18
Corrigin	0	M	15
Corrigin	1	F	450
Corrigin	1	M	464
Cottesloe	0	F	290
Cottesloe	0	M	212
Cottesloe	1	F	3566
Cottesloe	1	M	3541
Cranbrook	0	F	20
Cranbrook	0	M	17
Cranbrook	1	F	453
Cranbrook	1	M	484
Cuballing	0	F	10
Cuballing	0	M	6
Cuballing	1	F	379
Cuballing	1	M	428
Cue	0	F	6
Cue	0	M	10
Cue	1	F	55
Cue	1	M	119
Cunderdin	0	F	43
Cunderdin	0	M	41
Cunderdin	1	F	532
Cunderdin	1	M	599
Dalwallinu	0	F	60
Dalwallinu	0	M	72
Dalwallinu	1	F	498
Dalwallinu	1	M	533
Dandaragan	0	F	69
Dandaragan	0	M	70
Dandaragan	1	F	1373
Dandaragan	1	M	1520
Dardanup	0	F	493
Dardanup	0	M	437
Dardanup	1	F	6543
Dardanup	1	M	6382
Denmark	0	F	152
Denmark	0	M	89
Denmark	1	F	2785
Denmark	1	M	2697
Derby-West Kimberley	0	F	1232
Derby-West Kimberley	0	M	1171
Derby-West Kimberley	1	F	1557
Derby-West Kimberley	1	M	1577
Donnybrook-Balingup	0	F	164
Donnybrook-Balingup	0	M	131
Donnybrook-Balingup	1	F	2781
Donnybrook-Balingup	1	M	2700
Dowerin	0	F	5
Dowerin	0	M	7
Dowerin	1	F	311
Dowerin	1	M	331
Dumbleyung	0	F	10
Dumbleyung	0	M	6
Dumbleyung	1	F	259
Dumbleyung	1	M	286
Dundas	0	F	26
Dundas	0	M	20
Dundas	1	F	226
Dundas	1	M	277
East Fremantle	0	F	322
East Fremantle	0	M	260
East Fremantle	1	F	3607
East Fremantle	1	M	3299
East Pilbara	0	F	903
East Pilbara	0	M	1150
East Pilbara	1	F	2012
East Pilbara	1	M	3373
Esperance	0	F	339
Esperance	0	M	275
Esperance	1	F	5890
Esperance	1	M	5927
Exmouth	0	F	113
Exmouth	0	M	91
Exmouth	1	F	1237
Exmouth	1	M	1346
Fremantle	0	F	2275
Fremantle	0	M	1821
Fremantle	1	F	13242
Fremantle	1	M	12622
Gingin	0	F	281
Gingin	0	M	235
Gingin	1	F	2201
Gingin	1	M	2418
Gnowangerup	0	F	39
Gnowangerup	0	M	48
Gnowangerup	1	F	477
Gnowangerup	1	M	548
Goomalling	0	F	5
Goomalling	0	M	6
Goomalling	1	F	414
Goomalling	1	M	422
Gosnells	0	F	22953
Gosnells	0	M	22036
Gosnells	1	F	36568
Gosnells	1	M	36962
Greater Geraldton	0	F	1605
Greater Geraldton	0	M	1371
Greater Geraldton	1	F	16558
Greater Geraldton	1	M	16043
Halls Creek	0	F	874
Halls Creek	0	M	831
Halls Creek	1	F	723
Halls Creek	1	M	720
Harvey	0	F	1194
Harvey	0	M	1035
Harvey	1	F	12475
Harvey	1	M	12428
Irwin	0	F	41
Irwin	0	M	34
Irwin	1	F	1636
Irwin	1	M	1581
Jerramungup	0	F	22
Jerramungup	0	M	26
Jerramungup	1	F	470
Jerramungup	1	M	544
Joondalup	0	F	9422
Joondalup	0	M	7778
Joondalup	1	F	69263
Joondalup	1	M	68598
Kalamunda	0	F	3984
Kalamunda	0	M	3417
Kalamunda	1	F	24550
Kalamunda	1	M	24318
Kalgoorlie-Boulder	0	F	1874
Kalgoorlie-Boulder	0	M	1864
Kalgoorlie-Boulder	1	F	10619
Kalgoorlie-Boulder	1	M	11684
Karratha	0	F	1386
Karratha	0	M	1388
Karratha	1	F	7246
Karratha	1	M	8344
Katanning	0	F	378
Katanning	0	M	411
Katanning	1	F	1399
Katanning	1	M	1438
Kellerberrin	0	F	29
Kellerberrin	0	M	21
Kellerberrin	1	F	465
Kellerberrin	1	M	502
Kent	0	F	9
Kent	0	M	11
Kent	1	F	190
Kent	1	M	233
Kojonup	0	F	51
Kojonup	0	M	53
Kojonup	1	F	800
Kojonup	1	M	845
Kondinin	0	F	10
Kondinin	0	M	12
Kondinin	1	F	327
Kondinin	1	M	378
Koorda	1	F	156
Koorda	1	M	192
Kulin	0	F	13
Kulin	0	M	4
Kulin	1	F	324
Kulin	1	M	351
Kwinana	0	F	5113
Kwinana	0	M	4697
Kwinana	1	F	16219
Kwinana	1	M	16232
Lake Grace	0	F	42
Lake Grace	0	M	34
Lake Grace	1	F	506
Lake Grace	1	M	599
Laverton	0	F	112
Laverton	0	M	118
Laverton	1	F	199
Laverton	1	M	433
Leonora	0	F	85
Leonora	0	M	91
Leonora	1	F	381
Leonora	1	M	523
Mandurah	0	F	3500
Mandurah	0	M	2702
Mandurah	1	F	40965
Mandurah	1	M	37805
Manjimup	0	F	281
Manjimup	0	M	295
Manjimup	1	F	3914
Manjimup	1	M	3930
Meekatharra	0	F	72
Meekatharra	0	M	104
Meekatharra	1	F	300
Meekatharra	1	M	432
Melville	0	F	11464
Melville	0	M	9565
Melville	1	F	40597
Melville	1	M	38138
Menzies	0	F	38
Menzies	0	M	55
Menzies	1	F	67
Menzies	1	M	206
Merredin	0	F	78
Merredin	0	M	77
Merredin	1	F	1268
Merredin	1	M	1334
Mingenew	1	F	155
Mingenew	1	M	184
Moora	0	F	40
Moora	0	M	42
Moora	1	F	946
Moora	1	M	977
Morawa	0	F	14
Morawa	0	M	8
Morawa	1	F	246
Morawa	1	M	265
Mosman Park	0	F	698
Mosman Park	0	M	568
Mosman Park	1	F	3876
Mosman Park	1	M	3520
Mount Magnet	0	F	12
Mount Magnet	0	M	16
Mount Magnet	1	F	138
Mount Magnet	1	M	164
Mount Marshall	0	F	7
Mount Marshall	0	M	3
Mount Marshall	1	F	197
Mount Marshall	1	M	220
Mukinbudin	0	F	3
Mukinbudin	0	M	5
Mukinbudin	1	F	233
Mukinbudin	1	M	267
Mundaring	0	F	1218
Mundaring	0	M	972
Mundaring	1	F	16846
Mundaring	1	M	16541
Murchison	0	F	8
Murchison	1	F	37
Murchison	1	M	48
Murray	0	F	305
Murray	0	M	237
Murray	1	F	8182
Murray	1	M	8003
Nannup	0	F	25
Nannup	0	M	24
Nannup	1	F	634
Nannup	1	M	661
Narembeen	0	F	24
Narembeen	0	M	15
Narembeen	1	F	300
Narembeen	1	M	324
Narrogin	0	F	213
Narrogin	0	M	208
Narrogin	1	F	1965
Narrogin	1	M	1881
Nedlands	0	F	1874
Nedlands	0	M	1560
Nedlands	1	F	9016
Nedlands	1	M	9023
Ngaanyatjarraku	0	F	587
Ngaanyatjarraku	0	M	522
Ngaanyatjarraku	1	F	64
Ngaanyatjarraku	1	M	73
Northam	0	F	336
Northam	0	M	275
Northam	1	F	4752
Northam	1	M	4585
Northampton	0	F	46
Northampton	0	M	29
Northampton	1	F	1277
Northampton	1	M	1434
Nungarin	0	F	9
Nungarin	0	M	8
Nungarin	1	F	88
Nungarin	1	M	105
Peppermint Grove	0	F	99
Peppermint Grove	0	M	64
Peppermint Grove	1	F	780
Peppermint Grove	1	M	592
Perenjori	0	F	14
Perenjori	0	M	27
Perenjori	1	F	168
Perenjori	1	M	232
Perth	0	F	5621
Perth	0	M	5132
Perth	1	F	6717
Perth	1	M	8214
Pingelly	0	F	21
Pingelly	0	M	23
Pingelly	1	F	442
Pingelly	1	M	485
Plantagenet	0	F	173
Plantagenet	0	M	167
Plantagenet	1	F	2181
Plantagenet	1	M	2244
Port Hedland	0	F	1147
Port Hedland	0	M	1127
Port Hedland	1	F	5200
Port Hedland	1	M	5708
Quairading	0	F	10
Quairading	0	M	7
Quairading	1	F	364
Quairading	1	M	324
Ravensthorpe	0	F	58
Ravensthorpe	0	M	66
Ravensthorpe	1	F	843
Ravensthorpe	1	M	911
Rockingham	0	F	6083
Rockingham	0	M	4967
Rockingham	1	F	59190
Rockingham	1	M	57543
Sandstone	0	F	3
Sandstone	1	F	26
Sandstone	1	M	45
Serpentine-Jarrahdale	0	F	1819
Serpentine-Jarrahdale	0	M	1660
Serpentine-Jarrahdale	1	F	13646
Serpentine-Jarrahdale	1	M	13250
Shark Bay	0	F	50
Shark Bay	0	M	43
Shark Bay	1	F	370
Shark Bay	1	M	391
South Perth	0	F	4762
South Perth	0	M	4126
South Perth	1	F	16311
South Perth	1	M	16000
Stirling	0	F	32680
Stirling	0	M	29370
Stirling	1	F	78415
Stirling	1	M	74596
Subiaco	0	F	1687
Subiaco	0	M	1326
Subiaco	1	F	6970
Subiaco	1	M	6441
Swan	0	F	18542
Swan	0	M	17018
Swan	1	F	54701
Swan	1	M	54733
Tammin	1	F	142
Tammin	1	M	184
Three Springs	0	F	8
Three Springs	0	M	9
Three Springs	1	F	221
Three Springs	1	M	247
Toodyay	0	F	84
Toodyay	0	M	68
Toodyay	1	F	1925
Toodyay	1	M	2006
Trayning	0	F	4
Trayning	0	M	3
Trayning	1	F	115
Trayning	1	M	130
Upper Gascoyne	0	F	12
Upper Gascoyne	0	M	13
Upper Gascoyne	1	F	61
Upper Gascoyne	1	M	70
Victoria Park	0	F	4769
Victoria Park	0	M	4211
Victoria Park	1	F	12406
Victoria Park	1	M	12871
Victoria Plains	0	F	12
Victoria Plains	0	M	13
Victoria Plains	1	F	318
Victoria Plains	1	M	361
Vincent	0	F	3973
Vincent	0	M	3264
Vincent	1	F	13466
Vincent	1	M	13895
Wagin	0	F	26
Wagin	0	M	39
Wagin	1	F	742
Wagin	1	M	761
Wandering	0	F	5
Wandering	0	M	3
Wandering	1	F	200
Wandering	1	M	231
Wanneroo	0	F	22704
Wanneroo	0	M	20581
Wanneroo	1	F	79293
Wanneroo	1	M	76996
Waroona	0	F	117
Waroona	0	M	125
Waroona	1	F	1843
Waroona	1	M	1800
West Arthur	0	F	5
West Arthur	1	F	304
West Arthur	1	M	362
Westonia	0	F	8
Westonia	1	F	103
Westonia	1	M	109
Wickepin	0	F	12
Wickepin	0	M	10
Wickepin	1	F	279
Wickepin	1	M	301
Williams	0	F	17
Williams	0	M	19
Williams	1	F	426
Williams	1	M	451
Wiluna	0	F	62
Wiluna	0	M	64
Wiluna	1	F	73
Wiluna	1	M	157
Wongan-Ballidu	0	F	21
Wongan-Ballidu	0	M	31
Wongan-Ballidu	1	F	535
Wongan-Ballidu	1	M	614
Woodanilling	0	F	4
Woodanilling	0	M	4
Woodanilling	1	F	183
Woodanilling	1	M	208
Wyalkatchem	0	F	11
Wyalkatchem	0	M	11
Wyalkatchem	1	F	190
Wyalkatchem	1	M	213
Wyndham-East Kimberley	0	F	487
Wyndham-East Kimberley	0	M	428
Wyndham-East Kimberley	1	F	2660
Wyndham-East Kimberley	1	M	2597
Yalgoo	0	F	4
Yalgoo	0	M	6
Yalgoo	1	F	58
Yalgoo	1	M	113
Yilgarn	0	F	35
Yilgarn	0	M	54
Yilgarn	1	F	356
Yilgarn	1	M	519
York	0	F	66
York	0	M	42
York	1	F	1535
York	1	M	1529
No usual address (WA)	0	F	244
No usual address (WA)	0	M	243
No usual address (WA)	1	F	1896
No usual address (WA)	1	M	2185
Migratory - Offshore - Shipping (WA)	0	F	4
Migratory - Offshore - Shipping (WA)	0	M	60
Migratory - Offshore - Shipping (WA)	1	F	29
Migratory - Offshore - Shipping (WA)	1	M	206
Break O'Day	0	F	114
Break O'Day	0	M	91
Break O'Day	1	F	2993
Break O'Day	1	M	3120
Brighton	0	F	329
Brighton	0	M	298
Brighton	1	F	8914
Brighton	1	M	8393
Burnie	0	F	486
Burnie	0	M	448
Burnie	1	F	9307
Burnie	1	M	8665
Central Coast (Tas.)	0	F	308
Central Coast (Tas.)	0	M	247
Central Coast (Tas.)	1	F	10902
Central Coast (Tas.)	1	M	10130
Central Highlands (Tas.)	0	F	41
Central Highlands (Tas.)	0	M	35
Central Highlands (Tas.)	1	F	1013
Central Highlands (Tas.)	1	M	1205
Circular Head	0	F	137
Circular Head	0	M	219
Circular Head	1	F	3489
Circular Head	1	M	3604
Clarence	0	F	2616
Clarence	0	M	2557
Clarence	1	F	27696
Clarence	1	M	25729
Derwent Valley	0	F	124
Derwent Valley	0	M	124
Derwent Valley	1	F	4975
Derwent Valley	1	M	5025
Devonport	0	F	779
Devonport	0	M	700
Devonport	1	F	12205
Devonport	1	M	11293
Dorset	0	F	75
Dorset	0	M	85
Dorset	1	F	3132
Dorset	1	M	3057
Flinders (Tas.)	0	F	15
Flinders (Tas.)	0	M	10
Flinders (Tas.)	1	F	400
Flinders (Tas.)	1	M	432
George Town	0	F	98
George Town	0	M	82
George Town	1	F	3182
George Town	1	M	3247
Glamorgan-Spring Bay	0	F	161
Glamorgan-Spring Bay	0	M	166
Glamorgan-Spring Bay	1	F	2102
Glamorgan-Spring Bay	1	M	2218
Glenorchy	0	F	4547
Glenorchy	0	M	4950
Glenorchy	1	F	19729
Glenorchy	1	M	18700
Hobart	0	F	5855
Hobart	0	M	5542
Hobart	1	F	21249
Hobart	1	M	20060
Huon Valley	0	F	402
Huon Valley	0	M	338
Huon Valley	1	F	8159
Huon Valley	1	M	8152
Kentish	0	F	137
Kentish	0	M	132
Kentish	1	F	2835
Kentish	1	M	2984
King Island	0	F	51
King Island	0	M	50
King Island	1	F	632
King Island	1	M	711
Kingborough	0	F	2315
