LGA_NAME16	Age	persons
Bunbury	20-24	1785
Bunbury	25-34	4214
Bunbury	35-44	4053
Bunbury	45-54	4290
Bunbury	55-64	4440
Bunbury	65-74	3875
Bunbury	75-84	2158
Bunbury	85+	968
Busselton	0-4	2035
Busselton	5-14	5587
Busselton	15-19	2269
Busselton	20-24	1394
Busselton	25-34	3812
Busselton	35-44	5162
Busselton	45-54	5504
Busselton	55-64	5355
Busselton	65-74	5509
Busselton	75-84	2960
Busselton	85+	1045
Cambridge	0-4	1400
Cambridge	5-14	4260
Cambridge	15-19	1984
Cambridge	20-24	1472
Cambridge	25-34	2837
Cambridge	35-44	3743
Cambridge	45-54	4391
Cambridge	55-64	3602
Cambridge	65-74	2616
Cambridge	75-84	1608
Cambridge	85+	969
Canning	0-4	5286
Canning	5-14	12114
Canning	15-19	5932
Canning	20-24	7768
Canning	25-34	14885
Canning	35-44	14030
Canning	45-54	11751
Canning	55-64	10116
Canning	65-74	8086
Canning	75-84	4299
Canning	85+	1591
Capel	0-4	1052
Capel	5-14	2973
Capel	15-19	1385
Capel	20-24	903
Capel	25-34	1842
Capel	35-44	2425
Capel	45-54	2727
Capel	55-64	2332
Capel	65-74	1692
Capel	75-84	701
Capel	85+	136
Carnamah	0-4	27
Carnamah	5-14	48
Carnamah	15-19	15
Carnamah	20-24	29
Carnamah	25-34	62
Carnamah	35-44	95
Carnamah	45-54	64
Carnamah	55-64	82
Carnamah	65-74	86
Carnamah	75-84	33
Carnamah	85+	11
Carnarvon	0-4	352
Carnarvon	5-14	623
Carnarvon	15-19	257
Carnarvon	20-24	307
Carnarvon	25-34	715
Carnarvon	35-44	617
Carnarvon	45-54	767
Carnarvon	55-64	753
Carnarvon	65-74	556
Carnarvon	75-84	241
Carnarvon	85+	70
Chapman Valley	0-4	69
Chapman Valley	5-14	255
Chapman Valley	15-19	94
Chapman Valley	20-24	47
Chapman Valley	25-34	127
Chapman Valley	35-44	194
Chapman Valley	45-54	274
Chapman Valley	55-64	254
Chapman Valley	65-74	169
Chapman Valley	75-84	53
Chapman Valley	85+	9
Chittering	0-4	301
Chittering	5-14	812
Chittering	15-19	415
Chittering	20-24	255
Chittering	25-34	516
Chittering	35-44	682
Chittering	45-54	942
Chittering	55-64	988
Chittering	65-74	642
Chittering	75-84	309
Chittering	85+	77
Christmas Island	0-4	83
Christmas Island	5-14	200
Christmas Island	15-19	54
Christmas Island	20-24	73
Christmas Island	25-34	319
Christmas Island	35-44	271
Christmas Island	45-54	263
Christmas Island	55-64	210
Christmas Island	65-74	178
Christmas Island	75-84	32
Christmas Island	85+	4
Claremont	0-4	426
Claremont	5-14	1343
Claremont	15-19	859
Claremont	20-24	725
Claremont	25-34	1244
Claremont	35-44	1175
Claremont	45-54	1475
Claremont	55-64	1286
Claremont	65-74	1196
Claremont	75-84	1030
Claremont	85+	529
Cockburn	0-4	7881
Cockburn	5-14	15090
Cockburn	15-19	6500
Cockburn	20-24	7474
Cockburn	25-34	17894
Cockburn	35-44	18564
Cockburn	45-54	15830
Cockburn	55-64	12939
Cockburn	65-74	9368
Cockburn	75-84	4740
Cockburn	85+	1811
Cocos Islands	0-4	37
Cocos Islands	5-14	88
Cocos Islands	15-19	17
Cocos Islands	20-24	36
Cocos Islands	25-34	65
Cocos Islands	35-44	85
Cocos Islands	45-54	53
Cocos Islands	55-64	111
Cocos Islands	65-74	63
Cocos Islands	75-84	33
Cocos Islands	85+	11
Collie	0-4	472
Collie	5-14	1098
Collie	15-19	528
Collie	20-24	423
Collie	25-34	920
Collie	35-44	976
Collie	45-54	1120
Collie	55-64	1301
Collie	65-74	1220
Collie	75-84	568
Collie	85+	183
Coolgardie	0-4	243
Coolgardie	5-14	451
Coolgardie	15-19	204
Coolgardie	20-24	208
Coolgardie	25-34	461
Coolgardie	35-44	471
Coolgardie	45-54	533
Coolgardie	55-64	513
Coolgardie	65-74	297
Coolgardie	75-84	86
Coolgardie	85+	14
Coorow	0-4	61
Coorow	5-14	71
Coorow	15-19	27
Coorow	20-24	32
Coorow	25-34	98
Coorow	35-44	89
Coorow	45-54	107
Coorow	55-64	220
Coorow	65-74	215
Coorow	75-84	103
Coorow	85+	23
Corrigin	0-4	60
Corrigin	5-14	111
Corrigin	15-19	35
Corrigin	20-24	52
Corrigin	25-34	105
Corrigin	35-44	118
Corrigin	45-54	110
Corrigin	55-64	147
Corrigin	65-74	156
Corrigin	75-84	75
Corrigin	85+	42
Cottesloe	0-4	352
Cottesloe	5-14	891
Cottesloe	15-19	556
Cottesloe	20-24	451
Cottesloe	25-34	908
Cottesloe	35-44	841
Cottesloe	45-54	1094
Cottesloe	55-64	1113
Cottesloe	65-74	959
Cottesloe	75-84	577
Cottesloe	85+	219
Cranbrook	0-4	66
Cranbrook	5-14	151
Cranbrook	15-19	43
Cranbrook	20-24	45
Cranbrook	25-34	90
Cranbrook	35-44	132
Cranbrook	45-54	159
Cranbrook	55-64	178
Cranbrook	65-74	134
Cranbrook	75-84	85
Cranbrook	85+	15
Cuballing	0-4	29
Cuballing	5-14	111
Cuballing	15-19	28
Cuballing	20-24	41
Cuballing	25-34	74
Cuballing	35-44	75
Cuballing	45-54	142
Cuballing	55-64	166
Cuballing	65-74	151
Cuballing	75-84	61
Cuballing	85+	12
Cue	0-4	3
Cue	5-14	4
Cue	15-19	4
Cue	20-24	14
Cue	25-34	35
Cue	35-44	20
Cue	45-54	31
Cue	55-64	35
Cue	65-74	58
Cue	75-84	11
Cunderdin	0-4	84
Cunderdin	5-14	179
Cunderdin	15-19	144
Cunderdin	20-24	56
Cunderdin	25-34	152
Cunderdin	35-44	155
Cunderdin	45-54	136
Cunderdin	55-64	154
Cunderdin	65-74	151
Cunderdin	75-84	64
Cunderdin	85+	27
Dalwallinu	0-4	108
Dalwallinu	5-14	192
Dalwallinu	15-19	46
Dalwallinu	20-24	69
Dalwallinu	25-34	176
Dalwallinu	35-44	211
Dalwallinu	45-54	155
Dalwallinu	55-64	204
Dalwallinu	65-74	118
Dalwallinu	75-84	63
Dalwallinu	85+	36
Dandaragan	0-4	162
Dandaragan	5-14	309
Dandaragan	15-19	117
Dandaragan	20-24	108
Dandaragan	25-34	368
Dandaragan	35-44	364
Dandaragan	45-54	413
Dandaragan	55-64	589
Dandaragan	65-74	599
Dandaragan	75-84	265
Dandaragan	85+	65
Dardanup	0-4	954
Dardanup	5-14	2041
Dardanup	15-19	842
Dardanup	20-24	688
Dardanup	25-34	1843
Dardanup	35-44	1927
Dardanup	45-54	1851
Dardanup	55-64	1805
Dardanup	65-74	1489
Dardanup	75-84	900
Dardanup	85+	347
Denmark	0-4	306
Denmark	5-14	779
Denmark	15-19	395
Denmark	20-24	126
Denmark	25-34	393
Denmark	35-44	691
Denmark	45-54	833
Denmark	55-64	1055
Denmark	65-74	1042
Denmark	75-84	542
Denmark	85+	155
Derby-West Kimberley	0-4	544
Derby-West Kimberley	5-14	1069
Derby-West Kimberley	15-19	483
Derby-West Kimberley	20-24	550
Derby-West Kimberley	25-34	1270
Derby-West Kimberley	35-44	958
Derby-West Kimberley	45-54	858
Derby-West Kimberley	55-64	781
Derby-West Kimberley	65-74	421
Derby-West Kimberley	75-84	119
Derby-West Kimberley	85+	29
Donnybrook-Balingup	0-4	308
Donnybrook-Balingup	5-14	718
Donnybrook-Balingup	15-19	319
Donnybrook-Balingup	20-24	216
Donnybrook-Balingup	25-34	502
Donnybrook-Balingup	35-44	684
Donnybrook-Balingup	45-54	847
Donnybrook-Balingup	55-64	1009
Donnybrook-Balingup	65-74	978
Donnybrook-Balingup	75-84	460
Donnybrook-Balingup	85+	127
Dowerin	0-4	46
Dowerin	5-14	103
Dowerin	15-19	23
Dowerin	20-24	36
Dowerin	25-34	55
Dowerin	35-44	86
Dowerin	45-54	90
Dowerin	55-64	84
Dowerin	65-74	126
Dowerin	75-84	45
Dowerin	85+	10
Dumbleyung	0-4	48
Dumbleyung	5-14	91
Dumbleyung	15-19	21
Dumbleyung	20-24	21
Dumbleyung	25-34	74
Dumbleyung	35-44	93
Dumbleyung	45-54	89
Dumbleyung	55-64	102
Dumbleyung	65-74	96
Dumbleyung	75-84	44
Dundas	0-4	34
Dundas	5-14	46
Dundas	15-19	23
Dundas	20-24	36
Dundas	25-34	96
Dundas	35-44	53
Dundas	45-54	109
Dundas	55-64	133
Dundas	65-74	95
Dundas	75-84	49
Dundas	85+	3
East Fremantle	0-4	368
East Fremantle	5-14	1006
East Fremantle	15-19	534
East Fremantle	20-24	378
East Fremantle	25-34	717
East Fremantle	35-44	925
East Fremantle	45-54	1198
East Fremantle	55-64	1081
East Fremantle	65-74	876
East Fremantle	75-84	471
East Fremantle	85+	254
East Pilbara	0-4	560
East Pilbara	5-14	1017
East Pilbara	15-19	376
East Pilbara	20-24	647
East Pilbara	25-34	2324
East Pilbara	35-44	2020
East Pilbara	45-54	1476
East Pilbara	55-64	1035
East Pilbara	65-74	251
East Pilbara	75-84	44
East Pilbara	85+	13
Esperance	0-4	811
Esperance	5-14	1907
Esperance	15-19	825
Esperance	20-24	664
Esperance	25-34	1548
Esperance	35-44	1642
Esperance	45-54	1899
Esperance	55-64	1894
Esperance	65-74	1486
Esperance	75-84	918
Esperance	85+	284
Exmouth	0-4	188
Exmouth	5-14	372
Exmouth	15-19	151
Exmouth	20-24	175
Exmouth	25-34	544
Exmouth	35-44	498
Exmouth	45-54	425
Exmouth	55-64	379
Exmouth	65-74	244
Exmouth	75-84	101
Exmouth	85+	16
Fremantle	0-4	1691
Fremantle	5-14	2890
Fremantle	15-19	1440
Fremantle	20-24	1760
Fremantle	25-34	4531
Fremantle	35-44	4498
Fremantle	45-54	4338
Fremantle	55-64	4423
Fremantle	65-74	3573
Fremantle	75-84	1936
Fremantle	85+	849
Gingin	0-4	245
Gingin	5-14	551
Gingin	15-19	247
Gingin	20-24	217
Gingin	25-34	574
Gingin	35-44	577
Gingin	45-54	782
Gingin	55-64	898
Gingin	65-74	928
Gingin	75-84	462
Gingin	85+	88
Gnowangerup	0-4	103
Gnowangerup	5-14	158
Gnowangerup	15-19	48
Gnowangerup	20-24	54
Gnowangerup	25-34	175
Gnowangerup	35-44	155
Gnowangerup	45-54	150
Gnowangerup	55-64	181
Gnowangerup	65-74	143
Gnowangerup	75-84	34
Gnowangerup	85+	8
Goomalling	0-4	46
Goomalling	5-14	120
Goomalling	15-19	34
Goomalling	20-24	43
Goomalling	25-34	65
Goomalling	35-44	117
Goomalling	45-54	122
Goomalling	55-64	153
Goomalling	65-74	158
Goomalling	75-84	68
Goomalling	85+	24
Gosnells	0-4	8513
Gosnells	5-14	17753
Gosnells	15-19	7795
Gosnells	20-24	8452
Gosnells	25-34	17620
Gosnells	35-44	19859
Gosnells	45-54	16225
Gosnells	55-64	12945
Gosnells	65-74	10175
Gosnells	75-84	5162
Gosnells	85+	1869
Greater Geraldton	0-4	2355
Greater Geraldton	5-14	5506
Greater Geraldton	15-19	2504
Greater Geraldton	20-24	2076
Greater Geraldton	25-34	4684
Greater Geraldton	35-44	4866
Greater Geraldton	45-54	5377
Greater Geraldton	55-64	5164
Greater Geraldton	65-74	3981
Greater Geraldton	75-84	2149
Greater Geraldton	85+	839
Halls Creek	0-4	306
Halls Creek	5-14	583
Halls Creek	15-19	334
Halls Creek	20-24	313
Halls Creek	25-34	605
Halls Creek	35-44	505
Halls Creek	45-54	421
Halls Creek	55-64	277
Halls Creek	65-74	158
Halls Creek	75-84	62
Halls Creek	85+	11
Harvey	0-4	1723
Harvey	5-14	4247
Harvey	15-19	1869
Harvey	20-24	1277
Harvey	25-34	3228
Harvey	35-44	3762
Harvey	45-54	3741
Harvey	55-64	3784
Harvey	65-74	3061
Harvey	75-84	1466
Harvey	85+	400
Irwin	0-4	127
Irwin	5-14	424
Irwin	15-19	181
Irwin	20-24	122
Irwin	25-34	222
Irwin	35-44	359
Irwin	45-54	479
Irwin	55-64	644
Irwin	65-74	673
Irwin	75-84	362
Irwin	85+	78
Jerramungup	0-4	92
Jerramungup	5-14	160
Jerramungup	15-19	39
Jerramungup	20-24	51
Jerramungup	25-34	137
Jerramungup	35-44	158
Jerramungup	45-54	148
Jerramungup	55-64	191
Jerramungup	65-74	133
Jerramungup	75-84	46
Jerramungup	85+	12
Joondalup	0-4	8538
Joondalup	5-14	21309
Joondalup	15-19	10279
Joondalup	20-24	9012
Joondalup	25-34	16285
Joondalup	35-44	21336
Joondalup	45-54	22768
Joondalup	55-64	21744
Joondalup	65-74	18096
Joondalup	75-84	7853
Joondalup	85+	2782
Kalamunda	0-4	3318
Kalamunda	5-14	8038
Kalamunda	15-19	3608
Kalamunda	20-24	3163
Kalamunda	25-34	6450
Kalamunda	35-44	7970
Kalamunda	45-54	7889
Kalamunda	55-64	7218
Kalamunda	65-74	6227
Kalamunda	75-84	3593
Kalamunda	85+	1292
Kalgoorlie-Boulder	0-4	2233
Kalgoorlie-Boulder	5-14	4259
Kalgoorlie-Boulder	15-19	1629
Kalgoorlie-Boulder	20-24	1984
Kalgoorlie-Boulder	25-34	4812
Kalgoorlie-Boulder	35-44	4401
Kalgoorlie-Boulder	45-54	3915
Kalgoorlie-Boulder	55-64	3416
Kalgoorlie-Boulder	65-74	1782
Kalgoorlie-Boulder	75-84	678
Kalgoorlie-Boulder	85+	202
Karratha	0-4	1873
Karratha	5-14	3765
Karratha	15-19	1205
Karratha	20-24	1161
Karratha	25-34	4115
Karratha	35-44	4351
Karratha	45-54	3142
Karratha	55-64	1864
Karratha	65-74	574
Karratha	75-84	135
Karratha	85+	12
Katanning	0-4	276
Katanning	5-14	508
Katanning	15-19	263
Katanning	20-24	244
Katanning	25-34	531
Katanning	35-44	486
Katanning	45-54	489
Katanning	55-64	518
Katanning	65-74	427
Katanning	75-84	232
Katanning	85+	100
Kellerberrin	0-4	51
Kellerberrin	5-14	97
Kellerberrin	15-19	74
Kellerberrin	20-24	42
Kellerberrin	25-34	93
Kellerberrin	35-44	119
Kellerberrin	45-54	154
Kellerberrin	55-64	206
Kellerberrin	65-74	153
Kellerberrin	75-84	114
Kellerberrin	85+	46
Kent	0-4	44
Kent	5-14	78
Kent	15-19	20
Kent	20-24	22
Kent	25-34	59
Kent	35-44	84
Kent	45-54	84
Kent	55-64	47
Kent	65-74	32
Kent	75-84	19
Kojonup	0-4	111
Kojonup	5-14	260
Kojonup	15-19	63
Kojonup	20-24	72
Kojonup	25-34	179
Kojonup	35-44	249
Kojonup	45-54	236
Kojonup	55-64	305
Kojonup	65-74	222
Kojonup	75-84	150
Kojonup	85+	54
Kondinin	0-4	50
Kondinin	5-14	98
Kondinin	15-19	27
Kondinin	20-24	43
Kondinin	25-34	82
Kondinin	35-44	114
Kondinin	45-54	125
Kondinin	55-64	130
Kondinin	65-74	110
Kondinin	75-84	51
Kondinin	85+	18
Koorda	0-4	18
Koorda	5-14	48
Koorda	15-19	12
Koorda	20-24	5
Koorda	25-34	28
Koorda	35-44	41
Koorda	45-54	56
Koorda	55-64	69
Koorda	65-74	60
Koorda	75-84	27
Koorda	85+	6
Kulin	0-4	44
Kulin	5-14	117
Kulin	15-19	20
Kulin	20-24	22
Kulin	25-34	78
Kulin	35-44	107
Kulin	45-54	117
Kulin	55-64	114
Kulin	65-74	94
Kulin	75-84	43
Kulin	85+	11
Kwinana	0-4	3809
Kwinana	5-14	6600
Kwinana	15-19	2620
Kwinana	20-24	3020
Kwinana	25-34	7857
Kwinana	35-44	7718
Kwinana	45-54	5670
Kwinana	55-64	4134
Kwinana	65-74	2717
Kwinana	75-84	1314
Kwinana	85+	416
Lake Grace	0-4	98
Lake Grace	5-14	149
Lake Grace	15-19	57
Lake Grace	20-24	57
Lake Grace	25-34	144
Lake Grace	35-44	178
Lake Grace	45-54	173
Lake Grace	55-64	200
Lake Grace	65-74	128
Lake Grace	75-84	67
Lake Grace	85+	13
Laverton	0-4	47
Laverton	5-14	90
Laverton	15-19	46
Laverton	20-24	94
Laverton	25-34	323
Laverton	35-44	236
Laverton	45-54	223
Laverton	55-64	207
Laverton	65-74	56
Laverton	75-84	11
Laverton	85+	5
Leonora	0-4	98
Leonora	5-14	170
Leonora	15-19	52
Leonora	20-24	157
Leonora	25-34	351
Leonora	35-44	265
Leonora	45-54	216
Leonora	55-64	180
Leonora	65-74	81
Leonora	75-84	26
Leonora	85+	3
Mandurah	0-4	4773
Mandurah	5-14	10905
Mandurah	15-19	4962
Mandurah	20-24	4506
Mandurah	25-34	9182
Mandurah	35-44	9972
Mandurah	45-54	10978
Mandurah	55-64	11960
Mandurah	65-74	12513
Mandurah	75-84	7848
Mandurah	85+	2707
Manjimup	0-4	429
Manjimup	5-14	1052
Manjimup	15-19	544
Manjimup	20-24	385
Manjimup	25-34	907
Manjimup	35-44	944
Manjimup	45-54	1246
Manjimup	55-64	1510
Manjimup	65-74	1213
Manjimup	75-84	647
Manjimup	85+	221
Meekatharra	0-4	72
Meekatharra	5-14	100
Meekatharra	15-19	60
Meekatharra	20-24	105
Meekatharra	25-34	270
Meekatharra	35-44	166
Meekatharra	45-54	154
Meekatharra	55-64	155
Meekatharra	65-74	81
Meekatharra	75-84	31
Melville	0-4	4959
Melville	5-14	12949
Melville	15-19	6536
Melville	20-24	6205
Melville	25-34	10955
Melville	35-44	13403
Melville	45-54	13754
Melville	55-64	12993
Melville	65-74	11756
Melville	75-84	6676
Melville	85+	3336
Menzies	0-4	7
Menzies	5-14	20
Menzies	15-19	12
Menzies	20-24	60
Menzies	25-34	115
Menzies	35-44	108
Menzies	45-54	82
Menzies	55-64	70
Menzies	65-74	40
Menzies	75-84	11
Merredin	0-4	185
Merredin	5-14	403
Merredin	15-19	183
Merredin	20-24	164
Merredin	25-34	373
Merredin	35-44	370
Merredin	45-54	398
Merredin	55-64	449
Merredin	65-74	368
Merredin	75-84	160
Merredin	85+	65
Mingenew	0-4	38
Mingenew	5-14	47
Mingenew	15-19	3
Mingenew	20-24	16
Mingenew	25-34	38
Mingenew	35-44	48
Mingenew	45-54	55
Mingenew	55-64	75
Mingenew	65-74	52
Mingenew	75-84	34
Mingenew	85+	9
Moora	0-4	116
Moora	5-14	319
Moora	15-19	117
Moora	20-24	115
Moora	25-34	244
Moora	35-44	235
Moora	45-54	324
Moora	55-64	337
Moora	65-74	268
Moora	75-84	149
Moora	85+	57
Morawa	0-4	43
Morawa	5-14	110
Morawa	15-19	42
Morawa	20-24	23
Morawa	25-34	62
Morawa	35-44	63
Morawa	45-54	77
Morawa	55-64	83
Morawa	65-74	98
Morawa	75-84	36
Morawa	85+	18
Mosman Park	0-4	401
Mosman Park	5-14	1146
Mosman Park	15-19	638
Mosman Park	20-24	553
Mosman Park	25-34	1009
Mosman Park	35-44	1139
Mosman Park	45-54	1334
Mosman Park	55-64	1141
Mosman Park	65-74	995
Mosman Park	75-84	594
Mosman Park	85+	211
Mount Magnet	0-4	40
Mount Magnet	5-14	80
Mount Magnet	15-19	25
Mount Magnet	20-24	30
Mount Magnet	25-34	70
Mount Magnet	35-44	97
Mount Magnet	45-54	104
Mount Magnet	55-64	103
Mount Magnet	65-74	72
Mount Magnet	75-84	23
Mount Magnet	85+	9
Mount Marshall	0-4	33
Mount Marshall	5-14	45
Mount Marshall	15-19	5
Mount Marshall	20-24	18
Mount Marshall	25-34	42
Mount Marshall	35-44	62
Mount Marshall	45-54	75
Mount Marshall	55-64	100
Mount Marshall	65-74	45
Mount Marshall	75-84	20
Mount Marshall	85+	16
Mukinbudin	0-4	46
Mukinbudin	5-14	79
Mukinbudin	15-19	34
Mukinbudin	20-24	16
Mukinbudin	25-34	62
Mukinbudin	35-44	60
Mukinbudin	45-54	82
Mukinbudin	55-64	85
Mukinbudin	65-74	68
Mukinbudin	75-84	46
Mukinbudin	85+	11
Mundaring	0-4	1871
Mundaring	5-14	4662
Mundaring	15-19	2359
Mundaring	20-24	1982
Mundaring	25-34	4241
Mundaring	35-44	4932
Mundaring	45-54	5655
Mundaring	55-64	5720
Mundaring	65-74	4548
Mundaring	75-84	2428
Mundaring	85+	775
Murchison	0-4	9
Murchison	5-14	24
Murchison	25-34	13
Murchison	35-44	17
Murchison	45-54	17
Murchison	55-64	10
Murchison	65-74	5
Murray	0-4	926
Murray	5-14	2352
Murray	15-19	1065
Murray	20-24	821
Murray	25-34	1768
Murray	35-44	2009
Murray	45-54	2285
Murray	55-64	2496
Murray	65-74	2502
Murray	75-84	1433
Murray	85+	409
Nannup	0-4	48
Nannup	5-14	161
Nannup	15-19	65
Nannup	20-24	16
Nannup	25-34	94
Nannup	35-44	178
Nannup	45-54	182
Nannup	55-64	280
Nannup	65-74	336
Nannup	75-84	151
Nannup	85+	30
Narembeen	0-4	55
Narembeen	5-14	104
Narembeen	15-19	16
Narembeen	20-24	32
Narembeen	25-34	106
Narembeen	35-44	69
Narembeen	45-54	98
Narembeen	55-64	119
Narembeen	65-74	89
Narembeen	75-84	68
Narembeen	85+	41
Narrogin	0-4	226
Narrogin	5-14	599
Narrogin	15-19	325
Narrogin	20-24	261
Narrogin	25-34	536
Narrogin	35-44	524
Narrogin	45-54	592
Narrogin	55-64	654
Narrogin	65-74	567
Narrogin	75-84	326
Narrogin	85+	159
Nedlands	0-4	998
Nedlands	5-14	3203
Nedlands	15-19	1655
Nedlands	20-24	1389
Nedlands	25-34	1863
Nedlands	35-44	2448
Nedlands	45-54	3143
Nedlands	55-64	2774
Nedlands	65-74	2506
Nedlands	75-84	1499
Nedlands	85+	650
Ngaanyatjarraku	0-4	82
Ngaanyatjarraku	5-14	208
Ngaanyatjarraku	15-19	135
Ngaanyatjarraku	20-24	107
Ngaanyatjarraku	25-34	230
Ngaanyatjarraku	35-44	210
Ngaanyatjarraku	45-54	180
Ngaanyatjarraku	55-64	135
Ngaanyatjarraku	65-74	52
Ngaanyatjarraku	75-84	14
Ngaanyatjarraku	85+	3
Northam	0-4	588
Northam	5-14	1479
Northam	15-19	674
Northam	20-24	569
Northam	25-34	1227
Northam	35-44	1305
Northam	45-54	1488
Northam	55-64	1662
Northam	65-74	1438
Northam	75-84	706
Northam	85+	237
Northampton	0-4	128
Northampton	5-14	345
Northampton	15-19	110
Northampton	20-24	97
Northampton	25-34	239
Northampton	35-44	324
Northampton	45-54	408
Northampton	55-64	606
Northampton	65-74	597
Northampton	75-84	282
Northampton	85+	86
Nungarin	0-4	8
Nungarin	5-14	24
Nungarin	15-19	12
Nungarin	20-24	19
Nungarin	25-34	17
Nungarin	35-44	20
Nungarin	45-54	37
Nungarin	55-64	46
Nungarin	65-74	44
Nungarin	75-84	14
Nungarin	85+	4
Peppermint Grove	0-4	53
Peppermint Grove	5-14	211
Peppermint Grove	15-19	219
Peppermint Grove	20-24	104
Peppermint Grove	25-34	112
Peppermint Grove	35-44	119
Peppermint Grove	45-54	215
Peppermint Grove	55-64	220
Peppermint Grove	65-74	183
Peppermint Grove	75-84	114
Peppermint Grove	85+	41
Perenjori	0-4	21
Perenjori	5-14	68
Perenjori	15-19	24
Perenjori	20-24	34
Perenjori	25-34	76
Perenjori	35-44	95
Perenjori	45-54	102
Perenjori	55-64	117
Perenjori	65-74	55
Perenjori	75-84	26
Perenjori	85+	11
Perth	0-4	933
Perth	5-14	1065
Perth	15-19	1241
Perth	20-24	3628
Perth	25-34	8545
Perth	35-44	4824
Perth	45-54	2682
Perth	55-64	2481
Perth	65-74	1901
Perth	75-84	901
Perth	85+	268
Pingelly	0-4	48
Pingelly	5-14	116
Pingelly	15-19	38
Pingelly	20-24	45
Pingelly	25-34	89
Pingelly	35-44	94
Pingelly	45-54	123
Pingelly	55-64	177
Pingelly	65-74	172
Pingelly	75-84	107
Pingelly	85+	23
Plantagenet	0-4	242
Plantagenet	5-14	655
Plantagenet	15-19	303
Plantagenet	20-24	183
Plantagenet	25-34	455
Plantagenet	35-44	573
Plantagenet	45-54	769
Plantagenet	55-64	910
Plantagenet	65-74	823
Plantagenet	75-84	352
Plantagenet	85+	117
Port Hedland	0-4	1411
Port Hedland	5-14	2469
Port Hedland	15-19	820
Port Hedland	20-24	844
Port Hedland	25-34	3066
Port Hedland	35-44	2832
Port Hedland	45-54	2024
Port Hedland	55-64	1608
Port Hedland	65-74	468
Port Hedland	75-84	111
Port Hedland	85+	33
Quairading	0-4	52
Quairading	5-14	98
Quairading	15-19	29
Quairading	20-24	21
Quairading	25-34	87
Quairading	35-44	81
Quairading	45-54	121
Quairading	55-64	160
Quairading	65-74	190
Quairading	75-84	81
Quairading	85+	39
Ravensthorpe	0-4	155
Ravensthorpe	5-14	234
Ravensthorpe	15-19	58
Ravensthorpe	20-24	84
Ravensthorpe	25-34	297
Ravensthorpe	35-44	257
Ravensthorpe	45-54	299
Ravensthorpe	55-64	323
Ravensthorpe	65-74	221
Ravensthorpe	75-84	126
Ravensthorpe	85+	32
Rockingham	0-4	9148
Rockingham	5-14	20284
Rockingham	15-19	8784
Rockingham	20-24	8106
Rockingham	25-34	18324
Rockingham	35-44	18382
Rockingham	45-54	17886
Rockingham	55-64	15559
Rockingham	65-74	10901
Rockingham	75-84	6210
Rockingham	85+	2083
Sandstone	20-24	4
Sandstone	25-34	13
Sandstone	35-44	7
Sandstone	45-54	11
Sandstone	55-64	31
Sandstone	65-74	22
Sandstone	75-84	15
Serpentine-Jarrahdale	0-4	2777
Serpentine-Jarrahdale	5-14	5235
Serpentine-Jarrahdale	15-19	1969
Serpentine-Jarrahdale	20-24	1740
Serpentine-Jarrahdale	25-34	4896
Serpentine-Jarrahdale	35-44	4765
Serpentine-Jarrahdale	45-54	4066
Serpentine-Jarrahdale	55-64	3391
Serpentine-Jarrahdale	65-74	2123
Serpentine-Jarrahdale	75-84	955
Serpentine-Jarrahdale	85+	249
Shark Bay	0-4	61
Shark Bay	5-14	109
Shark Bay	15-19	28
Shark Bay	20-24	49
Shark Bay	25-34	152
Shark Bay	35-44	133
Shark Bay	45-54	124
Shark Bay	55-64	166
Shark Bay	65-74	145
Shark Bay	75-84	63
Shark Bay	85+	8
South Perth	0-4	2025
South Perth	5-14	4194
South Perth	15-19	2449
South Perth	20-24	3465
South Perth	25-34	6604
South Perth	35-44	5719
South Perth	45-54	5276
South Perth	55-64	5155
South Perth	65-74	4773
South Perth	75-84	2503
South Perth	85+	1233
Stirling	0-4	13360
Stirling	5-14	24903
Stirling	15-19	11170
Stirling	20-24	13378
Stirling	25-34	37576
Stirling	35-44	34928
Stirling	45-54	28195
Stirling	55-64	24207
Stirling	65-74	20107
Stirling	75-84	12645
Stirling	85+	5894
Subiaco	0-4	814
Subiaco	5-14	1913
Subiaco	15-19	792
Subiaco	20-24	1013
Subiaco	25-34	2660
Subiaco	35-44	2411
Subiaco	45-54	2135
Subiaco	55-64	1989
Subiaco	65-74	1947
Subiaco	75-84	1153
Subiaco	85+	439
Swan	0-4	11262
Swan	5-14	21970
Swan	15-19	9598
Swan	20-24	9608
Swan	25-34	23311
Swan	35-44	22878
Swan	45-54	19814
Swan	55-64	16713
Swan	65-74	10855
Swan	75-84	5197
Swan	85+	1767
Tammin	0-4	18
Tammin	5-14	50
Tammin	15-19	20
Tammin	20-24	12
Tammin	25-34	45
Tammin	35-44	37
Tammin	45-54	64
Tammin	55-64	69
Tammin	65-74	40
Tammin	75-84	25
Tammin	85+	6
Three Springs	0-4	44
Three Springs	5-14	76
Three Springs	15-19	19
Three Springs	20-24	25
Three Springs	25-34	62
Three Springs	35-44	77
Three Springs	45-54	71
Three Springs	55-64	76
Three Springs	65-74	72
Three Springs	75-84	45
Three Springs	85+	6
Toodyay	0-4	158
Toodyay	5-14	471
Toodyay	15-19	210
Toodyay	20-24	150
Toodyay	25-34	338
Toodyay	35-44	412
Toodyay	45-54	659
Toodyay	55-64	967
Toodyay	65-74	818
Toodyay	75-84	353
Toodyay	85+	72
Trayning	0-4	9
