LGA_NAME16	Age	persons
Randwick	0-4	6832
Randwick	5-14	13834
Randwick	15-19	6677
Randwick	20-24	9497
Randwick	25-34	24573
Randwick	35-44	20345
Randwick	45-54	17468
Randwick	55-64	14085
Randwick	65-74	10665
Randwick	75-84	6904
Randwick	85+	3371
Richmond Valley	0-4	1188
Richmond Valley	5-14	3128
Richmond Valley	15-19	1363
Richmond Valley	20-24	1209
Richmond Valley	25-34	2296
Richmond Valley	35-44	2336
Richmond Valley	45-54	2811
Richmond Valley	55-64	3330
Richmond Valley	65-74	3296
Richmond Valley	75-84	1857
Richmond Valley	85+	765
Ryde	0-4	7267
Ryde	5-14	13700
Ryde	15-19	5895
Ryde	20-24	8607
Ryde	25-34	23722
Ryde	35-44	21266
Ryde	45-54	15232
Ryde	55-64	13994
Ryde	65-74	10500
Ryde	75-84	5836
Ryde	85+	3111
Shellharbour	0-4	4591
Shellharbour	5-14	10028
Shellharbour	15-19	4813
Shellharbour	20-24	4593
Shellharbour	25-34	9585
Shellharbour	35-44	9343
Shellharbour	45-54	9674
Shellharbour	55-64	9667
Shellharbour	65-74	7827
Shellharbour	75-84	4452
Shellharbour	85+	1695
Shoalhaven	0-4	5448
Shoalhaven	5-14	11889
Shoalhaven	15-19	5461
Shoalhaven	20-24	4756
Shoalhaven	25-34	11029
Shoalhaven	35-44	11131
Shoalhaven	45-54	12301
Shoalhaven	55-64	16093
Shoalhaven	65-74	17085
Shoalhaven	75-84	9829
Shoalhaven	85+	3504
Singleton	0-4	1518
Singleton	5-14	3559
Singleton	15-19	1746
Singleton	20-24	1545
Singleton	25-34	3219
Singleton	35-44	3030
Singleton	45-54	3337
Singleton	55-64	3079
Singleton	65-74	2153
Singleton	75-84	1033
Singleton	85+	353
Snowy Monaro Regional	0-4	1005
Snowy Monaro Regional	5-14	2549
Snowy Monaro Regional	15-19	1200
Snowy Monaro Regional	20-24	1152
Snowy Monaro Regional	25-34	2807
Snowy Monaro Regional	35-44	2473
Snowy Monaro Regional	45-54	3013
Snowy Monaro Regional	55-64	3182
Snowy Monaro Regional	65-74	2449
Snowy Monaro Regional	75-84	1349
Snowy Monaro Regional	85+	483
Snowy Valleys	0-4	827
Snowy Valleys	5-14	1919
Snowy Valleys	15-19	824
Snowy Valleys	20-24	659
Snowy Valleys	25-34	1465
Snowy Valleys	35-44	1693
Snowy Valleys	45-54	1837
Snowy Valleys	55-64	2210
Snowy Valleys	65-74	1915
Snowy Valleys	75-84	1141
Snowy Valleys	85+	398
Strathfield	0-4	2350
Strathfield	5-14	4419
Strathfield	15-19	2062
Strathfield	20-24	4601
Strathfield	25-34	11081
Strathfield	35-44	6639
Strathfield	45-54	4535
Strathfield	55-64	4388
Strathfield	65-74	2971
Strathfield	75-84	1717
Strathfield	85+	826
Sutherland Shire	0-4	13312
Sutherland Shire	5-14	29217
Sutherland Shire	15-19	14027
Sutherland Shire	20-24	12947
Sutherland Shire	25-34	26420
Sutherland Shire	35-44	30575
Sutherland Shire	45-54	31902
Sutherland Shire	55-64	28567
Sutherland Shire	65-74	22941
Sutherland Shire	75-84	13859
Sutherland Shire	85+	6435
Sydney	0-4	7460
Sydney	5-14	8569
Sydney	15-19	5287
Sydney	20-24	21572
Sydney	25-34	68112
Sydney	35-44	39461
Sydney	45-54	22838
Sydney	55-64	17940
Sydney	65-74	12378
Sydney	75-84	5972
Sydney	85+	2037
Tamworth Regional	0-4	3829
Tamworth Regional	5-14	8877
Tamworth Regional	15-19	4102
Tamworth Regional	20-24	3316
Tamworth Regional	25-34	7984
Tamworth Regional	35-44	7352
Tamworth Regional	45-54	7452
Tamworth Regional	55-64	7638
Tamworth Regional	65-74	6768
Tamworth Regional	75-84	4178
Tamworth Regional	85+	1579
Temora	0-4	321
Temora	5-14	778
Temora	15-19	361
Temora	20-24	286
Temora	25-34	520
Temora	35-44	562
Temora	45-54	710
Temora	55-64	862
Temora	65-74	866
Temora	75-84	530
Temora	85+	236
Tenterfield	0-4	265
Tenterfield	5-14	685
Tenterfield	15-19	312
Tenterfield	20-24	243
Tenterfield	25-34	479
Tenterfield	35-44	569
Tenterfield	45-54	825
Tenterfield	55-64	1194
Tenterfield	65-74	1392
Tenterfield	75-84	633
Tenterfield	85+	211
The Hills Shire	0-4	11078
The Hills Shire	5-14	29586
The Hills Shire	15-19	13071
The Hills Shire	20-24	11436
The Hills Shire	25-34	19325
The Hills Shire	35-44	30834
The Hills Shire	45-54	27125
The Hills Shire	55-64	21006
The Hills Shire	65-74	16849
The Hills Shire	75-84	8724
The Hills Shire	85+	2845
Tweed	0-4	4623
Tweed	5-14	11460
Tweed	15-19	5118
Tweed	20-24	4096
Tweed	25-34	8868
Tweed	35-44	11161
Tweed	45-54	12115
Tweed	55-64	14018
Tweed	65-74	13616
Tweed	75-84	8467
Tweed	85+	3844
Upper Hunter Shire	0-4	757
Upper Hunter Shire	5-14	1892
Upper Hunter Shire	15-19	822
Upper Hunter Shire	20-24	671
Upper Hunter Shire	25-34	1659
Upper Hunter Shire	35-44	1707
Upper Hunter Shire	45-54	1789
Upper Hunter Shire	55-64	1934
Upper Hunter Shire	65-74	1651
Upper Hunter Shire	75-84	942
Upper Hunter Shire	85+	406
Upper Lachlan Shire	0-4	470
Upper Lachlan Shire	5-14	943
Upper Lachlan Shire	15-19	452
Upper Lachlan Shire	20-24	330
Upper Lachlan Shire	25-34	723
Upper Lachlan Shire	35-44	837
Upper Lachlan Shire	45-54	1123
Upper Lachlan Shire	55-64	1510
Upper Lachlan Shire	65-74	1229
Upper Lachlan Shire	75-84	667
Upper Lachlan Shire	85+	229
Uralla	0-4	299
Uralla	5-14	756
Uralla	15-19	360
Uralla	20-24	242
Uralla	25-34	547
Uralla	35-44	602
Uralla	45-54	821
Uralla	55-64	952
Uralla	65-74	845
Uralla	75-84	422
Uralla	85+	118
Wagga Wagga	0-4	4578
Wagga Wagga	5-14	9178
Wagga Wagga	15-19	4627
Wagga Wagga	20-24	5171
Wagga Wagga	25-34	9689
Wagga Wagga	35-44	8230
Wagga Wagga	45-54	7554
Wagga Wagga	55-64	7394
Wagga Wagga	65-74	6105
Wagga Wagga	75-84	3524
Wagga Wagga	85+	1567
Walcha	0-4	166
Walcha	5-14	344
Walcha	15-19	147
Walcha	20-24	117
Walcha	25-34	271
Walcha	35-44	265
Walcha	45-54	361
Walcha	55-64	461
Walcha	65-74	486
Walcha	75-84	324
Walcha	85+	81
Walgett	0-4	327
Walgett	5-14	643
Walgett	15-19	278
Walgett	20-24	228
Walgett	25-34	633
Walgett	35-44	520
Walgett	45-54	644
Walgett	55-64	834
Walgett	65-74	711
Walgett	75-84	353
Walgett	85+	83
Warren	0-4	166
Warren	5-14	329
Warren	15-19	132
Warren	20-24	121
Warren	25-34	271
Warren	35-44	244
Warren	45-54	303
Warren	55-64	387
Warren	65-74	303
Warren	75-84	212
Warren	85+	87
Warrumbungle Shire	0-4	473
Warrumbungle Shire	5-14	1081
Warrumbungle Shire	15-19	523
Warrumbungle Shire	20-24	325
Warrumbungle Shire	25-34	858
Warrumbungle Shire	35-44	824
Warrumbungle Shire	45-54	1099
Warrumbungle Shire	55-64	1408
Warrumbungle Shire	65-74	1425
Warrumbungle Shire	75-84	873
Warrumbungle Shire	85+	345
Waverley	0-4	3774
Waverley	5-14	7039
Waverley	15-19	2899
Waverley	20-24	3322
Waverley	25-34	16114
Waverley	35-44	11614
Waverley	45-54	8858
Waverley	55-64	6127
Waverley	65-74	4621
Waverley	75-84	2849
Waverley	85+	1381
Weddin	0-4	165
Weddin	5-14	399
Weddin	15-19	197
Weddin	20-24	119
Weddin	25-34	290
Weddin	35-44	340
Weddin	45-54	439
Weddin	55-64	587
Weddin	65-74	588
Weddin	75-84	354
Weddin	85+	143
Wentworth	0-4	482
Wentworth	5-14	949
Wentworth	15-19	422
Wentworth	20-24	353
Wentworth	25-34	804
Wentworth	35-44	828
Wentworth	45-54	963
Wentworth	55-64	1098
Wentworth	65-74	942
Wentworth	75-84	464
Wentworth	85+	136
Willoughby	0-4	3946
Willoughby	5-14	10338
Willoughby	15-19	4193
Willoughby	20-24	3951
Willoughby	25-34	9375
Willoughby	35-44	12731
Willoughby	45-54	10832
Willoughby	55-64	8161
Willoughby	65-74	6527
Willoughby	75-84	3611
Willoughby	85+	1954
Wingecarribee	0-4	2567
Wingecarribee	5-14	6235
Wingecarribee	15-19	2976
Wingecarribee	20-24	2155
Wingecarribee	25-34	4747
Wingecarribee	35-44	5332
Wingecarribee	45-54	6753
Wingecarribee	55-64	7235
Wingecarribee	65-74	7778
Wingecarribee	75-84	5167
Wingecarribee	85+	1764
Wollondilly	0-4	3765
Wollondilly	5-14	7956
Wollondilly	15-19	3712
Wollondilly	20-24	3188
Wollondilly	25-34	6537
Wollondilly	35-44	6900
Wollondilly	45-54	7346
Wollondilly	55-64	6311
Wollondilly	65-74	5005
Wollondilly	75-84	2462
Wollondilly	85+	766
Wollongong	0-4	12083
Wollongong	5-14	25625
Wollongong	15-19	13032
Wollongong	20-24	15784
Wollongong	25-34	28419
Wollongong	35-44	26758
Wollongong	45-54	26838
Wollongong	55-64	26064
Wollongong	65-74	20904
Wollongong	75-84	13310
Wollongong	85+	5754
Woollahra	0-4	2437
Woollahra	5-14	5523
Woollahra	15-19	2670
Woollahra	20-24	2918
Woollahra	25-34	8405
Woollahra	35-44	7215
Woollahra	45-54	6990
Woollahra	55-64	6173
Woollahra	65-74	5573
Woollahra	75-84	3876
Woollahra	85+	1724
Yass Valley	0-4	928
Yass Valley	5-14	2494
Yass Valley	15-19	1133
Yass Valley	20-24	780
Yass Valley	25-34	1591
Yass Valley	35-44	2181
Yass Valley	45-54	2709
Yass Valley	55-64	2300
Yass Valley	65-74	1897
Yass Valley	75-84	935
Yass Valley	85+	338
Unincorporated NSW	0-4	58
Unincorporated NSW	5-14	127
Unincorporated NSW	15-19	34
Unincorporated NSW	20-24	24
Unincorporated NSW	25-34	119
Unincorporated NSW	35-44	150
Unincorporated NSW	45-54	136
Unincorporated NSW	55-64	164
Unincorporated NSW	65-74	135
Unincorporated NSW	75-84	55
Unincorporated NSW	85+	20
No usual address (NSW)	0-4	460
No usual address (NSW)	5-14	798
No usual address (NSW)	15-19	532
No usual address (NSW)	20-24	829
No usual address (NSW)	25-34	2187
No usual address (NSW)	35-44	1859
No usual address (NSW)	45-54	1678
No usual address (NSW)	55-64	1648
No usual address (NSW)	65-74	1055
No usual address (NSW)	75-84	277
No usual address (NSW)	85+	49
Alpine	0-4	539
Alpine	5-14	1488
Alpine	15-19	666
Alpine	20-24	516
Alpine	25-34	1194
Alpine	35-44	1459
Alpine	45-54	1760
Alpine	55-64	2151
Alpine	65-74	1982
Alpine	75-84	1080
Alpine	85+	396
Ararat	0-4	578
Ararat	5-14	1225
Ararat	15-19	557
Ararat	20-24	560
Ararat	25-34	1438
Ararat	35-44	1312
Ararat	45-54	1520
Ararat	55-64	1745
Ararat	65-74	1644
Ararat	75-84	915
Ararat	85+	371
Ballarat	0-4	6608
Ballarat	5-14	14719
Ballarat	15-19	6927
Ballarat	20-24	7198
Ballarat	25-34	15533
Ballarat	35-44	14072
Ballarat	45-54	13845
Ballarat	55-64	13314
Ballarat	65-74	11927
Ballarat	75-84	6743
Ballarat	85+	2877
Banyule	0-4	7052
Banyule	5-14	15381
Banyule	15-19	6832
Banyule	20-24	7008
Banyule	25-34	16254
Banyule	35-44	18164
Banyule	45-54	16921
Banyule	55-64	14862
Banyule	65-74	12694
Banyule	75-84	7678
Banyule	85+	3400
Bass Coast	0-4	1841
Bass Coast	5-14	4328
Bass Coast	15-19	1842
Bass Coast	20-24	1427
Bass Coast	25-34	3585
Bass Coast	35-44	4242
Bass Coast	45-54	4815
Bass Coast	55-64	6672
Bass Coast	65-74	7185
Bass Coast	75-84	3641
Bass Coast	85+	1218
Baw Baw	0-4	3507
Baw Baw	5-14	7454
Baw Baw	15-19	3208
Baw Baw	20-24	2884
Baw Baw	25-34	7130
Baw Baw	35-44	6567
Baw Baw	45-54	6921
Baw Baw	55-64	7577
Baw Baw	65-74	7078
Baw Baw	75-84	3940
Baw Baw	85+	1359
Bayside (Vic.)	0-4	4450
Bayside (Vic.)	5-14	13225
Bayside (Vic.)	15-19	6965
Bayside (Vic.)	20-24	5212
Bayside (Vic.)	25-34	7912
Bayside (Vic.)	35-44	11814
Bayside (Vic.)	45-54	16260
Bayside (Vic.)	55-64	14041
Bayside (Vic.)	65-74	11081
Bayside (Vic.)	75-84	6937
Bayside (Vic.)	85+	3422
Benalla	0-4	649
Benalla	5-14	1418
Benalla	15-19	739
Benalla	20-24	608
Benalla	25-34	1389
Benalla	35-44	1350
Benalla	45-54	1725
Benalla	55-64	2350
Benalla	65-74	2342
Benalla	75-84	1392
Benalla	85+	566
Boroondara	0-4	6653
Boroondara	5-14	20281
Boroondara	15-19	11950
Boroondara	20-24	12306
Boroondara	25-34	21044
Boroondara	35-44	20408
Boroondara	45-54	23812
Boroondara	55-64	20747
Boroondara	65-74	15917
Boroondara	75-84	9829
Boroondara	85+	4961
Brimbank	0-4	10994
Brimbank	5-14	22773
Brimbank	15-19	11131
Brimbank	20-24	13406
Brimbank	25-34	30553
Brimbank	35-44	26419
Brimbank	45-54	24555
Brimbank	55-64	23114
Brimbank	65-74	18308
Brimbank	75-84	9714
Brimbank	85+	3664
Buloke	0-4	289
Buloke	5-14	643
Buloke	15-19	328
Buloke	20-24	246
Buloke	25-34	550
Buloke	35-44	490
Buloke	45-54	805
Buloke	55-64	1051
Buloke	65-74	945
Buloke	75-84	547
Buloke	85+	286
Campaspe	0-4	1939
Campaspe	5-14	4674
Campaspe	15-19	2215
Campaspe	20-24	1876
Campaspe	25-34	3902
Campaspe	35-44	3885
Campaspe	45-54	4918
Campaspe	55-64	5716
Campaspe	65-74	5143
Campaspe	75-84	3201
Campaspe	85+	1273
Cardinia	0-4	9096
Cardinia	5-14	17675
Cardinia	15-19	7280
Cardinia	20-24	7063
Cardinia	25-34	18597
Cardinia	35-44	17514
Cardinia	45-54	14459
Cardinia	55-64	11663
Cardinia	65-74	8701
Cardinia	75-84	4640
Cardinia	85+	1494
Casey	0-4	27841
Casey	5-14	55208
Casey	15-19	23162
Casey	20-24	24309
Casey	25-34	55683
Casey	35-44	58004
Casey	45-54	45253
Casey	55-64	36204
Casey	65-74	23658
Casey	75-84	11711
Casey	85+	4207
Central Goldfields	0-4	521
Central Goldfields	5-14	1440
Central Goldfields	15-19	686
Central Goldfields	20-24	553
Central Goldfields	25-34	1185
Central Goldfields	35-44	1108
Central Goldfields	45-54	1678
Central Goldfields	55-64	2111
Central Goldfields	65-74	2260
Central Goldfields	75-84	1433
Central Goldfields	85+	501
Colac Otway	0-4	1123
Colac Otway	5-14	2611
Colac Otway	15-19	1214
Colac Otway	20-24	1025
Colac Otway	25-34	2573
Colac Otway	35-44	2463
Colac Otway	45-54	2814
Colac Otway	55-64	3223
Colac Otway	65-74	3071
Colac Otway	75-84	1651
Colac Otway	85+	651
Corangamite	0-4	748
Corangamite	5-14	1929
Corangamite	15-19	935
Corangamite	20-24	743
Corangamite	25-34	1571
Corangamite	35-44	1591
Corangamite	45-54	2065
Corangamite	55-64	2536
Corangamite	65-74	2154
Corangamite	75-84	1322
Corangamite	85+	517
Darebin	0-4	7896
Darebin	5-14	14465
Darebin	15-19	6729
Darebin	20-24	9424
Darebin	25-34	28587
Darebin	35-44	23888
Darebin	45-54	20391
Darebin	55-64	15323
Darebin	65-74	10566
Darebin	75-84	7356
Darebin	85+	3949
East Gippsland	0-4	2173
East Gippsland	5-14	5126
East Gippsland	15-19	2307
East Gippsland	20-24	1816
East Gippsland	25-34	4378
East Gippsland	35-44	4496
East Gippsland	45-54	5618
East Gippsland	55-64	7752
East Gippsland	65-74	8664
East Gippsland	75-84	4873
East Gippsland	85+	1516
Frankston	0-4	8599
Frankston	5-14	17235
Frankston	15-19	7827
Frankston	20-24	7760
Frankston	25-34	19076
Frankston	35-44	19695
Frankston	45-54	18983
Frankston	55-64	16928
Frankston	65-74	12919
Frankston	75-84	7236
Frankston	85+	3017
Gannawarra	0-4	486
Gannawarra	5-14	1187
Gannawarra	15-19	494
Gannawarra	20-24	438
Gannawarra	25-34	884
Gannawarra	35-44	1013
Gannawarra	45-54	1293
Gannawarra	55-64	1670
Gannawarra	65-74	1744
Gannawarra	75-84	1068
Gannawarra	85+	409
Glen Eira	0-4	7772
Glen Eira	5-14	18302
Glen Eira	15-19	8338
Glen Eira	20-24	9462
Glen Eira	25-34	22436
Glen Eira	35-44	21899
Glen Eira	45-54	20378
Glen Eira	55-64	16099
Glen Eira	65-74	13025
Glen Eira	75-84	7220
Glen Eira	85+	3979
Glenelg	0-4	904
Glenelg	5-14	2181
Glenelg	15-19	1091
Glenelg	20-24	852
Glenelg	25-34	1865
Glenelg	35-44	2050
Glenelg	45-54	2667
Glenelg	55-64	3330
Glenelg	65-74	3059
Glenelg	75-84	1545
Glenelg	85+	594
Golden Plains	0-4	1541
Golden Plains	5-14	3967
Golden Plains	15-19	1681
Golden Plains	20-24	1129
Golden Plains	25-34	2547
Golden Plains	35-44	3348
Golden Plains	45-54	3693
Golden Plains	55-64	3234
Golden Plains	65-74	2568
Golden Plains	75-84	1007
Golden Plains	85+	258
Greater Bendigo	0-4	7147
Greater Bendigo	5-14	15590
Greater Bendigo	15-19	7017
Greater Bendigo	20-24	7245
Greater Bendigo	25-34	15687
Greater Bendigo	35-44	14674
Greater Bendigo	45-54	14673
Greater Bendigo	55-64	15299
Greater Bendigo	65-74	13545
Greater Bendigo	75-84	7499
Greater Bendigo	85+	3097
Greater Dandenong	0-4	9620
Greater Dandenong	5-14	17788
Greater Dandenong	15-19	8601
Greater Dandenong	20-24	11392
Greater Dandenong	25-34	27782
Greater Dandenong	35-44	23041
Greater Dandenong	45-54	18472
Greater Dandenong	55-64	16646
Greater Dandenong	65-74	13369
Greater Dandenong	75-84	8102
Greater Dandenong	85+	3400
Greater Geelong	0-4	15470
Greater Geelong	5-14	32304
Greater Geelong	15-19	15088
Greater Geelong	20-24	17203
Greater Geelong	25-34	38200
Greater Geelong	35-44	34409
Greater Geelong	45-54	32985
Greater Geelong	55-64	32161
Greater Geelong	65-74	29684
Greater Geelong	75-84	16706
Greater Geelong	85+	6844
Greater Shepparton	0-4	4084
Greater Shepparton	5-14	9136
Greater Shepparton	15-19	4124
Greater Shepparton	20-24	3838
Greater Shepparton	25-34	8899
Greater Shepparton	35-44	8176
Greater Shepparton	45-54	8527
Greater Shepparton	55-64	8503
Greater Shepparton	65-74	7214
Greater Shepparton	75-84	4255
Greater Shepparton	85+	1649
Hepburn	0-4	677
Hepburn	5-14	1677
Hepburn	15-19	724
Hepburn	20-24	462
Hepburn	25-34	1297
Hepburn	35-44	1748
Hepburn	45-54	2432
Hepburn	55-64	2927
Hepburn	65-74	2881
Hepburn	75-84	1311
Hepburn	85+	467
Hindmarsh	0-4	285
Hindmarsh	5-14	560
Hindmarsh	15-19	303
Hindmarsh	20-24	214
Hindmarsh	25-34	610
Hindmarsh	35-44	533
Hindmarsh	45-54	664
Hindmarsh	55-64	918
Hindmarsh	65-74	784
Hindmarsh	75-84	537
Hindmarsh	85+	282
Hobsons Bay	0-4	5775
Hobsons Bay	5-14	11159
Hobsons Bay	15-19	4474
Hobsons Bay	20-24	4555
Hobsons Bay	25-34	12426
Hobsons Bay	35-44	14248
Hobsons Bay	45-54	12897
Hobsons Bay	55-64	11063
Hobsons Bay	65-74	8051
Hobsons Bay	75-84	4548
Hobsons Bay	85+	2115
Horsham	0-4	1166
Horsham	5-14	2572
Horsham	15-19	1196
Horsham	20-24	1149
Horsham	25-34	2557
Horsham	35-44	2267
Horsham	45-54	2421
Horsham	55-64	2759
Horsham	65-74	2266
Horsham	75-84	1425
Horsham	85+	656
Hume	0-4	18851
Hume	5-14	35900
Hume	15-19	15225
Hume	20-24	16584
Hume	25-34	40097
Hume	35-44	37187
Hume	45-54	28715
Hume	55-64	24719
Hume	65-74	16262
Hume	75-84	7891
Hume	85+	2473
Indigo	0-4	849
Indigo	5-14	2192
Indigo	15-19	985
Indigo	20-24	592
Indigo	25-34	1463
Indigo	35-44	1945
Indigo	45-54	2453
Indigo	55-64	2796
Indigo	65-74	2468
Indigo	75-84	1232
Indigo	85+	394
Kingston (Vic.)	0-4	8611
Kingston (Vic.)	5-14	18597
Kingston (Vic.)	15-19	8594
Kingston (Vic.)	20-24	8339
Kingston (Vic.)	25-34	19848
Kingston (Vic.)	35-44	22756
Kingston (Vic.)	45-54	22848
Kingston (Vic.)	55-64	19205
Kingston (Vic.)	65-74	15387
Kingston (Vic.)	75-84	9541
Kingston (Vic.)	85+	4401
Knox	0-4	8428
Knox	5-14	18684
Knox	15-19	9314
Knox	20-24	9661
Knox	25-34	20219
Knox	35-44	22280
Knox	45-54	21548
Knox	55-64	20530
Knox	65-74	15998
Knox	75-84	8898
Knox	85+	3540
Latrobe (Vic.)	0-4	4295
Latrobe (Vic.)	5-14	9404
Latrobe (Vic.)	15-19	4347
Latrobe (Vic.)	20-24	4299
Latrobe (Vic.)	25-34	9809
Latrobe (Vic.)	35-44	8868
Latrobe (Vic.)	45-54	9314
Latrobe (Vic.)	55-64	10657
Latrobe (Vic.)	65-74	9321
Latrobe (Vic.)	75-84	5066
Latrobe (Vic.)	85+	1947
Loddon	0-4	317
Loddon	5-14	842
Loddon	15-19	387
Loddon	20-24	264
Loddon	25-34	618
Loddon	35-44	694
Loddon	45-54	988
Loddon	55-64	1388
Loddon	65-74	1299
Loddon	75-84	651
Loddon	85+	308
Macedon Ranges	0-4	2854
Macedon Ranges	5-14	7371
Macedon Ranges	15-19	3268
Macedon Ranges	20-24	2138
Macedon Ranges	25-34	4469
Macedon Ranges	35-44	6672
Macedon Ranges	45-54	7838
Macedon Ranges	55-64	7007
Macedon Ranges	65-74	5937
Macedon Ranges	75-84	2999
Macedon Ranges	85+	893
Manningham	0-4	5556
Manningham	5-14	14586
Manningham	15-19	7356
Manningham	20-24	7339
Manningham	25-34	13388
Manningham	35-44	16055
Manningham	45-54	16718
Manningham	55-64	15921
Manningham	65-74	13063
Manningham	75-84	10148
Manningham	85+	4558
Mansfield	0-4	397
Mansfield	5-14	1344
Mansfield	15-19	557
Mansfield	20-24	304
Mansfield	25-34	870
Mansfield	35-44	1127
Mansfield	45-54	1229
Mansfield	55-64	1703
Mansfield	65-74	1645
Mansfield	75-84	762
Mansfield	85+	239
Maribyrnong	0-4	4942
Maribyrnong	5-14	8321
Maribyrnong	15-19	3426
Maribyrnong	20-24	5577
Maribyrnong	25-34	19257
Maribyrnong	35-44	15258
Maribyrnong	45-54	10931
Maribyrnong	55-64	8225
Maribyrnong	65-74	5253
Maribyrnong	75-84	2669
Maribyrnong	85+	1348
Maroondah	0-4	6862
Maroondah	5-14	14162
Maroondah	15-19	6483
Maroondah	20-24	6438
Maroondah	25-34	15033
Maroondah	35-44	16863
Maroondah	45-54	15364
Maroondah	55-64	13610
Maroondah	65-74	10760
Maroondah	75-84	6580
Maroondah	85+	2883
Melbourne	0-4	4354
Melbourne	5-14	5742
Melbourne	15-19	6310
Melbourne	20-24	25180
Melbourne	25-34	52962
Melbourne	35-44	23170
Melbourne	45-54	11740
Melbourne	55-64	9236
Melbourne	65-74	6589
Melbourne	75-84	3141
Melbourne	85+	1188
Melton	0-4	14460
Melton	5-14	29126
Melton	15-19	11568
Melton	20-24	11121
Melton	25-34	28329
Melton	35-44	30533
Melton	45-54	22490
Melton	55-64	15104
Melton	65-74	10748
Melton	75-84	4321
Melton	85+	1154
Mildura	0-4	3260
Mildura	5-14	7288
Mildura	15-19	3279
Mildura	20-24	3176
Mildura	25-34	7619
Mildura	35-44	6720
Mildura	45-54	7076
Mildura	55-64	7383
Mildura	65-74	6137
Mildura	75-84	3505
Mildura	85+	1526
Mitchell	0-4	3505
Mitchell	5-14	6821
Mitchell	15-19	3002
Mitchell	20-24	2886
Mitchell	25-34	7015
Mitchell	35-44	6535
Mitchell	45-54	6369
Mitchell	55-64	5923
Mitchell	65-74	4491
Mitchell	75-84	2186
Mitchell	85+	730
Moira	0-4	1478
Moira	5-14	3570
Moira	15-19	1644
Moira	20-24	1307
Moira	25-34	3055
Moira	35-44	3039
Moira	45-54	3661
Moira	55-64	4402
Moira	65-74	4581
Moira	75-84	2735
Moira	85+	1050
Monash	0-4	8458
Monash	5-14	21130
Monash	15-19	11078
Monash	20-24	16188
Monash	25-34	29254
Monash	35-44	25886
Monash	45-54	23735
Monash	55-64	19929
Monash	65-74	16273
Monash	75-84	12266
Monash	85+	6204
Moonee Valley	0-4	6133
Moonee Valley	5-14	13433
Moonee Valley	15-19	6483
Moonee Valley	20-24	7732
Moonee Valley	25-34	18488
Moonee Valley	35-44	17538
Moonee Valley	45-54	16887
Moonee Valley	55-64	14095
Moonee Valley	65-74	10867
Moonee Valley	75-84	6913
Moonee Valley	85+	3274
Moorabool	0-4	2370
Moorabool	5-14	5215
Moorabool	15-19	2165
Moorabool	20-24	1905
Moorabool	25-34	4763
Moorabool	35-44	5124
Moorabool	45-54	5068
Moorabool	55-64	4642
Moorabool	65-74	3898
Moorabool	75-84	1861
Moorabool	85+	628
Moreland	0-4	9731
Moreland	5-14	16772
Moreland	15-19	7137
Moreland	20-24	12501
Moreland	25-34	37163
Moreland	35-44	28624
Moreland	45-54	20756
Moreland	55-64	15806
Moreland	65-74	10596
Moreland	75-84	7581
Moreland	85+	4682
Mornington Peninsula	0-4	7922
Mornington Peninsula	5-14	19591
Mornington Peninsula	15-19	9616
Mornington Peninsula	20-24	7640
Mornington Peninsula	25-34	14555
Mornington Peninsula	35-44	17834
Mornington Peninsula	45-54	22616
Mornington Peninsula	55-64	23203
Mornington Peninsula	65-74	24115
Mornington Peninsula	75-84	15833
Mornington Peninsula	85+	6029
Mount Alexander	0-4	808
Mount Alexander	5-14	2046
Mount Alexander	15-19	935
Mount Alexander	20-24	617
Mount Alexander	25-34	1730
Mount Alexander	35-44	2258
Mount Alexander	45-54	2808
Mount Alexander	55-64	3292
Mount Alexander	65-74	3353
Mount Alexander	75-84	1755
Mount Alexander	85+	644
Moyne	0-4	963
Moyne	5-14	2333
Moyne	15-19	1048
Moyne	20-24	721
Moyne	25-34	1729
Moyne	35-44	1879
Moyne	45-54	2273
Moyne	55-64	2606
Moyne	65-74	2377
Moyne	75-84	1062
Moyne	85+	381
Murrindindi	0-4	651
Murrindindi	5-14	1555
Murrindindi	15-19	783
Murrindindi	20-24	599
Murrindindi	25-34	1291
Murrindindi	35-44	1579
Murrindindi	45-54	2145
Murrindindi	55-64	2650
Murrindindi	65-74	2410
Murrindindi	75-84	1204
Murrindindi	85+	346
Nillumbik	0-4	3221
Nillumbik	5-14	8447
Nillumbik	15-19	4572
Nillumbik	20-24	3823
Nillumbik	25-34	5573
Nillumbik	35-44	7660
Nillumbik	45-54	9874
Nillumbik	55-64	9297
Nillumbik	65-74	6646
Nillumbik	75-84	2909
Nillumbik	85+	880
Northern Grampians	0-4	582
Northern Grampians	5-14	1214
Northern Grampians	15-19	559
Northern Grampians	20-24	566
Northern Grampians	25-34	1348
Northern Grampians	35-44	1117
Northern Grampians	45-54	1458
Northern Grampians	55-64	1891
Northern Grampians	65-74	1804
Northern Grampians	75-84	1022
Northern Grampians	85+	384
Port Phillip	0-4	4177
Port Phillip	5-14	7452
Port Phillip	15-19	3289
Port Phillip	20-24	5551
Port Phillip	25-34	23118
Port Phillip	35-44	18287
Port Phillip	45-54	14681
Port Phillip	55-64	11604
Port Phillip	65-74	8050
Port Phillip	75-84	4268
Port Phillip	85+	1468
Pyrenees	0-4	311
Pyrenees	5-14	810
Pyrenees	15-19	387
Pyrenees	20-24	295
