LGA_NAME16	CountryOfBirth	Sex	persons
Hunters Hill	KOR	M	30
Hunters Hill	LBN	F	29
Hunters Hill	LBN	M	37
Hunters Hill	LKA	F	8
Hunters Hill	LKA	M	17
Hunters Hill	MKD	F	4
Hunters Hill	MKD	M	6
Hunters Hill	MLT	F	7
Hunters Hill	MLT	M	7
Hunters Hill	MMR	F	3
Hunters Hill	MMR	M	7
Hunters Hill	MUS	F	4
Hunters Hill	MUS	M	5
Hunters Hill	MYS	F	47
Hunters Hill	MYS	M	47
Hunters Hill	NLD	F	16
Hunters Hill	NLD	M	16
Hunters Hill	NPL	F	10
Hunters Hill	NPL	M	12
Hunters Hill	NZL	F	89
Hunters Hill	NZL	M	120
Hunters Hill	PAK	F	6
Hunters Hill	PAK	M	4
Hunters Hill	PHL	F	50
Hunters Hill	PHL	M	21
Hunters Hill	PNG	F	3
Hunters Hill	PNG	M	9
Hunters Hill	POL	F	21
Hunters Hill	POL	M	26
Hunters Hill	SGP	F	35
Hunters Hill	SGP	M	28
Hunters Hill	THA	F	23
Hunters Hill	THA	M	6
Hunters Hill	TUR	F	13
Hunters Hill	TUR	M	9
Hunters Hill	TWN	F	15
Hunters Hill	TWN	M	13
Hunters Hill	USA	F	65
Hunters Hill	USA	M	64
Hunters Hill	VNM	F	34
Hunters Hill	VNM	M	27
Hunters Hill	ZAF	F	82
Hunters Hill	ZAF	M	61
Hunters Hill	ZWE	F	4
Hunters Hill	ZWE	M	12
Inner West		F	7509
Inner West		M	7503
Inner West	AFG	F	10
Inner West	AFG	M	17
Inner West	AUS	F	58486
Inner West	AUS	M	55880
Inner West	BGD	F	114
Inner West	BGD	M	161
Inner West	BIH	F	71
Inner West	BIH	M	68
Inner West	BRA	F	326
Inner West	BRA	M	339
Inner West	CAN	F	393
Inner West	CAN	M	289
Inner West	CHL	F	189
Inner West	CHL	M	193
Inner West	CHN	F	3214
Inner West	CHN	M	2344
Inner West	DEU	F	447
Inner West	DEU	M	397
Inner West	EGY	F	124
Inner West	EGY	M	144
Inner West	FJI	F	258
Inner West	FJI	M	224
Inner West	FRA	F	309
Inner West	FRA	M	300
Inner West	GBR	F	4202
Inner West	GBR	M	5287
Inner West	GRC	F	1390
Inner West	GRC	M	1038
Inner West	HKG	F	619
Inner West	HKG	M	479
Inner West	HRV	F	165
Inner West	HRV	M	141
Inner West	IDN	F	495
Inner West	IDN	M	361
Inner West	IND	F	900
Inner West	IND	M	1036
Inner West	IRL	F	588
Inner West	IRL	M	768
Inner West	IRN	F	136
Inner West	IRN	M	176
Inner West	IRQ	F	45
Inner West	IRQ	M	56
Inner West	ITA	F	1427
Inner West	ITA	M	1371
Inner West	JPN	F	461
Inner West	JPN	M	180
Inner West	KHM	F	74
Inner West	KHM	M	51
Inner West	KOR	F	544
Inner West	KOR	M	281
Inner West	LBN	F	535
Inner West	LBN	M	483
Inner West	LKA	F	211
Inner West	LKA	M	208
Inner West	MKD	F	177
Inner West	MKD	M	158
Inner West	MLT	F	123
Inner West	MLT	M	100
Inner West	MMR	F	89
Inner West	MMR	M	59
Inner West	MUS	F	65
Inner West	MUS	M	75
Inner West	MYS	F	575
Inner West	MYS	M	554
Inner West	NLD	F	163
Inner West	NLD	M	176
Inner West	NPL	F	786
Inner West	NPL	M	1179
Inner West	NZL	F	1894
Inner West	NZL	M	1972
Inner West	PAK	F	58
Inner West	PAK	M	115
Inner West	PHL	F	1249
Inner West	PHL	M	833
Inner West	PNG	F	93
Inner West	PNG	M	63
Inner West	POL	F	249
Inner West	POL	M	173
Inner West	SGP	F	318
Inner West	SGP	M	251
Inner West	THA	F	865
Inner West	THA	M	450
Inner West	TUR	F	234
Inner West	TUR	M	263
Inner West	TWN	F	210
Inner West	TWN	M	148
Inner West	USA	F	923
Inner West	USA	M	853
Inner West	VNM	F	1759
Inner West	VNM	M	1378
Inner West	WSM	F	21
Inner West	WSM	M	22
Inner West	ZAF	F	509
Inner West	ZAF	M	502
Inner West	ZWE	F	54
Inner West	ZWE	M	49
Inverell		F	969
Inverell		M	965
Inverell	AUS	F	7511
Inverell	AUS	M	7236
Inverell	BRA	F	24
Inverell	BRA	M	23
Inverell	CAN	F	10
Inverell	CAN	M	5
Inverell	CHN	F	10
Inverell	CHN	M	13
Inverell	DEU	F	15
Inverell	DEU	M	18
Inverell	FJI	F	38
Inverell	FJI	M	53
Inverell	FRA	F	3
Inverell	FRA	M	4
Inverell	GBR	F	135
Inverell	GBR	M	128
Inverell	HKG	F	3
Inverell	HKG	M	3
Inverell	IDN	F	7
Inverell	IND	F	19
Inverell	IND	M	27
Inverell	IRL	F	7
Inverell	IRL	M	5
Inverell	ITA	F	8
Inverell	ITA	M	10
Inverell	JPN	F	8
Inverell	KOR	F	12
Inverell	KOR	M	3
Inverell	MYS	F	13
Inverell	MYS	M	11
Inverell	NLD	F	11
Inverell	NLD	M	4
Inverell	NPL	F	9
Inverell	NPL	M	9
Inverell	NZL	F	57
Inverell	NZL	M	64
Inverell	PAK	M	3
Inverell	PHL	F	74
Inverell	PHL	M	58
Inverell	PNG	F	3
Inverell	PNG	M	6
Inverell	THA	F	11
Inverell	THA	M	6
Inverell	TWN	F	8
Inverell	TWN	M	7
Inverell	USA	F	66
Inverell	USA	M	67
Inverell	VNM	F	15
Inverell	VNM	M	12
Inverell	WSM	F	4
Inverell	WSM	M	8
Inverell	ZAF	F	15
Inverell	ZAF	M	10
Inverell	ZWE	F	3
Inverell	ZWE	M	5
Junee		F	189
Junee		M	260
Junee	AUS	F	2380
Junee	AUS	M	3069
Junee	BGD	M	4
Junee	CHN	F	35
Junee	CHN	M	57
Junee	EGY	F	5
Junee	EGY	M	4
Junee	FJI	M	43
Junee	GBR	F	49
Junee	GBR	M	51
Junee	GRC	F	3
Junee	IND	F	4
Junee	IND	M	6
Junee	KHM	F	5
Junee	KHM	M	6
Junee	KOR	M	7
Junee	LBN	M	4
Junee	LKA	F	3
Junee	MYS	F	6
Junee	MYS	M	28
Junee	NLD	F	5
Junee	NLD	M	3
Junee	NZL	F	23
Junee	NZL	M	41
Junee	PHL	F	12
Junee	PHL	M	8
Junee	PNG	M	9
Junee	SGP	M	4
Junee	TWN	F	5
Junee	TWN	M	13
Junee	USA	F	4
Junee	USA	M	7
Junee	WSM	M	4
Junee	ZAF	F	5
Junee	ZAF	M	5
Junee	ZWE	F	3
Kempsey		F	1443
Kempsey		M	1463
Kempsey	AUS	F	12681
Kempsey	AUS	M	12910
Kempsey	BGD	F	3
Kempsey	BRA	F	9
Kempsey	BRA	M	3
Kempsey	CAN	F	26
Kempsey	CAN	M	16
Kempsey	CHL	F	6
Kempsey	CHL	M	5
Kempsey	CHN	F	45
Kempsey	CHN	M	48
Kempsey	DEU	F	74
Kempsey	DEU	M	55
Kempsey	EGY	F	5
Kempsey	FJI	F	17
Kempsey	FJI	M	24
Kempsey	FRA	F	6
Kempsey	FRA	M	8
Kempsey	GBR	F	378
Kempsey	GBR	M	405
Kempsey	GRC	M	5
Kempsey	HKG	M	3
Kempsey	HRV	F	5
Kempsey	HRV	M	6
Kempsey	IDN	F	14
Kempsey	IDN	M	6
Kempsey	IND	F	34
Kempsey	IND	M	40
Kempsey	IRL	F	7
Kempsey	IRL	M	10
Kempsey	IRN	M	3
Kempsey	IRQ	M	11
Kempsey	ITA	M	12
Kempsey	JPN	F	9
Kempsey	JPN	M	3
Kempsey	KHM	F	6
Kempsey	KOR	F	4
Kempsey	KOR	M	3
Kempsey	LBN	M	13
Kempsey	LKA	F	4
Kempsey	LKA	M	3
Kempsey	MLT	F	7
Kempsey	MLT	M	7
Kempsey	MUS	F	3
Kempsey	MYS	F	13
Kempsey	MYS	M	13
Kempsey	NLD	F	36
Kempsey	NLD	M	29
Kempsey	NPL	F	8
Kempsey	NPL	M	8
Kempsey	NZL	F	138
Kempsey	NZL	M	143
Kempsey	PAK	F	8
Kempsey	PAK	M	3
Kempsey	PHL	F	141
Kempsey	PHL	M	35
Kempsey	PNG	F	8
Kempsey	PNG	M	8
Kempsey	SGP	F	3
Kempsey	SGP	M	5
Kempsey	THA	F	36
Kempsey	THA	M	19
Kempsey	TWN	F	8
Kempsey	USA	F	33
Kempsey	USA	M	38
Kempsey	VNM	F	12
Kempsey	VNM	M	23
Kempsey	WSM	F	5
Kempsey	WSM	M	7
Kempsey	ZAF	F	24
Kempsey	ZAF	M	19
Kempsey	ZWE	F	7
Kempsey	ZWE	M	9
Kiama		F	664
Kiama		M	645
Kiama	AFG	F	4
Kiama	AUS	F	9581
Kiama	AUS	M	9191
Kiama	BRA	F	12
Kiama	BRA	M	8
Kiama	CAN	F	35
Kiama	CAN	M	29
Kiama	CHL	F	9
Kiama	CHL	M	7
Kiama	CHN	F	40
Kiama	CHN	M	30
Kiama	DEU	F	61
Kiama	DEU	M	59
Kiama	EGY	F	8
Kiama	EGY	M	13
Kiama	FJI	F	9
Kiama	FJI	M	7
Kiama	FRA	F	9
Kiama	FRA	M	9
Kiama	GBR	F	725
Kiama	GBR	M	672
Kiama	GRC	F	12
Kiama	GRC	M	11
Kiama	HKG	F	8
Kiama	HKG	M	9
Kiama	HRV	F	13
Kiama	HRV	M	10
Kiama	IDN	F	13
Kiama	IDN	M	5
Kiama	IND	F	17
Kiama	IND	M	18
Kiama	IRL	F	43
Kiama	IRL	M	43
Kiama	IRN	F	10
Kiama	ITA	F	38
Kiama	ITA	M	41
Kiama	JPN	F	9
Kiama	JPN	M	4
Kiama	KOR	F	5
Kiama	KOR	M	6
Kiama	LBN	F	6
Kiama	LBN	M	4
Kiama	LKA	F	5
Kiama	MKD	F	12
Kiama	MKD	M	14
Kiama	MLT	F	19
Kiama	MLT	M	18
Kiama	MUS	F	5
Kiama	MUS	M	3
Kiama	MYS	F	22
Kiama	MYS	M	11
Kiama	NLD	F	35
Kiama	NLD	M	28
Kiama	NPL	F	3
Kiama	NPL	M	4
Kiama	NZL	F	151
Kiama	NZL	M	151
Kiama	PHL	F	35
Kiama	PHL	M	11
Kiama	PNG	F	5
Kiama	PNG	M	10
Kiama	POL	F	12
Kiama	POL	M	7
Kiama	SGP	F	8
Kiama	SGP	M	6
Kiama	THA	F	36
Kiama	THA	M	9
Kiama	TUR	F	3
Kiama	USA	F	74
Kiama	USA	M	69
Kiama	VNM	F	15
Kiama	VNM	M	9
Kiama	ZAF	F	61
Kiama	ZAF	M	54
Kiama	ZWE	F	10
Kiama	ZWE	M	10
Ku-ring-gai		F	3375
Ku-ring-gai		M	2980
Ku-ring-gai	AFG	F	12
Ku-ring-gai	AFG	M	8
Ku-ring-gai	AUS	F	34627
Ku-ring-gai	AUS	M	33956
Ku-ring-gai	BGD	F	30
Ku-ring-gai	BGD	M	37
Ku-ring-gai	BIH	F	6
Ku-ring-gai	BIH	M	7
Ku-ring-gai	BRA	F	109
Ku-ring-gai	BRA	M	80
Ku-ring-gai	CAN	F	209
Ku-ring-gai	CAN	M	201
Ku-ring-gai	CHL	F	80
Ku-ring-gai	CHL	M	56
Ku-ring-gai	CHN	F	7459
Ku-ring-gai	CHN	M	5450
Ku-ring-gai	DEU	F	314
Ku-ring-gai	DEU	M	264
Ku-ring-gai	EGY	F	71
Ku-ring-gai	EGY	M	80
Ku-ring-gai	FJI	F	86
Ku-ring-gai	FJI	M	81
Ku-ring-gai	FRA	F	117
Ku-ring-gai	FRA	M	108
Ku-ring-gai	GBR	F	3168
Ku-ring-gai	GBR	M	3739
Ku-ring-gai	GRC	F	57
Ku-ring-gai	GRC	M	61
Ku-ring-gai	HKG	F	1905
Ku-ring-gai	HKG	M	1698
Ku-ring-gai	HRV	F	50
Ku-ring-gai	HRV	M	55
Ku-ring-gai	IDN	F	391
Ku-ring-gai	IDN	M	237
Ku-ring-gai	IND	F	1302
Ku-ring-gai	IND	M	1332
Ku-ring-gai	IRL	F	177
Ku-ring-gai	IRL	M	226
Ku-ring-gai	IRN	F	760
Ku-ring-gai	IRN	M	742
Ku-ring-gai	IRQ	F	20
Ku-ring-gai	IRQ	M	16
Ku-ring-gai	ITA	F	173
Ku-ring-gai	ITA	M	214
Ku-ring-gai	JPN	F	551
Ku-ring-gai	JPN	M	284
Ku-ring-gai	KHM	F	21
Ku-ring-gai	KHM	M	7
Ku-ring-gai	KOR	F	1391
Ku-ring-gai	KOR	M	1135
Ku-ring-gai	LBN	F	77
Ku-ring-gai	LBN	M	83
Ku-ring-gai	LKA	F	393
Ku-ring-gai	LKA	M	334
Ku-ring-gai	MKD	F	15
Ku-ring-gai	MKD	M	11
Ku-ring-gai	MLT	F	20
Ku-ring-gai	MLT	M	10
Ku-ring-gai	MMR	F	40
Ku-ring-gai	MMR	M	32
Ku-ring-gai	MUS	F	40
Ku-ring-gai	MUS	M	29
Ku-ring-gai	MYS	F	830
Ku-ring-gai	MYS	M	698
Ku-ring-gai	NLD	F	151
Ku-ring-gai	NLD	M	146
Ku-ring-gai	NPL	F	59
Ku-ring-gai	NPL	M	64
Ku-ring-gai	NZL	F	1053
Ku-ring-gai	NZL	M	997
Ku-ring-gai	PAK	F	96
Ku-ring-gai	PAK	M	91
Ku-ring-gai	PHL	F	467
Ku-ring-gai	PHL	M	240
Ku-ring-gai	PNG	F	132
Ku-ring-gai	PNG	M	128
Ku-ring-gai	POL	F	141
Ku-ring-gai	POL	M	117
Ku-ring-gai	SGP	F	458
Ku-ring-gai	SGP	M	440
Ku-ring-gai	THA	F	239
Ku-ring-gai	THA	M	118
Ku-ring-gai	TUR	F	56
Ku-ring-gai	TUR	M	67
Ku-ring-gai	TWN	F	536
Ku-ring-gai	TWN	M	418
Ku-ring-gai	USA	F	555
Ku-ring-gai	USA	M	586
Ku-ring-gai	VNM	F	335
Ku-ring-gai	VNM	M	230
Ku-ring-gai	WSM	F	3
Ku-ring-gai	WSM	M	5
Ku-ring-gai	ZAF	F	1924
Ku-ring-gai	ZAF	M	1816
Ku-ring-gai	ZWE	F	127
Ku-ring-gai	ZWE	M	126
Kyogle		F	525
Kyogle		M	562
Kyogle	AUS	F	3746
Kyogle	AUS	M	3706
Kyogle	CAN	F	8
Kyogle	CAN	M	9
Kyogle	CHN	F	4
Kyogle	DEU	F	27
Kyogle	DEU	M	21
Kyogle	FJI	F	5
Kyogle	FRA	F	8
Kyogle	FRA	M	7
Kyogle	GBR	F	140
Kyogle	GBR	M	155
Kyogle	HKG	F	3
Kyogle	HRV	F	3
Kyogle	IDN	F	3
Kyogle	IDN	M	4
Kyogle	IND	F	6
Kyogle	IND	M	10
Kyogle	IRL	F	3
Kyogle	IRL	M	6
Kyogle	ITA	F	4
Kyogle	ITA	M	7
Kyogle	JPN	F	7
Kyogle	LKA	F	3
Kyogle	MLT	M	5
Kyogle	MUS	M	3
Kyogle	MYS	F	3
Kyogle	MYS	M	8
Kyogle	NLD	F	13
Kyogle	NLD	M	8
Kyogle	NPL	F	3
Kyogle	NZL	F	71
Kyogle	NZL	M	79
Kyogle	PHL	F	36
Kyogle	PHL	M	3
Kyogle	PNG	F	11
Kyogle	PNG	M	8
Kyogle	SGP	F	5
Kyogle	THA	F	7
Kyogle	TWN	F	7
Kyogle	USA	F	30
Kyogle	USA	M	13
Kyogle	VNM	F	4
Kyogle	ZAF	F	15
Kyogle	ZAF	M	11
Kyogle	ZWE	F	6
Kyogle	ZWE	M	3
Lachlan		F	419
Lachlan		M	382
Lachlan	AUS	F	2489
Lachlan	AUS	M	2524
Lachlan	CAN	F	5
Lachlan	CHN	F	5
Lachlan	CHN	M	4
Lachlan	DEU	F	3
Lachlan	DEU	M	6
Lachlan	FJI	M	3
Lachlan	GBR	F	27
Lachlan	GBR	M	12
Lachlan	IND	F	18
Lachlan	IND	M	25
Lachlan	IRL	M	3
Lachlan	ITA	M	4
Lachlan	JPN	M	4
Lachlan	LBN	F	3
Lachlan	LKA	F	3
Lachlan	LKA	M	4
Lachlan	NLD	F	5
Lachlan	NPL	F	4
Lachlan	NPL	M	4
Lachlan	NZL	F	12
Lachlan	NZL	M	10
Lachlan	PAK	M	3
Lachlan	PHL	F	19
Lachlan	PHL	M	29
Lachlan	THA	F	3
Lachlan	USA	M	3
Lachlan	ZAF	F	9
Lachlan	ZAF	M	11
Lake Macquarie		F	5260
Lake Macquarie		M	5012
Lake Macquarie	AFG	F	10
Lake Macquarie	AFG	M	11
Lake Macquarie	AUS	F	93319
Lake Macquarie	AUS	M	89514
Lake Macquarie	BGD	F	44
Lake Macquarie	BGD	M	51
Lake Macquarie	BIH	F	39
Lake Macquarie	BIH	M	25
Lake Macquarie	BRA	F	57
Lake Macquarie	BRA	M	51
Lake Macquarie	CAN	F	195
Lake Macquarie	CAN	M	155
Lake Macquarie	CHL	F	49
Lake Macquarie	CHL	M	45
Lake Macquarie	CHN	F	376
Lake Macquarie	CHN	M	262
Lake Macquarie	DEU	F	485
Lake Macquarie	DEU	M	409
Lake Macquarie	EGY	F	33
Lake Macquarie	EGY	M	52
Lake Macquarie	FJI	F	94
Lake Macquarie	FJI	M	89
Lake Macquarie	FRA	F	56
Lake Macquarie	FRA	M	59
Lake Macquarie	GBR	F	3282
Lake Macquarie	GBR	M	3277
Lake Macquarie	GRC	F	73
Lake Macquarie	GRC	M	63
Lake Macquarie	HKG	F	99
Lake Macquarie	HKG	M	66
Lake Macquarie	HRV	F	54
Lake Macquarie	HRV	M	74
Lake Macquarie	IDN	F	128
Lake Macquarie	IDN	M	78
Lake Macquarie	IND	F	492
Lake Macquarie	IND	M	546
Lake Macquarie	IRL	F	171
Lake Macquarie	IRL	M	207
Lake Macquarie	IRN	F	47
Lake Macquarie	IRN	M	52
Lake Macquarie	IRQ	F	28
Lake Macquarie	IRQ	M	27
Lake Macquarie	ITA	F	192
Lake Macquarie	ITA	M	219
Lake Macquarie	JPN	F	88
Lake Macquarie	JPN	M	29
Lake Macquarie	KHM	F	47
Lake Macquarie	KHM	M	31
Lake Macquarie	KOR	F	138
Lake Macquarie	KOR	M	98
Lake Macquarie	LBN	F	26
Lake Macquarie	LBN	M	33
Lake Macquarie	LKA	F	90
Lake Macquarie	LKA	M	88
Lake Macquarie	MKD	F	131
Lake Macquarie	MKD	M	111
Lake Macquarie	MLT	F	62
Lake Macquarie	MLT	M	75
Lake Macquarie	MMR	F	22
Lake Macquarie	MMR	M	10
Lake Macquarie	MUS	F	36
Lake Macquarie	MUS	M	31
Lake Macquarie	MYS	F	215
Lake Macquarie	MYS	M	165
Lake Macquarie	NLD	F	260
Lake Macquarie	NLD	M	258
Lake Macquarie	NPL	F	102
Lake Macquarie	NPL	M	119
Lake Macquarie	NZL	F	1211
Lake Macquarie	NZL	M	1328
Lake Macquarie	PAK	F	69
Lake Macquarie	PAK	M	77
Lake Macquarie	PHL	F	688
Lake Macquarie	PHL	M	222
Lake Macquarie	PNG	F	94
Lake Macquarie	PNG	M	78
Lake Macquarie	POL	F	142
Lake Macquarie	POL	M	78
Lake Macquarie	SGP	F	54
Lake Macquarie	SGP	M	55
Lake Macquarie	THA	F	291
Lake Macquarie	THA	M	94
Lake Macquarie	TUR	F	11
Lake Macquarie	TUR	M	25
Lake Macquarie	TWN	F	30
Lake Macquarie	TWN	M	20
Lake Macquarie	USA	F	347
Lake Macquarie	USA	M	273
Lake Macquarie	VNM	F	146
Lake Macquarie	VNM	M	70
Lake Macquarie	WSM	F	62
Lake Macquarie	WSM	M	61
Lake Macquarie	ZAF	F	503
Lake Macquarie	ZAF	M	470
Lake Macquarie	ZWE	F	84
Lake Macquarie	ZWE	M	83
Lane Cove		F	1576
Lane Cove		M	1377
Lane Cove	AFG	F	9
Lane Cove	AFG	M	5
Lane Cove	AUS	F	11410
Lane Cove	AUS	M	11491
Lane Cove	BGD	F	39
Lane Cove	BGD	M	33
Lane Cove	BIH	F	9
Lane Cove	BIH	M	7
Lane Cove	BRA	F	123
Lane Cove	BRA	M	99
Lane Cove	CAN	F	71
Lane Cove	CAN	M	83
Lane Cove	CHL	F	42
Lane Cove	CHL	M	31
Lane Cove	CHN	F	1167
Lane Cove	CHN	M	751
Lane Cove	DEU	F	85
Lane Cove	DEU	M	77
Lane Cove	EGY	F	40
Lane Cove	EGY	M	49
Lane Cove	FJI	F	47
Lane Cove	FJI	M	30
Lane Cove	FRA	F	69
Lane Cove	FRA	M	67
Lane Cove	GBR	F	917
Lane Cove	GBR	M	1114
Lane Cove	GRC	F	40
Lane Cove	GRC	M	32
Lane Cove	HKG	F	409
Lane Cove	HKG	M	320
Lane Cove	HRV	F	37
Lane Cove	HRV	M	31
Lane Cove	IDN	F	117
Lane Cove	IDN	M	83
Lane Cove	IND	F	507
Lane Cove	IND	M	551
Lane Cove	IRL	F	120
Lane Cove	IRL	M	125
Lane Cove	IRN	F	265
Lane Cove	IRN	M	263
Lane Cove	IRQ	F	15
Lane Cove	IRQ	M	12
Lane Cove	ITA	F	77
Lane Cove	ITA	M	111
Lane Cove	JPN	F	260
Lane Cove	JPN	M	140
Lane Cove	KHM	F	12
Lane Cove	KHM	M	8
Lane Cove	KOR	F	211
Lane Cove	KOR	M	141
Lane Cove	LBN	F	36
Lane Cove	LBN	M	39
Lane Cove	LKA	F	96
Lane Cove	LKA	M	88
Lane Cove	MKD	F	23
Lane Cove	MKD	M	17
Lane Cove	MLT	F	8
Lane Cove	MLT	M	7
Lane Cove	MMR	F	9
Lane Cove	MMR	M	5
Lane Cove	MUS	F	12
Lane Cove	MUS	M	9
Lane Cove	MYS	F	318
Lane Cove	MYS	M	219
Lane Cove	NLD	F	40
Lane Cove	NLD	M	56
Lane Cove	NPL	F	82
Lane Cove	NPL	M	134
Lane Cove	NZL	F	337
Lane Cove	NZL	M	408
Lane Cove	PAK	F	33
Lane Cove	PAK	M	51
Lane Cove	PHL	F	319
Lane Cove	PHL	M	222
Lane Cove	PNG	F	27
Lane Cove	PNG	M	21
Lane Cove	POL	F	114
Lane Cove	POL	M	87
Lane Cove	SGP	F	116
Lane Cove	SGP	M	104
Lane Cove	THA	F	157
Lane Cove	THA	M	67
Lane Cove	TUR	F	42
Lane Cove	TUR	M	51
Lane Cove	TWN	F	105
Lane Cove	TWN	M	63
Lane Cove	USA	F	212
Lane Cove	USA	M	214
Lane Cove	VNM	F	116
Lane Cove	VNM	M	62
Lane Cove	ZAF	F	268
Lane Cove	ZAF	M	291
Lane Cove	ZWE	F	19
Lane Cove	ZWE	M	32
Leeton		F	536
Leeton		M	539
Leeton	AFG	F	8
Leeton	AFG	M	14
Leeton	AUS	F	4674
Leeton	AUS	M	4550
Leeton	BGD	F	3
Leeton	CAN	F	3
Leeton	CAN	M	3
Leeton	CHN	F	36
Leeton	CHN	M	37
Leeton	DEU	F	7
Leeton	DEU	M	9
Leeton	FJI	F	20
Leeton	FJI	M	19
Leeton	FRA	F	3
Leeton	FRA	M	3
Leeton	GBR	F	70
Leeton	GBR	M	54
Leeton	GRC	F	4
Leeton	HKG	M	5
Leeton	HRV	M	4
Leeton	IDN	F	13
Leeton	IDN	M	10
Leeton	IND	F	79
Leeton	IND	M	76
Leeton	IRL	M	3
Leeton	ITA	F	76
Leeton	ITA	M	83
Leeton	JPN	F	8
Leeton	JPN	M	3
Leeton	KOR	M	6
Leeton	LKA	F	3
Leeton	LKA	M	9
Leeton	MYS	F	39
Leeton	MYS	M	42
Leeton	NLD	F	4
Leeton	NPL	F	3
Leeton	NZL	F	53
Leeton	NZL	M	54
Leeton	PAK	F	14
Leeton	PAK	M	9
Leeton	PHL	F	77
Leeton	PHL	M	68
Leeton	THA	F	24
Leeton	THA	M	11
Leeton	TWN	F	12
Leeton	TWN	M	7
Leeton	USA	F	6
Leeton	USA	M	5
Leeton	VNM	F	3
Leeton	WSM	F	9
Leeton	WSM	M	13
Leeton	ZAF	F	27
Leeton	ZAF	M	24
Leeton	ZWE	F	7
Leeton	ZWE	M	8
Lismore		F	2008
Lismore		M	1978
Lismore	AUS	F	18418
Lismore	AUS	M	17830
Lismore	BGD	F	7
Lismore	BGD	M	6
Lismore	BIH	M	6
Lismore	BRA	F	15
Lismore	BRA	M	16
Lismore	CAN	F	57
Lismore	CAN	M	52
Lismore	CHL	F	10
Lismore	CHL	M	11
Lismore	CHN	F	40
Lismore	CHN	M	24
Lismore	DEU	F	115
Lismore	DEU	M	110
Lismore	EGY	F	15
Lismore	EGY	M	15
Lismore	FJI	F	12
Lismore	FJI	M	24
Lismore	FRA	F	30
Lismore	FRA	M	37
Lismore	GBR	F	623
Lismore	GBR	M	645
Lismore	GRC	F	7
Lismore	GRC	M	3
Lismore	HKG	F	9
Lismore	HKG	M	11
Lismore	HRV	F	3
Lismore	HRV	M	6
Lismore	IDN	F	20
Lismore	IDN	M	11
Lismore	IND	F	78
Lismore	IND	M	101
Lismore	IRL	F	24
Lismore	IRL	M	20
Lismore	IRN	F	7
Lismore	IRN	M	12
Lismore	IRQ	M	5
Lismore	ITA	F	66
Lismore	ITA	M	75
Lismore	JPN	F	48
Lismore	JPN	M	16
Lismore	KHM	F	5
Lismore	KOR	F	20
Lismore	KOR	M	17
Lismore	LBN	M	4
Lismore	LKA	F	16
Lismore	LKA	M	17
Lismore	MLT	F	3
Lismore	MLT	M	3
Lismore	MUS	F	3
Lismore	MUS	M	7
Lismore	MYS	F	31
Lismore	MYS	M	29
Lismore	NLD	F	59
Lismore	NLD	M	54
Lismore	NPL	F	20
Lismore	NPL	M	24
Lismore	NZL	F	283
Lismore	NZL	M	272
Lismore	PAK	F	13
Lismore	PAK	M	11
Lismore	PHL	F	161
Lismore	PHL	M	38
Lismore	PNG	F	20
Lismore	PNG	M	20
Lismore	POL	F	11
Lismore	POL	M	8
Lismore	SGP	F	16
Lismore	SGP	M	13
Lismore	THA	F	69
Lismore	THA	M	18
Lismore	TUR	M	5
Lismore	TWN	F	14
Lismore	TWN	M	5
Lismore	USA	F	83
Lismore	USA	M	81
Lismore	VNM	F	39
Lismore	VNM	M	23
Lismore	WSM	F	3
Lismore	WSM	M	5
Lismore	ZAF	F	84
Lismore	ZAF	M	76
Lismore	ZWE	F	15
Lismore	ZWE	M	15
Lithgow		F	869
Lithgow		M	970
Lithgow	AUS	F	8478
Lithgow	AUS	M	8638
Lithgow	BGD	M	3
Lithgow	BIH	F	6
Lithgow	BIH	M	10
Lithgow	CAN	F	13
Lithgow	CAN	M	5
Lithgow	CHL	F	12
Lithgow	CHL	M	9
Lithgow	CHN	F	28
Lithgow	CHN	M	34
Lithgow	DEU	F	37
Lithgow	DEU	M	50
Lithgow	EGY	M	4
Lithgow	FJI	F	13
Lithgow	FJI	M	10
Lithgow	FRA	F	6
Lithgow	FRA	M	6
Lithgow	GBR	F	316
Lithgow	GBR	M	318
Lithgow	GRC	F	8
Lithgow	GRC	M	11
Lithgow	HKG	F	12
Lithgow	HKG	M	12
Lithgow	HRV	F	9
Lithgow	HRV	M	18
Lithgow	IDN	F	11
Lithgow	IDN	M	8
Lithgow	IND	F	38
Lithgow	IND	M	49
Lithgow	IRL	F	13
Lithgow	IRL	M	22
Lithgow	IRN	M	6
Lithgow	IRQ	F	6
Lithgow	IRQ	M	4
Lithgow	ITA	F	22
Lithgow	ITA	M	33
Lithgow	JPN	F	4
Lithgow	JPN	M	3
Lithgow	KHM	F	3
Lithgow	KHM	M	3
Lithgow	KOR	F	5
Lithgow	KOR	M	3
Lithgow	LBN	F	5
Lithgow	LBN	M	14
Lithgow	LKA	F	9
Lithgow	LKA	M	9
Lithgow	MKD	M	3
Lithgow	MLT	F	9
Lithgow	MLT	M	13
Lithgow	MUS	M	4
Lithgow	MYS	F	18
Lithgow	MYS	M	23
Lithgow	NLD	F	29
Lithgow	NLD	M	29
Lithgow	NPL	F	14
Lithgow	NPL	M	11
Lithgow	NZL	F	120
Lithgow	NZL	M	103
Lithgow	PAK	F	7
Lithgow	PAK	M	6
Lithgow	PHL	F	82
