LGA_NAME16	CountryOfBirth	Sex	persons
Swan	POL	F	192
Swan	POL	M	144
Swan	SGP	F	352
Swan	SGP	M	327
Swan	THA	F	465
Swan	THA	M	173
Swan	TUR	F	24
Swan	TUR	M	20
Swan	TWN	F	97
Swan	TWN	M	39
Swan	USA	F	182
Swan	USA	M	197
Swan	VNM	F	1295
Swan	VNM	M	977
Swan	WSM	F	15
Swan	WSM	M	27
Swan	ZAF	F	1071
Swan	ZAF	M	1065
Swan	ZWE	F	557
Swan	ZWE	M	463
Tammin		F	27
Tammin		M	29
Tammin	AUS	F	122
Tammin	AUS	M	165
Tammin	GBR	F	13
Tammin	GBR	M	9
Tammin	NZL	F	4
Tammin	NZL	M	6
Tammin	ZWE	F	7
Three Springs		F	49
Three Springs		M	49
Three Springs	AUS	F	191
Three Springs	AUS	M	219
Three Springs	GBR	F	12
Three Springs	GBR	M	10
Three Springs	IND	F	3
Three Springs	MUS	F	4
Three Springs	MUS	M	3
Three Springs	NLD	M	3
Three Springs	NZL	F	10
Three Springs	NZL	M	7
Toodyay		F	277
Toodyay		M	344
Toodyay	AUS	F	1483
Toodyay	AUS	M	1567
Toodyay	CHN	F	5
Toodyay	DEU	F	15
Toodyay	DEU	M	15
Toodyay	EGY	F	5
Toodyay	FRA	M	3
Toodyay	GBR	F	274
Toodyay	GBR	M	256
Toodyay	IDN	M	3
Toodyay	IND	F	3
Toodyay	IRL	F	9
Toodyay	IRL	M	5
Toodyay	ITA	F	7
Toodyay	ITA	M	5
Toodyay	JPN	F	3
Toodyay	JPN	M	3
Toodyay	MLT	M	5
Toodyay	MMR	M	3
Toodyay	MUS	F	3
Toodyay	MYS	F	5
Toodyay	MYS	M	6
Toodyay	NLD	F	7
Toodyay	NLD	M	13
Toodyay	NZL	F	64
Toodyay	NZL	M	91
Toodyay	PHL	F	7
Toodyay	PNG	F	4
Toodyay	POL	F	3
Toodyay	POL	M	5
Toodyay	SGP	F	4
Toodyay	THA	F	4
Toodyay	USA	F	8
Toodyay	USA	M	8
Toodyay	VNM	F	4
Toodyay	ZAF	F	16
Toodyay	ZAF	M	15
Toodyay	ZWE	F	8
Toodyay	ZWE	M	3
Trayning		F	23
Trayning		M	23
Trayning	AUS	F	95
Trayning	AUS	M	112
Trayning	GBR	F	15
Trayning	GBR	M	10
Trayning	NZL	M	4
Upper Gascoyne		F	9
Upper Gascoyne		M	13
Upper Gascoyne	AUS	F	60
Upper Gascoyne	AUS	M	78
Victoria Park		F	1960
Victoria Park		M	1983
Victoria Park	AFG	F	27
Victoria Park	AFG	M	52
Victoria Park	AUS	F	10248
Victoria Park	AUS	M	10463
Victoria Park	BGD	F	44
Victoria Park	BGD	M	41
Victoria Park	BIH	F	13
Victoria Park	BIH	M	12
Victoria Park	BRA	F	77
Victoria Park	BRA	M	62
Victoria Park	CAN	F	81
Victoria Park	CAN	M	45
Victoria Park	CHL	F	15
Victoria Park	CHL	M	13
Victoria Park	CHN	F	404
Victoria Park	CHN	M	296
Victoria Park	DEU	F	85
Victoria Park	DEU	M	75
Victoria Park	EGY	F	29
Victoria Park	EGY	M	31
Victoria Park	FJI	F	11
Victoria Park	FJI	M	11
Victoria Park	FRA	F	33
Victoria Park	FRA	M	51
Victoria Park	GBR	F	1124
Victoria Park	GBR	M	1278
Victoria Park	GRC	F	7
Victoria Park	GRC	M	9
Victoria Park	HKG	F	87
Victoria Park	HKG	M	86
Victoria Park	HRV	F	17
Victoria Park	HRV	M	22
Victoria Park	IDN	F	259
Victoria Park	IDN	M	179
Victoria Park	IND	F	569
Victoria Park	IND	M	616
Victoria Park	IRL	F	144
Victoria Park	IRL	M	182
Victoria Park	IRN	F	60
Victoria Park	IRN	M	82
Victoria Park	IRQ	F	24
Victoria Park	IRQ	M	31
Victoria Park	ITA	F	204
Victoria Park	ITA	M	187
Victoria Park	JPN	F	105
Victoria Park	JPN	M	32
Victoria Park	KHM	F	19
Victoria Park	KHM	M	9
Victoria Park	KOR	F	141
Victoria Park	KOR	M	119
Victoria Park	LBN	F	4
Victoria Park	LBN	M	12
Victoria Park	LKA	F	101
Victoria Park	LKA	M	112
Victoria Park	MKD	F	10
Victoria Park	MLT	F	5
Victoria Park	MLT	M	6
Victoria Park	MMR	F	76
Victoria Park	MMR	M	70
Victoria Park	MUS	F	40
Victoria Park	MUS	M	50
Victoria Park	MYS	F	444
Victoria Park	MYS	M	327
Victoria Park	NLD	F	77
Victoria Park	NLD	M	61
Victoria Park	NPL	F	256
Victoria Park	NPL	M	305
Victoria Park	NZL	F	381
Victoria Park	NZL	M	511
Victoria Park	PAK	F	44
Victoria Park	PAK	M	112
Victoria Park	PHL	F	251
Victoria Park	PHL	M	148
Victoria Park	PNG	F	11
Victoria Park	PNG	M	15
Victoria Park	POL	F	60
Victoria Park	POL	M	32
Victoria Park	SGP	F	203
Victoria Park	SGP	M	140
Victoria Park	THA	F	140
Victoria Park	THA	M	68
Victoria Park	TUR	F	15
Victoria Park	TUR	M	27
Victoria Park	TWN	F	77
Victoria Park	TWN	M	41
Victoria Park	USA	F	102
Victoria Park	USA	M	88
Victoria Park	VNM	F	174
Victoria Park	VNM	M	105
Victoria Park	WSM	M	5
Victoria Park	ZAF	F	153
Victoria Park	ZAF	M	173
Victoria Park	ZWE	F	55
Victoria Park	ZWE	M	71
Victoria Plains		F	51
Victoria Plains		M	45
Victoria Plains	AUS	F	263
Victoria Plains	AUS	M	318
Victoria Plains	DEU	M	3
Victoria Plains	GBR	F	17
Victoria Plains	GBR	M	8
Victoria Plains	IRL	F	7
Victoria Plains	IRL	M	3
Victoria Plains	NZL	F	27
Victoria Plains	NZL	M	22
Victoria Plains	PHL	F	9
Victoria Plains	PHL	M	4
Victoria Plains	THA	F	4
Victoria Plains	USA	F	3
Victoria Plains	ZAF	F	3
Vincent		F	1536
Vincent		M	1641
Vincent	AFG	F	5
Vincent	AFG	M	11
Vincent	AUS	F	11346
Vincent	AUS	M	11368
Vincent	BGD	F	9
Vincent	BGD	M	15
Vincent	BIH	F	31
Vincent	BIH	M	31
Vincent	BRA	F	102
Vincent	BRA	M	69
Vincent	CAN	F	112
Vincent	CAN	M	64
Vincent	CHL	F	20
Vincent	CHL	M	28
Vincent	CHN	F	273
Vincent	CHN	M	192
Vincent	DEU	F	97
Vincent	DEU	M	78
Vincent	EGY	F	10
Vincent	EGY	M	12
Vincent	FJI	F	11
Vincent	FJI	M	10
Vincent	FRA	F	65
Vincent	FRA	M	79
Vincent	GBR	F	1121
Vincent	GBR	M	1516
Vincent	GRC	F	84
Vincent	GRC	M	65
Vincent	HKG	F	83
Vincent	HKG	M	73
Vincent	HRV	F	36
Vincent	HRV	M	16
Vincent	IDN	F	114
Vincent	IDN	M	47
Vincent	IND	F	205
Vincent	IND	M	232
Vincent	IRL	F	190
Vincent	IRL	M	259
Vincent	IRN	F	43
Vincent	IRN	M	48
Vincent	IRQ	M	18
Vincent	ITA	F	425
Vincent	ITA	M	326
Vincent	JPN	F	94
Vincent	JPN	M	55
Vincent	KHM	F	13
Vincent	KOR	F	110
Vincent	KOR	M	80
Vincent	LBN	F	5
Vincent	LBN	M	4
Vincent	LKA	F	35
Vincent	LKA	M	26
Vincent	MKD	F	63
Vincent	MKD	M	48
Vincent	MLT	F	10
Vincent	MLT	M	5
Vincent	MMR	F	52
Vincent	MMR	M	38
Vincent	MUS	F	34
Vincent	MUS	M	37
Vincent	MYS	F	247
Vincent	MYS	M	204
Vincent	NLD	F	50
Vincent	NLD	M	36
Vincent	NPL	F	55
Vincent	NPL	M	71
Vincent	NZL	F	322
Vincent	NZL	M	394
Vincent	PAK	F	15
Vincent	PAK	M	45
Vincent	PHL	F	122
Vincent	PHL	M	66
Vincent	PNG	F	14
Vincent	PNG	M	13
Vincent	POL	F	60
Vincent	POL	M	54
Vincent	SGP	F	148
Vincent	SGP	M	118
Vincent	THA	F	98
Vincent	THA	M	36
Vincent	TUR	F	13
Vincent	TUR	M	22
Vincent	TWN	F	78
Vincent	TWN	M	40
Vincent	USA	F	170
Vincent	USA	M	126
Vincent	VNM	F	324
Vincent	VNM	M	249
Vincent	ZAF	F	203
Vincent	ZAF	M	230
Vincent	ZWE	F	51
Vincent	ZWE	M	51
Wagin		F	114
Wagin		M	97
Wagin	AUS	F	613
Wagin	AUS	M	669
Wagin	DEU	F	3
Wagin	FJI	M	9
Wagin	GBR	F	66
Wagin	GBR	M	42
Wagin	MYS	F	6
Wagin	NLD	F	4
Wagin	NLD	M	4
Wagin	NZL	F	33
Wagin	NZL	M	33
Wagin	PHL	F	15
Wagin	PHL	M	16
Wagin	ZAF	F	9
Wagin	ZAF	M	8
Wandering		F	48
Wandering		M	61
Wandering	AUS	F	174
Wandering	AUS	M	200
Wandering	GBR	F	10
Wandering	GBR	M	20
Wandering	NZL	F	3
Wandering	NZL	M	3
Wanneroo		F	8266
Wanneroo		M	8893
Wanneroo	AFG	F	370
Wanneroo	AFG	M	431
Wanneroo	AUS	F	58174
Wanneroo	AUS	M	57087
Wanneroo	BGD	F	64
Wanneroo	BGD	M	66
Wanneroo	BIH	F	177
Wanneroo	BIH	M	176
Wanneroo	BRA	F	176
Wanneroo	BRA	M	131
Wanneroo	CAN	F	190
Wanneroo	CAN	M	153
Wanneroo	CHL	F	66
Wanneroo	CHL	M	67
Wanneroo	CHN	F	593
Wanneroo	CHN	M	372
Wanneroo	DEU	F	442
Wanneroo	DEU	M	356
Wanneroo	EGY	F	212
Wanneroo	EGY	M	214
Wanneroo	FJI	F	49
Wanneroo	FJI	M	43
Wanneroo	FRA	F	92
Wanneroo	FRA	M	95
Wanneroo	GBR	F	15594
Wanneroo	GBR	M	14927
Wanneroo	GRC	F	66
Wanneroo	GRC	M	77
Wanneroo	HKG	F	172
Wanneroo	HKG	M	134
Wanneroo	HRV	F	191
Wanneroo	HRV	M	183
Wanneroo	IDN	F	380
Wanneroo	IDN	M	180
Wanneroo	IND	F	2081
Wanneroo	IND	M	2156
Wanneroo	IRL	F	1014
Wanneroo	IRL	M	1013
Wanneroo	IRN	F	248
Wanneroo	IRN	M	269
Wanneroo	IRQ	F	241
Wanneroo	IRQ	M	272
Wanneroo	ITA	F	461
Wanneroo	ITA	M	504
Wanneroo	JPN	F	151
Wanneroo	JPN	M	31
Wanneroo	KHM	F	164
Wanneroo	KHM	M	129
Wanneroo	KOR	F	118
Wanneroo	KOR	M	86
Wanneroo	LBN	F	51
Wanneroo	LBN	M	54
Wanneroo	LKA	F	138
Wanneroo	LKA	M	161
Wanneroo	MKD	F	486
Wanneroo	MKD	M	475
Wanneroo	MLT	F	39
Wanneroo	MLT	M	47
Wanneroo	MMR	F	756
Wanneroo	MMR	M	648
Wanneroo	MUS	F	342
Wanneroo	MUS	M	293
Wanneroo	MYS	F	806
Wanneroo	MYS	M	683
Wanneroo	NLD	F	268
Wanneroo	NLD	M	238
Wanneroo	NPL	F	55
Wanneroo	NPL	M	62
Wanneroo	NZL	F	3536
Wanneroo	NZL	M	3633
Wanneroo	PAK	F	181
Wanneroo	PAK	M	227
Wanneroo	PHL	F	1588
Wanneroo	PHL	M	1173
Wanneroo	PNG	F	60
Wanneroo	PNG	M	47
Wanneroo	POL	F	325
Wanneroo	POL	M	246
Wanneroo	SGP	F	428
Wanneroo	SGP	M	367
Wanneroo	THA	F	619
Wanneroo	THA	M	304
Wanneroo	TUR	F	37
Wanneroo	TUR	M	46
Wanneroo	TWN	F	131
Wanneroo	TWN	M	44
Wanneroo	USA	F	284
Wanneroo	USA	M	275
Wanneroo	VNM	F	2031
Wanneroo	VNM	M	1644
Wanneroo	WSM	F	24
Wanneroo	WSM	M	15
Wanneroo	ZAF	F	3506
Wanneroo	ZAF	M	3285
Wanneroo	ZWE	F	836
Wanneroo	ZWE	M	759
Waroona		F	162
Waroona		M	202
Waroona	AUS	F	1564
Waroona	AUS	M	1572
Waroona	CHN	F	5
Waroona	CHN	M	3
Waroona	DEU	F	11
Waroona	DEU	M	8
Waroona	EGY	M	3
Waroona	FJI	M	11
Waroona	GBR	F	201
Waroona	GBR	M	149
Waroona	HRV	M	3
Waroona	IDN	F	6
Waroona	IND	F	4
Waroona	IRL	F	3
Waroona	IRL	M	8
Waroona	ITA	F	23
Waroona	ITA	M	33
Waroona	MYS	F	8
Waroona	NLD	F	5
Waroona	NLD	M	6
Waroona	NZL	F	58
Waroona	NZL	M	53
Waroona	PHL	F	26
Waroona	PHL	M	21
Waroona	THA	F	3
Waroona	USA	F	3
Waroona	USA	M	3
Waroona	ZAF	F	11
Waroona	ZAF	M	16
Waroona	ZWE	F	7
Waroona	ZWE	M	3
West Arthur		F	58
West Arthur		M	52
West Arthur	AUS	F	261
West Arthur	AUS	M	334
West Arthur	DEU	M	3
West Arthur	GBR	F	18
West Arthur	GBR	M	10
West Arthur	NZL	F	13
West Arthur	NZL	M	6
West Arthur	SGP	F	3
Westonia		F	18
Westonia		M	16
Westonia	AUS	F	92
Westonia	AUS	M	95
Westonia	GBR	F	11
Westonia	GBR	M	4
Westonia	NZL	F	6
Westonia	NZL	M	7
Westonia	ZAF	F	3
Wickepin		F	48
Wickepin		M	62
Wickepin	AUS	F	250
Wickepin	AUS	M	284
Wickepin	GBR	F	11
Wickepin	GBR	M	3
Wickepin	NZL	F	5
Wickepin	NZL	M	4
Wickepin	USA	F	5
Wickepin	ZAF	M	4
Wickepin	ZWE	F	5
Williams		F	69
Williams		M	61
Williams	AUS	F	382
Williams	AUS	M	407
Williams	CAN	F	3
Williams	GBR	F	18
Williams	GBR	M	18
Williams	IDN	F	4
Williams	IRL	F	4
Williams	ITA	M	4
Williams	NZL	F	5
Williams	NZL	M	15
Williams	ZAF	F	5
Williams	ZAF	M	13
Wiluna		F	51
Wiluna		M	135
Wiluna	AUS	F	117
Wiluna	AUS	M	171
Wiluna	FJI	F	3
Wiluna	FJI	M	4
Wiluna	GBR	F	9
Wiluna	GBR	M	11
Wiluna	IDN	F	5
Wiluna	MYS	M	3
Wiluna	NZL	M	14
Wiluna	PHL	F	5
Wiluna	PHL	M	4
Wongan-Ballidu		F	43
Wongan-Ballidu		M	67
Wongan-Ballidu	AUS	F	480
Wongan-Ballidu	AUS	M	544
Wongan-Ballidu	CHN	F	3
Wongan-Ballidu	GBR	F	27
Wongan-Ballidu	GBR	M	21
Wongan-Ballidu	IND	F	4
Wongan-Ballidu	IND	M	6
Wongan-Ballidu	IRL	M	6
Wongan-Ballidu	NZL	F	19
Wongan-Ballidu	NZL	M	30
Wongan-Ballidu	PHL	F	5
Wongan-Ballidu	PHL	M	9
Wongan-Ballidu	ZAF	F	5
Wongan-Ballidu	ZAF	M	9
Woodanilling		F	30
Woodanilling		M	32
Woodanilling	AUS	F	154
Woodanilling	AUS	M	192
Woodanilling	GBR	F	20
Woodanilling	GBR	M	12
Woodanilling	NZL	M	4
Woodanilling	ZAF	F	3
Woodanilling	ZAF	M	4
Wyalkatchem		F	34
Wyalkatchem		M	29
Wyalkatchem	AUS	F	163
Wyalkatchem	AUS	M	189
Wyalkatchem	GBR	F	13
Wyalkatchem	GBR	M	14
Wyalkatchem	IND	M	3
Wyalkatchem	IRL	F	5
Wyalkatchem	NZL	F	6
Wyalkatchem	NZL	M	3
Wyalkatchem	PHL	F	4
Wyalkatchem	USA	M	3
Wyndham-East Kimberley		F	712
Wyndham-East Kimberley		M	727
Wyndham-East Kimberley	AUS	F	2617
Wyndham-East Kimberley	AUS	M	2605
Wyndham-East Kimberley	BRA	M	4
Wyndham-East Kimberley	CAN	F	3
Wyndham-East Kimberley	CHN	F	7
Wyndham-East Kimberley	CHN	M	10
Wyndham-East Kimberley	DEU	F	19
Wyndham-East Kimberley	DEU	M	18
Wyndham-East Kimberley	FJI	F	3
Wyndham-East Kimberley	FJI	M	6
Wyndham-East Kimberley	FRA	F	24
Wyndham-East Kimberley	FRA	M	25
Wyndham-East Kimberley	GBR	F	116
Wyndham-East Kimberley	GBR	M	117
Wyndham-East Kimberley	IDN	F	5
Wyndham-East Kimberley	IDN	M	3
Wyndham-East Kimberley	IND	F	19
Wyndham-East Kimberley	IND	M	15
Wyndham-East Kimberley	IRL	F	8
Wyndham-East Kimberley	IRL	M	12
Wyndham-East Kimberley	ITA	F	5
Wyndham-East Kimberley	ITA	M	8
Wyndham-East Kimberley	JPN	F	3
Wyndham-East Kimberley	KHM	F	4
Wyndham-East Kimberley	KOR	F	4
Wyndham-East Kimberley	LKA	F	9
Wyndham-East Kimberley	MLT	F	3
Wyndham-East Kimberley	MYS	F	15
Wyndham-East Kimberley	MYS	M	3
Wyndham-East Kimberley	NLD	F	13
Wyndham-East Kimberley	NLD	M	9
Wyndham-East Kimberley	NPL	M	3
Wyndham-East Kimberley	NZL	F	53
Wyndham-East Kimberley	NZL	M	51
Wyndham-East Kimberley	PHL	F	27
Wyndham-East Kimberley	PHL	M	11
Wyndham-East Kimberley	PNG	M	6
Wyndham-East Kimberley	POL	F	3
Wyndham-East Kimberley	SGP	F	4
Wyndham-East Kimberley	THA	F	12
Wyndham-East Kimberley	TWN	F	15
Wyndham-East Kimberley	USA	F	15
Wyndham-East Kimberley	USA	M	4
Wyndham-East Kimberley	VNM	F	10
Wyndham-East Kimberley	VNM	M	11
Wyndham-East Kimberley	WSM	M	4
Wyndham-East Kimberley	ZAF	F	26
Wyndham-East Kimberley	ZAF	M	14
Wyndham-East Kimberley	ZWE	F	11
Wyndham-East Kimberley	ZWE	M	8
Yalgoo		F	37
Yalgoo		M	122
Yalgoo	AUS	F	57
Yalgoo	AUS	M	94
Yalgoo	GBR	M	6
Yalgoo	NZL	M	9
Yalgoo	PHL	M	4
Yalgoo	ZAF	F	5
Yalgoo	ZAF	M	5
Yilgarn		F	57
Yilgarn		M	164
Yilgarn	AUS	F	305
Yilgarn	AUS	M	449
Yilgarn	CHN	F	5
Yilgarn	CHN	M	5
Yilgarn	DEU	F	3
Yilgarn	FRA	F	3
Yilgarn	FRA	M	8
Yilgarn	GBR	F	10
Yilgarn	GBR	M	22
Yilgarn	IND	F	3
Yilgarn	IND	M	4
Yilgarn	IRL	F	3
Yilgarn	IRL	M	3
Yilgarn	ITA	M	3
Yilgarn	MYS	M	3
Yilgarn	NZL	F	30
Yilgarn	NZL	M	37
Yilgarn	PHL	F	19
Yilgarn	PHL	M	20
Yilgarn	ZAF	F	4
Yilgarn	ZWE	M	6
York		F	170
York		M	205
York	AUS	F	1256
York	AUS	M	1254
York	CAN	F	5
York	CAN	M	6
York	DEU	F	12
York	DEU	M	5
York	FRA	F	3
York	GBR	F	162
York	GBR	M	151
York	IDN	F	3
York	IND	F	6
York	IRL	F	7
York	IRL	M	8
York	ITA	M	3
York	MLT	F	5
York	NLD	F	12
York	NLD	M	13
York	NZL	F	51
York	NZL	M	50
York	PHL	F	7
York	SGP	F	3
York	USA	F	4
York	USA	M	6
York	VNM	F	3
York	WSM	M	4
York	ZAF	F	12
York	ZAF	M	13
York	ZWE	M	4
No usual address (WA)		F	773
No usual address (WA)		M	1258
No usual address (WA)	AFG	F	13
No usual address (WA)	AFG	M	11
No usual address (WA)	AUS	F	2061
No usual address (WA)	AUS	M	2708
No usual address (WA)	BIH	M	3
No usual address (WA)	BRA	F	5
No usual address (WA)	CAN	F	13
No usual address (WA)	CAN	M	9
No usual address (WA)	CHL	F	6
No usual address (WA)	CHL	M	3
No usual address (WA)	CHN	F	8
No usual address (WA)	CHN	M	9
No usual address (WA)	DEU	F	18
No usual address (WA)	DEU	M	29
No usual address (WA)	EGY	M	4
No usual address (WA)	FRA	F	15
No usual address (WA)	FRA	M	16
No usual address (WA)	GBR	F	179
No usual address (WA)	GBR	M	235
No usual address (WA)	HKG	F	5
No usual address (WA)	HRV	M	7
No usual address (WA)	IDN	F	9
No usual address (WA)	IDN	M	8
No usual address (WA)	IND	F	10
No usual address (WA)	IND	M	16
No usual address (WA)	IRL	F	20
No usual address (WA)	IRL	M	16
No usual address (WA)	IRN	M	11
No usual address (WA)	IRQ	M	6
No usual address (WA)	ITA	F	20
No usual address (WA)	ITA	M	23
No usual address (WA)	KHM	F	4
No usual address (WA)	KOR	F	3
No usual address (WA)	MLT	M	4
No usual address (WA)	MMR	F	7
No usual address (WA)	MMR	M	8
No usual address (WA)	MUS	F	4
No usual address (WA)	MYS	F	5
No usual address (WA)	MYS	M	12
No usual address (WA)	NLD	F	10
No usual address (WA)	NLD	M	12
No usual address (WA)	NPL	M	4
No usual address (WA)	NZL	F	114
No usual address (WA)	NZL	M	145
No usual address (WA)	PAK	M	3
No usual address (WA)	PHL	F	21
No usual address (WA)	PHL	M	12
No usual address (WA)	PNG	M	3
No usual address (WA)	POL	F	5
No usual address (WA)	POL	M	3
No usual address (WA)	SGP	F	7
No usual address (WA)	SGP	M	3
No usual address (WA)	THA	F	5
No usual address (WA)	TWN	F	7
No usual address (WA)	USA	F	21
No usual address (WA)	USA	M	21
No usual address (WA)	VNM	F	7
No usual address (WA)	VNM	M	5
No usual address (WA)	ZAF	F	23
No usual address (WA)	ZAF	M	35
No usual address (WA)	ZWE	F	3
No usual address (WA)	ZWE	M	6
Migratory - Offshore - Shipping (WA)		F	19
Migratory - Offshore - Shipping (WA)		M	211
Migratory - Offshore - Shipping (WA)	AUS	F	24
Migratory - Offshore - Shipping (WA)	AUS	M	131
Migratory - Offshore - Shipping (WA)	BRA	M	4
Migratory - Offshore - Shipping (WA)	FRA	M	4
Migratory - Offshore - Shipping (WA)	GBR	F	3
Migratory - Offshore - Shipping (WA)	GBR	M	30
Migratory - Offshore - Shipping (WA)	IDN	M	7
Migratory - Offshore - Shipping (WA)	IND	M	4
Migratory - Offshore - Shipping (WA)	IRL	M	4
Migratory - Offshore - Shipping (WA)	KHM	M	3
Migratory - Offshore - Shipping (WA)	NLD	M	3
Migratory - Offshore - Shipping (WA)	NZL	M	25
Migratory - Offshore - Shipping (WA)	PHL	F	3
Migratory - Offshore - Shipping (WA)	PHL	M	25
Migratory - Offshore - Shipping (WA)	POL	M	3
Migratory - Offshore - Shipping (WA)	THA	M	4
Migratory - Offshore - Shipping (WA)	USA	M	4
Migratory - Offshore - Shipping (WA)	ZAF	M	3
Break O'Day		F	287
Break O'Day		M	338
Break O'Day	AUS	F	2584
Break O'Day	AUS	M	2745
Break O'Day	CAN	F	10
Break O'Day	CAN	M	11
Break O'Day	CHL	F	3
Break O'Day	CHN	F	7
Break O'Day	DEU	F	24
Break O'Day	DEU	M	17
Break O'Day	EGY	M	3
Break O'Day	FRA	F	3
Break O'Day	FRA	M	6
Break O'Day	GBR	F	195
Break O'Day	GBR	M	196
Break O'Day	IND	F	8
Break O'Day	IND	M	7
Break O'Day	IRL	F	4
Break O'Day	IRL	M	3
Break O'Day	ITA	F	3
Break O'Day	ITA	M	3
Break O'Day	JPN	F	4
Break O'Day	MLT	M	4
Break O'Day	NLD	F	19
Break O'Day	NLD	M	6
Break O'Day	NPL	F	10
Break O'Day	NPL	M	8
Break O'Day	NZL	F	52
Break O'Day	NZL	M	50
Break O'Day	PHL	F	27
Break O'Day	PHL	M	5
Break O'Day	PNG	F	5
Break O'Day	PNG	M	4
Break O'Day	POL	M	6
Break O'Day	SGP	F	4
Break O'Day	THA	F	17
Break O'Day	THA	M	5
Break O'Day	USA	F	23
Break O'Day	USA	M	5
Break O'Day	VNM	F	5
Break O'Day	ZAF	F	6
Break O'Day	ZAF	M	8
Break O'Day	ZWE	M	3
Brighton		F	684
Brighton		M	646
Brighton	AFG	M	4
Brighton	AUS	F	8565
Brighton	AUS	M	8037
Brighton	BGD	F	8
Brighton	BGD	M	6
Brighton	BIH	M	3
Brighton	BRA	F	6
Brighton	BRA	M	6
Brighton	CAN	F	10
Brighton	CAN	M	5
Brighton	CHN	F	27
Brighton	CHN	M	13
Brighton	DEU	F	22
Brighton	DEU	M	29
Brighton	FJI	F	6
Brighton	FJI	M	3
Brighton	FRA	M	3
Brighton	GBR	F	168
Brighton	GBR	M	170
Brighton	GRC	F	3
Brighton	GRC	M	3
Brighton	HKG	F	4
Brighton	HRV	F	3
Brighton	HRV	M	8
Brighton	IDN	F	12
Brighton	IDN	M	7
Brighton	IND	F	22
Brighton	IND	M	46
Brighton	IRL	F	8
Brighton	IRL	M	3
Brighton	IRQ	F	6
Brighton	ITA	F	7
Brighton	ITA	M	11
Brighton	JPN	F	3
Brighton	KOR	F	4
Brighton	LKA	F	15
Brighton	LKA	M	18
Brighton	MYS	F	5
Brighton	NLD	F	10
Brighton	NLD	M	8
Brighton	NPL	F	5
Brighton	NPL	M	10
Brighton	NZL	F	42
Brighton	NZL	M	56
Brighton	PAK	F	12
Brighton	PAK	M	26
Brighton	PHL	F	57
Brighton	PHL	M	11
Brighton	PNG	M	4
Brighton	POL	F	10
Brighton	POL	M	7
Brighton	SGP	F	4
Brighton	SGP	M	8
Brighton	THA	F	7
Brighton	THA	M	3
Brighton	TWN	M	3
Brighton	USA	F	9
Brighton	USA	M	13
Brighton	VNM	F	13
Brighton	VNM	M	6
Brighton	ZAF	F	14
Brighton	ZAF	M	16
Brighton	ZWE	F	3
Burnie		F	670
Burnie		M	642
Burnie	AUS	F	8724
Burnie	AUS	M	8089
Burnie	BGD	F	3
Burnie	BGD	M	5
Burnie	BIH	F	4
Burnie	BIH	M	5
Burnie	BRA	F	5
Burnie	CAN	F	9
Burnie	CAN	M	4
Burnie	CHL	F	5
Burnie	CHN	F	27
Burnie	CHN	M	24
Burnie	DEU	F	27
Burnie	DEU	M	32
Burnie	EGY	F	11
Burnie	EGY	M	12
Burnie	FJI	F	11
Burnie	FJI	M	10
Burnie	FRA	F	9
Burnie	FRA	M	3
Burnie	GBR	F	269
Burnie	GBR	M	284
Burnie	GRC	M	3
Burnie	HKG	F	12
Burnie	HKG	M	13
Burnie	HRV	F	3
Burnie	HRV	M	5
Burnie	IDN	F	12
Burnie	IDN	M	5
Burnie	IND	F	65
Burnie	IND	M	96
Burnie	IRL	F	12
Burnie	IRL	M	12
Burnie	IRN	F	8
Burnie	IRQ	F	11
Burnie	IRQ	M	13
Burnie	ITA	M	9
Burnie	JPN	F	8
Burnie	JPN	M	3
Burnie	KOR	F	7
Burnie	KOR	M	6
Burnie	LBN	F	4
Burnie	LBN	M	5
Burnie	LKA	F	39
Burnie	LKA	M	33
Burnie	MMR	F	7
Burnie	MUS	F	3
Burnie	MYS	F	16
Burnie	MYS	M	15
Burnie	NLD	F	21
Burnie	NLD	M	24
Burnie	NPL	F	34
Burnie	NPL	M	36
Burnie	NZL	F	81
Burnie	NZL	M	107
Burnie	PAK	F	5
Burnie	PAK	M	12
Burnie	PHL	F	60
Burnie	PHL	M	19
Burnie	PNG	F	4
Burnie	PNG	M	3
Burnie	POL	F	9
Burnie	POL	M	4
Burnie	SGP	F	6
Burnie	SGP	M	5
Burnie	THA	F	18
Burnie	THA	M	5
Burnie	TWN	F	16
Burnie	TWN	M	8
Burnie	USA	F	21
Burnie	USA	M	20
Burnie	VNM	F	11
Burnie	VNM	M	4
Burnie	WSM	F	3
Burnie	WSM	M	3
Burnie	ZAF	F	29
Burnie	ZAF	M	27
Burnie	ZWE	F	4
Burnie	ZWE	M	10
Central Coast (Tas.)		F	811
Central Coast (Tas.)		M	833
Central Coast (Tas.)	AUS	F	9921
Central Coast (Tas.)	AUS	M	9226
Central Coast (Tas.)	BIH	M	4
Central Coast (Tas.)	CAN	F	25
Central Coast (Tas.)	CAN	M	3
Central Coast (Tas.)	CHL	F	4
Central Coast (Tas.)	CHN	F	25
Central Coast (Tas.)	CHN	M	18
Central Coast (Tas.)	DEU	F	32
Central Coast (Tas.)	DEU	M	24
Central Coast (Tas.)	FJI	F	4
Central Coast (Tas.)	FJI	M	3
Central Coast (Tas.)	FRA	F	5
Central Coast (Tas.)	FRA	M	6
