LGA_NAME16	BornAust	Sex	persons
Mornington	0	M	16
Mornington	1	F	461
Mornington	1	M	430
Mount Isa	0	F	1573
Mount Isa	0	M	1482
Mount Isa	1	F	6686
Mount Isa	1	M	7163
Murweh	0	F	183
Murweh	0	M	150
Murweh	1	F	1620
Murweh	1	M	1520
Napranum	0	F	6
Napranum	0	M	9
Napranum	1	F	357
Napranum	1	M	350
Noosa	0	F	6905
Noosa	0	M	6079
Noosa	1	F	20480
Noosa	1	M	19612
North Burnett	0	F	512
North Burnett	0	M	519
North Burnett	1	F	3881
North Burnett	1	M	3987
Northern Peninsula Area	0	F	32
Northern Peninsula Area	0	M	38
Northern Peninsula Area	1	F	1263
Northern Peninsula Area	1	M	1166
Palm Island	0	F	13
Palm Island	0	M	14
Palm Island	1	F	1016
Palm Island	1	M	952
Paroo	0	F	47
Paroo	0	M	46
Paroo	1	F	746
Paroo	1	M	727
Pormpuraaw	0	F	9
Pormpuraaw	0	M	11
Pormpuraaw	1	F	268
Pormpuraaw	1	M	256
Quilpie	0	F	19
Quilpie	0	M	19
Quilpie	1	F	298
Quilpie	1	M	314
Redland	0	F	19205
Redland	0	M	17512
Redland	1	F	59582
Redland	1	M	57378
Richmond	0	F	24
Richmond	0	M	12
Richmond	1	F	296
Richmond	1	M	309
Rockhampton	0	F	4168
Rockhampton	0	M	4011
Rockhampton	1	F	34630
Rockhampton	1	M	33086
Scenic Rim	0	F	3368
Scenic Rim	0	M	3094
Scenic Rim	1	F	16903
Scenic Rim	1	M	16657
Somerset	0	F	1717
Somerset	0	M	1674
Somerset	1	F	9893
Somerset	1	M	9992
South Burnett	0	F	1669
South Burnett	0	M	1522
South Burnett	1	F	13239
South Burnett	1	M	13292
Southern Downs	0	F	1974
Southern Downs	0	M	1750
Southern Downs	1	F	14953
Southern Downs	1	M	14571
Sunshine Coast	0	F	37695
Sunshine Coast	0	M	33054
Sunshine Coast	1	F	131683
Sunshine Coast	1	M	122808
Tablelands	0	F	1835
Tablelands	0	M	1627
Tablelands	1	F	10128
Tablelands	1	M	9907
Toowoomba	0	F	12561
Toowoomba	0	M	11499
Toowoomba	1	F	72218
Toowoomba	1	M	67501
Torres	0	F	128
Torres	0	M	138
Torres	1	F	1473
Torres	1	M	1427
Torres Strait Island	0	F	62
Torres Strait Island	0	M	74
Torres Strait Island	1	F	1897
Torres Strait Island	1	M	1853
Townsville	0	F	14329
Townsville	0	M	12743
Townsville	1	F	76190
Townsville	1	M	75485
Weipa	0	F	230
Weipa	0	M	174
Weipa	1	F	1499
Weipa	1	M	1695
Western Downs	0	F	1376
Western Downs	0	M	1299
Western Downs	1	F	13753
Western Downs	1	M	13968
Whitsunday	0	F	3216
Whitsunday	0	M	2851
Whitsunday	1	F	12985
Whitsunday	1	M	13806
Winton	0	F	34
Winton	0	M	27
Winton	1	F	456
Winton	1	M	430
Woorabinda	0	F	3
Woorabinda	0	M	8
Woorabinda	1	F	516
Woorabinda	1	M	453
Wujal Wujal	0	F	5
Wujal Wujal	0	M	5
Wujal Wujal	1	F	145
Wujal Wujal	1	M	123
Yarrabah	0	M	5
Yarrabah	1	F	1248
Yarrabah	1	M	1184
No usual address (Qld)	0	F	1472
No usual address (Qld)	0	M	1440
No usual address (Qld)	1	F	4153
No usual address (Qld)	1	M	4859
Migratory - Offshore - Shipping (Qld)	0	F	4
Migratory - Offshore - Shipping (Qld)	0	M	19
Migratory - Offshore - Shipping (Qld)	1	M	27
Adelaide	0	F	5766
Adelaide	0	M	5601
Adelaide	1	F	5650
Adelaide	1	M	6240
Adelaide Hills	0	F	3452
Adelaide Hills	0	M	3362
Adelaide Hills	1	F	16329
Adelaide Hills	1	M	16006
Adelaide Plains	0	F	661
Adelaide Plains	0	M	627
Adelaide Plains	1	F	3749
Adelaide Plains	1	M	4118
Alexandrina	0	F	2490
Alexandrina	0	M	2176
Alexandrina	1	F	11407
Alexandrina	1	M	11025
Anangu Pitjantjatjara Yunkunytjatjara	0	F	42
Anangu Pitjantjatjara Yunkunytjatjara	0	M	21
Anangu Pitjantjatjara Yunkunytjatjara	1	F	1169
Anangu Pitjantjatjara Yunkunytjatjara	1	M	1009
Barossa	0	F	1568
Barossa	0	M	1395
Barossa	1	F	10570
Barossa	1	M	10386
Barunga West	0	F	115
Barunga West	0	M	94
Barunga West	1	F	1073
Barunga West	1	M	1136
Berri Barmera	0	F	651
Berri Barmera	0	M	646
Berri Barmera	1	F	4294
Berri Barmera	1	M	4250
Burnside	0	F	8123
Burnside	0	M	7087
Burnside	1	F	15437
Burnside	1	M	14394
Campbelltown (SA)	0	F	10459
Campbelltown (SA)	0	M	9508
Campbelltown (SA)	1	F	16886
Campbelltown (SA)	1	M	16276
Ceduna	0	F	147
Ceduna	0	M	124
Ceduna	1	F	1420
Ceduna	1	M	1492
Charles Sturt	0	F	17997
Charles Sturt	0	M	16457
Charles Sturt	1	F	42275
Charles Sturt	1	M	40769
Clare and Gilbert Valleys	0	F	510
Clare and Gilbert Valleys	0	M	419
Clare and Gilbert Valleys	1	F	3854
Clare and Gilbert Valleys	1	M	3815
Cleve	0	F	47
Cleve	0	M	41
Cleve	1	F	734
Cleve	1	M	792
Coober Pedy	0	F	183
Coober Pedy	0	M	226
Coober Pedy	1	F	348
Coober Pedy	1	M	474
Copper Coast	0	F	779
Copper Coast	0	M	660
Copper Coast	1	F	6276
Copper Coast	1	M	6179
Elliston	0	F	40
Elliston	0	M	29
Elliston	1	F	398
Elliston	1	M	462
Flinders Ranges	0	F	71
Flinders Ranges	0	M	52
Flinders Ranges	1	F	686
Flinders Ranges	1	M	662
Franklin Harbour	0	F	56
Franklin Harbour	0	M	38
Franklin Harbour	1	F	502
Franklin Harbour	1	M	560
Gawler	0	F	2274
Gawler	0	M	1990
Gawler	1	F	10121
Gawler	1	M	9590
Goyder	0	F	203
Goyder	0	M	197
Goyder	1	F	1613
Goyder	1	M	1668
Grant	0	F	283
Grant	0	M	364
Grant	1	F	3242
Grant	1	M	4027
Holdfast Bay	0	F	4693
Holdfast Bay	0	M	4168
Holdfast Bay	1	F	14311
Holdfast Bay	1	M	13138
Kangaroo Island	0	F	380
Kangaroo Island	0	M	337
Kangaroo Island	1	F	1801
Kangaroo Island	1	M	1949
Karoonda East Murray	0	F	29
Karoonda East Murray	0	M	33
Karoonda East Murray	1	F	392
Karoonda East Murray	1	M	453
Kimba	0	F	21
Kimba	0	M	23
Kimba	1	F	437
Kimba	1	M	475
Kingston (SA)	0	F	99
Kingston (SA)	0	M	70
Kingston (SA)	1	F	981
Kingston (SA)	1	M	1020
Light	0	F	922
Light	0	M	850
Light	1	F	6575
Light	1	M	6693
Lower Eyre Peninsula	0	F	209
Lower Eyre Peninsula	0	M	178
Lower Eyre Peninsula	1	F	2370
Lower Eyre Peninsula	1	M	2698
Loxton Waikerie	0	F	535
Loxton Waikerie	0	M	442
Loxton Waikerie	1	F	4824
Loxton Waikerie	1	M	4979
Maralinga Tjarutja	0	F	5
Maralinga Tjarutja	0	M	5
Maralinga Tjarutja	1	F	46
Maralinga Tjarutja	1	M	41
Marion	0	F	14479
Marion	0	M	13064
Marion	1	F	33304
Marion	1	M	31093
Mid Murray	0	F	496
Mid Murray	0	M	511
Mid Murray	1	F	3410
Mid Murray	1	M	3888
Mitcham	0	F	8158
Mitcham	0	M	7511
Mitcham	1	F	25783
Mitcham	1	M	24609
Mount Barker	0	F	3199
Mount Barker	0	M	2731
Mount Barker	1	F	16101
Mount Barker	1	M	15527
Mount Gambier	0	F	1654
Mount Gambier	0	M	1416
Mount Gambier	1	F	11497
Mount Gambier	1	M	10794
Mount Remarkable	0	F	127
Mount Remarkable	0	M	114
Mount Remarkable	1	F	1157
Mount Remarkable	1	M	1194
Murray Bridge	0	F	1437
Murray Bridge	0	M	1309
Murray Bridge	1	F	8674
Murray Bridge	1	M	8820
Naracoorte Lucindale	0	F	572
Naracoorte Lucindale	0	M	726
Naracoorte Lucindale	1	F	3290
Naracoorte Lucindale	1	M	3428
Northern Areas	0	F	158
Northern Areas	0	M	140
Northern Areas	1	F	1943
Northern Areas	1	M	2007
Norwood Payneham and St Peters	0	F	6157
Norwood Payneham and St Peters	0	M	5579
Norwood Payneham and St Peters	1	F	12669
Norwood Payneham and St Peters	1	M	11864
Onkaparinga	0	F	19592
Onkaparinga	0	M	17515
Onkaparinga	1	F	66320
Onkaparinga	1	M	64654
Orroroo Carrieton	0	F	35
Orroroo Carrieton	0	M	20
Orroroo Carrieton	1	F	369
Orroroo Carrieton	1	M	378
Peterborough	0	F	79
Peterborough	0	M	73
Peterborough	1	F	614
Peterborough	1	M	637
Playford	0	F	11178
Playford	0	M	10425
Playford	1	F	35909
Playford	1	M	35570
Port Adelaide Enfield	0	F	23996
Port Adelaide Enfield	0	M	23551
Port Adelaide Enfield	1	F	39860
Port Adelaide Enfield	1	M	39740
Port Augusta	0	F	564
Port Augusta	0	M	620
Port Augusta	1	F	5595
Port Augusta	1	M	5933
Port Lincoln	0	F	699
Port Lincoln	0	M	573
Port Lincoln	1	F	6167
Port Lincoln	1	M	5971
Port Pirie	0	F	717
Port Pirie	0	M	629
Port Pirie	1	F	7531
Port Pirie	1	M	7356
Prospect	0	F	3187
Prospect	0	M	3222
Prospect	1	F	7651
Prospect	1	M	7582
Renmark Paringa	0	F	679
Renmark Paringa	0	M	700
Renmark Paringa	1	F	3816
Renmark Paringa	1	M	3844
Robe	0	F	83
Robe	0	M	61
Robe	1	F	654
Robe	1	M	657
Roxby Downs	0	F	249
Roxby Downs	0	M	292
Roxby Downs	1	F	1353
Roxby Downs	1	M	1599
Salisbury	0	F	25416
Salisbury	0	M	24352
Salisbury	1	F	44421
Salisbury	1	M	45588
Southern Mallee	0	F	126
Southern Mallee	0	M	134
Southern Mallee	1	F	720
Southern Mallee	1	M	797
Streaky Bay	0	F	65
Streaky Bay	0	M	53
Streaky Bay	1	F	893
Streaky Bay	1	M	960
Tatiara	0	F	417
Tatiara	0	M	476
Tatiara	1	F	2623
Tatiara	1	M	2799
Tea Tree Gully	0	F	12978
Tea Tree Gully	0	M	12134
Tea Tree Gully	1	F	37232
Tea Tree Gully	1	M	36296
Coorong	0	F	259
Coorong	0	M	220
Coorong	1	F	2098
Coorong	1	M	2312
Tumby Bay	0	F	79
Tumby Bay	0	M	71
Tumby Bay	1	F	1247
Tumby Bay	1	M	1205
Unley	0	F	5232
Unley	0	M	4633
Unley	1	F	14663
Unley	1	M	13217
Victor Harbor	0	F	1686
Victor Harbor	0	M	1433
Victor Harbor	1	F	6493
Victor Harbor	1	M	5813
Wakefield	0	F	340
Wakefield	0	M	356
Wakefield	1	F	2792
Wakefield	1	M	2837
Walkerville	0	F	1279
Walkerville	0	M	1084
Walkerville	1	F	2853
Walkerville	1	M	2528
Wattle Range	0	F	591
Wattle Range	0	M	507
Wattle Range	1	F	4855
Wattle Range	1	M	5019
West Torrens	0	F	10104
West Torrens	0	M	9472
West Torrens	1	F	20430
West Torrens	1	M	19775
Whyalla	0	F	1988
Whyalla	0	M	1813
Whyalla	1	F	7895
Whyalla	1	M	8126
Wudinna	0	F	26
Wudinna	0	M	23
Wudinna	1	F	499
Wudinna	1	M	472
Yankalilla	0	F	545
Yankalilla	0	M	473
Yankalilla	1	F	2193
Yankalilla	1	M	2211
Yorke Peninsula	0	F	542
Yorke Peninsula	0	M	502
Yorke Peninsula	1	F	4621
Yorke Peninsula	1	M	4939
Unincorporated SA	0	F	122
Unincorporated SA	0	M	154
Unincorporated SA	1	F	1000
Unincorporated SA	1	M	1313
No usual address (SA)	0	F	249
No usual address (SA)	0	M	282
No usual address (SA)	1	F	1010
No usual address (SA)	1	M	1248
Migratory - Offshore - Shipping (SA)	0	M	4
Albany	0	F	4005
Albany	0	M	3434
Albany	1	F	14762
Albany	1	M	14488
Armadale	0	F	17598
Armadale	0	M	16394
Armadale	1	F	27807
Armadale	1	M	27652
Ashburton	0	F	612
Ashburton	0	M	782
Ashburton	1	F	1984
Ashburton	1	M	2590
Augusta Margaret River	0	F	2001
Augusta Margaret River	0	M	1762
Augusta Margaret River	1	F	5717
Augusta Margaret River	1	M	5823
Bassendean	0	F	2310
Bassendean	0	M	2027
Bassendean	1	F	5459
Bassendean	1	M	5307
Bayswater	0	F	13506
Bayswater	0	M	12634
Bayswater	1	F	20032
Bayswater	1	M	20119
Belmont	0	F	8685
Belmont	0	M	8614
Belmont	1	F	10882
Belmont	1	M	11256
Beverley	0	F	161
Beverley	0	M	146
Beverley	1	F	573
Beverley	1	M	594
Boddington	0	F	141
Boddington	0	M	113
Boddington	1	F	612
Boddington	1	M	673
Boyup Brook	0	F	125
Boyup Brook	0	M	114
Boyup Brook	1	F	683
Boyup Brook	1	M	684
Bridgetown-Greenbushes	0	F	579
Bridgetown-Greenbushes	0	M	543
Bridgetown-Greenbushes	1	F	1866
Bridgetown-Greenbushes	1	M	1807
Brookton	0	F	49
Brookton	0	M	49
Brookton	1	F	361
Brookton	1	M	372
Broome	0	F	1376
Broome	0	M	1076
Broome	1	F	6183
Broome	1	M	6039
Broomehill-Tambellup	0	F	51
Broomehill-Tambellup	0	M	49
Broomehill-Tambellup	1	F	395
Broomehill-Tambellup	1	M	423
Bruce Rock	0	F	45
Bruce Rock	0	M	42
Bruce Rock	1	F	357
Bruce Rock	1	M	386
Bunbury	0	F	3443
Bunbury	0	M	3066
Bunbury	1	F	12387
Bunbury	1	M	12101
Busselton	0	F	4203
Busselton	0	M	3654
Busselton	1	F	15563
Busselton	1	M	14794
Cambridge	0	F	4604
Cambridge	0	M	4231
Cambridge	1	F	9790
Cambridge	1	M	9451
Canning	0	F	24603
Canning	0	M	24167
Canning	1	F	21589
Canning	1	M	21870
Capel	0	F	2059
Capel	0	M	1924
Capel	1	F	6842
Capel	1	M	6472
Carnamah	0	F	39
Carnamah	0	M	37
Carnamah	1	F	172
Carnamah	1	M	208
Carnarvon	0	F	505
Carnarvon	0	M	462
Carnarvon	1	F	1593
Carnarvon	1	M	1776
Chapman Valley	0	F	101
Chapman Valley	0	M	108
Chapman Valley	1	F	541
Chapman Valley	1	M	593
Chittering	0	F	739
Chittering	0	M	644
Chittering	1	F	1949
Chittering	1	M	2053
Christmas Island	0	F	249
Christmas Island	0	M	492
Christmas Island	1	F	315
Christmas Island	1	M	374
Claremont	0	F	1876
Claremont	0	M	1662
Claremont	1	F	3741
Claremont	1	M	3431
Cockburn	0	F	21087
Cockburn	0	M	19275
Cockburn	1	F	36688
Cockburn	1	M	36220
Cocos Islands	0	F	24
Cocos Islands	0	M	31
Cocos Islands	1	F	215
Cocos Islands	1	M	222
Collie	0	F	520
Collie	0	M	490
Collie	1	F	3512
Collie	1	M	3610
Coolgardie	0	F	285
Coolgardie	0	M	293
Coolgardie	1	F	956
Coolgardie	1	M	1131
Coorow	0	F	62
Coorow	0	M	46
Coorow	1	F	362
Coorow	1	M	448
Corrigin	0	F	62
Corrigin	0	M	47
Corrigin	1	F	412
Corrigin	1	M	430
Cottesloe	0	F	1011
Cottesloe	0	M	945
Cottesloe	1	F	2842
Cottesloe	1	M	2817
Cranbrook	0	F	94
Cranbrook	0	M	79
Cranbrook	1	F	375
Cranbrook	1	M	428
Cuballing	0	F	65
Cuballing	0	M	62
Cuballing	1	F	319
Cuballing	1	M	366
Cue	0	F	26
Cue	0	M	41
Cue	1	F	36
Cue	1	M	89
Cunderdin	0	F	107
Cunderdin	0	M	82
Cunderdin	1	F	465
Cunderdin	1	M	547
Dalwallinu	0	F	111
Dalwallinu	0	M	127
Dalwallinu	1	F	445
Dalwallinu	1	M	476
Dandaragan	0	F	256
Dandaragan	0	M	245
Dandaragan	1	F	1160
Dandaragan	1	M	1322
Dardanup	0	F	1289
Dardanup	0	M	1200
Dardanup	1	F	5744
Dardanup	1	M	5623
Denmark	0	F	760
Denmark	0	M	675
Denmark	1	F	2155
Denmark	1	M	2082
Derby-West Kimberley	0	F	259
Derby-West Kimberley	0	M	254
Derby-West Kimberley	1	F	2691
Derby-West Kimberley	1	M	2792
Donnybrook-Balingup	0	F	612
Donnybrook-Balingup	0	M	524
Donnybrook-Balingup	1	F	2310
Donnybrook-Balingup	1	M	2278
Dowerin	0	F	39
Dowerin	0	M	28
Dowerin	1	F	277
Dowerin	1	M	309
Dumbleyung	0	F	35
Dumbleyung	0	M	22
Dumbleyung	1	F	242
Dumbleyung	1	M	262
Dundas	0	F	63
Dundas	0	M	69
Dundas	1	F	185
Dundas	1	M	225
East Fremantle	0	F	977
East Fremantle	0	M	920
East Fremantle	1	F	2951
East Fremantle	1	M	2630
East Pilbara	0	F	774
East Pilbara	0	M	1333
East Pilbara	1	F	2148
East Pilbara	1	M	3205
Esperance	0	F	981
Esperance	0	M	813
Esperance	1	F	5169
Esperance	1	M	5362
Exmouth	0	F	312
Exmouth	0	M	255
Exmouth	1	F	1023
Exmouth	1	M	1181
Fremantle	0	F	4851
Fremantle	0	M	4461
Fremantle	1	F	10696
Fremantle	1	M	10019
Gingin	0	F	723
Gingin	0	M	697
Gingin	1	F	1711
Gingin	1	M	1916
Gnowangerup	0	F	90
Gnowangerup	0	M	90
Gnowangerup	1	F	418
Gnowangerup	1	M	496
Goomalling	0	F	52
Goomalling	0	M	43
Goomalling	1	F	360
Goomalling	1	M	381
Gosnells	0	F	28129
Gosnells	0	M	27140
Gosnells	1	F	31949
Gosnells	1	M	33186
Greater Geraldton	0	F	3027
Greater Geraldton	0	M	2591
Greater Geraldton	1	F	15220
Greater Geraldton	1	M	15002
Halls Creek	0	F	97
Halls Creek	0	M	81
Halls Creek	1	F	1518
Halls Creek	1	M	1494
Harvey	0	F	2902
Harvey	0	M	2605
Harvey	1	F	10784
Harvey	1	M	10842
Irwin	0	F	259
Irwin	0	M	204
Irwin	1	F	1394
Irwin	1	M	1381
Jerramungup	0	F	66
Jerramungup	0	M	61
Jerramungup	1	F	414
Jerramungup	1	M	496
Joondalup	0	F	30673
Joondalup	0	M	28598
Joondalup	1	F	48125
Joondalup	1	M	47894
Kalamunda	0	F	8788
Kalamunda	0	M	7997
Kalamunda	1	F	19806
Kalamunda	1	M	19811
Kalgoorlie-Boulder	0	F	3444
Kalgoorlie-Boulder	0	M	3560
Kalgoorlie-Boulder	1	F	9198
Kalgoorlie-Boulder	1	M	10282
Karratha	0	F	2021
Karratha	0	M	2116
Karratha	1	F	6694
Karratha	1	M	7846
Katanning	0	F	413
Katanning	0	M	450
Katanning	1	F	1346
Katanning	1	M	1401
Kellerberrin	0	F	71
Kellerberrin	0	M	59
Kellerberrin	1	F	413
Kellerberrin	1	M	442
Kent	0	F	25
Kent	0	M	23
Kent	1	F	167
Kent	1	M	218
Kojonup	0	F	121
Kojonup	0	M	131
Kojonup	1	F	721
Kojonup	1	M	755
Kondinin	0	F	47
Kondinin	0	M	46
Kondinin	1	F	285
Kondinin	1	M	348
Koorda	0	F	17
Koorda	0	M	23
Koorda	1	F	133
Koorda	1	M	167
Kulin	0	F	44
Kulin	0	M	30
Kulin	1	F	290
Kulin	1	M	316
Kwinana	0	F	8074
Kwinana	0	M	7842
Kwinana	1	F	13319
Kwinana	1	M	14387
Lake Grace	0	F	84
Lake Grace	0	M	86
Lake Grace	1	F	458
Lake Grace	1	M	538
Laverton	0	F	56
Laverton	0	M	152
Laverton	1	F	258
Laverton	1	M	400
Leonora	0	F	120
Leonora	0	M	170
Leonora	1	F	345
Leonora	1	M	445
Mandurah	0	F	13314
Mandurah	0	M	11476
Mandurah	1	F	31169
Mandurah	1	M	29018
Manjimup	0	F	757
Manjimup	0	M	687
Manjimup	1	F	3427
Manjimup	1	M	3519
Meekatharra	0	F	55
Meekatharra	0	M	114
Meekatharra	1	F	309
Meekatharra	1	M	420
Melville	0	F	19059
Melville	0	M	16694
Melville	1	F	33154
Melville	1	M	31122
Menzies	0	F	12
Menzies	0	M	81
Menzies	1	F	93
Menzies	1	M	183
Merredin	0	F	183
Merredin	0	M	180
Merredin	1	F	1137
Merredin	1	M	1202
Mingenew	0	F	14
Mingenew	0	M	10
Mingenew	1	F	139
Mingenew	1	M	177
Moora	0	F	145
Moora	0	M	106
Moora	1	F	844
Moora	1	M	899
Morawa	0	F	31
Morawa	0	M	27
Morawa	1	F	228
Morawa	1	M	249
Mosman Park	0	F	1566
Mosman Park	0	M	1386
Mosman Park	1	F	3006
Mosman Park	1	M	2724
Mount Magnet	0	F	41
Mount Magnet	0	M	42
Mount Magnet	1	F	106
Mount Magnet	1	M	143
Mount Marshall	0	F	22
Mount Marshall	0	M	22
Mount Marshall	1	F	174
Mount Marshall	1	M	201
Mukinbudin	0	F	24
Mukinbudin	0	M	24
Mukinbudin	1	F	207
Mukinbudin	1	M	243
Mundaring	0	F	4690
Mundaring	0	M	4662
Mundaring	1	F	13435
Mundaring	1	M	14712
Murchison	0	M	5
Murchison	1	F	44
Murchison	1	M	46
Murray	0	F	1708
Murray	0	M	1490
Murray	1	F	6773
Murray	1	M	6728
Nannup	0	F	161
Nannup	0	M	160
Nannup	1	F	482
Nannup	1	M	512
Narembeen	0	F	43
Narembeen	0	M	32
Narembeen	1	F	279
Narembeen	1	M	308
Narrogin	0	F	416
Narrogin	0	M	370
Narrogin	1	F	1770
Narrogin	1	M	1712
Nedlands	0	F	3761
Nedlands	0	M	3502
Nedlands	1	F	7121
Nedlands	1	M	7087
Ngaanyatjarraku	0	F	23
Ngaanyatjarraku	0	M	21
Ngaanyatjarraku	1	F	638
Ngaanyatjarraku	1	M	584
Northam	0	F	958
Northam	0	M	1087
Northam	1	F	4106
Northam	1	M	4077
Northampton	0	F	231
Northampton	0	M	195
Northampton	1	F	1072
Northampton	1	M	1245
Nungarin	0	F	5
Nungarin	0	M	14
Nungarin	1	F	82
Nungarin	1	M	92
Peppermint Grove	0	F	261
Peppermint Grove	0	M	177
Peppermint Grove	1	F	617
Peppermint Grove	1	M	481
Perenjori	0	F	34
Perenjori	0	M	46
Perenjori	1	F	148
Perenjori	1	M	209
Perth	0	F	7757
Perth	0	M	7649
Perth	1	F	4624
Perth	1	M	5720
Pingelly	0	F	90
Pingelly	0	M	76
Pingelly	1	F	382
Pingelly	1	M	428
Plantagenet	0	F	528
Plantagenet	0	M	505
Plantagenet	1	F	1781
Plantagenet	1	M	1952
Port Hedland	0	F	1549
Port Hedland	0	M	1675
Port Hedland	1	F	4865
Port Hedland	1	M	5258
Quairading	0	F	50
Quairading	0	M	41
Quairading	1	F	328
Quairading	1	M	302
Ravensthorpe	0	F	199
Ravensthorpe	0	M	198
Ravensthorpe	1	F	686
Ravensthorpe	1	M	780
Rockingham	0	F	21550
Rockingham	0	M	19759
Rockingham	1	F	43853
Rockingham	1	M	42870
Sandstone	0	F	7
Sandstone	0	M	8
Sandstone	1	F	21
Sandstone	1	M	35
Serpentine-Jarrahdale	0	F	4158
Serpentine-Jarrahdale	0	M	3941
Serpentine-Jarrahdale	1	F	11334
Serpentine-Jarrahdale	1	M	11331
Shark Bay	0	F	125
Shark Bay	0	M	100
Shark Bay	1	F	305
Shark Bay	1	M	338
South Perth	0	F	7871
South Perth	0	M	7208
South Perth	1	F	13251
South Perth	1	M	12979
Stirling	0	F	44511
Stirling	0	M	40752
Stirling	1	F	67028
Stirling	1	M	63571
Subiaco	0	F	3253
Subiaco	0	M	2843
Subiaco	1	F	5450
Subiaco	1	M	4973
Swan	0	F	26537
Swan	0	M	24823
Swan	1	F	47266
Swan	1	M	47222
Tammin	0	F	28
Tammin	0	M	18
Tammin	1	F	122
Tammin	1	M	165
Three Springs	0	F	38
Three Springs	0	M	37
Three Springs	1	F	191
Three Springs	1	M	219
Toodyay	0	F	510
Toodyay	0	M	498
Toodyay	1	F	1483
Toodyay	1	M	1567
Trayning	0	F	27
Trayning	0	M	17
Trayning	1	F	95
Trayning	1	M	112
Upper Gascoyne	0	F	9
Upper Gascoyne	0	M	3
Upper Gascoyne	1	F	60
Upper Gascoyne	1	M	78
Victoria Park	0	F	7145
Victoria Park	0	M	6711
Victoria Park	1	F	10248
Victoria Park	1	M	10463
Victoria Plains	0	F	72
Victoria Plains	0	M	51
Victoria Plains	1	F	263
Victoria Plains	1	M	318
Vincent	0	F	6170
Vincent	0	M	5851
Vincent	1	F	11346
Vincent	1	M	11368
Wagin	0	F	156
Wagin	0	M	125
Wagin	1	F	613
Wagin	1	M	669
Wandering	0	F	35
Wandering	0	M	36
Wandering	1	F	174
Wandering	1	M	200
Wanneroo	0	F	44382
Wanneroo	0	M	40859
Wanneroo	1	F	58174
Wanneroo	1	M	57087
Waroona	0	F	410
Waroona	0	M	355
Waroona	1	F	1564
Waroona	1	M	1572
West Arthur	0	F	45
West Arthur	0	M	25
West Arthur	1	F	261
West Arthur	1	M	334
Westonia	0	F	16
Westonia	0	M	19
Westonia	1	F	92
Westonia	1	M	95
Wickepin	0	F	32
Wickepin	0	M	22
Wickepin	1	F	250
Wickepin	1	M	284
Williams	0	F	58
Williams	0	M	52
Williams	1	F	382
Williams	1	M	407
Wiluna	0	F	19
Wiluna	0	M	52
Wiluna	1	F	117
Wiluna	1	M	171
Wongan-Ballidu	0	F	71
Wongan-Ballidu	0	M	91
Wongan-Ballidu	1	F	480
Wongan-Ballidu	1	M	544
Woodanilling	0	F	36
Woodanilling	0	M	22
Woodanilling	1	F	154
Woodanilling	1	M	192
Wyalkatchem	0	F	37
Wyalkatchem	0	M	29
Wyalkatchem	1	F	163
Wyalkatchem	1	M	189
Wyndham-East Kimberley	0	F	514
Wyndham-East Kimberley	0	M	435
Wyndham-East Kimberley	1	F	2617
Wyndham-East Kimberley	1	M	2605
Yalgoo	0	F	9
Yalgoo	0	M	28
Yalgoo	1	F	57
Yalgoo	1	M	94
Yilgarn	0	F	88
Yilgarn	0	M	127
Yilgarn	1	F	305
Yilgarn	1	M	449
York	0	F	321
York	0	M	288
York	1	F	1256
York	1	M	1254
No usual address (WA)	0	F	656
No usual address (WA)	0	M	775
No usual address (WA)	1	F	2061
No usual address (WA)	1	M	2708
Migratory - Offshore - Shipping (WA)	0	F	14
Migratory - Offshore - Shipping (WA)	0	M	132
Migratory - Offshore - Shipping (WA)	1	F	24
Migratory - Offshore - Shipping (WA)	1	M	131
Break O'Day	0	F	474
Break O'Day	0	M	412
Break O'Day	1	F	2584
Break O'Day	1	M	2745
Brighton	0	F	606
Brighton	0	M	588
Brighton	1	F	8565
Brighton	1	M	8037
Burnie	0	F	1014
Burnie	0	M	995
Burnie	1	F	8724
Burnie	1	M	8089
Central Coast (Tas.)	0	F	1131
Central Coast (Tas.)	0	M	1026
Central Coast (Tas.)	1	F	9921
Central Coast (Tas.)	1	M	9226
Central Highlands (Tas.)	0	F	119
Central Highlands (Tas.)	0	M	133
Central Highlands (Tas.)	1	F	913
Central Highlands (Tas.)	1	M	1082
Circular Head	0	F	368
Circular Head	0	M	482
Circular Head	1	F	3202
Circular Head	1	M	3283
Clarence	0	F	4449
Clarence	0	M	4305
Clarence	1	F	25821
Clarence	1	M	24465
Derwent Valley	0	F	416
Derwent Valley	0	M	431
Derwent Valley	1	F	4645
Derwent Valley	1	M	4687
Devonport	0	F	1495
Devonport	0	M	1437
Devonport	1	F	11378
Devonport	1	M	10485
Dorset	0	F	312
Dorset	0	M	301
Dorset	1	F	2850
Dorset	1	M	2797
Flinders (Tas.)	0	F	49
Flinders (Tas.)	0	M	41
Flinders (Tas.)	1	F	352
Flinders (Tas.)	1	M	389
George Town	0	F	409
George Town	0	M	406
George Town	1	F	2831
George Town	1	M	2885
Glamorgan-Spring Bay	0	F	372
Glamorgan-Spring Bay	0	M	362
Glamorgan-Spring Bay	1	F	1872
Glamorgan-Spring Bay	1	M	2002
Glenorchy	0	F	5310
Glenorchy	0	M	5595
Glenorchy	1	F	18973
Glenorchy	1	M	18014
Hobart	0	F	8105
