LGA_NAME16	Age	ProvidedUnpaidChildcare	ForOwnChild	ForOtherChild	Sex	adults
Dorset	75-84	0			F	238
Dorset	75-84	0			M	212
Dorset	75-84	1	0	1	F	10
Dorset	75-84	1	0	1	M	3
Dorset	85+				F	53
Dorset	85+				M	24
Dorset	85+	0			F	81
Dorset	85+	0			M	61
Flinders (Tas.)	15-19	0			F	12
Flinders (Tas.)	15-19	0			M	16
Flinders (Tas.)	20-24				M	3
Flinders (Tas.)	20-24	0			F	3
Flinders (Tas.)	20-24	0			M	10
Flinders (Tas.)	25-34				M	3
Flinders (Tas.)	25-34	0			F	15
Flinders (Tas.)	25-34	0			M	22
Flinders (Tas.)	25-34	1	1	0	F	10
Flinders (Tas.)	25-34	1	1	0	M	5
Flinders (Tas.)	35-44				F	12
Flinders (Tas.)	35-44				M	3
Flinders (Tas.)	35-44	0			F	15
Flinders (Tas.)	35-44	0			M	11
Flinders (Tas.)	35-44	1	1	0	F	29
Flinders (Tas.)	35-44	1	1	0	M	20
Flinders (Tas.)	35-44	1	1	1	F	6
Flinders (Tas.)	45-54				M	10
Flinders (Tas.)	45-54	0			F	31
Flinders (Tas.)	45-54	0			M	34
Flinders (Tas.)	45-54	1	1	0	F	15
Flinders (Tas.)	45-54	1	1	0	M	16
Flinders (Tas.)	55-64				F	8
Flinders (Tas.)	55-64				M	8
Flinders (Tas.)	55-64	0			F	67
Flinders (Tas.)	55-64	0			M	72
Flinders (Tas.)	55-64	1	0	1	F	10
Flinders (Tas.)	55-64	1	0	1	M	3
Flinders (Tas.)	55-64	1	1	0	M	3
Flinders (Tas.)	65-74				M	4
Flinders (Tas.)	65-74	0			F	74
Flinders (Tas.)	65-74	0			M	96
Flinders (Tas.)	65-74	1	0	1	F	12
Flinders (Tas.)	65-74	1	0	1	M	11
Flinders (Tas.)	75-84				F	7
Flinders (Tas.)	75-84	0			F	39
Flinders (Tas.)	75-84	0			M	50
Flinders (Tas.)	75-84	1	0	1	M	4
Flinders (Tas.)	85+	0			F	15
Flinders (Tas.)	85+	0			M	8
George Town	15-19				F	20
George Town	15-19				M	22
George Town	15-19	0			F	138
George Town	15-19	0			M	183
George Town	15-19	1	0	1	F	23
George Town	15-19	1	0	1	M	10
George Town	20-24				F	10
George Town	20-24				M	11
George Town	20-24	0			F	100
George Town	20-24	0			M	130
George Town	20-24	1	0	1	F	15
George Town	20-24	1	0	1	M	14
George Town	20-24	1	1	0	F	29
George Town	20-24	1	1	0	M	14
George Town	25-34				F	22
George Town	25-34				M	28
George Town	25-34	0			F	156
George Town	25-34	0			M	193
George Town	25-34	1	0	1	F	10
George Town	25-34	1	0	1	M	8
George Town	25-34	1	1	0	F	164
George Town	25-34	1	1	0	M	99
George Town	25-34	1	1	1	F	10
George Town	25-34	1	1	1	M	5
George Town	35-44				F	17
George Town	35-44				M	33
George Town	35-44	0			F	125
George Town	35-44	0			M	149
George Town	35-44	1	0	1	F	14
George Town	35-44	1	0	1	M	10
George Town	35-44	1	1	0	F	197
George Town	35-44	1	1	0	M	145
George Town	35-44	1	1	1	F	10
George Town	35-44	1	1	1	M	7
George Town	45-54				F	25
George Town	45-54				M	29
George Town	45-54	0			F	304
George Town	45-54	0			M	285
George Town	45-54	1	0	1	F	44
George Town	45-54	1	0	1	M	14
George Town	45-54	1	1	0	F	73
George Town	45-54	1	1	0	M	72
George Town	45-54	1	1	1	F	4
George Town	45-54	1	1	1	M	3
George Town	55-64				F	22
George Town	55-64				M	40
George Town	55-64	0			F	420
George Town	55-64	0			M	506
George Town	55-64	1	0	1	F	97
George Town	55-64	1	0	1	M	41
George Town	55-64	1	1	0	F	10
George Town	55-64	1	1	0	M	22
George Town	65-74				F	31
George Town	65-74				M	30
George Town	65-74	0			F	454
George Town	65-74	0			M	503
George Town	65-74	1	0	1	F	45
George Town	65-74	1	0	1	M	25
George Town	65-74	1	1	0	F	4
George Town	65-74	1	1	0	M	4
George Town	75-84				F	24
George Town	75-84				M	16
George Town	75-84	0			F	240
George Town	75-84	0			M	243
George Town	75-84	1	0	1	F	3
George Town	75-84	1	0	1	M	4
George Town	75-84	1	1	0	M	4
George Town	85+				F	8
George Town	85+				M	4
George Town	85+	0			F	80
George Town	85+	0			M	71
Glamorgan-Spring Bay	15-19				F	6
Glamorgan-Spring Bay	15-19				M	6
Glamorgan-Spring Bay	15-19	0			F	54
Glamorgan-Spring Bay	15-19	0			M	70
Glamorgan-Spring Bay	15-19	1	0	1	F	7
Glamorgan-Spring Bay	20-24				F	4
Glamorgan-Spring Bay	20-24				M	6
Glamorgan-Spring Bay	20-24	0			F	41
Glamorgan-Spring Bay	20-24	0			M	82
Glamorgan-Spring Bay	20-24	1	0	1	F	9
Glamorgan-Spring Bay	20-24	1	1	0	F	4
Glamorgan-Spring Bay	25-34				F	29
Glamorgan-Spring Bay	25-34				M	20
Glamorgan-Spring Bay	25-34	0			F	143
Glamorgan-Spring Bay	25-34	0			M	181
Glamorgan-Spring Bay	25-34	1	0	1	F	4
Glamorgan-Spring Bay	25-34	1	0	1	M	6
Glamorgan-Spring Bay	25-34	1	1	0	F	81
Glamorgan-Spring Bay	25-34	1	1	0	M	48
Glamorgan-Spring Bay	25-34	1	1	1	F	3
Glamorgan-Spring Bay	25-34	1	1	1	M	3
Glamorgan-Spring Bay	35-44				F	15
Glamorgan-Spring Bay	35-44				M	18
Glamorgan-Spring Bay	35-44	0			F	94
Glamorgan-Spring Bay	35-44	0			M	110
Glamorgan-Spring Bay	35-44	1	0	1	F	3
Glamorgan-Spring Bay	35-44	1	1	0	F	115
Glamorgan-Spring Bay	35-44	1	1	0	M	101
Glamorgan-Spring Bay	35-44	1	1	1	F	3
Glamorgan-Spring Bay	35-44	1	1	1	M	3
Glamorgan-Spring Bay	45-54				F	12
Glamorgan-Spring Bay	45-54				M	11
Glamorgan-Spring Bay	45-54	0			F	191
Glamorgan-Spring Bay	45-54	0			M	203
Glamorgan-Spring Bay	45-54	1	0	1	F	23
Glamorgan-Spring Bay	45-54	1	0	1	M	10
Glamorgan-Spring Bay	45-54	1	1	0	F	47
Glamorgan-Spring Bay	45-54	1	1	0	M	61
Glamorgan-Spring Bay	45-54	1	1	1	F	4
Glamorgan-Spring Bay	55-64				F	32
Glamorgan-Spring Bay	55-64				M	31
Glamorgan-Spring Bay	55-64	0			F	378
Glamorgan-Spring Bay	55-64	0			M	386
Glamorgan-Spring Bay	55-64	1	0	1	F	69
Glamorgan-Spring Bay	55-64	1	0	1	M	32
Glamorgan-Spring Bay	55-64	1	1	0	F	11
Glamorgan-Spring Bay	55-64	1	1	0	M	21
Glamorgan-Spring Bay	65-74				F	32
Glamorgan-Spring Bay	65-74				M	43
Glamorgan-Spring Bay	65-74	0			F	429
Glamorgan-Spring Bay	65-74	0			M	451
Glamorgan-Spring Bay	65-74	1	0	1	F	54
Glamorgan-Spring Bay	65-74	1	0	1	M	40
Glamorgan-Spring Bay	65-74	1	1	0	F	5
Glamorgan-Spring Bay	65-74	1	1	0	M	8
Glamorgan-Spring Bay	65-74	1	1	1	M	3
Glamorgan-Spring Bay	75-84				F	31
Glamorgan-Spring Bay	75-84				M	26
Glamorgan-Spring Bay	75-84	0			F	204
Glamorgan-Spring Bay	75-84	0			M	243
Glamorgan-Spring Bay	75-84	1	0	1	F	5
Glamorgan-Spring Bay	75-84	1	0	1	M	11
Glamorgan-Spring Bay	85+				F	10
Glamorgan-Spring Bay	85+				M	7
Glamorgan-Spring Bay	85+	0			F	56
Glamorgan-Spring Bay	85+	0			M	60
Glenorchy	15-19				F	81
Glenorchy	15-19				M	85
Glenorchy	15-19	0			F	1056
Glenorchy	15-19	0			M	1160
Glenorchy	15-19	1	0	1	F	114
Glenorchy	15-19	1	0	1	M	48
Glenorchy	15-19	1	1	0	F	8
Glenorchy	15-19	1	1	0	M	9
Glenorchy	15-19	1	1	1	M	4
Glenorchy	20-24				F	70
Glenorchy	20-24				M	61
Glenorchy	20-24	0			F	1200
Glenorchy	20-24	0			M	1359
Glenorchy	20-24	1	0	1	F	139
Glenorchy	20-24	1	0	1	M	49
Glenorchy	20-24	1	1	0	F	114
Glenorchy	20-24	1	1	0	M	55
Glenorchy	20-24	1	1	1	F	11
Glenorchy	20-24	1	1	1	M	5
Glenorchy	25-34				F	257
Glenorchy	25-34				M	256
Glenorchy	25-34	0			F	2632
Glenorchy	25-34	0			M	3655
Glenorchy	25-34	1	0	1	F	204
Glenorchy	25-34	1	0	1	M	129
Glenorchy	25-34	1	1	0	F	1458
Glenorchy	25-34	1	1	0	M	997
Glenorchy	25-34	1	1	1	F	70
Glenorchy	25-34	1	1	1	M	25
Glenorchy	35-44				F	157
Glenorchy	35-44				M	146
Glenorchy	35-44	0			F	1176
Glenorchy	35-44	0			M	1528
Glenorchy	35-44	1	0	1	F	120
Glenorchy	35-44	1	0	1	M	63
Glenorchy	35-44	1	1	0	F	1709
Glenorchy	35-44	1	1	0	M	1483
Glenorchy	35-44	1	1	1	F	116
Glenorchy	35-44	1	1	1	M	64
Glenorchy	45-54				F	113
Glenorchy	45-54				M	151
Glenorchy	45-54	0			F	1786
Glenorchy	45-54	0			M	1793
Glenorchy	45-54	1	0	1	F	248
Glenorchy	45-54	1	0	1	M	104
Glenorchy	45-54	1	1	0	F	671
Glenorchy	45-54	1	1	0	M	704
Glenorchy	45-54	1	1	1	F	43
Glenorchy	45-54	1	1	1	M	11
Glenorchy	55-64				F	112
Glenorchy	55-64				M	121
Glenorchy	55-64	0			F	2194
Glenorchy	55-64	0			M	2343
Glenorchy	55-64	1	0	1	F	595
Glenorchy	55-64	1	0	1	M	227
Glenorchy	55-64	1	1	0	F	68
Glenorchy	55-64	1	1	0	M	134
Glenorchy	55-64	1	1	1	F	3
Glenorchy	55-64	1	1	1	M	6
Glenorchy	65-74				F	124
Glenorchy	65-74				M	111
Glenorchy	65-74	0			F	1895
Glenorchy	65-74	0			M	1721
Glenorchy	65-74	1	0	1	F	474
Glenorchy	65-74	1	0	1	M	250
Glenorchy	65-74	1	1	0	F	23
Glenorchy	65-74	1	1	0	M	27
Glenorchy	75-84				F	136
Glenorchy	75-84				M	106
Glenorchy	75-84	0			F	1506
Glenorchy	75-84	0			M	1070
Glenorchy	75-84	1	0	1	F	76
Glenorchy	75-84	1	0	1	M	58
Glenorchy	75-84	1	1	0	F	7
Glenorchy	75-84	1	1	0	M	3
Glenorchy	85+				F	80
Glenorchy	85+				M	48
Glenorchy	85+	0			F	671
Glenorchy	85+	0			M	420
Glenorchy	85+	1	0	1	F	4
Glenorchy	85+	1	0	1	M	5
Hobart	15-19				F	62
Hobart	15-19				M	56
Hobart	15-19	0			F	1250
Hobart	15-19	0			M	1345
Hobart	15-19	1	0	1	F	126
Hobart	15-19	1	0	1	M	60
Hobart	15-19	1	1	0	F	4
Hobart	15-19	1	1	0	M	4
Hobart	15-19	1	1	1	F	4
Hobart	20-24				F	97
Hobart	20-24				M	105
Hobart	20-24	0			F	1859
Hobart	20-24	0			M	1887
Hobart	20-24	1	0	1	F	100
Hobart	20-24	1	0	1	M	54
Hobart	20-24	1	1	0	F	38
Hobart	20-24	1	1	0	M	18
Hobart	25-34				F	278
Hobart	25-34				M	348
Hobart	25-34	0			F	4146
Hobart	25-34	0			M	4450
Hobart	25-34	1	0	1	F	214
Hobart	25-34	1	0	1	M	96
Hobart	25-34	1	1	0	F	689
Hobart	25-34	1	1	0	M	473
Hobart	25-34	1	1	1	F	32
Hobart	25-34	1	1	1	M	15
Hobart	35-44				F	145
Hobart	35-44				M	185
Hobart	35-44	0			F	1323
Hobart	35-44	0			M	1580
Hobart	35-44	1	0	1	F	136
Hobart	35-44	1	0	1	M	59
Hobart	35-44	1	1	0	F	1848
Hobart	35-44	1	1	0	M	1502
Hobart	35-44	1	1	1	F	145
Hobart	35-44	1	1	1	M	64
Hobart	45-54				F	126
Hobart	45-54				M	140
Hobart	45-54	0			F	1860
Hobart	45-54	0			M	1687
Hobart	45-54	1	0	1	F	131
Hobart	45-54	1	0	1	M	64
Hobart	45-54	1	1	0	F	1260
Hobart	45-54	1	1	0	M	1241
Hobart	45-54	1	1	1	F	65
Hobart	45-54	1	1	1	M	47
Hobart	55-64				F	131
Hobart	55-64				M	132
Hobart	55-64	0			F	2587
Hobart	55-64	0			M	2397
Hobart	55-64	1	0	1	F	485
Hobart	55-64	1	0	1	M	184
Hobart	55-64	1	1	0	F	110
Hobart	55-64	1	1	0	M	248
Hobart	55-64	1	1	1	F	10
Hobart	55-64	1	1	1	M	3
Hobart	65-74				F	123
Hobart	65-74				M	116
Hobart	65-74	0			F	2039
Hobart	65-74	0			M	2106
Hobart	65-74	1	0	1	F	776
Hobart	65-74	1	0	1	M	448
Hobart	65-74	1	1	0	F	19
Hobart	65-74	1	1	0	M	44
Hobart	75-84				F	104
Hobart	75-84				M	73
Hobart	75-84	0			F	1359
Hobart	75-84	0			M	1160
Hobart	75-84	1	0	1	F	168
Hobart	75-84	1	0	1	M	142
Hobart	75-84	1	1	0	F	7
Hobart	75-84	1	1	0	M	3
Hobart	85+				F	87
Hobart	85+				M	28
Hobart	85+	0			F	771
Hobart	85+	0			M	427
Hobart	85+	1	0	1	F	4
Hobart	85+	1	0	1	M	9
Huon Valley	15-19				F	26
Huon Valley	15-19				M	49
Huon Valley	15-19	0			F	344
Huon Valley	15-19	0			M	450
Huon Valley	15-19	1	0	1	F	37
Huon Valley	15-19	1	0	1	M	22
Huon Valley	15-19	1	1	0	F	6
Huon Valley	15-19	1	1	0	M	7
Huon Valley	20-24				F	26
Huon Valley	20-24				M	20
Huon Valley	20-24	0			F	251
Huon Valley	20-24	0			M	347
Huon Valley	20-24	1	0	1	F	33
Huon Valley	20-24	1	0	1	M	22
Huon Valley	20-24	1	1	0	F	56
Huon Valley	20-24	1	1	0	M	21
Huon Valley	25-34				F	73
Huon Valley	25-34				M	70
Huon Valley	25-34	0			F	411
Huon Valley	25-34	0			M	508
Huon Valley	25-34	1	0	1	F	38
Huon Valley	25-34	1	0	1	M	24
Huon Valley	25-34	1	1	0	F	391
Huon Valley	25-34	1	1	0	M	268
Huon Valley	25-34	1	1	1	F	43
Huon Valley	25-34	1	1	1	M	12
Huon Valley	35-44				F	59
Huon Valley	35-44				M	62
Huon Valley	35-44	0			F	333
Huon Valley	35-44	0			M	394
Huon Valley	35-44	1	0	1	F	25
Huon Valley	35-44	1	0	1	M	23
Huon Valley	35-44	1	1	0	F	646
Huon Valley	35-44	1	1	0	M	549
Huon Valley	35-44	1	1	1	F	35
Huon Valley	35-44	1	1	1	M	17
Huon Valley	45-54				F	72
Huon Valley	45-54				M	65
Huon Valley	45-54	0			F	770
Huon Valley	45-54	0			M	759
Huon Valley	45-54	1	0	1	F	101
Huon Valley	45-54	1	0	1	M	39
Huon Valley	45-54	1	1	0	F	285
Huon Valley	45-54	1	1	0	M	312
Huon Valley	45-54	1	1	1	F	25
Huon Valley	45-54	1	1	1	M	9
Huon Valley	55-64				F	96
Huon Valley	55-64				M	102
Huon Valley	55-64	0			F	1161
Huon Valley	55-64	0			M	1160
Huon Valley	55-64	1	0	1	F	231
Huon Valley	55-64	1	0	1	M	105
Huon Valley	55-64	1	1	0	F	28
Huon Valley	55-64	1	1	0	M	73
Huon Valley	55-64	1	1	1	M	3
Huon Valley	65-74				F	79
Huon Valley	65-74				M	113
Huon Valley	65-74	0			F	988
Huon Valley	65-74	0			M	1094
Huon Valley	65-74	1	0	1	F	159
Huon Valley	65-74	1	0	1	M	100
Huon Valley	65-74	1	1	0	F	3
Huon Valley	65-74	1	1	0	M	8
Huon Valley	75-84				F	70
Huon Valley	75-84				M	58
Huon Valley	75-84	0			F	458
Huon Valley	75-84	0			M	499
Huon Valley	75-84	1	0	1	F	27
Huon Valley	75-84	1	0	1	M	27
Huon Valley	75-84	1	1	0	M	8
Huon Valley	85+				F	33
Huon Valley	85+				M	35
Huon Valley	85+	0			F	158
Huon Valley	85+	0			M	106
Kentish	15-19				F	20
Kentish	15-19				M	18
Kentish	15-19	0			F	133
Kentish	15-19	0			M	146
Kentish	15-19	1	0	1	F	10
Kentish	15-19	1	0	1	M	9
Kentish	20-24				F	11
Kentish	20-24				M	12
Kentish	20-24	0			F	86
Kentish	20-24	0			M	132
Kentish	20-24	1	0	1	F	8
Kentish	20-24	1	0	1	M	6
Kentish	20-24	1	1	0	F	20
Kentish	20-24	1	1	0	M	9
Kentish	25-34				F	20
Kentish	25-34				M	40
Kentish	25-34	0			F	112
Kentish	25-34	0			M	186
Kentish	25-34	1	0	1	F	13
Kentish	25-34	1	0	1	M	12
Kentish	25-34	1	1	0	F	140
Kentish	25-34	1	1	0	M	99
Kentish	25-34	1	1	1	F	8
Kentish	35-44				F	34
Kentish	35-44				M	21
Kentish	35-44	0			F	94
Kentish	35-44	0			M	126
Kentish	35-44	1	0	1	F	11
Kentish	35-44	1	0	1	M	7
Kentish	35-44	1	1	0	F	210
Kentish	35-44	1	1	0	M	174
Kentish	35-44	1	1	1	F	16
Kentish	35-44	1	1	1	M	3
Kentish	45-54				F	37
Kentish	45-54				M	40
Kentish	45-54	0			F	315
Kentish	45-54	0			M	275
Kentish	45-54	1	0	1	F	41
Kentish	45-54	1	0	1	M	16
Kentish	45-54	1	1	0	F	88
Kentish	45-54	1	1	0	M	111
Kentish	45-54	1	1	1	F	3
Kentish	45-54	1	1	1	M	4
Kentish	55-64				F	34
Kentish	55-64				M	48
Kentish	55-64	0			F	469
Kentish	55-64	0			M	542
Kentish	55-64	1	0	1	F	84
Kentish	55-64	1	0	1	M	33
Kentish	55-64	1	1	0	F	10
Kentish	55-64	1	1	0	M	25
Kentish	55-64	1	1	1	F	3
Kentish	65-74				F	27
Kentish	65-74				M	44
Kentish	65-74	0			F	357
Kentish	65-74	0			M	420
Kentish	65-74	1	0	1	F	48
Kentish	65-74	1	0	1	M	32
Kentish	65-74	1	1	0	F	5
Kentish	65-74	1	1	0	M	4
Kentish	75-84				F	28
Kentish	75-84				M	24
Kentish	75-84	0			F	169
Kentish	75-84	0			M	194
Kentish	75-84	1	0	1	F	5
Kentish	75-84	1	0	1	M	4
Kentish	85+				F	4
Kentish	85+				M	5
Kentish	85+	0			F	54
Kentish	85+	0			M	40
King Island	15-19				M	6
King Island	15-19	0			F	17
King Island	15-19	0			M	30
King Island	15-19	1	0	1	F	3
King Island	20-24	0			F	16
King Island	20-24	0			M	25
King Island	20-24	1	0	1	F	4
King Island	20-24	1	1	0	F	3
King Island	25-34				F	6
King Island	25-34				M	15
King Island	25-34	0			F	40
King Island	25-34	0			M	69
King Island	25-34	1	0	1	F	4
King Island	25-34	1	0	1	M	5
King Island	25-34	1	1	0	F	39
King Island	25-34	1	1	0	M	27
King Island	35-44				F	13
King Island	35-44				M	8
King Island	35-44	0			F	31
King Island	35-44	0			M	45
King Island	35-44	1	0	1	M	3
King Island	35-44	1	1	0	F	46
King Island	35-44	1	1	0	M	47
King Island	35-44	1	1	1	F	6
King Island	45-54				F	7
King Island	45-54				M	16
King Island	45-54	0			F	43
King Island	45-54	0			M	66
King Island	45-54	1	0	1	F	12
King Island	45-54	1	0	1	M	7
King Island	45-54	1	1	0	F	19
King Island	45-54	1	1	0	M	18
King Island	55-64				F	9
King Island	55-64				M	8
King Island	55-64	0			F	91
King Island	55-64	0			M	102
King Island	55-64	1	0	1	F	17
King Island	55-64	1	0	1	M	7
King Island	55-64	1	1	0	F	4
King Island	65-74				F	10
King Island	65-74				M	14
King Island	65-74	0			F	98
King Island	65-74	0			M	99
King Island	65-74	1	0	1	F	12
King Island	65-74	1	0	1	M	11
King Island	75-84				F	15
King Island	75-84				M	13
King Island	75-84	0			F	41
King Island	75-84	0			M	50
King Island	75-84	1	0	1	M	3
King Island	85+	0			F	19
King Island	85+	0			M	17
Kingborough	15-19				F	22
Kingborough	15-19				M	32
Kingborough	15-19	0			F	974
Kingborough	15-19	0			M	1161
Kingborough	15-19	1	0	1	F	126
Kingborough	15-19	1	0	1	M	57
Kingborough	15-19	1	1	0	F	3
Kingborough	20-24				F	39
Kingborough	20-24				M	41
Kingborough	20-24	0			F	800
Kingborough	20-24	0			M	921
Kingborough	20-24	1	0	1	F	70
Kingborough	20-24	1	0	1	M	26
Kingborough	20-24	1	1	0	F	42
Kingborough	20-24	1	1	0	M	30
Kingborough	20-24	1	1	1	M	4
Kingborough	25-34				F	91
Kingborough	25-34				M	88
Kingborough	25-34	0			F	1512
Kingborough	25-34	0			M	1696
Kingborough	25-34	1	0	1	F	91
Kingborough	25-34	1	0	1	M	60
Kingborough	25-34	1	1	0	F	815
Kingborough	25-34	1	1	0	M	547
Kingborough	25-34	1	1	1	F	45
Kingborough	25-34	1	1	1	M	16
Kingborough	35-44				F	92
Kingborough	35-44				M	83
Kingborough	35-44	0			F	681
Kingborough	35-44	0			M	787
Kingborough	35-44	1	0	1	F	86
Kingborough	35-44	1	0	1	M	45
Kingborough	35-44	1	1	0	F	1746
Kingborough	35-44	1	1	0	M	1478
Kingborough	35-44	1	1	1	F	147
Kingborough	35-44	1	1	1	M	62
Kingborough	45-54				F	77
Kingborough	45-54				M	99
Kingborough	45-54	0			F	1506
Kingborough	45-54	0			M	1298
Kingborough	45-54	1	0	1	F	156
Kingborough	45-54	1	0	1	M	67
Kingborough	45-54	1	1	0	F	957
Kingborough	45-54	1	1	0	M	945
Kingborough	45-54	1	1	1	F	61
Kingborough	45-54	1	1	1	M	30
Kingborough	55-64				F	78
Kingborough	55-64				M	96
Kingborough	55-64	0			F	1977
Kingborough	55-64	0			M	1868
Kingborough	55-64	1	0	1	F	543
Kingborough	55-64	1	0	1	M	210
Kingborough	55-64	1	1	0	F	60
Kingborough	55-64	1	1	0	M	176
Kingborough	55-64	1	1	1	F	3
Kingborough	55-64	1	1	1	M	6
Kingborough	65-74				F	108
Kingborough	65-74				M	103
Kingborough	65-74	0			F	1770
Kingborough	65-74	0			M	1761
Kingborough	65-74	1	0	1	F	635
Kingborough	65-74	1	0	1	M	381
Kingborough	65-74	1	1	0	F	14
Kingborough	65-74	1	1	0	M	23
Kingborough	65-74	1	1	1	F	7
Kingborough	75-84				F	80
Kingborough	75-84				M	53
Kingborough	75-84	0			F	1117
Kingborough	75-84	0			M	1051
Kingborough	75-84	1	0	1	F	129
Kingborough	75-84	1	0	1	M	109
Kingborough	75-84	1	1	0	F	3
Kingborough	75-84	1	1	0	M	3
Kingborough	85+				F	42
Kingborough	85+				M	22
Kingborough	85+	0			F	445
Kingborough	85+	0			M	297
Kingborough	85+	1	0	1	F	5
Latrobe (Tas.)	15-19				F	15
Latrobe (Tas.)	15-19				M	16
Latrobe (Tas.)	15-19	0			F	259
Latrobe (Tas.)	15-19	0			M	295
Latrobe (Tas.)	15-19	1	0	1	F	17
Latrobe (Tas.)	15-19	1	0	1	M	9
Latrobe (Tas.)	15-19	1	1	0	F	4
Latrobe (Tas.)	20-24				F	5
Latrobe (Tas.)	20-24				M	16
Latrobe (Tas.)	20-24	0			F	202
Latrobe (Tas.)	20-24	0			M	229
Latrobe (Tas.)	20-24	1	0	1	F	29
Latrobe (Tas.)	20-24	1	0	1	M	12
Latrobe (Tas.)	20-24	1	1	0	F	37
Latrobe (Tas.)	20-24	1	1	0	M	16
Latrobe (Tas.)	25-34				F	36
Latrobe (Tas.)	25-34				M	28
Latrobe (Tas.)	25-34	0			F	262
Latrobe (Tas.)	25-34	0			M	338
Latrobe (Tas.)	25-34	1	0	1	F	31
Latrobe (Tas.)	25-34	1	0	1	M	18
Latrobe (Tas.)	25-34	1	1	0	F	323
Latrobe (Tas.)	25-34	1	1	0	M	206
Latrobe (Tas.)	25-34	1	1	1	F	23
Latrobe (Tas.)	25-34	1	1	1	M	12
Latrobe (Tas.)	35-44				F	22
Latrobe (Tas.)	35-44				M	48
Latrobe (Tas.)	35-44	0			F	170
Latrobe (Tas.)	35-44	0			M	195
Latrobe (Tas.)	35-44	1	0	1	F	28
Latrobe (Tas.)	35-44	1	0	1	M	12
Latrobe (Tas.)	35-44	1	1	0	F	394
Latrobe (Tas.)	35-44	1	1	0	M	331
Latrobe (Tas.)	35-44	1	1	1	F	28
Latrobe (Tas.)	35-44	1	1	1	M	14
Latrobe (Tas.)	45-54				F	36
Latrobe (Tas.)	45-54				M	50
Latrobe (Tas.)	45-54	0			F	522
Latrobe (Tas.)	45-54	0			M	477
Latrobe (Tas.)	45-54	1	0	1	F	83
Latrobe (Tas.)	45-54	1	0	1	M	27
Latrobe (Tas.)	45-54	1	1	0	F	172
Latrobe (Tas.)	45-54	1	1	0	M	201
Latrobe (Tas.)	45-54	1	1	1	F	10
Latrobe (Tas.)	45-54	1	1	1	M	3
Latrobe (Tas.)	55-64				F	48
Latrobe (Tas.)	55-64				M	49
Latrobe (Tas.)	55-64	0			F	723
Latrobe (Tas.)	55-64	0			M	718
Latrobe (Tas.)	55-64	1	0	1	F	181
Latrobe (Tas.)	55-64	1	0	1	M	68
Latrobe (Tas.)	55-64	1	1	0	F	14
Latrobe (Tas.)	55-64	1	1	0	M	41
Latrobe (Tas.)	55-64	1	1	1	F	3
Latrobe (Tas.)	65-74				F	67
Latrobe (Tas.)	65-74				M	56
Latrobe (Tas.)	65-74	0			F	822
Latrobe (Tas.)	65-74	0			M	837
Latrobe (Tas.)	65-74	1	0	1	F	110
Latrobe (Tas.)	65-74	1	0	1	M	85
Latrobe (Tas.)	65-74	1	1	0	F	10
Latrobe (Tas.)	65-74	1	1	0	M	6
Latrobe (Tas.)	75-84				F	46
Latrobe (Tas.)	75-84				M	35
Latrobe (Tas.)	75-84	0			F	483
Latrobe (Tas.)	75-84	0			M	455
Latrobe (Tas.)	75-84	1	0	1	F	17
Latrobe (Tas.)	75-84	1	0	1	M	10
Latrobe (Tas.)	75-84	1	1	0	F	6
Latrobe (Tas.)	75-84	1	1	0	M	3
Latrobe (Tas.)	85+				F	8
Latrobe (Tas.)	85+				M	20
Latrobe (Tas.)	85+	0			F	190
Latrobe (Tas.)	85+	0			M	123
Launceston	15-19				F	101
Launceston	15-19				M	140
Launceston	15-19	0			F	1696
Launceston	15-19	0			M	1748
Launceston	15-19	1	0	1	F	156
Launceston	15-19	1	0	1	M	80
Launceston	15-19	1	1	0	F	13
Launceston	15-19	1	1	0	M	7
Launceston	15-19	1	1	1	F	5
Launceston	20-24				F	159
Launceston	20-24				M	208
Launceston	20-24	0			F	1791
Launceston	20-24	0			M	2074
Launceston	20-24	1	0	1	F	130
Launceston	20-24	1	0	1	M	80
Launceston	20-24	1	1	0	F	204
Launceston	20-24	1	1	0	M	103
Launceston	20-24	1	1	1	F	13
Launceston	20-24	1	1	1	M	4
Launceston	25-34				F	274
Launceston	25-34				M	378
Launceston	25-34	0			F	2902
Launceston	25-34	0			M	3851
Launceston	25-34	1	0	1	F	243
Launceston	25-34	1	0	1	M	147
Launceston	25-34	1	1	0	F	1750
Launceston	25-34	1	1	0	M	1149
Launceston	25-34	1	1	1	F	111
Launceston	25-34	1	1	1	M	38
Launceston	35-44				F	175
Launceston	35-44				M	237
Launceston	35-44	0			F	1463
Launceston	35-44	0			M	1725
Launceston	35-44	1	0	1	F	138
Launceston	35-44	1	0	1	M	106
Launceston	35-44	1	1	0	F	2409
Launceston	35-44	1	1	0	M	1984
Launceston	35-44	1	1	1	F	141
Launceston	35-44	1	1	1	M	74
Launceston	45-54				F	176
Launceston	45-54				M	216
Launceston	45-54	0			F	2749
Launceston	45-54	0			M	2614
Launceston	45-54	1	0	1	F	339
Launceston	45-54	1	0	1	M	110
Launceston	45-54	1	1	0	F	1155
Launceston	45-54	1	1	0	M	1157
Launceston	45-54	1	1	1	F	55
Launceston	45-54	1	1	1	M	26
Launceston	55-64				F	168
Launceston	55-64				M	189
Launceston	55-64	0			F	3279
